Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
"Ange-Yoan Bonny","frFRA","FW","Inter","itSerie A","22-023","2003","11","5","412","4.6","4","3","7","4","0","0","0","0","1.7","1.7","1.8","3.4","9","12","38","0.87","0.66","1.53","0.87","1.53","0.36","0.39","0.75","0.36","0.75",
"Gennaro Borrelli","itITA","FW","Cagliari","itSerie A","25-252","2000","10","5","501","5.6","1","0","1","1","0","0","2","0","1.1","1.1","0.3","1.3","4","5","18","0.18","0.00","0.18","0.18","0.18","0.19","0.05","0.24","0.19","0.24",
"Sven Botman","nlNED","DF","Newcastle Utd","engPremier League","25-309","2000","9","8","642","7.1","0","0","0","0","0","0","0","0","0.1","0.1","0.6","0.7","1","21","3","0.00","0.00","0.00","0.00","0.00","0.02","0.08","0.10","0.02","0.10",
"Ayyoub Bouaddi","frFRA","MF","Lille","frLigue 1","18-046","2007","12","11","898","10.0","0","1","1","0","0","0","4","0","1.3","1.3","0.6","1.9","18","29","32","0.00","0.10","0.10","0.00","0.10","0.13","0.06","0.19","0.13","0.19",
"Badredine Bouanani","dzALG","MF","Nice","frLigue 1","20-344","2004","2","1","93","1.0","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.1","3","3","12","0.00","0.00","0.00","0.00","0.00","0.07","0.07","0.13","0.07","0.13",
"Badredine Bouanani","dzALG","FW","Stuttgart","deBundesliga","20-344","2004","7","3","228","2.5","0","0","0","0","0","0","1","0","0.4","0.4","0.1","0.5","12","6","16","0.00","0.00","0.00","0.00","0.00","0.16","0.03","0.19","0.16","0.19",
"Hicham Boudaoui","dzALG","MF","Nice","frLigue 1","26-055","1999","11","9","817","9.1","1","2","3","1","0","0","3","0","0.9","0.9","1.5","2.5","16","32","27","0.11","0.22","0.33","0.11","0.33","0.10","0.17","0.27","0.10","0.27",
"Justin Bourgault","frFRA","MF,DF","Brest","frLigue 1","20-064","2005","1","0","16","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","2","0.00","0.00","0.00","0.00","0.00","0.25","0.00","0.25","0.25","0.25",
"Jarrod Bowen","engENG","FW,MF","West Ham","engPremier League","28-332","1996","11","11","990","11.0","3","1","4","3","0","0","0","0","1.5","1.5","1.8","3.2","34","23","79","0.27","0.09","0.36","0.27","0.36","0.13","0.16","0.29","0.13","0.29",
"Lucas Boyé","arARG","FW,MF","Alavés","esLa Liga","29-262","1996","8","6","551","6.1","2","0","2","2","0","0","2","1","1.3","1.3","0.9","2.1","6","16","32","0.33","0.00","0.33","0.33","0.33","0.21","0.14","0.35","0.21","0.35",
"Enzo Boyomo","cmCMR","DF","Osasuna","esLa Liga","24-041","2001","12","12","1,067","11.9","0","0","0","0","0","0","3","0","0.0","0.0","0.8","0.8","9","41","6","0.00","0.00","0.00","0.00","0.00","0.00","0.06","0.06","0.00","0.06",
"Domagoj Bradarić","hrCRO","DF,FW","Hellas Verona","itSerie A","25-342","1999","10","9","784","8.7","0","0","0","0","0","0","1","0","0.5","0.5","1.4","1.9","9","13","31","0.00","0.00","0.00","0.00","0.00","0.06","0.16","0.22","0.06","0.22",
"Conor Bradley","nirNIR","DF","Liverpool","engPremier League","22-131","2003","9","7","530","5.9","0","0","0","0","0","0","4","0","0.1","0.1","0.3","0.4","16","28","25","0.00","0.00","0.00","0.00","0.00","0.01","0.05","0.07","0.01","0.07",
"Bilal Brahimi","dzALG","FW","Nice","frLigue 1","25-248","2000","1","0","1","0.0","0","0","0","0","0","0","0","0","0.0","0.0","0.2","0.2","1","0","2","0.00","0.00","0.00","0.00","0.00","0.00","17.64","17.64","0.00","17.64",
"Julian Brandt","deGER","FW,MF","Dortmund","deBundesliga","29-199","1996","8","3","362","4.0","2","2","4","2","0","0","0","0","1.6","1.6","1.5","3.1","6","15","38","0.50","0.50","0.99","0.50","0.99","0.39","0.37","0.76","0.39","0.76",
"Lilian Brassier","frFRA","DF","Rennes","frLigue 1","26-015","1999","7","6","577","6.4","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","9","37","7","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Iker Bravo","esESP","FW","Udinese","itSerie A","20-308","2005","3","3","165","1.8","1","0","1","1","0","0","1","0","0.2","0.2","0.2","0.4","4","7","10","0.55","0.00","0.55","0.55","0.55","0.09","0.12","0.21","0.09","0.21",
"Josip Brekalo","hrCRO","FW","Oviedo","esLa Liga","27-147","1998","9","4","309","3.4","0","0","0","0","0","0","1","0","0.2","0.2","0.8","1.0","13","20","27","0.00","0.00","0.00","0.00","0.00","0.06","0.23","0.28","0.06","0.28",
"Gleison Bremer","brBRA","DF","Juventus","itSerie A","28-244","1997","4","4","345","3.8","0","2","2","0","0","0","0","0","0.3","0.3","0.1","0.4","0","4","2","0.00","0.52","0.52","0.00","0.52","0.09","0.03","0.12","0.09","0.12",
"Marco Brescianini","itITA","MF","Atalanta","itSerie A","25-301","2000","7","0","159","1.8","1","0","1","1","0","0","1","0","0.1","0.1","0.1","0.2","6","10","12","0.57","0.00","0.57","0.57","0.57","0.08","0.06","0.14","0.08","0.14",
"Abel Bretones","esESP","DF,MF","Osasuna","esLa Liga","25-088","2000","10","10","897","10.0","1","0","1","1","0","0","2","1","0.3","0.3","0.3","0.7","15","24","29","0.10","0.00","0.10","0.10","0.10","0.03","0.03","0.07","0.03","0.07",
"Sascha Britschgi","chSUI","DF","Parma","itSerie A","19-082","2006","7","7","571","6.3","0","2","2","0","0","0","1","0","0.1","0.1","0.8","0.9","8","11","20","0.00","0.32","0.32","0.00","0.32","0.02","0.12","0.14","0.02","0.14",
"Brian Brobbey","nlNED","FW","Sunderland","engPremier League","23-289","2002","6","0","112","1.2","1","1","2","1","0","0","0","0","0.1","0.1","0.1","0.2","2","2","3","0.80","0.80","1.61","0.80","1.61","0.09","0.09","0.18","0.09","0.18",
"Marius Broholm","noNOR","FW","Lille","frLigue 1","20-326","2004","5","2","134","1.5","0","0","0","0","0","0","0","0","0.1","0.1","0.2","0.4","11","7","20","0.00","0.00","0.00","0.00","0.00","0.08","0.16","0.25","0.08","0.25",
"Armando Broja","alALB","FW","Burnley","engPremier League","24-068","2001","5","0","80","0.9","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","0","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"David Brooks","wlsWAL","FW,MF","Bournemouth","engPremier League","28-132","1997","10","7","551","6.1","0","1","1","0","0","0","3","0","1.0","1.0","1.5","2.6","17","18","58","0.00","0.16","0.16","0.00","0.16","0.17","0.25","0.42","0.17","0.42",
"Nathaniel Brown","deGER","DF,FW","Eint Frankfurt","deBundesliga","22-154","2003","10","7","706","7.8","1","2","3","1","0","0","0","0","1.0","1.0","1.1","2.1","27","21","53","0.13","0.25","0.38","0.13","0.38","0.13","0.14","0.27","0.13","0.27",
"Brugui","esESP","MF,FW","Levante","esLa Liga","29-013","1996","12","9","769","8.5","0","1","1","0","0","0","0","0","1.9","1.8","0.4","2.1","8","10","42","0.00","0.12","0.12","0.00","0.12","0.22","0.04","0.26","0.21","0.25",
"Paris Brunner","deGER","FW","Monaco","frLigue 1","19-275","2006","3","1","84","0.9","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","5","2","10","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Jacob Bruun Larsen","dkDEN","FW,MF","Burnley","engPremier League","27-059","1998","9","4","416","4.6","0","1","1","0","0","0","0","0","0.2","0.2","0.7","0.9","7","8","33","0.00","0.22","0.22","0.00","0.22","0.05","0.14","0.19","0.05","0.19",
"Tajon Buchanan","caCAN","MF","Villarreal","esLa Liga","26-282","1999","12","7","729","8.1","4","0","4","4","0","0","3","0","0.9","0.9","1.0","1.9","28","18","57","0.49","0.00","0.49","0.49","0.49","0.11","0.13","0.23","0.11","0.23",
"Ante Budimir","hrCRO","FW","Osasuna","esLa Liga","34-118","1991","11","10","900","10.0","4","0","4","2","2","3","0","0","5.4","3.0","0.3","3.3","7","7","32","0.40","0.00","0.40","0.20","0.20","0.54","0.03","0.56","0.30","0.33",
"Emi Buendía","arARG","MF,FW","Aston Villa","engPremier League","28-327","1996","9","4","427","4.7","3","2","5","3","0","0","2","0","1.0","1.0","1.0","1.9","12","28","16","0.63","0.42","1.05","0.63","1.05","0.20","0.20","0.40","0.20","0.40",
"Hugo Bueno","esESP","DF,MF","Wolves","engPremier League","23-060","2002","11","8","794","8.8","0","0","0","0","0","0","1","0","0.2","0.2","1.0","1.2","29","22","53","0.00","0.00","0.00","0.00","0.00","0.02","0.12","0.14","0.02","0.14",
"Manu Bueno","esESP","MF","Sevilla","esLa Liga","21-113","2004","2","0","18","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","0","1","0.00","0.00","0.00","0.00","0.00","0.16","0.00","0.16","0.16","0.16",
"Santiago Bueno","uyURU","DF","Wolves","engPremier League","27-008","1998","8","7","665","7.4","1","0","1","1","0","0","2","0","0.8","0.8","0.1","0.9","4","22","1","0.14","0.00","0.14","0.14","0.14","0.11","0.01","0.12","0.11","0.12",
"Louis Buffon","czCZE","FW","Pisa","itSerie A","17-324","2007","1","0","14","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Adam Buksa","plPOL","FW","Udinese","itSerie A","29-128","1996","8","2","386","4.3","1","0","1","1","0","0","1","0","0.4","0.4","0.3","0.6","5","6","8","0.23","0.00","0.23","0.23","0.23","0.08","0.06","0.15","0.08","0.15",
"Andrija Bulatović","meMNE","MF","Lens","frLigue 1","18-325","2006","4","0","65","0.7","0","1","1","0","0","0","0","0","0.0","0.0","0.4","0.4","1","1","3","0.00","1.38","1.38","0.00","1.38","0.00","0.58","0.58","0.00","0.58",
"Marius Bülter","deGER","FW,MF","Köln","deBundesliga","32-233","1993","8","6","485","5.4","2","3","5","2","0","0","1","0","2.0","2.0","1.9","3.9","13","16","35","0.37","0.56","0.93","0.37","0.93","0.37","0.35","0.73","0.37","0.73",
"Facundo Buonanotte","arARG","MF","Chelsea","engPremier League","20-329","2004","1","1","45","0.5","0","0","0","0","0","0","0","0","0.0","0.0","0.3","0.3","0","0","5","0.00","0.00","0.00","0.00","0.00","0.00","0.51","0.51","0.00","0.51",
"Alessandro Buongiorno","itITA","DF","Napoli","itSerie A","26-164","1999","8","6","566","6.3","0","1","1","0","0","0","0","0","0.6","0.6","0.1","0.7","7","26","1","0.00","0.16","0.16","0.00","0.16","0.10","0.02","0.11","0.10","0.11",
"Wouter Burger","nlNED","MF","Hoffenheim","deBundesliga","24-274","2001","9","9","722","8.0","2","2","4","2","0","0","2","0","0.8","0.8","2.5","3.3","3","40","25","0.25","0.25","0.50","0.25","0.50","0.10","0.31","0.41","0.10","0.41",
"Jonathan Burkardt","deGER","FW","Eint Frankfurt","deBundesliga","25-129","2000","9","7","603","6.7","6","0","6","5","1","1","1","0","4.9","4.1","0.2","4.3","3","7","25","0.90","0.00","0.90","0.75","0.75","0.73","0.03","0.76","0.61","0.65",
"Oliver Burke","sctSCO","MF,FW","Union Berlin","deBundesliga","28-224","1997","9","6","481","5.3","3","0","3","3","0","0","0","0","1.8","1.8","0.2","2.0","8","10","31","0.56","0.00","0.56","0.56","0.56","0.34","0.04","0.38","0.34","0.38",
"Vincent Burlet","beBEL","DF","Lille","frLigue 1","20-055","2005","1","0","19","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.5","0.5","0","2","2","0.00","0.00","0.00","0.00","0.00","0.00","2.53","2.53","0.00","2.53",
"Dan Burn","engENG","DF","Newcastle Utd","engPremier League","33-192","1992","11","11","972","10.8","0","1","1","0","0","0","5","1","0.1","0.1","0.1","0.2","4","32","21","0.00","0.09","0.09","0.00","0.09","0.00","0.01","0.02","0.00","0.02",
"Bradley Burrowes","engENG","DF","Aston Villa","engPremier League","17-258","2008","1","0","17","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","0","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Marnon Busch","deGER","DF,MF","Heidenheim","deBundesliga","30-344","1994","10","4","505","5.6","0","1","1","0","0","0","1","0","0.5","0.5","0.4","0.9","4","16","11","0.00","0.18","0.18","0.00","0.18","0.10","0.06","0.16","0.10","0.16",
"Aurélio Buta","ptPOR","DF","Eint Frankfurt","deBundesliga","28-280","1997","3","1","137","1.5","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.1","5","3","2","0.00","0.00","0.00","0.00","0.00","0.01","0.02","0.04","0.01","0.04",
"Jean Butez","frFRA","GK","Como","itSerie A","30-162","1995","11","11","990","11.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","2","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Sam Byram","engENG","DF","Leeds United","engPremier League","32-062","1993","1","0","8","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"William Bøving","dkDEN","MF,FW","Mainz 05","deBundesliga","22-261","2003","2","1","74","0.8","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","3","2","10","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Jorge Cabello","esESP","DF","Levante","esLa Liga","21-206","2004","3","3","241","2.7","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","6","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Pape Cabral","frFRA","MF","Monaco","frLigue 1","18-301","2007","4","0","77","0.9","0","0","0","0","0","0","0","0","0.5","0.5","0.0","0.5","0","3","0","0.00","0.00","0.00","0.00","0.00","0.63","0.00","0.63","0.63","0.63",
"Leandro Cabrera","uyURU","DF","Espanyol","esLa Liga","34-153","1991","11","11","990","11.0","1","0","1","1","0","0","1","0","1.0","1.0","0.4","1.3","1","40","5","0.09","0.00","0.09","0.09","0.09","0.09","0.04","0.12","0.09","0.12",
"Anthony Caci","frFRA","DF,MF","Mainz 05","deBundesliga","28-139","1997","4","4","310","3.4","0","0","0","0","0","0","1","0","0.3","0.3","0.4","0.7","8","25","30","0.00","0.00","0.00","0.00","0.00","0.09","0.12","0.21","0.09","0.21",
"Noah Cadiou","gpGLP","MF","Lorient","frLigue 1","27-022","1998","7","2","203","2.3","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","1","18","6","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Mathieu Cafaro","frFRA","MF,FW","Paris FC","frLigue 1","28-237","1997","5","0","44","0.5","0","0","0","0","0","0","0","0","0.3","0.3","0.1","0.4","2","2","16","0.00","0.00","0.00","0.00","0.00","0.53","0.22","0.74","0.53","0.74",
"Moisés Caicedo","ecECU","MF","Chelsea","engPremier League","24-015","2001","11","10","945","10.5","3","1","4","3","0","0","2","0","0.6","0.6","1.0","1.5","9","60","6","0.29","0.10","0.38","0.29","0.38","0.05","0.09","0.14","0.05","0.14",
"Tom Cairney","sctSCO","MF","Fulham","engPremier League","34-301","1991","7","1","203","2.3","0","0","0","0","0","0","1","0","0.4","0.4","0.0","0.4","2","14","3","0.00","0.00","0.00","0.00","0.00","0.18","0.02","0.20","0.18","0.20",
"Arturo Calabresi","itITA","DF","Pisa","itSerie A","29-245","1996","7","2","324","3.6","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","2","12","2","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02",
"Riccardo Calafiori","itITA","DF","Arsenal","engPremier League","23-182","2002","11","11","856","9.5","1","2","3","1","0","0","3","0","2.2","2.2","0.5","2.7","19","33","40","0.11","0.21","0.32","0.11","0.32","0.23","0.05","0.28","0.23","0.28",
"Calebe","brBRA","MF,DF","Alavés","esLa Liga","25-201","2000","8","5","276","3.1","0","0","0","0","0","0","1","0","0.1","0.1","0.3","0.4","11","11","18","0.00","0.00","0.00","0.00","0.00","0.02","0.11","0.13","0.02","0.13",
"Fernando Calero","esESP","DF","Espanyol","esLa Liga","30-064","1995","8","6","581","6.5","0","0","0","0","0","0","2","0","0.9","0.9","0.0","0.9","2","8","1","0.00","0.00","0.00","0.00","0.00","0.13","0.00","0.14","0.13","0.14",
"Duje Ćaleta-Car","hrCRO","DF","Real Sociedad","esLa Liga","29-061","1996","8","8","697","7.7","0","0","0","0","0","0","3","0","0.4","0.4","0.1","0.6","9","26","1","0.00","0.00","0.00","0.00","0.00","0.05","0.02","0.07","0.05","0.07",
"Hakan Çalhanoğlu","trTUR","MF","Inter","itSerie A","31-282","1994","9","9","694","7.7","5","1","6","3","2","2","1","0","2.6","1.0","1.2","2.2","16","63","22","0.65","0.13","0.78","0.39","0.52","0.33","0.16","0.49","0.13","0.29",
"Dominic Calvert-Lewin","engENG","FW","Leeds United","engPremier League","28-246","1997","9","7","614","6.8","1","0","1","1","0","0","0","0","2.1","2.1","0.9","3.0","6","7","30","0.15","0.00","0.15","0.15","0.15","0.31","0.13","0.44","0.31","0.44",
"Dani Calvo","esESP","DF","Oviedo","esLa Liga","31-230","1994","6","6","540","6.0","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","1","7","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Adama Camara","frFRA","MF,DF","Paris FC","frLigue 1","29-030","1996","10","9","716","8.0","1","0","1","1","0","0","2","0","0.8","0.8","0.3","1.1","3","22","21","0.13","0.00","0.13","0.13","0.13","0.10","0.04","0.14","0.10","0.14",
"Amady Camara","mlMLI","FW,MF","Nantes","frLigue 1","20-173","2005","6","1","139","1.5","0","0","0","0","0","0","0","0","0.2","0.2","0.0","0.3","7","2","14","0.00","0.00","0.00","0.00","0.00","0.15","0.01","0.16","0.15","0.16",
"Dawda Camara","mrMTN","FW","Girona","esLa Liga","23-013","2002","2","1","72","0.8","0","0","0","0","0","0","0","0","0.1","0.1","0.2","0.3","0","2","1","0.00","0.00","0.00","0.00","0.00","0.15","0.23","0.39","0.15","0.39",
"Lamine Camara","snSEN","MF","Monaco","frLigue 1","21-320","2004","5","4","332","3.7","0","3","3","0","0","0","1","0","0.2","0.2","1.5","1.7","4","22","6","0.00","0.81","0.81","0.00","0.81","0.05","0.41","0.46","0.05","0.46",
"Mahdi Camara","frFRA","MF","Rennes","frLigue 1","27-140","1998","10","9","719","8.0","0","0","0","0","0","0","3","1","0.1","0.1","0.9","1.0","15","31","33","0.00","0.00","0.00","0.00","0.00","0.01","0.11","0.13","0.01","0.13",
"Ousmane Camara","mlMLI","DF","Angers","frLigue 1","22-256","2003","12","11","963","10.7","1","0","1","1","0","0","1","0","0.1","0.1","0.1","0.3","1","9","0","0.09","0.00","0.09","0.09","0.09","0.01","0.01","0.02","0.01","0.02",
"Francesco Camarda","itITA","FW","Lecce","itSerie A","17-252","2008","11","3","352","3.9","1","0","1","1","0","1","1","0","1.2","0.4","0.0","0.4","1","5","11","0.26","0.00","0.26","0.26","0.26","0.31","0.00","0.31","0.11","0.11",
"Eduardo Camavinga","frFRA","MF","Real Madrid","esLa Liga","23-007","2002","8","3","346","3.8","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.2","7","23","13","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.04","0.02","0.04",
"Nicolò Cambiaghi","itITA","FW","Bologna","itSerie A","24-324","2000","11","7","622","6.9","2","4","6","2","0","0","2","0","1.4","1.4","1.9","3.3","33","24","50","0.29","0.58","0.87","0.29","0.87","0.21","0.27","0.48","0.21","0.48",
"Andrea Cambiaso","itITA","DF,FW","Juventus","itSerie A","25-270","2000","9","9","749","8.3","1","1","2","1","0","0","0","1","0.6","0.6","1.6","2.2","31","30","62","0.12","0.12","0.24","0.12","0.24","0.08","0.19","0.26","0.08","0.26",
"Axel Camblan","frFRA","FW,MF","Brest","frLigue 1","22-079","2003","1","0","12","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.1","0.1","0","0","2","0.00","0.00","0.00","0.00","0.00","0.00","0.57","0.57","0.00","0.57",
"Sergio Camello","esESP","FW,MF","Rayo Vallecano","esLa Liga","24-280","2001","6","1","149","1.7","0","0","0","0","0","0","2","1","0.8","0.8","0.1","0.9","0","1","8","0.00","0.00","0.00","0.00","0.00","0.49","0.03","0.52","0.49","0.52",
"Cole Campbell","usUSA","FW","Dortmund","deBundesliga","19-270","2006","1","0","17","0.2","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.2","1","0","2","0.00","0.00","0.00","0.00","0.00","0.62","0.64","1.25","0.62","1.25",
"Emre Can","deGER","DF","Dortmund","deBundesliga","31-309","1994","1","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","8","0","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02",
"Matteo Cancellieri","itITA","FW","Lazio","itSerie A","23-278","2002","6","6","410","4.6","3","0","3","3","0","0","0","0","1.8","1.8","0.3","2.1","10","14","33","0.66","0.00","0.66","0.66","0.66","0.39","0.07","0.47","0.39","0.47",
"Fali Candé","gwGNB","DF","Sassuolo","itSerie A","27-297","1998","6","2","294","3.3","0","0","0","0","0","0","1","0","0.2","0.2","0.0","0.2","3","4","2","0.00","0.00","0.00","0.00","0.00","0.06","0.01","0.07","0.06","0.07",
"Simone Canestrelli","itITA","DF","Pisa","itSerie A","25-067","2000","11","11","990","11.0","0","0","0","0","0","0","1","0","0.5","0.5","0.1","0.6","6","34","4","0.00","0.00","0.00","0.00","0.00","0.04","0.01","0.05","0.04","0.05",
"Jaydee Canvot","frFRA","DF","Crystal Palace","engPremier League","19-111","2006","2","1","91","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","2","3","0","0.00","0.00","0.00","0.00","0.00","0.04","0.00","0.04","0.04","0.04",
"Jaydee Canvot","frFRA","MF,DF","Toulouse","frLigue 1","19-111","2006","2","2","180","2.0","0","0","0","0","0","0","1","0","0.1","0.1","0.0","0.1","1","3","2","0.00","0.00","0.00","0.00","0.00","0.07","0.00","0.07","0.07","0.07",
"Nicolás Capaldo","arARG","DF,MF","Hamburger SV","deBundesliga","28-064","1997","8","7","567","6.3","0","1","1","0","0","0","2","0","0.1","0.1","0.3","0.3","8","28","13","0.00","0.16","0.16","0.00","0.16","0.01","0.05","0.06","0.01","0.06",
"Pierrick Capelle","frFRA","MF","Angers","frLigue 1","38-216","1987","2","0","54","0.6","0","0","0","0","0","0","0","0","0.0","0.0","0.2","0.2","2","2","2","0.00","0.00","0.00","0.00","0.00","0.00","0.26","0.26","0.00","0.26",
"Elia Caprile","itITA","GK","Cagliari","itSerie A","24-084","2001","11","11","990","11.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Maxence Caqueret","frFRA","MF,FW","Como","itSerie A","25-275","2000","9","6","465","5.2","0","1","1","0","0","0","0","0","0.5","0.5","0.8","1.3","8","32","20","0.00","0.19","0.19","0.00","0.19","0.10","0.15","0.25","0.10","0.25",
"Antonio Caracciolo","itITA","DF","Pisa","itSerie A","35-140","1990","11","11","990","11.0","0","0","0","0","0","0","2","0","0.2","0.2","0.0","0.2","2","19","6","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02",
"Valentin Carboni","arARG","FW,MF","Genoa","itSerie A","20-257","2005","9","3","338","3.8","0","0","0","0","0","0","2","0","0.4","0.4","0.2","0.6","7","16","23","0.00","0.00","0.00","0.00","0.00","0.10","0.06","0.16","0.10","0.16",
"Sergi Cardona","esESP","DF","Villarreal","esLa Liga","26-132","1999","10","8","727","8.1","0","2","2","0","0","0","1","0","0.2","0.2","1.1","1.4","20","24","53","0.00","0.25","0.25","0.00","0.25","0.03","0.14","0.17","0.03","0.17",
"Fábio Cardoso","ptPOR","DF","Sevilla","esLa Liga","31-212","1994","2","2","127","1.4","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Johnny Cardoso","usUSA","MF","Atlético Madrid","esLa Liga","24-058","2001","3","3","183","2.0","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","5","10","3","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"Igor Carioca","brBRA","DF","Lorient","frLigue 1","29-088","1996","7","6","585","6.5","1","0","1","1","0","0","1","0","0.2","0.2","0.3","0.5","11","23","17","0.15","0.00","0.15","0.15","0.15","0.03","0.04","0.07","0.03","0.07",
"Patrik Carlgren","seSWE","GK","Nantes","frLigue 1","33-313","1992","2","1","92","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Diego Carlos","brBRA","DF","Como","itSerie A","32-247","1993","8","7","668","7.4","0","0","0","0","0","0","3","0","0.0","0.0","0.0","0.0","2","21","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Kevin Carlos","esESP","FW","Nice","frLigue 1","24-221","2001","7","6","471","5.2","0","0","0","0","0","0","1","0","1.0","1.0","0.1","1.1","3","4","22","0.00","0.00","0.00","0.00","0.00","0.19","0.01","0.20","0.19","0.20",
"David Carmo","aoANG","DF","Oviedo","esLa Liga","26-121","1999","9","8","733","8.1","1","0","1","1","0","0","3","0","0.8","0.8","0.0","0.8","4","30","1","0.12","0.00","0.12","0.12","0.12","0.10","0.00","0.10","0.10","0.10",
"Carmona","esESP","DF,MF","Sevilla","esLa Liga","23-292","2002","11","10","915","10.2","1","3","4","1","0","0","5","0","0.3","0.3","1.2","1.5","24","27","38","0.10","0.30","0.39","0.10","0.39","0.03","0.12","0.15","0.03","0.15",
"Marco Carnesecchi","itITA","GK","Atalanta","itSerie A","25-139","2000","11","11","990","11.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Sergio Carreira","esESP","MF,DF","Celta Vigo","esLa Liga","25-035","2000","9","9","803","8.9","1","1","2","1","0","0","1","0","0.6","0.6","0.3","0.9","21","51","82","0.11","0.11","0.22","0.11","0.22","0.07","0.03","0.10","0.07","0.10",
"Álvaro Carreras","esESP","DF","Real Madrid","esLa Liga","22-239","2003","12","12","1,071","11.9","1","0","1","1","0","0","2","0","0.2","0.2","0.8","1.0","30","108","66","0.08","0.00","0.08","0.08","0.08","0.02","0.07","0.09","0.02","0.09",
"Dani Carvajal","esESP","DF","Real Madrid","esLa Liga","33-310","1992","7","4","376","4.2","0","0","0","0","0","0","0","0","0.2","0.2","0.5","0.7","3","18","20","0.00","0.00","0.00","0.00","0.00","0.04","0.12","0.16","0.04","0.16",
"Fabio Carvalho","ptPOR","FW,MF","Brentford","engPremier League","23-079","2002","6","1","102","1.1","1","0","1","1","0","0","0","0","0.7","0.7","0.0","0.7","2","2","6","0.88","0.00","0.88","0.88","0.88","0.62","0.00","0.62","0.62","0.62",
