Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
"Michel Aebischer","chSUI","MF","Pisa","itSerie A","28-315","1997","10","9","808","9.0","0","0","0","0","0","0","2","0","0.1","0.1","0.6","0.7","12","46","9","0.00","0.00","0.00","0.00","0.00","0.02","0.06","0.08","0.02","0.08",
"David Affengruber","atAUT","DF","Elche","esLa Liga","24-243","2001","11","10","933","10.4","0","0","0","0","0","0","3","1","0.0","0.0","0.2","0.2","6","35","2","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.00","0.02",
"Oladapo Afolayan","engENG","MF,FW","St. Pauli","deBundesliga","27-278","1998","7","1","150","1.7","0","0","0","0","0","0","1","0","0.6","0.6","0.1","0.7","7","7","19","0.00","0.00","0.00","0.00","0.00","0.37","0.08","0.45","0.37","0.45",
"Emmanuel Agbadou","ciCIV","DF","Wolves","engPremier League","28-153","1997","8","6","561","6.2","0","0","0","0","0","0","0","1","0.4","0.4","0.1","0.5","3","26","5","0.00","0.00","0.00","0.00","0.00","0.06","0.02","0.08","0.06","0.08",
"Julen Agirrezabala","esESP","GK","Valencia","esLa Liga","24-326","2000","12","12","1,080","12.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Lucien Agoume","frFRA","MF","Sevilla","esLa Liga","23-281","2002","9","9","751","8.3","1","1","2","1","0","0","5","0","0.3","0.3","0.8","1.0","13","47","12","0.12","0.12","0.24","0.12","0.24","0.03","0.09","0.12","0.03","0.12",
"Felix Agu","ngNGA","DF","Werder Bremen","deBundesliga","26-051","1999","6","6","483","5.4","0","0","0","0","0","0","1","0","0.0","0.0","0.4","0.4","9","12","28","0.00","0.00","0.00","0.00","0.00","0.00","0.07","0.07","0.00","0.07",
"Marc Aguado","esESP","MF","Elche","esLa Liga","25-268","2000","11","9","715","7.9","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.1","2","32","8","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01",
"Pablo Agudín","esESP","FW,MF","Oviedo","esLa Liga","18-009","2007","2","0","28","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","1","4","0.00","0.00","0.00","0.00","0.00","0.11","0.00","0.11","0.11","0.11",
"Nayef Aguerd","maMAR","DF","West Ham","engPremier League","29-232","1996","2","2","180","2.0","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","2","9","0","0.00","0.00","0.00","0.00","0.00","0.05","0.00","0.05","0.05","0.05",
"Nayef Aguerd","maMAR","DF","Marseille","frLigue 1","29-232","1996","8","8","708","7.9","1","0","1","1","0","0","2","0","0.3","0.3","0.1","0.4","7","40","1","0.13","0.00","0.13","0.13","0.13","0.04","0.01","0.05","0.04","0.05",
"Ruben Aguilar","frFRA","DF","Lens","frLigue 1","32-205","1993","12","11","897","10.0","0","0","0","0","0","0","2","0","0.3","0.3","1.0","1.2","24","41","75","0.00","0.00","0.00","0.00","0.00","0.03","0.10","0.12","0.03","0.12",
"Honest Ahanor","itITA","DF","Atalanta","itSerie A","17-267","2008","6","5","471","5.2","0","0","0","0","0","0","0","0","1.0","1.0","0.0","1.0","6","14","5","0.00","0.00","0.00","0.00","0.00","0.20","0.00","0.20","0.20","0.20",
"Lucas Ahijado","esESP","DF","Oviedo","esLa Liga","30-291","1995","5","3","371","4.1","0","1","1","0","0","0","1","0","0.2","0.2","0.5","0.7","4","11","4","0.00","0.24","0.24","0.00","0.24","0.05","0.12","0.16","0.05","0.16",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","30-049","1995","1","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Ola Aina","ngNGA","DF","Nott'ham Forest","engPremier League","29-040","1996","3","3","270","3.0","0","0","0","0","0","0","1","0","0.0","0.0","0.1","0.2","5","11","8","0.00","0.00","0.00","0.00","0.00","0.01","0.05","0.06","0.01","0.06",
"Abdelhamid Ait Boudlal","maMAR","DF,MF","Rennes","frLigue 1","19-215","2006","5","4","288","3.2","1","1","2","1","0","0","1","1","0.6","0.6","0.3","0.9","2","10","3","0.31","0.31","0.62","0.31","0.62","0.19","0.10","0.29","0.19","0.29",
"Rayan Aït-Nouri","dzALG","DF","Manchester City","engPremier League","24-164","2001","4","3","203","2.3","0","0","0","0","0","0","1","0","0.0","0.0","0.2","0.2","7","7","8","0.00","0.00","0.00","0.00","0.00","0.02","0.09","0.11","0.02","0.11",
"Tosin Aiyegun","bjBEN","MF,FW","Lorient","frLigue 1","27-144","1998","12","8","650","7.2","3","0","3","3","0","1","1","0","4.1","2.9","0.8","3.6","11","15","30","0.42","0.00","0.42","0.42","0.42","0.57","0.11","0.67","0.40","0.51",
"Junior Ajayi","ciCIV","FW","Hellas Verona","itSerie A","21-037","2004","1","0","1","0.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","27-214","1998","7","4","389","4.3","0","1","1","0","0","0","0","0","0.5","0.5","0.7","1.2","6","15","6","0.00","0.23","0.23","0.00","0.23","0.12","0.16","0.27","0.12","0.27",
"Ludovic Ajorque","frFRA","FW","Brest","frLigue 1","31-265","1994","12","12","1,074","11.9","1","3","4","1","0","0","3","0","3.3","3.3","1.1","4.4","10","16","52","0.08","0.25","0.34","0.08","0.34","0.28","0.09","0.37","0.28","0.37",
"Manuel Akanji","chSUI","DF","Inter","itSerie A","30-121","1995","9","9","810","9.0","0","0","0","0","0","0","1","0","0.3","0.3","0.2","0.5","12","45","8","0.00","0.00","0.00","0.00","0.00","0.04","0.02","0.06","0.04","0.06",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","30-272","1995","5","1","205","2.3","0","0","0","0","0","0","0","0","0.3","0.3","0.1","0.4","4","20","2","0.00","0.00","0.00","0.00","0.00","0.12","0.04","0.16","0.12","0.16",
"Ilias Akhomach","maMAR","MF,FW","Villarreal","esLa Liga","21-215","2004","7","2","165","1.8","0","0","0","0","0","0","0","0","0.6","0.6","0.7","1.2","7","6","14","0.00","0.00","0.00","0.00","0.00","0.32","0.36","0.68","0.32","0.68",
"Ebenezer Akinsanmiro","ngNGA","MF","Pisa","itSerie A","20-357","2004","10","8","751","8.3","0","1","1","0","0","0","1","0","0.6","0.6","0.8","1.4","18","39","21","0.00","0.12","0.12","0.00","0.12","0.07","0.10","0.17","0.07","0.17",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","23-265","2002","11","10","866","9.6","3","2","5","3","0","0","1","0","3.3","3.3","2.0","5.3","34","53","71","0.31","0.21","0.52","0.31","0.52","0.34","0.21","0.55","0.34","0.55",
"Clément Akpa","ciCIV","DF","Auxerre","frLigue 1","23-358","2001","11","10","900","10.0","0","0","0","0","0","0","1","0","0.1","0.1","0.3","0.4","7","35","4","0.00","0.00","0.00","0.00","0.00","0.01","0.03","0.04","0.01","0.04",
"Jean-Daniel Akpa-Akpro","ciCIV","MF","Hellas Verona","itSerie A","33-037","1992","8","5","449","5.0","0","0","0","0","0","0","4","0","0.2","0.2","0.1","0.3","3","8","3","0.00","0.00","0.00","0.00","0.00","0.04","0.01","0.05","0.04","0.05",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","30-212","1995","2","0","25","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","33-146","1992","3","1","57","0.6","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","2","0","0.00","0.00","0.00","0.00","0.00","0.05","0.00","0.05","0.05","0.05",
"Raúl Albiol","esESP","DF","Pisa","itSerie A","40-074","1985","2","2","135","1.5","0","0","0","0","0","0","0","0","0.0","0.0","0.1","0.1","0","8","0","0.00","0.00","0.00","0.00","0.00","0.00","0.06","0.06","0.00","0.06",
"Carlos Alcaraz","arARG","FW,MF","Everton","engPremier League","22-352","2002","8","2","247","2.7","0","0","0","0","0","0","2","0","0.2","0.2","0.0","0.3","2","5","13","0.00","0.00","0.00","0.00","0.00","0.08","0.01","0.10","0.08","0.10",
"Omar Alderete","pyPAR","DF","Sunderland","engPremier League","28-326","1996","8","7","668","7.4","1","1","2","1","0","0","1","0","0.6","0.6","0.1","0.7","10","31","2","0.13","0.13","0.27","0.13","0.27","0.08","0.01","0.09","0.08","0.09",
"Alexandre Alemão","brBRA","FW","Rayo Vallecano","esLa Liga","27-230","1998","9","6","513","5.7","1","0","1","1","0","0","0","0","1.6","1.6","0.1","1.7","0","6","24","0.18","0.00","0.18","0.18","0.18","0.29","0.02","0.31","0.29","0.31",
"Carles Aleñá","esESP","MF,FW","Alavés","esLa Liga","27-316","1998","12","9","739","8.2","0","3","3","0","0","0","0","0","0.9","0.9","1.0","1.9","4","27","31","0.00","0.37","0.37","0.00","0.37","0.11","0.13","0.23","0.11","0.23",
"Trent Alexander-Arnold","engENG","DF","Real Madrid","esLa Liga","27-041","1998","5","2","159","1.8","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.1","3","5","6","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.04","0.02","0.04",
"Alfon","esESP","FW,DF","Sevilla","esLa Liga","26-197","1999","6","3","202","2.2","1","0","1","1","0","0","0","0","0.3","0.3","0.1","0.5","7","5","19","0.45","0.00","0.45","0.45","0.45","0.14","0.07","0.21","0.14","0.21",
"Mohamed Ali Cho","frFRA","FW","Nice","frLigue 1","21-302","2004","5","4","300","3.3","1","2","3","1","0","0","0","0","0.4","0.4","0.8","1.2","11","12","24","0.30","0.60","0.90","0.30","0.90","0.11","0.25","0.36","0.11","0.36",
"Alisson","brBRA","GK","Liverpool","engPremier League","33-046","1992","6","6","540","6.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","4","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Jim Allevinah","gaGAB","FW,DF","Angers","frLigue 1","30-263","1995","3","0","80","0.9","0","0","0","0","0","0","0","0","0.3","0.3","0.0","0.3","1","1","1","0.00","0.00","0.00","0.00","0.00","0.29","0.00","0.29","0.29","0.29",
"Thiago Almada","arARG","MF,FW","Atlético Madrid","esLa Liga","24-205","2001","7","3","296","3.3","2","1","3","2","0","0","0","0","1.7","1.7","0.7","2.5","11","20","13","0.61","0.30","0.91","0.61","0.91","0.53","0.23","0.76","0.53","0.76",
"Domingos André Ribeiro Almeida","ptPOR","MF,FW","Valencia","esLa Liga","25-171","2000","6","2","239","2.7","0","0","0","0","0","0","0","0","0.1","0.1","0.5","0.7","8","22","10","0.00","0.00","0.00","0.00","0.00","0.05","0.20","0.25","0.05","0.25",
"Pontus Almqvist","seSWE","DF,MF","Parma","itSerie A","26-130","1999","7","4","350","3.9","0","0","0","0","0","0","0","0","0.1","0.1","1.0","1.1","10","3","23","0.00","0.00","0.00","0.00","0.00","0.02","0.26","0.27","0.02","0.27",
"Marcos Alonso","esESP","DF","Celta Vigo","esLa Liga","34-324","1990","9","8","713","7.9","0","0","0","0","0","0","2","0","0.2","0.2","0.4","0.6","27","58","10","0.00","0.00","0.00","0.00","0.00","0.03","0.05","0.07","0.03","0.07",
"Adrià Altimira","esESP","DF","Villarreal","esLa Liga","24-234","2001","1","0","9","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Sergi Altimira","esESP","MF","Betis","esLa Liga","24-084","2001","7","5","450","5.0","0","1","1","0","0","0","1","0","0.0","0.0","0.2","0.2","7","12","2","0.00","0.20","0.20","0.00","0.20","0.00","0.03","0.03","0.00","0.03",
"Carlos Álvarez","esESP","MF","Levante","esLa Liga","22-103","2003","12","9","760","8.4","2","1","3","2","0","0","1","0","0.9","0.9","2.3","3.3","19","48","23","0.24","0.12","0.36","0.24","0.36","0.11","0.28","0.39","0.11","0.39",
"Hugo Álvarez","esESP","FW,MF","Celta Vigo","esLa Liga","22-138","2003","7","3","343","3.8","1","0","1","1","0","0","0","0","0.1","0.1","0.2","0.2","7","15","24","0.26","0.00","0.26","0.26","0.26","0.01","0.05","0.06","0.01","0.06",
"Julián Álvarez","arARG","FW","Atlético Madrid","esLa Liga","25-290","2000","12","12","938","10.4","7","2","9","5","2","3","1","0","6.0","3.6","3.5","7.1","29","50","67","0.67","0.19","0.86","0.48","0.67","0.57","0.34","0.91","0.34","0.68",
"Skelly Alvero","frFRA","DF","Werder Bremen","deBundesliga","23-197","2002","2","0","34","0.4","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","2","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Giuseppe Ambrosino","itITA","FW","Napoli","itSerie A","22-068","2003","2","0","33","0.4","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Aurele Amenda","chSUI","DF","Eint Frankfurt","deBundesliga","22-109","2003","3","1","104","1.2","0","0","0","0","0","0","2","0","0.1","0.1","0.0","0.1","0","6","1","0.00","0.00","0.00","0.00","0.00","0.06","0.00","0.06","0.06","0.06",
"Kelvin Amian","frFRA","DF","Nantes","frLigue 1","27-282","1998","12","12","1,080","12.0","0","1","1","0","0","0","2","0","0.1","0.1","0.6","0.7","14","50","15","0.00","0.08","0.08","0.00","0.08","0.01","0.05","0.06","0.01","0.06",
"Mohamed Amine Sbai","frFRA","FW","Angers","frLigue 1","25-012","2000","5","4","306","3.4","0","1","1","0","0","0","1","0","0.4","0.4","0.8","1.2","17","13","29","0.00","0.29","0.29","0.00","0.29","0.12","0.23","0.35","0.12","0.35",
"Michael Amir Murillo","paPAN","DF","Marseille","frLigue 1","29-279","1996","12","9","786","8.7","2","0","2","2","0","0","4","0","0.8","0.8","0.7","1.5","17","33","65","0.23","0.00","0.23","0.23","0.23","0.09","0.08","0.17","0.09","0.17",
"Nadiem Amiri","deGER","MF","Mainz 05","deBundesliga","29-021","1996","10","10","854","9.5","3","1","4","0","3","3","4","0","3.1","0.7","1.2","1.9","18","88","20","0.32","0.11","0.42","0.00","0.11","0.32","0.12","0.45","0.08","0.20",
"Samuel Amo-Ameyaw","engENG","DF,MF","Strasbourg","frLigue 1","19-122","2006","7","2","303","3.4","0","1","1","0","0","0","1","0","0.2","0.2","0.4","0.6","20","12","27","0.00","0.30","0.30","0.00","0.30","0.07","0.12","0.19","0.07","0.19",
"Mathis Amougou","frFRA","MF","Strasbourg","frLigue 1","19-303","2006","6","2","202","2.2","0","0","0","0","0","0","0","0","0.2","0.2","0.2","0.4","7","14","11","0.00","0.00","0.00","0.00","0.00","0.08","0.08","0.16","0.08","0.16",
"Mohamed Amoura","dzALG","FW","Wolfsburg","deBundesliga","25-192","2000","10","7","624","6.9","4","1","5","3","1","1","1","0","3.6","2.8","1.8","4.6","18","9","42","0.58","0.14","0.72","0.43","0.58","0.52","0.27","0.78","0.40","0.67",
"Ethan Ampadu","wlsWAL","MF","Leeds United","engPremier League","25-064","2000","9","9","787","8.7","0","0","0","0","0","0","3","0","0.4","0.4","0.1","0.5","12","32","9","0.00","0.00","0.00","0.00","0.00","0.05","0.01","0.06","0.05","0.06",
"Sofyan Amrabat","maMAR","MF","Betis","esLa Liga","29-088","1996","7","6","558","6.2","0","0","0","0","0","0","3","0","0.1","0.1","0.2","0.3","8","40","2","0.00","0.00","0.00","0.00","0.00","0.02","0.03","0.05","0.02","0.05",
"Joachim Andersen","dkDEN","DF","Fulham","engPremier League","29-170","1996","10","10","851","9.5","0","0","0","0","0","0","0","0","0.5","0.5","0.7","1.2","7","35","4","0.00","0.00","0.00","0.00","0.00","0.05","0.07","0.12","0.05","0.12",
"Elliot Anderson","engENG","MF","Nott'ham Forest","engPremier League","23-011","2002","11","11","990","11.0","1","1","2","0","1","1","2","0","1.6","0.8","1.7","2.4","15","97","30","0.09","0.09","0.18","0.00","0.09","0.14","0.15","0.29","0.07","0.22",
"André","brBRA","MF","Wolves","engPremier League","24-124","2001","11","8","705","7.8","0","0","0","0","0","0","3","0","0.0","0.0","0.1","0.1","7","27","3","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.02","0.00","0.02",
"Benjamin André","frFRA","MF","Lille","frLigue 1","35-106","1990","10","10","889","9.9","1","1","2","1","0","0","5","0","1.4","1.4","0.8","2.3","11","73","31","0.10","0.10","0.20","0.10","0.20","0.15","0.09","0.23","0.15","0.23",
"Robert Andrich","deGER","MF,DF","Leverkusen","deBundesliga","31-056","1994","9","7","599","6.7","0","0","0","0","0","0","2","1","0.0","0.0","0.2","0.3","10","19","10","0.00","0.00","0.00","0.00","0.00","0.01","0.03","0.04","0.01","0.04",
"Miguel Ángel Rubio","esESP","DF","Espanyol","esLa Liga","27-251","1998","5","1","137","1.5","1","0","1","1","0","0","0","0","0.7","0.7","0.0","0.7","0","1","0","0.66","0.00","0.66","0.66","0.66","0.43","0.00","0.43","0.43","0.43",
"Angeliño","esESP","DF,MF","Roma","itSerie A","28-317","1997","5","5","387","4.3","0","0","0","0","0","0","1","0","0.2","0.2","0.1","0.3","6","25","31","0.00","0.00","0.00","0.00","0.00","0.04","0.02","0.06","0.04","0.06",
"Samuele Angori","itITA","DF","Pisa","itSerie A","22-041","2003","8","5","457","5.1","0","1","1","0","0","0","0","0","0.0","0.0","1.3","1.3","1","6","16","0.00","0.20","0.20","0.00","0.20","0.00","0.26","0.26","0.00","0.26",
"Faustino Anjorin","engENG","MF,FW","Torino","itSerie A","23-359","2001","4","0","41","0.5","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","0","3","1","0.00","0.00","0.00","0.00","0.00","0.12","0.00","0.12","0.12","0.12",
"Ilyas Ansah","deGER","MF,FW","Union Berlin","deBundesliga","21-009","2004","10","8","674","7.5","4","0","4","4","0","0","0","0","1.5","1.5","0.4","1.9","17","15","31","0.53","0.00","0.53","0.53","0.53","0.19","0.06","0.25","0.19","0.25",
"Aaron Anselmino","arARG","DF","Dortmund","deBundesliga","20-202","2005","3","2","166","1.8","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","4","13","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Jaidon Anthony","engENG","MF,FW","Burnley","engPremier League","25-351","1999","11","11","886","9.8","4","1","5","4","0","0","3","0","2.2","2.2","0.5","2.7","22","14","45","0.41","0.10","0.51","0.41","0.51","0.22","0.05","0.27","0.22","0.27",
"Waldemar Anton","deGER","DF","Dortmund","deBundesliga","29-120","1996","10","10","900","10.0","1","0","1","1","0","0","1","0","0.3","0.3","0.0","0.3","11","61","4","0.10","0.00","0.10","0.10","0.10","0.03","0.00","0.03","0.03","0.03",
"Antoniu","esESP","FW,MF","Espanyol","esLa Liga","23-073","2002","5","1","83","0.9","0","0","0","0","0","0","0","0","0.2","0.2","0.1","0.2","4","4","8","0.00","0.00","0.00","0.00","0.00","0.16","0.10","0.26","0.16","0.26",
"Antony","brBRA","FW","Betis","esLa Liga","25-266","2000","8","8","678","7.5","4","1","5","4","0","0","1","0","2.7","2.7","1.2","3.9","46","38","81","0.53","0.13","0.66","0.53","0.66","0.36","0.16","0.52","0.36","0.52",
"Youssef El-Arabi","maMAR","FW","Nantes","frLigue 1","38-287","1987","10","4","343","3.8","2","0","2","2","0","0","0","0","0.5","0.5","0.3","0.9","5","9","13","0.52","0.00","0.52","0.52","0.52","0.14","0.09","0.23","0.14","0.23",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","30-048","1995","12","12","1,059","11.8","1","0","1","1","0","0","2","0","1.4","1.4","0.1","1.5","7","35","21","0.08","0.00","0.08","0.08","0.08","0.12","0.01","0.13","0.12","0.13",
"Jon Aramburu","veVEN","DF","Real Sociedad","esLa Liga","23-117","2002","11","10","902","10.0","0","0","0","0","0","0","3","0","0.9","0.9","0.2","1.1","8","48","22","0.00","0.00","0.00","0.00","0.00","0.09","0.02","0.11","0.09","0.11",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","26-255","1999","10","7","604","6.7","2","0","2","2","0","0","2","0","0.4","0.4","0.0","0.4","10","27","4","0.30","0.00","0.30","0.30","0.30","0.06","0.00","0.06","0.06","0.06",
