Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
"John Donald","esESP","MF,DF","Elche","esLa Liga","21","2000","14","13","1,092","12.1","0","0","0","0","0","0","3","1","0.1","0.1","0.1","0.2","3","23","2","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"Giulio Donati","itITA","DF","Monza","itSerie A","32","1990","8","4","422","4.7","1","0","1","1","0","0","4","2","0.4","0.4","0.1","0.5","4","21","8","0.21","0.00","0.21","0.21","0.21","0.08","0.02","0.11","0.08","0.11",
"Kyliane Dong","frFRA","MF,FW","Troyes","frLigue 1","17","2004","6","2","213","2.4","0","0","0","0","0","0","0","0","0.1","0.1","0.2","0.3","12","4","18","0.00","0.00","0.00","0.00","0.00","0.06","0.08","0.15","0.06","0.15",
"Jordan Dongmo","cmCMR","MF","Troyes","frLigue 1","21","2001","2","0","20","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Gianluigi Donnarumma","itITA","GK","Paris S-G","frLigue 1","23","1999","38","38","3,409","37.9","0","0","0","0","0","0","3","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Niklas Dorsch","deGER","MF","Augsburg","deBundesliga","24","1998","11","5","483","5.4","0","0","0","0","0","0","1","0","0.0","0.0","0.1","0.1","2","14","0","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.03","0.00","0.03",
"Jodel Dossou","bjBEN","MF,DF","Clermont Foot","frLigue 1","30","1992","9","2","258","2.9","1","0","1","1","0","0","0","0","0.4","0.4","0.2","0.6","8","6","23","0.35","0.00","0.35","0.35","0.35","0.15","0.05","0.21","0.15","0.21",
"Lohann Doucet","frFRA","MF,FW","Nantes","frLigue 1","19","2002","9","0","91","1.0","0","0","0","0","0","0","0","0","0.1","0.1","0.2","0.2","2","9","1","0.00","0.00","0.00","0.00","0.00","0.05","0.15","0.20","0.05","0.20",
"Abdoulaye Doucouré","mlMLI","MF","Everton","engPremier League","29","1993","25","17","1,533","17.0","5","2","7","5","0","0","6","1","2.4","2.4","2.2","4.6","23","38","66","0.29","0.12","0.41","0.29","0.41","0.14","0.13","0.27","0.14","0.27",
"Cheick Doucouré","mlMLI","MF","Crystal Palace","engPremier League","22","2000","34","34","2,769","30.8","0","3","3","0","0","0","10","1","1.4","1.4","1.9","3.4","18","140","17","0.00","0.10","0.10","0.00","0.10","0.05","0.06","0.11","0.05","0.11",
"Siriné Doucouré","mlMLI","FW,MF","Lorient","frLigue 1","20","2002","12","0","136","1.5","0","1","1","0","0","0","0","0","0.7","0.7","0.6","1.3","5","5","20","0.00","0.66","0.66","0.00","0.66","0.47","0.41","0.88","0.47","0.88",
"Désiré Doué","frFRA","MF,FW","Rennes","frLigue 1","17","2005","26","11","1,115","12.4","3","1","4","3","0","0","5","0","1.6","1.6","1.5","3.1","39","57","83","0.24","0.08","0.32","0.24","0.32","0.13","0.12","0.25","0.13","0.25",
"Guela Doué","ciCIV","FW,MF","Rennes","frLigue 1","19","2002","2","0","12","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.25","0.00","0.25","0.25","0.25",
"Ismaël Doukouré","frFRA","DF,MF","Strasbourg","frLigue 1","19","2003","28","25","2,297","25.5","1","1","2","1","0","0","5","0","0.3","0.3","0.4","0.7","27","99","20","0.04","0.04","0.08","0.04","0.08","0.01","0.02","0.03","0.01","0.03",
"Kamory Doumbia","mlMLI","MF","Reims","frLigue 1","19","2003","26","13","1,155","12.8","2","2","4","1","1","1","0","0","3.7","2.9","2.9","5.8","29","85","82","0.16","0.16","0.31","0.08","0.23","0.29","0.23","0.51","0.23","0.45",
"Souleyman Doumbia","ciCIV","DF,FW","Angers","frLigue 1","25","1996","24","21","1,790","19.9","0","0","0","0","0","0","2","1","1.0","1.0","1.6","2.6","52","58","95","0.00","0.00","0.00","0.00","0.00","0.05","0.08","0.13","0.05","0.13",
"Flynn Downes","engENG","MF","West Ham","engPremier League","23","1999","21","7","762","8.5","0","0","0","0","0","0","2","0","0.4","0.4","0.1","0.5","3","22","11","0.00","0.00","0.00","0.00","0.00","0.05","0.01","0.06","0.05","0.06",
"Kami Doyle","engENG","MF","Southampton","engPremier League","16","2005","1","0","7","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Bartłomiej Drągowski","plPOL","GK","Spezia","itSerie A","24","1997","34","34","2,946","32.7","0","1","1","0","0","0","1","0","0.0","0.0","0.1","0.1","0","0","0","0.00","0.03","0.03","0.00","0.03","0.00","0.00","0.00","0.00","0.00",
"Cody Drameh","engENG","DF","Leeds United","engPremier League","20","2001","1","1","69","0.8","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","2","3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Dion Drena Beljo","hrCRO","FW","Augsburg","deBundesliga","20","2002","18","16","1,128","12.5","3","2","5","3","0","0","2","0","1.6","1.6","1.7","3.2","14","15","42","0.24","0.16","0.40","0.24","0.40","0.12","0.13","0.26","0.12","0.26",
"Dominick Drexler","deGER","MF,FW","Schalke 04","deBundesliga","32","1990","27","16","1,366","15.2","4","3","7","4","0","0","3","1","2.4","2.4","2.1","4.5","17","52","69","0.26","0.20","0.46","0.26","0.46","0.16","0.14","0.30","0.16","0.30",
"Domingos Duarte","ptPOR","DF","Getafe","esLa Liga","27","1995","31","30","2,657","29.5","0","2","2","0","0","0","11","1","1.3","1.3","0.8","2.1","6","63","0","0.00","0.07","0.07","0.00","0.07","0.04","0.03","0.07","0.04","0.07",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","33","1989","2","1","157","1.7","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Marvin Ducksch","deGER","FW","Werder Bremen","deBundesliga","28","1994","34","34","2,852","31.7","12","6","18","12","0","1","4","0","11.3","10.5","5.5","16.0","31","58","215","0.38","0.19","0.57","0.38","0.57","0.36","0.17","0.53","0.33","0.50",
"Ondrej Duda","skSVK","MF","Hellas Verona","itSerie A","27","1994","15","11","1,061","11.8","0","0","0","0","0","0","4","0","0.8","0.8","0.3","1.1","15","44","22","0.00","0.00","0.00","0.00","0.00","0.07","0.03","0.10","0.07","0.10",
"Ondrej Duda","skSVK","MF","Köln","deBundesliga","27","1994","13","9","689","7.7","0","0","0","0","0","0","4","0","0.7","0.7","0.7","1.4","12","40","33","0.00","0.00","0.00","0.00","0.00","0.10","0.09","0.18","0.10","0.18",
"Shane Duffy","ieIRL","DF,FW","Fulham","engPremier League","30","1992","5","0","20","0.2","0","0","0","0","0","0","0","0","0.2","0.2","0.0","0.2","0","0","0","0.00","0.00","0.00","0.00","0.00","0.70","0.00","0.70","0.70","0.70",
"Rémy Dugimont","frFRA","FW,MF","Auxerre","frLigue 1","36","1986","11","0","113","1.3","0","1","1","0","0","0","1","0","0.1","0.1","0.3","0.4","2","8","12","0.00","0.80","0.80","0.00","0.80","0.07","0.22","0.29","0.07","0.29",
"Denzel Dumfries","nlNED","DF","Inter","itSerie A","26","1996","34","25","2,218","24.6","1","4","5","1","0","0","4","0","3.6","3.6","4.9","8.5","62","59","172","0.04","0.16","0.20","0.04","0.20","0.15","0.20","0.35","0.15","0.35",
"Alfred Duncan","ghGHA","MF","Fiorentina","itSerie A","29","1993","25","13","1,103","12.3","1","0","1","1","0","0","3","0","0.5","0.5","0.6","1.1","18","70","30","0.08","0.00","0.08","0.08","0.08","0.04","0.05","0.09","0.04","0.09",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","30","1991","36","36","3,239","36.0","1","0","1","1","0","0","4","0","1.7","1.7","1.0","2.7","19","158","5","0.03","0.00","0.03","0.03","0.03","0.05","0.03","0.07","0.05","0.07",
"Maxime Dupé","frFRA","GK","Toulouse","frLigue 1","29","1993","38","38","3,420","38.0","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Jáder Durán","coCOL","FW,MF","Aston Villa","engPremier League","18","2003","12","0","136","1.5","0","0","0","0","0","0","1","0","0.6","0.6","0.0","0.6","4","4","13","0.00","0.00","0.00","0.00","0.00","0.37","0.02","0.39","0.37","0.39",
"Pablo Durán","esESP","MF,DF","Celta Vigo","esLa Liga","21","2001","4","0","36","0.4","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Julien Duranville","beBEL","MF","Dortmund","deBundesliga","16","2006","1","0","29","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.3","0.3","4","1","4","0.00","0.00","0.00","0.00","0.00","0.06","0.83","0.89","0.06","0.89",
"Hugo Duro","esESP","FW","Valencia","esLa Liga","22","1999","30","12","1,385","15.4","1","1","2","1","0","1","5","0","4.4","3.6","1.1","4.7","9","19","67","0.06","0.06","0.13","0.06","0.13","0.29","0.07","0.36","0.23","0.31",
"Jean-Kevin Duverne","htHAI","DF","Brest","frLigue 1","25","1997","34","27","2,515","27.9","0","0","0","0","0","0","2","0","0.4","0.4","0.8","1.2","80","149","134","0.00","0.00","0.00","0.00","0.00","0.01","0.03","0.04","0.01","0.04",
"Paulo Dybala","arARG","MF,FW","Roma","itSerie A","28","1993","25","21","1,739","19.3","12","6","18","7","5","5","5","0","9.3","5.3","6.8","12.2","56","75","109","0.62","0.31","0.93","0.36","0.67","0.48","0.35","0.83","0.28","0.63",
"Edin Džeko","baBIH","FW","Inter","itSerie A","36","1986","33","18","1,732","19.2","9","3","12","9","0","0","3","0","9.7","9.7","3.2","13.0","32","67","150","0.47","0.16","0.62","0.47","0.62","0.50","0.17","0.67","0.50","0.67",
"Malcolm Ebiowei","engENG","MF,FW","Crystal Palace","engPremier League","18","2003","3","0","34","0.4","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","2","2","9","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Festy Ebosele","ieIRL","DF","Udinese","itSerie A","19","2002","17","4","411","4.6","0","1","1","0","0","0","4","0","0.2","0.2","0.9","1.1","27","17","22","0.00","0.22","0.22","0.00","0.22","0.04","0.19","0.24","0.04","0.24",
"Enzo Ebosse","cmCMR","DF","Udinese","itSerie A","23","1999","20","9","930","10.3","0","0","0","0","0","0","3","0","0.1","0.1","0.0","0.1","11","51","20","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Tyronne Ebuehi","ngNGA","DF","Empoli","itSerie A","26","1995","26","22","1,923","21.4","2","4","6","2","0","0","0","0","3.1","3.1","1.9","5.0","31","41","42","0.09","0.19","0.28","0.09","0.28","0.14","0.09","0.23","0.14","0.23",
"Ederson","brBRA","GK","Manchester City","engPremier League","28","1993","35","35","3,150","35.0","0","1","1","0","0","0","3","0","0.0","0.0","0.2","0.2","0","0","0","0.00","0.03","0.03","0.00","0.03","0.00","0.01","0.01","0.00","0.01",
"Éderson","brBRA","MF","Atalanta","itSerie A","23","1999","35","25","2,215","24.6","1","1","2","1","0","0","4","0","2.0","2.0","2.3","4.2","37","93","62","0.04","0.04","0.08","0.04","0.08","0.08","0.09","0.17","0.08","0.17",
"Odsonne Édouard","frFRA","FW","Crystal Palace","engPremier League","24","1998","35","20","1,803","20.0","5","2","7","5","0","0","3","0","4.2","4.2","1.2","5.4","29","32","100","0.25","0.10","0.35","0.25","0.35","0.21","0.06","0.27","0.21","0.27",
"Samuel Edozie","engENG","FW,MF","Southampton","engPremier League","19","2003","17","5","567","6.3","0","0","0","0","0","0","0","0","0.9","0.9","0.4","1.3","26","13","39","0.00","0.00","0.00","0.00","0.00","0.14","0.06","0.20","0.14","0.20",
"Maximilian Eggestein","deGER","MF","Freiburg","deBundesliga","25","1996","31","27","2,451","27.2","1","2","3","1","0","0","6","0","0.9","0.9","1.7","2.6","20","93","46","0.04","0.07","0.11","0.04","0.11","0.03","0.06","0.10","0.03","0.10",
"Lilian Egloff","deGER","MF,FW","Stuttgart","deBundesliga","19","2002","10","2","241","2.7","0","0","0","0","0","0","1","0","0.4","0.4","0.4","0.7","8","7","22","0.00","0.00","0.00","0.00","0.00","0.13","0.15","0.28","0.13","0.28",
"Íñigo Eguaras","esESP","MF","Almería","esLa Liga","30","1992","25","10","967","10.7","1","1","2","1","0","0","6","0","1.0","1.0","0.6","1.7","8","61","7","0.09","0.09","0.19","0.09","0.19","0.10","0.06","0.16","0.10","0.16",
"Kingsley Ehizibue","nlNED","DF","Udinese","itSerie A","27","1995","27","16","1,535","17.1","2","0","2","2","0","0","7","0","2.0","2.0","0.9","3.0","29","40","69","0.12","0.00","0.12","0.12","0.12","0.12","0.06","0.17","0.12","0.17",
"Kingsley Ehizibue","nlNED","DF","Köln","deBundesliga","27","1995","1","1","61","0.7","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","2","3","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Julian Eitschberger","deGER","FW","Hertha BSC","deBundesliga","18","2004","1","0","1","0.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Chidera Ejuke","ngNGA","FW,MF","Hertha BSC","deBundesliga","24","1998","20","9","890","9.9","0","3","3","0","0","0","0","0","1.5","1.5","1.3","2.7","38","39","67","0.00","0.30","0.30","0.00","0.30","0.15","0.13","0.28","0.15","0.28",
"Albin Ekdal","seSWE","MF","Spezia","itSerie A","33","1989","31","18","1,734","19.3","0","2","2","0","0","0","6","1","2.9","2.9","1.6","4.4","15","80","35","0.00","0.10","0.10","0.00","0.10","0.15","0.08","0.23","0.15","0.23",
"Hugo Ekitike","frFRA","FW","Paris S-G","frLigue 1","20","2002","25","12","1,155","12.8","3","4","7","3","0","0","0","0","3.7","3.7","1.6","5.3","23","23","84","0.23","0.31","0.55","0.23","0.55","0.29","0.13","0.42","0.29","0.42",
"Emmanuel Ekong","seSWE","FW,MF","Empoli","itSerie A","20","2002","2","0","20","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","0","1","0.00","0.00","0.00","0.00","0.00","0.20","0.00","0.20","0.20","0.20",
"Anthony Elanga","seSWE","FW","Manchester Utd","engPremier League","20","2002","16","5","426","4.7","0","1","1","0","0","0","0","0","0.7","0.7","0.9","1.6","12","8","28","0.00","0.21","0.21","0.00","0.21","0.15","0.19","0.34","0.15","0.34",
"Alberth Elis","hnHON","MF,FW","Brest","frLigue 1","26","1996","10","2","257","2.9","0","0","0","0","0","0","0","0","0.5","0.5","0.2","0.7","8","4","19","0.00","0.00","0.00","0.00","0.00","0.18","0.06","0.24","0.18","0.24",
"Mikael Ellertsson","isISL","MF,DF","Spezia","itSerie A","20","2002","11","1","171","1.9","0","0","0","0","0","0","3","0","0.1","0.1","0.0","0.2","3","3","4","0.00","0.00","0.00","0.00","0.00","0.07","0.01","0.08","0.07","0.08",
"Harvey Elliott","engENG","MF,FW","Liverpool","engPremier League","19","2003","32","18","1,613","17.9","1","2","3","1","0","0","2","0","2.1","2.1","3.5","5.6","54","142","129","0.06","0.11","0.17","0.06","0.17","0.12","0.20","0.31","0.12","0.31",
"Elif Elmas","mkMKD","FW,MF","Napoli","itSerie A","22","1999","36","14","1,627","18.1","6","3","9","5","1","1","5","0","4.0","3.3","1.9","5.2","42","73","103","0.33","0.17","0.50","0.28","0.44","0.22","0.11","0.33","0.18","0.29",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","30","1992","5","1","113","1.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","2","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","28","1994","25","16","1,449","16.1","0","1","1","0","0","0","5","1","0.7","0.7","1.1","1.8","21","52","19","0.00","0.06","0.06","0.00","0.06","0.04","0.07","0.11","0.04","0.11",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","25","1996","32","32","2,826","31.4","3","0","3","3","0","0","2","0","2.6","2.6","0.3","2.9","20","83","5","0.10","0.00","0.10","0.10","0.10","0.08","0.01","0.09","0.08","0.09",
"Rodrigo Ely","brBRA","DF","Almería","esLa Liga","28","1993","36","36","3,155","35.1","0","1","1","0","0","0","10","1","1.0","1.0","0.8","1.8","6","52","4","0.00","0.03","0.03","0.00","0.03","0.03","0.02","0.05","0.03","0.05",
"Mohamed Elyounoussi","noNOR","MF,FW","Southampton","engPremier League","27","1994","33","27","2,168","24.1","1","1","2","1","0","0","4","0","3.5","3.5","2.1","5.6","56","50","98","0.04","0.04","0.08","0.04","0.08","0.15","0.09","0.23","0.15","0.23",
"Adri Embarba","esESP","FW,MF","Almería","esLa Liga","30","1992","29","18","1,472","16.4","4","3","7","3","1","1","5","1","3.8","3.1","3.4","6.4","62","47","115","0.24","0.18","0.43","0.18","0.37","0.23","0.21","0.44","0.19","0.39",
"Adri Embarba","esESP","FW","Espanyol","esLa Liga","30","1992","1","0","35","0.4","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","1","0","2","0.00","0.00","0.00","0.00","0.00","0.20","0.00","0.20","0.20","0.20",
"Breel Embolo","chSUI","FW","Monaco","frLigue 1","25","1997","32","19","1,859","20.7","12","2","14","12","0","1","3","0","8.5","7.6","3.2","10.8","24","52","159","0.58","0.10","0.68","0.58","0.68","0.41","0.16","0.57","0.37","0.52",
"Emerson","brBRA","DF","Tottenham","engPremier League","23","1999","26","20","1,735","19.3","2","1","3","2","0","0","2","1","1.7","1.7","0.6","2.3","47","80","103","0.10","0.05","0.16","0.10","0.16","0.09","0.03","0.12","0.09","0.12",
"Youssef En-Nesyri","maMAR","FW","Sevilla","esLa Liga","25","1997","31","17","1,661","18.5","8","1","9","8","0","0","4","0","8.1","8.1","1.1","9.2","16","12","71","0.43","0.05","0.49","0.43","0.49","0.44","0.06","0.50","0.44","0.50",
"Julio Enciso","pyPAR","FW,MF","Brighton","engPremier League","18","2004","20","7","806","9.0","4","2","6","4","0","0","1","0","4.0","4.0","1.7","5.7","39","31","74","0.45","0.22","0.67","0.45","0.67","0.45","0.19","0.64","0.45","0.64",
"Wataru Endo","jpJPN","MF","Stuttgart","deBundesliga","29","1993","33","33","2,922","32.5","5","4","9","5","0","0","3","0","3.8","3.8","4.7","8.5","32","171","67","0.15","0.12","0.28","0.15","0.28","0.12","0.15","0.26","0.12","0.26",
"Arne Engels","beBEL","MF","Augsburg","deBundesliga","18","2003","18","18","1,440","16.0","0","3","3","0","0","0","5","0","0.6","0.6","2.2","2.8","9","57","25","0.00","0.19","0.19","0.00","0.19","0.04","0.14","0.17","0.04","0.17",
"Christian Eriksen","dkDEN","MF","Manchester Utd","engPremier League","30","1992","28","25","2,048","22.8","1","8","9","1","0","0","3","0","5.0","5.0","4.2","9.2","23","164","66","0.04","0.35","0.40","0.04","0.40","0.22","0.19","0.40","0.22","0.40",
"Martin Erlic","hrCRO","DF","Sassuolo","itSerie A","24","1998","28","26","2,330","25.9","0","0","0","0","0","0","2","0","0.5","0.5","0.2","0.7","7","65","1","0.00","0.00","0.00","0.00","0.00","0.02","0.01","0.03","0.02","0.03",
"Tjark Ernst","deGER","GK","Hertha BSC","deBundesliga","19","2003","1","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Gonzalo Escalante","arARG","MF","Cremonese","itSerie A","29","1993","9","7","555","6.2","0","1","1","0","0","0","0","1","0.2","0.2","0.2","0.4","3","30","8","0.00","0.16","0.16","0.00","0.16","0.03","0.04","0.07","0.03","0.07",
"Gonzalo Escalante","arARG","MF","Cádiz","esLa Liga","29","1993","14","13","1,121","12.5","4","1","5","4","0","0","4","0","3.5","3.5","1.5","5.0","3","50","12","0.32","0.08","0.40","0.32","0.40","0.28","0.12","0.40","0.28","0.40",
"Sergio Escudero","esESP","DF","Valladolid","esLa Liga","32","1989","23","17","1,439","16.0","1","0","1","1","0","0","3","0","1.5","1.5","1.8","3.3","17","40","37","0.06","0.00","0.06","0.06","0.06","0.09","0.11","0.20","0.09","0.20",
"Alfonso Espino","uyURU","DF","Cádiz","esLa Liga","30","1992","36","35","3,122","34.7","0","4","4","0","0","0","7","0","1.5","1.5","4.2","5.7","53","107","129","0.00","0.12","0.12","0.00","0.12","0.04","0.12","0.16","0.04","0.16",
"Bernardo Espinosa","coCOL","DF","Girona","esLa Liga","33","1989","20","14","1,225","13.6","1","1","2","1","0","0","5","0","1.2","1.2","0.0","1.2","8","36","3","0.07","0.07","0.15","0.07","0.15","0.09","0.00","0.09","0.09","0.09",
"Salvatore Esposito","itITA","MF","Spezia","itSerie A","21","2000","15","10","971","10.8","1","0","1","1","0","0","5","1","0.7","0.7","1.5","2.2","4","51","11","0.09","0.00","0.09","0.09","0.09","0.06","0.14","0.21","0.06","0.21",
"Maxime Estève","frFRA","DF","Montpellier","frLigue 1","20","2002","23","18","1,646","18.3","0","0","0","0","0","0","3","0","0.6","0.6","0.1","0.6","9","44","1","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Pervis Estupiñán","ecECU","DF","Brighton","engPremier League","24","1998","35","31","2,675","29.7","1","5","6","1","0","0","4","0","1.7","1.7","5.4","7.1","91","157","183","0.03","0.17","0.20","0.03","0.20","0.06","0.18","0.24","0.06","0.24",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","34","1988","13","12","1,051","11.7","0","0","0","0","0","0","1","0","0.2","0.2","0.0","0.2","6","35","0","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Edu Expósito","esESP","MF","Espanyol","esLa Liga","25","1996","28","13","1,160","12.9","2","2","4","2","0","0","3","1","0.9","0.9","2.4","3.3","19","72","59","0.16","0.16","0.31","0.16","0.31","0.07","0.18","0.25","0.07","0.25",
"Eberechi Eze","engENG","MF,FW","Crystal Palace","engPremier League","24","1998","38","30","2,636","29.3","10","4","14","9","1","1","3","0","7.3","6.5","4.3","10.8","69","131","129","0.34","0.14","0.48","0.31","0.44","0.25","0.15","0.39","0.22","0.37",
"Kimberly Ezekwem","deGER","DF","Freiburg","deBundesliga","21","2001","1","0","8","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Nicolás Ezequiel Fernández","arARG","MF,DF","Elche","esLa Liga","22","2000","18","3","514","5.7","0","1","1","0","0","0","2","0","0.4","0.4","0.8","1.2","21","29","53","0.00","0.18","0.18","0.00","0.18","0.07","0.14","0.22","0.07","0.22",
"Abde Ezzalzouli","maMAR","FW,MF","Osasuna","esLa Liga","20","2001","28","19","1,504","16.7","4","2","6","4","0","0","4","2","2.7","2.7","1.9","4.6","93","44","136","0.24","0.12","0.36","0.24","0.36","0.16","0.11","0.27","0.16","0.27",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","37","1985","36","36","3,111","34.6","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Fabinho","brBRA","MF","Liverpool","engPremier League","28","1993","36","31","2,671","29.7","0","2","2","0","0","0","11","0","0.7","0.7","2.1","2.9","15","161","39","0.00","0.07","0.07","0.00","0.07","0.02","0.07","0.10","0.02","0.10",
"Fábio","brBRA","DF,MF","Nantes","frLigue 1","32","1990","6","3","224","2.5","0","0","0","0","0","0","1","1","0.2","0.2","0.6","0.8","4","11","18","0.00","0.00","0.00","0.00","0.00","0.08","0.24","0.32","0.08","0.32",
"Noah Fadiga","snSEN","DF","Brest","frLigue 1","22","1999","21","16","1,308","14.5","1","0","1","1","0","0","2","0","0.7","0.7","0.1","0.8","43","63","36","0.07","0.00","0.07","0.07","0.07","0.05","0.01","0.06","0.05","0.06",
"Wout Faes","beBEL","DF","Leicester City","engPremier League","24","1998","31","31","2,786","31.0","1","2","3","1","0","0","6","1","1.2","1.2","0.6","1.8","11","74","2","0.03","0.06","0.10","0.03","0.10","0.04","0.02","0.06","0.04","0.06",
"Wout Faes","beBEL","DF","Reims","frLigue 1","24","1998","3","3","270","3.0","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","1","8","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Nicolò Fagioli","itITA","MF","Juventus","itSerie A","21","2001","26","17","1,520","16.9","3","3","6","3","0","0","3","0","1.5","1.5","1.3","2.8","27","56","56","0.18","0.18","0.36","0.18","0.36","0.09","0.08","0.17","0.09","0.17",
"Ralf Fährmann","deGER","GK","Schalke 04","deBundesliga","33","1988","12","12","1,025","11.4","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Romain Faivre","frFRA","MF,FW","Lorient","frLigue 1","24","1998","16","14","1,246","13.8","5","3","8","5","0","0","0","0","2.7","2.7","2.1","4.8","77","67","66","0.36","0.22","0.58","0.36","0.58","0.19","0.15","0.34","0.19","0.34",
"Romain Faivre","frFRA","MF","Lyon","frLigue 1","24","1998","10","3","300","3.3","0","1","1","0","0","0","0","0","0.2","0.2","0.3","0.5","14","24","16","0.00","0.30","0.30","0.00","0.30","0.05","0.09","0.14","0.05","0.14",
"Radamel Falcao","coCOL","FW,MF","Rayo Vallecano","esLa Liga","36","1986","27","3","616","6.8","2","0","2","1","1","1","4","0","2.9","2.1","0.1","2.2","2","14","53","0.29","0.00","0.29","0.15","0.15","0.42","0.01","0.43","0.30","0.32",
"Wladimiro Falcone","itITA","GK","Lecce","itSerie A","27","1995","38","38","3,420","38.0","0","0","0","0","0","0","2","0","0.0","0.0","0.2","0.2","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.00","0.01",
"Fali","esESP","DF,MF","Cádiz","esLa Liga","28","1993","25","22","1,714","19.0","0","0","0","0","0","0","6","0","0.6","0.6","0.2","0.8","9","56","10","0.00","0.00","0.00","0.00","0.00","0.03","0.01","0.04","0.03","0.04",
"Fallou Fall","snSEN","DF","Reims","frLigue 1","18","2004","1","0","32","0.4","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Mamadou Fall","snSEN","DF","Villarreal","esLa Liga","19","2002","1","0","30","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Davide Faraoni","itITA","DF","Hellas Verona","itSerie A","30","1991","23","19","1,485","16.5","2","3","5","2","0","0","7","0","2.7","2.7","1.0","3.7","11","54","33","0.12","0.18","0.30","0.12","0.30","0.17","0.06","0.23","0.17","0.23",
