Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
"Daniel Díaz","esESP","MF","Real Sociedad","esLa Liga","18","2006","1","0","10","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Luis Díaz","coCOL","FW","Liverpool","engPremier League","27","1997","36","28","2,399","26.7","13","5","18","13","0","0","2","0","12.0","12.0","5.0","17.1","108","110","293","0.49","0.19","0.68","0.49","0.68","0.45","0.19","0.64","0.45","0.64",
"Pedro Díaz","esESP","MF","Rayo Vallecano","esLa Liga","26","1998","26","12","1,211","13.5","3","0","3","3","0","1","2","0","2.4","1.6","2.1","3.7","27","62","49","0.22","0.00","0.22","0.22","0.22","0.18","0.16","0.33","0.12","0.27",
"Tyler Dibling","engENG","FW,MF","Southampton","engPremier League","18","2006","33","20","1,874","20.8","2","0","2","2","0","0","6","0","2.5","2.5","1.5","4.1","69","64","96","0.10","0.00","0.10","0.10","0.10","0.12","0.07","0.20","0.12","0.20",
"Diego","esESP","FW","Leganés","esLa Liga","24","2000","28","13","1,195","13.3","3","0","3","3","0","0","2","0","3.8","3.8","0.2","4.0","9","16","49","0.23","0.00","0.23","0.23","0.23","0.28","0.02","0.30","0.28","0.30",
"Justin Diehl","deGER","FW,DF","Stuttgart","deBundesliga","19","2004","6","0","104","1.2","1","0","1","1","0","0","0","0","1.0","1.0","0.1","1.1","5","5","20","0.87","0.00","0.87","0.87","0.87","0.84","0.10","0.94","0.84","0.94",
"Bamba Dieng","snSEN","FW","Angers","frLigue 1","24","2000","18","5","532","5.9","3","0","3","2","1","1","1","0","3.1","2.3","0.0","2.4","6","7","35","0.51","0.00","0.51","0.34","0.34","0.53","0.01","0.53","0.39","0.40",
"Eric Dier","engENG","DF","Bayern Munich","deBundesliga","30","1994","21","16","1,463","16.3","2","1","3","2","0","0","1","0","1.1","1.1","0.1","1.2","12","73","1","0.12","0.06","0.18","0.12","0.18","0.07","0.01","0.08","0.07","0.08",
"Lucas Digne","frFRA","DF","Aston Villa","engPremier League","31","1993","32","28","2,351","26.1","0","4","4","0","0","0","4","0","0.8","0.8","4.7","5.5","23","57","142","0.00","0.15","0.15","0.00","0.15","0.03","0.18","0.21","0.03","0.21",
"Kembo Diliwidi","frFRA","DF","Lens","frLigue 1","18","2006","1","0","4","0.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Federico Dimarco","itITA","DF,FW","Inter","itSerie A","26","1997","33","29","2,177","24.2","4","7","11","4","0","0","3","0","3.3","3.3","6.1","9.5","47","83","232","0.17","0.29","0.45","0.17","0.45","0.14","0.26","0.39","0.14","0.39",
"Stole Dimitrievski","mkMKD","GK","Valencia","esLa Liga","30","1993","4","4","360","4.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Junior Dina Ebimbe","frFRA","MF,FW","Eint Frankfurt","deBundesliga","23","2000","7","3","293","3.3","0","1","1","0","0","0","0","0","0.9","0.9","0.9","1.8","5","3","27","0.00","0.31","0.31","0.00","0.31","0.26","0.29","0.56","0.26","0.56",
"Eren Dinkçi","deGER","MF,FW","Freiburg","deBundesliga","22","2001","23","13","1,196","13.3","0","3","3","0","0","0","1","0","1.1","1.1","2.2","3.3","33","35","71","0.00","0.23","0.23","0.00","0.23","0.09","0.16","0.25","0.09","0.25",
"Sinaly Diomande","ciCIV","DF","Auxerre","frLigue 1","23","2001","23","22","1,945","21.6","3","2","5","3","0","0","6","0","1.1","1.1","0.6","1.7","8","72","8","0.14","0.09","0.23","0.14","0.23","0.05","0.03","0.08","0.05","0.08",
"Yan Diomandé","ciCIV","MF,FW","Leganés","esLa Liga","17","2006","10","6","545","6.1","2","1","3","2","0","0","1","0","1.4","1.4","0.9","2.3","37","16","64","0.33","0.17","0.50","0.33","0.50","0.24","0.14","0.38","0.24","0.38",
"Lois Diony","frFRA","FW","Angers","frLigue 1","31","1992","1","0","21","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Issa Diop","frFRA","DF","Fulham","engPremier League","27","1997","21","15","1,339","14.9","0","0","0","0","0","0","2","0","0.5","0.5","0.1","0.6","6","25","3","0.00","0.00","0.00","0.00","0.00","0.04","0.01","0.04","0.04","0.04",
"Sérigné Diop","snSEN","FW","Brest","frLigue 1","19","2005","2","0","4","0.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Sofiane Diop","frFRA","MF,FW","Nice","frLigue 1","24","2000","28","8","1,064","11.8","6","4","10","6","0","0","3","0","6.0","6.0","2.9","8.9","26","64","70","0.51","0.34","0.85","0.51","0.85","0.51","0.24","0.75","0.51","0.75",
"Andy Diouf","frFRA","MF","Lens","frLigue 1","21","2003","34","27","2,225","24.7","1","2","3","1","0","0","2","0","2.9","2.9","2.8","5.7","82","116","94","0.04","0.08","0.12","0.04","0.12","0.12","0.11","0.23","0.12","0.23",
"Yehvann Diouf","snSEN","GK","Reims","frLigue 1","24","1999","34","34","3,060","34.0","0","0","0","0","0","0","1","0","0.1","0.1","0.0","0.1","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Assane Dioussé","snSEN","MF","Auxerre","frLigue 1","26","1997","17","7","663","7.4","0","0","0","0","0","0","1","0","0.1","0.1","0.2","0.3","1","33","6","0.00","0.00","0.00","0.00","0.00","0.01","0.03","0.04","0.01","0.04",
"Axel Disasi","frFRA","DF","Aston Villa","engPremier League","26","1998","7","5","490","5.4","0","0","0","0","0","0","2","0","0.1","0.1","0.4","0.5","10","16","5","0.00","0.00","0.00","0.00","0.00","0.02","0.07","0.09","0.02","0.09",
"Axel Disasi","frFRA","DF","Chelsea","engPremier League","26","1998","6","4","364","4.0","1","0","1","1","0","0","1","0","0.3","0.3","0.1","0.4","6","16","2","0.25","0.00","0.25","0.25","0.25","0.07","0.02","0.09","0.07","0.09",
"Roman Dixon","engENG","DF","Everton","engPremier League","19","2004","1","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Álvaro djaló","gwGNB","FW","Athletic Club","esLa Liga","24","1999","17","7","659","7.3","1","0","1","1","0","0","2","0","0.8","0.8","0.9","1.7","22","13","60","0.14","0.00","0.14","0.14","0.14","0.11","0.12","0.23","0.11","0.23",
"Djené","tgTOG","DF,MF","Getafe","esLa Liga","32","1991","31","31","2,548","28.3","0","0","0","0","0","0","10","1","0.3","0.3","0.6","0.9","18","74","21","0.00","0.00","0.00","0.00","0.00","0.01","0.02","0.03","0.01","0.03",
"Nasser Djiga","bfBFA","DF","Wolves","engPremier League","21","2002","5","1","66","0.7","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","3","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Berat Djimsiti","alALB","DF","Atalanta","itSerie A","31","1993","34","32","2,640","29.3","1","2","3","1","0","0","6","0","2.7","2.7","1.3","3.9","32","109","42","0.03","0.07","0.10","0.03","0.10","0.09","0.04","0.13","0.09","0.13",
"Marko Dmitrović","rsSRB","GK","Leganés","esLa Liga","32","1992","32","32","2,880","32.0","0","0","0","0","0","0","0","0","0.0","0.0","0.2","0.2","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.00","0.01",
"Ritsu Doan","jpJPN","FW,MF","Freiburg","deBundesliga","26","1998","34","33","2,862","31.8","10","7","17","10","0","0","2","0","6.6","6.6","3.7","10.3","64","130","178","0.31","0.22","0.53","0.31","0.53","0.21","0.12","0.32","0.21","0.32",
"Dodô","brBRA","DF","Fiorentina","itSerie A","25","1998","35","35","3,115","34.6","0","5","5","0","0","0","8","0","1.4","1.4","4.2","5.6","143","128","193","0.00","0.14","0.14","0.00","0.14","0.04","0.12","0.16","0.04","0.16",
"Danilho Doekhi","nlNED","DF","Union Berlin","deBundesliga","26","1998","34","34","3,060","34.0","1","1","2","1","0","0","4","0","2.6","2.6","1.4","4.0","13","96","14","0.03","0.03","0.06","0.03","0.06","0.08","0.04","0.12","0.08","0.12",
"Matt Doherty","ieIRL","DF","Wolves","engPremier League","32","1992","30","25","2,109","23.4","2","1","3","2","0","0","6","0","1.0","1.0","1.5","2.6","29","79","41","0.09","0.04","0.13","0.09","0.13","0.04","0.07","0.11","0.04","0.11",
"Jeremy Doku","beBEL","FW,MF","Manchester City","engPremier League","22","2002","29","16","1,516","16.8","3","6","9","3","0","0","1","0","1.3","1.3","4.8","6.1","213","69","286","0.18","0.36","0.53","0.18","0.53","0.08","0.29","0.36","0.08","0.36",
"Marc Domenech","esESP","FW,MF","Mallorca","esLa Liga","18","2006","10","3","303","3.4","0","0","0","0","0","0","0","0","0.7","0.7","0.2","0.9","1","4","21","0.00","0.00","0.00","0.00","0.00","0.22","0.06","0.27","0.22","0.27",
"Álex Domínguez","esESP","GK","Toulouse","frLigue 1","26","1998","1","0","19","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Benjamín Domínguez","arARG","FW","Bologna","itSerie A","20","2003","24","16","1,281","14.2","3","2","5","3","0","0","0","0","2.2","2.2","0.8","3.1","50","32","123","0.21","0.14","0.35","0.21","0.35","0.16","0.06","0.21","0.16","0.21",
"Carlos Dominguez","esESP","DF","Celta Vigo","esLa Liga","23","2001","19","13","1,181","13.1","0","0","0","0","0","0","1","0","0.2","0.2","0.1","0.3","15","66","4","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02",
"Israel Domínguez","esESP","FW","Sevilla","esLa Liga","21","2003","1","0","18","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Nicolás Domínguez","arARG","MF,FW","Nott'ham Forest","engPremier League","26","1998","34","23","1,963","21.8","0","1","1","0","0","0","9","0","1.5","1.5","1.3","2.8","16","83","33","0.00","0.05","0.05","0.00","0.05","0.07","0.06","0.13","0.07","0.13",
"Sergi Dominguez","esESP","DF","Barcelona","esLa Liga","19","2005","3","2","172","1.9","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","13","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Gianluigi Donnarumma","itITA","GK","Paris S-G","frLigue 1","25","1999","24","24","2,091","23.2","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Patrick Dorgu","dkDEN","DF","Manchester Utd","engPremier League","19","2004","12","10","842","9.4","0","0","0","0","0","0","3","1","0.4","0.4","0.7","1.2","41","34","83","0.00","0.00","0.00","0.00","0.00","0.05","0.08","0.12","0.05","0.12",
"Patrick Dorgu","dkDEN","DF,FW","Lecce","itSerie A","19","2004","21","21","1,840","20.4","3","1","4","3","0","0","2","1","3.3","3.3","1.5","4.8","68","54","117","0.15","0.05","0.20","0.15","0.20","0.16","0.07","0.23","0.16","0.23",
"Alfie Dorrington","engENG","DF","Tottenham","engPremier League","19","2005","1","0","14","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Niklas Dorsch","deGER","MF","Augsburg","deBundesliga","26","1998","1","0","32","0.4","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Niklas Dorsch","deGER","MF","Heidenheim","deBundesliga","26","1998","22","19","1,335","14.8","2","2","4","2","0","0","5","1","1.0","1.0","1.1","2.1","13","57","21","0.13","0.13","0.27","0.13","0.27","0.07","0.07","0.14","0.07","0.14",
"Alberto Dossena","itITA","DF","Como","itSerie A","25","1998","23","20","1,825","20.3","0","2","2","0","0","0","1","1","0.8","0.8","0.7","1.5","4","36","1","0.00","0.10","0.10","0.00","0.10","0.04","0.03","0.07","0.04","0.07",
"Abdoulaye Doucouré","mlMLI","MF","Everton","engPremier League","31","1993","33","31","2,564","28.5","3","2","5","3","0","0","5","1","4.1","4.1","2.4","6.6","42","82","96","0.11","0.07","0.18","0.11","0.18","0.15","0.09","0.23","0.15","0.23",
"Cheick Doucouré","mlMLI","MF","Crystal Palace","engPremier League","24","2000","13","4","452","5.0","0","0","0","0","0","0","1","0","0.4","0.4","0.0","0.4","2","19","7","0.00","0.00","0.00","0.00","0.00","0.08","0.00","0.08","0.08","0.08",
"Sékou Doucoure","frFRA","DF","Nantes","frLigue 1","19","2005","2","0","12","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Désiré Doué","frFRA","FW,MF","Paris S-G","frLigue 1","19","2005","31","18","1,730","19.2","6","6","12","6","0","0","1","0","5.1","5.1","7.8","13.0","97","139","232","0.31","0.31","0.62","0.31","0.62","0.27","0.41","0.67","0.27","0.67",
"Guela Doué","ciCIV","DF","Strasbourg","frLigue 1","21","2002","32","30","2,717","30.2","1","2","3","1","0","0","7","0","0.8","0.8","0.7","1.5","51","173","54","0.03","0.07","0.10","0.03","0.10","0.03","0.02","0.05","0.03","0.05",
"Douglas","brBRA","MF","Nantes","frLigue 1","27","1997","28","28","2,307","25.6","4","2","6","4","0","0","8","0","3.4","3.4","1.5","4.9","14","125","34","0.16","0.08","0.23","0.16","0.23","0.13","0.06","0.19","0.13","0.19",
"Ismaël Doukouré","frFRA","DF,MF","Strasbourg","frLigue 1","21","2003","31","31","2,639","29.3","1","1","2","1","0","0","7","0","0.6","0.6","1.1","1.6","20","116","9","0.03","0.03","0.07","0.03","0.07","0.02","0.04","0.06","0.02","0.06",
"Issa Doumbia","itITA","MF","Venezia","itSerie A","20","2003","24","10","939","10.4","0","0","0","0","0","0","0","0","1.0","1.0","0.1","1.2","12","22","29","0.00","0.00","0.00","0.00","0.00","0.10","0.01","0.11","0.10","0.11",
"Kamory Doumbia","mlMLI","MF,FW","Brest","frLigue 1","21","2003","30","13","1,322","14.7","3","2","5","3","0","0","1","0","2.7","2.7","1.2","3.9","17","72","54","0.20","0.14","0.34","0.20","0.34","0.19","0.08","0.27","0.19","0.27",
"Amidou Doumbouya","frFRA","DF","Nice","frLigue 1","16","2007","2","0","46","0.5","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Anastasios Douvikas","grGRE","FW","Como","itSerie A","24","1999","13","6","580","6.4","2","2","4","2","0","0","1","0","2.5","2.5","1.1","3.7","8","6","36","0.31","0.31","0.62","0.31","0.62","0.40","0.17","0.57","0.40","0.57",
"Anastasios Douvikas","grGRE","FW","Celta Vigo","esLa Liga","24","1999","20","6","700","7.8","3","1","4","3","0","0","2","0","4.4","4.4","0.2","4.7","6","6","43","0.39","0.13","0.51","0.39","0.51","0.57","0.03","0.60","0.57","0.60",
"Artem Dovbyk","uaUKR","FW","Roma","itSerie A","27","1997","32","27","2,418","26.9","12","2","14","10","2","2","0","0","11.9","10.3","2.4","12.7","24","16","175","0.45","0.07","0.52","0.37","0.45","0.44","0.09","0.53","0.38","0.47",
"Flynn Downes","engENG","MF","Southampton","engPremier League","25","1999","27","25","2,151","23.9","1","0","1","1","0","0","12","0","0.6","0.6","1.1","1.7","29","66","29","0.04","0.00","0.04","0.04","0.04","0.03","0.05","0.07","0.03","0.07",
"Tommy Doyle","engENG","MF","Wolves","engPremier League","22","2001","24","3","488","5.4","0","1","1","0","0","0","1","0","0.6","0.6","0.5","1.1","6","40","4","0.00","0.18","0.18","0.00","0.18","0.10","0.09","0.20","0.10","0.20",
"Radu Drăgușin","roROU","DF","Tottenham","engPremier League","22","2002","16","14","1,252","13.9","0","0","0","0","0","0","1","0","0.1","0.1","0.4","0.5","7","37","2","0.00","0.00","0.00","0.00","0.00","0.01","0.03","0.04","0.01","0.04",
"Patrick Drewes","deGER","GK","Bochum","deBundesliga","31","1993","21","21","1,890","21.0","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Tim Drexler","deGER","DF","Hoffenheim","deBundesliga","19","2005","8","5","357","4.0","0","0","0","0","0","0","2","0","0.1","0.1","0.0","0.1","2","16","2","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"Domingos Duarte","ptPOR","DF","Getafe","esLa Liga","29","1995","22","21","1,859","20.7","1","0","1","1","0","0","4","2","0.2","0.2","0.1","0.3","3","47","3","0.05","0.00","0.05","0.05","0.05","0.01","0.00","0.01","0.01","0.01",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","35","1989","10","10","900","10.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Marvin Ducksch","deGER","FW","Werder Bremen","deBundesliga","30","1994","32","30","2,418","26.9","8","8","16","7","1","2","3","0","10.1","8.5","8.5","17.0","26","86","166","0.30","0.30","0.60","0.26","0.56","0.38","0.31","0.69","0.32","0.63",
"Ondrej Duda","skSVK","MF","Hellas Verona","itSerie A","29","1994","28","27","2,395","26.6","1","3","4","1","0","0","12","1","1.0","1.0","3.2","4.2","23","117","26","0.04","0.11","0.15","0.04","0.15","0.04","0.12","0.16","0.04","0.16",
"Duk","cvCPV","MF,FW","Leganés","esLa Liga","24","2000","10","1","179","2.0","0","0","0","0","0","0","1","0","0.0","0.0","0.7","0.7","10","3","21","0.00","0.00","0.00","0.00","0.00","0.01","0.33","0.34","0.01","0.34",
"Denzel Dumfries","nlNED","DF,FW","Inter","itSerie A","28","1996","29","20","1,955","21.7","7","2","9","7","0","0","4","0","5.4","5.4","3.2","8.6","55","51","173","0.32","0.09","0.41","0.32","0.41","0.25","0.15","0.40","0.25","0.40",
"Alfred Duncan","ghGHA","MF","Venezia","itSerie A","31","1993","16","12","957","10.6","0","0","0","0","0","0","2","0","0.8","0.8","1.1","1.9","11","53","12","0.00","0.00","0.00","0.00","0.00","0.07","0.10","0.18","0.07","0.18",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","32","1991","25","23","2,083","23.1","0","0","0","0","0","0","5","0","0.8","0.8","0.5","1.3","20","142","3","0.00","0.00","0.00","0.00","0.00","0.03","0.02","0.06","0.03","0.06",
"Jáder Durán","coCOL","FW","Aston Villa","engPremier League","20","2003","20","4","638","7.1","7","0","7","7","0","0","3","1","4.9","4.9","0.2","5.1","7","13","44","0.99","0.00","0.99","0.99","0.99","0.69","0.03","0.71","0.69","0.71",
"Pablo Durán","esESP","FW,MF","Celta Vigo","esLa Liga","23","2001","27","15","1,394","15.5","4","4","8","4","0","0","3","0","3.6","3.6","2.8","6.5","24","30","124","0.26","0.26","0.52","0.26","0.52","0.24","0.18","0.42","0.24","0.42",
"Julien Duranville","beBEL","FW,MF","Dortmund","deBundesliga","18","2006","12","2","283","3.1","0","0","0","0","0","0","3","0","0.2","0.2","0.3","0.6","16","7","33","0.00","0.00","0.00","0.00","0.00","0.08","0.10","0.18","0.08","0.18",
"Hugo Duro","esESP","FW","Valencia","esLa Liga","24","1999","31","25","2,166","24.1","11","2","13","10","1","1","5","0","9.4","8.6","1.3","9.9","13","28","88","0.46","0.08","0.54","0.42","0.50","0.39","0.05","0.44","0.36","0.41",
"Jean-Kevin Duverne","htHAI","DF","Nantes","frLigue 1","27","1997","9","7","537","6.0","0","0","0","0","0","0","2","0","0.3","0.3","0.1","0.4","6","22","8","0.00","0.00","0.00","0.00","0.00","0.05","0.02","0.06","0.05","0.06",
"Paulo Dybala","arARG","FW,MF","Roma","itSerie A","30","1993","24","16","1,417","15.7","6","3","9","3","3","3","2","0","6.4","4.0","5.0","9.0","41","79","122","0.38","0.19","0.57","0.19","0.38","0.40","0.32","0.72","0.25","0.57",
"Stefan Džodić","rsSRB","DF,MF","Montpellier","frLigue 1","19","2005","7","2","242","2.7","0","0","0","0","0","0","2","1","0.1","0.1","0.0","0.1","2","10","0","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Adam Dźwigała","plPOL","DF,MF","St. Pauli","deBundesliga","28","1995","16","2","373","4.1","0","0","0","0","0","0","2","1","0.4","0.4","0.0","0.4","1","14","4","0.00","0.00","0.00","0.00","0.00","0.09","0.00","0.09","0.09","0.09",
"Aron Dønnum","noNOR","DF,MF","Toulouse","frLigue 1","26","1998","32","31","2,689","29.9","2","2","4","2","0","0","6","0","2.1","2.1","4.6","6.7","94","126","142","0.07","0.07","0.13","0.07","0.13","0.07","0.15","0.22","0.07","0.22",
"Enzo Ebosse","cmCMR","DF","Udinese","itSerie A","25","1999","2","0","90","1.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","5","0","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.00","0.02",
"Tyronne Ebuehi","ngNGA","DF,MF","Empoli","itSerie A","28","1995","4","0","74","0.8","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","3","4","3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Claudio Echeverri","arARG","FW","Manchester City","engPremier League","18","2006","1","0","6","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Ederson","brBRA","GK","Manchester City","engPremier League","30","1993","26","26","2,320","25.8","0","4","4","0","0","0","4","0","0.0","0.0","1.5","1.5","0","2","0","0.00","0.16","0.16","0.00","0.16","0.00","0.06","0.06","0.00","0.06",
"Éderson","brBRA","MF","Atalanta","itSerie A","25","1999","37","32","2,881","32.0","4","1","5","4","0","0","5","1","4.1","4.1","4.3","8.4","40","216","79","0.12","0.03","0.16","0.12","0.16","0.13","0.14","0.26","0.13","0.26",
"Noah Edjouma","frFRA","MF,FW","Toulouse","frLigue 1","18","2005","10","1","171","1.9","2","0","2","2","0","0","0","1","1.3","1.3","0.1","1.3","8","7","17","1.05","0.00","1.05","1.05","1.05","0.67","0.03","0.70","0.67","0.70",
"George Edmundson","engENG","DF","Ipswich Town","engPremier League","26","1997","1","0","2","0.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Odsonne Édouard","frFRA","MF,FW","Crystal Palace","engPremier League","26","1998","2","1","115","1.3","0","0","0","0","0","0","0","0","0.4","0.4","0.0","0.4","3","4","7","0.00","0.00","0.00","0.00","0.00","0.31","0.04","0.34","0.31","0.34",
"Odsonne Édouard","frFRA","FW","Leicester City","engPremier League","26","1998","4","0","29","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","2","0.00","0.00","0.00","0.00","0.00","0.00","0.13","0.13","0.00","0.13",
"Samuel Edozie","engENG","DF,FW","Southampton","engPremier League","21","2003","2","0","65","0.7","0","0","0","0","0","0","1","0","0.0","0.0","0.1","0.1","6","4","23","0.00","0.00","0.00","0.00","0.00","0.00","0.14","0.14","0.00","0.14",
"Ronnie Edwards","engENG","DF","Southampton","engPremier League","21","2003","1","0","12","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Johannes Eggestein","deGER","FW","St. Pauli","deBundesliga","26","1998","27","22","1,853","20.6","3","4","7","2","1","2","3","0","4.7","3.1","2.1","5.2","25","43","138","0.15","0.19","0.34","0.10","0.29","0.23","0.10","0.33","0.15","0.25",
"Maximilian Eggestein","deGER","MF","Freiburg","deBundesliga","27","1996","33","33","2,845","31.6","2","0","2","2","0","0","4","0","2.0","2.0","1.5","3.5","34","141","41","0.06","0.00","0.06","0.06","0.06","0.06","0.05","0.11","0.06","0.11",
"Kingsley Ehizibue","nlNED","DF","Udinese","itSerie A","29","1995","33","30","2,498","27.8","0","1","1","0","0","0","5","0","1.2","1.2","2.2","3.5","54","55","116","0.00","0.04","0.04","0.00","0.04","0.04","0.08","0.12","0.04","0.12",
"Chidera Ejuke","ngNGA","FW","Sevilla","esLa Liga","26","1998","25","9","966","10.7","2","1","3","2","0","0","0","0","1.1","1.1","1.9","3.0","75","38","101","0.19","0.09","0.28","0.19","0.28","0.10","0.17","0.28","0.10","0.28",
"Jeff Ekhator","itITA","FW,MF","Genoa","itSerie A","17","2006","24","6","769","8.5","1","1","2","1","0","0","1","0","1.3","1.3","1.0","2.3","4","14","51","0.12","0.12","0.23","0.12","0.23","0.16","0.12","0.27","0.16","0.27",
"Hugo Ekitike","frFRA","FW","Eint Frankfurt","deBundesliga","22","2002","33","31","2,563","28.5","15","8","23","14","1","3","1","0","21.6","19.3","6.8","26.0","93","53","215","0.53","0.28","0.81","0.49","0.77","0.76","0.24","0.99","0.68","0.91",
"Jurgen Ekkelenkamp","nlNED","MF","Udinese","itSerie A","24","2000","34","20","1,892","21.0","3","2","5","3","0","0","2","0","2.8","2.8","1.3","4.1","34","72","86","0.14","0.10","0.24","0.14","0.24","0.13","0.06","0.19","0.13","0.19",
"Jacques Ekomie","gaGAB","DF,FW","Angers","frLigue 1","20","2003","18","7","697","7.7","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","13","20","24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Emmanuel Ekong","seSWE","MF,FW","Empoli","itSerie A","22","2002","15","0","186","2.1","0","0","0","0","0","0","1","0","0.1","0.1","0.1","0.2","8","5","19","0.00","0.00","0.00","0.00","0.00","0.05","0.05","0.10","0.05","0.10",
"Caleb Ekuban","ghGHA","FW","Genoa","itSerie A","30","1994","18","3","555","6.2","1","3","4","1","0","0","1","0","2.8","2.8","0.8","3.5","7","8","42","0.16","0.49","0.65","0.16","0.65","0.45","0.12","0.57","0.45","0.57",
"Pierre Ekwah Elimby","frFRA","MF","Saint-Étienne","frLigue 1","22","2002","29","29","2,575","28.6","1","0","1","1","0","0","3","0","0.7","0.7","1.0","1.7","20","146","21","0.03","0.00","0.03","0.03","0.03","0.03","0.04","0.06","0.03","0.06",
"Anthony Elanga","seSWE","FW,MF","Nott'ham Forest","engPremier League","22","2002","38","31","2,501","27.8","6","11","17","6","0","0","1","0","4.5","4.5","5.7","10.1","102","63","229","0.22","0.40","0.61","0.22","0.61","0.16","0.20","0.36","0.16","0.36",
"Meschak Elia","cdCOD","FW","Nantes","frLigue 1","26","1997","8","1","170","1.9","1","0","1","1","0","0","0","0","1.1","1.1","0.2","1.3","9","5","22","0.53","0.00","0.53","0.53","0.53","0.59","0.10","0.69","0.59","0.69",
