Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
"Khaled Adénon","bjBEN","DF","Amiens","frLigue 1","32","1985","34","32","2,921","32.5","0","1","1","0","0","0","9","0","0.6","0.6","0.2","0.9","6","51","1","0.00","0.03","0.03","0.00","0.03","0.02","0.01","0.03","0.02","0.03",
"Claud Adjapong","itITA","DF,FW","Sassuolo","itSerie A","19","1998","16","14","1,220","13.6","0","0","0","0","0","0","5","1","0.8","0.8","1.1","1.9","31","42","54","0.00","0.00","0.00","0.00","0.00","0.06","0.08","0.14","0.06","0.14",
"René Adler","deGER","GK","Mainz 05","deBundesliga","32","1985","14","14","1,260","14.0","0","0","0","0","0","0","0","0","0.0","0.0","0.3","0.3","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.00","0.02",
"Yacine Adli","frFRA","FW","Paris S-G","frLigue 1","17","2000","1","0","8","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","3","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Ali Adnan Kadhim","iqIRQ","DF,FW","Udinese","itSerie A","23","1993","23","18","1,674","18.6","0","1","1","0","0","0","4","0","0.5","0.5","1.7","2.2","25","58","56","0.00","0.05","0.05","0.00","0.05","0.03","0.09","0.12","0.03","0.12",
"Adrián","esESP","GK","West Ham","engPremier League","30","1987","19","19","1,710","19.0","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Aritz Aduriz","esESP","FW","Athletic Club","esLa Liga","36","1981","33","21","2,152","23.9","9","1","10","6","3","5","5","0","11.1","7.6","1.5","9.0","27","45","150","0.38","0.04","0.42","0.25","0.29","0.47","0.06","0.53","0.32","0.38",
"Ibrahim Afellay","nlNED","MF","Stoke City","engPremier League","31","1986","6","1","166","1.8","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","4","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Benik Afobe","cdCOD","FW","Bournemouth","engPremier League","24","1993","17","5","611","6.8","0","0","0","0","0","0","0","0","1.6","1.6","0.1","1.8","12","9","37","0.00","0.00","0.00","0.00","0.00","0.27","0.02","0.30","0.27","0.30",
"Martin Agirregabiria","esESP","DF","Alavés","esLa Liga","21","1996","21","20","1,828","20.3","0","4","4","0","0","0","4","0","0.1","0.1","1.5","1.6","24","48","54","0.00","0.20","0.20","0.00","0.20","0.00","0.08","0.08","0.00","0.08",
"Imanol Agirretxe","esESP","FW","Real Sociedad","esLa Liga","30","1987","11","2","232","2.6","0","0","0","0","0","0","0","0","1.2","1.2","0.0","1.2","1","5","8","0.00","0.00","0.00","0.00","0.00","0.45","0.00","0.45","0.45","0.45",
"Sergio Agüero","arARG","FW","Manchester City","engPremier League","29","1988","25","22","1,963","21.8","21","6","27","17","4","4","2","0","16.2","13.1","5.6","18.7","89","49","214","0.96","0.28","1.24","0.78","1.05","0.75","0.26","1.00","0.60","0.86",
"Ruben Aguilar","frFRA","DF","Montpellier","frLigue 1","24","1993","31","27","2,459","27.3","0","2","2","0","0","0","2","0","0.7","0.7","3.7","4.4","97","130","160","0.00","0.07","0.07","0.00","0.07","0.03","0.13","0.16","0.03","0.16",
"Matías Aguirregaray","uyURU","DF","Las Palmas","esLa Liga","28","1989","15","14","1,153","12.8","0","0","0","0","0","0","3","0","0.6","0.6","0.6","1.2","23","57","49","0.00","0.00","0.00","0.00","0.00","0.05","0.05","0.10","0.05","0.10",
"Jean-Eudes Aholou","ciCIV","MF","Strasbourg","frLigue 1","23","1994","35","35","3,006","33.4","5","0","5","5","0","0","4","0","2.2","2.2","1.0","3.3","32","131","22","0.15","0.00","0.15","0.15","0.15","0.07","0.03","0.10","0.07","0.10",
"Ailton","brBRA","DF,MF","Stuttgart","deBundesliga","22","1995","5","1","108","1.2","0","0","0","0","0","0","0","0","0.0","0.0","0.1","0.2","2","4","3","0.00","0.00","0.00","0.00","0.00","0.03","0.11","0.14","0.03","0.14",
"Youssef Aït Bennasser","maMAR","MF","Caen","frLigue 1","21","1996","27","25","2,047","22.7","0","0","0","0","0","0","4","0","0.7","0.7","0.7","1.5","37","178","27","0.00","0.00","0.00","0.00","0.00","0.03","0.03","0.06","0.03","0.06",
"Arlind Ajeti","alALB","DF","Crotone","itSerie A","23","1993","21","15","1,271","14.1","0","1","1","0","0","0","7","0","0.9","0.9","1.0","1.9","2","20","0","0.00","0.07","0.07","0.00","0.07","0.07","0.07","0.14","0.07","0.14",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","22","1995","11","10","904","10.0","0","0","0","0","0","0","2","0","0.2","0.2","0.1","0.3","15","47","7","0.00","0.00","0.00","0.00","0.00","0.02","0.01","0.03","0.02","0.03",
"Nathan Aké","nlNED","DF","Bournemouth","engPremier League","22","1995","38","37","3,353","37.3","2","3","5","2","0","0","5","0","1.4","1.4","1.9","3.4","14","96","10","0.05","0.08","0.13","0.05","0.13","0.04","0.05","0.09","0.04","0.09",
"Ager Aketxe","esESP","MF","Athletic Club","esLa Liga","23","1993","3","0","37","0.4","0","0","0","0","0","0","1","0","0.1","0.1","0.0","0.1","1","6","3","0.00","0.00","0.00","0.00","0.00","0.15","0.00","0.15","0.15","0.15",
"Chadrac Akolo","cdCOD","MF,FW","Stuttgart","deBundesliga","22","1995","22","13","1,102","12.2","5","0","5","5","0","1","2","0","4.7","4.0","1.0","4.9","27","35","75","0.41","0.00","0.41","0.41","0.41","0.39","0.08","0.47","0.32","0.40",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","22","1995","22","17","1,690","18.8","0","1","1","0","0","0","1","0","0.2","0.2","1.4","1.6","23","85","8","0.00","0.05","0.05","0.00","0.05","0.01","0.07","0.09","0.01","0.09",
"David Alaba","atAUT","DF","Bayern Munich","deBundesliga","25","1992","23","17","1,551","17.2","2","2","4","2","0","0","1","0","1.3","1.3","2.3","3.5","53","110","178","0.12","0.12","0.23","0.12","0.23","0.07","0.13","0.20","0.07","0.20",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","24","1992","23","17","1,550","17.2","9","4","13","8","1","2","4","1","10.5","8.9","1.8","10.8","16","28","111","0.52","0.23","0.75","0.46","0.70","0.61","0.11","0.72","0.52","0.63",
"David Alba","esESP","DF","Getafe","esLa Liga","18","1999","1","1","61","0.7","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","2","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","28","1989","33","30","2,744","30.5","2","8","10","2","0","0","7","0","2.1","2.1","6.1","8.3","58","135","314","0.07","0.26","0.33","0.07","0.33","0.07","0.20","0.27","0.07","0.27",
"Raúl Albentosa","esESP","DF","La Coruña","esLa Liga","28","1988","20","19","1,748","19.4","1","0","1","1","0","0","5","0","1.5","1.5","0.2","1.6","1","27","5","0.05","0.00","0.05","0.05","0.05","0.08","0.01","0.08","0.08","0.08",
"Luis Alberto","esESP","FW,MF","Lazio","itSerie A","24","1992","34","32","2,669","29.7","11","14","25","10","1","2","5","0","7.2","5.7","11.8","17.4","126","272","179","0.37","0.47","0.84","0.34","0.81","0.24","0.40","0.64","0.19","0.59",
"Raúl Albiol","esESP","DF","Napoli","itSerie A","31","1985","31","30","2,742","30.5","3","1","4","3","0","0","7","0","1.4","1.4","1.3","2.6","27","231","4","0.10","0.03","0.13","0.10","0.13","0.04","0.04","0.09","0.04","0.09",
"Miiko Albornoz","clCHI","DF,MF","Hannover 96","deBundesliga","26","1990","10","7","703","7.8","0","0","0","0","0","0","1","0","0.2","0.2","1.4","1.6","10","25","19","0.00","0.00","0.00","0.00","0.00","0.02","0.18","0.21","0.02","0.21",
"Marc Albrighton","engENG","MF,FW","Leicester City","engPremier League","27","1989","34","30","2,538","28.2","2","7","9","2","0","0","5","1","1.6","1.6","5.7","7.3","64","114","162","0.07","0.25","0.32","0.07","0.32","0.06","0.20","0.26","0.06","0.26",
"Paco Alcácer","esESP","MF,FW","Barcelona","esLa Liga","23","1993","17","8","695","7.7","4","3","7","4","0","0","0","0","3.9","3.9","2.1","6.0","6","13","42","0.52","0.39","0.91","0.52","0.91","0.51","0.27","0.78","0.51","0.78",
"Pedro Alcalá","esESP","DF","Girona","esLa Liga","28","1989","8","8","689","7.7","1","0","1","1","0","0","4","0","1.0","1.0","0.2","1.2","3","24","0","0.13","0.00","0.13","0.13","0.13","0.13","0.03","0.16","0.13","0.16",
"Thiago Alcántara","esESP","MF,FW","Bayern Munich","deBundesliga","26","1991","19","12","1,247","13.9","2","2","4","2","0","0","3","0","2.5","2.5","1.9","4.4","30","183","80","0.14","0.14","0.29","0.14","0.29","0.18","0.14","0.32","0.18","0.32",
"David Alcibiade","frFRA","DF","Nantes","frLigue 1","25","1991","3","2","208","2.3","0","1","1","0","0","0","0","0","0.1","0.1","0.4","0.4","2","6","2","0.00","0.43","0.43","0.00","0.43","0.03","0.16","0.19","0.03","0.19",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","28","1989","14","13","1,178","13.1","0","0","0","0","0","0","3","0","0.4","0.4","0.1","0.5","12","109","5","0.00","0.00","0.00","0.00","0.00","0.03","0.01","0.04","0.03","0.04",
"Steve Aldo One","cmCMR","DF","La Coruña","esLa Liga","22","1995","1","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Álex Alegría","esESP","FW","Levante","esLa Liga","24","1992","9","8","628","7.0","0","0","0","0","0","0","1","0","1.1","1.1","0.2","1.3","2","8","29","0.00","0.00","0.00","0.00","0.00","0.16","0.03","0.19","0.16","0.19",
"Iván Alejo","esESP","MF,FW","Eibar","esLa Liga","22","1995","22","14","1,102","12.2","1","3","4","1","0","0","5","0","0.5","0.5","2.1","2.6","71","20","125","0.08","0.25","0.33","0.08","0.33","0.04","0.17","0.21","0.04","0.21",
"Alexander","arARG","MF,FW","Leganés","esLa Liga","28","1988","13","13","1,060","11.8","2","2","4","1","1","1","1","0","2.2","1.4","2.5","3.9","17","26","72","0.17","0.17","0.34","0.08","0.25","0.19","0.21","0.40","0.12","0.33",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","18","1998","19","18","1,573","17.5","1","1","2","1","0","0","3","0","1.0","1.0","2.6","3.6","39","94","126","0.06","0.06","0.11","0.06","0.11","0.05","0.15","0.21","0.05","0.21",
"Alexis","esESP","DF","Alavés","esLa Liga","31","1985","28","25","2,184","24.3","1","0","1","1","0","0","6","0","1.2","1.2","0.3","1.5","5","34","11","0.04","0.00","0.04","0.04","0.04","0.05","0.01","0.06","0.05","0.06",
"Alisson","brBRA","GK","Roma","itSerie A","24","1992","37","37","3,330","37.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Allan","brBRA","MF","Napoli","itSerie A","26","1991","38","32","2,850","31.7","4","5","9","4","0","0","2","0","3.8","3.8","3.6","7.3","83","186","135","0.13","0.16","0.28","0.13","0.28","0.12","0.11","0.23","0.12","0.23",
"Joe Allen","wlsWAL","MF","Stoke City","engPremier League","27","1990","36","36","3,139","34.9","2","6","8","2","0","0","8","0","1.8","1.8","2.8","4.6","37","165","89","0.06","0.17","0.23","0.06","0.23","0.05","0.08","0.13","0.05","0.13",
"Dele Alli","engENG","MF,FW","Tottenham","engPremier League","21","1996","36","34","2,958","32.9","9","10","19","9","0","0","7","0","9.1","9.1","8.2","17.3","100","181","359","0.27","0.30","0.58","0.27","0.58","0.28","0.25","0.53","0.28","0.53",
"Júnior Alonso","pyPAR","DF","Lille","frLigue 1","24","1993","34","30","2,781","30.9","2","1","3","2","0","0","3","0","1.1","1.1","0.5","1.7","19","114","14","0.06","0.03","0.10","0.06","0.10","0.04","0.02","0.05","0.04","0.05",
"José Alonso Lara","esESP","MF","Sevilla","esLa Liga","17","2000","1","0","10","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Marcos Alonso","esESP","DF,MF","Chelsea","engPremier League","26","1990","33","33","2,855","31.7","7","2","9","7","0","0","6","0","4.1","4.1","2.8","7.0","78","103","261","0.22","0.06","0.28","0.22","0.28","0.13","0.09","0.22","0.13","0.22",
"Ricky Álvarez","arARG","MF","Sampdoria","itSerie A","29","1988","12","2","267","3.0","1","1","2","1","0","0","0","0","0.4","0.4","0.5","0.9","7","13","30","0.34","0.34","0.67","0.34","0.67","0.14","0.17","0.31","0.14","0.31",
"Sergio Álvarez","esESP","GK","Celta Vigo","esLa Liga","30","1986","17","16","1,476","16.4","0","0","0","0","0","0","0","0","0.0","0.0","0.1","0.1","0","0","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","22","1995","8","7","675","7.5","0","0","0","0","0","0","2","0","0.1","0.1","0.1","0.2","10","41","1","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.02","0.01","0.02",
"Dani Alves","brBRA","DF","Paris S-G","frLigue 1","34","1983","25","23","2,063","22.9","1","7","8","1","0","0","7","1","1.4","1.4","5.0","6.3","76","168","144","0.04","0.31","0.35","0.04","0.35","0.06","0.22","0.28","0.06","0.28",
"Ibrahim Amadou","frFRA","MF,DF","Lille","frLigue 1","24","1993","30","30","2,405","26.7","0","0","0","0","0","0","3","1","0.9","0.9","0.4","1.3","18","114","19","0.00","0.00","0.00","0.00","0.00","0.03","0.01","0.05","0.03","0.05",
"Eloi Amagat","esESP","MF","Girona","esLa Liga","32","1985","2","0","15","0.2","0","0","0","0","0","0","0","0","0.2","0.2","0.0","0.2","0","3","0","0.00","0.00","0.00","0.00","0.00","1.20","0.00","1.20","1.20","1.20",
"Morgan Amalfitano","frFRA","MF,FW","Rennes","frLigue 1","32","1985","14","10","746","8.3","0","0","0","0","0","0","2","2","1.0","1.0","0.5","1.5","16","24","34","0.00","0.00","0.00","0.00","0.00","0.12","0.06","0.18","0.12","0.18",
"Romain Amalfitano","frFRA","MF","Dijon","frLigue 1","27","1989","33","31","2,703","30.0","0","3","3","0","0","0","5","0","0.3","0.3","1.8","2.2","50","146","46","0.00","0.10","0.10","0.00","0.10","0.01","0.06","0.07","0.01","0.07",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","22","1994","8","6","487","5.4","0","0","0","0","0","0","2","1","0.0","0.0","0.0","0.0","5","14","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Jordi Amat","idIDN","DF,MF","Betis","esLa Liga","25","1992","25","24","2,045","22.7","0","0","0","0","0","0","7","2","0.4","0.4","0.1","0.5","13","101","5","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02",
"Amath","snSEN","MF,FW","Getafe","esLa Liga","21","1996","37","36","2,859","31.8","3","3","6","3","0","0","9","0","4.4","4.4","2.7","7.2","66","66","158","0.09","0.09","0.19","0.09","0.19","0.14","0.09","0.23","0.14","0.23",
"Jordan Amavi","frFRA","DF","Marseille","frLigue 1","23","1994","27","24","2,193","24.4","0","5","5","0","0","0","7","0","0.6","0.6","2.0","2.6","70","90","83","0.00","0.21","0.21","0.00","0.21","0.02","0.08","0.11","0.02","0.11",
"Stephan Ambrosius","ghGHA","DF","Hamburger SV","deBundesliga","18","1998","1","1","45","0.5","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","2","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Kelvin Amian","frFRA","DF","Toulouse","frLigue 1","19","1998","36","35","3,154","35.0","1","1","2","1","0","0","3","1","1.4","1.4","1.1","2.4","41","107","83","0.03","0.03","0.06","0.03","0.06","0.04","0.03","0.07","0.04","0.07",
"Nadiem Amiri","deGER","MF","Hoffenheim","deBundesliga","20","1996","28","19","1,744","19.4","2","3","5","2","0","0","4","0","2.9","2.9","3.4","6.4","51","89","116","0.10","0.15","0.26","0.10","0.26","0.15","0.18","0.33","0.15","0.33",
"Ethan Ampadu","wlsWAL","DF","Chelsea","engPremier League","16","2000","1","0","11","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Nordin Amrabat","maMAR","FW","Watford","engPremier League","30","1987","3","3","198","2.2","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.2","3","7","22","0.00","0.00","0.00","0.00","0.00","0.02","0.06","0.09","0.02","0.09",
"Nordin Amrabat","maMAR","FW,MF","Leganés","esLa Liga","30","1987","30","17","1,623","18.0","2","4","6","2","0","0","6","1","3.7","3.7","3.2","6.9","87","50","146","0.11","0.22","0.33","0.11","0.33","0.20","0.18","0.38","0.20","0.38",
"Jon Ander Serantes","esESP","GK","Leganés","esLa Liga","27","1989","1","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Joachim Andersen","dkDEN","DF","Sampdoria","itSerie A","21","1996","7","6","546","6.1","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","7","27","1","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02",
"Felipe Anderson","brBRA","FW,MF","Lazio","itSerie A","24","1993","21","9","1,162","12.9","4","6","10","4","0","0","0","0","2.8","2.8","4.3","7.1","98","83","140","0.31","0.46","0.77","0.31","0.77","0.22","0.33","0.55","0.22","0.55",
"Florin Andone","roROU","FW","La Coruña","esLa Liga","24","1993","29","16","1,636","18.2","7","3","10","7","0","1","6","0","11.4","10.6","0.9","11.5","41","11","144","0.39","0.17","0.55","0.39","0.55","0.63","0.05","0.68","0.58","0.63",
"Nícolas Andrade","brBRA","GK","Hellas Verona","itSerie A","29","1988","36","36","3,240","36.0","0","0","0","0","0","0","2","1","0.0","0.0","0.1","0.1","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Benjamin André","frFRA","MF","Rennes","frLigue 1","26","1990","34","34","3,011","33.5","3","3","6","3","0","0","11","1","4.3","4.3","1.9","6.2","48","234","117","0.09","0.09","0.18","0.09","0.18","0.13","0.06","0.19","0.13","0.19",
"Marco Andreolli","itITA","DF","Cagliari","itSerie A","31","1986","23","20","1,829","20.3","0","0","0","0","0","0","5","0","0.2","0.2","0.0","0.2","11","54","2","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Yoann Andreu","frFRA","DF","Angers","frLigue 1","28","1989","23","23","2,070","23.0","1","2","3","1","0","0","4","0","0.1","0.1","1.9","2.0","37","87","74","0.04","0.09","0.13","0.04","0.13","0.01","0.08","0.09","0.01","0.09",
"Miguel Ángel Guerrero","esESP","FW","Leganés","esLa Liga","27","1990","22","15","1,442","16.0","4","3","7","4","0","1","3","0","5.7","4.9","1.5","6.4","16","18","87","0.25","0.19","0.44","0.25","0.44","0.35","0.09","0.45","0.31","0.40",
"José Ángel","esESP","DF","Eibar","esLa Liga","27","1989","30","28","2,426","27.0","0","8","8","0","0","0","4","0","0.5","0.5","4.1","4.6","44","128","89","0.00","0.30","0.30","0.00","0.30","0.02","0.15","0.17","0.02","0.17",
"Miguel Ángel Moyá","esESP","GK","Real Sociedad","esLa Liga","33","1984","9","9","764","8.5","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Miguel Ángel Rubio","esESP","DF","Getafe","esLa Liga","19","1998","1","0","29","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Gabriele Angella","itITA","DF","Udinese","itSerie A","28","1989","12","9","893","9.9","0","0","0","0","0","0","3","0","0.3","0.3","0.0","0.3","2","35","7","0.00","0.00","0.00","0.00","0.00","0.03","0.00","0.03","0.03","0.03",
"Cristian Ansaldi","arARG","DF","Torino","itSerie A","30","1986","25","20","1,872","20.8","1","3","4","1","0","0","7","1","0.7","0.7","3.6","4.4","78","87","88","0.05","0.14","0.19","0.05","0.19","0.04","0.18","0.21","0.04","0.21",
"Luca Antei","itITA","DF","Benevento","itSerie A","25","1992","8","8","592","6.6","0","0","0","0","0","0","1","1","0.1","0.1","0.0","0.1","7","16","1","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Mirco Antenucci","itITA","FW","SPAL","itSerie A","32","1984","33","28","2,571","28.6","11","4","15","6","5","5","1","0","8.1","4.2","3.5","7.7","46","52","214","0.39","0.14","0.53","0.21","0.35","0.28","0.12","0.41","0.15","0.27",
"Waldemar Anton","deGER","DF,MF","Hannover 96","deBundesliga","21","1996","27","26","2,278","25.3","1","0","1","1","0","0","1","0","1.8","1.8","0.0","1.8","23","101","14","0.04","0.00","0.04","0.04","0.04","0.07","0.00","0.07","0.07","0.07",
"Luca Antonelli","itITA","DF,FW","Milan","itSerie A","30","1987","6","1","144","1.6","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","2","10","6","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.03","0.00","0.03",
"Michail Antonio","jmJAM","FW,MF","West Ham","engPremier League","27","1990","21","16","1,354","15.0","3","1","4","3","0","0","1","0","2.4","2.4","1.0","3.4","47","29","117","0.20","0.07","0.27","0.20","0.27","0.16","0.07","0.23","0.16","0.23",
"Mirko Antonucci","itITA","FW","Roma","itSerie A","18","1999","2","0","31","0.3","0","1","1","0","0","0","0","0","0.6","0.6","0.4","0.9","1","1","6","0.00","2.90","2.90","0.00","2.90","1.69","1.07","2.76","1.69","2.76",
"Vitorino Antunes","ptPOR","DF","Getafe","esLa Liga","30","1987","34","31","2,799","31.1","0","2","2","0","0","1","14","0","1.7","0.9","3.4","4.3","45","116","65","0.00","0.06","0.06","0.00","0.06","0.05","0.11","0.16","0.03","0.14",
"Dennis Aogo","deGER","MF,DF","Stuttgart","deBundesliga","30","1987","29","22","1,954","21.7","0","6","6","0","0","0","5","0","1.3","1.3","2.3","3.6","20","85","75","0.00","0.28","0.28","0.00","0.28","0.06","0.11","0.17","0.06","0.17",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","19","1998","32","27","2,433","27.0","6","5","11","6","0","0","1","0","5.3","5.3","4.5","9.8","87","195","131","0.22","0.18","0.41","0.22","0.41","0.20","0.17","0.36","0.20","0.36",
"Alberto Aquilani","itITA","MF","Las Palmas","esLa Liga","33","1984","21","15","1,297","14.4","0","0","0","0","0","0","4","0","0.7","0.7","0.5","1.2","8","80","12","0.00","0.00","0.00","0.00","0.00","0.05","0.04","0.08","0.05","0.08",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","21","1995","27","26","2,124","23.6","1","1","2","1","0","0","9","1","1.6","1.6","1.9","3.6","12","76","15","0.04","0.04","0.08","0.04","0.08","0.07","0.08","0.15","0.07","0.15",
