Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches"Ismael Aaneba","frFRA","DF","Strasbourg","frLigue 1","19","1999","3","3","204","2.3","0","0","0","0","0","0","3","0","0.0","0.0","0.4","0.4","3","8","8","0.00","0.00","0.00","0.00","0.00","0.00","0.17","0.17","0.00","0.17",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","22","1995","33","33","2,772","30.8","0","0","0","0","0","0","10","1","0.7","0.7","1.7","2.3","34","105","81","0.00","0.00","0.00","0.00","0.00","0.02","0.05","0.08","0.02","0.08",
"Leo Dubois","frFRA","DF","Lyon","frLigue 1","23","1994","25","21","2,044","22.7","1","6","7","1","0","0","2","0","0.9","0.9","4.5","5.4","86","129","157","0.04","0.26","0.31","0.04","0.31","0.04","0.20","0.24","0.04","0.24",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","29","1989","38","38","3,420","38.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Marvin Ducksch","deGER","FW","Düsseldorf","deBundesliga","24","1994","16","8","823","9.1","1","1","2","1","0","0","1","0","1.6","1.6","1.8","3.4","8","33","61","0.11","0.11","0.22","0.11","0.22","0.18","0.20","0.38","0.18","0.38",
"Ondrej Duda","skSVK","MF","Hertha BSC","deBundesliga","23","1994","32","30","2,563","28.5","11","5","16","11","0","0","7","0","7.0","7.0","5.8","12.8","36","141","116","0.39","0.18","0.56","0.39","0.56","0.25","0.20","0.45","0.25","0.45",
"Shane Duffy","ieIRL","DF","Brighton","engPremier League","26","1992","35","35","3,087","34.3","5","1","6","5","0","0","4","1","3.1","3.1","0.3","3.4","1","35","11","0.15","0.03","0.17","0.15","0.17","0.09","0.01","0.10","0.09","0.10",
"Demeaco Duhaney","engENG","DF","Huddersfield","engPremier League","19","1998","1","1","45","0.5","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","2","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","26","1991","26","21","1,990","22.1","0","0","0","0","0","0","1","0","0.3","0.3","0.7","1.0","10","68","16","0.00","0.00","0.00","0.00","0.00","0.01","0.03","0.04","0.01","0.04",
"Alfred Duncan","ghGHA","MF","Sassuolo","itSerie A","25","1993","26","21","1,848","20.5","4","4","8","4","0","0","7","1","1.1","1.1","2.8","3.9","45","109","59","0.19","0.19","0.39","0.19","0.39","0.05","0.14","0.19","0.05","0.19",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","26","1991","36","36","3,151","35.0","2","1","3","2","0","0","7","2","1.8","1.8","0.8","2.6","16","63","6","0.06","0.03","0.09","0.06","0.09","0.05","0.02","0.07","0.05","0.07",
"Maxime Dupé","frFRA","GK","Nantes","frLigue 1","25","1993","11","10","940","10.4","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Erik Durm","deGER","DF","Huddersfield","engPremier League","26","1992","28","21","2,055","22.8","0","1","1","0","0","0","0","0","0.4","0.4","0.6","1.0","42","61","106","0.00","0.04","0.04","0.00","0.04","0.02","0.03","0.04","0.02","0.04",
"Jimmy Durmaz","seSWE","MF,FW","Toulouse","frLigue 1","29","1989","36","21","1,899","21.1","4","1","5","2","2","2","5","0","4.4","2.8","2.9","5.7","60","144","110","0.19","0.05","0.24","0.09","0.14","0.21","0.14","0.35","0.13","0.27",
"Riza Durmisi","dkDEN","DF","Lazio","itSerie A","24","1994","10","2","326","3.6","0","1","1","0","0","0","4","0","0.1","0.1","0.8","1.0","16","12","25","0.00","0.28","0.28","0.00","0.28","0.04","0.23","0.27","0.04","0.27",
"Hugo Duro","esESP","MF,FW","Getafe","esLa Liga","18","1999","11","5","417","4.6","0","0","0","0","0","0","0","0","0.4","0.4","0.6","1.0","3","5","18","0.00","0.00","0.00","0.00","0.00","0.09","0.13","0.22","0.09","0.22",
"Raphael Dwamena","ghGHA","FW","Levante","esLa Liga","22","1995","12","1","222","2.5","0","1","1","0","0","0","0","0","0.7","0.7","0.5","1.2","7","3","17","0.00","0.41","0.41","0.00","0.41","0.28","0.19","0.47","0.28","0.47",
"Paulo Dybala","arARG","FW,MF","Juventus","itSerie A","24","1993","30","24","2,137","23.7","5","4","9","4","1","1","2","0","5.0","4.2","3.8","8.0","69","143","154","0.21","0.17","0.38","0.17","0.34","0.21","0.16","0.37","0.18","0.34",
"Edin Džeko","baBIH","FW","Roma","itSerie A","32","1986","33","28","2,579","28.7","9","6","15","9","0","0","9","0","14.5","14.5","4.2","18.6","64","94","246","0.31","0.21","0.52","0.31","0.52","0.50","0.15","0.65","0.50","0.65",
"Blerim Džemaili","chSUI","MF","Bologna","itSerie A","32","1986","28","20","1,750","19.4","1","1","2","1","0","0","4","0","1.8","1.8","1.3","3.2","55","105","69","0.05","0.05","0.10","0.05","0.10","0.09","0.07","0.16","0.09","0.16",
"Félix Eboa Eboa","cmCMR","DF","Guingamp","frLigue 1","21","1997","27","27","2,426","27.0","3","0","3","3","0","0","5","0","1.7","1.7","0.3","2.0","9","74","3","0.11","0.00","0.11","0.11","0.11","0.06","0.01","0.08","0.06","0.08",
"Dennis Eckert","deGER","FW","Celta Vigo","esLa Liga","21","1997","9","1","216","2.4","0","0","0","0","0","0","0","0","0.7","0.7","0.1","0.8","2","4","17","0.00","0.00","0.00","0.00","0.00","0.30","0.04","0.34","0.30","0.34",
"Bruno Ecuele Manga","gaGAB","DF","Cardiff City","engPremier League","30","1988","38","37","3,376","37.5","0","1","1","0","0","0","0","0","1.1","1.1","0.4","1.5","18","102","19","0.00","0.03","0.03","0.00","0.03","0.03","0.01","0.04","0.03","0.04",
"Simone Edera","itITA","MF","Torino","itSerie A","21","1997","3","1","77","0.9","0","0","0","0","0","0","0","0","0.1","0.1","0.1","0.2","3","1","4","0.00","0.00","0.00","0.00","0.00","0.06","0.14","0.21","0.06","0.21",
"Simone Edera","itITA","FW","Bologna","itSerie A","21","1997","4","3","196","2.2","0","0","0","0","0","0","1","0","0.7","0.7","0.2","0.9","5","2","11","0.00","0.00","0.00","0.00","0.00","0.32","0.09","0.41","0.32","0.41",
"Ederson","brBRA","GK","Manchester City","engPremier League","24","1993","38","38","3,420","38.0","0","1","1","0","0","0","2","0","0.0","0.0","0.1","0.1","0","3","0","0.00","0.03","0.03","0.00","0.03","0.00","0.00","0.00","0.00","0.00",
"Johannes Eggestein","deGER","FW,MF","Werder Bremen","deBundesliga","20","1998","23","12","1,113","12.4","4","1","5","4","0","0","0","0","4.6","4.6","1.8","6.4","42","35","121","0.32","0.08","0.40","0.32","0.40","0.38","0.14","0.52","0.38","0.52",
"Maximilian Eggestein","deGER","MF","Werder Bremen","deBundesliga","21","1996","34","34","3,052","33.9","5","4","9","5","0","0","4","0","2.1","2.1","4.6","6.7","77","199","127","0.15","0.12","0.27","0.15","0.27","0.06","0.14","0.20","0.06","0.20",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","29","1989","32","30","2,646","29.4","0","0","0","0","0","0","6","0","0.9","0.9","1.0","1.9","39","129","25","0.00","0.00","0.00","0.00","0.00","0.03","0.03","0.07","0.03","0.07",
"Josip Elez","hrCRO","DF","Hannover 96","deBundesliga","24","1994","10","7","646","7.2","0","0","0","0","0","0","1","0","0.1","0.1","0.1","0.2","14","29","0","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.03","0.01","0.03",
"Harvey Elliott","engENG","MF","Fulham","engPremier League","15","2003","2","0","20","0.2","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","1","2","2","0.00","0.00","0.00","0.00","0.00","0.27","0.00","0.27","0.27","0.27",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","26","1992","8","5","380","4.2","0","0","0","0","0","0","0","0","0.4","0.4","0.2","0.6","4","31","4","0.00","0.00","0.00","0.00","0.00","0.11","0.05","0.15","0.11","0.15",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","24","1994","27","24","2,254","25.0","1","0","1","1","0","0","5","0","1.5","1.5","0.6","2.1","25","71","24","0.04","0.00","0.04","0.04","0.04","0.06","0.02","0.08","0.06","0.08",
"Gorka Elustondo","esESP","MF,DF","Rayo Vallecano","esLa Liga","31","1987","5","3","285","3.2","0","0","0","0","0","0","1","0","0.0","0.0","0.4","0.4","4","15","1","0.00","0.00","0.00","0.00","0.00","0.01","0.12","0.13","0.01","0.13",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","21","1996","30","30","2,623","29.1","2","1","3","2","0","0","1","0","1.4","1.4","0.7","2.1","53","118","11","0.07","0.03","0.10","0.07","0.10","0.05","0.02","0.07","0.05","0.07",
"Rodrigo Ely","brBRA","DF","Alavés","esLa Liga","24","1993","5","5","430","4.8","0","0","0","0","0","0","1","0","0.1","0.1","0.1","0.2","0","6","2","0.00","0.00","0.00","0.00","0.00","0.02","0.03","0.04","0.02","0.04",
"Mohamed Elyounoussi","noNOR","MF","Southampton","engPremier League","23","1994","16","8","793","8.8","0","0","0","0","0","0","0","0","2.1","2.1","1.1","3.2","20","20","54","0.00","0.00","0.00","0.00","0.00","0.23","0.13","0.36","0.23","0.36",
"Adri Embarba","esESP","MF,FW","Rayo Vallecano","esLa Liga","26","1992","36","27","2,282","25.4","5","6","11","2","3","3","5","1","6.7","4.3","7.4","11.7","93","53","164","0.20","0.24","0.43","0.08","0.32","0.26","0.29","0.56","0.17","0.46",
"Breel Embolo","chSUI","FW","Schalke 04","deBundesliga","21","1997","20","15","1,345","14.9","5","1","6","5","0","0","4","0","4.2","4.2","2.9","7.1","31","23","111","0.33","0.07","0.40","0.33","0.40","0.28","0.19","0.47","0.28","0.47",
"Emerson","brBRA","FW,DF","Betis","esLa Liga","19","1999","6","4","317","3.5","0","0","0","0","0","0","1","0","0.2","0.2","0.3","0.4","7","13","26","0.00","0.00","0.00","0.00","0.00","0.05","0.07","0.12","0.05","0.12",
"Youssef En-Nesyri","maMAR","FW","Leganés","esLa Liga","21","1997","31","22","2,106","23.4","9","2","11","9","0","0","7","0","7.1","7.1","2.3","9.4","38","28","143","0.38","0.09","0.47","0.38","0.47","0.30","0.10","0.40","0.30","0.40",
"Björn Engels","beBEL","DF","Reims","frLigue 1","23","1994","33","33","2,970","33.0","1","1","2","1","0","0","4","0","1.1","1.1","1.3","2.5","20","104","4","0.03","0.03","0.06","0.03","0.06","0.03","0.04","0.07","0.03","0.07",
"Sergi Enrich","esESP","FW","Eibar","esLa Liga","28","1990","35","30","2,582","28.7","7","4","11","7","0","0","4","0","10.9","10.9","2.7","13.6","14","58","210","0.24","0.14","0.38","0.24","0.38","0.38","0.09","0.48","0.38","0.48",
"Javier Eraso","esESP","MF,FW","Leganés","esLa Liga","28","1990","13","9","631","7.0","0","0","0","0","0","0","2","0","0.1","0.1","1.0","1.1","8","16","43","0.00","0.00","0.00","0.00","0.00","0.02","0.14","0.16","0.02","0.16",
"Christian Eriksen","dkDEN","MF","Tottenham","engPremier League","26","1992","35","30","2,774","30.8","8","12","20","8","0","0","3","0","5.4","5.4","7.4","12.8","78","212","132","0.26","0.39","0.65","0.26","0.65","0.17","0.24","0.42","0.17","0.42",
"Patrick Erras","deGER","MF","Nürnberg","deBundesliga","23","1995","19","13","1,222","13.6","0","1","1","0","0","0","1","0","0.8","0.7","0.8","1.5","3","37","3","0.00","0.07","0.07","0.00","0.07","0.06","0.06","0.12","0.05","0.11",
"Gonzalo Escalante","arARG","MF","Eibar","esLa Liga","25","1993","32","18","1,789","19.9","4","1","5","4","0","0","6","0","2.9","2.9","1.0","3.9","14","79","35","0.20","0.05","0.25","0.20","0.25","0.15","0.05","0.20","0.15","0.20",
"Sergio Escudero","esESP","DF,FW","Sevilla","esLa Liga","28","1989","21","18","1,545","17.2","0","1","1","0","0","0","8","1","1.4","1.4","1.2","2.7","40","107","90","0.00","0.06","0.06","0.00","0.06","0.08","0.07","0.15","0.08","0.15",
"Bernardo Espinosa","coCOL","DF","Girona","esLa Liga","29","1989","31","31","2,727","30.3","1","1","2","1","0","0","6","2","2.1","2.1","1.2","3.3","0","49","6","0.03","0.03","0.07","0.03","0.07","0.07","0.04","0.11","0.07","0.11",
"Michael Esser","deGER","GK","Hannover 96","deBundesliga","30","1987","32","32","2,880","32.0","0","0","0","0","0","0","3","0","0.0","0.0","0.5","0.5","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.00","0.02",
"Alexander Esswein","deGER","MF,FW","Stuttgart","deBundesliga","28","1990","17","15","1,251","13.9","0","0","0","0","0","0","3","0","1.7","1.7","1.3","3.0","34","24","138","0.00","0.00","0.00","0.00","0.00","0.12","0.10","0.22","0.12","0.22",
"Neil Etheridge","phPHI","GK","Cardiff City","engPremier League","28","1990","38","38","3,420","38.0","0","0","0","0","0","0","2","0","0.0","0.0","0.1","0.1","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Beñat Etxebarria","esESP","MF","Athletic Club","esLa Liga","31","1987","27","25","2,031","22.6","1","2","3","1","0","0","8","0","0.5","0.5","2.6","3.1","14","138","22","0.04","0.09","0.13","0.04","0.13","0.02","0.12","0.14","0.02","0.14",
"Xabier Etxeita","esESP","DF","Huesca","esLa Liga","30","1987","31","30","2,677","29.7","4","0","4","4","0","0","10","0","2.7","2.7","0.3","3.0","18","62","9","0.13","0.00","0.13","0.13","0.13","0.09","0.01","0.10","0.09","0.10",
"Lucas Evangelista","brBRA","FW,MF","Nantes","frLigue 1","23","1995","14","9","720","8.0","1","0","1","1","0","0","0","0","0.8","0.8","0.1","0.9","14","34","61","0.12","0.00","0.12","0.12","0.12","0.10","0.02","0.12","0.10","0.12",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","30","1988","24","21","1,996","22.2","1","0","1","1","0","0","2","0","0.9","0.9","0.3","1.1","4","33","3","0.05","0.00","0.05","0.05","0.05","0.04","0.01","0.05","0.04","0.05",
"Ewerton","brBRA","DF","Nürnberg","deBundesliga","29","1989","18","15","1,341","14.9","0","0","0","0","0","0","2","0","0.6","0.6","0.1","0.7","2","20","0","0.00","0.00","0.00","0.00","0.00","0.04","0.01","0.04","0.04","0.04",
"Valentin Eysseric","frFRA","FW,MF","Fiorentina","itSerie A","26","1992","8","4","358","4.0","0","1","1","0","0","0","1","0","0.2","0.2","1.1","1.2","8","19","35","0.00","0.25","0.25","0.00","0.25","0.04","0.27","0.31","0.04","0.31",
"Valentin Eysseric","frFRA","MF,FW","Nantes","frLigue 1","26","1992","5","3","209","2.3","1","0","1","0","1","2","1","0","1.9","0.4","0.3","0.7","6","6","13","0.43","0.00","0.43","0.00","0.00","0.83","0.14","0.98","0.15","0.30",
"Marco Fabián","mxMEX","FW","Eint Frankfurt","deBundesliga","29","1989","1","1","62","0.7","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","2","0","2","0.00","0.00","0.00","0.00","0.00","0.10","0.00","0.10","0.10","0.10",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","33","1985","38","38","3,420","38.0","0","0","0","0","0","0","0","0","0.0","0.0","0.1","0.1","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Fabinho","brBRA","MF","Liverpool","engPremier League","24","1993","28","21","2,017","22.4","1","2","3","1","0","0","6","0","1.0","1.0","1.8","2.8","28","130","19","0.04","0.09","0.13","0.04","0.13","0.05","0.08","0.12","0.05","0.12",
"Fábio","brBRA","DF,FW","Nantes","frLigue 1","28","1990","20","15","1,276","14.2","0","2","2","0","0","0","4","1","0.1","0.1","1.0","1.0","44","47","55","0.00","0.14","0.14","0.00","0.14","0.01","0.07","0.07","0.01","0.07",
"Cesc Fàbregas","esESP","MF","Chelsea","engPremier League","31","1987","6","1","180","2.0","0","0","0","0","0","0","1","0","0.1","0.1","0.2","0.3","3","21","9","0.00","0.00","0.00","0.00","0.00","0.03","0.10","0.13","0.03","0.13",
"Cesc Fàbregas","esESP","MF","Monaco","frLigue 1","31","1987","13","12","966","10.7","1","0","1","1","0","0","2","0","1.5","1.5","1.0","2.5","12","113","31","0.09","0.00","0.09","0.09","0.09","0.14","0.09","0.23","0.14","0.23",
"Fabricio","esESP","GK","Fulham","engPremier League","30","1987","2","2","180","2.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Ralf Fährmann","deGER","GK","Schalke 04","deBundesliga","29","1988","17","16","1,470","16.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Romain Faivre","frFRA","MF","Monaco","frLigue 1","20","1998","1","1","90","1.0","0","0","0","0","0","0","1","0","0.1","0.1","0.0","0.1","5","7","9","0.00","0.00","0.00","0.00","0.00","0.12","0.03","0.15","0.12","0.15",
"Fayçal Fajr","maMAR","MF","Caen","frLigue 1","29","1988","36","36","3,240","36.0","5","4","9","4","1","1","6","0","3.2","2.4","5.7","8.2","39","225","59","0.14","0.11","0.25","0.11","0.22","0.09","0.16","0.25","0.07","0.23",
"Radamel Falcao","coCOL","FW","Monaco","frLigue 1","32","1986","33","29","2,557","28.4","15","2","17","12","3","4","10","0","15.2","12.0","2.0","14.0","22","47","166","0.53","0.07","0.60","0.42","0.49","0.53","0.07","0.60","0.42","0.49",
"Diego Falcinelli","itITA","FW","Bologna","itSerie A","27","1991","16","8","703","7.8","0","1","1","0","0","0","0","0","1.3","1.3","0.5","1.9","8","11","55","0.00","0.13","0.13","0.00","0.13","0.17","0.07","0.24","0.17","0.24",
"Simon Falette","gnGUI","DF","Eint Frankfurt","deBundesliga","26","1992","7","7","600","6.7","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","1","16","3","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Iago Falque","esESP","FW,MF","Torino","itSerie A","28","1990","26","19","1,612","17.9","6","4","10","6","0","0","1","0","5.3","5.3","3.4","8.8","76","88","168","0.33","0.22","0.56","0.33","0.56","0.30","0.19","0.49","0.30","0.49",
"Paolo Faragò","itITA","MF,DF","Cagliari","itSerie A","25","1993","26","17","1,703","18.9","1","1","2","1","0","0","8","1","2.0","2.0","2.0","4.0","37","61","105","0.05","0.05","0.11","0.05","0.11","0.11","0.11","0.21","0.11","0.21",
"Mohamed Fares","dzALG","DF","SPAL","itSerie A","22","1996","35","32","2,949","32.8","3","0","3","3","0","0","12","0","2.9","2.9","2.6","5.5","101","96","171","0.09","0.00","0.09","0.09","0.09","0.09","0.08","0.17","0.09","0.17",
"Diego Farias","brBRA","FW","Empoli","itSerie A","28","1990","16","16","1,193","13.3","4","4","8","4","0","0","1","0","4.9","4.9","3.2","8.1","50","37","107","0.30","0.30","0.60","0.30","0.60","0.37","0.24","0.61","0.37","0.61",
"Diego Farias","brBRA","FW","Cagliari","itSerie A","28","1990","16","7","700","7.8","3","0","3","3","0","0","3","0","2.6","2.6","0.3","2.9","19","20","67","0.39","0.00","0.39","0.39","0.39","0.34","0.04","0.37","0.34","0.37",
"Andrea Favilli","itITA","FW,DF","Genoa","itSerie A","21","1997","6","0","170","1.9","0","2","2","0","0","0","0","0","0.3","0.3","0.7","1.0","7","3","21","0.00","1.06","1.06","0.00","1.06","0.15","0.38","0.53","0.15","0.53",
"Federico Fazio","arARG","DF","Roma","itSerie A","31","1987","34","31","2,806","31.2","5","0","5","5","0","0","6","0","2.5","2.5","0.3","2.8","19","100","5","0.16","0.00","0.16","0.16","0.16","0.08","0.01","0.09","0.08","0.09",
"Zouhair Feddal","maMAR","DF","Betis","esLa Liga","29","1989","21","19","1,702","18.9","1","1","2","1","0","0","7","0","1.6","1.6","1.0","2.7","11","87","5","0.05","0.05","0.11","0.05","0.11","0.09","0.06","0.14","0.09","0.14",
"Nabil Fekir","frFRA","MF","Lyon","frLigue 1","25","1993","29","24","1,988","22.1","9","7","16","5","4","6","5","0","10.2","5.5","5.4","10.9","62","134","175","0.41","0.32","0.72","0.23","0.54","0.46","0.24","0.71","0.25","0.49",
"Yassin Fekir","frFRA","FW","Lyon","frLigue 1","21","1997","1","0","12","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.1","0.1","1","0","2","0.00","0.00","0.00","0.00","0.00","0.19","0.42","0.61","0.19","0.61",
"Felipe","brBRA","DF","Hannover 96","deBundesliga","31","1987","17","14","1,095","12.2","2","0","2","2","0","0","5","1","1.1","1.1","0.0","1.1","7","24","2","0.16","0.00","0.16","0.16","0.16","0.09","0.00","0.09","0.09","0.09",
"Luiz Felipe","itITA","DF","Lazio","itSerie A","21","1997","17","15","1,289","14.3","1","1","2","1","0","0","4","0","0.6","0.6","0.4","1.0","12","43","7","0.07","0.07","0.14","0.07","0.14","0.04","0.03","0.07","0.04","0.07",
"Ohis Felix Uduokhai","deGER","DF","Wolfsburg","deBundesliga","20","1997","11","2","244","2.7","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","5","15","4","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Marouane Fellaini","beBEL","MF","Manchester Utd","engPremier League","30","1987","14","6","752","8.4","0","1","1","0","0","0","1","0","0.4","0.4","0.4","0.9","1","36","29","0.00","0.12","0.12","0.00","0.12","0.05","0.05","0.11","0.05","0.11",
"Kiko Femenía","esESP","DF","Watford","engPremier League","27","1991","29","22","2,049","22.8","1","1","2","1","0","0","1","0","0.4","0.4","1.6","2.0","41","106","84","0.04","0.04","0.09","0.04","0.09","0.02","0.07","0.09","0.02","0.09",
"Edimilson Fernandes","chSUI","MF","Fiorentina","itSerie A","22","1996","29","23","1,970","21.9","2","0","2","2","0","0","9","1","1.2","1.2","1.3","2.5","35","100","51","0.09","0.00","0.09","0.09","0.09","0.06","0.06","0.12","0.05","0.11",
"Gelson Fernandes","chSUI","MF","Eint Frankfurt","deBundesliga","31","1986","28","28","2,225","24.7","1","0","1","1","0","0","10","1","0.8","0.8","0.3","1.1","3","72","5","0.04","0.00","0.04","0.04","0.04","0.03","0.01","0.04","0.03","0.04",
"Aitor Fernández","esESP","GK","Levante","esLa Liga","27","1991","16","16","1,440","16.0","0","0","0","0","0","0","0","0","0.0","0.0","0.3","0.3","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.02","0.00","0.02",
"Andrés Fernández","esESP","GK","Villarreal","esLa Liga","31","1986","6","6","540","6.0","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","0","1","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Borja Fernández","esESP","MF,DF","Valladolid","esLa Liga","37","1981","19","10","841","9.3","0","0","0","0","0","0","4","0","0.2","0.2","0.0","0.2","1","31","4","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.02","0.02","0.02",
"Federico Fernández","arARG","DF","Newcastle Utd","engPremier League","29","1989","19","17","1,484","16.5","0","1","1","0","0","0","2","0","0.2","0.2","0.5","0.7","2","40","3","0.00","0.06","0.06","0.00","0.06","0.01","0.03","0.04","0.01","0.04",
"Joaquín Fernández","esESP","DF,MF","Valladolid","esLa Liga","22","1996","13","9","839","9.3","1","0","1","1","0","0","2","0","0.7","0.7","0.0","0.7","1","17","1","0.11","0.00","0.11","0.11","0.11","0.07","0.00","0.07","0.07","0.07",
"Valery Fernández","esESP","DF,FW","Girona","esLa Liga","18","1999","17","10","888","9.9","0","1","1","0","0","0","2","0","0.1","0.1","0.7","0.8","29","17","46","0.00","0.10","0.10","0.00","0.10","0.01","0.08","0.09","0.01","0.09",
"Fernandinho","brBRA","MF","Manchester City","engPremier League","33","1985","29","27","2,377","26.4","1","3","4","1","0","0","5","0","1.6","1.6","3.0","4.5","58","236","29","0.04","0.11","0.15","0.04","0.15","0.06","0.11","0.17","0.06","0.17",
"Juan Ferney Otero","coCOL","FW,MF","Amiens","frLigue 1","23","1995","33","24","2,175","24.2","2","2","4","2","0","0","1","0","3.0","3.0","2.3","5.3","82","83","193","0.08","0.08","0.17","0.08","0.17","0.12","0.10","0.22","0.12","0.22",
"Alex Ferrari","itITA","DF","Sampdoria","itSerie A","24","1994","6","6","540","6.0","0","0","0","0","0","0","2","0","0.0","0.0","0.0","0.0","0","13","3","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"David Ferreiro","esESP","MF,FW","Huesca","esLa Liga","30","1988","35","23","2,280","25.3","1","3","4","1","0","0","5","0","2.8","2.8","5.4","8.2","114","72","225","0.04","0.12","0.16","0.04","0.16","0.11","0.21","0.32","0.11","0.32",
"Facundo Ferreyra","arARG","FW","Espanyol","esLa Liga","27","1991","9","1","211","2.3","1","0","1","1","0","0","2","0","0.5","0.5","0.0","0.5","1","2","15","0.43","0.00","0.43","0.43","0.43","0.21","0.00","0.21","0.21","0.21",
"Jordan Ferri","frFRA","MF","Nîmes","frLigue 1","26","1992","24","21","1,874","20.8","2","1","3","2","0","0","5","0","0.7","0.7","2.9","3.5","55","170","57","0.10","0.05","0.14","0.10","0.14","0.03","0.14","0.17","0.03","0.17",
"Jordan Ferri","frFRA","MF","Lyon","frLigue 1","26","1992","4","1","116","1.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","4","12","7","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Oliver Fink","deGER","MF","Düsseldorf","deBundesliga","36","1982","18","13","1,055","11.7","3","0","3","3","0","0","4","0","0.7","0.7","0.6","1.3","15","51","33","0.26","0.00","0.26","0.26","0.26","0.06","0.05","0.11","0.06","0.11",
"Alfreð Finnbogason","isISL","FW","Augsburg","deBundesliga","29","1989","18","17","1,335","14.8","10","1","11","6","4","4","2","0","10.6","7.5","2.4","9.8","21","27","110","0.67","0.07","0.74","0.40","0.47","0.71","0.16","0.88","0.50","0.66",
"Roberto Firmino","brBRA","FW,MF","Liverpool","engPremier League","26","1991","34","31","2,607","29.0","12","6","18","11","1","1","0","0","13.6","12.8","5.5","18.3","62","148","244","0.41","0.21","0.62","0.38","0.59","0.47","0.19","0.66","0.44","0.63",
"Junior Firpo","doDOM","DF,FW","Betis","esLa Liga","21","1996","24","22","1,937","21.5","3","4","7","3","0","0","7","0","2.2","2.2","2.2","4.3","73","83","171","0.14","0.19","0.33","0.14","0.33","0.10","0.10","0.20","0.10","0.20",
"Mathieu Flamini","frFRA","MF","Getafe","esLa Liga","34","1984","10","4","453","5.0","0","0","0","0","0","0","5","0","0.0","0.0","0.0","0.0","0","19","1","0.00","0.00","0.00","0.00","0.00","0.00","0.01","0.01","0.00","0.01",
"Mark Flekken","nlNED","GK","Freiburg","deBundesliga","25","1993","1","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Sergio Floccari","itITA","FW","SPAL","itSerie A","36","1981","20","11","976","10.8","3","1","4","3","0","0","3","0","2.2","2.2","0.3","2.5","14","18","62","0.28","0.09","0.37","0.28","0.37","0.20","0.03","0.23","0.20","0.23",
