Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
"Marco Brescianini","itITA","MF","Milan","itSerie A","19","2000","1","0","25","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","2","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Anthony Briançon","frFRA","DF","Nîmes","frLigue 1","24","1994","22","20","1,737","19.3","1","0","1","1","0","0","0","2","2.0","2.0","0.4","2.3","15","48","2","0.05","0.00","0.05","0.05","0.05","0.10","0.02","0.12","0.10","0.12",
"Jimmy Briand","frFRA","FW","Bordeaux","frLigue 1","33","1985","22","18","1,525","16.9","7","1","8","6","1","1","1","0","5.2","4.5","0.8","5.3","9","15","73","0.41","0.06","0.47","0.35","0.41","0.31","0.05","0.36","0.26","0.31",
"Yan Brice Eteki","cmCMR","MF","Granada","esLa Liga","21","1997","28","18","1,499","16.7","0","0","0","0","0","0","4","0","0.4","0.4","0.1","0.5","12","44","8","0.00","0.00","0.00","0.00","0.00","0.02","0.01","0.03","0.02","0.03",
"Armando Broja","alALB","FW","Chelsea","engPremier League","17","2001","1","0","5","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Dylan Bronn","tnTUN","DF","Metz","frLigue 1","24","1995","9","9","810","9.0","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","0","11","0","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"David Brooks","wlsWAL","MF,FW","Bournemouth","engPremier League","22","1997","9","8","506","5.6","1","0","1","1","0","0","1","0","0.5","0.5","0.3","0.8","4","17","24","0.18","0.00","0.18","0.18","0.18","0.08","0.05","0.14","0.08","0.14",
"John Brooks","usUSA","DF","Wolfsburg","deBundesliga","26","1993","25","25","2,224","24.7","0","1","1","0","0","0","4","0","1.2","1.2","1.7","2.9","14","81","6","0.00","0.04","0.04","0.00","0.04","0.05","0.07","0.12","0.05","0.12",
"Daniel Brosinski","deGER","DF","Mainz 05","deBundesliga","31","1988","26","16","1,709","19.0","2","4","6","1","1","1","3","0","2.0","1.2","6.0","7.2","43","77","88","0.11","0.21","0.32","0.05","0.26","0.10","0.32","0.42","0.06","0.38",
"Josh Brownhill","engENG","MF","Burnley","engPremier League","23","1995","10","9","805","8.9","0","0","0","0","0","0","2","0","0.5","0.5","0.1","0.7","2","20","15","0.00","0.00","0.00","0.00","0.00","0.06","0.02","0.08","0.06","0.08",
"Marcelo Brozović","hrCRO","MF","Inter","itSerie A","26","1992","32","30","2,701","30.0","3","6","9","3","0","0","9","0","3.2","3.2","2.8","5.9","47","240","40","0.10","0.20","0.30","0.10","0.30","0.11","0.09","0.20","0.11","0.20",
"Gastón Brugman","uyURU","MF","Parma","itSerie A","26","1992","23","17","1,458","16.2","0","2","2","0","0","0","5","0","0.3","0.3","1.3","1.6","19","65","12","0.00","0.12","0.12","0.00","0.12","0.02","0.08","0.10","0.02","0.10",
"Jeffrey Bruma","nlNED","DF","Wolfsburg","deBundesliga","27","1991","9","9","810","9.0","0","0","0","0","0","0","1","0","0.8","0.8","0.0","0.8","2","13","0","0.00","0.00","0.00","0.00","0.00","0.09","0.00","0.09","0.09","0.09",
"Jeffrey Bruma","nlNED","DF","Mainz 05","deBundesliga","27","1991","8","8","675","7.5","0","0","0","0","0","0","3","0","0.6","0.6","0.0","0.6","3","18","0","0.00","0.00","0.00","0.00","0.00","0.08","0.00","0.08","0.08","0.08",
"Jacob Bruun Larsen","dkDEN","FW,MF","Hoffenheim","deBundesliga","20","1998","11","5","391","4.3","0","1","1","0","0","0","0","0","0.2","0.2","1.9","2.1","19","11","31","0.00","0.23","0.23","0.00","0.23","0.05","0.44","0.49","0.05","0.49",
"Jacob Bruun Larsen","dkDEN","FW","Dortmund","deBundesliga","20","1998","4","0","68","0.8","0","1","1","0","0","0","0","0","0.0","0.0","0.5","0.5","2","1","8","0.00","1.32","1.32","0.00","1.32","0.00","0.62","0.62","0.00","0.62",
"Lucas Buadés","frFRA","MF,FW","Nîmes","frLigue 1","21","1997","6","1","121","1.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Ante Budimir","hrCRO","FW","Mallorca","esLa Liga","28","1991","35","33","2,765","30.7","13","2","15","11","2","2","12","0","11.1","9.5","1.0","10.5","34","33","132","0.42","0.07","0.49","0.36","0.42","0.36","0.03","0.39","0.31","0.34",
"Emi Buendía","arARG","FW,MF","Norwich City","engPremier League","22","1996","36","28","2,464","27.4","1","7","8","1","0","0","6","1","2.2","2.2","6.8","9.0","68","194","106","0.04","0.26","0.29","0.04","0.29","0.08","0.25","0.33","0.08","0.33",
"Gianluigi Buffon","itITA","GK","Juventus","itSerie A","41","1978","9","9","810","9.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Marius Bülter","deGER","MF,FW","Union Berlin","deBundesliga","26","1993","32","28","2,321","25.8","7","1","8","7","0","0","1","0","3.7","3.7","3.8","7.5","70","49","132","0.27","0.04","0.31","0.27","0.31","0.14","0.15","0.29","0.14","0.29",
"Esteban Burgos","arARG","DF","Eibar","esLa Liga","27","1992","15","11","1,119","12.4","1","0","1","1","0","0","3","0","0.6","0.6","0.1","0.7","1","30","1","0.08","0.00","0.08","0.08","0.08","0.05","0.01","0.06","0.05","0.06",
"Guido Burgstaller","atAUT","FW","Schalke 04","deBundesliga","30","1989","21","13","1,234","13.7","0","1","1","0","0","0","3","0","3.9","3.9","1.1","4.9","16","26","93","0.00","0.07","0.07","0.00","0.07","0.28","0.08","0.36","0.28","0.36",
"Burgui","esESP","MF","Alavés","esLa Liga","25","1993","2","0","22","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Jonathan Burkardt","deGER","FW,MF","Mainz 05","deBundesliga","19","2000","8","3","253","2.8","1","0","1","1","0","0","0","0","0.7","0.7","0.1","0.8","5","3","11","0.36","0.00","0.36","0.36","0.36","0.27","0.03","0.30","0.27","0.30",
"Oliver Burke","sctSCO","MF,FW","Alavés","esLa Liga","22","1997","31","14","1,429","15.9","1","2","3","1","0","0","2","0","2.9","2.9","1.6","4.5","49","16","92","0.06","0.13","0.19","0.06","0.19","0.18","0.10","0.28","0.18","0.28",
"Roman Bürki","chSUI","GK","Dortmund","deBundesliga","28","1990","31","31","2,770","30.8","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Dan Burn","engENG","DF","Brighton","engPremier League","27","1992","34","33","2,880","32.0","0","0","0","0","0","0","5","0","1.2","1.2","1.3","2.5","52","135","93","0.00","0.00","0.00","0.00","0.00","0.04","0.04","0.08","0.04","0.08",
"Patrick Burner","mqMTQ","DF","Nice","frLigue 1","23","1996","20","15","1,434","15.9","1","1","2","1","0","0","6","1","0.3","0.3","0.8","1.1","20","101","32","0.06","0.06","0.13","0.06","0.13","0.02","0.05","0.07","0.02","0.07",
"Sergio Busquets","esESP","MF","Barcelona","esLa Liga","31","1988","33","29","2,483","27.6","2","2","4","2","0","0","9","0","1.3","1.3","2.8","4.1","12","220","17","0.07","0.07","0.14","0.07","0.14","0.05","0.10","0.15","0.05","0.15",
"Unai Bustinza","esESP","DF","Leganés","esLa Liga","27","1992","33","31","2,684","29.8","0","1","1","0","0","0","8","0","0.5","0.5","1.8","2.3","22","109","33","0.00","0.03","0.03","0.00","0.03","0.02","0.06","0.08","0.02","0.08",
"Ludovic Butelle","frFRA","GK","Angers","frLigue 1","36","1983","26","26","2,340","26.0","0","0","0","0","0","0","0","0","0.0","0.0","0.1","0.1","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Marcin Bułka","plPOL","GK","Paris S-G","frLigue 1","19","1999","1","1","90","1.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Sam Byram","engENG","DF","Norwich City","engPremier League","25","1993","17","15","1,293","14.4","0","0","0","0","0","0","4","0","1.4","1.4","0.4","1.7","21","41","58","0.00","0.00","0.00","0.00","0.00","0.10","0.03","0.12","0.10","0.12",
"Erick Cabaco","uyURU","DF","Getafe","esLa Liga","24","1995","4","3","267","3.0","0","0","0","0","0","0","0","0","0.3","0.3","0.0","0.3","1","13","0","0.00","0.00","0.00","0.00","0.00","0.09","0.00","0.09","0.09","0.09",
"Erick Cabaco","uyURU","DF","Levante","esLa Liga","24","1995","11","9","809","9.0","0","0","0","0","0","0","4","0","0.3","0.3","0.1","0.4","2","24","0","0.00","0.00","0.00","0.00","0.00","0.04","0.01","0.05","0.04","0.05",
"Willy Caballero","arARG","GK","Chelsea","engPremier League","37","1981","5","5","450","5.0","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Yohan Cabaye","frFRA","MF","Saint-Étienne","frLigue 1","33","1986","15","12","858","9.5","0","1","1","0","0","0","3","0","0.5","0.5","0.3","0.9","11","59","11","0.00","0.10","0.10","0.00","0.10","0.05","0.04","0.09","0.05","0.09",
"Manuel Cabit","mqMTQ","DF","Metz","frLigue 1","26","1993","3","3","270","3.0","0","1","1","0","0","0","2","0","0.0","0.0","0.7","0.7","8","9","14","0.00","0.33","0.33","0.00","0.33","0.00","0.23","0.23","0.00","0.23",
"Ariday Cabrera","esESP","MF","Mallorca","esLa Liga","30","1988","2","0","37","0.4","0","0","0","0","0","0","0","0","0.1","0.1","0.0","0.1","0","0","3","0.00","0.00","0.00","0.00","0.00","0.13","0.00","0.13","0.13","0.13",
"Leandro Cabrera","uyURU","DF","Getafe","esLa Liga","28","1991","18","18","1,530","17.0","2","0","2","2","0","0","3","0","1.0","1.0","0.4","1.4","6","64","5","0.12","0.00","0.12","0.12","0.12","0.06","0.02","0.08","0.06","0.08",
"Leandro Cabrera","uyURU","DF","Espanyol","esLa Liga","28","1991","17","17","1,530","17.0","0","1","1","0","0","0","2","0","0.0","0.0","0.9","0.9","9","53","6","0.00","0.06","0.06","0.00","0.06","0.00","0.05","0.05","0.00","0.05",
"Fabrizio Cacciatore","itITA","DF","Cagliari","itSerie A","32","1986","16","14","1,153","12.8","0","0","0","0","0","0","1","1","0.3","0.3","0.5","0.8","13","55","33","0.00","0.00","0.00","0.00","0.00","0.02","0.04","0.06","0.02","0.06",
"Martín Cáceres","uyURU","DF","Fiorentina","itSerie A","32","1987","27","27","2,356","26.2","1","0","1","1","0","0","10","1","2.0","2.0","0.7","2.7","24","117","10","0.04","0.00","0.04","0.04","0.04","0.08","0.03","0.10","0.08","0.10",
"Anthony Caci","frFRA","DF","Strasbourg","frLigue 1","22","1997","8","8","691","7.7","1","4","5","1","0","0","0","0","0.4","0.4","1.9","2.3","12","52","20","0.13","0.52","0.65","0.13","0.65","0.05","0.25","0.30","0.05","0.30",
"Jhonder Cádiz","veVEN","FW,MF","Dijon","frLigue 1","24","1995","17","7","799","8.9","2","2","4","2","0","0","3","0","3.2","3.2","0.9","4.1","25","20","64","0.23","0.23","0.45","0.23","0.45","0.36","0.10","0.46","0.36","0.46",
"Mathieu Cafaro","frFRA","FW,MF","Reims","frLigue 1","22","1997","13","12","924","10.3","1","2","3","0","1","1","3","1","2.7","1.9","2.1","4.0","34","36","75","0.10","0.19","0.29","0.00","0.19","0.26","0.21","0.47","0.18","0.39",
"Jonathan Cafu","brBRA","DF","Bordeaux","frLigue 1","28","1991","3","2","201","2.2","0","0","0","0","0","0","0","0","0.0","0.0","0.1","0.2","8","2","16","0.00","0.00","0.00","0.00","0.00","0.02","0.05","0.07","0.02","0.07",
"Gary Cahill","engENG","DF","Crystal Palace","engPremier League","33","1985","25","25","2,167","24.1","0","1","1","0","0","0","1","0","1.6","1.6","0.2","1.8","5","48","2","0.00","0.04","0.04","0.00","0.04","0.06","0.01","0.07","0.06","0.07",
"Felipe Caicedo","ecECU","FW","Lazio","itSerie A","30","1988","30","18","1,406","15.6","9","2","11","9","0","1","7","0","5.5","4.7","3.1","7.8","13","31","121","0.58","0.13","0.70","0.58","0.70","0.35","0.20","0.55","0.30","0.50",
"Arturo Calabresi","itITA","DF","Amiens","frLigue 1","23","1996","21","21","1,878","20.9","1","1","2","1","0","0","5","0","0.8","0.8","1.1","1.9","20","68","23","0.05","0.05","0.10","0.05","0.10","0.04","0.05","0.09","0.04","0.09",
"Davide Calabria","itITA","DF","Milan","itSerie A","22","1996","25","16","1,622","18.0","1","1","2","1","0","0","4","2","0.5","0.5","0.7","1.1","40","121","81","0.06","0.06","0.11","0.06","0.11","0.03","0.04","0.06","0.03","0.06",
"Riccardo Calafiori","itITA","DF","Roma","itSerie A","17","2002","1","1","59","0.7","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Mattia Caldara","itITA","DF","Atalanta","itSerie A","25","1994","14","11","959","10.7","0","1","1","0","0","0","1","0","0.3","0.3","0.4","0.7","3","16","2","0.00","0.09","0.09","0.00","0.09","0.03","0.04","0.06","0.03","0.06",
"Marco Calderoni","itITA","DF","Lecce","itSerie A","30","1989","26","24","2,064","22.9","3","2","5","3","0","0","7","0","0.7","0.7","2.4","3.1","39","59","97","0.13","0.09","0.22","0.13","0.22","0.03","0.10","0.13","0.03","0.13",
"Fernando Calero","esESP","DF","Espanyol","esLa Liga","23","1995","15","12","1,043","11.6","0","0","0","0","0","0","4","1","0.0","0.0","0.0","0.0","9","32","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Duje Ćaleta-Car","hrCRO","DF","Marseille","frLigue 1","22","1996","23","20","1,886","21.0","1","1","2","1","0","0","6","0","1.4","1.4","0.5","1.9","20","75","3","0.05","0.05","0.10","0.05","0.10","0.07","0.02","0.09","0.07","0.09",
"Hakan Çalhanoğlu","trTUR","MF,FW","Milan","itSerie A","25","1994","35","34","2,704","30.0","9","9","18","8","1","1","6","0","7.8","7.0","7.9","14.9","102","166","193","0.30","0.30","0.60","0.27","0.57","0.26","0.26","0.52","0.23","0.50",
"Daniel Caligiuri","itITA","MF,FW","Schalke 04","deBundesliga","31","1988","28","26","2,293","25.5","2","2","4","1","1","1","5","0","3.4","2.6","3.2","5.8","66","105","131","0.08","0.08","0.16","0.04","0.12","0.13","0.12","0.26","0.10","0.23",
"José Callejón","esESP","FW,MF","Napoli","itSerie A","32","1987","33","25","2,172","24.1","4","7","11","4","0","0","2","0","5.2","5.2","6.5","11.8","38","96","224","0.17","0.29","0.46","0.17","0.46","0.22","0.27","0.49","0.22","0.49",
"Jonathan Calleri","arARG","FW","Espanyol","esLa Liga","25","1993","27","20","1,811","20.1","1","3","4","1","0","0","6","1","4.5","4.5","2.6","7.1","32","28","111","0.05","0.15","0.20","0.05","0.20","0.22","0.13","0.35","0.22","0.35",
"Dominic Calvert-Lewin","engENG","FW","Everton","engPremier League","22","1997","36","30","2,626","29.2","13","1","14","13","0","0","9","0","15.3","15.3","1.5","16.8","40","50","156","0.45","0.03","0.48","0.45","0.48","0.52","0.05","0.57","0.52","0.57",
"Mahdi Camara","frFRA","MF","Saint-Étienne","frLigue 1","21","1998","12","10","901","10.0","0","0","0","0","0","0","2","1","0.3","0.3","0.2","0.5","19","30","13","0.00","0.00","0.00","0.00","0.00","0.03","0.02","0.05","0.03","0.05",
"Souleymane Camara","snSEN","FW","Montpellier","frLigue 1","36","1982","13","0","163","1.8","0","0","0","0","0","0","0","0","0.3","0.3","0.4","0.7","1","8","14","0.00","0.00","0.00","0.00","0.00","0.17","0.24","0.41","0.17","0.41",
"Víctor Camarasa","esESP","FW","Crystal Palace","engPremier League","25","1994","1","0","6","0.1","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Víctor Camarasa","esESP","MF","Alavés","esLa Liga","25","1994","17","15","1,293","14.4","0","1","1","0","0","0","1","0","0.3","0.3","2.2","2.5","9","55","34","0.00","0.07","0.07","0.00","0.07","0.02","0.15","0.17","0.02","0.17",
"Eduardo Camavinga","frFRA","MF","Rennes","frLigue 1","16","2002","25","24","2,107","23.4","1","2","3","1","0","0","4","0","0.9","0.9","0.7","1.6","48","96","24","0.04","0.09","0.13","0.04","0.13","0.04","0.03","0.07","0.04","0.07",
"Sergio Camello","esESP","FW","Atlético Madrid","esLa Liga","18","2001","2","0","25","0.3","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","1","2","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"José Campaña","esESP","MF","Levante","esLa Liga","26","1993","37","35","3,156","35.1","2","7","9","2","0","0","4","1","2.4","2.4","5.2","7.6","137","258","158","0.06","0.20","0.26","0.06","0.26","0.07","0.15","0.22","0.07","0.22",
"Xisco Campos","esESP","DF","Mallorca","esLa Liga","37","1982","9","4","473","5.3","0","1","1","0","0","0","2","0","0.3","0.3","0.4","0.6","2","5","1","0.00","0.19","0.19","0.00","0.19","0.05","0.07","0.12","0.05","0.12",
"Víctor Campuzano","esESP","FW","Espanyol","esLa Liga","22","1997","20","9","870","9.7","0","0","0","0","0","0","2","0","1.7","1.7","0.1","1.8","21","8","47","0.00","0.00","0.00","0.00","0.00","0.17","0.01","0.19","0.17","0.19",
"Emre Can","deGER","MF","Juventus","itSerie A","25","1994","8","2","284","3.2","0","0","0","0","0","0","2","0","1.2","1.2","0.1","1.2","11","13","18","0.00","0.00","0.00","0.00","0.00","0.37","0.03","0.39","0.37","0.39",
"Emre Can","deGER","MF,DF","Dortmund","deBundesliga","25","1994","12","10","955","10.6","2","0","2","2","0","0","5","0","1.2","1.2","0.5","1.7","18","54","15","0.19","0.00","0.19","0.19","0.19","0.11","0.05","0.16","0.11","0.16",
"Sergio Canales","esESP","MF,FW","Betis","esLa Liga","28","1991","36","36","3,163","35.1","6","6","12","3","3","4","5","0","7.5","4.3","7.0","11.3","150","229","153","0.17","0.17","0.34","0.09","0.26","0.21","0.20","0.41","0.12","0.32",
"João Cancelo","ptPOR","DF","Manchester City","engPremier League","25","1994","17","13","1,208","13.4","0","0","0","0","0","0","4","0","0.6","0.6","2.8","3.3","42","105","80","0.00","0.00","0.00","0.00","0.00","0.04","0.21","0.25","0.04","0.25",
"Antonio Candreva","itITA","DF","Inter","itSerie A","32","1987","32","24","1,993","22.1","5","7","12","5","0","0","5","0","2.3","2.3","5.3","7.6","80","104","221","0.23","0.32","0.54","0.23","0.54","0.10","0.24","0.34","0.10","0.34",
"Gianmarco Cangiano","itITA","FW,MF","Bologna","itSerie A","17","2001","3","0","21","0.2","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","1","1","4","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Todd Cantwell","engENG","FW,MF","Norwich City","engPremier League","21","1998","37","30","2,489","27.7","6","2","8","6","0","0","6","0","5.4","5.4","1.9","7.3","75","99","138","0.22","0.07","0.29","0.22","0.29","0.19","0.07","0.26","0.19","0.26",
"Ander Capa","esESP","DF","Athletic Club","esLa Liga","27","1992","35","32","2,872","31.9","3","4","7","3","0","0","10","0","1.2","1.2","2.9","4.1","92","107","180","0.09","0.13","0.22","0.09","0.22","0.04","0.09","0.13","0.04","0.13",
"Pierrick Capelle","frFRA","MF,DF","Angers","frLigue 1","32","1987","24","20","1,747","19.4","1","2","3","1","0","0","7","0","2.6","2.6","2.6","5.2","50","68","102","0.05","0.10","0.15","0.05","0.15","0.14","0.13","0.27","0.14","0.27",
"Étienne Capoue","frFRA","MF","Watford","engPremier League","31","1988","30","30","2,627","29.2","0","3","3","0","0","0","8","0","0.8","0.8","3.3","4.1","16","132","23","0.00","0.10","0.10","0.00","0.10","0.03","0.11","0.14","0.03","0.14",
"Gianluca Caprari","itITA","FW,MF","Sampdoria","itSerie A","26","1993","18","5","667","7.4","3","0","3","3","0","0","4","1","1.2","1.2","0.5","1.7","21","29","57","0.40","0.00","0.40","0.40","0.40","0.16","0.07","0.23","0.16","0.23",
"Gianluca Caprari","itITA","FW,MF","Parma","itSerie A","26","1993","12","7","589","6.5","2","0","2","1","1","1","1","0","2.4","1.6","1.2","2.8","21","18","41","0.31","0.00","0.31","0.15","0.15","0.36","0.19","0.55","0.24","0.43",
"Francesco Caputo","itITA","FW","Sassuolo","itSerie A","31","1987","36","33","2,931","32.6","21","7","28","19","2","2","3","0","13.9","12.4","5.7","18.1","53","48","256","0.64","0.21","0.86","0.58","0.80","0.43","0.18","0.60","0.38","0.56",
"Maxence Caqueret","frFRA","MF","Lyon","frLigue 1","19","2000","8","7","568","6.3","0","0","0","0","0","0","2","0","0.2","0.2","0.3","0.5","6","45","12","0.00","0.00","0.00","0.00","0.00","0.02","0.05","0.07","0.02","0.07",
"Andrea Carboni","itITA","DF","Cagliari","itSerie A","18","2001","7","5","368","4.1","0","0","0","0","0","0","5","2","0.0","0.0","0.0","0.0","8","9","0","0.00","0.00","0.00","0.00","0.00","0.01","0.00","0.01","0.01","0.01",
"Irvin Cardona","mtMLT","FW,MF","Brest","frLigue 1","21","1997","21","15","1,450","16.1","6","3","9","6","0","0","3","0","5.5","5.5","2.3","7.8","37","53","134","0.37","0.19","0.56","0.37","0.56","0.34","0.14","0.48","0.34","0.48",
"Marc Cardona","esESP","FW","Osasuna","esLa Liga","24","1995","19","9","705","7.8","1","2","3","1","0","0","1","0","1.8","1.8","1.1","2.9","19","14","56","0.13","0.26","0.38","0.13","0.38","0.23","0.14","0.37","0.23","0.37",
"Diego Carlos","brBRA","DF","Sevilla","esLa Liga","26","1993","35","35","3,134","34.8","2","0","2","2","0","0","7","0","2.3","2.3","0.6","3.0","6","76","2","0.06","0.00","0.06","0.06","0.06","0.07","0.02","0.09","0.07","0.09",
"Lionel Carole","frFRA","DF","Strasbourg","frLigue 1","28","1991","18","14","1,272","14.1","0","0","0","0","0","0","3","0","0.2","0.2","0.9","1.1","32","81","61","0.00","0.00","0.00","0.00","0.00","0.01","0.06","0.08","0.01","0.08",
"Yannick Carrasco","beBEL","MF,FW","Atlético Madrid","esLa Liga","25","1993","15","6","631","7.0","1","2","3","1","0","0","2","0","1.2","1.2","1.0","2.2","23","21","41","0.14","0.29","0.43","0.14","0.43","0.17","0.14","0.31","0.17","0.31",
"Daniel Carriço","ptPOR","DF","Sevilla","esLa Liga","30","1988","11","10","847","9.4","0","0","0","0","0","0","3","0","0.6","0.6","0.0","0.6","5","28","0","0.00","0.00","0.00","0.00","0.00","0.07","0.00","0.07","0.07","0.07",
"Guido Carrillo","arARG","FW","Leganés","esLa Liga","28","1991","24","13","1,213","13.5","1","2","3","1","0","0","2","0","5.2","5.1","0.7","5.9","8","29","57","0.07","0.15","0.22","0.07","0.22","0.39","0.05","0.44","0.38","0.44",
"Andy Carroll","engENG","FW","Newcastle Utd","engPremier League","30","1989","19","4","632","7.0","0","4","4","0","0","0","1","0","1.2","1.2","1.4","2.6","4","17","34","0.00","0.57","0.57","0.00","0.57","0.17","0.20","0.37","0.17","0.37",
"Dani Carvajal","esESP","DF","Real Madrid","esLa Liga","27","1992","31","31","2,738","30.4","1","5","6","1","0","0","11","0","2.6","2.6","4.9","7.5","91","182","195","0.03","0.16","0.20","0.03","0.20","0.09","0.16","0.25","0.09","0.25",
"Matis Carvalho","ptPOR","GK","Montpellier","frLigue 1","20","1999","1","0","72","0.8","0","0","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"William Carvalho","ptPOR","MF","Betis","esLa Liga","27","1992","13","11","892","9.9","0","0","0","0","0","0","6","1","0.6","0.6","0.8","1.4","9","68","15","0.00","0.00","0.00","0.00","0.00","0.06","0.08","0.14","0.06","0.14",
"Casemiro","brBRA","MF","Real Madrid","esLa Liga","27","1992","35","35","3,088","34.3","4","3","7","4","0","0","12","0","4.2","4.2","1.5","5.7","16","201","26","0.12","0.09","0.20","0.12","0.20","0.12","0.04","0.17","0.12","0.17",
"Moreto Cassamã","gwGNB","MF","Reims","frLigue 1","21","1998","7","7","592","6.6","1","1","2","1","0","0","3","0","0.2","0.2","0.6","0.8","4","51","3","0.15","0.15","0.30","0.15","0.30","0.02","0.09","0.12","0.02","0.12",
"Francesco Cassata","itITA","MF","Genoa","itSerie A","22","1997","24","18","1,458","16.2","2","0","2","2","0","0","11","2","1.2","1.2","0.8","2.0","39","57","45","0.12","0.00","0.12","0.12","0.12","0.07","0.05","0.12","0.07","0.12",
"Timothy Castagne","beBEL","DF","Atalanta","itSerie A","23","1995","27","19","1,769","19.7","1","2","3","1","0","0","4","0","2.0","2.0","2.2","4.2","41","68","154","0.05","0.10","0.15","0.05","0.15","0.10","0.11","0.21","0.10","0.21",
"Koen Casteels","beBEL","GK","Wolfsburg","deBundesliga","27","1992","26","26","2,340","26.0","0","0","0","0","0","0","1","0","0.0","0.0","0.0","0.0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",
"Jean-Charles Castelletto","cmCMR","DF","Brest","frLigue 1","24","1995","22","22","1,838","20.4","1","0","1","1","0","0","3","1","0.5","0.5","0.2","0.7","8","66","1","0.05","0.00","0.05","0.05","0.05","0.03","0.01","0.03","0.03","0.03",
"Samu Castillejo","esESP","FW,MF","Milan","itSerie A","24","1995","22","16","1,209","13.4","2","3","5","2","0","0","3","1","4.1","4.1","3.7","7.8","48","45","116","0.15","0.22","0.37","0.15","0.37","0.30","0.28","0.58","0.30","0.58",
"Jonny Castro","esESP","MF,DF","Wolves","engPremier League","25","1994","35","33","2,887","32.1","2","2","4","2","0","0","4","0","1.6","1.6","1.3","2.8","100","97","180","0.06","0.06","0.12","0.06","0.12","0.05","0.04","0.09","0.05","0.09",
"Lucas Castro","arARG","MF","SPAL","itSerie A","30","1989","7","6","425","4.7","0","0","0","0","0","0","0","0","0.5","0.5","0.8","1.3","6","31","28","0.00","0.00","0.00","0.00","0.00","0.10","0.18","0.28","0.10","0.28",
"Lucas Castro","arARG","MF","Cagliari","itSerie A","30","1989","15","6","606","6.7","2","0","2","2","0","0","2","0","0.9","0.9","0.4","1.3","12","31","31","0.30","0.00","0.30","0.30","0.30","0.14","0.05","0.19","0.14","0.19",
"Gaetano Castrovilli","itITA","MF","Fiorentina","itSerie A","22","1997","33","31","2,673","29.7","3","2","5","3","0","0","10","0","3.5","3.5","2.4","5.9","142","144","143","0.10","0.07","0.17","0.10","0.17","0.12","0.08","0.20","0.12","0.20",
"Danilo Cataldi","itITA","MF","Lazio","itSerie A","24","1994","21","3","592","6.6","1","0","1","1","0","0","3","0","0.5","0.5","0.7","1.2","12","58","7","0.15","0.00","0.15","0.15","0.15","0.07","0.11","0.18","0.07","0.18",
