Player, Nation, Position, Club, League, Age, YearBorn, 90s, Tkl, TklW, Def3rdTkl, Mid3rdTkl,Att3rdTkl,DribblersTkl,DribblersTklAtt,DribblersTkl%,DribblersTklLost,Blocks,ShotBlocks,PassBlocks,Interceptions, Interceptions+Tkl, Clearences, ErrorsLeadingToShot, Matches
"Samuel Kalu","ngNGA","FW","Watford","engPremier League","23","1997","2.5","2","2","0","2","0","1","1","100.0","0","2","0","2","3","5","3","0",
"Samuel Kalu","ngNGA","FW,MF","Bordeaux","frLigue 1","23","1997","3.6","8","5","3","4","1","2","5","40.0","3","2","0","2","3","11","1","0",
"Pierre Kalulu","frFRA","DF","Milan","itSerie A","21","2000","21.6","61","36","36","21","4","17","22","77.3","5","36","15","21","26","87","54","0",
"Daichi Kamada","jpJPN","MF","Eint Frankfurt","deBundesliga","24","1996","23.8","40","21","7","26","7","11","40","27.5","29","18","0","18","8","48","10","0",
"Boubacar Kamara","frFRA","MF,DF","Marseille","frLigue 1","21","1999","30.9","68","38","27","36","5","26","47","55.3","21","29","10","19","46","114","44","1",
"Hassane Kamara","ciCIV","DF","Watford","engPremier League","27","1994","18.0","53","34","31","16","6","27","43","62.8","16","20","4","16","69","122","67","0",
"Hassane Kamara","ciCIV","MF,DF","Nice","frLigue 1","27","1994","6.0","13","10","4","6","3","5","8","62.5","3","10","2","8","9","22","4","0",
"Dimitrije Kamenović","rsSRB","DF","Lazio","itSerie A","21","2000","0.5","1","1","1","0","0","1","1","100.0","0","0","0","0","2","3","1","0",
"Kevin Kampl","siSVN","MF","RB Leipzig","deBundesliga","30","1990","21.1","41","19","16","20","5","10","42","23.8","32","24","5","19","24","65","17","0",
"Jean-Armel Kana-Biyik","cmCMR","DF","Metz","frLigue 1","32","1989","7.4","10","6","8","2","0","4","9","44.4","5","11","4","7","16","26","22","1",
"Nordine Kandil","frFRA","MF,FW","Strasbourg","frLigue 1","19","2001","1.0","2","1","2","0","0","1","1","100.0","0","1","1","0","0","2","0","0",
"Harry Kane","engENG","FW","Tottenham","engPremier League","28","1993","35.9","15","5","2","10","3","7","18","38.9","11","26","8","18","3","18","39","0",
"Lee Kang-in","krKOR","MF,FW","Mallorca","esLa Liga","20","2001","15.7","13","6","2","9","2","5","29","17.2","24","11","1","10","5","18","7","0",
"N'Golo Kanté","frFRA","MF","Chelsea","engPremier League","30","1991","19.7","59","31","20","27","12","25","40","62.5","15","37","2","35","31","90","8","0",
"Stefanos Kapino","grGRE","GK","Arminia","deBundesliga","27","1994","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Atakan Karazor","trTUR","MF","Stuttgart","deBundesliga","24","1996","21.1","48","24","18","27","3","18","36","50.0","18","37","14","23","34","82","47","0",
"Rick Karsdorp","nlNED","DF,FW","Roma","itSerie A","26","1995","32.0","53","38","33","13","7","28","50","56.0","22","22","5","17","34","87","26","1",
"Denso Kasius","nlNED","DF,FW","Bologna","itSerie A","18","2002","2.0","9","7","5","3","1","2","5","40.0","3","4","0","4","3","12","4","0",
"Grigoris Kastanos","cyCYP","MF,FW","Salernitana","itSerie A","23","1998","15.0","30","19","9","19","2","7","23","30.4","16","21","5","16","22","52","8","0",
"Silas Katompa","cdCOD","FW,MF","Stuttgart","deBundesliga","22","1998","3.1","5","4","4","0","1","3","7","42.9","4","5","0","5","2","7","1","0",
"Noah Katterbach","deGER","DF","Köln","deBundesliga","20","2001","0.2","1","1","1","0","0","1","1","100.0","0","0","0","0","0","1","1","0",
"Eiji Kawashima","jpJPN","GK","Strasbourg","frLigue 1","38","1983","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Edo Kayembe","cdCOD","MF","Watford","engPremier League","23","1998","8.9","21","13","11","9","1","8","16","50.0","8","6","1","5","9","30","13","0",
"Moise Kean","itITA","FW","Everton","engPremier League","21","2000","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Moise Kean","itITA","FW","Juventus","itSerie A","21","2000","12.2","9","4","2","5","2","6","16","37.5","10","5","0","5","3","12","8","1",
"Michael Keane","engENG","DF","Everton","engPremier League","28","1993","31.0","46","25","32","13","1","28","45","62.2","17","33","28","5","62","108","128","2",
"Ilan Kebbal","dzALG","MF,FW","Reims","frLigue 1","23","1998","19.7","31","15","13","10","8","12","44","27.3","32","16","0","16","13","44","3","0",
"Wajdi Kechrida","tnTUN","DF,MF","Salernitana","itSerie A","25","1995","10.6","9","6","6","3","0","8","13","61.5","5","10","2","8","8","17","15","0",
"Thilo Kehrer","deGER","DF","Paris S-G","frLigue 1","24","1996","16.8","21","14","9","11","1","9","21","42.9","12","19","11","8","24","45","29","0",
"Habib Keita","mlMLI","MF,FW","Lyon","frLigue 1","19","2002","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Naby Keïta","gnGUI","MF","Liverpool","engPremier League","26","1995","13.0","46","23","17","19","10","26","42","61.9","16","33","2","31","14","60","8","0",
"Yannik Keitel","deGER","MF","Freiburg","deBundesliga","21","2000","5.6","11","4","5","4","2","5","15","33.3","10","7","1","6","1","12","8","0",
"Caoimhín Kelleher","ieIRL","GK","Liverpool","engPremier League","22","1998","2.0","1","1","1","0","0","1","1","100.0","0","0","0","0","0","1","1","0",
"Marc-Oliver Kempf","deGER","DF","Hertha BSC","deBundesliga","26","1995","11.7","10","9","9","1","0","5","14","35.7","9","14","7","7","25","35","49","1",
"Marc-Oliver Kempf","deGER","DF","Stuttgart","deBundesliga","26","1995","9.3","13","8","7","4","2","3","10","30.0","7","16","14","2","16","29","26","2",
"Kenedy","brBRA","DF","Chelsea","engPremier League","25","1996","0.6","5","2","1","2","2","2","3","66.7","1","0","0","0","0","5","0","0",
"Jonjoe Kenny","engENG","DF","Everton","engPremier League","24","1997","11.3","17","7","11","6","0","13","21","61.9","8","8","1","7","20","37","31","0",
"Dimitrios Keramitsis","grGRE","MF","Roma","itSerie A","17","2004","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Franck Kessié","ciCIV","MF","Milan","itSerie A","24","1996","25.6","41","23","12","24","5","17","26","65.4","9","39","10","29","23","64","22","0",
"Saîf-Eddine Khaoui","tnTUN","MF,FW","Clermont Foot","frLigue 1","26","1995","10.3","19","10","5","10","4","9","18","50.0","9","9","0","9","14","33","5","0",
"Wahbi Khazri","tnTUN","FW,MF","Saint-Étienne","frLigue 1","30","1991","24.7","33","18","7","17","9","9","34","26.5","25","21","0","21","12","45","7","0",
"Rani Khedira","deGER","MF","Union Berlin","deBundesliga","27","1994","30.6","75","38","25","42","8","32","66","48.5","34","21","8","13","50","125","27","1",
"Kiké","esESP","FW","Osasuna","esLa Liga","31","1989","20.7","11","7","3","4","4","3","23","13.0","20","10","1","9","3","14","12","0",
"Luca Kilian","deGER","FW","Mainz 05","deBundesliga","21","1999","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Luca Kilian","deGER","DF","Köln","deBundesliga","21","1999","25.3","42","24","30","9","3","21","41","51.2","20","31","13","18","46","88","109","3",
"Max Kilman","engENG","DF","Wolves","engPremier League","24","1997","29.9","50","26","38","10","2","24","37","64.9","13","36","21","15","45","95","113","3",
"Joshua Kimmich","deGER","MF","Bayern Munich","deBundesliga","26","1995","27.5","39","20","14","17","8","18","58","31.0","40","34","8","26","52","91","29","1",
"Presnel Kimpembe","frFRA","DF","Paris S-G","frLigue 1","25","1995","28.6","34","19","18","15","1","14","23","60.9","9","20","14","6","38","72","73","1",
"Joshua King","noNOR","FW","Watford","engPremier League","29","1992","25.0","19","15","7","6","6","4","17","23.5","13","15","4","11","8","27","31","0",
"Jakub Kiwior","plPOL","MF","Spezia","itSerie A","21","2000","21.8","50","27","25","19","6","26","57","45.6","31","38","15","23","40","90","53","0",
"Sofian Kiyine","maMAR","MF,FW","Venezia","itSerie A","23","1997","13.8","24","14","9","11","4","12","32","37.5","20","15","1","14","10","34","9","0",
"Simon Kjær","dkDEN","DF","Milan","itSerie A","32","1989","8.9","20","12","9","8","3","6","12","50.0","6","17","13","4","9","29","39","0",
"Kristoffer Klaesson","noNOR","GK","Leeds United","engPremier League","20","2000","0.4","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Philipp Klement","deGER","MF","Stuttgart","deBundesliga","28","1992","3.8","7","3","1","4","2","3","3","100.0","0","6","1","5","1","8","0","0",
"Mateusz Klich","plPOL","MF","Leeds United","engPremier League","31","1990","23.0","47","25","18","23","6","25","66","37.9","41","22","4","18","11","58","20","0",
"Thibault Klidje","tgTOG","MF,FW","Bordeaux","frLigue 1","20","2001","1.0","0","0","0","0","0","0","1","0.0","1","1","1","0","2","2","0","0",
"Mateo Klimowicz","deGER","MF,FW","Stuttgart","deBundesliga","21","2000","6.7","13","6","6","7","0","5","16","31.3","11","2","0","2","4","17","3","0",
"Fabian Klos","deGER","FW","Arminia","deBundesliga","33","1987","15.8","7","5","0","5","2","2","10","20.0","8","17","4","13","0","7","31","0",
"Lukas Klostermann","deGER","DF","RB Leipzig","deBundesliga","25","1996","18.3","29","16","11","15","3","13","19","68.4","6","16","3","13","26","55","58","0",
"Justin Kluivert","nlNED","MF","Nice","frLigue 1","22","1999","20.8","19","9","6","12","1","5","21","23.8","16","13","1","12","14","33","6","0",
"Lukas Klünter","deGER","DF","Hertha BSC","deBundesliga","25","1996","2.2","1","1","1","0","0","1","5","20.0","4","1","0","1","2","3","2","0",
"Ansgar Knauff","deGER","FW,MF","Dortmund","deBundesliga","19","2002","1.3","3","1","1","1","1","0","4","0.0","4","2","0","2","0","3","4","0",
"Ansgar Knauff","deGER","DF,MF","Eint Frankfurt","deBundesliga","19","2002","8.4","18","14","8","5","5","8","15","53.3","7","11","1","10","8","26","6","0",
"Robin Knoche","deGER","DF","Union Berlin","deBundesliga","29","1992","33.0","50","24","38","12","0","30","53","56.6","23","45","26","19","49","99","151","1",
"Gregor Kobel","chSUI","GK","Dortmund","deBundesliga","23","1997","28.5","0","0","0","0","0","0","2","0.0","2","0","0","0","1","1","20","0",
"Robin Koch","deGER","MF,DF","Leeds United","engPremier League","25","1996","17.5","21","13","9","10","2","9","34","26.5","25","26","10","16","20","41","44","0",
"Samuel Koeberlé","frFRA","FW","Reims","frLigue 1","16","2004","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Philippe Koffi","ciCIV","FW","Reims","frLigue 1","19","2002","4.2","4","0","0","3","1","0","2","0.0","2","2","1","1","3","7","3","0",
"Dominik Kohr","deGER","MF","Mainz 05","deBundesliga","27","1994","17.9","40","20","18","19","3","16","42","38.1","26","21","2","19","35","75","22","0",
"Koba Koindredi","frFRA","MF","Valencia","esLa Liga","19","2001","2.0","4","3","2","1","1","2","6","33.3","4","3","0","3","4","8","5","0",
"Koke","esESP","MF","Atlético Madrid","esLa Liga","29","1992","27.9","55","30","19","29","7","26","63","41.3","37","21","5","16","24","79","31","1",
"Aleksandr Kokorin","ruRUS","FW,MF","Fiorentina","itSerie A","30","1991","0.6","1","1","1","0","0","0","0","","0","1","0","1","0","1","0","0",
"Aleksandar Kolarov","rsSRB","DF","Inter","itSerie A","35","1985","0.5","1","1","1","0","0","1","1","100.0","0","0","0","0","1","2","2","0",
"Sead Kolašinac","baBIH","DF","Arsenal","engPremier League","28","1993","1.0","0","0","0","0","0","0","0","","0","0","0","0","4","4","1","0",
"Sead Kolašinac","baBIH","DF","Marseille","frLigue 1","28","1993","4.9","7","6","2","3","2","5","8","62.5","3","4","0","4","0","7","7","1",
"Luca Koleosho","itITA","FW","Espanyol","esLa Liga","16","2004","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Randal Kolo Muani","frFRA","FW,MF","Nantes","frLigue 1","22","1998","32.8","28","14","7","10","11","10","25","40.0","15","14","3","11","6","34","31","0",
"Timothée Kolodziejczak","frFRA","DF","Saint-Étienne","frLigue 1","29","1991","28.5","43","24","22","14","7","20","36","55.6","16","29","7","22","60","103","72","1",
"Ghislain Konan","ciCIV","DF","Reims","frLigue 1","25","1995","26.9","35","19","19","15","1","16","30","53.3","14","35","8","27","28","63","45","0",
"Ibrahima Konaté","frFRA","DF","Liverpool","engPremier League","22","1999","11.0","16","10","9","6","1","7","10","70.0","3","13","9","4","16","32","37","1",
"Geoffrey Kondogbia","cfCTA","MF,DF","Atlético Madrid","esLa Liga","28","1993","20.9","74","44","25","40","9","21","49","42.9","28","16","5","11","44","118","24","0",
"Ibrahima Koné","mlMLI","FW","Lorient","frLigue 1","22","1999","8.1","7","4","0","3","4","2","3","66.7","1","8","3","5","1","8","3","0",
"Manu Koné","frFRA","MF","Gladbach","deBundesliga","20","2001","24.3","60","37","29","28","3","25","42","59.5","17","27","4","23","34","94","12","0",
"Youssouf Koné","mlMLI","DF","Troyes","frLigue 1","26","1995","10.9","30","18","21","8","1","19","30","63.3","11","8","3","5","10","40","25","0",
"Ezri Konsa","engENG","DF","Aston Villa","engPremier League","23","1997","27.5","25","15","13","11","1","10","13","76.9","3","31","22","9","15","40","86","2",
"Teun Koopmeiners","nlNED","MF","Atalanta","itSerie A","23","1998","23.6","40","24","10","19","11","22","54","40.7","32","31","2","29","15","55","19","0",
"Laurent Koscielny","frFRA","DF","Bordeaux","frLigue 1","35","1985","10.4","14","9","10","3","1","8","13","61.5","5","17","12","5","12","26","39","0",
"Odilon Kossounou","ciCIV","DF","Leverkusen","deBundesliga","20","2001","19.9","23","17","16","6","1","15","25","60.0","10","36","14","22","26","49","66","0",
"Filip Kostić","rsSRB","DF,FW","Eint Frankfurt","deBundesliga","28","1992","28.0","44","17","26","9","9","20","53","37.7","33","24","1","23","15","59","24","0",
"Rominigue Kouamé","mlMLI","MF","Troyes","frLigue 1","24","1996","33.0","47","22","24","20","3","19","58","32.8","39","33","5","28","46","93","22","2",
"Kalidou Koulibaly","snSEN","DF","Napoli","itSerie A","30","1991","26.7","39","23","31","6","2","25","38","65.8","13","41","25","16","29","68","90","1",
"Jules Koundé","frFRA","DF","Sevilla","esLa Liga","22","1998","30.4","40","17","27","10","3","18","28","64.3","10","33","18","15","21","61","101","2",
"Christos Kourfalidis","grGRE","MF,FW","Cagliari","itSerie A","18","2002","0.2","0","0","0","0","0","0","1","0.0","1","1","0","1","0","0","0","0",
"Boubakar Kouyaté","mlMLI","DF","Metz","frLigue 1","24","1997","29.6","84","50","56","28","0","48","77","62.3","29","63","33","30","79","163","217","3",
"Cheikhou Kouyaté","snSEN","MF","Crystal Palace","engPremier League","31","1989","21.9","52","38","28","22","2","18","39","46.2","21","40","14","26","38","90","39","0",
"Mateo Kovačić","hrCRO","MF","Chelsea","engPremier League","27","1994","17.3","51","31","14","26","11","17","35","48.6","18","19","4","15","7","58","9","1",
"Viktor Kovalenko","uaUKR","MF","Spezia","itSerie A","25","1996","14.7","16","10","7","8","1","9","21","42.9","12","16","3","13","13","29","8","0",
"Emil Krafth","seSWE","DF","Newcastle Utd","engPremier League","26","1994","18.2","37","16","25","11","1","27","36","75.0","9","16","10","6","25","62","56","0",
"Alex Král","czCZE","MF","West Ham","engPremier League","23","1998","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Andrej Kramarić","hrCRO","FW,MF","Hoffenheim","deBundesliga","30","1991","30.1","8","4","1","5","2","7","17","41.2","10","10","0","10","9","17","7","1",
"Christoph Kramer","deGER","MF","Gladbach","deBundesliga","30","1991","8.3","28","11","15","10","3","12","28","42.9","16","18","5","13","12","40","9","0",
"Jean-Philippe Krasso","ciCIV","FW","Saint-Étienne","frLigue 1","24","1997","5.0","7","5","0","5","2","2","10","20.0","8","7","1","6","0","7","1","0",
"Julian Kristoffersen","noNOR","FW","Salernitana","itSerie A","24","1997","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Toni Kroos","deGER","MF","Real Madrid","esLa Liga","31","1990","23.4","34","26","13","17","4","14","36","38.9","22","16","3","13","12","46","13","1",
"Florian Krüger","deGER","FW,MF","Arminia","deBundesliga","22","1999","12.5","3","1","0","3","0","2","10","20.0","8","12","1","11","2","5","13","0",
"Tim Krul","nlNED","GK","Norwich City","engPremier League","33","1988","29.0","1","1","1","0","0","1","4","25.0","3","0","0","0","0","1","10","4",
"Rade Krunić","baBIH","MF,FW","Milan","itSerie A","27","1993","15.7","33","18","16","14","3","15","31","48.4","16","19","2","17","16","49","17","0",
"Max Kruse","deGER","MF,FW","Wolfsburg","deBundesliga","33","1988","12.5","9","3","4","4","1","5","12","41.7","7","2","0","2","3","12","4","0",
"Max Kruse","deGER","FW,MF","Union Berlin","deBundesliga","33","1988","14.1","4","1","0","3","1","2","16","12.5","14","12","0","12","3","7","2","0",
"Lukas Kübler","deGER","DF,MF","Freiburg","deBundesliga","28","1992","25.9","62","35","38","16","8","28","49","57.1","21","24","8","16","44","106","70","0",
"Takefusa Kubo","jpJPN","FW,MF","Mallorca","esLa Liga","20","2001","17.8","31","19","12","14","5","10","24","41.7","14","24","3","21","8","39","4","0",
"Juraj Kucka","skSVK","MF","Watford","engPremier League","34","1987","21.3","59","39","32","25","2","27","73","37.0","46","30","9","21","27","86","46","2",
"Mykola Kukharevych","uaUKR","FW","Troyes","frLigue 1","20","2001","0.2","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Dejan Kulusevski","seSWE","MF,FW","Tottenham","engPremier League","21","2000","14.0","19","13","7","10","2","5","23","21.7","18","14","0","14","13","32","3","0",
"Dejan Kulusevski","seSWE","FW,MF","Juventus","itSerie A","21","2000","8.6","15","12","9","6","0","8","21","38.1","13","14","0","14","5","20","5","0",
"Marash Kumbulla","alALB","DF","Roma","itSerie A","21","2000","11.4","21","13","13","7","1","8","15","53.3","7","17","8","9","16","37","26","0",
"Fabian Kunze","deGER","MF","Arminia","deBundesliga","23","1998","14.0","35","21","14","20","1","15","32","46.9","17","17","2","15","19","54","27","1",
"Enock Kwateng","frFRA","DF","Bordeaux","frLigue 1","24","1997","22.2","54","35","31","19","4","33","72","45.8","39","17","4","13","43","97","48","1",
"Grejohn Kyei","frFRA","FW","Clermont Foot","frLigue 1","25","1995","4.4","3","2","1","1","1","0","6","0.0","6","6","0","6","0","3","1","0",
"Giorgos Kyriakopoulos","grGRE","DF,FW","Sassuolo","itSerie A","25","1996","21.9","30","14","19","7","4","19","38","50.0","19","32","9","23","11","41","52","0",
"Andrea La Mantia","itITA","FW,MF","Empoli","itSerie A","30","1991","5.4","2","0","0","0","2","1","2","50.0","1","3","1","2","1","3","6","0",
"Gaëtan Laborde","frFRA","FW","Montpellier","frLigue 1","27","1994","3.8","2","2","1","1","0","2","4","50.0","2","3","0","3","5","7","5","0",
"Gaëtan Laborde","frFRA","FW","Rennes","frLigue 1","27","1994","30.3","19","7","5","8","6","3","22","13.6","19","29","3","26","8","27","16","0",
"Alexandre Lacazette","frFRA","FW","Arsenal","engPremier League","30","1991","19.8","27","10","8","13","6","7","21","33.3","14","12","1","11","5","32","6","0",
"Tom Lacoux","frFRA","DF,MF","Bordeaux","frLigue 1","19","2002","10.1","18","13","11","5","2","9","24","37.5","15","14","4","10","9","27","20","1",
"Lenny Lacroix","frFRA","DF","Metz","frLigue 1","18","2003","2.2","9","7","8","1","0","5","8","62.5","3","5","1","4","10","19","5","0",
"Maxence Lacroix","frFRA","DF","Wolfsburg","deBundesliga","21","2000","27.7","59","33","41","16","2","29","40","72.5","11","35","16","19","60","119","144","0",
"Alban Lafont","ciCIV","GK","Nantes","frLigue 1","22","1999","38.0","3","3","3","0","0","3","8","37.5","5","1","0","1","1","4","25","2",
"Víctor Laguardia","esESP","DF","Alavés","esLa Liga","31","1989","33.8","29","16","21","8","0","19","30","63.3","11","36","24","12","27","56","151","1",
"Konrad Laimer","atAUT","MF","RB Leipzig","deBundesliga","24","1997","13.8","38","24","11","22","5","24","53","45.3","29","29","3","26","4","42","9","0",
"Stefan Lainer","atAUT","DF","Gladbach","deBundesliga","28","1992","16.3","19","11","9","7","3","12","28","42.9","16","24","5","19","14","33","31","0",
"Diego Lainez","mxMEX","FW","Betis","esLa Liga","21","2000","1.6","1","1","0","1","0","0","3","0.0","3","3","0","3","1","2","0","0",
"Adam Lallana","engENG","MF","Brighton","engPremier League","33","1988","17.3","34","17","14","14","6","12","41","29.3","29","16","6","10","16","50","13","1",
"Vassilis Lambropoulos","grGRE","DF","Bochum","deBundesliga","31","1990","13.0","18","12","13","3","2","11","25","44.0","14","21","10","11","17","35","56","0",
"Érik Lamela","arARG","FW,MF","Sevilla","esLa Liga","29","1992","11.3","31","18","12","14","5","10","29","34.5","19","11","0","11","5","36","3","0",
"Mohamed Lamine Bayo","gnGUI","FW","Clermont Foot","frLigue 1","23","1998","26.8","12","5","4","3","5","3","24","12.5","21","7","1","6","7","19","14","0",
"Didier Lamkel Zé","cmCMR","FW","Metz","frLigue 1","24","1996","6.7","3","1","1","0","2","1","3","33.3","2","3","1","2","1","4","7","0",
"Sam Lammers","nlNED","FW,MF","Atalanta","itSerie A","24","1997","0.4","1","0","0","0","1","0","0","","0","0","0","0","0","1","0","0",
"Sam Lammers","nlNED","FW,MF","Eint Frankfurt","deBundesliga","24","1997","5.7","4","4","0","2","2","2","6","33.3","4","9","2","7","2","6","4","0",
"Tariq Lamptey","ghGHA","DF,FW","Brighton","engPremier League","20","2000","17.3","36","25","14","17","5","15","25","60.0","10","13","3","10","21","57","23","0",
"Manuel Lanzini","arARG","MF,FW","West Ham","engPremier League","28","1993","19.8","28","15","10","11","7","10","35","28.6","25","16","0","16","19","47","10","0",
"Aymeric Laporte","esESP","DF","Manchester City","engPremier League","27","1994","31.4","33","15","22","10","1","14","20","70.0","6","15","10","5","20","53","64","2",
"Julien Laporte","frFRA","DF","Lorient","frLigue 1","27","1993","32.1","63","45","35","26","2","32","64","50.0","32","37","22","15","54","117","174","0",
"Yasser Larouci","dzALG","DF","Troyes","frLigue 1","20","2001","3.8","6","5","2","4","0","3","3","100.0","0","1","0","1","7","13","5","0",
"Kevin Lasagna","itITA","MF,FW","Hellas Verona","itSerie A","28","1992","13.2","13","7","4","5","4","4","15","26.7","11","16","0","16","3","16","7","0",
"Jamaal Lascelles","engENG","DF","Newcastle Utd","engPremier League","27","1993","22.9","15","7","9","5","1","4","12","33.3","8","38","28","10","22","37","121","1",
"Bryan Lasme","frFRA","FW","Arminia","deBundesliga","22","1998","9.7","6","6","1","2","3","0","3","0.0","3","7","0","7","1","7","9","0",
"Paul Lasne","frFRA","MF","Brest","frLigue 1","32","1989","9.4","26","12","6","16","4","8","18","44.4","10","11","2","9","24","50","10","0",
"Juanmi Latasa","esESP","FW","Real Madrid","esLa Liga","20","2001","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Toni Lato","esESP","DF","Valencia","esLa Liga","23","1997","6.6","17","12","12","3","2","9","16","56.3","7","6","0","6","8","25","14","0",
"Armand Lauriente","frFRA","FW,MF","Lorient","frLigue 1","22","1998","27.5","33","18","9","16","8","11","30","36.7","19","27","2","25","15","48","3","0",
"Darko Lazović","rsSRB","DF","Hellas Verona","itSerie A","30","1990","30.7","36","23","20","8","8","21","39","53.8","18","28","4","24","19","55","49","1",
"Manuel Lazzari","itITA","DF","Lazio","itSerie A","27","1993","18.5","28","14","13","15","0","16","26","61.5","10","10","2","8","12","40","16","1",
"Théo Le Bris","frFRA","MF","Lorient","frLigue 1","18","2002","0.7","2","1","1","1","0","1","2","50.0","1","2","0","2","0","2","1","0",
"Jérémy Le Douaron","frFRA","FW,MF","Brest","frLigue 1","23","1998","16.1","11","5","4","4","3","1","17","5.9","16","15","0","15","4","15","14","0",
"Enzo Le Fée","frFRA","MF,FW","Lorient","frLigue 1","21","2000","24.4","70","44","25","36","9","41","90","45.6","49","25","1","24","29","99","18","0",
"Vincent Le Goff","frFRA","DF","Lorient","frLigue 1","31","1989","34.0","61","38","38","19","4","37","62","59.7","25","18","3","15","37","98","50","0",
"Maxime Le Marchand","frFRA","DF","Strasbourg","frLigue 1","31","1989","9.6","17","8","16","1","0","8","10","80.0","2","9","5","4","14","31","32","0",
"Robin Le Normand","esESP","DF","Real Sociedad","esLa Liga","24","1996","37.0","49","32","36","8","5","28","36","77.8","8","34","22","12","48","97","125","0",
"Patrick Leal","usUSA","FW","Venezia","itSerie A","18","2003","0.0","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","0","0",
"Rafael Leão","ptPOR","FW","Milan","itSerie A","22","1999","28.9","17","7","3","9","5","10","20","50.0","10","12","1","11","12","29","8","0",
"Jean-Louis Leca","frFRA","GK","Lens","frLigue 1","35","1985","25.7","0","0","0","0","0","0","0","","0","1","0","1","1","1","11","1",
"Jeremías Ledesma","arARG","GK","Cádiz","esLa Liga","28","1993","38.0","3","1","3","0","0","3","4","75.0","1","0","0","0","1","4","21","4",
"Pierre Lees-Melou","frFRA","MF","Norwich City","engPremier League","28","1993","25.2","58","36","23","29","6","25","92","27.2","67","37","11","26","25","83","23","0",
"Wu Lei","cnCHN","FW,MF","Espanyol","esLa Liga","29","1991","5.3","3","2","1","2","0","3","8","37.5","5","4","0","4","4","7","3","0",
"Maxim Leitsch","deGER","DF","Bochum","deBundesliga","23","1998","17.1","18","10","9","7","2","10","15","66.7","5","31","19","12","31","49","74","1",
"Lucas Leiva","brBRA","MF","Lazio","itSerie A","34","1987","18.9","55","30","26","25","4","15","53","28.3","38","27","10","17","28","83","37","0",
"Florian Lejeune","frFRA","DF","Alavés","esLa Liga","30","1991","30.0","33","24","22","10","1","12","20","60.0","8","30","19","11","31","64","158","0",
"Iñigo Lekue","esESP","DF","Athletic Club","esLa Liga","28","1993","21.4","32","23","16","12","4","22","44","50.0","22","37","12","25","23","55","63","0",
"Thomas Lemar","frFRA","MF","Atlético Madrid","esLa Liga","25","1995","16.0","24","14","9","12","3","8","23","34.8","15","18","0","18","8","32","11","0",
"Félix Lemaréchal","frFRA","MF","Monaco","frLigue 1","17","2003","0.1","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","0","0",
"Mario Lemina","gaGAB","MF","Nice","frLigue 1","27","1993","21.9","62","35","25","33","4","28","38","73.7","10","32","9","23","48","110","37","0",
"Fabien Lemoine","frFRA","MF","Lorient","frLigue 1","34","1987","12.4","35","22","20","14","1","17","41","41.5","24","21","4","17","14","49","24","1",
"Tim Lemperle","deGER","FW,MF","Köln","deBundesliga","19","2002","1.7","4","1","2","1","1","1","3","33.3","2","1","0","1","2","6","2","0",
"Ruben Lendinez","esESP","DF","Valencia","esLa Liga","18","2003","1.5","3","3","1","2","0","3","8","37.5","5","4","0","4","2","5","6","0",
"Clément Lenglet","frFRA","DF","Barcelona","esLa Liga","26","1995","9.2","20","11","11","7","2","8","13","61.5","5","7","3","4","13","33","21","0",
"Aaron Lennon","engENG","MF,FW","Burnley","engPremier League","34","1987","17.2","33","17","10","13","10","10","34","29.4","24","26","4","22","9","42","14","0",
"Bernd Leno","deGER","GK","Arsenal","engPremier League","29","1992","4.0","1","1","1","0","0","1","1","100.0","0","0","0","0","0","1","1","0",
"Christopher Lenz","deGER","DF","Eint Frankfurt","deBundesliga","26","1994","7.4","29","15","22","6","1","12","21","57.1","9","9","4","5","7","36","21","0",
"Léo Leroy","frFRA","MF","Montpellier","frLigue 1","21","2000","7.0","31","21","17","11","3","12","34","35.3","22","20","4","16","8","39","8","0",
"Alexandre Letellier","frFRA","GK","Paris S-G","frLigue 1","30","1990","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Robert Lewandowski","plPOL","FW","Bayern Munich","deBundesliga","32","1988","32.7","10","3","0","6","4","5","17","29.4","12","17","2","15","6","16","8","0",
"Jamie Leweling","deGER","FW,MF","Greuther Fürth","deBundesliga","20","2001","21.8","13","8","3","7","3","3","16","18.8","13","9","0","9","13","26","5","0",
