Player, Nation, Position, Club, League, Age, YearBorn, 90s, Tkl, TklW, Def3rdTkl, Mid3rdTkl,Att3rdTkl,DribblersTkl,DribblersTklAtt,DribblersTkl%,DribblersTklLost,Blocks,ShotBlocks,PassBlocks,Interceptions, Interceptions+Tkl, Clearences, ErrorsLeadingToShot, Matches
"Matty Cash","plPOL","DF","Aston Villa","engPremier League","22","1997","26.4","71","40","43","22","6","41","74","55.4","33","50","11","39","60","131","95","0",
"Kiko Casilla","esESP","GK","Leeds United","engPremier League","33","1986","3.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Giuseppe Caso","itITA","DF,FW","Genoa","itSerie A","21","1998","0.6","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Moreto Cassamã","gwGNB","MF","Reims","frLigue 1","22","1998","22.6","49","36","24","23","2","27","49","55.1","22","19","6","13","36","85","33","4",
"Francesco Cassata","itITA","DF,FW","Genoa","itSerie A","23","1997","2.5","7","6","7","0","0","4","7","57.1","3","0","0","0","3","10","1","0",
"Timothy Castagne","beBEL","DF","Leicester City","engPremier League","24","1995","26.1","52","32","29","18","5","24","44","54.5","20","29","5","24","29","81","62","1",
"Koen Casteels","beBEL","GK","Wolfsburg","deBundesliga","28","1992","32.0","0","0","0","0","0","0","1","0.0","1","1","0","1","2","2","9","2",
"Jean-Charles Castelletto","cmCMR","DF","Nantes","frLigue 1","25","1995","21.6","31","18","19","11","1","18","31","58.1","13","26","19","7","42","73","79","0",
"Samu Castillejo","esESP","FW","Milan","itSerie A","25","1995","13.1","24","12","9","14","1","14","40","35.0","26","21","0","21","6","30","9","0",
"Gonzalo Castro","deGER","MF","Stuttgart","deBundesliga","33","1987","19.2","21","7","6","9","6","8","23","34.8","15","16","3","13","8","29","12","0",
"Jonny Castro","esESP","MF,DF","Wolves","engPremier League","26","1994","5.5","11","5","6","4","1","6","13","46.2","7","9","3","6","9","20","7","0",
"Gaetano Castrovilli","itITA","MF","Fiorentina","itSerie A","23","1997","25.9","33","19","15","11","7","11","42","26.2","31","25","2","23","34","67","14","0",
"Danilo Cataldi","itITA","MF","Lazio","itSerie A","25","1994","6.3","7","2","1","5","1","4","18","22.2","14","3","1","2","9","16","7","0",
"Ivan Cavaleiro","ptPOR","FW","Fulham","engPremier League","26","1993","27.5","23","14","9","11","3","12","34","35.3","22","25","1","24","19","42","14","0",
"Edinson Cavani","uyURU","FW","Manchester Utd","engPremier League","33","1987","15.3","12","8","1","8","3","2","13","15.4","11","2","0","2","6","18","11","0",
"Dani Ceballos","esESP","MF","Arsenal","engPremier League","23","1996","17.9","37","22","20","11","6","21","51","41.2","30","23","6","17","35","72","14","1",
"Federico Ceccherini","itITA","DF","Hellas Verona","itSerie A","28","1992","19.3","16","12","10","6","0","2","7","28.6","5","15","8","7","40","56","60","0",
"Federico Ceccherini","itITA","DF","Fiorentina","itSerie A","28","1992","3.0","4","1","1","3","0","1","1","100.0","0","6","5","1","7","11","15","0",
"Zeki Çelik","trTUR","DF","Lille","frLigue 1","23","1997","26.5","72","33","30","30","12","44","81","54.3","37","32","6","26","38","110","52","0",
"Bersant Celina","xkKVX","MF,FW","Dijon","frLigue 1","23","1996","25.5","20","12","8","8","4","7","38","18.4","31","20","2","18","8","28","10","0",
"Fabien Centonze","frFRA","DF","Metz","frLigue 1","24","1996","35.8","104","68","64","30","10","43","73","58.9","30","62","17","45","112","216","119","1",
"Luca Ceppitelli","itITA","DF","Cagliari","itSerie A","30","1989","16.3","25","19","13","10","2","14","26","53.8","12","23","12","11","25","50","58","1",
"Alberto Cerri","itITA","FW","Cagliari","itSerie A","24","1996","4.1","3","2","0","2","1","0","5","0.0","5","4","2","2","2","5","6","0",
"Sava Cestic","rsSRB","DF","Köln","deBundesliga","19","2001","10.0","20","9","12","6","2","8","17","47.1","9","13","4","9","18","38","40","0",
"Julian Chabot","deGER","DF","Spezia","itSerie A","22","1998","18.4","48","34","28","16","4","23","37","62.2","14","25","13","12","37","85","43","1",
"Nassim Chadli","frFRA","FW,MF","Nîmes","frLigue 1","19","2001","0.3","2","1","2","0","0","0","1","0.0","1","1","0","1","0","2","0","0",
"Fouad Chafik","maMAR","DF","Dijon","frLigue 1","33","1986","18.0","39","24","29","8","2","16","35","45.7","19","19","10","9","21","60","41","0",
"Mehdi Chahiri","maMAR","FW,MF","Strasbourg","frLigue 1","24","1996","8.9","18","8","7","5","6","8","20","40.0","12","9","0","9","6","24","5","0",
"Sofian Chakla","maMAR","DF","Villarreal","esLa Liga","26","1993","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Sofian Chakla","maMAR","DF","Getafe","esLa Liga","26","1993","10.0","12","8","10","1","1","5","7","71.4","2","3","2","1","14","26","48","1",
"Aníbal Chalá","ecECU","DF","Dijon","frLigue 1","24","1996","8.3","10","7","6","3","1","6","12","50.0","6","5","3","2","14","24","15","1",
"Trevoh Chalobah","engENG","DF,MF","Lorient","frLigue 1","21","1999","24.9","45","26","32","13","0","24","50","48.0","26","20","7","13","69","114","56","0",
"Calum Chambers","engENG","DF","Arsenal","engPremier League","25","1995","8.4","7","3","3","2","2","3","8","37.5","5","6","2","4","10","17","37","0",
"Timothy Chandler","usUSA","DF","Eint Frankfurt","deBundesliga","30","1990","4.8","4","0","2","1","1","1","4","25.0","3","5","2","3","3","7","5","0",
"Kwon Chang-hoon","krKOR","MF,FW","Freiburg","deBundesliga","26","1994","2.4","3","1","1","0","2","1","3","33.3","2","3","1","2","7","10","2","1",
"Gaëtan Charbonnier","frFRA","MF,FW","Brest","frLigue 1","31","1988","17.4","24","15","6","11","7","12","32","37.5","20","15","1","14","9","33","19","0",
"Brendan Chardonnet","frFRA","DF","Brest","frLigue 1","25","1994","30.2","51","29","31","19","1","27","41","65.9","14","54","41","13","64","115","151","0",
"Xavier Chavalerin","frFRA","MF","Reims","frLigue 1","29","1991","28.3","92","50","47","38","7","26","74","35.1","48","43","9","34","43","135","29","1",
"Pape Cheikh Diop","snSEN","MF","Dijon","frLigue 1","22","1997","12.1","24","14","15","6","3","13","33","39.4","20","14","2","12","6","30","6","0",
"Chema","esESP","DF,MF","Getafe","esLa Liga","28","1992","6.2","11","5","6","5","0","5","7","71.4","2","1","0","1","10","21","23","0",
"Rayan Cherki","frFRA","FW,MF","Lyon","frLigue 1","16","2003","7.8","5","3","0","3","2","1","11","9.1","10","3","0","3","4","9","0","0",
"Denis Cheryshev","ruRUS","MF","Valencia","esLa Liga","29","1990","12.2","19","15","6","7","6","6","26","23.1","20","15","1","14","12","31","15","0",
"Giorgio Chiellini","itITA","DF","Juventus","itSerie A","35","1984","15.4","12","9","9","3","0","5","11","45.5","6","18","13","5","27","39","56","0",
"Federico Chiesa","itITA","DF","Fiorentina","itSerie A","22","1997","2.7","6","2","2","2","2","3","8","37.5","5","3","1","2","1","7","3","0",
"Federico Chiesa","itITA","MF,DF","Juventus","itSerie A","22","1997","24.6","47","26","21","14","12","19","50","38.0","31","23","1","22","12","59","16","0",
"Ben Chilwell","engENG","DF","Chelsea","engPremier League","23","1996","25.4","42","22","16","22","4","15","33","45.5","18","28","3","25","24","66","58","0",
"Vlad Chiricheș","roROU","DF","Sassuolo","itSerie A","30","1989","20.4","38","23","34","3","1","21","35","60.0","14","31","21","10","50","88","59","2",
"Pedro Chirivella","esESP","MF","Nantes","frLigue 1","23","1997","25.3","26","8","7","13","6","14","49","28.6","35","23","4","19","41","67","19","0",
"Tahith Chong","cwCUW","MF,FW","Werder Bremen","deBundesliga","20","1999","4.3","11","6","1","9","1","4","8","50.0","4","4","0","4","5","16","1","0",
"Joris Chotard","frFRA","MF","Montpellier","frLigue 1","18","2001","12.9","12","8","5","6","1","6","31","19.4","25","12","3","9","11","23","15","0",
"Hamza Choudhury","bdBAN","MF","Leicester City","engPremier League","22","1997","3.5","8","7","3","5","0","4","10","40.0","6","4","1","3","4","12","9","1",
"Mounir Chouiar","frFRA","FW,MF","Dijon","frLigue 1","21","1999","14.3","22","12","10","9","3","6","18","33.3","12","10","0","10","11","33","8","0",
"Andreas Christensen","dkDEN","DF","Chelsea","engPremier League","24","1996","15.2","11","6","8","3","0","0","8","0.0","8","19","14","5","20","31","51","1",
"Carney Chukwuemeka","engENG","MF,FW","Aston Villa","engPremier League","16","2003","0.2","2","2","1","0","1","1","3","33.3","2","0","0","0","0","2","0","0",
"Samuel Chukwueze","ngNGA","MF,FW","Villarreal","esLa Liga","21","1999","15.2","12","7","4","4","4","3","17","17.6","14","8","0","8","10","22","3","0",
"Darko Churlinov","mkMKD","DF,MF","Stuttgart","deBundesliga","20","2000","2.4","2","2","2","0","0","1","3","33.3","2","5","1","4","0","2","2","0",
"Víctor Chust","esESP","DF","Real Madrid","esLa Liga","20","2000","1.1","1","1","0","1","0","0","2","0.0","2","2","2","0","1","2","5","0",
"Sébastien Cibois","frFRA","GK","Brest","frLigue 1","22","1998","3.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","1",
"Cifu","esESP","DF","Elche","esLa Liga","29","1990","5.0","10","7","7","3","0","7","13","53.8","6","5","1","4","8","18","10","0",
"Alberto Cifuentes","esESP","GK","Cádiz","esLa Liga","41","1979","2.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Luca Cigarini","itITA","MF","Crotone","itSerie A","34","1986","10.3","26","14","11","12","3","12","28","42.9","16","10","1","9","12","38","9","0",
"Jasper Cillessen","nlNED","GK","Valencia","esLa Liga","31","1989","10.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Antonio Cioffi","itITA","FW","Napoli","itSerie A","17","2002","0.1","0","0","0","0","0","0","0","","0","1","0","1","1","1","0","0",
"Tim Civeja","alALB","MF","Augsburg","deBundesliga","18","2002","0.4","0","0","0","0","0","0","1","0.0","1","0","0","0","3","3","0","0",
"Ciaran Clark","ieIRL","DF","Newcastle Utd","engPremier League","30","1989","21.0","24","14","15","6","3","6","13","46.2","7","27","20","7","29","53","104","1",
"Alexis Claude-Maurice","frFRA","MF,FW","Nice","frLigue 1","22","1998","21.2","40","19","17","14","9","14","48","29.2","34","16","2","14","14","54","3","0",
"Jonathan Clauss","frFRA","DF","Lens","frLigue 1","27","1992","28.0","43","20","12","20","11","17","38","44.7","21","24","1","23","45","88","46","0",
"Carlos Clerc","esESP","DF","Levante","esLa Liga","28","1992","30.9","56","29","33","16","7","22","39","56.4","17","26","4","22","37","93","55","1",
"Nathaniel Clyne","engENG","DF","Crystal Palace","engPremier League","29","1991","12.7","17","10","8","8","1","9","16","56.3","7","7","2","5","18","35","25","1",
"Conor Coady","engENG","DF","Wolves","engPremier League","27","1993","36.7","35","23","25","10","0","19","35","54.3","16","40","32","8","27","62","134","2",
"Marcus Coco","frFRA","MF,FW","Nantes","frLigue 1","24","1996","16.4","36","21","17","15","4","16","36","44.4","20","16","3","13","20","56","17","0",
"Coke","esESP","DF","Levante","esLa Liga","33","1987","9.3","24","10","14","7","3","14","27","51.9","13","13","1","12","14","38","27","0",
"Séamus Coleman","ieIRL","DF,MF","Everton","engPremier League","31","1988","17.9","39","26","21","14","4","21","30","70.0","9","22","6","16","13","52","37","2",
"Ebrima Colley","gmGAM","MF,FW","Hellas Verona","itSerie A","20","2000","8.2","11","4","2","6","3","3","11","27.3","8","6","0","6","6","17","1","0",
"Omar Colley","gmGAM","DF","Sampdoria","itSerie A","27","1992","28.8","28","16","19","8","1","13","23","56.5","10","43","29","14","68","96","133","1",
"Simone Colombi","itITA","GK","Parma","itSerie A","29","1991","2.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","2","0",
"Lorenzo Colombo","itITA","FW","Milan","itSerie A","18","2002","1.0","2","1","1","1","0","0","3","0.0","3","0","0","0","0","2","3","0",
"Racine Coly","snSEN","MF","Nice","frLigue 1","24","1995","0.2","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Kingsley Coman","frFRA","FW,MF","Bayern Munich","deBundesliga","24","1996","19.5","14","8","6","7","1","2","21","9.5","19","22","0","22","4","18","3","0",
"Daniel Congré","frFRA","DF","Montpellier","frLigue 1","35","1985","36.6","59","35","45","12","2","36","70","51.4","34","50","33","17","69","128","144","3",
"Aaron Connolly","ieIRL","FW","Brighton","engPremier League","20","2000","8.8","6","3","1","3","2","0","2","0.0","2","4","0","4","0","6","2","0",
"Andrea Consigli","itITA","GK","Sassuolo","itSerie A","33","1987","37.0","2","2","2","0","0","2","2","100.0","0","0","0","0","0","2","14","4",
"Andrea Conti","itITA","DF","Milan","itSerie A","26","1994","0.3","1","1","1","0","0","0","1","0.0","1","0","0","0","1","2","0","0",
"Andrea Conti","itITA","DF","Parma","itSerie A","26","1994","9.0","21","10","16","4","1","13","26","50.0","13","13","4","9","16","37","23","0",
"Liam Cooper","sctSCO","DF","Leeds United","engPremier League","28","1991","24.3","68","45","39","27","2","37","59","62.7","22","39","32","7","61","129","70","1",
"Francis Coquelin","frFRA","MF","Villarreal","esLa Liga","29","1991","8.2","19","14","4","12","3","8","19","42.1","11","8","2","6","21","40","11","1",
"Theo Corbeanu","caCAN","FW","Wolves","engPremier League","18","2002","0.1","2","1","0","2","0","1","1","100.0","0","0","0","0","1","3","0","0",
"Sébastien Corchia","frFRA","DF","Nantes","frLigue 1","29","1990","23.0","55","30","29","19","7","33","60","55.0","27","28","10","18","38","93","40","1",
"Alex Cordaz","itITA","GK","Crotone","itSerie A","37","1983","36.0","0","0","0","0","0","0","0","","0","0","0","0","1","1","7","2",
"Iñigo Córdoba","esESP","FW,MF","Athletic Club","esLa Liga","23","1997","1.1","0","0","0","0","0","0","3","0.0","3","4","0","4","2","2","1","0",
"Iñigo Córdoba","esESP","MF","Alavés","esLa Liga","23","1997","2.4","6","4","1","3","2","2","10","20.0","8","7","0","7","3","9","2","0",
"Jhon Córdoba","coCOL","FW","Hertha BSC","deBundesliga","27","1993","17.1","9","4","1","5","3","2","4","50.0","2","13","2","11","6","15","4","0",
"Sergio Córdova","veVEN","FW,MF","Arminia","deBundesliga","22","1997","12.1","16","8","0","10","6","2","15","13.3","13","14","3","11","9","25","9","0",
"Jack Cork","engENG","MF","Burnley","engPremier League","31","1989","15.0","26","10","5","17","4","11","31","35.5","20","15","4","11","16","42","20","0",
"Andreas Cornelius","dkDEN","FW","Parma","itSerie A","27","1993","21.1","11","4","1","5","5","2","12","16.7","10","9","2","7","1","12","25","1",
"Maxwel Cornet","ciCIV","DF,FW","Lyon","frLigue 1","23","1996","27.2","70","41","39","24","7","33","58","56.9","25","23","5","18","43","113","47","1",
"Ángel Correa","arARG","FW,MF","Atlético Madrid","esLa Liga","25","1995","26.6","38","21","10","23","5","15","45","33.3","30","18","1","17","22","60","16","0",
"Joaquín Correa","arARG","FW","Lazio","itSerie A","25","1994","21.5","21","12","6","11","4","7","25","28.0","18","14","0","14","7","28","12","0",
"Rober Correa","esESP","DF","Eibar","esLa Liga","27","1992","12.6","16","9","8","6","2","8","12","66.7","4","9","1","8","20","36","31","0",
"Félix Correia","ptPOR","MF","Juventus","itSerie A","19","2001","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0",
"Thierry Correia","ptPOR","DF","Valencia","esLa Liga","21","1999","23.7","47","27","32","10","5","21","43","48.8","22","24","6","18","42","89","63","1",
"Danny da Costa","deGER","DF,FW","Mainz 05","deBundesliga","27","1993","13.4","22","16","6","9","7","13","27","48.1","14","17","2","15","17","39","27","0",
"Danny da Costa","deGER","DF","Eint Frankfurt","deBundesliga","27","1993","1.2","0","0","0","0","0","0","1","0.0","1","3","1","2","0","0","4","0",
"David Costa","ptPOR","MF,FW","Lens","frLigue 1","19","2001","1.7","4","4","1","2","1","2","3","66.7","1","2","0","2","0","4","4","0",
"Diego Costa","esESP","FW","Atlético Madrid","esLa Liga","31","1988","2.3","1","0","1","0","0","1","3","33.3","2","0","0","0","0","1","2","0",
"Douglas Costa","brBRA","MF,FW","Juventus","itSerie A","29","1990","0.5","1","0","1","0","0","1","3","33.3","2","0","0","0","0","1","0","0",
"Douglas Costa","brBRA","FW,MF","Bayern Munich","deBundesliga","29","1990","3.6","2","1","1","1","0","1","3","33.3","2","7","0","7","2","4","1","0",
"Hélder Costa","aoANG","MF,FW","Leeds United","engPremier League","26","1994","12.8","25","11","12","5","8","11","32","34.4","21","11","0","11","3","28","5","1",
"Jaume Costa","esESP","DF,MF","Villarreal","esLa Liga","32","1988","3.9","10","6","4","6","0","7","9","77.8","2","7","1","6","6","16","8","0",
"Angelo da Costa Júnior","brBRA","GK","Bologna","itSerie A","36","1983","6.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","2","3",
"Charles Costes","frFRA","MF","Dijon","frLigue 1","17","2002","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Benoît Costil","frFRA","GK","Bordeaux","frLigue 1","33","1987","38.0","1","1","1","0","0","1","3","33.3","2","1","0","1","1","2","17","0",
"Vladimír Coufal","czCZE","DF","West Ham","engPremier League","27","1992","33.9","73","36","50","15","8","52","89","58.4","37","41","7","34","41","114","102","1",
"Kalifa Coulibaly","mlMLI","FW","Nantes","frLigue 1","28","1991","10.9","3","1","0","1","2","2","8","25.0","6","3","1","2","2","5","12","0",
"Lassana Coulibaly","mlMLI","MF","Angers","frLigue 1","24","1996","18.7","78","41","33","34","11","39","75","52.0","36","29","4","25","33","111","17","0",
"Mamadou Coulibaly","snSEN","MF","Udinese","itSerie A","21","1999","2.0","10","8","5","5","0","0","0","","0","2","0","2","1","11","0","0",
"Senou Coulibaly","mlMLI","DF","Dijon","frLigue 1","25","1994","21.5","33","21","23","10","0","12","24","50.0","12","18","12","6","30","63","89","0",
"Tanguy Coulibaly","frFRA","DF,FW","Stuttgart","deBundesliga","19","2001","16.7","26","15","10","7","9","11","23","47.8","12","20","0","20","10","36","11","0",
"Thibaut Courtois","beBEL","GK","Real Madrid","esLa Liga","28","1992","38.0","0","0","0","0","0","0","1","0.0","1","1","0","1","1","1","17","2",
"Philippe Coutinho","brBRA","MF,FW","Barcelona","esLa Liga","28","1992","7.3","8","6","2","5","1","3","9","33.3","6","7","0","7","2","10","1","0",
"Nicolas Cozza","frFRA","DF","Montpellier","frLigue 1","21","1999","15.2","39","30","27","11","1","20","40","50.0","20","20","11","9","26","65","62","0",
"Alessio Cragno","itITA","GK","Cagliari","itSerie A","26","1994","34.0","0","0","0","0","0","0","1","0.0","1","0","0","0","1","1","10","0",
"Gian Crespi","itITA","GK","Crotone","itSerie A","19","2001","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Aaron Cresswell","engENG","DF","West Ham","engPremier League","30","1989","35.2","32","13","15","15","2","18","32","56.3","14","29","14","15","32","64","79","2",
"Domenico Criscito","itITA","DF","Genoa","itSerie A","33","1986","19.2","43","22","29","11","3","22","39","56.4","17","27","14","13","44","87","51","0",
"Bryan Cristante","itITA","DF,MF","Roma","itSerie A","25","1995","23.9","27","20","10","14","3","10","28","35.7","18","21","7","14","40","67","61","1",
"Giovanni Crociata","itITA","DF","Crotone","itSerie A","22","1997","0.3","1","0","0","1","0","0","1","0.0","1","1","0","1","0","1","0","0",
"Juan Cruz Armada","esESP","DF","Osasuna","esLa Liga","28","1992","21.8","36","22","17","16","3","19","35","54.3","16","19","5","14","15","51","50","0",
"Juan Cuadrado","coCOL","DF,MF","Juventus","itSerie A","32","1988","24.2","43","25","22","15","6","29","60","48.3","31","16","2","14","43","86","22","2",
"Andrés Cubas","pyPAR","MF","Nîmes","frLigue 1","24","1996","24.9","80","47","30","44","6","33","74","44.6","41","37","10","27","50","130","29","3",
"Sergio Cubero Ezcurra","esESP","MF","Eibar","esLa Liga","20","1999","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Cucho","coCOL","FW,MF","Getafe","esLa Liga","21","1999","16.3","19","10","1","14","4","2","23","8.7","21","18","1","17","6","25","8","0",
"Marc Cucurella","esESP","MF","Getafe","esLa Liga","22","1998","36.0","64","51","19","40","5","25","66","37.9","41","45","4","41","40","104","27","0",
"Mickaël Cuisance","frFRA","MF","Marseille","frLigue 1","20","1999","11.4","24","11","2","15","7","10","33","30.3","23","13","1","12","3","27","4","0",
"Mickaël Cuisance","frFRA","FW","Bayern Munich","deBundesliga","20","1999","0.2","0","0","0","0","0","0","0","","0","1","0","1","0","0","0","0",
"Matheus Cunha","brBRA","FW,MF","Hertha BSC","deBundesliga","21","1999","23.9","36","16","10","19","7","13","49","26.5","36","29","2","27","31","67","9","0",
"Giuseppe Cuomo","itITA","DF","Crotone","itSerie A","22","1998","8.9","26","19","17","9","0","9","14","64.3","5","10","2","8","18","44","19","1",
"Patrick Cutrone","itITA","FW","Wolves","engPremier League","22","1998","0.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Patrick Cutrone","itITA","FW","Fiorentina","itSerie A","22","1998","2.2","4","3","1","2","1","1","2","50.0","1","1","0","1","1","5","0","0",
"Patrick Cutrone","itITA","FW","Valencia","esLa Liga","22","1998","1.2","0","0","0","0","0","0","1","0.0","1","0","0","0","1","1","0","0",
"Wylan Cyprien","frFRA","MF","Parma","itSerie A","25","1995","4.6","9","4","5","3","1","2","4","50.0","2","13","8","5","5","14","6","1",
"Rafael Czichos","deGER","DF","Köln","deBundesliga","30","1990","25.1","48","24","33","13","2","23","42","54.8","19","25","9","16","53","101","109","0",
"Lennart-Marten Czyborra","deGER","DF","Genoa","itSerie A","21","1999","13.0","19","10","7","7","5","11","19","57.9","8","6","1","5","17","36","27","0",
"Danilo D'Ambrosio","itITA","DF","Inter","itSerie A","31","1988","7.8","15","9","6","7","2","6","15","40.0","9","9","7","2","4","19","15","0",
"Damien Da Silva","frFRA","DF","Rennes","frLigue 1","32","1988","29.6","22","13","13","8","1","12","18","66.7","6","17","13","4","44","66","99","1",
"Moanes Dabbur","ilISR","FW,MF","Hoffenheim","deBundesliga","28","1992","11.1","6","3","3","1","2","1","13","7.7","12","6","0","6","9","15","7","0",
"Bryan Dabo","bfBFA","MF","Benevento","itSerie A","28","1992","12.4","11","8","5","3","3","5","16","31.3","11","7","1","6","13","24","16","0",
"Colin Dagba","frFRA","DF","Paris S-G","frLigue 1","21","1998","15.1","23","11","4","17","2","14","19","73.7","5","18","5","13","16","39","18","1",
"Finn Dahmen","deGER","GK","Mainz 05","deBundesliga","22","1998","3.0","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","1","0",
"Mahmoud Dahoud","deGER","MF","Dortmund","deBundesliga","24","1996","14.0","30","18","9","20","1","14","38","36.8","24","23","5","18","18","48","11","1",
"Leon Dajaku","deGER","FW","Union Berlin","deBundesliga","19","2001","0.4","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Stuart Dallas","nirNIR","MF,DF","Leeds United","engPremier League","29","1991","37.9","74","45","46","22","6","30","88","34.1","58","41","3","38","44","118","52","1",
"Diogo Dalot","ptPOR","DF","Milan","itSerie A","21","1999","12.1","32","17","23","6","3","17","34","50.0","17","18","5","13","25","57","42","0",
"Mikkel Damsgaard","dkDEN","MF,FW","Sampdoria","itSerie A","20","2000","19.7","42","21","14","20","8","22","70","31.4","48","40","4","36","24","66","17","0",
"Flavius Daniliuc","atAUT","DF","Nice","frLigue 1","19","2001","16.4","23","15","15","5","3","10","21","47.6","11","17","6","11","14","37","32","0",
"Danilo","brBRA","DF,MF","Juventus","itSerie A","29","1991","32.4","62","31","37","16","9","35","66","53.0","31","32","12","20","66","128","68","2",
"Scott Dann","engENG","DF","Crystal Palace","engPremier League","33","1987","15.0","6","4","5","1","0","4","11","36.4","7","16","14","2","18","24","59","1",
"Tiago Dantas","ptPOR","MF","Bayern Munich","deBundesliga","19","2000","0.8","1","1","0","0","1","0","0","","0","0","0","0","0","1","0","0",
"Dante","brBRA","DF","Nice","frLigue 1","36","1983","8.6","10","5","6","4","0","3","7","42.9","4","6","4","2","10","20","20","0",
"Andrea Danzi","itITA","DF","Hellas Verona","itSerie A","21","1999","1.2","0","0","0","0","0","0","1","0.0","1","0","0","0","3","3","1","0",
"Ebrima Darboe","gmGAM","MF","Roma","itSerie A","19","2001","3.6","5","2","3","1","1","3","10","30.0","7","3","0","3","8","13","0","1",
"Márton Dárdai","huHUN","DF,MF","Hertha BSC","deBundesliga","18","2002","9.1","17","10","10","6","1","9","16","56.3","7","7","3","4","16","33","31","0",
"Vladimír Darida","czCZE","MF","Hertha BSC","deBundesliga","29","1990","21.1","34","19","11","19","4","9","31","29.0","22","34","2","32","27","61","18","0",
"Karl Darlow","wlsWAL","GK","Newcastle Utd","engPremier League","29","1990","25.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","17","0",
"Matteo Darmian","itITA","DF","Parma","itSerie A","30","1989","2.3","6","5","3","3","0","4","7","57.1","3","2","0","2","6","12","7","0",
"Matteo Darmian","itITA","DF","Inter","itSerie A","30","1989","12.9","30","16","12","7","11","16","28","57.1","12","9","2","7","17","47","35","0",
"Jonathan David","caCAN","FW","Lille","frLigue 1","20","2000","26.2","17","10","5","5","7","9","24","37.5","15","19","1","18","3","20","9","0",
"Alphonso Davies","caCAN","DF","Bayern Munich","deBundesliga","19","2000","19.6","39","27","16","17","6","28","40","70.0","12","21","1","20","28","67","33","1",
"Ben Davies","wlsWAL","DF","Tottenham","engPremier League","27","1993","15.0","27","17","10","11","6","13","30","43.3","17","10","5","5","18","45","49","2",
"Tom Davies","engENG","MF","Everton","engPremier League","22","1998","15.8","31","18","17","12","2","16","39","41.0","23","15","9","6","34","65","21","2",
"Keinan Davis","engENG","FW,MF","Aston Villa","engPremier League","22","1998","3.1","2","1","1","0","1","0","1","0.0","1","1","0","1","0","2","2","0",
"Leif Davis","engENG","DF","Leeds United","engPremier League","20","2000","0.4","0","0","0","0","0","0","3","0.0","3","1","0","1","1","1","0","0",
"Paweł Dawidowicz","plPOL","DF","Hellas Verona","itSerie A","25","1995","20.7","42","28","30","10","2","14","24","58.3","10","28","19","9","27","69","62","1",
"Craig Dawson","engENG","DF","West Ham","engPremier League","30","1990","21.4","11","8","7","4","0","5","12","41.7","7","26","22","4","32","43","88","3",
"Kevin De Bruyne","beBEL","MF","Manchester City","engPremier League","29","1991","22.2","34","21","6","18","10","13","48","27.1","35","26","1","25","9","43","10","0",
"Bobby De Cordova-Reid","jmJAM","MF,FW","Fulham","engPremier League","27","1993","26.4","31","15","17","10","4","18","39","46.2","21","19","5","14","21","52","39","0",
"Sebastien De Maio","frFRA","DF","Udinese","itSerie A","33","1987","9.5","15","10","6","9","0","4","5","80.0","1","16","9","7","18","33","41","0",
"Rodrigo De Paul","arARG","MF","Udinese","itSerie A","26","1994","35.6","41","24","17","22","2","15","60","25.0","45","32","1","31","17","58","20","1",
"Mattia De Sciglio","itITA","DF","Juventus","itSerie A","27","1992","0.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0",
"Mattia De Sciglio","itITA","DF","Lyon","frLigue 1","27","1992","16.3","29","17","15","11","3","18","27","66.7","9","13","4","9","27","56","45","0",
"Lorenzo De Silvestri","itITA","DF","Bologna","itSerie A","32","1988","23.8","34","24","18","13","3","16","37","43.2","21","37","10","27","30","64","62","3",
"Thibault De Smet","beBEL","DF","Reims","frLigue 1","22","1998","5.5","11","6","8","3","0","6","15","40.0","9","8","1","7","6","17","16","0",
"Lucas Deaux","frFRA","MF,DF","Nîmes","frLigue 1","31","1988","19.5","47","32","20","22","5","16","49","32.7","33","20","3","17","20","67","30","4",
"Mathieu Debuchy","frFRA","DF","Saint-Étienne","frLigue 1","35","1985","23.4","58","33","37","17","4","40","62","64.5","22","27","9","18","45","103","61","0",
"Grégoire Defrel","mqMTQ","MF,FW","Sassuolo","itSerie A","29","1991","14.8","13","8","5","5","3","5","12","41.7","7","9","0","9","7","20","5","0",
