Player, Nation, Position, Club, League, Age, YearBorn, 90s, Tkl, TklW, Def3rdTkl, Mid3rdTkl,Att3rdTkl,DribblersTkl,DribblersTklAtt,DribblersTkl%,DribblersTklLost,Blocks,ShotBlocks,PassBlocks,Interceptions, Interceptions+Tkl, Clearences, ErrorsLeadingToShot, Matches
"Jérôme Boateng","deGER","DF","Bayern Munich","deBundesliga","30","1988","20.0","21","14","9","12","0","11","22","50.0","11","15","11","4","33","54","58","1",
"Kevin-Prince Boateng","ghGHA","FW","Fiorentina","itSerie A","32","1987","6.7","3","1","0","2","1","2","8","25.0","6","3","0","3","1","4","7","0",
"Antonin Bobichon","frFRA","MF","Nîmes","frLigue 1","23","1995","2.0","4","3","1","3","0","3","3","100.0","0","1","0","1","1","5","0","0",
"Antonin Bobichon","frFRA","MF","Angers","frLigue 1","23","1995","7.2","9","4","4","5","0","2","19","10.5","17","7","0","7","7","16","4","0",
"Salvatore Bocchetti","itITA","DF","Hellas Verona","itSerie A","32","1986","3.4","5","3","3","2","0","2","3","66.7","1","2","2","0","17","22","23","0",
"Mathieu Bodmer","frFRA","MF,FW","Amiens","frLigue 1","36","1982","1.0","0","0","0","0","0","0","1","0.0","1","1","1","0","1","1","1","0",
"Adam Bodzek","deGER","MF","Düsseldorf","deBundesliga","33","1985","22.4","42","26","21","20","1","14","46","30.4","32","34","11","23","25","67","39","0",
"Jean-Paul Boëtius","srSUR","MF","Mainz 05","deBundesliga","25","1994","25.2","63","33","21","31","11","20","57","35.1","37","38","1","37","26","89","6","0",
"Sacha Boey","frFRA","DF","Rennes","frLigue 1","18","2000","1.9","6","4","3","1","2","4","8","50.0","4","0","0","0","2","8","5","0",
"Jeremie Boga","ciCIV","FW","Sassuolo","itSerie A","22","1997","27.9","12","7","3","8","1","6","20","30.0","14","24","0","24","3","15","4","0",
"Melayro Bogarde","nlNED","DF","Hoffenheim","deBundesliga","17","2002","0.6","2","1","2","0","0","2","2","100.0","0","0","0","0","0","2","3","0",
"Quentin Boisgard","frFRA","MF,FW","Toulouse","frLigue 1","22","1997","12.7","31","19","10","14","7","14","35","40.0","21","11","0","11","12","43","4","1",
"Willy Boly","ciCIV","DF","Wolves","engPremier League","28","1991","22.0","57","33","36","21","0","25","43","58.1","18","28","11","17","39","96","108","3",
"Giacomo Bonaventura","itITA","MF,FW","Milan","itSerie A","29","1989","14.9","16","9","5","6","5","5","17","29.4","12","8","3","5","7","23","10","0",
"Federico Bonazzoli","itITA","FW","Sampdoria","itSerie A","22","1997","8.3","7","5","1","4","2","0","7","0.0","7","3","0","3","5","12","2","0",
"Gaëtan Bong","cmCMR","DF,MF","Brighton","engPremier League","31","1988","0.7","1","0","0","0","1","0","0","","0","1","1","0","0","1","0","0",
"Kevin Bonifazi","itITA","DF","Torino","itSerie A","23","1996","2.7","9","8","6","3","0","5","6","83.3","1","3","2","1","5","14","10","0",
"Kevin Bonifazi","itITA","DF","SPAL","itSerie A","23","1996","13.2","16","9","15","1","0","9","18","50.0","9","20","12","8","35","51","50","2",
"Federico Bonini","itITA","DF","Bologna","itSerie A","17","2001","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Leonardo Bonucci","itITA","DF","Juventus","itSerie A","32","1987","34.2","28","17","18","8","2","12","17","70.6","5","32","29","3","31","59","94","2",
"Fabio Borini","itITA","MF,FW","Hellas Verona","itSerie A","28","1991","9.0","2","1","2","0","0","0","4","0.0","4","3","0","3","13","15","6","0",
"Fabio Borini","itITA","MF","Milan","itSerie A","28","1991","0.8","2","2","0","0","2","0","2","0.0","2","1","0","1","0","2","3","0",
"Dennis Borkowski","deGER","FW","RB Leipzig","deBundesliga","17","2002","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Robin Bormuth","deGER","DF","Düsseldorf","deBundesliga","23","1995","2.0","2","1","2","0","0","2","3","66.7","1","6","5","1","0","2","12","0",
"Sebastiaan Bornauw","beBEL","DF","Köln","deBundesliga","20","1999","27.2","37","24","24","12","1","20","39","51.3","19","32","12","20","42","79","99","0",
"Brandon Borrello","auAUS","MF,FW","Freiburg","deBundesliga","24","1995","3.3","10","4","6","4","0","4","10","40.0","6","7","1","6","1","11","1","0",
"Gabriel Boschilia","brBRA","MF,FW","Monaco","frLigue 1","23","1996","1.4","3","1","0","3","0","1","5","20.0","4","1","1","0","2","5","2","0",
"Denis Bouanga","gaGAB","FW,MF","Saint-Étienne","frLigue 1","24","1994","22.7","45","34","10","25","10","20","55","36.4","35","30","0","30","10","55","15","0",
"Hicham Boudaoui","dzALG","MF,FW","Nice","frLigue 1","19","1999","5.4","20","10","6","11","3","9","23","39.1","14","10","3","7","13","33","7","0",
"Ryad Boudebouz","dzALG","MF,FW","Saint-Étienne","frLigue 1","29","1990","17.7","25","16","9","14","2","8","25","32.0","17","14","1","13","7","32","5","0",
"Sofiane Boufal","maMAR","MF,FW","Southampton","engPremier League","25","1993","8.5","16","8","6","5","5","6","15","40.0","9","17","0","17","4","20","1","0",
"Nassim Boujellab","maMAR","MF,FW","Schalke 04","deBundesliga","20","1999","4.7","12","10","5","4","3","5","14","35.7","9","8","1","7","7","19","5","0",
"Farid Boulaya","dzALG","FW","Metz","frLigue 1","26","1993","9.1","14","10","7","4","3","7","19","36.8","12","5","0","5","6","20","3","0",
"Yassine Bounou","maMAR","GK","Sevilla","esLa Liga","28","1991","5.5","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Mehdi Bourabia","maMAR","MF","Sassuolo","itSerie A","27","1991","10.3","19","9","8","10","1","9","22","40.9","13","12","2","10","22","41","23","0",
"Benjamin Bourigeaud","frFRA","MF","Rennes","frLigue 1","25","1994","21.1","40","12","18","20","2","17","68","25.0","51","38","7","31","20","60","25","0",
"Bilal Boutobba","frFRA","MF","Montpellier","frLigue 1","20","1998","0.1","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","0","0",
"Jarrod Bowen","engENG","FW,MF","West Ham","engPremier League","22","1996","10.2","19","15","7","9","3","4","17","23.5","13","6","0","6","16","35","8","0",
"Dedryck Boyata","beBEL","DF","Hertha BSC","deBundesliga","28","1990","27.1","24","18","17","5","2","4","12","33.3","8","39","32","7","62","86","158","1",
"John Boye","ghGHA","DF","Metz","frLigue 1","32","1987","23.5","30","19","25","5","0","19","32","59.4","13","31","18","13","31","61","116","0",
"Can Bozdogan","deGER","MF","Schalke 04","deBundesliga","18","2001","2.6","8","6","5","3","0","3","12","25.0","9","2","0","2","2","10","2","0",
"Domagoj Bradarić","hrCRO","DF","Lille","frLigue 1","19","1999","15.8","28","11","9","17","2","12","27","44.4","15","16","3","13","22","50","28","0",
"Filip Bradarić","hrCRO","MF","Celta Vigo","esLa Liga","27","1992","7.8","12","9","5","5","2","3","8","37.5","5","12","3","9","17","29","19","0",
"Robbie Brady","ieIRL","MF","Burnley","engPremier League","27","1992","5.0","11","9","5","4","2","3","10","30.0","7","10","2","8","5","16","8","0",
"Martin Braithwaite","dkDEN","FW,MF","Barcelona","esLa Liga","28","1991","4.5","2","2","2","0","0","0","8","0.0","8","3","0","3","1","3","1","0",
"Martin Braithwaite","dkDEN","FW,MF","Leganés","esLa Liga","28","1991","21.5","13","7","4","5","4","4","12","33.3","8","10","2","8","4","17","9","0",
"Federico Brancolini","itITA","GK","Fiorentina","itSerie A","18","2001","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Brandon","esESP","FW","Osasuna","esLa Liga","24","1995","4.5","5","3","1","3","1","0","5","0.0","5","4","0","4","0","5","1","0",
"Julian Brandt","deGER","MF,FW","Dortmund","deBundesliga","23","1996","24.5","48","33","15","21","12","25","55","45.5","30","35","2","33","16","64","10","1",
"Jarrad Branthwaite","engENG","DF","Everton","engPremier League","17","2002","3.3","8","7","5","3","0","3","5","60.0","2","6","3","3","2","10","12","0",
"Darko Brašanac","rsSRB","MF","Osasuna","esLa Liga","27","1992","24.9","45","25","14","26","5","15","41","36.6","26","19","4","15","20","65","21","0",
"Claudio Bravo","clCHI","GK","Manchester City","engPremier League","36","1983","3.9","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","1",
"Josip Brekalo","hrCRO","MF,FW","Wolfsburg","deBundesliga","21","1998","18.6","18","8","5","6","7","5","23","21.7","18","26","0","26","16","34","4","0",
"Gleison Bremer","brBRA","DF","Torino","itSerie A","22","1997","25.2","63","36","37","20","6","20","34","58.8","14","48","22","26","74","137","118","1",
"Marco Brescianini","itITA","MF","Milan","itSerie A","19","2000","0.3","1","1","1","0","0","0","0","","0","0","0","0","2","3","0","0",
"Anthony Briançon","frFRA","DF","Nîmes","frLigue 1","24","1994","19.3","29","19","20","9","0","17","34","50.0","17","22","16","6","39","68","80","0",
"Jimmy Briand","frFRA","FW","Bordeaux","frLigue 1","33","1985","16.9","12","8","5","4","3","3","13","23.1","10","8","4","4","6","18","12","0",
"Yan Brice Eteki","cmCMR","MF","Granada","esLa Liga","21","1997","16.7","37","21","14","18","5","15","31","48.4","16","17","4","13","24","61","20","1",
"Armando Broja","alALB","FW","Chelsea","engPremier League","17","2001","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Dylan Bronn","tnTUN","DF","Metz","frLigue 1","24","1995","9.0","7","5","6","1","0","4","7","57.1","3","11","9","2","6","13","42","0",
"David Brooks","wlsWAL","MF,FW","Bournemouth","engPremier League","22","1997","5.6","5","5","1","2","2","2","14","14.3","12","5","1","4","2","7","1","0",
"John Brooks","usUSA","DF","Wolfsburg","deBundesliga","26","1993","24.7","38","27","27","9","2","24","49","49.0","25","31","12","19","41","79","93","0",
"Daniel Brosinski","deGER","DF","Mainz 05","deBundesliga","31","1988","19.0","40","27","13","23","4","15","34","44.1","19","16","2","14","14","54","58","0",
"Josh Brownhill","engENG","MF","Burnley","engPremier League","23","1995","8.9","14","8","5","7","2","5","13","38.5","8","9","4","5","14","28","18","0",
"Marcelo Brozović","hrCRO","MF","Inter","itSerie A","26","1992","30.0","67","35","26","31","10","19","71","26.8","52","26","9","17","46","113","46","2",
"Gastón Brugman","uyURU","MF","Parma","itSerie A","26","1992","16.2","47","24","25","15","7","19","46","41.3","27","33","15","18","27","74","19","2",
"Jeffrey Bruma","nlNED","DF","Wolfsburg","deBundesliga","27","1991","9.0","9","5","4","5","0","7","13","53.8","6","6","3","3","13","22","51","1",
"Jeffrey Bruma","nlNED","DF","Mainz 05","deBundesliga","27","1991","7.5","12","8","8","4","0","4","6","66.7","2","11","5","6","6","18","34","1",
"Jacob Bruun Larsen","dkDEN","FW,MF","Hoffenheim","deBundesliga","20","1998","4.3","3","2","3","0","0","3","8","37.5","5","3","0","3","3","6","1","0",
"Jacob Bruun Larsen","dkDEN","FW","Dortmund","deBundesliga","20","1998","0.8","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Lucas Buadés","frFRA","MF,FW","Nîmes","frLigue 1","21","1997","1.3","4","4","3","1","0","1","5","20.0","4","0","0","0","1","5","3","0",
"Ante Budimir","hrCRO","FW","Mallorca","esLa Liga","28","1991","30.7","31","15","4","22","5","7","29","24.1","22","21","4","17","8","39","29","0",
"Emi Buendía","arARG","FW,MF","Norwich City","engPremier League","22","1996","27.4","82","39","57","21","4","38","118","32.2","80","58","5","53","23","105","32","2",
"Gianluigi Buffon","itITA","GK","Juventus","itSerie A","41","1978","9.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","3","1",
"Marius Bülter","deGER","MF,FW","Union Berlin","deBundesliga","26","1993","25.8","38","22","19","13","6","17","54","31.5","37","37","3","34","11","49","20","1",
"Esteban Burgos","arARG","DF","Eibar","esLa Liga","27","1992","12.4","11","9","9","2","0","5","9","55.6","4","11","6","5","17","28","66","2",
"Guido Burgstaller","atAUT","FW","Schalke 04","deBundesliga","30","1989","13.7","7","3","0","5","2","4","15","26.7","11","12","3","9","4","11","10","0",
"Burgui","esESP","MF","Alavés","esLa Liga","25","1993","0.2","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Jonathan Burkardt","deGER","FW,MF","Mainz 05","deBundesliga","19","2000","2.8","9","4","2","5","2","3","8","37.5","5","6","1","5","0","9","1","0",
"Oliver Burke","sctSCO","MF,FW","Alavés","esLa Liga","22","1997","15.9","19","14","8","9","2","10","23","43.5","13","24","0","24","8","27","16","0",
"Roman Bürki","chSUI","GK","Dortmund","deBundesliga","28","1990","30.8","2","2","2","0","0","2","3","66.7","1","1","0","1","2","4","13","1",
"Dan Burn","engENG","DF","Brighton","engPremier League","27","1992","32.0","67","42","35","27","5","25","53","47.2","28","44","20","24","42","109","130","0",
"Patrick Burner","mqMTQ","DF","Nice","frLigue 1","23","1996","15.9","35","25","15","17","3","14","25","56.0","11","11","2","9","30","65","37","0",
"Sergio Busquets","esESP","MF","Barcelona","esLa Liga","31","1988","27.6","80","44","23","43","14","41","71","57.7","30","36","5","31","44","124","24","2",
"Unai Bustinza","esESP","DF","Leganés","esLa Liga","27","1992","29.8","66","40","40","19","7","32","53","60.4","21","30","9","21","65","131","77","0",
"Ludovic Butelle","frFRA","GK","Angers","frLigue 1","36","1983","26.0","1","1","1","0","0","1","2","50.0","1","1","0","1","0","1","10","4",
"Marcin Bułka","plPOL","GK","Paris S-G","frLigue 1","19","1999","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Sam Byram","engENG","DF","Norwich City","engPremier League","25","1993","14.4","40","22","24","11","5","18","37","48.6","19","16","8","8","26","66","73","0",
"Erick Cabaco","uyURU","DF","Getafe","esLa Liga","24","1995","3.0","3","2","1","2","0","0","3","0.0","3","1","1","0","3","6","11","0",
"Erick Cabaco","uyURU","DF","Levante","esLa Liga","24","1995","9.0","12","9","9","3","0","4","6","66.7","2","12","7","5","12","24","50","1",
"Willy Caballero","arARG","GK","Chelsea","engPremier League","37","1981","5.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","3","0",
"Yohan Cabaye","frFRA","MF","Saint-Étienne","frLigue 1","33","1986","9.5","29","18","11","14","4","14","25","56.0","11","10","0","10","22","51","7","1",
"Manuel Cabit","mqMTQ","DF","Metz","frLigue 1","26","1993","3.0","3","1","1","2","0","2","10","20.0","8","5","0","5","4","7","5","0",
"Ariday Cabrera","esESP","MF","Mallorca","esLa Liga","30","1988","0.4","1","1","1","0","0","0","1","0.0","1","2","0","2","0","1","0","0",
"Leandro Cabrera","uyURU","DF","Getafe","esLa Liga","28","1991","17.0","10","6","5","5","0","5","12","41.7","7","10","4","6","21","31","66","0",
"Leandro Cabrera","uyURU","DF","Espanyol","esLa Liga","28","1991","17.0","27","11","17","9","1","17","28","60.7","11","19","12","7","21","48","78","1",
"Fabrizio Cacciatore","itITA","DF","Cagliari","itSerie A","32","1986","12.8","14","4","9","4","1","6","9","66.7","3","10","6","4","16","30","44","0",
"Martín Cáceres","uyURU","DF","Fiorentina","itSerie A","32","1987","26.2","47","31","34","11","2","16","34","47.1","18","29","13","16","31","78","74","2",
"Anthony Caci","frFRA","DF","Strasbourg","frLigue 1","22","1997","7.7","29","17","19","9","1","8","17","47.1","9","15","5","10","19","48","15","1",
"Jhonder Cádiz","veVEN","FW,MF","Dijon","frLigue 1","24","1995","8.9","16","8","6","7","3","3","7","42.9","4","4","2","2","1","17","9","0",
"Mathieu Cafaro","frFRA","FW,MF","Reims","frLigue 1","22","1997","10.3","12","6","5","5","2","6","17","35.3","11","13","0","13","2","14","0","0",
"Jonathan Cafu","brBRA","DF","Bordeaux","frLigue 1","28","1991","2.2","7","3","4","3","0","4","7","57.1","3","1","0","1","1","8","3","0",
"Gary Cahill","engENG","DF","Crystal Palace","engPremier League","33","1985","24.1","15","8","11","4","0","7","15","46.7","8","34","25","9","18","33","114","1",
"Felipe Caicedo","ecECU","FW","Lazio","itSerie A","30","1988","15.6","17","10","4","7","6","2","11","18.2","9","9","1","8","4","21","2","0",
"Arturo Calabresi","itITA","DF","Amiens","frLigue 1","23","1996","20.9","53","33","29","20","4","33","75","44.0","42","24","11","13","29","82","60","0",
"Davide Calabria","itITA","DF","Milan","itSerie A","22","1996","18.0","52","33","28","22","2","17","41","41.5","24","23","5","18","21","73","47","1",
"Riccardo Calafiori","itITA","DF","Roma","itSerie A","17","2002","0.7","0","0","0","0","0","0","1","0.0","1","0","0","0","2","2","0","0",
"Mattia Caldara","itITA","DF","Atalanta","itSerie A","25","1994","10.7","21","11","12","8","1","5","11","45.5","6","9","5","4","30","51","22","1",
"Marco Calderoni","itITA","DF","Lecce","itSerie A","30","1989","22.9","38","25","22","13","3","20","39","51.3","19","27","10","17","37","75","54","1",
"Fernando Calero","esESP","DF","Espanyol","esLa Liga","23","1995","11.6","14","9","10","4","0","7","15","46.7","8","13","5","8","8","22","42","1",
"Duje Ćaleta-Car","hrCRO","DF","Marseille","frLigue 1","22","1996","21.0","29","15","17","11","1","18","26","69.2","8","17","6","11","26","55","98","0",
"Hakan Çalhanoğlu","trTUR","MF,FW","Milan","itSerie A","25","1994","30.0","42","21","15","21","6","12","35","34.3","23","26","2","24","26","68","26","1",
"Daniel Caligiuri","itITA","MF,FW","Schalke 04","deBundesliga","31","1988","25.5","58","37","18","25","15","27","74","36.5","47","67","6","61","25","83","39","0",
"José Callejón","esESP","FW,MF","Napoli","itSerie A","32","1987","24.1","13","9","3","7","3","9","25","36.0","16","15","3","12","10","23","14","1",
"Jonathan Calleri","arARG","FW","Espanyol","esLa Liga","25","1993","20.1","12","8","6","4","2","3","24","12.5","21","11","3","8","7","19","22","0",
"Dominic Calvert-Lewin","engENG","FW","Everton","engPremier League","22","1997","29.2","7","5","1","4","2","1","10","10.0","9","15","2","13","6","13","36","0",
"Mahdi Camara","frFRA","MF","Saint-Étienne","frLigue 1","21","1998","10.0","33","20","12","16","5","18","32","56.3","14","20","2","18","18","51","5","0",
"Souleymane Camara","snSEN","FW","Montpellier","frLigue 1","36","1982","1.8","0","0","0","0","0","0","2","0.0","2","0","0","0","0","0","1","0",
"Víctor Camarasa","esESP","FW","Crystal Palace","engPremier League","25","1994","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Víctor Camarasa","esESP","MF","Alavés","esLa Liga","25","1994","14.4","18","10","5","10","3","7","18","38.9","11","8","3","5","15","33","12","0",
"Eduardo Camavinga","frFRA","MF","Rennes","frLigue 1","16","2002","23.4","105","64","45","56","4","48","96","50.0","48","26","8","18","34","139","35","0",
"Sergio Camello","esESP","FW","Atlético Madrid","esLa Liga","18","2001","0.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"José Campaña","esESP","MF","Levante","esLa Liga","26","1993","35.1","38","25","15","13","10","13","53","24.5","40","30","5","25","44","82","42","2",
"Xisco Campos","esESP","DF","Mallorca","esLa Liga","37","1982","5.3","7","4","5","2","0","5","9","55.6","4","8","5","3","11","18","23","0",
"Víctor Campuzano","esESP","FW","Espanyol","esLa Liga","22","1997","9.7","12","9","1","6","5","3","19","15.8","16","8","0","8","2","14","4","0",
"Emre Can","deGER","MF","Juventus","itSerie A","25","1994","3.2","10","7","5","3","2","3","10","30.0","7","4","0","4","2","12","3","0",
"Emre Can","deGER","MF,DF","Dortmund","deBundesliga","25","1994","10.6","19","12","11","7","1","5","12","41.7","7","14","6","8","19","38","15","0",
"Sergio Canales","esESP","MF,FW","Betis","esLa Liga","28","1991","35.1","25","16","14","6","5","7","28","25.0","21","30","1","29","13","38","16","0",
"João Cancelo","ptPOR","DF","Manchester City","engPremier League","25","1994","13.4","40","24","21","12","7","24","40","60.0","16","9","2","7","21","61","18","0",
"Antonio Candreva","itITA","DF","Inter","itSerie A","32","1987","22.1","11","6","9","1","1","7","29","24.1","22","26","10","16","14","25","33","1",
"Gianmarco Cangiano","itITA","FW,MF","Bologna","itSerie A","17","2001","0.2","1","1","0","1","0","0","0","","0","0","0","0","1","2","0","0",
"Todd Cantwell","engENG","FW,MF","Norwich City","engPremier League","21","1998","27.7","51","31","19","27","5","26","73","35.6","47","38","2","36","18","69","35","1",
"Ander Capa","esESP","DF","Athletic Club","esLa Liga","27","1992","31.9","64","36","37","21","6","24","59","40.7","35","26","7","19","28","92","63","0",
"Pierrick Capelle","frFRA","MF,DF","Angers","frLigue 1","32","1987","19.4","42","32","18","16","8","16","48","33.3","32","17","3","14","21","63","28","0",
"Étienne Capoue","frFRA","MF","Watford","engPremier League","31","1988","29.2","75","40","38","30","7","37","85","43.5","48","30","11","19","68","143","61","0",
"Gianluca Caprari","itITA","FW,MF","Sampdoria","itSerie A","26","1993","7.4","9","7","1","6","2","4","13","30.8","9","5","0","5","7","16","1","0",
"Gianluca Caprari","itITA","FW,MF","Parma","itSerie A","26","1993","6.5","1","1","0","1","0","0","5","0.0","5","7","2","5","4","5","2","0",
"Francesco Caputo","itITA","FW","Sassuolo","itSerie A","31","1987","32.6","7","4","3","2","2","3","11","27.3","8","15","0","15","1","8","8","0",
"Maxence Caqueret","frFRA","MF","Lyon","frLigue 1","19","2000","6.3","24","15","10","13","1","11","25","44.0","14","14","2","12","9","33","6","1",
"Andrea Carboni","itITA","DF","Cagliari","itSerie A","18","2001","4.1","8","4","3","5","0","3","4","75.0","1","6","6","0","7","15","20","0",
"Irvin Cardona","mtMLT","FW,MF","Brest","frLigue 1","21","1997","16.1","13","8","5","6","2","9","32","28.1","23","8","0","8","1","14","7","0",
"Marc Cardona","esESP","FW","Osasuna","esLa Liga","24","1995","7.8","1","0","0","1","0","0","8","0.0","8","3","1","2","2","3","2","0",
"Diego Carlos","brBRA","DF","Sevilla","esLa Liga","26","1993","34.8","35","23","25","9","1","15","25","60.0","10","33","24","9","37","72","176","1",
"Lionel Carole","frFRA","DF","Strasbourg","frLigue 1","28","1991","14.1","23","8","15","6","2","13","17","76.5","4","2","1","1","19","42","22","0",
"Yannick Carrasco","beBEL","MF,FW","Atlético Madrid","esLa Liga","25","1993","7.0","11","7","4","4","3","7","21","33.3","14","9","0","9","5","16","2","0",
"Daniel Carriço","ptPOR","DF","Sevilla","esLa Liga","30","1988","9.4","8","2","4","3","1","1","6","16.7","5","4","3","1","8","16","23","0",
"Guido Carrillo","arARG","FW","Leganés","esLa Liga","28","1991","13.5","13","10","3","6","4","2","14","14.3","12","9","1","8","3","16","22","0",
"Andy Carroll","engENG","FW","Newcastle Utd","engPremier League","30","1989","7.0","5","3","3","2","0","2","8","25.0","6","2","1","1","2","7","24","1",
"Dani Carvajal","esESP","DF","Real Madrid","esLa Liga","27","1992","30.4","65","46","33","25","7","23","42","54.8","19","43","14","29","36","101","53","0",
"Matis Carvalho","ptPOR","GK","Montpellier","frLigue 1","20","1999","0.8","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","1","0",
"William Carvalho","ptPOR","MF","Betis","esLa Liga","27","1992","9.9","7","4","4","2","1","4","14","28.6","10","7","5","2","4","11","8","1",
"Casemiro","brBRA","MF","Real Madrid","esLa Liga","27","1992","34.3","96","60","43","45","8","39","99","39.4","60","53","10","43","68","164","72","0",
"Moreto Cassamã","gwGNB","MF","Reims","frLigue 1","21","1998","6.6","17","11","2","13","2","5","7","71.4","2","7","2","5","5","22","6","0",
"Francesco Cassata","itITA","MF","Genoa","itSerie A","22","1997","16.2","20","10","12","5","3","9","30","30.0","21","12","2","10","11","31","11","0",
"Timothy Castagne","beBEL","DF","Atalanta","itSerie A","23","1995","19.7","31","20","9","16","6","13","25","52.0","12","34","5","29","17","48","23","0",
"Koen Casteels","beBEL","GK","Wolfsburg","deBundesliga","27","1992","26.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","9","1",
"Jean-Charles Castelletto","cmCMR","DF","Brest","frLigue 1","24","1995","20.4","18","9","13","5","0","9","18","50.0","9","20","16","4","33","51","87","1",
"Samu Castillejo","esESP","FW,MF","Milan","itSerie A","24","1995","13.4","24","15","10","11","3","9","42","21.4","33","17","2","15","24","48","5","0",
"Jonny Castro","esESP","MF,DF","Wolves","engPremier League","25","1994","32.1","91","55","54","26","11","29","82","35.4","53","45","10","35","53","144","45","2",
"Lucas Castro","arARG","MF","SPAL","itSerie A","30","1989","4.7","13","5","5","5","3","2","4","50.0","2","4","0","4","2","15","3","0",
"Lucas Castro","arARG","MF","Cagliari","itSerie A","30","1989","6.7","7","3","3","4","0","1","12","8.3","11","6","1","5","8","15","14","0",
"Gaetano Castrovilli","itITA","MF","Fiorentina","itSerie A","22","1997","29.7","59","31","25","23","11","18","53","34.0","35","29","2","27","15","74","31","1",
"Danilo Cataldi","itITA","MF","Lazio","itSerie A","24","1994","6.6","17","11","10","5","2","10","20","50.0","10","7","1","6","13","30","10","0",
"Craig Cathcart","nirNIR","DF","Watford","engPremier League","30","1989","27.6","41","26","25","15","1","10","24","41.7","14","19","16","3","25","66","136","1",
"Edinson Cavani","uyURU","FW","Paris S-G","frLigue 1","32","1987","6.7","5","1","0","2","3","0","3","0.0","3","7","0","7","1","6","2","0",
"Santi Cazorla","esESP","MF","Villarreal","esLa Liga","34","1984","27.2","48","25","14","21","13","20","57","35.1","37","23","1","22","19","67","16","2",
"Dani Ceballos","esESP","MF","Arsenal","engPremier League","22","1996","18.8","45","23","26","14","5","18","61","29.5","43","14","3","11","32","77","16","1",
"Federico Ceccherini","itITA","DF","Fiorentina","itSerie A","27","1992","9.3","14","8","11","3","0","10","10","100.0","0","9","5","4","13","27","37","1",
"Christian Celesia","itITA","DF","Torino","itSerie A","17","2002","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Zeki Çelik","trTUR","DF","Lille","frLigue 1","22","1997","23.0","53","28","18","28","7","27","60","45.0","33","24","4","20","26","79","39","0",
"Fabien Centonze","frFRA","DF","Metz","frLigue 1","23","1996","28.0","76","49","53","22","1","34","57","59.6","23","30","11","19","59","135","98","0",
"Luca Ceppitelli","itITA","DF","Cagliari","itSerie A","29","1989","13.8","22","15","16","6","0","6","11","54.5","5","23","17","6","23","45","66","2",
"Alberto Cerri","itITA","FW","SPAL","itSerie A","23","1996","4.7","2","1","0","2","0","1","3","33.3","2","1","0","1","0","2","3","0",
"Alberto Cerri","itITA","FW","Cagliari","itSerie A","23","1996","2.7","3","1","1","0","2","2","6","33.3","4","1","0","1","2","5","4","0",
"Julian Chabot","deGER","DF","Sampdoria","itSerie A","21","1998","6.3","11","7","6","5","0","6","11","54.5","5","3","2","1","15","26","26","0",
"Florian Chabrolle","frFRA","MF","Marseille","frLigue 1","21","1998","0.2","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Fouad Chafik","maMAR","DF","Dijon","frLigue 1","32","1986","17.0","32","21","22","7","3","17","36","47.2","19","12","5","7","26","58","36","0",
"Sofian Chakla","maMAR","DF","Villarreal","esLa Liga","25","1993","2.0","0","0","0","0","0","0","1","0.0","1","2","1","1","3","3","7","1",
"Nathaniel Chalobah","engENG","MF","Watford","engPremier League","24","1994","10.3","30","11","13","13","4","12","27","44.4","15","10","4","6","18","48","20","0",
"Calum Chambers","engENG","DF","Arsenal","engPremier League","24","1995","12.2","26","10","12","8","6","11","16","68.8","5","13","7","6","16","42","43","1",
"Jhon Chancellor","veVEN","DF","Brescia","itSerie A","27","1992","24.9","30","14","22","8","0","11","22","50.0","11","34","29","5","34","64","145","3",
"Timothy Chandler","usUSA","DF,MF","Eint Frankfurt","deBundesliga","29","1990","13.6","22","10","9","8","5","9","16","56.3","7","9","4","5","13","35","21","0",
"Kwon Chang-hoon","krKOR","MF,FW","Freiburg","deBundesliga","25","1994","7.5","7","4","2","3","2","1","10","10.0","9","5","1","4","7","14","14","0",
"Gaëtan Charbonnier","frFRA","FW,MF","Brest","frLigue 1","30","1988","22.9","36","16","11","11","14","10","35","28.6","25","19","6","13","7","43","33","1",
