Player, Nation, Position, Club, League, Age, YearBorn, 90s, Tkl, TklW, Def3rdTkl, Mid3rdTkl,Att3rdTkl,DribblersTkl,DribblersTklAtt,DribblersTkl%,DribblersTklLost,Blocks,ShotBlocks,PassBlocks,Interceptions, Interceptions+Tkl, Clearences, ErrorsLeadingToShot, Matches
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","24","1995","2.1","4","2","1","2","1","2","6","33.3","4","7","3","4","5","9","0","0",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","21","1998","21.7","28","12","6","18","4","10","35","28.6","25","15","1","14","13","41","11","0",
"Adil Aouchiche","frFRA","MF","Paris S-G","frLigue 1","17","2002","0.7","3","2","1","2","0","2","4","50.0","2","3","0","3","0","3","0","0",
"Dennis Appiah","frFRA","DF","Nantes","frLigue 1","27","1992","17.8","58","35","32","20","6","28","52","53.8","24","9","3","6","23","81","34","0",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","23","1995","34.1","72","33","24","40","8","31","69","44.9","38","52","5","47","43","115","40","2",
"Guilherme Arana","brBRA","DF","Atalanta","itSerie A","22","1997","0.9","4","4","1","3","0","3","5","60.0","2","0","0","0","2","6","0","0",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","30","1989","23.5","56","37","19","29","8","27","74","36.5","47","27","6","21","22","78","21","1",
"Luiz Araújo","brBRA","FW,MF","Lille","frLigue 1","23","1996","9.2","20","11","3","8","9","5","31","16.1","26","14","0","14","4","24","6","0",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","27","1991","32.1","44","27","35","8","1","22","36","61.1","14","26","18","8","52","96","142","0",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","20","1999","2.6","3","2","2","1","0","1","1","100.0","0","6","2","4","0","3","9","0",
"Anaitz Arbilla","esESP","DF","Eibar","esLa Liga","32","1987","22.3","33","20","23","8","2","16","34","47.1","18","20","4","16","29","62","82","0",
"Alphonse Areola","frFRA","GK","Real Madrid","esLa Liga","26","1993","4.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Alphonse Areola","frFRA","GK","Paris S-G","frLigue 1","26","1993","3.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","1",
"Santiago Arias","coCOL","DF","Atlético Madrid","esLa Liga","27","1992","12.0","36","24","20","12","4","10","18","55.6","8","12","7","5","19","55","20","1",
"Nicolò Armini","itITA","DF","Lazio","itSerie A","18","2001","0.0","1","1","1","0","0","1","1","100.0","0","0","0","0","0","1","1","0",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","27","1992","19.1","32","19","19","11","2","9","38","23.7","29","22","4","18","11","43","23","1",
"José Arnaiz","esESP","FW,MF","Osasuna","esLa Liga","24","1995","8.8","3","2","0","2","1","0","12","0.0","12","7","0","7","5","8","5","0",
"José Arnaiz","esESP","MF","Leganés","esLa Liga","24","1995","3.7","3","0","1","2","0","2","5","40.0","3","4","0","4","2","5","1","0",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","25","1994","31.3","42","24","15","23","4","16","62","25.8","46","25","6","19","25","67","35","0",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","24","1994","33.0","1","1","1","0","0","1","2","50.0","1","0","0","0","1","2","7","2",
"Kwadwo Asamoah","ghGHA","DF,FW","Inter","itSerie A","30","1988","7.1","10","8","4","5","1","6","14","42.9","8","8","1","7","9","19","13","0",
"Santiago Ascacíbar","arARG","MF","Hertha BSC","deBundesliga","22","1997","7.0","26","13","15","11","0","11","28","39.3","17","13","2","11","16","42","13","0",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","30","1989","34.0","0","0","0","0","0","0","2","0.0","2","0","0","0","1","1","15","1",
"Marco Asensio","esESP","FW","Real Madrid","esLa Liga","23","1996","3.7","4","3","3","1","0","1","4","25.0","3","2","0","2","1","5","4","0",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","18","2001","0.8","1","1","1","0","0","0","0","","0","1","0","1","1","2","0","0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","31","1987","36.2","29","19","7","9","13","12","45","26.7","33","16","1","15","22","51","7","0",
"Roger Assalé","ciCIV","FW,MF","Leganés","esLa Liga","25","1993","5.9","3","2","1","0","2","1","9","11.1","8","8","0","8","0","3","1","0",
"Youcef Atal","dzALG","FW,DF","Nice","frLigue 1","23","1996","11.1","24","11","15","6","3","13","31","41.9","18","12","1","11","24","48","11","1",
"Miguel Atienza","esESP","MF","Eibar","esLa Liga","20","1999","0.3","1","1","0","1","0","1","2","50.0","1","1","1","0","2","3","1","0",
"Christian Atsu","ghGHA","MF,FW","Newcastle Utd","engPremier League","27","1992","8.3","10","8","5","5","0","5","14","35.7","9","19","0","19","5","15","9","0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","30","1989","34.8","31","19","10","12","9","12","51","23.5","39","39","1","38","14","45","16","0",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","22","1997","36.0","1","1","1","0","0","1","3","33.3","2","0","0","0","0","1","21","1",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","24","1994","12.6","14","9","6","3","5","5","7","71.4","2","8","0","8","15","29","21","1",
"Jean-Kévin Augustin","frFRA","FW","Monaco","frLigue 1","22","1997","3.0","3","0","1","2","0","1","6","16.7","5","2","0","2","3","6","0","0",
"Ludwig Augustinsson","seSWE","DF,MF","Werder Bremen","deBundesliga","25","1994","10.3","29","12","15","9","5","12","23","52.2","11","19","5","14","10","39","29","0",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","26","1992","30.0","93","69","58","27","8","39","69","56.5","30","38","6","32","47","140","98","2",
"Mathias Autret","frFRA","MF,FW","Brest","frLigue 1","28","1991","13.6","23","17","5","11","7","8","25","32.0","17","14","1","13","10","33","3","0",
"Ezequiel Ávila","arARG","FW","Osasuna","esLa Liga","25","1994","17.7","17","12","6","7","4","6","18","33.3","12","12","0","12","3","20","5","0",
"Javier Avilés","esESP","MF,FW","Leganés","esLa Liga","21","1997","2.0","9","7","2","7","0","2","4","50.0","2","3","0","3","3","12","1","0",
"Chidozie Awaziem","ngNGA","DF","Leganés","esLa Liga","22","1997","22.2","34","22","29","5","0","16","27","59.3","11","26","15","11","28","62","73","1",
"Taiwo Awoniyi","ngNGA","FW,MF","Mainz 05","deBundesliga","21","1997","5.4","2","0","0","2","0","0","4","0.0","4","4","2","2","2","4","3","0",
"Florian Ayé","frFRA","FW,MF","Brescia","itSerie A","22","1997","15.3","17","9","9","5","3","6","13","46.2","7","17","2","15","4","21","18","1",
"Jordan Ayew","ghGHA","FW","Crystal Palace","engPremier League","27","1991","35.0","48","30","10","22","16","17","49","34.7","32","29","4","25","15","63","21","0",
"Kaan Ayhan","trTUR","DF","Düsseldorf","deBundesliga","24","1994","30.3","38","25","26","11","1","20","37","54.1","17","28","15","13","45","83","72","1",
"Ramon Azeez","ngNGA","MF","Granada","esLa Liga","26","1992","15.1","11","8","2","8","1","7","19","36.8","12","8","2","6","19","30","11","1",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","29","1989","35.9","86","56","40","32","14","35","69","50.7","34","56","21","35","67","153","94","0",
"Ludovic Baal","gfGUF","DF","Brest","frLigue 1","33","1986","9.2","27","15","13","12","2","10","22","45.5","12","9","3","6","17","44","20","0",
"Iddrisu Baba","ghGHA","MF","Mallorca","esLa Liga","23","1996","32.3","59","37","26","29","4","20","70","28.6","50","31","8","23","39","98","42","0",
"Khouma Babacar","snSEN","FW","Lecce","itSerie A","26","1993","15.8","12","8","2","6","4","1","7","14.3","6","12","3","9","3","15","34","0",
"Carlos Bacca","coCOL","FW","Villarreal","esLa Liga","32","1986","7.6","5","1","1","2","2","2","6","33.3","4","4","0","4","0","5","7","0",
"Milan Badelj","hrCRO","MF","Fiorentina","itSerie A","30","1989","17.6","29","17","10","16","3","15","50","30.0","35","21","3","18","45","74","34","1",
"Matthias Bader","deGER","DF","Köln","deBundesliga","22","1997","0.1","1","1","1","0","0","1","2","50.0","1","0","0","0","0","1","1","0",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","18","2001","15.7","18","12","12","5","1","6","12","50.0","6","20","11","9","27","45","57","1",
"Bastian Badu","frFRA","FW","Montpellier","frLigue 1","19","2000","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Alex Baena","esESP","MF","Villarreal","esLa Liga","18","2001","0.2","0","0","0","0","0","0","0","","0","1","0","1","0","0","0","0",
"Stéphane Bahoken","cmCMR","FW","Angers","frLigue 1","27","1992","10.1","7","4","1","2","4","1","7","14.3","6","4","1","3","2","9","2","0",
"Daniel Baier","deGER","MF","Augsburg","deBundesliga","35","1984","21.6","33","17","14","14","5","15","43","34.9","28","19","7","12","58","91","27","0",
"Leon Bailey","jmJAM","FW,MF","Leverkusen","deBundesliga","21","1997","12.1","6","3","1","5","0","6","16","37.5","10","9","0","9","8","14","3","0",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","25","1994","1.7","0","0","0","0","0","0","1","0.0","1","3","3","0","4","4","7","1",
"Dénys Bain","frFRA","DF","Brest","frLigue 1","26","1993","14.1","21","14","15","6","0","9","9","100.0","0","13","10","3","28","49","66","0",
"Leighton Baines","engENG","DF","Everton","engPremier League","34","1984","4.5","10","6","6","2","2","8","10","80.0","2","5","2","3","5","15","14","0",
"Stefan Bajic","frFRA","GK","Saint-Étienne","frLigue 1","17","2001","1.0","0","0","0","0","0","0","0","","0","1","0","1","0","0","2","0",
"Tiemoué Bakayoko","frFRA","MF","Monaco","frLigue 1","24","1994","19.1","48","24","16","27","5","29","54","53.7","25","12","4","8","29","77","17","0",
"Lewis Baker","engENG","MF","Düsseldorf","deBundesliga","24","1995","6.1","8","5","6","2","0","2","10","20.0","8","5","2","3","2","10","5","0",
"Mitchel Bakker","nlNED","DF","Paris S-G","frLigue 1","19","2000","1.0","2","2","1","1","0","1","1","100.0","0","0","0","0","0","2","2","0",
"Ridle Baku","deGER","DF,MF","Mainz 05","deBundesliga","21","1998","26.1","54","31","25","22","7","26","53","49.1","27","45","7","38","42","96","57","0",
"Fabián Balbuena","pyPAR","DF","West Ham","engPremier League","27","1991","13.1","17","12","13","3","1","9","25","36.0","16","15","5","10","26","43","75","3",
"Keita Baldé","snSEN","FW,MF","Monaco","frLigue 1","24","1995","9.5","6","5","1","1","4","3","9","33.3","6","4","1","3","2","8","7","1",
"George Baldock","grGRE","DF","Sheffield Utd","engPremier League","26","1993","38.0","62","43","35","17","10","27","47","57.4","20","26","3","23","34","96","83","3",
"Gareth Bale","wlsWAL","FW,MF","Real Madrid","esLa Liga","30","1989","12.1","9","5","5","2","2","3","14","21.4","11","8","2","6","6","15","9","0",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","31","1988","6.3","15","10","4","10","1","9","11","81.8","2","4","1","3","2","17","20","0",
"Leonardo Balerdi","arARG","DF,MF","Dortmund","deBundesliga","20","1999","1.5","2","1","1","1","0","2","2","100.0","0","0","0","0","4","6","3","0",
"Marco Ballarini","itITA","MF","Udinese","itSerie A","18","2001","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Fodé Ballo-Touré","snSEN","DF","Monaco","frLigue 1","22","1997","18.7","36","25","21","11","4","17","32","53.1","15","10","1","9","24","60","45","0",
"Florent Balmont","frFRA","MF","Dijon","frLigue 1","39","1980","4.5","12","6","5","7","0","7","12","58.3","5","6","0","6","1","13","3","0",
