Player, Nation, Position, Club, League, Age, YearBorn, 90s, Tkl, TklW, Def3rdTkl, Mid3rdTkl,Att3rdTkl,DribblersTkl,DribblersTklAtt,DribblersTkl%,DribblersTklLost,Blocks,ShotBlocks,PassBlocks,Interceptions, Interceptions+Tkl, Clearences, ErrorsLeadingToShot, Matches
"Jason Denayer","beBEL","DF","Lyon","frLigue 1","23","1995","30.6","33","21","22","11","0","16","24","66.7","8","36","32","4","26","59","122","1",
"Leander Dendoncker","beBEL","MF","Wolves","engPremier League","23","1995","16.3","53","26","25","25","3","16","47","34.0","31","35","6","29","23","76","34","1",
"Fabio Depaoli","itITA","DF","Chievo","itSerie A","21","1997","27.4","74","43","37","32","5","34","67","50.7","33","42","16","26","35","109","99","3",
"Laurent Depoitre","beBEL","FW","Huddersfield","engPremier League","29","1988","11.9","6","4","2","3","1","0","3","0.0","3","9","0","9","2","8","8","0",
"Clément Depres","frFRA","FW","Nîmes","frLigue 1","23","1994","4.9","2","2","1","1","0","1","4","25.0","3","3","0","3","0","2","6","0",
"Kiril Despodov","bgBUL","FW,MF","Cagliari","itSerie A","21","1996","1.2","0","0","0","0","0","0","1","0.0","1","1","0","1","0","0","0","0",
"Daniele Dessena","itITA","MF","Cagliari","itSerie A","31","1987","3.9","2","2","0","2","0","1","3","33.3","2","3","1","2","3","5","5","0",
"Mattia Destro","itITA","FW","Bologna","itSerie A","27","1991","5.5","3","2","2","0","1","0","0","","0","4","0","4","0","3","6","0",
"Gerard Deulofeu","esESP","FW,MF","Watford","engPremier League","24","1994","23.0","11","6","5","3","3","4","26","15.4","22","16","0","16","14","25","3","0",
"Jacopo Dezi","itITA","MF","Parma","itSerie A","26","1992","1.0","1","1","1","0","0","0","1","0.0","1","1","0","1","3","4","2","0",
"Federico Di Francesco","itITA","FW,MF","Sassuolo","itSerie A","24","1994","11.9","10","6","3","4","3","4","7","57.1","3","12","1","11","5","15","5","0",
"Antonio Di Gaudio","itITA","FW","Parma","itSerie A","28","1989","7.8","2","0","0","1","1","1","5","20.0","4","6","1","5","3","5","5","0",
"Giovanni Di Lorenzo","itITA","DF,FW","Empoli","itSerie A","24","1993","37.0","66","43","38","23","5","24","44","54.5","20","34","13","21","36","102","93","3",
"Ángel Di María","arARG","FW,MF","Paris S-G","frLigue 1","30","1988","25.8","29","17","12","10","7","10","42","23.8","32","24","1","23","16","45","4","0",
"Franco Di Santo","arARG","FW","Rayo Vallecano","esLa Liga","29","1989","1.9","2","2","1","0","1","1","2","50.0","1","0","0","0","0","2","2","0",
"Franco Di Santo","arARG","MF,FW","Schalke 04","deBundesliga","29","1989","2.7","2","1","0","2","0","1","4","25.0","3","3","1","2","1","3","3","0",
"Boulaye Dia","snSEN","FW","Reims","frLigue 1","21","1996","8.3","12","6","3","8","1","5","11","45.5","6","4","2","2","4","16","9","0",
"Fousseni Diabaté","mlMLI","FW","Leicester City","engPremier League","22","1995","0.6","2","0","2","0","0","0","1","0.0","1","2","0","2","0","2","0","0",
"Moussa Diaby","frFRA","MF,DF","Paris S-G","frLigue 1","19","1999","12.7","14","8","7","2","5","2","11","18.2","9","7","1","6","12","26","6","0",
"Adama Diakhaby","frFRA","FW,MF","Huddersfield","engPremier League","22","1996","6.1","6","3","4","1","1","3","11","27.3","8","7","0","7","1","7","2","0",
"Mouctar Diakhaby","gnGUI","DF","Valencia","esLa Liga","21","1996","17.6","14","8","10","4","0","5","10","50.0","5","24","16","8","20","34","94","1",
"Bafodé Diakité","frFRA","DF","Toulouse","frLigue 1","17","2001","7.0","15","7","5","9","1","10","14","71.4","4","15","3","12","11","26","29","0",
"Abdou Diallo","snSEN","DF","Dortmund","deBundesliga","22","1996","26.4","36","20","20","13","3","11","15","73.3","4","28","15","13","26","62","91","1",
"Abdoulaye Diallo","snSEN","GK","Rennes","frLigue 1","26","1992","5.5","1","1","1","0","0","1","1","100.0","0","0","0","0","0","1","1","0",
"Mustapha Diallo","snSEN","MF","Nîmes","frLigue 1","32","1986","5.1","16","11","6","9","1","5","13","38.5","8","7","1","6","10","26","14","1",
"Mohamed Diamé","snSEN","MF","Newcastle Utd","engPremier League","31","1987","24.1","76","46","35","36","5","16","54","29.6","38","42","9","33","30","106","39","1",
"Grady Diangana","cdCOD","MF,FW","West Ham","engPremier League","20","1998","6.8","20","9","8","8","4","5","14","35.7","9","11","0","11","1","21","4","0",
"Lassana Diarra","frFRA","MF","Paris S-G","frLigue 1","33","1985","1.8","2","1","0","2","0","0","1","0.0","1","0","0","0","2","4","3","0",
"Amadou Diawara","gnGUI","MF","Napoli","itSerie A","21","1997","7.3","12","4","1","9","2","4","5","80.0","1","6","0","6","11","23","12","0",
"Brahim Díaz","maMAR","FW","Real Madrid","esLa Liga","18","1999","4.2","9","7","5","4","0","3","8","37.5","5","2","0","2","0","9","0","0",
"Javier Díaz","esESP","GK","Sevilla","esLa Liga","21","1997","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Bakaye Dibassy","mlMLI","DF","Amiens","frLigue 1","28","1989","32.7","38","26","18","16","4","18","27","66.7","9","40","21","19","44","82","102","0",
"Lorenzo Dickmann","itITA","DF,MF","SPAL","itSerie A","21","1996","1.9","5","4","4","1","0","5","7","71.4","2","0","0","0","1","6","5","0",
"Daniel Didavi","deGER","MF,FW","Stuttgart","deBundesliga","28","1990","10.6","21","15","8","10","3","7","20","35.0","13","11","1","10","4","25","5","0",
"Étienne Didot","frFRA","MF","Guingamp","frLigue 1","35","1983","23.4","41","29","12","27","2","17","44","38.6","27","37","10","27","37","78","35","0",
"Adrián Diéguez","esESP","DF","Huesca","esLa Liga","22","1996","8.3","16","10","11","4","1","9","16","56.3","7","9","4","5","12","28","46","1",
"Eric Dier","engENG","MF,DF","Tottenham","engPremier League","24","1994","16.7","26","16","7","15","4","19","47","40.4","28","27","12","15","21","47","46","1",
"Tim Dierßen","deGER","MF","Hannover 96","deBundesliga","22","1996","0.2","0","0","0","0","0","0","0","","0","1","0","1","0","0","0","0",
"Lucas Digne","frFRA","DF","Everton","engPremier League","25","1993","32.9","71","46","45","18","8","28","45","62.2","17","43","9","34","60","131","116","0",
"Mitchell Dijks","nlNED","DF","Bologna","itSerie A","25","1993","22.5","30","18","19","7","4","13","36","36.1","23","18","1","17","23","53","49","0",
"Javairô Dilrosun","nlNED","FW,MF","Hertha BSC","deBundesliga","20","1998","10.0","14","10","7","5","2","3","7","42.9","4","18","2","16","7","21","9","0",
"Federico Dimarco","itITA","DF,MF","Parma","itSerie A","20","1997","9.9","22","7","10","8","4","10","20","50.0","10","13","6","7","15","37","27","0",
"Stole Dimitrievski","mkMKD","GK","Rayo Vallecano","esLa Liga","24","1993","21.0","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","8","1",
"Tristan Dingomé","cmCMR","MF","Reims","frLigue 1","27","1991","14.9","27","15","11","10","6","7","24","29.2","17","16","3","13","11","38","5","0",
"Ismaël Diomandé","ciCIV","MF,DF","Caen","frLigue 1","25","1992","14.4","28","15","15","12","1","11","20","55.0","9","17","7","10","10","38","37","0",
"Federico Dionisi","itITA","FW,MF","Frosinone","itSerie A","31","1987","2.3","3","1","0","2","1","0","2","0.0","2","0","0","0","0","3","0","0",
"Lois Diony","frFRA","FW","Saint-Étienne","frLigue 1","25","1992","17.7","17","12","3","9","5","4","10","40.0","6","14","0","14","1","18","9","0",
"Issa Diop","frFRA","DF","West Ham","engPremier League","21","1997","33.0","68","38","47","21","0","37","57","64.9","20","58","36","22","64","132","161","4",
"Papakouli Diop","snSEN","MF","Eibar","esLa Liga","32","1986","26.1","66","40","14","44","8","14","34","41.2","20","21","1","20","37","103","27","0",
"Sofiane Diop","maMAR","MF,FW","Monaco","frLigue 1","18","2000","8.2","12","7","3","6","3","1","15","6.7","14","6","0","6","8","20","6","0",
"Assane Dioussé","snSEN","MF","Chievo","itSerie A","20","1997","9.9","24","16","11","8","5","10","23","43.5","13","14","4","10","19","43","13","2",
"Assane Dioussé","snSEN","MF","Saint-Étienne","frLigue 1","20","1997","2.4","6","4","3","3","0","2","4","50.0","2","2","0","2","1","7","7","1",
"Axel Disasi","frFRA","DF","Reims","frLigue 1","20","1998","1.8","2","1","1","1","0","1","2","50.0","1","2","1","1","2","4","16","0",
"Djené","tgTOG","DF","Getafe","esLa Liga","26","1991","33.1","54","34","43","11","0","26","43","60.5","17","27","11","16","74","128","154","3",
"Koffi Djidji","ciCIV","DF","Torino","itSerie A","25","1992","15.4","37","23","27","9","1","12","20","60.0","8","26","19","7","24","61","72","1",
"Koffi Djidji","ciCIV","DF","Nantes","frLigue 1","25","1992","1.0","1","1","1","0","0","0","0","","0","1","1","0","1","2","3","0",
"Alexander Djiku","ghGHA","DF","Caen","frLigue 1","23","1994","30.6","48","37","33","13","2","23","43","53.5","20","56","31","25","83","131","183","3",
"Papy Djilobodji","snSEN","DF","Guingamp","frLigue 1","29","1988","1.9","1","1","1","0","0","0","0","","0","4","2","2","0","1","11","0",
"Berat Djimsiti","alALB","DF","Atalanta","itSerie A","25","1993","20.1","32","22","18","12","2","13","29","44.8","16","21","11","10","34","66","96","0",
"Johan Djourou","chSUI","DF","SPAL","itSerie A","31","1987","3.1","3","1","3","0","0","2","2","100.0","0","5","3","2","4","7","20","0",
"Marko Dmitrović","rsSRB","GK","Eibar","esLa Liga","26","1992","24.0","0","0","0","0","0","0","0","","0","0","0","0","2","2","11","3",
"Matt Doherty","ieIRL","DF,MF","Wolves","engPremier League","26","1992","34.9","67","42","48","15","4","35","58","60.3","23","49","7","42","60","127","107","2",
"Keagan Dolly","zaRSA","FW","Montpellier","frLigue 1","25","1993","1.0","1","1","0","1","0","0","3","0.0","3","0","0","0","0","1","0","0",
"Jaume Doménech","esESP","GK","Valencia","esLa Liga","27","1990","4.0","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","1","0",
"Giulio Donati","itITA","DF","Mainz 05","deBundesliga","28","1990","6.9","9","7","6","3","0","8","10","80.0","2","5","3","2","16","25","24","0",
"Ji Dong-won","krKOR","MF,FW","Augsburg","deBundesliga","27","1991","9.9","10","6","5","3","2","6","16","37.5","10","13","2","11","8","18","10","0",
"Anastasios Donis","grGRE","FW,MF","Stuttgart","deBundesliga","21","1996","10.7","15","13","8","4","3","3","11","27.3","8","7","0","7","4","19","0","0",
"Gianluigi Donnarumma","itITA","GK","Milan","itSerie A","19","1999","34.3","1","1","1","0","0","1","2","50.0","1","0","0","0","1","2","13","3",
"Godfred Donsah","ghGHA","MF","Bologna","itSerie A","22","1996","1.7","3","1","3","0","0","3","5","60.0","2","4","2","2","0","3","7","0",
"Riccardo Doratiotto","itITA","FW","Cagliari","itSerie A","19","1999","0.9","1","1","0","0","1","0","0","","0","0","0","0","0","1","0","0",
"Mathieu Dossevi","tgTOG","FW,MF","Toulouse","frLigue 1","30","1988","27.4","42","28","20","11","11","13","40","32.5","27","29","1","28","33","75","13","0",
"Abdoulaye Doucouré","mlMLI","MF","Watford","engPremier League","25","1993","34.0","71","38","27","32","12","19","57","33.3","38","31","8","23","34","105","55","5",
"Cheick Doukouré","ciCIV","MF","Levante","esLa Liga","25","1992","3.5","13","7","3","7","3","4","15","26.7","11","10","2","8","3","16","3","1",
"Moussa Doumbia","mlMLI","FW,MF","Reims","frLigue 1","23","1994","17.8","28","13","13","13","2","11","39","28.2","28","7","2","5","7","35","13","0",
"Seydou Doumbia","ciCIV","FW","Girona","esLa Liga","30","1987","6.0","5","1","1","2","2","0","2","0.0","2","2","0","2","3","8","1","0",
"Souleyman Doumbia","ciCIV","DF","Rennes","frLigue 1","21","1996","6.7","11","7","9","2","0","6","10","60.0","4","6","1","5","4","15","20","0",
"Aleksandar Dragović","atAUT","DF","Leverkusen","deBundesliga","27","1991","14.8","18","12","14","4","0","9","14","64.3","5","15","8","7","25","43","66","0",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","20","1997","2.5","0","0","0","0","0","0","0","","0","0","0","0","0","0","2","0",
"Bartłomiej Drągowski","plPOL","GK","Empoli","itSerie A","20","1997","14.0","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","7","1",
"Julian Draxler","deGER","MF,FW","Paris S-G","frLigue 1","24","1993","22.7","41","22","11","19","11","16","43","37.2","27","20","1","19","15","56","2","1",
"Luke Dreher","engENG","FW","Crystal Palace","engPremier League","19","1998","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Josip Drmić","chSUI","FW","Gladbach","deBundesliga","25","1992","2.5","2","0","0","2","0","1","2","50.0","1","1","0","1","1","3","0","0",
"Jaroslav Drobný","czCZE","GK","Düsseldorf","deBundesliga","38","1979","2.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0",
"Óscar Duarte","crCRC","DF,MF","Espanyol","esLa Liga","29","1989","7.3","12","5","7","5","0","4","7","57.1","3","7","7","0","13","25","34","0",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","22","1995","30.8","72","35","45","20","7","34","64","53.1","30","46","12","34","57","129","130","1",
"Leo Dubois","frFRA","DF","Lyon","frLigue 1","23","1994","22.7","51","22","25","21","5","20","35","57.1","15","30","10","20","22","73","61","1",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","29","1989","38.0","2","0","2","0","0","1","3","33.3","2","0","0","0","0","2","20","5",
"Marvin Ducksch","deGER","FW","Düsseldorf","deBundesliga","24","1994","9.1","3","1","0","2","1","1","5","20.0","4","4","0","4","4","7","11","0",
"Ondrej Duda","skSVK","MF","Hertha BSC","deBundesliga","23","1994","28.5","54","33","13","35","6","15","55","27.3","40","36","4","32","15","69","17","1",
"Shane Duffy","ieIRL","DF","Brighton","engPremier League","26","1992","34.3","35","20","23","7","5","14","25","56.0","11","57","47","10","36","71","244","3",
"Demeaco Duhaney","engENG","DF","Huddersfield","engPremier League","19","1998","0.5","1","0","1","0","0","1","3","33.3","2","2","0","2","1","2","1","0",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","26","1991","22.1","34","22","24","9","1","19","32","59.4","13","25","11","14","37","71","133","0",
"Alfred Duncan","ghGHA","MF","Sassuolo","itSerie A","25","1993","20.5","33","21","15","15","3","19","48","39.6","29","20","6","14","15","48","18","0",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","26","1991","35.0","42","26","31","10","1","17","39","43.6","22","49","38","11","46","88","196","5",
"Maxime Dupé","frFRA","GK","Nantes","frLigue 1","25","1993","10.4","0","0","0","0","0","0","0","","0","0","0","0","0","0","3","1",
"Erik Durm","deGER","DF","Huddersfield","engPremier League","26","1992","22.8","35","22","24","8","3","14","33","42.4","19","26","6","20","41","76","42","0",
"Jimmy Durmaz","seSWE","MF,FW","Toulouse","frLigue 1","29","1989","21.1","34","22","8","13","13","15","38","39.5","23","14","2","12","11","45","16","1",
"Riza Durmisi","dkDEN","DF","Lazio","itSerie A","24","1994","3.6","4","4","2","0","2","2","3","66.7","1","0","0","0","1","5","9","0",
"Hugo Duro","esESP","MF,FW","Getafe","esLa Liga","18","1999","4.6","6","4","1","2","3","3","6","50.0","3","6","1","5","3","9","4","0",
"Raphael Dwamena","ghGHA","FW","Levante","esLa Liga","22","1995","2.5","0","0","0","0","0","0","0","","0","2","1","1","0","0","2","0",
"Paulo Dybala","arARG","FW,MF","Juventus","itSerie A","24","1993","23.7","17","8","3","9","5","7","23","30.4","16","20","2","18","14","31","1","0",
"Edin Džeko","baBIH","FW","Roma","itSerie A","32","1986","28.7","13","7","3","5","5","4","16","25.0","12","10","1","9","0","13","36","1",
"Blerim Džemaili","chSUI","MF","Bologna","itSerie A","32","1986","19.4","44","27","22","19","3","19","58","32.8","39","22","1","21","17","61","12","1",
"Félix Eboa Eboa","cmCMR","DF","Guingamp","frLigue 1","21","1997","27.0","47","33","26","20","1","16","22","72.7","6","37","24","13","39","86","136","2",
"Dennis Eckert","deGER","FW","Celta Vigo","esLa Liga","21","1997","2.4","3","2","0","1","2","0","2","0.0","2","1","0","1","2","5","3","0",
"Bruno Ecuele Manga","gaGAB","DF","Cardiff City","engPremier League","30","1988","37.5","69","36","48","16","5","29","58","50.0","29","62","28","34","81","150","179","4",
"Simone Edera","itITA","MF","Torino","itSerie A","21","1997","0.9","0","0","0","0","0","0","1","0.0","1","1","0","1","1","1","0","0",
"Simone Edera","itITA","FW","Bologna","itSerie A","21","1997","2.2","4","4","3","0","1","1","3","33.3","2","5","1","4","0","4","1","0",
"Ederson","brBRA","GK","Manchester City","engPremier League","24","1993","38.0","3","3","2","1","0","3","3","100.0","0","0","0","0","1","4","12","2",
"Johannes Eggestein","deGER","FW,MF","Werder Bremen","deBundesliga","20","1998","12.4","13","9","7","4","2","5","19","26.3","14","13","0","13","4","17","7","0",
"Maximilian Eggestein","deGER","MF","Werder Bremen","deBundesliga","21","1996","33.9","68","42","29","34","5","24","54","44.4","30","49","10","39","30","98","69","0",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","29","1989","29.4","61","39","16","38","7","37","68","54.4","31","42","12","30","53","114","62","1",
"Josip Elez","hrCRO","DF","Hannover 96","deBundesliga","24","1994","7.2","8","3","5","3","0","2","11","18.2","9","13","4","9","6","14","27","0",
"Harvey Elliott","engENG","MF","Fulham","engPremier League","15","2003","0.2","0","0","0","0","0","0","0","","0","1","0","1","0","0","0","0",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","26","1992","4.2","13","4","9","1","3","1","2","50.0","1","7","4","3","2","15","8","0",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","24","1994","25.0","47","29","31","14","2","26","41","63.4","15","23","7","16","39","86","150","0",
"Gorka Elustondo","esESP","MF,DF","Rayo Vallecano","esLa Liga","31","1987","3.2","7","5","4","3","0","5","8","62.5","3","6","1","5","6","13","10","0",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","21","1996","29.1","41","19","34","7","0","23","33","69.7","10","30","13","17","47","88","135","6",
"Rodrigo Ely","brBRA","DF","Alavés","esLa Liga","24","1993","4.8","8","5","5","3","0","5","7","71.4","2","9","7","2","7","15","30","0",
"Mohamed Elyounoussi","noNOR","MF","Southampton","engPremier League","23","1994","8.8","16","12","7","6","3","6","19","31.6","13","11","1","10","6","22","5","0",
"Adri Embarba","esESP","MF,FW","Rayo Vallecano","esLa Liga","26","1992","25.4","54","26","20","24","10","22","61","36.1","39","38","2","36","29","83","22","0",
"Breel Embolo","chSUI","FW","Schalke 04","deBundesliga","21","1997","14.9","22","17","4","13","5","1","9","11.1","8","11","0","11","4","26","6","0",
"Emerson","brBRA","FW,DF","Betis","esLa Liga","19","1999","3.5","9","7","6","1","2","3","10","30.0","7","6","0","6","7","16","12","0",
"Youssef En-Nesyri","maMAR","FW","Leganés","esLa Liga","21","1997","23.4","16","8","6","5","5","4","24","16.7","20","18","3","15","6","22","23","0",
"Björn Engels","beBEL","DF","Reims","frLigue 1","23","1994","33.0","11","8","6","5","0","6","16","37.5","10","30","24","6","44","55","181","3",
"Sergi Enrich","esESP","FW","Eibar","esLa Liga","28","1990","28.7","27","17","3","11","13","7","30","23.3","23","11","1","10","6","33","14","0",
"Javier Eraso","esESP","MF,FW","Leganés","esLa Liga","28","1990","7.0","6","3","3","2","1","0","6","0.0","6","3","1","2","7","13","4","0",
"Christian Eriksen","dkDEN","MF","Tottenham","engPremier League","26","1992","30.8","41","25","8","20","13","17","59","28.8","42","26","3","23","15","56","13","0",
"Patrick Erras","deGER","MF","Nürnberg","deBundesliga","23","1995","13.6","15","10","7","7","1","7","19","36.8","12","24","13","11","23","38","45","0",
"Gonzalo Escalante","arARG","MF","Eibar","esLa Liga","25","1993","19.9","49","28","11","35","3","19","46","41.3","27","37","2","35","21","70","21","0",
"Sergio Escudero","esESP","DF,FW","Sevilla","esLa Liga","28","1989","17.2","43","29","20","18","5","18","35","51.4","17","22","4","18","24","67","52","0",
"Bernardo Espinosa","coCOL","DF","Girona","esLa Liga","29","1989","30.3","20","14","16","4","0","8","17","47.1","9","46","31","15","40","60","197","5",
"Michael Esser","deGER","GK","Hannover 96","deBundesliga","30","1987","32.0","3","2","3","0","0","2","5","40.0","3","1","0","1","1","4","15","0",
"Alexander Esswein","deGER","MF,FW","Stuttgart","deBundesliga","28","1990","13.9","17","11","6","4","7","6","21","28.6","15","17","0","17","12","29","16","0",
"Neil Etheridge","phPHI","GK","Cardiff City","engPremier League","28","1990","38.0","1","1","1","0","0","1","2","50.0","1","0","0","0","7","8","19","1",
"Beñat Etxebarria","esESP","MF","Athletic Club","esLa Liga","31","1987","22.6","47","24","14","25","8","19","59","32.2","40","18","1","17","24","71","11","0",
"Xabier Etxeita","esESP","DF","Huesca","esLa Liga","30","1987","29.7","47","23","32","12","3","26","47","55.3","21","38","25","13","39","86","163","3",
"Lucas Evangelista","brBRA","FW,MF","Nantes","frLigue 1","23","1995","8.0","30","17","11","12","7","14","25","56.0","11","10","0","10","9","39","6","0",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","30","1988","22.2","24","13","20","4","0","13","18","72.2","5","28","10","18","33","57","152","3",
"Ewerton","brBRA","DF","Nürnberg","deBundesliga","29","1989","14.9","24","20","21","3","0","8","14","57.1","6","23","16","7","25","49","108","1",
"Valentin Eysseric","frFRA","FW,MF","Fiorentina","itSerie A","26","1992","4.0","6","5","3","2","1","2","4","50.0","2","6","1","5","4","10","1","0",
"Valentin Eysseric","frFRA","MF,FW","Nantes","frLigue 1","26","1992","2.3","1","1","0","1","0","0","2","0.0","2","2","0","2","0","1","0","0",
"Marco Fabián","mxMEX","FW","Eint Frankfurt","deBundesliga","29","1989","0.7","3","2","2","1","0","1","1","100.0","0","0","0","0","3","6","0","0",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","33","1985","38.0","1","0","1","0","0","1","3","33.3","2","0","0","0","1","2","10","1",
"Fabinho","brBRA","MF","Liverpool","engPremier League","24","1993","22.4","59","31","17","38","4","24","59","40.7","35","34","6","28","28","87","27","2",
"Fábio","brBRA","DF,FW","Nantes","frLigue 1","28","1990","14.2","53","34","25","27","1","26","53","49.1","27","18","4","14","18","71","27","0",
"Cesc Fàbregas","esESP","MF","Chelsea","engPremier League","31","1987","2.0","6","4","4","2","0","1","5","20.0","4","2","1","1","1","7","0","0",
"Cesc Fàbregas","esESP","MF","Monaco","frLigue 1","31","1987","10.7","14","10","5","5","4","8","28","28.6","20","12","3","9","9","23","5","1",
"Fabricio","esESP","GK","Fulham","engPremier League","30","1987","2.0","1","1","1","0","0","0","0","","0","0","0","0","0","1","3","2",
"Ralf Fährmann","deGER","GK","Schalke 04","deBundesliga","29","1988","16.3","0","0","0","0","0","0","0","","0","0","0","0","2","2","10","4",
"Romain Faivre","frFRA","MF","Monaco","frLigue 1","20","1998","1.0","1","0","0","1","0","0","1","0.0","1","0","0","0","1","2","1","1",
"Fayçal Fajr","maMAR","MF","Caen","frLigue 1","29","1988","36.0","65","32","22","33","10","25","66","37.9","41","27","6","21","29","94","19","2",
"Radamel Falcao","coCOL","FW","Monaco","frLigue 1","32","1986","28.4","34","15","6","16","12","8","27","29.6","19","11","6","5","3","37","23","2",
"Diego Falcinelli","itITA","FW","Bologna","itSerie A","27","1991","7.8","8","5","1","3","4","2","3","66.7","1","4","1","3","1","9","5","0",
"Simon Falette","gnGUI","DF","Eint Frankfurt","deBundesliga","26","1992","6.7","9","6","7","1","1","2","6","33.3","4","11","5","6","14","23","32","0",
"Iago Falque","esESP","FW,MF","Torino","itSerie A","28","1990","17.9","13","8","3","8","2","3","16","18.8","13","14","0","14","3","16","2","0",
"Paolo Faragò","itITA","MF,DF","Cagliari","itSerie A","25","1993","18.9","46","29","20","16","10","13","43","30.2","30","28","2","26","15","61","38","0",
"Mohamed Fares","dzALG","DF","SPAL","itSerie A","22","1996","32.8","63","43","37","18","8","25","54","46.3","29","48","4","44","54","117","83","2",
"Diego Farias","brBRA","FW","Empoli","itSerie A","28","1990","13.3","11","4","2","8","1","3","10","30.0","7","7","1","6","0","11","4","0",
"Diego Farias","brBRA","FW","Cagliari","itSerie A","28","1990","7.8","13","9","3","7","3","2","11","18.2","9","7","1","6","1","14","5","0",
"Andrea Favilli","itITA","FW,DF","Genoa","itSerie A","21","1997","1.9","1","1","0","0","1","0","1","0.0","1","1","0","1","0","1","1","0",
"Federico Fazio","arARG","DF","Roma","itSerie A","31","1987","31.2","28","20","14","11","3","12","25","48.0","13","45","33","12","53","81","171","2",
"Zouhair Feddal","maMAR","DF","Betis","esLa Liga","29","1989","18.9","38","23","31","6","1","16","28","57.1","12","19","8","11","31","69","94","2",
"Nabil Fekir","frFRA","MF","Lyon","frLigue 1","25","1993","22.1","51","31","16","19","16","13","38","34.2","25","42","0","42","7","58","3","0",
"Yassin Fekir","frFRA","FW","Lyon","frLigue 1","21","1997","0.1","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","0","0",
"Felipe","brBRA","DF","Hannover 96","deBundesliga","31","1987","12.2","23","15","21","2","0","9","17","52.9","8","17","9","8","35","58","71","0",
"Luiz Felipe","itITA","DF","Lazio","itSerie A","21","1997","14.3","27","18","20","7","0","13","20","65.0","7","27","15","12","26","53","57","1",
"Ohis Felix Uduokhai","deGER","DF","Wolfsburg","deBundesliga","20","1997","2.7","13","7","7","5","1","9","10","90.0","1","6","2","4","6","19","11","1",
"Marouane Fellaini","beBEL","MF","Manchester Utd","engPremier League","30","1987","8.4","21","13","11","9","1","9","17","52.9","8","9","5","4","4","25","34","1",
"Kiko Femenía","esESP","DF","Watford","engPremier League","27","1991","22.8","48","30","34","12","2","24","51","47.1","27","24","6","18","36","84","68","0",
"Edimilson Fernandes","chSUI","MF","Fiorentina","itSerie A","22","1996","21.9","36","24","17","16","3","14","36","38.9","22","31","6","25","26","62","31","0",
"Gelson Fernandes","chSUI","MF","Eint Frankfurt","deBundesliga","31","1986","24.7","74","48","33","38","3","23","65","35.4","42","45","9","36","53","127","16","0",
