Player, Nation, Position, Club, League, Age, YearBorn, 90s, Tkl, TklW, Def3rdTkl, Mid3rdTkl,Att3rdTkl,DribblersTkl,DribblersTklAtt,DribblersTkl%,DribblersTklLost,Blocks,ShotBlocks,PassBlocks,Interceptions, Interceptions+Tkl, Clearences, ErrorsLeadingToShot, Matches
"Honest Ahanor","itITA","DF,MF","Genoa","itSerie A","16","2008","3.0","7","5","2","3","2","7","10","70.0","3","4","0","4","1","8","9","0",
"Erik Ahlstrand","seSWE","FW,MF","St. Pauli","deBundesliga","22","2001","0.5","0","0","0","0","0","0","0","","0","1","0","1","1","1","1","0",
"Jean-Eudes Aholou","ciCIV","MF","Angers","frLigue 1","30","1994","21.8","56","36","26","20","10","22","48","45.8","26","34","14","20","33","89","32","0",
"Joseph Aidoo","ghGHA","DF","Valladolid","esLa Liga","28","1995","6.5","5","5","3","2","0","2","3","66.7","1","8","4","4","5","10","26","1",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","28","1995","0.0","1","0","1","0","0","0","0","","0","0","0","0","0","1","0","0",
"Ayman Aiki","frFRA","FW,MF","Saint-Étienne","frLigue 1","19","2005","1.4","3","3","1","2","0","1","1","100.0","0","1","0","1","1","4","0","0",
"Ola Aina","ngNGA","DF","Nott'ham Forest","engPremier League","27","1996","33.3","55","42","39","15","1","36","64","56.3","28","34","12","22","33","88","115","4",
"Rayan Aït-Nouri","dzALG","DF","Wolves","engPremier League","23","2001","34.5","89","57","52","28","9","43","70","61.4","27","42","6","36","26","115","75","2",
"Junior Ajayi","ciCIV","FW","Hellas Verona","itSerie A","19","2004","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","26","1998","16.0","26","18","14","11","1","14","27","51.9","13","17","4","13","12","38","50","0",
"Ludovic Ajorque","frFRA","FW","Brest","frLigue 1","30","1994","27.7","26","19","3","12","11","10","32","31.3","22","20","5","15","6","32","26","0",
"Manuel Akanji","chSUI","DF","Manchester City","engPremier League","29","1995","22.4","19","12","12","4","3","11","17","64.7","6","11","8","3","9","28","64","3",
"Ümit Akdag","roROU","DF","Toulouse","frLigue 1","20","2003","5.6","8","4","3","4","1","5","12","41.7","7","10","8","2","11","19","19","0",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","29","1995","7.5","9","7","7","2","0","4","6","66.7","2","7","2","5","3","12","22","1",
"Ilias Akhomach","maMAR","MF,FW","Villarreal","esLa Liga","20","2004","6.5","12","7","4","4","4","6","12","50.0","6","8","0","8","3","15","13","0",
"Sergio Akieme","esESP","DF","Reims","frLigue 1","26","1997","28.0","34","23","30","3","1","22","36","61.1","14","26","9","17","17","51","97","4",
"Maghnes Akliouche","frFRA","FW,MF","Monaco","frLigue 1","22","2002","26.7","51","31","12","24","15","19","41","46.3","22","21","0","21","15","66","13","0",
"Paul Akouokou","ciCIV","MF","Lyon","frLigue 1","26","1997","0.2","1","0","0","1","0","0","0","","0","0","0","0","1","2","0","1",
"Clément Akpa","ciCIV","DF","Auxerre","frLigue 1","22","2001","27.6","55","34","36","12","7","31","46","67.4","15","38","14","24","42","97","141","2",
"Jean-Daniel Akpa-Akpro","ciCIV","MF","Monza","itSerie A","31","1992","10.7","30","18","15","14","1","9","21","42.9","12","19","6","13","13","43","16","1",
"David Akpan Ankeye","ngNGA","FW,MF","Genoa","itSerie A","22","2002","0.5","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","1","0",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","29","1995","24.7","54","27","36","12","6","30","46","65.2","16","65","37","28","29","83","115","1",
"Chuba Akpom","engENG","FW","Lille","frLigue 1","28","1995","7.1","8","5","0","4","4","2","6","33.3","4","9","0","9","0","8","3","0",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","32","1992","3.5","1","0","1","0","0","0","0","","0","5","5","0","6","7","7","0",
"Ibrahim Alani","ngNGA","MF","Valladolid","esLa Liga","18","2006","1.8","12","7","8","4","0","4","6","66.7","2","3","1","2","1","13","1","0",
"Andreas Albers","dkDEN","FW","St. Pauli","deBundesliga","34","1990","0.7","1","1","0","0","1","0","1","0.0","1","0","0","0","0","1","1","0",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","38","1985","13.2","10","9","9","1","0","6","10","60.0","4","10","9","1","6","16","69","1",
"Carlos Alcaraz","arARG","MF","Southampton","engPremier League","21","2002","0.1","0","0","0","0","0","0","0","","0","0","0","0","1","1","0","0",
"Carlos Alcaraz","arARG","FW,MF","Everton","engPremier League","21","2002","8.5","11","5","5","3","3","3","11","27.3","8","9","2","7","5","16","10","0",
"Omar Alderete","pyPAR","DF","Getafe","esLa Liga","27","1996","33.0","43","29","30","11","2","20","30","66.7","10","38","22","16","40","83","241","1",
"Carles Aleñá","esESP","MF,FW","Getafe","esLa Liga","26","1998","5.0","6","3","2","3","1","4","13","30.8","9","9","1","8","0","6","7","0",
"Carles Aleñá","esESP","MF,FW","Alavés","esLa Liga","26","1998","12.1","19","12","6","7","6","7","17","41.2","10","11","0","11","2","21","4","0",
"Ben Alexander Voll","deGER","GK","St. Pauli","deBundesliga","23","2000","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","25","1998","26.3","72","50","44","19","9","49","105","46.7","56","26","9","17","31","103","55","4",
"Alfon","esESP","FW,MF","Celta Vigo","esLa Liga","25","1999","15.2","8","3","3","2","3","4","12","33.3","8","8","0","8","5","13","5","1",
"Mohamed Ali Cho","frFRA","FW,MF","Nice","frLigue 1","20","2004","18.0","13","9","4","5","4","4","12","33.3","8","17","1","16","5","18","8","0",
"Faride Alidou","deGER","FW,MF","Hellas Verona","itSerie A","23","2001","0.8","0","0","0","0","0","0","0","","0","1","0","1","1","1","3","1",
"Alisson","brBRA","GK","Liverpool","engPremier League","31","1992","27.9","1","0","1","0","0","0","1","0.0","1","0","0","0","0","1","13","1",
"Tadeo Allende","arARG","FW","Celta Vigo","esLa Liga","25","1999","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Jim Allevinah","gaGAB","FW","Angers","frLigue 1","29","1995","19.4","19","11","6","9","4","5","28","17.9","23","10","0","10","12","31","17","0",
"Dele Alli","engENG","MF","Como","itSerie A","28","1996","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Thiago Almada","arARG","MF,FW","Lyon","frLigue 1","23","2001","10.6","14","8","7","5","2","7","21","33.3","14","2","0","2","7","21","6","3",
"Domingos André Ribeiro Almeida","ptPOR","MF,FW","Valencia","esLa Liga","24","2000","22.0","48","32","18","21","9","14","39","35.9","25","21","3","18","8","56","14","1",
"Iker Almena","esESP","FW,DF","Girona","esLa Liga","20","2004","0.5","0","0","0","0","0","0","1","0.0","1","1","0","1","0","0","2","0",
"Miguel Almirón","pyPAR","FW","Newcastle Utd","engPremier League","30","1994","1.7","3","2","2","0","1","2","3","66.7","1","2","0","2","0","3","0","0",
"Pontus Almqvist","seSWE","FW,MF","Parma","itSerie A","25","1999","12.4","17","13","7","7","3","8","17","47.1","9","13","0","13","19","36","8","0",
"Marcos Alonso","esESP","DF","Celta Vigo","esLa Liga","33","1990","29.4","35","21","19","13","3","25","44","56.8","19","22","7","15","34","69","126","4",
"Giorgio Altare","itITA","DF","Venezia","itSerie A","25","1998","8.4","13","12","8","3","2","8","15","53.3","7","21","11","10","17","30","49","0",
"Adrià Altimira","esESP","DF,FW","Leganés","esLa Liga","23","2001","18.1","41","24","26","12","3","24","40","60.0","16","15","6","9","15","56","54","2",
"Sergi Altimira","esESP","MF","Betis","esLa Liga","22","2001","21.9","61","37","17","38","6","36","60","60.0","24","28","1","27","24","85","43","3",
"Olabade Aluko","","DF","Leicester City","engPremier League","","","0.0","1","1","0","0","1","1","1","100.0","0","0","0","0","0","1","0","0",
"Edson Álvarez","mxMEX","MF","West Ham","engPremier League","26","1997","19.7","50","27","27","15","8","17","35","48.6","18","23","8","15","18","68","46","1",
"Hugo Álvarez","esESP","MF,DF","Celta Vigo","esLa Liga","21","2003","17.5","26","9","12","10","4","10","19","52.6","9","19","2","17","8","34","29","1",
"Julián Álvarez","arARG","FW","Atlético Madrid","esLa Liga","24","2000","27.9","25","17","5","11","9","8","30","26.7","22","14","0","14","2","27","12","1",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","29","1995","19.8","25","13","14","9","2","15","22","68.2","7","10","6","4","34","59","129","1",
"Skelly Alvero","frFRA","MF","Werder Bremen","deBundesliga","22","2002","2.6","11","6","5","5","1","4","5","80.0","1","4","0","4","2","13","10","0",
"Will Alves","engENG","FW","Leicester City","engPremier League","19","2005","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Selim Amallah","maMAR","MF","Valladolid","esLa Liga","27","1996","15.3","30","18","10","18","2","10","18","55.6","8","24","2","22","14","44","5","1",
"Harry Amass","engENG","DF","Manchester Utd","engPremier League","17","2007","3.8","6","2","5","1","0","2","8","25.0","6","11","1","10","2","8","11","0",
"Amath","snSEN","FW,DF","Valladolid","esLa Liga","28","1996","4.2","2","0","2","0","0","1","8","12.5","7","7","1","6","2","4","6","0",
"Jordan Amavi","frFRA","DF","Brest","frLigue 1","30","1994","8.8","24","17","10","11","3","15","21","71.4","6","10","2","8","7","31","18","0",
"Aurele Amenda","chSUI","DF","Eint Frankfurt","deBundesliga","21","2003","1.1","1","0","1","0","0","0","0","","0","2","2","0","2","3","11","0",
"Kelvin Amian","frFRA","DF","Nantes","frLigue 1","26","1998","24.1","55","31","40","14","1","29","35","82.9","6","18","11","7","13","68","85","0",
"Michael Amir Murillo","paPAN","DF","Marseille","frLigue 1","28","1996","27.1","49","31","30","13","6","32","46","69.6","14","21","8","13","18","67","70","4",
"Nadiem Amiri","deGER","MF","Mainz 05","deBundesliga","27","1996","27.5","50","23","13","28","9","19","46","41.3","27","19","4","15","16","66","30","2",
"Samuel Amo-Ameyaw","engENG","FW,DF","Southampton","engPremier League","18","2006","0.3","1","0","0","1","0","1","1","100.0","0","0","0","0","0","1","0","0",
"Samuel Amo-Ameyaw","engENG","DF,MF","Strasbourg","frLigue 1","18","2006","3.6","5","3","3","2","0","2","9","22.2","7","3","0","3","3","8","2","0",
"Mathis Amougou","frFRA","MF","Chelsea","engPremier League","18","2006","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Mathis Amougou","frFRA","MF","Saint-Étienne","frLigue 1","18","2006","9.5","21","15","15","5","1","10","19","52.6","9","10","0","10","12","33","4","0",
"Mohamed Amoura","dzALG","FW","Wolfsburg","deBundesliga","24","2000","27.4","29","22","14","5","10","14","37","37.8","23","42","2","40","9","38","24","0",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","27","1996","2.0","3","2","1","2","0","2","2","100.0","0","1","1","0","0","3","2","0",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","28","1996","1.0","1","1","1","0","0","1","2","50.0","1","0","0","0","0","1","7","0",
"Joachim Andersen","dkDEN","DF","Fulham","engPremier League","28","1996","28.7","27","18","20","6","1","15","24","62.5","9","37","28","9","34","61","188","1",
"Elliot Anderson","engENG","MF","Nott'ham Forest","engPremier League","21","2002","30.3","92","56","54","29","9","48","111","43.2","63","48","9","39","31","123","76","4",
"André","brBRA","MF","Wolves","engPremier League","23","2001","27.5","91","55","41","41","9","37","63","58.7","26","42","8","34","37","128","30","1",
"Benjamin André","frFRA","MF","Lille","frLigue 1","33","1990","29.9","103","57","31","60","12","54","96","56.3","42","42","6","36","48","151","56","0",
"Marcos André","brBRA","FW","Valladolid","esLa Liga","27","1996","13.2","10","6","3","5","2","5","13","38.5","8","18","2","16","3","13","10","0",
"Robert Andrich","deGER","MF,DF","Leverkusen","deBundesliga","29","1994","17.8","24","12","8","14","2","7","14","50.0","7","16","8","8","29","53","23","0",
"Angeliño","esESP","DF","Roma","itSerie A","27","1997","35.3","46","24","20","24","2","17","34","50.0","17","33","9","24","28","74","98","0",
"Lorenzo Anghelè","itITA","FW","Juventus","itSerie A","19","2005","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Faustino Anjorin","engENG","MF","Empoli","itSerie A","22","2001","12.4","29","13","9","14","6","9","18","50.0","9","18","3","15","13","42","20","0",
"Waldemar Anton","deGER","DF","Dortmund","deBundesliga","28","1996","21.7","34","21","18","10","6","17","23","73.9","6","33","16","17","30","64","112","1",
"Leandro Antonetti","prPUR","FW","Sevilla","esLa Liga","21","2003","0.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Kyllian Antonio","frFRA","DF,MF","Lens","frLigue 1","16","2008","1.5","3","2","2","0","1","1","3","33.3","2","3","0","3","3","6","3","1",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","34","1990","9.3","2","2","0","1","1","2","3","66.7","1","6","0","6","0","2","2","0",
"Antoniu","esESP","FW,MF","Espanyol","esLa Liga","21","2002","11.4","21","10","9","8","4","9","21","42.9","12","14","2","12","8","29","11","1",
"Antony","brBRA","DF,MF","Manchester Utd","engPremier League","24","2000","1.6","6","3","4","2","0","2","5","40.0","3","2","0","2","2","8","0","0",
"Antony","brBRA","FW","Betis","esLa Liga","24","2000","15.1","25","11","6","9","10","8","22","36.4","14","12","1","11","10","35","9","1",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","29","1995","19.1","38","27","21","12","5","15","28","53.6","13","24","8","16","18","56","26","1",
"Dennis Appiah","frFRA","DF","Saint-Étienne","frLigue 1","32","1992","23.6","71","43","42","22","7","41","71","57.7","30","36","8","28","29","100","89","2",
"Aritz Arambarri","esESP","DF","Leganés","esLa Liga","26","1998","2.0","1","1","1","0","0","1","1","100.0","0","2","2","0","3","4","8","0",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","28","1995","29.6","48","29","10","33","5","22","48","45.8","26","35","6","29","15","63","46","0",
"Jon Aramburu","veVEN","DF","Real Sociedad","esLa Liga","22","2002","27.3","102","70","61","30","11","66","100","66.0","34","40","8","32","30","132","98","0",
"Julian Araujo","mxMEX","DF","Bournemouth","engPremier League","22","2001","5.5","10","5","4","6","0","5","12","41.7","7","3","0","3","6","16","18","0",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","25","1999","8.4","12","9","6","5","1","4","5","80.0","1","6","4","2","9","21","25","0",
"Cameron Archer","engENG","FW","Southampton","engPremier League","23","2001","16.0","13","8","8","3","2","2","9","22.2","7","5","1","4","2","15","11","0",
"Carlens Arcus","htHAI","DF","Angers","frLigue 1","28","1996","22.7","52","35","32","15","5","34","56","60.7","22","24","4","20","27","79","83","3",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","31","1993","25.1","2","2","2","0","0","2","3","66.7","1","0","0","0","0","2","15","3",
"Adu Ares","esESP","FW","Athletic Club","esLa Liga","22","2001","0.2","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","0","0",
"Jesús Areso","esESP","DF","Osasuna","esLa Liga","25","1999","34.2","53","38","31","14","8","39","56","69.6","17","26","4","22","8","61","92","0",
"David Argüelles","esESP","MF","Getafe","esLa Liga","22","2002","0.1","0","0","0","0","0","0","0","","0","2","0","2","0","0","0","0",
"Joe Aribo","ngNGA","MF,DF","Southampton","engPremier League","28","1996","22.4","47","33","17","24","6","17","35","48.6","18","28","11","17","20","67","32","3",
"Adam Armstrong","engENG","FW,MF","Southampton","engPremier League","27","1997","13.9","12","3","2","7","3","3","14","21.4","11","6","1","5","3","15","8","0",
"Harrison Armstrong","engENG","MF","Everton","engPremier League","17","2007","0.5","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","1","0",
"José Arnaiz","esESP","FW,MF","Osasuna","esLa Liga","29","1995","1.5","7","5","3","3","1","4","7","57.1","3","2","0","2","5","12","1","0",
"Hákon Arnar Haraldsson","isISL","MF,FW","Lille","frLigue 1","21","2003","19.5","36","16","9","17","10","16","33","48.5","17","10","2","8","8","44","6","0",
"Marko Arnautović","atAUT","FW","Inter","itSerie A","35","1989","6.1","7","6","1","3","3","3","5","60.0","2","3","0","3","1","8","1","0",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","30","1994","26.2","34","20","13","18","3","15","33","45.5","18","21","11","10","24","58","70","2",
"Jann-Fiete Arp","deGER","FW,MF","Holstein Kiel","deBundesliga","24","2000","7.9","13","10","5","2","6","4","13","30.8","9","6","0","6","3","16","8","1",
"Sergio Arribas","esESP","DF","Betis","esLa Liga","21","2003","1.0","7","4","4","3","0","6","7","85.7","1","2","2","0","3","10","4","0",
"Kepa Arrizabalaga","esESP","GK","Bournemouth","engPremier League","29","1994","31.0","1","0","1","0","0","0","2","0.0","2","2","0","2","0","1","15","3",
"Arthur","brBRA","DF","Leverkusen","deBundesliga","21","2003","8.4","14","11","3","9","2","5","10","50.0","5","8","0","8","9","23","29","0",
"Takuma Asano","jpJPN","FW,MF","Mallorca","esLa Liga","29","1994","11.7","13","9","5","7","1","6","11","54.5","5","7","0","7","6","19","9","0",
"Raúl Asencio","esESP","DF","Real Madrid","esLa Liga","21","2003","18.6","22","16","18","4","0","10","13","76.9","3","11","6","5","16","38","88","2",
"Marco Asensio","esESP","MF","Aston Villa","engPremier League","28","1996","8.3","7","5","0","7","0","3","9","33.3","6","7","1","6","2","9","3","0",
"Marco Asensio","esESP","FW,MF","Paris S-G","frLigue 1","28","1996","6.9","4","3","1","3","0","0","6","0.0","6","1","0","1","0","4","1","0",
"Kristjan Asllani","alALB","MF","Inter","itSerie A","22","2002","11.0","14","3","8","4","2","8","22","36.4","14","8","1","7","9","23","13","1",
"Iago Aspas","esESP","FW,MF","Celta Vigo","esLa Liga","36","1987","19.4","13","8","4","5","4","8","20","40.0","12","18","1","17","8","21","5","0",
"Yaser Asprilla","coCOL","FW,MF","Girona","esLa Liga","20","2003","15.6","22","12","6","8","8","8","23","34.8","15","14","0","14","7","29","7","1",
"Lorenz Assignon","tgTOG","DF,MF","Rennes","frLigue 1","24","2000","26.2","49","27","25","22","2","19","43","44.2","24","20","3","17","25","74","74","0",
"Dehmaine Assoumani","frFRA","MF,FW","Nantes","frLigue 1","19","2005","1.1","6","3","0","4","2","4","5","80.0","1","1","0","1","1","7","4","0",
"Valentin Atangana Edoa","frFRA","MF","Reims","frLigue 1","18","2005","31.7","69","50","32","30","7","28","38","73.7","10","31","15","16","37","106","64","0",
"Arthur Atta","frFRA","MF,FW","Udinese","itSerie A","21","2003","13.9","20","12","9","10","1","10","15","66.7","5","9","5","4","7","27","15","1",
"Noah Atubolu","deGER","GK","Freiburg","deBundesliga","22","2002","25.6","0","0","0","0","0","0","0","","0","0","0","0","0","0","13","4",
"Emil Audero","idIDN","GK","Como","itSerie A","27","1997","8.0","0","0","0","0","0","0","1","0.0","1","0","0","0","0","0","4","1",
"Tommaso Augello","itITA","DF","Cagliari","itSerie A","29","1994","30.1","49","28","28","17","4","30","43","69.8","13","23","8","15","16","65","109","2",
"Carlos Augusto","brBRA","DF","Inter","itSerie A","25","1999","18.8","29","14","12","11","6","12","19","63.2","7","21","9","12","9","38","50","0",
"Yann Aurel Bisseck","deGER","DF","Inter","itSerie A","23","2000","18.3","17","12","11","4","2","11","16","68.8","5","23","12","11","17","34","64","1",
"Brandon Austin","engENG","GK","Tottenham","engPremier League","25","1999","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0",
"Ezequiel Ávila","arARG","FW","Betis","esLa Liga","30","1994","7.5","8","3","2","2","4","4","10","40.0","6","4","0","4","2","10","8","0",
"Taiwo Awoniyi","ngNGA","FW","Nott'ham Forest","engPremier League","26","1997","4.6","6","3","0","3","3","4","5","80.0","1","1","0","1","0","6","7","0",
"Yasin Ayari","seSWE","MF","Brighton","engPremier League","20","2003","21.8","59","32","15","31","13","26","56","46.4","30","24","6","18","20","79","26","0",
"Florian Ayé","frFRA","FW","Auxerre","frLigue 1","27","1997","6.4","2","2","0","0","2","0","2","0.0","2","7","0","7","7","9","6","0",
