Player, Nation, Position, Club, League, Age, YearBorn, 90s, Tkl, TklW, Def3rdTkl, Mid3rdTkl,Att3rdTkl,DribblersTkl,DribblersTklAtt,DribblersTkl%,DribblersTklLost,Blocks,ShotBlocks,PassBlocks,Interceptions, Interceptions+Tkl, Clearences, ErrorsLeadingToShot, Matches
"Damir Ceter","coCOL","FW","Cagliari","itSerie A","19","1997","2.2","2","1","0","2","0","0","0","","0","3","0","3","0","2","1","0",
"Nacer Chadli","beBEL","FW,MF","West Brom","engPremier League","27","1989","2.9","1","0","1","0","0","1","4","25.0","3","0","0","0","0","1","4","0",
"Fouad Chafik","maMAR","DF","Dijon","frLigue 1","30","1986","17.9","58","49","31","19","8","20","35","57.1","15","17","1","16","33","91","46","1",
"Nathaniel Chalobah","engENG","MF","Watford","engPremier League","22","1994","5.0","9","6","2","6","1","2","5","40.0","3","6","5","1","6","15","6","0",
"Calum Chambers","engENG","DF","Arsenal","engPremier League","22","1995","9.6","17","10","10","6","1","5","14","35.7","9","14","11","3","18","35","47","0",
"Nereo Champagne","arARG","GK","Leganés","esLa Liga","32","1985","2.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","3","0",
"Timothy Chandler","usUSA","DF,FW","Eint Frankfurt","deBundesliga","27","1990","21.0","27","21","11","13","3","11","17","64.7","6","15","0","15","33","60","52","0",
"Kwon Chang-hoon","krKOR","FW,MF","Dijon","frLigue 1","23","1994","23.7","37","22","10","18","9","11","35","31.4","24","32","1","31","24","61","30","0",
"Charles","brBRA","FW","Eibar","esLa Liga","33","1984","17.6","11","8","2","5","4","1","8","12.5","7","7","0","7","7","18","10","0",
"Charly Charrier","frFRA","MF,FW","Amiens","frLigue 1","31","1986","1.2","1","0","1","0","0","0","2","0.0","2","1","0","1","2","3","0","0",
"Pape Cheikh Diop","snSEN","MF","Lyon","frLigue 1","19","1997","0.1","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Chema","esESP","DF","Levante","esLa Liga","25","1992","22.4","20","13","14","6","0","9","18","50.0","9","43","27","16","30","50","110","1",
"Denis Cheryshev","ruRUS","MF,FW","Villarreal","esLa Liga","26","1990","10.3","27","16","12","10","5","6","23","26.1","17","18","1","17","13","40","10","0",
"Raman Chibsah","ghGHA","MF","Benevento","itSerie A","24","1993","11.6","20","13","10","7","3","4","14","28.6","10","13","2","11","4","24","16","0",
"Leandro Chichizola","arARG","GK","Las Palmas","esLa Liga","27","1990","27.0","2","0","2","0","0","2","6","33.3","4","0","0","0","4","6","29","3",
"Giorgio Chiellini","itITA","DF","Juventus","itSerie A","32","1984","24.0","28","19","17","10","1","7","15","46.7","8","21","14","7","47","75","142","3",
"Federico Chiesa","itITA","FW,MF","Fiorentina","itSerie A","19","1997","33.5","62","41","22","22","18","16","54","29.6","38","34","1","33","18","80","16","0",
"Ben Chilwell","engENG","DF","Leicester City","engPremier League","20","1996","20.6","36","26","21","10","5","15","32","46.9","17","31","4","27","28","64","71","3",
"Vlad Chiricheș","roROU","DF","Napoli","itSerie A","27","1989","6.5","8","4","7","1","0","2","5","40.0","3","2","1","1","16","24","19","1",
"Hamza Choudhury","bdBAN","MF,DF","Leicester City","engPremier League","19","1997","4.2","9","5","6","3","0","2","10","20.0","8","12","1","11","8","17","4","0",
"Andreas Christensen","dkDEN","DF","Chelsea","engPremier League","21","1996","23.2","26","13","23","3","0","10","15","66.7","5","25","17","8","39","65","109","5",
"Chuca","esESP","MF","Villarreal","esLa Liga","20","1997","1.0","1","0","1","0","0","1","3","33.3","2","1","1","0","1","2","1","1",
"Lee Chung-yong","krKOR","FW,MF","Crystal Palace","engPremier League","29","1988","1.5","2","0","0","1","1","0","0","","0","3","0","3","2","4","0","1",
"Amato Ciciretti","itITA","MF,FW","Benevento","itSerie A","23","1993","9.0","14","8","5","6","3","2","11","18.2","9","9","0","9","6","20","4","0",
"Cifu","esESP","DF","Málaga","esLa Liga","26","1990","1.2","2","1","0","1","1","1","5","20.0","4","1","1","0","2","4","2","0",
"Luca Cigarini","itITA","MF","Cagliari","itSerie A","31","1986","22.5","42","30","16","25","1","18","64","28.1","46","32","5","27","42","84","27","1",
"Per Ciljan Skjelbred","noNOR","MF","Hertha BSC","deBundesliga","30","1987","24.3","89","66","33","54","2","42","64","65.6","22","31","6","25","45","134","23","0",
"Jasper Cillessen","nlNED","GK","Barcelona","esLa Liga","28","1989","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Thiago Cionek","plPOL","DF","SPAL","itSerie A","31","1986","15.0","28","21","18","6","4","11","20","55.0","9","19","9","10","35","63","99","0",
"Saliou Ciss","snSEN","DF,MF","Angers","frLigue 1","27","1989","1.6","3","2","1","1","1","2","5","40.0","3","0","0","0","2","5","1","0",
"Karamoko Cissé","gnGUI","FW,MF","Benevento","itSerie A","28","1988","0.2","1","1","1","0","0","0","0","","0","0","0","0","0","1","0","0",
"Issa Cissokho","snSEN","DF","Amiens","frLigue 1","32","1985","18.1","31","23","22","9","0","18","32","56.3","14","18","8","10","34","65","87","1",
"Ciaran Clark","ieIRL","DF","Newcastle Utd","engPremier League","27","1989","19.4","25","17","17","8","0","11","21","52.4","10","15","10","5","17","42","144","1",
"Christian Clemens","deGER","MF,FW","Köln","deBundesliga","25","1991","7.2","12","11","6","5","1","4","13","30.8","9","8","0","8","4","16","7","0",
"Tom Cleverley","engENG","MF","Watford","engPremier League","27","1989","21.1","48","26","25","16","7","21","52","40.4","31","11","1","10","25","73","21","0",
"Sam Clucas","engENG","MF","Swansea City","engPremier League","26","1990","22.7","34","19","21","11","2","10","29","34.5","19","31","7","24","29","63","34","1",
"Nathaniel Clyne","engENG","DF,FW","Liverpool","engPremier League","26","1991","1.9","3","1","2","1","0","0","1","0.0","1","2","1","1","0","3","3","0",
"Marcus Coco","frFRA","FW,MF","Guingamp","frLigue 1","21","1996","17.6","40","28","17","13","10","7","35","20.0","28","22","3","19","15","55","9","0",
"Massimo Coda","itITA","FW","Benevento","itSerie A","28","1988","15.7","12","9","3","4","5","2","13","15.4","11","7","2","5","6","18","11","0",
"Isaac Cofie","ghGHA","MF","Genoa","itSerie A","25","1991","6.6","13","10","3","9","1","7","15","46.7","8","9","3","6","10","23","7","0",
"Renaud Cohade","frFRA","MF","Metz","frLigue 1","32","1984","36.6","143","86","63","71","9","46","119","38.7","73","70","10","60","53","196","91","0",
"Coke","esESP","DF","Levante","esLa Liga","30","1987","15.4","35","23","26","7","2","18","39","46.2","21","17","5","12","34","69","46","0",
"Coke","esESP","MF","Schalke 04","deBundesliga","30","1987","0.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Emre Çolak","trTUR","MF","La Coruña","esLa Liga","26","1991","16.1","24","19","4","14","6","7","28","25.0","21","7","1","6","7","31","5","1",
"Séamus Coleman","ieIRL","DF","Everton","engPremier League","28","1988","11.5","14","14","9","3","2","6","11","54.5","5","16","12","4","10","24","29","2",
"James Collins","wlsWAL","DF","West Ham","engPremier League","33","1983","11.7","15","9","11","4","0","8","11","72.7","3","13","10","3","16","31","120","1",
"Racine Coly","snSEN","DF","Nice","frLigue 1","21","1995","6.9","15","12","9","5","1","9","19","47.4","10","5","2","3","15","30","18","0",
"Kingsley Coman","frFRA","FW,MF","Bayern Munich","deBundesliga","21","1996","12.8","11","10","2","6","3","5","10","50.0","5","6","0","6","7","18","1","0",
"Marvin Compper","deGER","DF","RB Leipzig","deBundesliga","32","1985","1.0","2","2","0","2","0","2","3","66.7","1","2","2","0","0","2","8","0",
"Alois Confais","frFRA","MF,DF","Troyes","frLigue 1","20","1996","6.8","8","6","7","1","0","3","9","33.3","6","7","4","3","4","12","15","1",
"Daniel Congré","frFRA","DF","Montpellier","frLigue 1","32","1985","29.3","62","46","36","24","2","31","59","52.5","28","29","16","13","56","118","124","2",
"Andrea Consigli","itITA","GK","Sassuolo","itSerie A","30","1987","36.8","0","0","0","0","0","0","2","0.0","2","0","0","0","0","0","27","6",
"Diego Contento","deGER","DF,MF","Bordeaux","frLigue 1","27","1990","1.2","3","0","1","2","0","1","1","100.0","0","2","1","1","1","4","9","0",
"Andrea Conti","itITA","DF","Milan","itSerie A","23","1994","1.7","4","2","1","3","0","2","3","66.7","1","3","0","3","1","5","5","0",
"Lewis Cook","engENG","MF","Bournemouth","engPremier League","20","1997","24.9","67","35","37","30","0","26","69","37.7","43","33","12","21","35","102","25","2",
"Steve Cook","engENG","DF","Bournemouth","engPremier League","26","1991","30.7","37","19","28","7","2","19","29","65.5","10","63","45","18","54","91","232","4",
"Duje Čop","hrCRO","FW,MF","Cagliari","itSerie A","27","1990","1.1","1","1","0","0","1","0","1","0.0","1","1","0","1","0","1","0","0",
"Francis Coquelin","frFRA","MF,DF","Arsenal","engPremier League","26","1991","1.9","5","4","2","3","0","1","3","33.3","2","1","0","1","3","8","2","0",
"Francis Coquelin","frFRA","MF,DF","Valencia","esLa Liga","26","1991","7.3","18","14","11","6","1","9","16","56.3","7","9","2","7","20","38","23","0",
"Sébastien Corchia","frFRA","DF","Sevilla","esLa Liga","26","1990","9.1","18","13","7","8","3","9","16","56.3","7","18","4","14","16","34","20","0",
"Alex Cordaz","itITA","GK","Crotone","itSerie A","34","1983","38.0","0","0","0","0","0","0","0","","0","0","0","0","2","2","16","4",
"Iñigo Córdoba","esESP","FW","Athletic Club","esLa Liga","20","1997","16.2","44","30","18","21","5","16","58","27.6","42","31","0","31","21","65","9","0",
"Jhon Córdoba","coCOL","FW","Köln","deBundesliga","24","1993","10.6","13","10","0","11","2","1","5","20.0","4","6","2","4","1","14","9","0",
"Sergio Córdova","veVEN","FW,MF","Augsburg","deBundesliga","19","1997","6.5","5","5","0","2","3","3","4","75.0","1","12","2","10","0","5","6","0",
"Jérémy Cordoval","gpGLP","DF","Troyes","frLigue 1","27","1990","10.2","20","16","12","7","1","9","14","64.3","5","12","2","10","9","29","35","0",
"Benjamin Corgnet","frFRA","MF,FW","Strasbourg","frLigue 1","30","1987","15.3","28","19","5","16","7","6","28","21.4","22","18","1","17","11","39","11","0",
"Jack Cork","engENG","MF","Burnley","engPremier League","28","1989","38.0","60","44","25","27","8","20","62","32.3","42","36","15","21","41","101","86","1",
"Andreas Cornelius","dkDEN","FW","Atalanta","itSerie A","24","1993","10.4","9","5","3","3","3","1","7","14.3","6","7","0","7","2","11","7","0",
"Maxwel Cornet","ciCIV","FW","Lyon","frLigue 1","20","1996","14.1","17","12","6","9","2","3","25","12.0","22","11","1","10","14","31","14","0",
"Quentin Cornette","frFRA","FW,MF","Amiens","frLigue 1","23","1994","5.0","11","8","5","3","3","3","13","23.1","10","7","0","7","3","14","5","0",
"Ángel Correa","arARG","MF,FW","Atlético Madrid","esLa Liga","22","1995","25.0","41","29","12","16","13","8","57","14.0","49","30","1","29","25","66","17","0",
"Joaquín Correa","arARG","FW","Sevilla","esLa Liga","22","1994","13.3","15","10","7","6","2","8","29","27.6","21","15","1","14","2","17","12","0",
"Andrea Cossu","itITA","MF,FW","Cagliari","itSerie A","37","1980","2.7","1","0","0","0","1","0","2","0.0","2","2","0","2","3","4","2","0",
"Andrea Costa","itITA","DF","Benevento","itSerie A","31","1986","15.3","19","14","13","6","0","9","19","47.4","10","21","15","6","37","56","78","2",
"Danny da Costa","deGER","DF,FW","Eint Frankfurt","deBundesliga","24","1993","13.4","41","34","17","14","10","24","28","85.7","4","21","4","17","13","54","47","0",
"Diego Costa","esESP","FW","Atlético Madrid","esLa Liga","28","1988","11.6","17","11","2","10","5","4","15","26.7","11","14","4","10","5","22","3","0",
"Douglas Costa","brBRA","FW,MF","Juventus","itSerie A","26","1990","19.9","17","14","10","5","2","8","25","32.0","17","15","0","15","7","24","7","0",
"Filippo Costa","itITA","DF","SPAL","itSerie A","22","1995","16.4","19","12","7","7","5","7","17","41.2","10","23","6","17","22","41","50","0",
"Jaume Costa","esESP","DF","Villarreal","esLa Liga","29","1988","28.2","67","43","39","22","6","33","51","64.7","18","30","8","22","46","113","97","0",
"Angelo da Costa Júnior","brBRA","GK","Bologna","itSerie A","33","1983","4.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","2","0",
"Nuno da Costa","cvCPV","FW,MF","Strasbourg","frLigue 1","26","1991","19.2","50","32","12","29","9","7","35","20.0","28","21","0","21","19","69","9","0",
"Benoît Costil","frFRA","GK","Bordeaux","frLigue 1","30","1987","36.0","0","0","0","0","0","0","2","0.0","2","0","0","0","3","3","13","4",
"Kalifa Coulibaly","mlMLI","FW","Nantes","frLigue 1","25","1991","3.8","6","6","3","1","2","2","4","50.0","2","0","0","0","0","6","6","0",
"Lassana Coulibaly","mlMLI","MF","Angers","frLigue 1","21","1996","9.3","26","17","13","10","3","10","35","28.6","25","15","1","14","8","34","10","0",
"Thibaut Courtois","beBEL","GK","Chelsea","engPremier League","25","1992","35.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","8","1",
"Philippe Coutinho","brBRA","MF,FW","Liverpool","engPremier League","25","1992","12.3","17","14","4","10","3","3","21","14.3","18","10","0","10","10","27","5","1",
"Philippe Coutinho","brBRA","MF,FW","Barcelona","esLa Liga","25","1992","14.4","27","14","8","14","5","9","32","28.1","23","14","0","14","6","33","4","0",
"Nicolas Cozza","frFRA","DF,MF","Montpellier","frLigue 1","18","1999","6.4","21","11","12","8","1","7","16","43.8","9","5","2","3","13","34","12","0",
"Alessio Cragno","itITA","GK","Cagliari","itSerie A","23","1994","28.2","0","0","0","0","0","0","0","","0","1","0","1","0","0","12","0",
"Martin Cranie","engENG","DF","Huddersfield","engPremier League","30","1986","2.0","3","2","2","1","0","0","1","0.0","1","3","3","0","1","4","10","0",
"Michele Cremonesi","itITA","DF","SPAL","itSerie A","29","1988","4.3","4","2","2","2","0","1","4","25.0","3","5","3","2","7","11","28","0",
"Aaron Cresswell","engENG","DF","West Ham","engPremier League","27","1989","34.1","34","21","12","20","2","19","30","63.3","11","42","17","25","44","78","117","1",
"Lorenzo Crisetig","itITA","MF","Bologna","itSerie A","24","1993","6.2","18","14","8","9","1","7","24","29.2","17","8","2","6","13","31","16","1",
"Bryan Cristante","itITA","MF","Atalanta","itSerie A","22","1995","31.4","66","50","21","32","13","18","59","30.5","41","43","6","37","23","89","27","0",
"Sebastián Cristóforo","uyURU","MF","Fiorentina","itSerie A","23","1993","3.0","16","12","6","8","2","9","19","47.4","10","4","0","4","4","20","6","0",
"Enzo Crivelli","frFRA","FW","Angers","frLigue 1","22","1995","11.4","13","9","2","6","5","1","5","20.0","4","4","0","4","2","15","6","0",
"Enzo Crivelli","frFRA","FW","Caen","frLigue 1","22","1995","8.1","4","2","2","1","1","1","5","20.0","4","1","0","1","2","6","2","0",
"Giovanni Crociata","itITA","MF,FW","Crotone","itSerie A","19","1997","3.2","9","6","3","4","2","1","4","25.0","3","7","0","7","4","13","3","0",
"Luca Crosta","itITA","GK","Cagliari","itSerie A","19","1998","1.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0",
"Peter Crouch","engENG","FW","Stoke City","engPremier League","36","1981","17.4","2","0","0","1","1","0","12","0.0","12","7","4","3","1","3","31","0",
"Juan Cruz","esESP","FW","Málaga","esLa Liga","17","2000","0.1","2","2","0","2","0","0","0","","0","0","0","0","0","2","0","0",
"Juan Cuadrado","coCOL","FW,MF","Juventus","itSerie A","29","1988","15.0","28","19","17","9","2","11","27","40.7","16","14","0","14","19","47","14","1",
"Iván Cuéllar","esESP","GK","Leganés","esLa Liga","33","1984","35.0","4","3","4","0","0","3","4","75.0","1","0","0","0","3","7","22","6",
"Mickaël Cuisance","frFRA","MF,FW","Gladbach","deBundesliga","17","1999","13.4","31","20","16","11","4","19","29","65.5","10","22","4","18","10","41","10","1",
"Josh Cullen","ieIRL","MF","West Ham","engPremier League","21","1996","0.1","0","0","0","0","0","0","1","0.0","1","1","1","0","2","2","0","0",
"Patrick Cutrone","itITA","FW","Milan","itSerie A","19","1998","16.7","11","10","2","7","2","1","10","10.0","9","11","1","10","3","14","12","0",
"Wylan Cyprien","frFRA","MF","Nice","frLigue 1","22","1995","10.6","9","7","4","4","1","2","11","18.2","9","7","1","6","11","20","7","2",
"Marco D'Alessandro","itITA","MF,FW","Benevento","itSerie A","26","1991","11.6","31","22","15","9","7","8","24","33.3","16","12","1","11","10","41","8","1",
"Danilo D'Ambrosio","itITA","DF","Inter","itSerie A","28","1988","33.1","82","64","38","35","9","30","59","50.8","29","31","7","24","45","127","68","1",
"Damien Da Silva","frFRA","DF","Caen","frLigue 1","29","1988","31.5","52","35","40","12","0","20","33","60.6","13","45","25","20","36","88","184","2",
"Kouadio-Yves Dabila","ciCIV","DF","Lille","frLigue 1","20","1997","10.5","20","11","14","4","2","6","10","60.0","4","14","6","8","10","30","46","0",
"Bryan Dabo","bfBFA","MF","Fiorentina","itSerie A","25","1992","6.6","17","11","6","10","1","6","15","40.0","9","13","1","12","15","32","24","1",
"Bryan Dabo","bfBFA","MF,FW","Saint-Étienne","frLigue 1","25","1992","14.3","25","16","12","10","3","7","29","24.1","22","12","1","11","11","36","22","0",
"Mahmoud Dahoud","deGER","MF","Dortmund","deBundesliga","21","1996","12.7","38","23","11","21","6","13","30","43.3","17","18","2","16","12","50","7","0",
"Dario Dainelli","itITA","DF","Chievo","itSerie A","38","1979","16.7","19","14","14","4","1","10","21","47.6","11","27","22","5","46","65","126","0",
"Felipe dal Belo","brBRA","DF","SPAL","itSerie A","33","1984","28.6","51","34","32","16","3","25","49","51.0","24","42","24","18","48","99","157","1",
"Charlie Daniels","engENG","DF,MF","Bournemouth","engPremier League","30","1986","33.4","48","34","32","12","4","22","41","53.7","19","34","7","27","31","79","114","0",
"Danilo","brBRA","DF","Manchester City","engPremier League","26","1991","15.0","43","29","25","12","6","19","35","54.3","16","15","6","9","19","62","33","0",
"Scott Dann","engENG","DF","Crystal Palace","engPremier League","30","1987","15.9","10","5","8","2","0","7","17","41.2","10","17","14","3","23","33","98","1",
"Kevin Danso","atAUT","DF","Augsburg","deBundesliga","18","1998","12.3","18","12","13","5","0","12","16","75.0","4","21","14","7","20","38","63","1",
"Dante","brBRA","DF","Nice","frLigue 1","33","1983","32.4","43","28","32","10","1","21","36","58.3","15","44","25","19","47","90","130","2",
"Romain Danzé","frFRA","DF","Rennes","frLigue 1","31","1986","7.6","12","7","3","4","5","8","13","61.5","5","11","2","9","3","15","34","0",
"Andrea Danzi","itITA","MF","Hellas Verona","itSerie A","18","1999","4.4","11","6","7","4","0","5","13","38.5","8","3","0","3","5","16","5","1",
"Stéphane Darbion","frFRA","FW,MF","Troyes","frLigue 1","33","1984","19.0","19","14","13","4","2","5","40","12.5","35","21","2","19","20","39","17","0",
"Palkó Dárdai","huHUN","FW,MF","Hertha BSC","deBundesliga","18","1999","0.3","0","0","0","0","0","0","0","","0","0","0","0","0","0","1","0",
"Sergi Darder","esESP","MF","Espanyol","esLa Liga","23","1993","30.9","64","43","29","28","7","19","62","30.6","43","31","5","26","52","116","48","1",
"Sergi Darder","esESP","MF","Lyon","frLigue 1","23","1993","2.3","9","3","1","5","3","1","7","14.3","6","0","0","0","3","12","3","0",
"Vladimír Darida","czCZE","MF","Hertha BSC","deBundesliga","26","1990","18.2","38","28","11","18","9","11","26","42.3","15","22","4","18","24","62","23","0",
"Karl Darlow","wlsWAL","GK","Newcastle Utd","engPremier League","26","1990","10.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","3","4",
"Matteo Darmian","itITA","DF","Manchester Utd","engPremier League","27","1989","4.9","16","14","7","7","2","6","19","31.6","13","5","3","2","7","23","23","0",
"Ben Davies","wlsWAL","DF","Tottenham","engPremier League","24","1993","25.8","47","33","13","21","13","25","48","52.1","23","24","5","19","28","75","70","1",
"Tom Davies","engENG","MF","Everton","engPremier League","19","1998","21.1","30","20","14","11","5","12","54","22.2","42","19","5","14","24","54","21","0",
"Steven Davis","nirNIR","MF","Southampton","engPremier League","32","1985","16.9","30","21","10","17","3","11","30","36.7","19","22","6","16","15","45","24","1",
"Salem Al-Dawsari","saKSA","MF","Villarreal","esLa Liga","25","1991","0.4","1","0","0","1","0","1","1","100.0","0","1","0","1","0","1","0","0",
"Craig Dawson","engENG","DF","West Brom","engPremier League","27","1990","27.9","38","28","25","7","6","13","36","36.1","23","39","26","13","52","90","140","0",
"Kevin De Bruyne","beBEL","MF","Manchester City","engPremier League","26","1991","34.1","62","43","23","25","14","23","80","28.8","57","45","2","43","25","87","14","2",
"Sebastien De Maio","frFRA","DF","Bologna","itSerie A","30","1987","22.8","26","17","15","11","0","10","25","40.0","15","35","18","17","36","62","147","0",
"Rodrigo De Paul","arARG","FW,MF","Udinese","itSerie A","23","1994","25.8","31","18","10","17","4","4","32","12.5","28","34","1","33","16","47","8","0",
"Daniele De Rossi","itITA","MF","Roma","itSerie A","34","1983","20.3","23","13","12","9","2","9","33","27.3","24","18","13","5","43","66","45","2",
"Mattia De Sciglio","itITA","DF","Juventus","itSerie A","24","1992","10.8","22","17","7","13","2","9","13","69.2","4","12","2","10","14","36","32","0",
"Lorenzo De Silvestri","itITA","DF","Torino","itSerie A","29","1988","32.8","39","25","19","13","7","16","26","61.5","10","47","10","37","27","66","165","0",
"Lucas Deaux","frFRA","MF","Guingamp","frLigue 1","28","1988","21.6","62","45","21","37","4","20","67","29.9","47","41","6","35","32","94","19","0",
"Mathieu Debuchy","frFRA","DF","Saint-Étienne","frLigue 1","32","1985","14.6","34","25","22","8","4","17","30","56.7","13","16","10","6","27","61","73","0",
"Troy Deeney","engENG","FW","Watford","engPremier League","29","1988","20.5","15","11","3","8","4","3","11","27.3","8","14","1","13","5","20","20","0",
"Jermain Defoe","engENG","FW","Bournemouth","engPremier League","34","1982","12.1","12","9","2","6","4","2","10","20.0","8","10","0","10","4","16","1","0",
"Steven Defour","beBEL","MF","Burnley","engPremier League","29","1988","22.2","33","22","12","18","3","10","46","21.7","36","35","7","28","46","79","25","0",
"Grégoire Defrel","mqMTQ","FW,MF","Roma","itSerie A","26","1991","5.4","8","3","1","1","6","2","8","25.0","6","5","0","5","3","11","6","0",
"Alessandro Deiola","itITA","MF","Cagliari","itSerie A","21","1995","5.0","9","7","5","3","1","6","13","46.2","7","8","0","8","4","13","12","0",
"Lorenzo Del Pinto","itITA","MF","Benevento","itSerie A","27","1990","8.4","23","17","10","10","3","7","25","28.0","18","13","4","9","16","39","7","2",
"Damien Delaney","ieIRL","DF","Crystal Palace","engPremier League","36","1981","1.1","2","1","2","0","0","1","1","100.0","0","5","4","1","3","5","7","0",
"Thomas Delaney","dkDEN","MF","Werder Bremen","deBundesliga","25","1991","31.1","79","61","27","46","6","36","53","67.9","17","37","12","25","43","122","74","4",
"Jonathan Delaplace","frFRA","MF","Caen","frLigue 1","31","1986","6.5","10","8","1","8","1","3","10","30.0","7","13","5","8","8","18","8","0",
"Cristian Dell'Orco","itITA","DF","Sassuolo","itSerie A","23","1994","4.7","4","1","1","2","1","1","3","33.3","2","5","1","4","10","14","19","0",
"Andy Delort","dzALG","FW","Toulouse","frLigue 1","25","1991","25.9","20","13","2","9","9","4","19","21.1","15","10","0","10","12","32","22","0",
"Fabian Delph","engENG","DF","Manchester City","engPremier League","27","1989","19.3","46","34","21","16","9","18","37","48.6","19","16","0","16","30","76","42","2",
"Mousa Dembélé","beBEL","MF","Tottenham","engPremier League","30","1987","20.9","36","24","19","11","6","9","37","24.3","28","20","0","20","33","69","15","0",
"Ousmane Dembélé","frFRA","FW,MF","Barcelona","esLa Liga","20","1997","10.3","10","7","2","5","3","1","13","7.7","12","8","0","8","5","15","2","0",
"Jessy Deminguet","frFRA","MF,FW","Caen","frLigue 1","19","1998","5.9","12","9","4","6","2","4","14","28.6","10","5","0","5","10","22","13","0",
"Kerem Demirbay","deGER","MF","Hoffenheim","deBundesliga","24","1993","13.5","38","30","15","17","6","12","28","42.9","16","21","3","18","14","52","21","0",
"Ermedin Demirović","baBIH","FW","Alavés","esLa Liga","19","1998","2.0","1","1","0","1","0","0","1","0.0","1","5","0","5","0","1","2","0",
"Diego Demme","deGER","MF","RB Leipzig","deBundesliga","25","1991","25.4","81","57","29","48","4","47","87","54.0","40","31","3","28","48","129","29","0",
"Fabio Depaoli","itITA","DF,MF","Chievo","itSerie A","20","1997","13.2","31","22","21","7","3","21","40","52.5","19","27","10","17","15","46","42","0",
"Mathieu Deplagne","frFRA","DF","Troyes","frLigue 1","25","1991","26.8","52","38","33","14","5","20","48","41.7","28","26","10","16","60","112","95","2",
"Laurent Depoitre","beBEL","FW","Huddersfield","engPremier League","28","1988","20.2","14","8","4","8","2","3","21","14.3","18","15","3","12","11","25","36","0",
"Mike van der Hoorn","nlNED","DF","Swansea City","engPremier League","24","1992","21.6","32","22","23","8","1","16","24","66.7","8","24","14","10","39","71","127","0",
"Gregory van der Wiel","nlNED","DF","Cagliari","itSerie A","29","1988","3.2","5","3","4","1","0","3","5","60.0","2","1","0","1","10","15","12","0",
"Daniele Dessena","itITA","MF,DF","Cagliari","itSerie A","30","1987","6.4","18","10","12","5","1","6","12","50.0","6","7","1","6","6","24","17","0",
"Mattia Destro","itITA","FW","Bologna","itSerie A","26","1991","18.0","15","13","4","9","2","3","11","27.3","8","10","1","9","5","20","26","0",
"Gerard Deulofeu","esESP","FW,MF","Watford","engPremier League","23","1994","4.8","5","3","2","2","1","2","11","18.2","9","0","0","0","4","9","3","1",
"Gerard Deulofeu","esESP","MF,FW","Barcelona","esLa Liga","23","1994","5.6","8","5","6","1","1","3","4","75.0","1","2","0","2","8","16","0","0",
"Gianluca Di Chiara","itITA","DF","Benevento","itSerie A","23","1993","11.2","26","19","18","6","2","7","21","33.3","14","10","3","7","11","37","37","1",
"Federico Di Francesco","itITA","FW,DF","Bologna","itSerie A","23","1994","17.7","26","13","14","8","4","5","20","25.0","15","24","2","22","16","42","25","0",
"Davide Di Gennaro","itITA","MF","Lazio","itSerie A","29","1988","0.1","1","0","1","0","0","1","1","100.0","0","0","0","0","0","1","0","0",
"Ángel Di María","arARG","FW","Paris S-G","frLigue 1","29","1988","23.5","13","10","5","3","5","7","39","17.9","32","18","2","16","10","23","8","0",
"Franco Di Santo","arARG","FW,MF","Schalke 04","deBundesliga","28","1989","18.4","17","13","3","13","1","7","15","46.7","8","12","1","11","2","19","24","0",
"Cheick Diabaté","mlMLI","FW","Benevento","itSerie A","29","1988","7.4","1","1","0","1","0","1","3","33.3","2","2","0","2","0","1","6","0",
"Fousseni Diabaté","mlMLI","MF,FW","Leicester City","engPremier League","21","1995","6.5","9","6","5","3","1","1","4","25.0","3","6","0","6","8","17","8","0",
"Moussa Diaby","frFRA","MF","Crotone","itSerie A","18","1999","0.8","1","0","1","0","0","1","4","25.0","3","1","0","1","1","2","0","0",
"Fallou Diagne","snSEN","DF,MF","Metz","frLigue 1","27","1989","24.9","33","20","21","12","0","7","22","31.8","15","33","18","15","46","79","116","3",
"Adama Diakhaby","frFRA","FW","Monaco","frLigue 1","21","1996","9.4","23","15","6","12","5","6","16","37.5","10","13","0","13","13","36","5","0",
"Mouctar Diakhaby","gnGUI","DF","Lyon","frLigue 1","20","1996","8.1","10","6","7","3","0","4","7","57.1","3","14","9","5","12","22","52","1",
"Abdou Diallo","snSEN","DF","Mainz 05","deBundesliga","21","1996","26.8","75","53","45","25","5","38","50","76.0","12","37","14","23","50","125","75","0",
"Abdoulaye Diallo","snSEN","GK","Rennes","frLigue 1","25","1992","3.0","0","0","0","0","0","0","0","","0","0","0","0","0","0","4","1",
"Habib Diallo","snSEN","FW,MF","Metz","frLigue 1","22","1995","0.2","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0",
"Mustapha Diallo","snSEN","MF","Guingamp","frLigue 1","31","1986","15.4","48","36","15","29","4","15","33","45.5","18","20","4","16","20","68","29","0",
