Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Tim Lemperle","deGER","FW","Köln","deBundesliga","18","2002","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Clément Lenglet","frFRA","DF","Barcelona","esLa Liga","25","1995","33","2,475","75","72.4","27.5","29","84","23","4","11","2","2.09","61","29","+32","+1.16","-0.26","54.0","29.6","+24.3","+0.89","+0.09",
"Bernd Leno","deGER","GK","Arsenal","engPremier League","28","1992","35","3,131","89","91.5","34.8","35","89","34","0","","2","1.63","52","37","+15","+0.43","+0.12","46.2","40.3","+5.9","+0.17","-0.72",
"Christopher Lenz","deGER","DF,FW","Union Berlin","deBundesliga","25","1994","27","2,248","83","73.5","25.0","27","83","17","0","","1","1.59","41","31","+10","+0.40","+0.73","32.9","30.5","+2.4","+0.10","-0.09",
"Carlos León","esESP","MF","Granada","esLa Liga","17","2002","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Pedro León","esESP","MF,FW","Eibar","esLa Liga","33","1986","24","935","39","27.3","10.4","10","69","1","14","18","13","0.46","4","15","-11","-1.06","-0.62","11.3","11.5","-0.1","-0.01","0.00",
"Sergio León","esESP","FW","Levante","esLa Liga","31","1989","28","748","27","21.9","8.3","6","65","0","22","16","7","1.21","14","9","+5","+0.60","+1.14","12.8","10.2","+2.7","+0.32","+0.85",
"Lukas Lerager","dkDEN","MF","Genoa","itSerie A","27","1993","16","1,159","72","33.9","12.9","13","83","7","3","27","0","0.88","14","25","-11","-0.85","-0.85","12.4","22.6","-10.2","-0.79","-0.34",
"Mehdi Léris","dzALG","DF,MF","Sampdoria","itSerie A","22","1998","20","386","19","11.3","4.3","3","67","1","17","11","18","1.45","7","4","+3","+0.70","+0.85","4.7","5.5","-0.8","-0.19","+0.10",
"Khanya Leshabela","zaRSA","MF","Leicester City","engPremier League","20","1999","1","10","10","0.3","0.1","0","","0","1","10","4","3.00","0","0","0","0.00","-0.48","1.4","0.0","+1.4","+12.46","+12.24",
"Alexandre Letellier","frFRA","GK","Paris S-G","frLigue 1","29","1990","0","","","","","0","","","0","","10","","","","","","","","","","","",
"Karlo Letica","hrCRO","GK","Sampdoria","itSerie A","23","1997","1","90","90","2.6","1.0","1","90","1","0","","30","3.00","3","0","+3","+3.00","+3.14","0.9","0.8","+0.1","+0.12","+0.41",
"Gaetano Letizia","itITA","DF","Benevento","itSerie A","30","1990","24","1,570","65","45.9","17.4","18","79","13","6","26","0","0.88","19","30","-11","-0.63","+0.54","17.5","30.8","-13.3","-0.76","-0.26",
"Robert Lewandowski","plPOL","FW","Bayern Munich","deBundesliga","31","1988","29","2,458","85","80.3","27.3","28","87","22","1","34","0","2.24","85","37","+48","+1.76","+0.71","66.0","32.9","+33.1","+1.21","+0.81",
"Harry Lewis","engENG","GK","Southampton","engPremier League","22","1997","0","","","","","0","","","0","","2","","","","","","","","","","","",
"Jamal Lewis","nirNIR","DF","Newcastle Utd","engPremier League","22","1998","24","1,837","77","53.7","20.4","20","89","19","4","15","12","1.04","24","37","-13","-0.64","-0.47","21.7","28.3","-6.6","-0.32","+0.15",
"Aaron Leya Iseka","beBEL","FW","Metz","frLigue 1","22","1997","21","1,008","48","29.5","11.2","12","65","1","9","26","5","1.14","8","15","-7","-0.62","-0.74","13.5","12.3","+1.2","+0.10","+0.34",
"Yanis Lhery","frFRA","MF","Saint-Étienne","frLigue 1","17","2003","1","30","30","0.9","0.3","0","","0","1","30","0","0.00","0","0","0","0.00","+0.32","0.2","1.0","-0.7","-2.13","-2.11",
"Dimitri Liénard","frFRA","MF","Strasbourg","frLigue 1","32","1988","34","1,829","54","53.5","20.3","19","80","6","15","21","0","1.15","26","30","-4","-0.20","+0.09","28.3","25.7","+2.6","+0.13","+0.16",
"Philipp Lienhart","atAUT","DF","Freiburg","deBundesliga","24","1996","34","2,993","88","97.8","33.3","34","88","32","0","","0","1.32","50","51","-1","-0.03","-1.37","44.3","51.3","-7.0","-0.21","-0.35",
"Marius Liesegang","deGER","GK","Mainz 05","deBundesliga","20","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Matthijs de Ligt","nlNED","DF","Juventus","itSerie A","20","1999","27","2,220","82","64.9","24.7","25","88","22","2","10","2","2.07","49","27","+22","+0.89","-0.38","50.8","24.8","+26.0","+1.05","+0.37",
"Isaac Lihadji","frFRA","MF,FW","Lille","frLigue 1","18","2002","15","196","13","5.7","2.2","1","67","0","14","9","17","1.93","7","2","+5","+2.30","+1.29","4.9","3.1","+1.8","+0.82","+0.35",
"Anthony Limbombe","beBEL","DF,FW","Nantes","frLigue 1","26","1994","0","","","","","0","","","0","","13","","","","","","","","","","","",
"Dimitris Limnios","grGRE","MF,FW","Köln","deBundesliga","22","1998","12","378","32","12.4","4.2","2","61","0","10","26","9","0.25","3","6","-3","-0.71","+0.06","4.9","5.4","-0.5","-0.11","+0.31",
"Victor Lindelöf","seSWE","DF","Manchester Utd","engPremier League","26","1994","29","2,585","89","75.6","28.7","29","89","28","0","","5","2.00","61","30","+31","+1.08","+1.29","47.8","30.3","+17.5","+0.61","+0.50",
"Karol Linetty","plPOL","MF","Torino","itSerie A","25","1995","27","1,832","68","53.6","20.4","20","82","8","7","26","8","0.85","25","40","-15","-0.74","-0.51","23.4","33.6","-10.2","-0.50","-0.41",
"Jesse Lingard","engENG","FW,MF","Manchester Utd","engPremier League","27","1992","0","","","","","0","","","0","","4","","","","","","","","","","","",
"Jesse Lingard","engENG","MF,FW","West Ham","engPremier League","27","1992","16","1,421","89","41.5","15.8","16","89","11","0","","0","1.88","30","19","+11","+0.70","+0.52","25.6","21.8","+3.8","+0.24","+0.11",
"Oscar Linnér","seSWE","GK","Arminia","deBundesliga","23","1997","0","","","","","0","","0","0","","33","","","","","","","","","","","",
"Pol Lirola","esESP","DF,FW","Fiorentina","itSerie A","22","1997","12","498","42","14.6","5.5","4","79","2","8","23","4","0.83","6","10","-4","-0.72","-0.48","5.7","11.1","-5.4","-0.97","-0.62",
"Pol Lirola","esESP","DF,FW","Marseille","frLigue 1","22","1997","19","1,553","82","45.4","17.3","17","89","15","2","18","0","1.32","24","24","0","0.00","-0.34","21.7","20.5","+1.1","+0.06","+0.14",
"Jake Livermore","engENG","MF","West Brom","engPremier League","30","1989","18","1,242","69","36.3","13.8","15","80","8","3","14","12","0.67","14","33","-19","-1.38","-0.47","10.9","24.7","-13.8","-1.00","-0.25",
"Valentino Livramento","engENG","DF,MF","Chelsea","engPremier League","17","2002","0","","","","","0","","","0","","2","","","","","","","","","","","",
"Diego Llorente","esESP","DF","Leeds United","engPremier League","26","1993","15","1,204","80","35.2","13.4","14","80","11","1","82","3","1.80","17","12","+5","+0.37","+0.25","15.6","20.9","-5.4","-0.40","-0.53",
"Diego Llorente","esESP","DF","Real Sociedad","esLa Liga","26","1993","1","90","90","2.6","1.0","1","90","1","0","","1","1.00","1","1","0","0.00","-0.57","0.3","0.8","-0.5","-0.50","-1.09",
"Fernando Llorente","esESP","FW","Udinese","itSerie A","35","1985","14","713","51","20.8","7.9","8","70","0","6","25","5","1.07","5","12","-7","-0.88","-0.58","8.6","13.0","-4.3","-0.55","-0.46",
"Fernando Llorente","esESP","FW,MF","Napoli","itSerie A","35","1985","3","52","17","1.5","0.6","0","","0","3","17","8","1.33","2","0","+2","+3.46","+2.31","1.1","0.2","+0.9","+1.47","+0.82",
"Marcos Llorente","esESP","MF,FW","Atlético Madrid","esLa Liga","25","1995","37","2,956","80","86.4","32.8","33","86","26","4","28","0","2.30","59","24","+35","+1.07","-0.29","44.2","32.7","+11.5","+0.35","-0.48",
"Hugo Lloris","frFRA","GK","Tottenham","engPremier League","33","1986","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.63","68","45","+23","+0.61","","53.1","49.1","+4.0","+0.10","",
"Giovani Lo Celso","arARG","MF","Tottenham","engPremier League","24","1996","18","945","53","27.6","10.5","11","69","0","7","27","2","1.89","22","10","+12","+1.14","+0.74","18.7","14.1","+4.6","+0.44","+0.46",
"Julen Lobete","esESP","FW,MF","Real Sociedad","esLa Liga","19","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Stanislav Lobotka","skSVK","MF","Napoli","itSerie A","25","1994","15","154","10","4.5","1.7","0","","0","15","10","18","2.07","5","2","+3","+1.75","+0.60","3.6","3.4","+0.1","+0.07","-0.62",
"Manuel Locatelli","itITA","MF","Sassuolo","itSerie A","22","1998","34","2,883","85","84.3","32.0","32","89","28","2","23","0","1.76","53","47","+6","+0.19","-0.15","48.2","48.6","-0.3","-0.01","-0.57",
"Renan Lodi","brBRA","DF,FW","Atlético Madrid","esLa Liga","22","1998","23","1,129","49","33.0","12.5","11","79","7","12","22","12","2.04","26","11","+15","+1.20","+0.14","23.2","12.0","+11.1","+0.89","+0.71",
"Ruben Loftus-Cheek","engENG","FW","Chelsea","engPremier League","24","1996","1","60","60","1.8","0.7","1","60","0","0","","0","3.00","2","1","+1","+1.50","+0.94","1.0","1.0","0.0","-0.05","-0.91",
"Ruben Loftus-Cheek","engENG","MF,FW","Fulham","engPremier League","24","1996","30","1,909","64","55.8","21.2","21","81","9","9","23","2","0.83","15","21","-6","-0.28","+0.91","24.8","27.2","-2.4","-0.11","+0.47",
"Niklas Lomb","deGER","GK","Leverkusen","deBundesliga","27","1993","2","135","68","4.4","1.5","1","90","1","1","45","25","1.00","2","3","-1","-0.67","-1.13","0.8","3.3","-2.5","-1.68","-1.97",
"Andy Lonergan","ieIRL","GK","West Brom","engPremier League","36","1983","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Kevin Long","ieIRL","DF","Burnley","engPremier League","29","1990","8","637","80","18.6","7.1","7","90","7","1","7","21","0.63","4","13","-9","-1.27","-0.85","5.8","6.6","-0.8","-0.11","+0.36",
"Shane Long","ieIRL","FW","Southampton","engPremier League","33","1987","11","210","19","6.1","2.3","1","89","0","10","12","7","1.18","2","6","-4","-1.71","-1.24","1.9","5.6","-3.7","-1.59","-1.36",
"Matthew Longstaff","engENG","MF","Newcastle Utd","engPremier League","20","2000","5","377","75","11.0","4.2","4","87","3","1","30","13","0.20","1","8","-7","-1.67","-1.40","1.5","7.3","-5.8","-1.37","-1.10",
"Sean Longstaff","engENG","MF","Newcastle Utd","engPremier League","22","1997","22","1,412","64","41.3","15.7","15","89","14","7","10","9","1.55","20","26","-6","-0.38","+0.07","19.2","24.3","-5.1","-0.33","+0.11",
"Nigel Lonwijk","nlNED","DF","Wolves","engPremier League","17","2002","0","","","","","0","","","0","","3","","","","","","","","","","","",
"Ademola Lookman","ngNGA","FW,MF","Fulham","engPremier League","22","1997","34","2,747","81","80.3","30.5","31","86","19","3","25","0","0.82","23","33","-10","-0.33","+1.81","34.7","39.0","-4.4","-0.14","+0.89",
"Ademola Lookman","ngNGA","FW,MF","RB Leipzig","deBundesliga","22","1997","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Anthony Lopes","ptPOR","GK","Lyon","frLigue 1","29","1990","38","3,420","90","100.0","38.0","38","90","38","0","","0","2.00","81","43","+38","+1.00","","81.4","41.5","+40.0","+1.05","",
"Rony Lopes","ptPOR","FW,MF","Nice","frLigue 1","24","1995","28","1,783","64","52.1","19.8","23","72","2","5","26","2","1.29","26","31","-5","-0.25","-0.36","26.8","28.0","-1.2","-0.06","+0.29",
"Adrián López","esESP","FW,MF","Osasuna","esLa Liga","32","1988","17","481","28","14.1","5.3","5","68","0","12","12","11","1.12","6","5","+1","+0.19","+0.55","6.1","7.0","-0.9","-0.17","+0.08",
"Javi López","esESP","DF,MF","Alavés","esLa Liga","18","2002","9","248","28","7.3","2.8","1","87","0","8","20","20","0.90","3","3","0","0.00","+0.60","3.4","2.3","+1.1","+0.39","+0.63",
"Luis López","esESP","GK","Real Madrid","esLa Liga","19","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Maxime Lopez","frFRA","MF","Sassuolo","itSerie A","22","1997","29","1,864","64","54.5","20.7","22","77","8","7","24","5","1.62","33","27","+6","+0.29","+0.17","29.2","26.6","+2.6","+0.13","+0.10",
"Maxime Lopez","frFRA","FW,MF","Marseille","frLigue 1","22","1997","4","134","34","3.9","1.5","2","56","0","2","11","2","1.25","2","1","+1","+0.67","+0.51","1.8","3.0","-1.2","-0.81","-0.83",
"Pedro López Muñoz","esESP","DF","Huesca","esLa Liga","36","1983","22","1,067","49","31.2","11.9","10","80","5","12","23","11","1.05","8","14","-6","-0.51","-0.01","12.0","11.6","+0.5","+0.04","+0.42",
"Pau López","esESP","GK","Roma","itSerie A","25","1994","21","1,817","87","53.1","20.2","20","90","20","1","17","12","1.76","37","29","+8","+0.40","+0.28","35.0","22.0","+13.0","+0.64","+0.27",
"Roberto López","esESP","MF,FW","Real Sociedad","esLa Liga","20","2000","17","505","30","14.8","5.6","4","77","1","13","15","19","1.59","8","6","+2","+0.36","-0.23","8.0","5.8","+2.3","+0.40","-0.20",
"Sergio López","esESP","DF","Valladolid","esLa Liga","21","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Unai López","esESP","MF","Athletic Club","esLa Liga","24","1995","26","1,424","55","41.6","15.8","15","77","4","11","25","9","1.04","17","18","-1","-0.06","-0.29","17.3","14.2","+3.1","+0.20","+0.10",
"Dion Lopy","snSEN","MF","Reims","frLigue 1","18","2002","4","256","64","7.5","2.8","3","84","2","1","3","1","0.75","3","4","-1","-0.35","-0.15","2.2","4.8","-2.6","-0.93","-0.26",
"Jonas Lössl","dkDEN","GK","Everton","engPremier League","31","1989","0","","","","","0","","","0","","8","","","","","","","","","","","",
"Marcel Lotka","plPOL","GK","Hertha BSC","deBundesliga","19","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jordan Lotomba","chSUI","DF,MF","Nice","frLigue 1","21","1998","30","2,123","71","62.1","23.6","24","83","13","6","23","1","1.43","29","29","0","0.00","+0.21","28.5","34.0","-5.6","-0.24","-0.09",
"Adrien Louveau","frFRA","MF","Lens","frLigue 1","20","2000","1","8","8","0.2","0.1","0","","0","1","8","1","1.00","0","0","0","0.00","-0.03","0.0","0.1","-0.1","-1.04","-1.29",
"Imran Louza","maMAR","MF","Nantes","frLigue 1","21","1999","33","2,379","72","69.6","26.4","28","81","13","5","20","1","1.12","33","39","-6","-0.23","-0.05","34.1","37.4","-3.4","-0.13","-0.01",
"Matteo Lovato","itITA","DF","Hellas Verona","itSerie A","20","2000","24","1,386","58","40.5","15.4","14","75","9","10","33","9","1.58","17","17","0","0.00","+0.09","15.4","21.9","-6.5","-0.45","-0.55",
"Max Lowe","engENG","DF","Sheffield Utd","engPremier League","23","1997","8","550","69","16.1","6.1","7","72","4","1","47","25","0.50","5","10","-5","-0.82","+0.37","6.5","10.1","-3.6","-0.59","+0.23",
"Eduard Löwen","deGER","MF,DF","Hertha BSC","deBundesliga","23","1997","7","85","12","2.8","0.9","1","44","0","6","7","7","0.86","3","2","+1","+1.06","+1.42","2.3","2.4","0.0","-0.02","+0.15",
"Matthew Lowton","engENG","DF","Burnley","engPremier League","31","1989","34","3,060","90","89.5","34.0","34","90","34","0","","2","1.12","30","47","-17","-0.50","+0.75","35.9","50.2","-14.3","-0.42","-0.15",
"Anthony Lozano","hnHON","FW","Cádiz","esLa Liga","27","1993","29","1,523","53","44.5","16.9","18","70","3","11","23","3","1.10","19","31","-12","-0.71","-0.23","17.5","25.7","-8.1","-0.48","+0.11",
"Hirving Lozano","mxMEX","FW","Napoli","itSerie A","25","1995","32","1,965","61","57.5","21.8","23","76","9","9","24","0","2.06","45","20","+25","+1.15","-0.09","41.4","23.2","+18.2","+0.83","+0.40",
"Sergio Lozano","esESP","MF","Villarreal","esLa Liga","21","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jan Luca Schuler","deGER","FW","Schalke 04","deBundesliga","21","1999","2","40","20","1.3","0.4","0","","0","2","20","0","0.50","0","0","0","0.00","+1.82","0.1","0.4","-0.3","-0.65","+0.55",
"Jean Lucas","brBRA","MF","Lyon","frLigue 1","22","1998","8","172","22","5.0","1.9","1","74","0","7","14","10","2.13","2","3","-1","-0.52","-1.60","4.2","1.6","+2.6","+1.34","+0.31",
"Jean Lucas","brBRA","MF,FW","Brest","frLigue 1","22","1998","16","1,011","63","29.6","11.2","11","83","7","5","20","0","0.69","13","18","-5","-0.45","-0.03","12.8","16.3","-3.6","-0.32","-0.15",
"Igor Lucatelli","itITA","GK","Benevento","itSerie A","16","2003","0","","","","","0","","0","0","","35","","","","","","","","","","","",
"Anderson Lucoqui","aoANG","DF","Arminia","deBundesliga","23","1997","21","1,604","76","52.4","17.8","18","86","12","3","16","7","1.10","13","23","-10","-0.56","+0.43","16.2","30.7","-14.5","-0.81","-0.23",
"Jeison Lucumí","coCOL","MF","Elche","esLa Liga","25","1995","2","49","25","1.4","0.5","1","45","0","1","4","14","2.00","2","0","+2","+3.67","+4.29","0.1","0.2","0.0","-0.07","+0.76",
"Kilian Ludewig","deGER","DF,FW","Schalke 04","deBundesliga","20","2000","6","520","87","17.0","5.8","6","87","5","0","","7","0.50","4","13","-9","-1.56","+0.28","4.8","12.7","-8.0","-1.38","-0.23",
"Florentino Luís","ptPOR","MF","Monaco","frLigue 1","20","1999","9","241","27","7.0","2.7","2","52","0","7","20","6","1.89","4","6","-2","-0.75","-1.77","4.2","4.0","+0.2","+0.08","-0.88",
"José Luis Gayà","esESP","DF","Valencia","esLa Liga","25","1995","33","2,846","86","83.2","31.6","32","89","29","1","12","1","1.21","47","47","0","0.00","+0.47","37.1","43.9","-6.8","-0.22","+0.23",
"José Luis Morales","esESP","MF,FW","Levante","esLa Liga","33","1987","38","2,439","64","71.3","27.1","30","75","6","8","24","0","1.08","36","42","-6","-0.22","+0.24","31.0","37.6","-6.6","-0.24","+0.35",
"José Luis Palomino","arARG","DF","Atalanta","itSerie A","30","1990","36","2,428","67","71.0","27.0","25","88","23","11","21","1","2.06","61","35","+26","+0.96","-0.58","52.0","30.4","+21.7","+0.80","-0.29",
"Luisinho","ptPOR","DF","Huesca","esLa Liga","35","1985","5","179","36","5.2","2.0","2","79","0","3","7","13","0.80","3","5","-2","-1.01","-0.53","2.0","3.6","-1.6","-0.78","-0.56",
"Luismi","esESP","DF,MF","Valladolid","esLa Liga","28","1992","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Luismi","esESP","MF,DF","Elche","esLa Liga","28","1992","11","168","15","4.9","1.9","2","51","0","9","7","25","1.09","1","6","-5","-2.68","-2.24","0.7","3.4","-2.7","-1.47","-0.68",
"David Luiz","brBRA","DF","Arsenal","engPremier League","33","1987","20","1,396","70","40.8","15.5","17","80","13","3","12","2","1.45","26","18","+8","+0.52","+0.16","22.7","16.2","+6.6","+0.42","+0.33",
"Douglas Luiz","brBRA","MF","Aston Villa","engPremier League","22","1998","33","2,781","84","81.3","30.9","32","86","21","1","18","4","1.36","43","41","+2","+0.06","-0.92","39.9","42.6","-2.6","-0.09","-0.66",
"Jordan Lukaku","beBEL","DF,MF","Lazio","itSerie A","26","1994","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Romelu Lukaku","beBEL","FW","Inter","itSerie A","27","1993","36","2,884","80","84.3","32.0","32","87","25","4","23","1","2.42","72","28","+44","+1.37","-0.31","61.5","32.9","+28.6","+0.89","-0.08",
"Castello Lukeba","frFRA","DF","Lyon","frLigue 1","17","2002","0","","","","","0","","","0","","1","","","","","","","","","","","",
"Dodi Lukebakio","beBEL","FW,MF","Hertha BSC","deBundesliga","22","1997","29","1,855","64","60.6","20.6","21","76","3","8","32","0","1.00","29","35","-6","-0.29","+0.08","26.5","30.2","-3.7","-0.18","-0.04",
"Saša Lukić","rsSRB","MF","Torino","itSerie A","23","1996","32","2,106","66","61.6","23.4","24","79","12","8","27","3","1.09","27","39","-12","-0.51","-0.03","27.4","36.4","-9.1","-0.39","-0.19",
"Senad Lulić","baBIH","DF","Lazio","itSerie A","34","1986","16","718","45","21.0","8.0","8","63","1","8","27","5","1.75","13","11","+2","+0.25","+0.12","14.9","10.1","+4.8","+0.60","+0.40",
"John Lundstram","engENG","MF","Sheffield Utd","engPremier League","26","1994","28","2,032","73","59.4","22.6","23","84","18","5","20","6","0.61","14","40","-26","-1.15","-0.05","19.6","36.6","-17.0","-0.75","+0.06",
"Andriy Lunin","uaUKR","GK","Real Madrid","esLa Liga","21","1999","0","","","","","0","","0","0","","38","","","","","","","","","","","",
"Sebastiano Luperto","itITA","DF","Crotone","itSerie A","23","1996","23","1,879","82","54.9","20.9","22","85","15","1","11","8","0.61","28","54","-26","-1.25","-0.02","20.8","41.1","-20.3","-0.97","-0.38",
"Sebastiano Luperto","itITA","DF","Napoli","itSerie A","23","1996","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Andreas Luthe","deGER","GK","Union Berlin","deBundesliga","33","1987","31","2,768","89","90.5","30.8","31","89","30","0","","0","1.45","48","42","+6","+0.20","-0.11","42.3","40.0","+2.3","+0.07","-0.49",
"Lyanco","brBRA","DF","Torino","itSerie A","23","1997","23","1,959","85","57.3","21.8","21","89","20","2","43","11","0.78","32","49","-17","-0.78","-0.66","29.4","38.9","-9.5","-0.44","-0.29",
"Charalampos Lykogiannis","grGRE","DF","Cagliari","itSerie A","26","1993","31","2,418","78","70.7","26.9","29","82","13","2","21","2","0.97","29","40","-11","-0.41","+0.04","29.3","41.2","-11.9","-0.44","-0.20",
"Yann M'Vila","frFRA","MF","Saint-Étienne","frLigue 1","30","1990","1","20","20","0.6","0.2","0","","0","1","20","0","3.00","0","0","0","0.00","+0.32","0.0","0.1","-0.1","-0.42","-0.38",
"Alexis Mac Allister","arARG","MF,FW","Brighton","engPremier League","21","1998","21","1,115","53","32.6","12.4","13","75","5","8","17","9","1.00","9","14","-5","-0.40","-0.36","14.7","11.1","+3.6","+0.29","-0.18",
"Matt Macey","engENG","GK","Arsenal","engPremier League","25","1994","0","","","","","0","","","0","","2","","","","","","","","","","","",
"Darwin Machís","veVEN","FW,MF","Granada","esLa Liga","27","1993","32","2,026","63","59.2","22.5","21","78","7","11","35","0","1.16","31","40","-9","-0.40","+0.18","25.4","31.6","-6.2","-0.28","+0.29",
"Tim Maciejewski","deGER","FW","Union Berlin","deBundesliga","19","2001","1","8","8","0.3","0.1","0","","0","1","8","10","3.00","1","0","+1","+11.25","+11.07","0.5","0.0","+0.5","+5.16","+5.06",
"Luca Mack","deGER","MF","Stuttgart","deBundesliga","20","2000","1","6","6","0.2","0.1","0","","0","1","6","2","3.00","0","0","0","0.00","-0.03","0.1","0.1","+0.1","+1.17","+1.19",
"Yvann Macon","frFRA","DF","Saint-Étienne","frLigue 1","21","1998","6","539","90","15.8","6.0","6","90","5","0","","0","1.67","8","7","+1","+0.17","+0.57","6.2","8.4","-2.2","-0.37","-0.40",
"James Maddison","engENG","MF","Leicester City","engPremier League","23","1996","31","2,099","68","61.4","23.3","24","81","11","7","23","0","1.87","40","28","+12","+0.51","+0.11","34.3","29.8","+4.6","+0.20","-0.16",
"Mikail Maden","noNOR","FW","Schalke 04","deBundesliga","18","2002","1","6","6","0.2","0.1","0","","0","1","6","0","0.00","0","0","0","0.00","+1.80","0.0","0.0","0.0","0.00","+1.19",
"Pablo Maffeo","esESP","DF","Huesca","esLa Liga","23","1997","25","1,964","79","57.4","21.8","25","79","11","0","","2","1.00","25","33","-8","-0.37","+0.31","21.2","26.9","-5.7","-0.26","-0.03",
"Gabriel Magalhães","brBRA","DF","Arsenal","engPremier League","22","1997","23","1,996","87","58.4","22.2","22","89","21","1","45","10","1.57","28","24","+4","+0.18","-0.58","26.8","23.6","+3.2","+0.15","-0.21",
"Lisandro Magallán","arARG","DF","Crotone","itSerie A","26","1993","28","2,181","78","63.8","24.2","25","83","19","3","34","8","0.75","30","61","-31","-1.28","-0.12","25.9","46.3","-20.5","-0.84","-0.12",
"Christian Maggio","itITA","DF","Benevento","itSerie A","38","1982","8","297","37","8.7","3.3","2","68","1","6","27","5","0.88","3","13","-10","-3.03","-2.31","2.2","9.3","-7.0","-2.13","-1.65",
"Giulio Maggiore","itITA","MF","Spezia","itSerie A","22","1998","33","2,214","67","64.7","24.6","26","78","8","7","26","0","1.03","32","42","-10","-0.41","+0.34","29.6","39.6","-10.0","-0.41","+0.24",
"Francesco Magnanelli","itITA","MF","Sassuolo","itSerie A","35","1984","10","440","44","12.9","4.9","7","59","0","3","8","21","1.80","9","4","+5","+1.02","+0.93","7.9","4.9","+3.0","+0.62","+0.62",
"Giangiacomo Magnani","itITA","DF","Hellas Verona","itSerie A","24","1995","25","1,510","60","44.2","16.8","15","81","9","10","30","4","1.28","24","22","+2","+0.12","+0.31","22.2","19.6","+2.5","+0.15","+0.46",
"Hugo Magnetti","frFRA","MF","Brest","frLigue 1","22","1998","13","603","46","17.6","6.7","7","80","4","6","7","19","1.23","7","10","-3","-0.45","-0.03","11.4","8.8","+2.6","+0.39","+0.73",
"Frankie Maguire","engENG","MF","Sheffield Utd","engPremier League","17","2003","0","","","","","0","","","0","","4","","","","","","","","","","","",
"Harry Maguire","engENG","DF","Manchester Utd","engPremier League","27","1993","34","3,047","90","89.1","33.9","34","90","33","0","","0","2.06","66","36","+30","+0.89","+1.13","54.6","35.8","+18.8","+0.56","+0.61",
"Abdallahi Mahmoud","mrMTN","MF","Alavés","esLa Liga","20","2000","2","66","33","1.9","0.7","1","45","0","1","21","7","0.00","1","1","0","0.00","+0.56","0.9","1.1","-0.2","-0.21","-0.01",
"Hicham Mahou","frFRA","FW","Nice","frLigue 1","21","1999","2","34","17","1.0","0.4","0","","0","2","17","4","0.00","0","2","-2","-5.29","-5.27","0.2","1.4","-1.2","-3.16","-2.99",
"Riyad Mahrez","dzALG","FW","Manchester City","engPremier League","29","1991","27","1,949","72","57.0","21.7","23","82","13","4","14","10","2.33","48","22","+26","+1.20","-0.33","35.1","21.0","+14.0","+0.65","-0.82",
"Arne Maier","deGER","MF","Arminia","deBundesliga","21","1999","16","1,034","65","33.8","11.5","13","78","5","3","6","5","1.19","7","16","-9","-0.78","-0.03","12.9","17.7","-4.8","-0.42","+0.43",
"Arne Maier","deGER","MF","Hertha BSC","deBundesliga","21","1999","2","30","15","1.0","0.3","0","","0","2","15","0","1.50","1","0","+1","+3.00","+3.36","1.1","0.4","+0.7","+2.07","+2.26",
"Habib Maïga","ciCIV","MF","Metz","frLigue 1","24","1996","31","2,693","87","78.7","29.9","31","87","26","0","","0","1.19","34","36","-2","-0.07","+0.18","34.2","39.2","-5.0","-0.17","-0.15",
"Mike Maignan","frFRA","GK","Lille","frLigue 1","25","1995","38","3,420","90","100.0","38.0","38","90","38","0","","0","2.18","64","23","+41","+1.08","","48.5","29.8","+18.7","+0.49","",
"Ainsley Maitland-Niles","engENG","MF,DF","Arsenal","engPremier League","22","1997","11","490","45","14.3","5.4","5","85","4","6","11","8","1.64","8","6","+2","+0.37","-0.06","8.1","6.6","+1.5","+0.28","+0.06",
"Ainsley Maitland-Niles","engENG","MF","West Brom","engPremier League","22","1997","15","1,230","82","36.0","13.7","14","87","10","1","18","0","0.93","14","17","-3","-0.22","+1.34","17.4","21.4","-3.9","-0.29","+0.87",
"Josh Maja","ngNGA","FW","Fulham","engPremier League","21","1998","15","810","54","23.7","9.0","9","77","3","6","19","2","0.87","7","9","-2","-0.22","+0.61","10.5","9.4","+1.1","+0.12","+0.57",
