Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Danny Latza","deGER","MF","Mainz 05","deBundesliga","28","1989","24","1,863","78","60.9","20.7","22","83","8","2","21","0","1.29","31","40","-9","-0.43","-0.28","30.0","38.9","-8.9","-0.43","-0.49",
"Alexandre Lauray","frFRA","DF","Bordeaux","frLigue 1","21","1997","3","257","86","7.5","2.9","3","86","2","0","","2","0.00","1","6","-5","-1.75","-1.67","1.9","4.0","-2.1","-0.74","-0.41",
"Armand Lauriente","frFRA","MF","Rennes","frLigue 1","19","1998","1","4","4","0.1","0.0","0","","0","1","4","11","0.00","0","0","0","0.00","-0.08","0.0","0.0","0.0","0.00","-0.21",
"Vincent Laurini","frFRA","DF","Fiorentina","itSerie A","29","1989","15","920","61","26.9","10.2","10","80","4","5","25","20","1.20","16","19","-3","-0.29","-0.47","16.1","12.0","+4.1","+0.40","+0.08",
"Wesley Lautoa","ncNCL","DF,MF","Dijon","frLigue 1","30","1987","34","3,024","89","88.4","33.6","34","89","31","0","","1","0.91","26","51","-25","-0.74","+0.17","35.7","51.4","-15.7","-0.47","+0.16",
"Diego Laxalt","uyURU","DF,MF","Milan","itSerie A","25","1993","20","651","33","19.0","7.2","6","82","3","14","11","18","1.85","11","9","+2","+0.28","-0.28","11.1","5.5","+5.7","+0.79","+0.72",
"Miguel Layún","mxMEX","MF,DF","Villarreal","esLa Liga","30","1988","8","506","63","14.8","5.6","5","85","4","3","27","5","1.13","5","7","-2","-0.36","-0.32","6.9","8.4","-1.4","-0.26","-0.27",
"Valentino Lazaro","atAUT","DF,FW","Hertha BSC","deBundesliga","22","1996","31","2,741","88","89.6","30.5","31","88","29","0","","0","1.26","45","54","-9","-0.30","-0.58","46.2","57.0","-10.9","-0.36","-0.47",
"Darko Lazović","rsSRB","DF,FW","Genoa","itSerie A","27","1990","33","2,542","77","74.3","28.2","30","81","19","3","34","2","1.06","28","43","-15","-0.53","-0.22","33.6","41.7","-8.1","-0.29","-0.46",
"Manuel Lazzari","itITA","DF","SPAL","itSerie A","24","1993","33","2,835","86","82.9","31.5","33","86","26","0","","0","1.24","38","43","-5","-0.16","+0.92","37.3","41.0","-3.6","-0.11","+0.46",
"Mickaël Le Bihan","frFRA","FW","Nice","frLigue 1","28","1990","5","204","41","6.0","2.3","2","78","0","3","16","1","1.00","3","5","-2","-0.88","-0.80","2.5","5.9","-3.4","-1.53","-1.52",
"Maxime Le Marchand","frFRA","DF","Fulham","engPremier League","28","1989","26","2,250","87","65.8","25.0","25","88","23","1","45","8","0.88","27","53","-26","-1.04","+0.58","29.9","44.0","-14.1","-0.56","+0.41",
"Robin Le Normand","esESP","DF","Real Sociedad","esLa Liga","21","1996","4","284","71","8.3","3.2","3","90","3","1","13","4","0.00","1","5","-4","-1.27","-1.35","4.5","2.9","+1.6","+0.52","+0.53",
"Damien Le Tallec","frFRA","MF","Montpellier","frLigue 1","28","1990","36","2,805","78","82.0","31.2","31","84","19","5","38","0","1.61","43","33","+10","+0.32","+0.17","43.0","31.7","+11.2","+0.36","+0.80",
"James Lea Siliki","cmCMR","MF,FW","Rennes","frLigue 1","22","1996","24","1,220","51","35.7","13.6","14","75","5","10","17","4","1.33","14","17","-3","-0.22","-0.47","19.3","16.6","+2.8","+0.20","-0.01",
"Rafael Leão","ptPOR","FW","Lille","frLigue 1","19","1999","24","1,287","54","37.6","14.3","16","70","0","8","21","3","1.83","20","7","+13","+0.91","-0.02","22.3","12.7","+9.6","+0.67","+0.34",
"Mathew Leckie","auAUS","FW,MF","Hertha BSC","deBundesliga","27","1991","18","941","52","30.8","10.5","10","80","4","8","17","1","1.17","13","16","-3","-0.29","-0.07","15.3","16.9","-1.6","-0.16","+0.22",
"Benjamin Lecomte","frFRA","GK","Montpellier","frLigue 1","27","1991","37","3,330","90","97.4","37.0","37","90","37","0","","0","1.57","53","42","+11","+0.30","+0.30","49.6","41.0","+8.5","+0.23","+0.52",
"Pierre Lees-Melou","frFRA","MF","Nice","frLigue 1","25","1993","30","2,394","80","70.0","26.6","26","89","24","4","21","0","1.30","20","24","-4","-0.15","-0.06","33.2","32.9","+0.3","+0.01","+0.36",
"Jordan Lefort","frFRA","DF","Amiens","frLigue 1","24","1993","23","1,802","78","52.7","20.0","21","84","18","2","23","12","1.09","19","27","-8","-0.40","+0.32","20.2","28.8","-8.7","-0.43","-0.11",
"Wu Lei","cnCHN","FW,MF","Espanyol","esLa Liga","26","1991","16","1,061","66","31.0","11.8","12","79","4","4","28","1","1.75","19","9","+10","+0.85","+1.31","15.9","13.9","+1.9","+0.16","+0.42",
"Tim Leibold","deGER","DF","Nürnberg","deBundesliga","24","1993","32","2,765","86","90.4","30.7","32","86","29","0","","0","0.59","23","62","-39","-1.27","-0.35","32.1","44.9","-12.8","-0.42","+0.92",
"Lucas Leiva","brBRA","MF","Lazio","itSerie A","31","1987","27","1,987","74","58.1","22.1","22","85","16","5","26","2","1.74","32","25","+7","+0.32","+0.13","33.1","29.2","+3.9","+0.17","-0.43",
"Florian Lejeune","frFRA","DF","Newcastle Utd","engPremier League","27","1991","12","1,054","88","30.8","11.7","12","88","11","0","","1","1.42","16","13","+3","+0.26","+0.60","14.1","14.7","-0.5","-0.05","+0.48",
"Iñigo Lekue","esESP","DF","Athletic Club","esLa Liga","25","1993","4","211","53","6.2","2.3","2","91","2","2","15","1","2.25","2","4","-2","-0.85","-0.80","2.8","3.3","-0.5","-0.23","-0.18",
"Nunzio Lella","itITA","MF","Cagliari","itSerie A","18","2000","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Nicolas Lemaître","frFRA","GK","Reims","frLigue 1","21","1997","0","","","","","0","","0","0","","13","","","","","","","","","","","",
"Thomas Lemar","frFRA","MF","Atlético Madrid","esLa Liga","22","1995","31","1,817","59","53.1","20.2","22","70","5","9","30","1","1.97","29","11","+18","+0.89","+0.44","23.6","19.4","+4.1","+0.20","+0.13",
"Mario Lemina","gaGAB","MF","Southampton","engPremier League","24","1993","21","1,613","77","47.2","17.9","18","85","13","3","27","2","0.62","16","37","-21","-1.17","-1.22","21.8","27.7","-5.9","-0.33","-0.22",
"Mauricio Lemos","uyURU","DF","Sassuolo","itSerie A","22","1995","3","179","60","5.2","2.0","3","60","0","0","","31","1.33","5","7","-2","-1.01","-0.87","2.7","4.7","-2.0","-1.02","-0.82",
"Benjamin Leneis","deGER","GK","Augsburg","deBundesliga","19","1999","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Clément Lenglet","frFRA","DF","Barcelona","esLa Liga","23","1995","23","1,933","84","56.5","21.5","22","87","19","1","25","12","2.43","57","19","+38","+1.77","+0.80","45.4","27.4","+18.0","+0.84","+0.08",
"Aaron Lennon","engENG","MF","Burnley","engPremier League","31","1987","16","1,215","76","35.5","13.5","14","84","10","2","19","0","0.75","12","22","-10","-0.74","-0.21","10.9","24.5","-13.6","-1.00","-0.84",
"Bernd Leno","deGER","GK","Arsenal","engPremier League","26","1992","32","2,836","89","82.9","31.5","31","90","31","1","45","6","1.81","61","42","+19","+0.60","+0.14","51.6","46.6","+5.0","+0.16","+0.04",
"Pedro León","esESP","MF,FW","Eibar","esLa Liga","31","1986","9","425","47","12.4","4.7","5","70","1","4","18","3","1.22","5","5","0","0.00","+0.12","4.3","5.4","-1.0","-0.22","-0.52",
"Sergio León","esESP","FW,MF","Betis","esLa Liga","29","1989","16","638","40","18.7","7.1","6","75","2","10","19","8","1.31","7","10","-3","-0.42","-0.26","8.8","9.2","-0.4","-0.05","+0.02",
"Lukas Lerager","dkDEN","MF","Genoa","itSerie A","25","1993","14","1,122","80","32.8","12.5","13","84","10","1","35","2","0.86","7","14","-7","-0.56","-0.13","14.7","13.4","+1.3","+0.11","+0.41",
"Lukas Lerager","dkDEN","MF","Bordeaux","frLigue 1","25","1993","18","1,298","72","38.0","14.4","15","83","10","3","17","2","1.28","17","18","-1","-0.07","+0.23","15.6","21.3","-5.7","-0.39","-0.05",
"Mehdi Léris","dzALG","MF,DF","Chievo","itSerie A","20","1998","23","1,607","70","47.0","17.9","18","83","11","5","22","12","0.39","10","36","-26","-1.46","-0.26","16.3","24.8","-8.5","-0.48","+0.31",
"Jefferson Lerma","coCOL","MF","Bournemouth","engPremier League","23","1994","30","2,506","84","73.3","27.8","29","86","23","1","21","2","1.17","42","49","-7","-0.25","+0.44","40.9","38.9","+2.1","+0.07","+0.66",
"Maxime Leverbe","frFRA","DF","Sampdoria","itSerie A","21","1997","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Maxime Leverbe","frFRA","DF","Cagliari","itSerie A","21","1997","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Robert Lewandowski","plPOL","FW","Bayern Munich","deBundesliga","29","1988","33","2,957","90","96.6","32.9","33","90","31","0","","1","2.33","87","31","+56","+1.70","+1.70","84.0","25.8","+58.2","+1.77","+1.58",
"Igor Lewczuk","plPOL","DF","Bordeaux","frLigue 1","33","1985","6","449","75","13.1","5.0","3","90","3","3","60","13","0.83","4","8","-4","-0.80","-0.68","4.0","6.4","-2.4","-0.49","-0.15",
"Aaron Leya Iseka","beBEL","FW","Toulouse","frLigue 1","20","1997","28","1,444","52","42.2","16.0","15","80","9","13","19","5","1.04","15","23","-8","-0.50","+0.14","16.0","21.4","-5.4","-0.33","-0.09",
"Ben Lhassine Kone","ciCIV","MF","Torino","itSerie A","18","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Stephan Lichtsteiner","chSUI","DF","Arsenal","engPremier League","34","1984","14","938","67","27.4","10.4","10","73","4","4","52","13","1.57","17","18","-1","-0.10","-0.93","14.8","15.9","-1.0","-0.10","-0.35",
"Dimitri Liénard","frFRA","MF,DF","Strasbourg","frLigue 1","30","1988","22","1,291","59","37.7","14.3","15","80","9","7","14","13","1.64","18","17","+1","+0.07","-0.31","17.0","16.6","+0.4","+0.03","+0.46",
"Philipp Lienhart","atAUT","DF","Freiburg","deBundesliga","22","1996","14","614","44","20.1","6.8","7","78","5","7","10","9","1.64","12","10","+2","+0.29","+0.92","7.8","10.1","-2.3","-0.34","+0.32",
"Jonathan Ligali","frFRA","GK","Montpellier","frLigue 1","27","1991","0","","","","","0","","0","0","","8","","","","","","","","","","","",
"Lucas Lima","brBRA","DF,FW","Nantes","frLigue 1","26","1991","31","2,496","81","73.0","27.7","28","89","26","3","5","5","1.10","36","40","-4","-0.14","-0.53","35.2","35.6","-0.4","-0.01","-0.25",
"Anthony Limbombe","beBEL","FW","Nantes","frLigue 1","24","1994","29","1,237","43","36.2","13.7","12","81","2","17","15","3","1.45","25","14","+11","+0.80","+1.25","22.8","11.4","+11.4","+0.83","+1.21",
"Victor Lindelöf","seSWE","DF","Manchester Utd","engPremier League","24","1994","30","2,601","87","76.1","28.9","29","89","27","1","32","2","1.63","46","40","+6","+0.21","-0.34","45.7","38.4","+7.3","+0.25","-0.14",
"Karol Linetty","plPOL","MF","Sampdoria","itSerie A","23","1995","32","2,507","78","73.3","27.9","30","80","16","2","53","3","1.44","45","35","+10","+0.36","+0.46","34.8","38.9","-4.1","-0.15","-0.11",
"Jesse Lingard","engENG","FW,MF","Manchester Utd","engPremier League","25","1992","27","1,663","62","48.6","18.5","19","80","7","8","17","2","1.78","35","26","+9","+0.49","+0.38","33.3","23.0","+10.3","+0.56","+0.53",
"Pol Lirola","esESP","DF,MF","Sassuolo","itSerie A","20","1997","35","2,975","85","87.0","33.1","32","90","30","3","36","3","1.17","47","53","-6","-0.18","+0.02","42.3","49.2","-7.0","-0.21","+0.18",
"Adem Ljajić","rsSRB","MF","Torino","itSerie A","26","1991","1","30","30","0.9","0.3","0","","0","1","30","1","1.00","1","0","+1","+3.00","+2.63","0.4","0.2","+0.2","+0.65","+0.68",
"Diego Llorente","esESP","DF","Real Sociedad","esLa Liga","24","1993","21","1,752","83","51.2","19.5","20","85","17","1","45","3","1.62","28","17","+11","+0.57","+1.21","25.6","22.4","+3.3","+0.17","+0.28",
"Fernando Llorente","esESP","FW","Tottenham","engPremier League","33","1985","20","694","35","20.3","7.7","6","88","3","14","12","10","1.60","14","8","+6","+0.78","+0.05","12.4","10.7","+1.6","+0.21","+0.01",
"Marcos Llorente","esESP","MF","Real Madrid","esLa Liga","23","1995","7","540","77","15.8","6.0","6","88","5","1","11","10","2.14","6","5","+1","+0.17","-0.33","7.8","7.3","+0.5","+0.08","-0.52",
"Hugo Lloris","frFRA","GK","Tottenham","engPremier League","31","1986","33","2,970","90","86.8","33.0","33","90","33","0","","0","1.97","61","33","+28","+0.85","+0.85","48.2","41.0","+7.2","+0.22","+0.10",
"Giovani Lo Celso","arARG","MF,FW","Betis","esLa Liga","22","1996","32","2,397","75","70.1","26.6","27","85","19","5","21","1","1.25","35","39","-4","-0.15","+0.20","35.7","34.7","+1.0","+0.04","+0.33",
"Giovani Lo Celso","arARG","MF","Paris S-G","frLigue 1","22","1996","1","11","11","0.3","0.1","0","","0","1","11","2","3.00","2","0","+2","+16.36","+14.57","1.1","0.0","+1.1","+8.64","+7.31",
"Stanislav Lobotka","skSVK","MF","Celta Vigo","esLa Liga","23","1994","31","2,489","80","72.8","27.7","27","88","21","4","31","2","1.06","37","41","-4","-0.14","+0.34","33.0","43.9","-11.0","-0.40","-0.06",
"Jürgen Locadia","cwCUW","FW,MF","Brighton","engPremier League","24","1993","26","1,236","48","36.1","13.7","12","84","7","14","17","9","0.81","11","21","-10","-0.73","-0.11","14.9","20.6","-5.6","-0.41","+0.34",
"Manuel Locatelli","itITA","MF","Sassuolo","itSerie A","20","1998","29","1,847","64","54.0","20.5","21","81","11","8","19","8","1.00","31","35","-4","-0.19","-0.02","27.2","30.3","-3.1","-0.15","+0.18",
"Ruben Loftus-Cheek","engENG","MF,FW","Chelsea","engPremier League","22","1996","24","998","42","29.2","11.1","6","85","3","18","27","2","1.83","22","9","+13","+1.17","+0.76","19.6","9.2","+10.4","+0.94","+0.51",
"Enzo Loiodice","frFRA","MF","Dijon","frLigue 1","17","2000","12","850","71","24.9","9.4","10","83","6","2","9","9","0.92","11","16","-5","-0.53","+0.31","13.2","15.0","-1.8","-0.19","+0.39",
"Lorenzo Lollo","itITA","MF","Empoli","itSerie A","27","1990","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Kevin Long","ieIRL","DF","Burnley","engPremier League","27","1990","6","514","86","15.0","5.7","5","90","5","1","63","23","0.67","4","9","-5","-0.88","-0.32","4.7","9.8","-5.1","-0.89","-0.50",
"Shane Long","ieIRL","FW,MF","Southampton","engPremier League","31","1987","26","1,272","49","37.2","14.1","12","76","2","14","26","2","1.12","16","24","-8","-0.57","-0.06","18.5","21.6","-3.1","-0.22","0.00",
"Samuele Longo","itITA","FW","Huesca","esLa Liga","26","1992","15","556","37","16.3","6.2","6","72","2","9","14","3","0.40","8","18","-10","-1.62","-1.24","8.3","11.6","-3.3","-0.53","-0.34",
"Sean Longstaff","engENG","MF","Newcastle Utd","engPremier League","20","1997","9","687","76","20.1","7.6","8","84","6","1","17","6","1.44","11","9","+2","+0.26","+0.53","8.9","11.0","-2.1","-0.27","+0.14",
"Ademola Lookman","ngNGA","FW,MF","Everton","engPremier League","20","1997","21","618","29","18.1","6.9","3","92","2","18","19","9","1.29","13","8","+5","+0.73","+0.63","12.4","8.7","+3.7","+0.54","+0.53",
"Anthony Lopes","ptPOR","GK","Lyon","frLigue 1","27","1990","34","3,060","90","89.5","34.0","34","90","34","0","","0","1.85","62","42","+20","+0.59","-0.16","67.2","40.7","+26.5","+0.78","-0.06",
"Rony Lopes","ptPOR","FW,MF","Monaco","frLigue 1","22","1995","24","1,849","77","54.1","20.5","22","83","12","2","16","0","1.13","24","31","-7","-0.34","+0.35","26.4","28.9","-2.5","-0.12","-0.10",
"Álex López","esESP","MF","Espanyol","esLa Liga","21","1997","4","112","28","3.3","1.2","1","93","1","3","6","9","0.50","2","5","-3","-2.41","-2.44","1.9","3.1","-1.2","-0.99","-0.89",
"Cristian López","esESP","FW","Angers","frLigue 1","29","1989","19","372","20","10.9","4.1","2","42","0","17","17","7","1.26","6","10","-4","-0.97","-0.94","6.0","5.8","+0.2","+0.04","-0.03",
"David López","esESP","DF","Espanyol","esLa Liga","28","1989","21","1,819","87","53.2","20.2","21","87","20","0","","0","1.38","24","29","-5","-0.25","-0.42","26.4","30.6","-4.2","-0.21","-0.17",
"Diego López","esESP","GK","Espanyol","esLa Liga","36","1981","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.39","48","50","-2","-0.05","","48.9","53.8","-4.9","-0.13","",
"Javi López","esESP","DF","Espanyol","esLa Liga","32","1986","23","1,948","85","57.0","21.6","21","89","18","2","36","7","1.26","25","33","-8","-0.37","-0.74","26.3","32.8","-6.5","-0.30","-0.40",
"Javier López","esESP","DF,MF","Huesca","esLa Liga","19","1998","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Lisandro López","arARG","DF","Genoa","itSerie A","28","1989","0","","","","","0","","0","0","","15","","","","","","","","","","","",
"Lluis López","esESP","DF","Espanyol","esLa Liga","21","1997","6","521","87","15.2","5.8","5","90","5","1","70","5","1.17","7","11","-4","-0.69","-0.75","7.1","8.3","-1.2","-0.20","-0.09",
"Maxime Lopez","frFRA","MF","Marseille","frLigue 1","20","1997","32","2,180","68","63.7","24.2","25","82","12","7","20","6","1.81","38","24","+14","+0.58","+1.01","34.3","24.2","+10.1","+0.42","+0.63",
"Pedro López Muñoz","esESP","DF","Levante","esLa Liga","34","1983","8","465","58","13.6","5.2","4","87","2","4","29","19","1.22","9","13","-4","-0.77","-0.68","8.0","9.5","-1.5","-0.28","+0.35",
"Pau López","esESP","GK","Betis","esLa Liga","23","1994","33","2,970","90","86.8","33.0","33","90","33","0","","5","1.30","40","47","-7","-0.21","-0.01","39.1","43.5","-4.4","-0.13","-0.53",
"Roberto López","esESP","MF","Real Sociedad","esLa Liga","18","2000","1","29","29","0.8","0.3","0","","0","1","28","1","3.00","1","0","+1","+3.10","+3.16","0.9","0.9","0.0","+0.07","+0.04",
"Unai López","esESP","MF","Athletic Club","esLa Liga","22","1995","7","328","47","9.6","3.6","3","86","1","4","18","9","1.29","4","8","-4","-1.10","-1.10","5.7","7.8","-2.1","-0.59","-0.58",
"Jonas Lössl","dkDEN","GK","Huddersfield","engPremier League","29","1989","31","2,778","90","81.2","30.9","30","90","30","1","77","3","0.48","18","54","-36","-1.17","+1.36","22.0","44.1","-22.1","-0.72","+0.69",
"Albert Lottin","frFRA","MF,FW","Bordeaux","frLigue 1","16","2001","2","22","11","0.6","0.2","0","","0","2","11","3","1.50","0","0","0","0.00","+0.21","0.2","0.5","-0.2","-0.99","-0.64",
"Imran Louza","maMAR","MF","Nantes","frLigue 1","19","1999","1","88","88","2.6","1.0","1","88","0","0","","6","0.00","0","1","-1","-1.02","-1.05","1.6","0.9","+0.7","+0.69","+0.66",
"Davor Lovren","hrCRO","MF","Düsseldorf","deBundesliga","19","1998","2","46","23","1.5","0.5","0","","0","2","22","4","0.00","0","3","-3","-5.87","-5.48","0.3","1.3","-1.0","-1.95","-1.52",
"Dejan Lovren","hrCRO","DF","Liverpool","engPremier League","29","1989","13","986","76","28.8","11.0","11","89","10","2","1","6","2.62","30","7","+23","+2.10","+0.47","21.5","8.7","+12.7","+1.16","-0.03",
"Chris Löwe","deGER","DF,MF","Huddersfield","engPremier League","29","1989","29","2,057","71","60.1","22.9","23","83","17","6","23","4","0.24","13","55","-42","-1.84","-1.05","16.0","42.9","-26.9","-1.18","-0.83",
"Eduard Löwen","deGER","MF,FW","Nürnberg","deBundesliga","21","1997","22","1,623","74","53.0","18.0","17","88","13","5","26","1","0.68","17","37","-20","-1.11","+0.27","19.7","28.4","-8.8","-0.49","+0.05",
"Matthew Lowton","engENG","DF","Burnley","engPremier League","29","1989","21","1,750","83","51.2","19.4","19","90","19","2","19","14","0.90","23","41","-18","-0.93","-0.66","20.6","34.1","-13.5","-0.69","-0.47",
"Anthony Lozano","hnHON","FW,MF","Girona","esLa Liga","25","1993","20","730","37","21.3","8.1","7","63","0","13","22","11","0.85","8","9","-1","-0.12","+0.38","12.3","13.4","-1.1","-0.13","+0.14",
"Derrick Luckassen","nlNED","DF","Hertha BSC","deBundesliga","23","1995","4","250","63","8.2","2.8","2","91","2","2","34","3","1.25","5","8","-3","-1.08","-0.92","4.7","5.2","-0.5","-0.19","+0.13",
"Filipe Luís","brBRA","DF","Atlético Madrid","esLa Liga","32","1985","27","2,030","75","59.4","22.6","24","80","15","3","40","2","1.96","33","18","+15","+0.67","-0.05","23.5","24.7","-1.2","-0.06","-0.48",
"José Luis Gayà","esESP","DF","Valencia","esLa Liga","23","1995","35","3,137","90","91.7","34.9","35","90","34","0","","0","1.63","47","30","+17","+0.49","+0.81","55.4","36.4","+18.9","+0.54","+0.91",
"José Luis Morales","esESP","FW,MF","Levante","esLa Liga","31","1987","37","3,195","86","93.4","35.5","35","90","32","2","29","0","1.16","53","62","-9","-0.25","-1.05","49.9","69.9","-20.0","-0.56","+0.34",
"José Luis Palomino","arARG","DF","Atalanta","itSerie A","28","1990","30","2,261","75","66.1","25.1","25","85","21","5","26","3","1.90","51","29","+22","+0.88","+0.18","51.8","27.1","+24.6","+0.98","+0.48",
"Luisinho","ptPOR","DF","Huesca","esLa Liga","33","1985","7","507","72","14.8","5.6","6","85","4","1","0","2","0.57","6","17","-11","-1.95","-1.61","5.9","9.7","-3.9","-0.69","-0.52",
"Luismi","esESP","DF,MF","Valladolid","esLa Liga","26","1992","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"David Luiz","brBRA","DF","Chelsea","engPremier League","31","1987","36","3,238","90","94.7","36.0","36","90","35","0","","2","1.92","60","36","+24","+0.67","+0.67","55.9","34.8","+21.1","+0.59","+0.02",
"Douglas Luiz","brBRA","MF","Girona","esLa Liga","20","1998","23","1,490","65","43.6","16.6","16","84","12","7","20","3","0.91","19","22","-3","-0.18","+0.43","21.0","24.4","-3.5","-0.21","+0.06",
"Everton Luiz","brBRA","MF","SPAL","itSerie A","30","1988","10","317","32","9.3","3.5","2","72","0","8","22","8","1.30","3","8","-5","-1.42","-1.22","4.6","5.9","-1.4","-0.39","-0.22",
"Jordan Lukaku","beBEL","DF,MF","Lazio","itSerie A","24","1994","7","175","25","5.1","1.9","1","45","0","6","22","5","1.57","3","4","-1","-0.51","-0.82","2.7","2.3","+0.4","+0.22","-0.14",
"Romelu Lukaku","beBEL","FW","Manchester Utd","engPremier League","25","1993","32","2,136","67","62.5","23.7","22","88","18","10","21","1","1.66","38","38","0","0.00","-0.77","35.8","33.9","+1.9","+0.08","-0.55",
"Lars Lukas Mai","deGER","DF","Bayern Munich","deBundesliga","18","2000","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Dodi Lukebakio","beBEL","FW,MF","Düsseldorf","deBundesliga","20","1997","31","1,972","64","64.4","21.9","22","81","7","9","22","1","1.29","34","44","-10","-0.46","+0.04","31.5","37.8","-6.3","-0.29","+0.45",
"Saša Lukić","rsSRB","MF","Torino","itSerie A","21","1996","24","989","41","28.9","11.0","11","77","5","13","11","13","1.83","12","6","+6","+0.55","+0.21","12.1","14.5","-2.4","-0.22","-0.27",
"Senad Lulić","baBIH","DF,FW","Lazio","itSerie A","32","1986","35","2,923","84","85.5","32.5","34","85","25","1","26","1","1.69","49","34","+15","+0.46","+1.37","53.9","39.1","+14.7","+0.45","+0.69",
"Antonio Luna","esESP","DF,FW","Levante","esLa Liga","27","1991","16","1,258","79","36.8","14.0","14","87","11","2","21","5","0.63","18","27","-9","-0.64","-0.73","19.7","27.5","-7.7","-0.55","+0.05",
"Andriy Lunin","uaUKR","GK","Leganés","esLa Liga","19","1999","5","365","73","10.7","4.1","4","90","4","1","4","25","0.80","2","5","-3","-0.74","-0.65","3.1","6.0","-2.8","-0.69","-0.76",
"Sebastiano Luperto","itITA","DF","Napoli","itSerie A","21","1996","12","728","61","21.3","8.1","6","87","5","6","34","22","2.08","19","10","+9","+1.11","+0.14","14.2","10.7","+3.5","+0.43","-0.24",
"Andrei Lupu","roROU","FW","Alavés","esLa Liga","20","1998","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Fabian Lustenberger","chSUI","DF,MF","Hertha BSC","deBundesliga","30","1988","29","2,172","75","71.0","24.1","24","87","22","5","17","3","1.28","39","44","-5","-0.21","+0.10","38.7","42.2","-3.5","-0.15","+0.56",
"Andreas Luthe","deGER","GK","Augsburg","deBundesliga","31","1987","15","1,311","87","42.8","14.6","14","90","14","1","50","11","1.13","27","22","+5","+0.34","+1.63","24.1","23.3","+0.8","+0.06","+0.91",
"Lyanco","brBRA","DF","Torino","itSerie A","21","1997","2","90","45","2.6","1.0","1","82","0","1","8","9","0.50","2","3","-1","-1.00","-1.43","1.1","3.0","-1.9","-1.92","-1.94",
"Lyanco","brBRA","DF","Bologna","itSerie A","21","1997","13","1,119","86","32.7","12.4","13","86","10","0","","1","2.00","27","16","+11","+0.88","+1.63","20.3","13.7","+6.6","+0.53","+0.88",
"Hervé Lybohy","neNIG","DF","Nîmes","frLigue 1","35","1983","17","1,480","87","43.3","16.4","15","90","15","2","65","13","1.29","25","30","-5","-0.30","-0.49","21.6","22.2","-0.5","-0.03","+0.25",
"Charalampos Lykogiannis","grGRE","DF","Cagliari","itSerie A","24","1993","11","830","75","24.3","9.2","9","85","8","2","33","14","1.00","7","14","-7","-0.76","-0.38","11.2","14.0","-2.7","-0.30","+0.30",
"Yann M'Vila","frFRA","MF","Saint-Étienne","frLigue 1","28","1990","37","3,258","88","95.3","36.2","37","88","35","0","","0","1.78","58","36","+22","+0.61","+2.83","53.3","46.3","+7.0","+0.19","+0.58",
"Darwin Machís","veVEN","FW,MF","Udinese","itSerie A","25","1993","13","463","36","13.5","5.1","4","78","1","9","17","6","1.00","6","5","+1","+0.19","+0.65","8.0","7.1","+1.0","+0.19","+0.74",
"James Maddison","engENG","MF,FW","Leicester City","engPremier League","21","1996","36","2,831","79","82.8","31.5","35","80","15","1","17","1","1.33","42","44","-2","-0.06","-0.83","41.7","36.2","+5.5","+0.17","-0.33",
"Gary Madine","engENG","FW,MF","Cardiff City","engPremier League","27","1990","5","37","7","1.1","0.4","0","","0","5","6","7","0.00","0","3","-3","-7.30","-6.45","0.6","1.7","-1.0","-2.53","-2.05",
"Pablo Maffeo","esESP","DF,MF","Stuttgart","deBundesliga","21","1997","8","597","75","19.5","6.6","8","75","3","0","","3","0.38","1","15","-14","-2.11","-1.23","5.0","12.1","-7.1","-1.07","-0.59",
"Gabriel Magalhães","brBRA","DF","Lille","frLigue 1","20","1997","14","1,066","76","31.2","11.8","11","90","11","3","25","7","2.00","22","5","+17","+1.44","+0.75","19.0","10.3","+8.7","+0.73","+0.40",
"Francesco Magnanelli","itITA","MF","Sassuolo","itSerie A","33","1984","26","1,859","72","54.4","20.7","21","85","16","5","13","10","1.15","27","26","+1","+0.05","+0.51","25.9","32.1","-6.2","-0.30","-0.14",
"Giangiacomo Magnani","itITA","DF","Sassuolo","itSerie A","22","1995","19","1,516","80","44.3","16.8","17","87","16","2","16","14","1.37","24","27","-3","-0.18","+0.01","23.6","25.7","-2.1","-0.12","+0.20",
"Harry Maguire","engENG","DF","Leicester City","engPremier League","25","1993","31","2,596","84","75.9","28.8","31","84","28","0","","1","1.29","36","40","-4","-0.14","-0.90","38.3","33.7","+4.6","+0.16","-0.30",
