Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Maxime Dupé","frFRA","GK","Toulouse","frLigue 1","29","1993","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.26","51","57","-6","-0.16","","52.5","57.0","-4.5","-0.12","",
"Jáder Durán","coCOL","FW,MF","Aston Villa","engPremier League","18","2003","12","136","11","4.0","1.5","0","","0","12","11","5","1.42","3","4","-1","-0.66","-0.83","1.7","3.8","-2.2","-1.45","-1.45",
"Pablo Durán","esESP","MF,DF","Celta Vigo","esLa Liga","21","2001","4","36","9","1.1","0.4","0","","0","4","9","6","0.50","0","1","-1","-2.50","-2.26","0.5","0.7","-0.2","-0.55","-0.48",
"Julien Duranville","beBEL","MF","Dortmund","deBundesliga","16","2006","1","29","29","0.9","0.3","0","","0","1","29","1","1.00","2","0","+2","+6.21","+5.11","1.2","1.2","0.0","+0.01","-0.82",
"Hugo Duro","esESP","FW","Valencia","esLa Liga","22","1999","30","1,385","46","40.5","15.4","12","75","6","18","27","5","1.13","16","20","-4","-0.26","-0.30","21.1","18.8","+2.3","+0.15","-0.01",
"Jean-Kevin Duverne","htHAI","DF","Brest","frLigue 1","25","1997","34","2,515","74","73.5","27.9","27","88","22","7","20","4","1.24","34","39","-5","-0.18","+0.32","33.9","38.5","-4.6","-0.16","+0.64",
"Paulo Dybala","arARG","MF,FW","Roma","itSerie A","28","1993","25","1,739","70","50.8","19.3","21","77","7","4","28","1","1.81","35","21","+14","+0.72","+0.83","33.0","14.9","+18.1","+0.94","+0.55",
"Edin Džeko","baBIH","FW","Inter","itSerie A","36","1986","33","1,732","52","50.6","19.2","18","79","9","15","21","5","1.82","44","20","+24","+1.25","+0.98","36.8","17.3","+19.5","+1.01","+0.37",
"Malcolm Ebiowei","engENG","MF,FW","Crystal Palace","engPremier League","18","2003","3","34","11","1.0","0.4","0","","0","3","11","14","0.00","0","1","-1","-2.65","-2.43","0.3","0.2","+0.1","+0.39","+0.62",
"Festy Ebosele","ieIRL","DF","Udinese","itSerie A","19","2002","17","411","24","12.0","4.6","4","65","0","13","12","18","1.06","3","5","-2","-0.44","-0.47","4.4","5.6","-1.2","-0.26","-0.15",
"Enzo Ebosse","cmCMR","DF","Udinese","itSerie A","23","1999","20","930","47","27.2","10.3","9","77","7","11","22","4","1.15","15","14","+1","+0.10","+0.17","13.0","13.5","-0.4","-0.04","+0.12",
"Tyronne Ebuehi","ngNGA","DF","Empoli","itSerie A","26","1995","26","1,923","74","56.2","21.4","22","84","14","4","20","7","1.42","24","24","0","0.00","+0.72","23.8","31.5","-7.7","-0.36","+0.35",
"Simone Edera","itITA","MF","Torino","itSerie A","25","1997","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Ederson","brBRA","GK","Manchester City","engPremier League","28","1993","35","3,150","90","92.1","35.0","35","90","35","0","","3","2.34","89","32","+57","+1.63","+0.30","73.3","28.3","+45.1","+1.29","+0.81",
"Éderson","brBRA","MF","Atalanta","itSerie A","23","1999","35","2,215","63","64.8","24.6","25","77","10","10","30","1","1.63","37","31","+6","+0.24","-0.65","36.8","27.3","+9.5","+0.38","-0.13",
"Odsonne Édouard","frFRA","FW","Crystal Palace","engPremier League","24","1998","35","1,803","52","52.7","20.0","20","75","2","15","20","2","1.20","23","25","-2","-0.10","+0.29","20.6","23.6","-3.0","-0.15","+0.17",
"Samuel Edozie","engENG","FW,MF","Southampton","engPremier League","19","2003","17","567","33","16.6","6.3","5","69","0","12","19","2","0.29","5","9","-4","-0.63","+0.41","8.1","7.1","+0.9","+0.15","+0.90",
"Maximilian Eggestein","deGER","MF","Freiburg","deBundesliga","25","1996","31","2,451","79","80.1","27.2","27","87","17","4","25","1","1.71","36","34","+2","+0.07","-0.67","33.0","40.9","-7.8","-0.29","-1.31",
"Lilian Egloff","deGER","MF,FW","Stuttgart","deBundesliga","19","2002","10","241","24","7.9","2.7","2","63","0","8","15","16","0.90","6","6","0","0.00","+0.38","5.7","3.9","+1.9","+0.70","+0.68",
"Íñigo Eguaras","esESP","MF","Almería","esLa Liga","30","1992","25","967","39","28.3","10.7","10","73","4","15","16","11","1.40","11","19","-8","-0.74","-0.45","11.1","19.8","-8.6","-0.80","-0.49",
"Kingsley Ehizibue","nlNED","DF","Udinese","itSerie A","27","1995","27","1,535","57","44.9","17.1","16","83","7","11","19","2","1.30","24","24","0","0.00","+0.05","22.4","24.0","-1.6","-0.10","+0.06",
"Kingsley Ehizibue","nlNED","DF","Köln","deBundesliga","27","1995","1","61","61","2.0","0.7","1","61","0","0","","1","1.00","1","2","-1","-1.48","-1.36","1.1","0.8","+0.3","+0.44","+0.29",
"Julian Eitschberger","deGER","FW","Hertha BSC","deBundesliga","18","2004","1","1","1","0.0","0.0","0","","0","1","1","2","3.00","0","0","0","0.00","+0.79","0.0","0.7","-0.7","-65.87","-65.29",
"Chidera Ejuke","ngNGA","FW,MF","Hertha BSC","deBundesliga","24","1998","20","890","45","29.1","9.9","9","69","1","11","24","0","0.90","9","12","-3","-0.30","+0.69","10.1","14.2","-4.1","-0.41","+0.27",
"Albin Ekdal","seSWE","MF","Spezia","itSerie A","33","1989","31","1,734","56","50.7","19.3","18","79","8","13","24","1","0.97","14","29","-15","-0.78","+0.08","26.0","28.1","-2.1","-0.11","+0.74",
"Hugo Ekitike","frFRA","FW","Paris S-G","frLigue 1","20","2002","25","1,155","46","33.8","12.8","12","71","0","13","24","12","2.16","31","18","+13","+1.01","-0.42","25.5","16.0","+9.5","+0.74","-0.07",
"Emmanuel Ekong","seSWE","FW,MF","Empoli","itSerie A","20","2002","2","20","10","0.6","0.2","0","","0","2","10","17","0.50","1","1","0","0.00","+0.32","0.4","0.5","-0.2","-0.69","-0.18",
"Anthony Elanga","seSWE","FW","Manchester Utd","engPremier League","20","2002","16","426","27","12.5","4.7","5","59","0","11","12","11","2.13","8","2","+6","+1.27","+1.00","9.5","4.7","+4.8","+1.01","+0.63",
"Alberth Elis","hnHON","MF,FW","Brest","frLigue 1","26","1996","10","257","26","7.5","2.9","2","62","0","8","17","6","1.30","1","6","-5","-1.75","-1.61","3.6","6.1","-2.4","-0.85","-0.56",
"Mikael Ellertsson","isISL","MF,DF","Spezia","itSerie A","20","2002","11","171","16","5.0","1.9","1","64","0","10","11","6","1.00","0","6","-6","-3.16","-2.47","1.2","4.3","-3.1","-1.65","-1.23",
"Harvey Elliott","engENG","MF,FW","Liverpool","engPremier League","19","2003","32","1,613","50","47.2","17.9","18","72","4","14","22","5","1.66","36","20","+16","+0.89","+0.30","32.7","25.4","+7.3","+0.41","-0.26",
"Elif Elmas","mkMKD","FW,MF","Napoli","itSerie A","22","1999","36","1,627","45","47.6","18.1","14","79","4","22","24","1","2.39","35","10","+25","+1.38","+0.18","29.3","14.5","+14.8","+0.82","-0.09",
"Bartuğ Elmaz","trTUR","MF","Marseille","frLigue 1","19","2003","0","","","","","0","","0","0","","23","","","","","","","","","","","",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","30","1992","5","113","23","3.3","1.3","1","90","1","4","6","4","3.00","2","2","0","0.00","-1.22","2.6","1.3","+1.4","+1.09","+0.32",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","28","1994","25","1,449","58","42.4","16.1","16","78","8","9","22","4","2.20","26","14","+12","+0.75","+0.56","21.9","13.9","+8.0","+0.50","-0.04",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","25","1996","32","2,826","88","92.4","31.4","32","88","30","0","","0","1.22","48","52","-4","-0.13","-0.51","49.4","49.9","-0.5","-0.02","+0.30",
"Rodrigo Ely","brBRA","DF","Almería","esLa Liga","28","1993","36","3,155","88","92.3","35.1","36","88","33","0","","0","1.03","45","61","-16","-0.46","-0.46","38.8","57.8","-18.9","-0.54","-1.18",
"Mohamed Elyounoussi","noNOR","MF,FW","Southampton","engPremier League","27","1994","33","2,168","66","63.4","24.1","27","75","9","6","23","4","0.73","22","45","-23","-0.95","+0.05","22.3","35.6","-13.4","-0.55","+0.14",
"Adri Embarba","esESP","FW,MF","Almería","esLa Liga","30","1992","29","1,472","51","43.0","16.4","18","68","1","11","22","5","1.14","23","27","-4","-0.24","+0.31","22.0","22.4","-0.4","-0.03","+0.74",
"Adri Embarba","esESP","FW","Espanyol","esLa Liga","30","1992","1","35","35","1.0","0.4","0","","0","1","35","0","1.00","2","1","+1","+2.57","+3.05","1.0","0.2","+0.8","+2.12","+2.45",
"Breel Embolo","chSUI","FW","Monaco","frLigue 1","25","1997","32","1,859","58","54.4","20.7","19","80","11","13","26","0","1.72","39","32","+7","+0.34","+0.05","33.0","29.7","+3.3","+0.16","-0.16",
"Emerson","brBRA","DF","Tottenham","engPremier League","23","1999","26","1,735","67","50.7","19.3","20","82","12","6","15","2","1.73","34","26","+8","+0.41","+0.47","27.7","21.1","+6.6","+0.34","+0.29",
"Youssef En-Nesyri","maMAR","FW","Sevilla","esLa Liga","25","1997","31","1,661","54","48.6","18.5","17","76","6","14","26","6","1.42","26","22","+4","+0.22","+0.78","25.6","23.3","+2.3","+0.12","+0.64",
"Julio Enciso","pyPAR","FW,MF","Brighton","engPremier League","18","2004","20","806","40","23.6","9.0","7","67","1","13","26","11","1.75","21","12","+9","+1.00","+0.66","21.4","14.7","+6.7","+0.75","+0.18",
"Wataru Endo","jpJPN","MF","Stuttgart","deBundesliga","29","1993","33","2,922","89","95.5","32.5","33","89","30","0","","0","1.00","43","54","-11","-0.34","+0.31","45.7","41.9","+3.8","+0.12","+1.05",
"Santiago Eneme","gqEQG","MF","Nantes","frLigue 1","21","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Arne Engels","beBEL","MF","Augsburg","deBundesliga","18","2003","18","1,440","80","47.1","16.0","18","80","11","0","","0","1.06","18","32","-14","-0.87","-0.49","13.8","28.7","-15.0","-0.94","-0.44",
"Christian Eriksen","dkDEN","MF","Manchester Utd","engPremier League","30","1992","28","2,048","73","59.9","22.8","25","80","7","3","14","1","2.14","33","25","+8","+0.35","-0.11","36.6","26.0","+10.7","+0.47","+0.03",
"Martin Erlic","hrCRO","DF","Sassuolo","itSerie A","24","1998","28","2,330","83","68.1","25.9","26","88","22","2","15","8","1.43","35","36","-1","-0.04","+1.03","36.8","32.0","+4.7","+0.18","+0.42",
"Tjark Ernst","deGER","GK","Hertha BSC","deBundesliga","19","2003","1","90","90","2.9","1.0","1","90","1","0","","30","3.00","2","1","+1","+1.00","+1.85","2.1","3.4","-1.3","-1.33","-0.75",
"Gonzalo Escalante","arARG","MF","Cremonese","itSerie A","29","1993","9","555","62","16.2","6.2","7","72","3","2","27","5","0.44","3","13","-10","-1.62","-0.90","3.8","11.6","-7.7","-1.26","-0.64",
"Gonzalo Escalante","arARG","MF","Cádiz","esLa Liga","29","1993","14","1,121","80","32.8","12.5","13","83","8","1","45","1","1.57","13","13","0","0.00","+0.90","16.6","17.2","-0.6","-0.05","+0.72",
"Sergio Escudero","esESP","DF","Valladolid","esLa Liga","32","1989","23","1,439","63","42.1","16.0","17","76","8","6","25","10","1.13","15","21","-6","-0.38","+0.72","16.9","23.1","-6.2","-0.39","+0.54",
"Alfonso Espino","uyURU","DF","Cádiz","esLa Liga","30","1992","36","3,122","87","91.3","34.7","35","89","33","1","18","1","1.17","29","43","-14","-0.40","+2.31","39.6","53.6","-14.0","-0.40","+1.46",
"Bernardo Espinosa","coCOL","DF","Girona","esLa Liga","33","1989","20","1,225","61","35.8","13.6","14","82","10","6","13","16","1.05","14","26","-12","-0.88","-1.50","18.9","22.4","-3.5","-0.26","-0.22",
"Salvatore Esposito","itITA","MF","Spezia","itSerie A","21","2000","15","971","65","28.4","10.8","10","84","6","5","26","5","0.44","7","19","-12","-1.11","-0.41","13.2","14.7","-1.5","-0.14","+0.47",
"Michael Esser","deGER","GK","Bochum","deBundesliga","34","1987","0","","","","","0","","0","0","","26","","","","","","","","","","","",
"Estanis","esESP","FW","Barcelona","esLa Liga","18","2003","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Maxime Estève","frFRA","DF","Montpellier","frLigue 1","20","2002","23","1,646","72","48.1","18.3","18","86","15","5","21","4","1.17","24","29","-5","-0.27","-0.68","23.0","34.8","-11.8","-0.65","-0.74",
"Pervis Estupiñán","ecECU","DF","Brighton","engPremier League","24","1998","35","2,675","76","78.2","29.7","31","83","20","4","25","1","1.63","59","43","+16","+0.54","+0.18","58.3","40.7","+17.6","+0.59","-0.08",
"Pervis Estupiñán","ecECU","DF,MF","Villarreal","esLa Liga","24","1998","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Karl Etta Eyong","cmCMR","FW","Cádiz","esLa Liga","18","2003","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","34","1988","13","1,051","81","30.7","11.7","12","88","10","1","1","3","0.62","17","28","-11","-0.94","-0.71","12.0","19.6","-7.6","-0.65","-0.46",
"Edu Expósito","esESP","MF","Espanyol","esLa Liga","25","1996","28","1,160","41","33.9","12.9","13","65","0","15","21","9","0.89","21","26","-5","-0.39","+0.09","16.7","19.3","-2.6","-0.20","+0.15",
"Eberechi Eze","engENG","MF,FW","Crystal Palace","engPremier League","24","1998","38","2,636","69","77.1","29.3","30","82","15","8","23","0","1.18","38","35","+3","+0.10","+1.48","31.9","31.7","+0.2","+0.01","+1.04",
"Kimberly Ezekwem","deGER","DF","Freiburg","deBundesliga","21","2001","1","8","8","0.3","0.1","0","","0","1","8","3","0.00","0","0","0","0.00","-0.21","0.4","0.2","+0.1","+1.37","+1.40",
"Nicolás Ezequiel Fernández","arARG","MF,DF","Elche","esLa Liga","22","2000","18","514","29","15.0","5.7","3","65","1","15","21","12","0.44","5","10","-5","-0.88","+0.12","6.4","12.3","-5.8","-1.02","-0.19",
"Abde Ezzalzouli","maMAR","FW,MF","Osasuna","esLa Liga","20","2001","28","1,504","54","44.0","16.7","19","72","2","9","16","0","1.43","20","15","+5","+0.30","+0.77","16.8","19.5","-2.7","-0.16","-0.02",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","37","1985","36","3,111","86","91.0","34.6","36","86","33","0","","0","1.08","37","48","-11","-0.32","+0.26","43.9","45.5","-1.7","-0.05","+0.59",
"Fabinho","brBRA","MF","Liverpool","engPremier League","28","1993","36","2,671","74","78.1","29.7","31","82","20","5","23","0","1.78","59","34","+25","+0.84","+0.48","51.6","38.2","+13.4","+0.45","-0.43",
"Fábio","brBRA","DF,MF","Nantes","frLigue 1","32","1990","6","224","37","6.5","2.5","3","47","0","3","27","1","1.00","3","3","0","0.00","+0.51","3.2","2.5","+0.7","+0.29","+0.58",
"Noah Fadiga","snSEN","DF","Brest","frLigue 1","22","1999","21","1,308","62","38.2","14.5","16","77","7","5","15","2","0.86","14","23","-9","-0.62","-0.58","16.6","22.5","-5.9","-0.41","-0.12",
"Wout Faes","beBEL","DF","Leicester City","engPremier League","24","1998","31","2,786","90","81.5","31.0","31","90","30","0","","0","1.03","42","51","-9","-0.29","+0.84","43.1","52.3","-9.2","-0.30","+0.21",
"Wout Faes","beBEL","DF","Reims","frLigue 1","24","1998","3","270","90","7.9","3.0","3","90","3","0","","0","0.67","3","6","-3","-1.00","-1.09","3.4","4.4","-1.1","-0.35","-0.63",
"Ryan Fage","frFRA","MF","Troyes","frLigue 1","18","2003","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Nicolò Fagioli","itITA","MF","Juventus","itSerie A","21","2001","26","1,520","58","44.4","16.9","17","76","8","9","26","8","2.00","31","16","+15","+0.89","+0.51","26.1","17.4","+8.7","+0.51","+0.27",
"Ralf Fährmann","deGER","GK","Schalke 04","deBundesliga","33","1988","12","1,025","85","33.5","11.4","12","85","11","0","","15","1.25","11","13","-2","-0.18","+1.33","13.1","16.4","-3.2","-0.28","+0.35",
"Romain Faivre","frFRA","MF,FW","Lorient","frLigue 1","24","1998","16","1,246","78","36.4","13.8","14","83","6","2","40","0","1.19","14","15","-1","-0.07","-0.07","15.2","17.6","-2.4","-0.17","+0.29",
"Romain Faivre","frFRA","MF","Lyon","frLigue 1","24","1998","10","300","30","8.8","3.3","3","67","1","7","14","5","1.60","9","5","+4","+1.20","+0.80","7.6","3.5","+4.1","+1.22","+1.06",
"Matteo Falasca","itITA","DF","Roma","itSerie A","18","2004","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Radamel Falcao","coCOL","FW,MF","Rayo Vallecano","esLa Liga","36","1986","27","616","23","18.0","6.8","3","75","1","24","16","5","1.11","6","9","-3","-0.44","-0.28","8.3","10.5","-2.2","-0.32","-0.18",
"Wladimiro Falcone","itITA","GK","Lecce","itSerie A","27","1995","38","3,420","90","100.0","38.0","38","90","38","0","","0","0.95","33","46","-13","-0.34","","36.3","42.4","-6.1","-0.16","",
"Fali","esESP","DF,MF","Cádiz","esLa Liga","28","1993","25","1,714","69","50.1","19.0","22","73","11","3","33","6","1.16","17","25","-8","-0.42","+0.37","20.3","27.9","-7.6","-0.40","+0.26",
"Fallou Fall","snSEN","DF","Reims","frLigue 1","18","2004","1","32","32","0.9","0.4","0","","0","1","32","4","0.00","0","1","-1","-2.81","-2.84","0.2","1.7","-1.5","-4.09","-4.36",
"Mamadou Fall","snSEN","DF","Villarreal","esLa Liga","19","2002","1","30","30","0.9","0.3","0","","0","1","30","0","3.00","1","0","+1","+3.00","+2.52","1.8","0.2","+1.6","+4.80","+4.53",
"Alessandro Falleni","itITA","FW","Atalanta","itSerie A","19","2003","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Davide Faraoni","itITA","DF","Hellas Verona","itSerie A","30","1991","23","1,485","65","43.4","16.5","19","74","8","4","19","3","0.88","12","36","-24","-1.45","-1.27","16.4","26.4","-10.0","-0.61","-0.42",
"Mohamed Fares","dzALG","DF,FW","Lazio","itSerie A","26","1996","0","","","","","0","","0","0","","14","","","","","","","","","","","",
"Biel Farres","esESP","DF","Girona","esLa Liga","20","2002","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Ansu Fati","esESP","FW","Barcelona","esLa Liga","19","2002","36","1,393","39","40.7","15.5","12","71","1","24","22","1","2.36","36","5","+31","+2.00","+1.16","31.8","13.1","+18.7","+1.21","+0.16",
"Giacomo Faticanti","itITA","MF","Roma","itSerie A","18","2004","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Costantino Favasuli","itITA","DF,MF","Fiorentina","itSerie A","18","2004","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Khalil Fayad","frFRA","MF","Montpellier","frLigue 1","18","2004","24","718","30","21.0","8.0","7","67","2","17","15","8","1.21","17","15","+2","+0.25","+0.22","10.4","14.3","-3.9","-0.49","-0.29",
"Cheikh Faye","snSEN","FW","Montpellier","frLigue 1","23","1999","2","37","19","1.1","0.4","0","","0","2","19","1","1.50","1","2","-1","-2.43","-2.54","0.3","2.8","-2.5","-6.10","-5.91",
"Federico Fazio","arARG","DF","Salernitana","itSerie A","35","1987","14","1,074","77","31.4","11.9","12","88","10","2","8","1","1.21","19","19","0","0.00","+0.54","15.0","22.9","-7.9","-0.66","+0.21",
"Jacopo Fazzini","itITA","MF","Empoli","itSerie A","19","2003","21","825","39","24.1","9.2","8","71","1","13","20","16","1.38","6","9","-3","-0.33","-0.02","10.5","14.4","-3.9","-0.43","+0.11",
"Zouhair Feddal","maMAR","DF","Valladolid","esLa Liga","33","1989","8","375","47","11.0","4.2","4","68","2","4","26","5","1.25","5","7","-2","-0.48","+0.35","3.4","9.2","-5.9","-1.41","-0.79",
"Nabil Fekir","frFRA","MF","Betis","esLa Liga","29","1993","15","961","64","28.1","10.7","12","73","5","3","28","0","1.73","19","10","+9","+0.84","+0.99","19.9","10.1","+9.7","+0.91","+1.22",
"Felipe","brBRA","DF","Nott'ham Forest","engPremier League","33","1989","16","1,418","89","41.5","15.8","15","89","13","1","84","1","0.81","20","32","-12","-0.76","+0.05","15.2","31.2","-16.0","-1.02","-0.62",
"Felipe","brBRA","DF","Atlético Madrid","esLa Liga","33","1989","3","194","65","5.7","2.2","2","90","2","1","14","11","0.33","1","3","-2","-0.93","-2.02","2.4","2.3","0.0","+0.02","-0.56",
"Luiz Felipe","itITA","DF","Betis","esLa Liga","25","1997","23","1,763","77","51.5","19.6","22","79","16","1","16","3","1.35","23","23","0","0.00","-0.27","27.6","25.3","+2.3","+0.12","+0.18",
"João Félix","ptPOR","FW,MF","Chelsea","engPremier League","22","1999","16","941","59","27.5","10.5","11","75","3","5","22","1","0.88","11","15","-4","-0.38","-0.20","17.7","13.4","+4.3","+0.41","+0.67",
"João Félix","ptPOR","FW,MF","Atlético Madrid","esLa Liga","22","1999","14","650","46","19.0","7.2","7","74","1","7","18","1","1.86","11","8","+3","+0.42","-0.69","8.7","8.6","+0.1","+0.02","-0.65",
"Ohis Felix Uduokhai","deGER","DF","Augsburg","deBundesliga","24","1997","19","1,450","76","47.4","16.1","16","86","14","3","25","1","0.95","18","27","-9","-0.56","+0.11","17.1","23.2","-6.2","-0.38","+0.61",
"Kiko Femenía","esESP","DF","Villarreal","esLa Liga","31","1991","20","1,133","57","33.1","12.6","13","78","6","7","17","9","1.45","13","14","-1","-0.08","-0.87","17.9","16.0","+1.9","+0.15","-0.24",
"Evan Ferguson","ieIRL","FW","Brighton","engPremier League","17","2004","19","950","50","27.8","10.6","10","70","1","9","28","2","1.63","21","12","+9","+0.85","+0.49","23.3","13.1","+10.2","+0.97","+0.50",
"Lewis Ferguson","sctSCO","MF,FW","Bologna","itSerie A","22","1999","32","2,314","72","67.7","25.7","27","82","15","5","21","4","1.50","40","30","+10","+0.39","+0.88","30.5","32.8","-2.3","-0.09","+0.12",
"Bruno Fernandes","ptPOR","MF,FW","Manchester Utd","engPremier League","27","1994","37","3,316","90","97.0","36.8","37","90","33","0","","0","2.03","57","39","+18","+0.49","+3.08","65.9","49.2","+16.7","+0.45","-0.04",
"Edimilson Fernandes","chSUI","DF","Mainz 05","deBundesliga","26","1996","32","2,437","76","79.6","27.1","28","84","17","4","20","2","1.41","47","45","+2","+0.07","+0.51","39.0","41.4","-2.4","-0.09","+0.51",
"Aitor Fernández","esESP","GK","Osasuna","esLa Liga","31","1991","21","1,890","90","55.3","21.0","21","90","21","0","","17","1.67","23","19","+4","+0.19","+0.72","20.6","24.3","-3.6","-0.17","-0.04",
"Álex Fernández","esESP","MF,FW","Cádiz","esLa Liga","29","1992","28","1,576","56","46.1","17.5","17","78","9","11","23","3","1.11","12","26","-14","-0.80","-0.36","17.2","29.6","-12.4","-0.71","-0.33",
"Álvaro Fernández","esESP","GK","Espanyol","esLa Liga","24","1998","11","990","90","28.9","11.0","11","90","11","0","","23","1.33","17","18","-1","-0.09","+0.50","13.5","15.3","-1.8","-0.16","+0.20",
"Carlos Fernández","esESP","FW","Real Sociedad","esLa Liga","26","1996","24","631","26","18.5","7.0","8","54","0","16","13","4","1.79","7","8","-1","-0.14","-0.69","7.7","7.2","+0.5","+0.07","-0.55",
"Marcos Fernández Cózar","esESP","DF","Mallorca","esLa Liga","19","2003","0","","","","","0","","0","0","","7","","","","","","","","","","","",
"Enzo Fernández","arARG","MF","Chelsea","engPremier League","21","2001","18","1,547","86","45.2","17.2","18","86","14","0","","0","0.83","16","25","-9","-0.52","-0.52","24.8","24.1","+0.7","+0.04","+0.22",
"Federico Fernández","arARG","DF","Elche","esLa Liga","33","1989","1","90","90","2.6","1.0","1","90","1","0","","4","0.00","1","2","-1","-1.00","-0.03","1.1","0.9","+0.3","+0.29","+1.18",
"Joaquín Fernández","esESP","DF","Valladolid","esLa Liga","26","1996","27","2,156","80","63.0","24.0","24","83","21","3","53","6","1.26","26","42","-16","-0.67","+0.33","25.9","38.2","-12.3","-0.51","+0.51",
"Nehemiah Fernandez","frFRA","DF","Paris S-G","frLigue 1","17","2004","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Valery Fernández","esESP","MF,DF","Girona","esLa Liga","22","1999","25","967","39","28.3","10.7","7","75","1","18","24","9","1.24","14","14","0","0.00","-0.11","14.8","18.1","-3.2","-0.30","-0.26",
"Fernando","esESP","GK","Almería","esLa Liga","32","1990","37","3,285","89","96.1","36.5","37","89","36","0","","1","1.11","48","61","-13","-0.36","+1.64","44.2","60.3","-16.1","-0.44","+0.18",
"Fernando","brBRA","MF,DF","Sevilla","esLa Liga","35","1987","22","1,577","72","46.1","17.5","19","81","11","3","14","2","1.50","28","21","+7","+0.40","+1.08","20.5","21.6","-1.0","-0.06","+0.28",
"Ichem Ferrah","frFRA","MF","Lille","frLigue 1","16","2005","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Alex Ferrari","itITA","DF","Sampdoria","itSerie A","28","1994","12","868","72","25.4","9.6","10","83","7","2","20","3","0.17","4","18","-14","-1.45","-0.29","8.0","14.4","-6.3","-0.66","+0.25",
"Alex Ferrari","itITA","DF","Cremonese","itSerie A","28","1994","16","1,007","63","29.4","11.2","13","74","5","3","15","4","0.88","10","21","-11","-0.98","-0.16","9.9","18.5","-8.5","-0.76","-0.06",
"Gabriele Ferrarini","itITA","DF","Monza","itSerie A","22","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Andrea Ferraris","itITA","FW","Monza","itSerie A","19","2003","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Salvador Ferrer","esESP","DF","Spezia","itSerie A","24","1998","5","136","27","4.0","1.5","0","","0","5","27","27","1.17","1","3","-2","-1.32","-0.53","1.7","3.2","-1.5","-1.00","-0.55",
"Jordan Ferri","frFRA","MF","Montpellier","frLigue 1","30","1992","34","2,738","81","80.1","30.4","32","84","20","2","28","0","1.26","52","50","+2","+0.07","-0.07","42.3","45.5","-3.2","-0.11","+0.79",
"Fidel","esESP","MF,FW","Elche","esLa Liga","32","1989","27","1,714","63","50.1","19.0","21","73","4","6","30","1","0.81","14","29","-15","-0.79","+0.37","20.1","32.2","-12.0","-0.63","+0.45",
"Karol Fila","plPOL","DF","Strasbourg","frLigue 1","24","1998","2","47","24","1.4","0.5","0","","0","2","24","1","0.50","2","0","+2","+3.83","+4.10","1.9","0.4","+1.5","+2.81","+3.03",
"Ryan Finnigan","engENG","MF","Southampton","engPremier League","18","2003","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Matteo Fiorenza","itITA","GK","Torino","itSerie A","19","2003","0","","","","","0","","0","0","","27","","","","","","","","","","","",
"Vincenzo Fiorillo","itITA","GK","Salernitana","itSerie A","32","1990","1","90","90","2.6","1.0","1","90","1","0","","32","3.00","3","2","+1","+1.00","+1.41","1.2","2.3","-1.1","-1.07","-0.28",
"Roberto Firmino","brBRA","FW,MF","Liverpool","engPremier League","30","1991","25","1,213","49","35.5","13.5","13","73","3","12","22","0","1.64","28","17","+11","+0.82","+0.12","24.0","19.6","+4.3","+0.32","-0.35",
"Junior Firpo","doDOM","DF","Leeds United","engPremier League","25","1996","19","1,368","72","40.0","15.2","14","86","10","5","32","11","0.74","17","33","-16","-1.05","-0.44","16.9","30.8","-13.9","-0.91","-0.65",
"Kilian Fischer","deGER","DF,FW","Wolfsburg","deBundesliga","21","2000","10","502","50","16.4","5.6","5","86","2","5","14","15","2.20","6","8","-2","-0.36","-0.75","5.8","8.3","-2.5","-0.45","-0.54",
