Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Joshua King","noNOR","FW,MF","Bournemouth","engPremier League","25","1992","33","2,453","74","71.7","27.3","27","","18","6","","0","1.12","31","38","-7","-0.26","+0.58","27.9","42.0","-14.0","-0.51","+0.08",
"Nya Kirby","engENG","MF","Crystal Palace","engPremier League","17","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Simon Kjær","dkDEN","DF","Sevilla","esLa Liga","28","1989","20","1,571","79","45.9","17.5","18","86","16","2","10","3","1.25","18","30","-12","-0.69","-0.83","24.7","24.4","+0.3","+0.02","-0.22",
"Davy Klaassen","nlNED","MF,FW","Everton","engPremier League","24","1993","7","251","36","7.3","2.8","3","","0","4","","5","1.57","3","6","-3","-1.08","-0.76","2.8","2.4","+0.4","+0.16","+0.51",
"Patric Klandt","deGER","GK","Freiburg","deBundesliga","33","1983","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Felix Klaus","deGER","MF,FW","Hannover 96","deBundesliga","24","1992","28","1,981","71","64.7","22.0","25","","12","3","","1","1.18","28","33","-5","-0.23","+0.19","26.8","35.2","-8.4","-0.38","-0.17",
"Ragnar Klavan","eeEST","DF","Liverpool","engPremier League","31","1985","19","1,451","76","42.4","16.1","16","","16","3","","11","2.00","31","15","+16","+0.99","-0.38","30.6","12.9","+17.7","+1.10","+0.12",
"Tim Kleindienst","deGER","FW,DF","Freiburg","deBundesliga","21","1995","22","1,138","52","37.2","12.6","12","","5","10","","2","1.18","14","16","-2","-0.16","+0.87","19.4","16.3","+3.1","+0.25","+0.70",
"Philipp Klement","deGER","MF","Mainz 05","deBundesliga","24","1992","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Jonathan Klinsmann","usUSA","GK","Hertha BSC","deBundesliga","20","1997","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Lukas Klostermann","deGER","DF","RB Leipzig","deBundesliga","21","1996","26","2,190","84","71.6","24.3","25","","21","1","","5","1.50","40","38","+2","+0.08","-0.12","34.1","34.0","0.0","0.00","-0.53",
"Lukas Klünter","deGER","DF,FW","Köln","deBundesliga","21","1996","19","1,336","70","43.7","14.8","14","","10","5","","3","0.68","10","26","-16","-1.08","-0.09","19.4","28.8","-9.4","-0.64","+0.13",
"Robin Knoche","deGER","DF","Wolfsburg","deBundesliga","25","1992","24","2,102","88","68.7","23.4","24","","22","0","","10","0.92","23","35","-12","-0.51","-0.51","22.4","33.6","-11.2","-0.48","+0.14",
"Anthony Knockaert","frFRA","MF,FW","Brighton","engPremier League","25","1991","33","2,421","73","70.8","26.9","27","","16","6","","1","1.15","28","29","-1","-0.04","+1.67","26.5","30.9","-4.4","-0.16","+0.68",
"Törles Knöll","deGER","MF,FW","Hamburger SV","deBundesliga","19","1997","1","18","18","0.6","0.2","0","","0","1","","0","0.00","0","1","-1","-5.00","-4.32","0.6","0.3","+0.3","+1.28","+1.83",
"Gregor Kobel","chSUI","GK","Hoffenheim","deBundesliga","19","1997","0","","","","","0","","0","0","","21","","","","","","","","","","","",
"Robin Koch","deGER","MF,DF","Freiburg","deBundesliga","21","1996","26","1,919","74","62.7","21.3","21","","20","5","","5","1.12","21","33","-12","-0.56","+0.38","23.4","26.5","-3.1","-0.15","+0.13",
"Kenan Kodro","baBIH","FW,DF","Mainz 05","deBundesliga","23","1993","8","232","29","7.6","2.6","2","","2","6","","3","0.88","2","6","-4","-1.55","-1.23","3.3","6.2","-2.9","-1.12","-0.82",
"Hervé Koffi","bfBFA","GK","Lille","frLigue 1","20","1996","4","360","90","10.5","4.0","4","90","4","0","","31","0.25","4","11","-7","-1.75","-1.19","4.4","7.3","-2.9","-0.72","-0.17",
"Dominik Kohr","deGER","MF","Leverkusen","deBundesliga","23","1994","28","1,664","59","54.4","18.5","18","","8","10","","4","1.50","25","27","-2","-0.11","-1.14","29.8","21.8","+8.1","+0.44","-0.25",
"Seybou Koita","neNIG","FW","Amiens","frLigue 1","23","1994","6","212","35","6.2","2.4","2","79","0","4","14","4","0.17","1","4","-3","-1.27","-1.22","2.0","4.6","-2.5","-1.08","-0.53",
"Koke","esESP","MF","Atlético Madrid","esLa Liga","25","1992","35","2,756","79","80.6","30.6","33","82","23","2","24","0","2.06","45","15","+30","+0.98","+0.17","37.5","28.7","+8.8","+0.29","-0.48",
"Aleksandar Kolarov","rsSRB","DF","Roma","itSerie A","31","1985","35","3,060","87","89.5","34.0","34","","32","1","","2","1.94","55","25","+30","+0.88","+0.13","56.0","34.4","+21.6","+0.64","-0.51",
"Sead Kolašinac","baBIH","DF","Arsenal","engPremier League","24","1993","27","2,147","80","62.8","23.9","25","","19","2","","9","1.89","49","30","+19","+0.80","+0.51","45.4","28.5","+17.0","+0.71","+0.46",
"Randal Kolo Muani","frFRA","FW,MF","Nantes","frLigue 1","18","1998","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Vincent Kompany","beBEL","DF","Manchester City","engPremier League","31","1986","17","1,394","82","40.8","15.5","17","","14","0","","5","2.59","37","12","+25","+1.61","-0.78","29.4","10.6","+18.8","+1.21","-0.38",
"Ibrahima Konaté","frFRA","DF","RB Leipzig","deBundesliga","18","1999","16","1,228","77","40.1","13.6","14","","12","2","","11","1.56","25","23","+2","+0.15","+0.05","20.2","19.8","+0.3","+0.03","-0.21",
"Moussa Konaté","snSEN","FW","Amiens","frLigue 1","24","1993","33","2,472","75","72.3","27.5","28","83","13","5","29","0","1.15","27","28","-1","-0.04","+0.34","23.5","37.6","-14.1","-0.51","+0.25",
"Pa Konate","gnGUI","DF","SPAL","itSerie A","23","1994","0","","","","","0","","0","0","","24","","","","","","","","","","","",
"Geoffrey Kondogbia","cfCTA","MF","Valencia","esLa Liga","24","1993","31","2,614","84","76.4","29.0","30","86","25","1","29","0","1.77","49","30","+19","+0.65","-0.24","41.9","39.3","+2.6","+0.09","-0.48",
"Bakary Koné","bfBFA","DF","Strasbourg","frLigue 1","29","1988","28","2,462","88","72.0","27.4","27","88","26","1","82","5","1.00","32","50","-18","-0.66","-0.19","33.2","47.1","-13.9","-0.51","-0.60",
"Mamadou Koné","ciCIV","FW","Leganés","esLa Liga","25","1991","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Terence Kongolo","nlNED","DF","Huddersfield","engPremier League","23","1994","13","1,049","81","30.7","11.7","11","","11","2","","1","0.92","7","14","-7","-0.60","+0.27","8.9","15.6","-6.7","-0.57","-0.17",
"Terence Kongolo","nlNED","DF","Monaco","frLigue 1","23","1994","3","257","86","7.5","2.9","3","86","2","0","","8","2.00","4","4","0","0.00","-1.14","3.6","3.8","-0.2","-0.08","-0.48",
"Yevhen Konoplyanka","uaUKR","FW,MF","Schalke 04","deBundesliga","27","1989","27","1,562","58","51.0","17.4","18","","4","9","","6","1.74","28","18","+10","+0.58","+0.22","25.6","19.6","+6.0","+0.35","+0.31",
"Julian Korb","deGER","DF,MF","Hannover 96","deBundesliga","25","1992","28","2,336","83","76.3","26.0","28","","21","0","","4","1.18","33","38","-5","-0.19","+0.43","34.2","42.9","-8.6","-0.33","-0.04",
"Laurent Koscielny","frFRA","DF","Arsenal","engPremier League","31","1985","25","2,225","89","65.1","24.7","25","","23","0","","1","1.64","46","32","+14","+0.57","-0.11","44.6","29.5","+15.1","+0.61","+0.21",
"Filip Kostić","rsSRB","FW,MF","Hamburger SV","deBundesliga","24","1992","30","2,438","81","79.7","27.1","27","","21","3","","0","1.00","26","38","-12","-0.44","+1.29","31.6","42.8","-11.2","-0.42","+0.54",
"Christ Kouadio","ciCIV","DF","Cagliari","itSerie A","16","2000","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Christian Kouakou","ciCIV","MF,FW","Caen","frLigue 1","26","1991","19","847","45","24.8","9.4","7","64","0","12","33","7","0.89","6","15","-9","-0.96","-0.40","11.2","12.7","-1.4","-0.15","-0.02",
"Rominigue Kouamé","mlMLI","DF,MF","Lille","frLigue 1","20","1996","6","201","34","5.9","2.2","1","90","1","5","22","3","0.67","3","8","-5","-2.24","-1.65","3.2","6.5","-3.3","-1.48","-0.97",
"Tomáš Koubek","czCZE","GK","Rennes","frLigue 1","24","1992","34","3,060","90","89.5","34.0","34","90","34","0","","0","1.65","44","36","+8","+0.24","+0.74","44.1","42.4","+1.7","+0.05","+0.35",
"Kalidou Koulibaly","snSEN","DF","Napoli","itSerie A","26","1991","35","3,066","88","89.6","34.1","35","","34","0","","1","2.40","68","21","+47","+1.38","+1.13","60.9","20.9","+40.0","+1.17","+1.16",
"Jules Koundé","frFRA","DF","Bordeaux","frLigue 1","18","1998","18","1,589","88","46.5","17.7","17","90","17","1","59","2","1.89","31","19","+12","+0.68","+1.02","25.3","19.9","+5.4","+0.30","+0.20",
"Cheikhou Kouyaté","snSEN","MF","West Ham","engPremier League","27","1989","33","2,799","85","81.8","31.1","32","","27","1","","0","1.06","41","57","-16","-0.51","+0.07","29.5","43.8","-14.3","-0.46","+0.14",
"Mateo Kovačić","hrCRO","MF","Real Madrid","esLa Liga","23","1994","21","992","47","29.0","11.0","10","79","3","11","18","7","1.90","28","18","+10","+0.91","-0.58","26.0","15.9","+10.1","+0.91","-0.28",
"Maksym Koval","uaUKR","GK","La Coruña","esLa Liga","24","1992","2","120","60","3.5","1.3","2","60","0","0","","12","0.50","2","3","-1","-0.75","+0.26","2.3","2.8","-0.5","-0.38","-0.20",
"Dawid Kownacki","plPOL","FW","Sampdoria","itSerie A","20","1997","22","823","37","24.1","9.1","6","","3","16","","13","1.18","14","19","-5","-0.55","-0.58","12.4","16.2","-3.8","-0.42","-0.32",
"Vincent Koziello","frFRA","MF","Nice","frLigue 1","21","1995","15","807","54","23.6","9.0","10","77","3","5","8","5","1.40","9","13","-4","-0.45","-0.62","13.4","10.8","+2.6","+0.29","+0.39",
"Vincent Koziello","frFRA","MF","Köln","deBundesliga","21","1995","12","789","66","25.8","8.8","8","","5","4","","4","0.75","13","22","-9","-1.03","0.00","10.2","15.0","-4.8","-0.54","+0.22",
"Thomas Kraft","deGER","GK","Hertha BSC","deBundesliga","29","1988","3","270","90","8.8","3.0","3","","3","0","","28","1.50","4","3","+1","+0.33","+0.46","3.0","5.1","-2.1","-0.71","-0.62",
"Emil Krafth","seSWE","DF","Bologna","itSerie A","22","1994","12","946","79","27.7","10.5","10","","8","2","","25","0.75","10","20","-10","-0.95","-0.88","8.4","19.6","-11.3","-1.07","-0.94",
"Oliver Kragl","deGER","MF","Crotone","itSerie A","27","1990","5","99","20","2.9","1.1","0","","0","5","","7","0.20","1","2","-1","-0.91","-0.23","0.7","2.1","-1.5","-1.33","-0.72",
"Andrej Kramarić","hrCRO","FW,MF","Hoffenheim","deBundesliga","26","1991","34","2,228","66","72.8","24.8","22","","16","12","","0","1.62","50","38","+12","+0.48","-0.16","38.4","36.4","+2.0","+0.08","-0.06",
"Christoph Kramer","deGER","MF","Gladbach","deBundesliga","26","1991","27","2,151","80","70.3","23.9","26","","17","1","","0","1.26","27","32","-5","-0.21","-0.21","31.4","37.2","-5.8","-0.24","-0.73",
"Titas Krapikas","ltLTU","GK","Sampdoria","itSerie A","18","1999","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Ladislav Krejčí","czCZE","MF,FW","Bologna","itSerie A","25","1992","12","397","33","11.6","4.4","2","","0","10","","20","0.83","4","10","-6","-1.36","-1.18","3.7","9.4","-5.7","-1.29","-1.02",
"Rene Krhin","siSVN","MF","Nantes","frLigue 1","27","1990","18","1,312","73","38.4","14.6","16","80","12","2","18","9","1.61","17","15","+2","+0.14","+0.44","14.0","13.2","+0.8","+0.05","-0.07",
"Bojan Krkić","esESP","MF","Stoke City","engPremier League","26","1990","1","71","71","2.1","0.8","1","","0","0","","2","0.00","0","1","-1","-1.27","-0.41","0.2","0.6","-0.4","-0.47","+0.22",
"Bojan Krkić","esESP","FW,MF","Alavés","esLa Liga","26","1990","13","441","34","12.9","4.9","4","66","0","9","20","6","0.92","0","11","-11","-2.24","-2.28","2.3","9.3","-7.1","-1.44","-1.13",
"Michael Krohn-Dehli","dkDEN","MF","La Coruña","esLa Liga","34","1983","11","728","66","21.3","8.1","10","72","3","1","10","1","0.55","8","20","-12","-1.48","-0.61","10.5","15.2","-4.7","-0.58","-0.50",
"Michael Krohn-Dehli","dkDEN","MF,FW","Sevilla","esLa Liga","34","1983","13","536","41","15.7","6.0","5","74","0","8","21","2","1.85","7","6","+1","+0.17","+0.48","8.8","7.6","+1.2","+0.20","+0.08",
"Toni Kroos","deGER","MF","Real Madrid","esLa Liga","27","1990","27","2,261","84","66.1","25.1","26","86","18","1","29","2","1.81","60","32","+28","+1.11","-0.59","55.2","29.5","+25.7","+1.02","-0.26",
"Tim Krul","nlNED","GK","Brighton","engPremier League","29","1988","0","","","","","0","","0","0","","33","","","","","","","","","","","",
"Max Kruse","deGER","FW","Werder Bremen","deBundesliga","29","1988","29","2,453","85","80.2","27.3","28","","25","1","","0","1.31","33","33","0","0.00","+0.44","31.1","37.7","-6.5","-0.24","-0.30",
"Grzegorz Krychowiak","plPOL","MF","West Brom","engPremier League","27","1990","27","1,641","61","48.0","18.2","20","","11","7","","6","0.78","13","30","-17","-0.93","-0.53","15.8","23.3","-7.5","-0.41","-0.21",
"Lukas Kübler","deGER","DF,MF","Freiburg","deBundesliga","24","1992","15","1,151","77","37.6","12.8","13","","11","2","","18","1.00","13","20","-7","-0.55","+0.25","14.3","18.8","-4.5","-0.35","-0.26",
"Dejan Kulusevski","seSWE","FW,MF","Atalanta","itSerie A","17","2000","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Marash Kumbulla","alALB","DF","Hellas Verona","itSerie A","17","2000","0","","","","","0","","0","0","","5","","","","","","","","","","","",
"Jasmin Kurtić","siSVN","MF,FW","SPAL","itSerie A","28","1989","16","1,440","90","42.1","16.0","16","","16","0","","0","1.31","17","20","-3","-0.19","+0.59","13.2","20.1","-6.9","-0.43","+0.26",
"Jasmin Kurtić","siSVN","MF","Atalanta","itSerie A","28","1989","14","662","47","19.4","7.4","7","","3","7","","6","1.29","6","13","-7","-0.95","-1.77","8.9","8.5","+0.4","+0.05","-0.83",
"Layvin Kurzawa","frFRA","DF","Paris S-G","frLigue 1","24","1992","20","1,704","85","49.8","18.9","19","87","16","1","45","10","2.45","48","14","+34","+1.80","-0.56","39.1","17.5","+21.6","+1.14","-0.44",
"Filip Kusić","rsSRB","DF,MF","Köln","deBundesliga","21","1996","1","15","15","0.5","0.2","0","","0","1","","0","0.00","0","0","0","0.00","+1.03","0.1","0.1","+0.1","+0.34","+1.06",
"Zdravko Kuzmanović","rsSRB","MF","Málaga","esLa Liga","29","1987","8","480","60","14.0","5.3","6","75","3","2","16","4","0.25","2","13","-11","-2.06","-1.27","4.4","11.5","-7.2","-1.34","-0.92",
"Han Kwang-song","kpPRK","FW","Cagliari","itSerie A","18","1998","7","277","40","8.1","3.1","3","","0","4","","7","0.71","3","7","-4","-1.30","-0.61","3.5","4.3","-0.8","-0.26","+0.27",
"Enock Kwateng","frFRA","DF","Nantes","frLigue 1","20","1997","1","90","90","2.6","1.0","1","90","1","0","","8","3.00","2","1","+1","+1.00","+1.16","0.5","1.5","-1.0","-1.02","-1.15",
"Alberto de la Bella","esESP","DF","Real Sociedad","esLa Liga","31","1985","17","1,528","90","44.7","17.0","17","90","16","0","","17","1.06","22","22","0","0.00","-0.33","18.5","22.9","-4.3","-0.25","-0.61",
"Rajiv van La Parra","nlNED","FW,MF","Huddersfield","engPremier League","26","1991","33","2,137","65","62.5","23.7","26","","10","7","","1","1.03","16","36","-20","-0.84","-0.14","18.3","28.5","-10.2","-0.43","+0.06",
"Brighton Labeau","mqMTQ","FW","Amiens","frLigue 1","21","1996","2","23","12","0.7","0.3","0","","0","2","12","0","0.00","0","1","-1","-3.91","-3.81","0.2","0.3","-0.1","-0.34","+0.24",
"Gaëtan Laborde","frFRA","FW","Bordeaux","frLigue 1","23","1994","20","957","48","28.0","10.6","10","76","3","10","20","7","1.60","15","9","+6","+0.56","+0.60","13.8","10.7","+3.1","+0.29","+0.13",
"Alexandre Lacazette","frFRA","FW","Arsenal","engPremier League","26","1991","32","2,202","69","64.4","24.5","26","","10","6","","1","1.78","51","28","+23","+0.94","+0.94","46.9","27.4","+19.5","+0.80","+0.72",
"Mehdi Lacen","dzALG","MF","Málaga","esLa Liga","33","1984","15","1,056","70","30.9","11.7","12","78","5","3","38","2","0.47","5","14","-9","-0.77","+0.30","10.3","13.2","-2.9","-0.25","+0.44",
"Mehdi Lacen","dzALG","MF","Getafe","esLa Liga","33","1984","4","62","16","1.8","0.7","0","","0","4","16","1","1.75","0","1","-1","-1.45","-1.72","1.4","1.4","0.0","0.00","-0.23",
"Léo Lacroix","chSUI","DF","Saint-Étienne","frLigue 1","25","1992","11","775","70","22.7","8.6","8","85","7","3","33","8","0.82","7","12","-5","-0.58","-0.65","10.7","13.6","-2.9","-0.33","-0.33",
"Freddie Ladapo","engENG","FW","Crystal Palace","engPremier League","24","1993","1","17","17","0.5","0.2","0","","0","1","","1","0.00","0","1","-1","-5.29","-5.06","0.0","0.7","-0.7","-3.86","-4.02",
"Riccardo Ladinetti","itITA","MF","Cagliari","itSerie A","16","2000","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Alban Lafont","ciCIV","GK","Toulouse","frLigue 1","18","1999","38","3,420","90","100.0","38.0","38","90","38","0","","0","0.97","38","54","-16","-0.42","","45.5","52.1","-6.6","-0.17","",
"Víctor Laguardia","esESP","DF","Alavés","esLa Liga","27","1989","17","1,530","90","44.7","17.0","17","90","17","0","","4","1.53","20","22","-2","-0.12","+0.26","15.8","25.9","-10.1","-0.59","-0.25",
"Konrad Laimer","atAUT","DF,MF","RB Leipzig","deBundesliga","20","1997","22","1,337","61","43.7","14.9","14","","11","8","","6","2.00","27","19","+8","+0.54","+0.75","20.9","19.2","+1.8","+0.12","-0.06",
"Kenny Lala","mgMAD","DF","Strasbourg","frLigue 1","25","1991","31","2,723","88","79.6","30.3","30","89","28","1","45","0","1.10","37","53","-16","-0.53","+0.38","35.2","47.5","-12.3","-0.41","-0.33",
"Adam Lallana","engENG","MF,FW","Liverpool","engPremier League","29","1988","12","244","20","7.1","2.7","1","","0","11","","2","2.33","4","1","+3","+1.11","-0.11","4.6","1.4","+3.2","+1.17","+0.15",
"Eugenio Lamanna","itITA","GK","Genoa","itSerie A","27","1989","1","90","90","2.6","1.0","1","","1","0","","37","0.00","0","1","-1","-1.00","-0.76","1.1","1.6","-0.6","-0.55","-0.60",
"Érik Lamela","arARG","FW,MF","Tottenham","engPremier League","25","1992","25","843","34","24.6","9.4","7","","0","18","","0","2.12","21","12","+9","+0.96","-0.05","18.0","10.2","+7.9","+0.84","+0.04",
"Ioritz Landeta","esESP","GK","Alavés","esLa Liga","21","1995","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Loïck Landre","frFRA","DF","Genoa","itSerie A","25","1992","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Simon Laner","itITA","MF","Hellas Verona","itSerie A","33","1984","0","","","","","0","","0","0","","17","","","","","","","","","","","",
"Ádám Lang","huHUN","DF","Dijon","frLigue 1","24","1993","3","232","77","6.8","2.6","3","77","1","0","","10","1.00","4","7","-3","-1.16","-0.74","3.1","5.5","-2.4","-0.94","-0.38",
"Mitchell Langerak","auAUS","GK","Levante","esLa Liga","28","1988","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Mitchell Langerak","auAUS","GK","Stuttgart","deBundesliga","28","1988","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Sebastian Langkamp","deGER","DF","Hertha BSC","deBundesliga","29","1988","12","955","80","31.2","10.6","11","","10","1","","5","1.33","15","16","-1","-0.09","-0.01","10.4","13.0","-2.6","-0.25","-0.14",
"Sebastian Langkamp","deGER","DF","Werder Bremen","deBundesliga","29","1988","9","411","46","13.4","4.6","5","","4","4","","5","2.00","7","5","+2","+0.44","+0.61","6.4","5.5","+0.9","+0.20","+0.44",
"Manuel Lanzini","arARG","MF,FW","West Ham","engPremier League","24","1993","27","2,042","76","59.7","22.7","23","","14","4","","0","1.11","30","44","-14","-0.62","-0.23","22.2","34.4","-12.2","-0.54","-0.13",
"Gianluca Lapadula","pePER","FW","Genoa","itSerie A","27","1990","28","1,495","53","43.7","16.6","13","","7","15","","5","0.96","14","21","-7","-0.42","-0.28","22.4","18.3","+4.1","+0.24","+0.39",
"Aymeric Laporte","esESP","DF","Manchester City","engPremier League","23","1994","9","806","90","23.6","9.0","9","","8","0","","5","3.00","28","5","+23","+2.57","+0.64","18.0","4.0","+14.0","+1.56","+0.16",
"Aymeric Laporte","esESP","DF","Athletic Club","esLa Liga","23","1994","19","1,710","90","50.0","19.0","19","90","19","0","","0","1.32","23","22","+1","+0.05","+0.53","27.7","27.7","0.0","0.00","+0.03",
"Danilo Larangeira","brBRA","DF","Udinese","itSerie A","33","1984","32","2,775","87","81.1","30.8","32","","29","0","","1","1.16","38","50","-12","-0.39","+0.03","33.5","39.2","-5.7","-0.18","-0.13",
"Kevin Lasagna","itITA","FW","Udinese","itSerie A","24","1992","29","2,130","73","62.3","23.7","26","","13","3","","2","1.28","38","31","+7","+0.30","+1.83","30.4","27.3","+3.0","+0.13","+0.76",
"Jamaal Lascelles","engENG","DF","Newcastle Utd","engPremier League","23","1993","33","2,928","89","85.6","32.5","32","","31","1","","1","1.30","33","31","+2","+0.06","+1.89","37.2","41.6","-4.4","-0.14","+1.02",
"Paul Lasne","frFRA","MF","Montpellier","frLigue 1","28","1989","37","3,062","83","89.5","34.0","34","89","30","3","17","0","1.38","32","31","+1","+0.03","-0.47","37.3","35.6","+1.7","+0.05","-0.44",
"Borja Lasso","esESP","MF","Sevilla","esLa Liga","23","1994","1","53","53","1.5","0.6","1","53","0","0","","1","1.00","1","1","0","0.00","+0.24","1.5","1.3","+0.3","+0.50","+0.36",
"Francesco Latella","itITA","GK","Crotone","itSerie A","17","2000","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Toni Lato","esESP","DF,MF","Valencia","esLa Liga","19","1997","16","797","50","23.3","8.9","9","78","3","7","14","19","1.81","14","10","+4","+0.45","-0.34","13.2","12.5","+0.7","+0.08","-0.15",
"Emmanuel Latte Lath","ciCIV","FW","Atalanta","itSerie A","18","1999","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Danny Latza","deGER","MF","Mainz 05","deBundesliga","27","1989","29","2,352","81","76.9","26.1","27","","22","2","","0","1.00","25","35","-10","-0.38","+0.13","26.3","35.0","-8.7","-0.33","+0.15",
"Armand Lauriente","frFRA","FW,MF","Rennes","frLigue 1","18","1998","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Vincent Laurini","frFRA","DF","Fiorentina","itSerie A","28","1989","22","1,608","73","47.0","17.9","20","","10","2","","8","1.64","23","17","+6","+0.34","+0.24","23.7","19.8","+3.9","+0.22","-0.27",
"Wesley Lautoa","ncNCL","DF,MF","Dijon","frLigue 1","29","1987","10","622","62","18.2","6.9","8","76","6","2","7","2","1.30","9","11","-2","-0.29","+0.23","7.5","12.0","-4.5","-0.65","-0.08",
"Diego Laxalt","uyURU","DF","Genoa","itSerie A","24","1993","32","2,806","88","82.0","31.2","32","","28","0","","3","1.25","28","32","-4","-0.13","+0.75","35.6","34.1","+1.5","+0.05","+0.13",
"Miguel Layún","mxMEX","DF","Sevilla","esLa Liga","29","1988","16","1,184","74","34.6","13.2","11","90","11","5","39","1","1.50","17","25","-8","-0.61","-0.57","23.1","20.2","+2.9","+0.22","+0.13",
"Achraf Lazaar","maMAR","MF,DF","Benevento","itSerie A","25","1992","9","478","53","14.0","5.3","6","","3","3","","4","0.00","3","20","-17","-3.20","-2.16","3.2","16.1","-12.9","-2.43","-1.76",
"Valentino Lazaro","atAUT","MF,FW","Hertha BSC","deBundesliga","21","1996","26","1,864","72","60.9","20.7","19","","16","7","","0","1.31","29","26","+3","+0.14","+0.60","27.8","29.0","-1.2","-0.06","+0.23",
"Darko Lazović","rsSRB","DF,MF","Genoa","itSerie A","26","1990","21","1,242","59","36.3","13.8","12","","9","9","","15","1.05","15","20","-5","-0.36","-0.16","18.4","14.8","+3.6","+0.27","+0.38",
"Manuel Lazzari","itITA","DF","SPAL","itSerie A","23","1993","36","3,116","87","91.1","34.6","36","","31","0","","0","0.97","33","55","-22","-0.64","-1.23","31.8","53.0","-21.2","-0.61","-0.38",
"Mickaël Le Bihan","frFRA","FW,MF","Nice","frLigue 1","27","1990","7","107","15","3.1","1.2","0","","0","7","15","1","1.29","2","2","0","0.00","-0.03","2.3","1.0","+1.3","+1.13","+1.17",
"Florian Le Joncour","frFRA","DF","Caen","frLigue 1","22","1995","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Maxime Le Marchand","frFRA","DF","Nice","frLigue 1","27","1989","29","2,534","87","74.1","28.2","29","87","27","0","","2","1.48","43","40","+3","+0.11","+0.31","38.9","37.9","+1.0","+0.04","+0.17",
"James Lea Siliki","cmCMR","MF","Rennes","frLigue 1","21","1996","32","1,818","57","53.2","20.2","19","81","13","13","21","3","1.59","30","22","+8","+0.40","+0.51","26.3","26.3","0.0","0.00","-0.03",
"Leandrinho","brBRA","MF","Napoli","itSerie A","18","1998","0","","","","","0","","0","0","","11","","","","","","","","","","","",
"Jordan Leborgne","gpGLP","MF","Caen","frLigue 1","21","1995","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Mathew Leckie","auAUS","FW,MF","Hertha BSC","deBundesliga","26","1991","26","1,853","71","60.6","20.6","19","","15","7","","3","1.19","23","27","-4","-0.19","-0.27","21.7","25.7","-4.0","-0.19","-0.12",
"Benjamin Lecomte","frFRA","GK","Montpellier","frLigue 1","26","1991","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.34","36","33","+3","+0.08","","42.6","39.0","+3.6","+0.10","",
"Pierre Lees-Melou","frFRA","MF,FW","Nice","frLigue 1","24","1993","34","2,890","85","84.5","32.1","33","86","24","1","45","0","1.41","42","40","+2","+0.06","+0.23","39.8","41.3","-1.5","-0.05","-0.25",
"Adam Legzdins","engENG","GK","Burnley","engPremier League","30","1986","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Matthias Lehmann","deGER","MF","Köln","deBundesliga","34","1983","20","1,515","76","49.5","16.8","17","","10","3","","8","0.60","11","35","-24","-1.43","-0.78","20.2","36.3","-16.2","-0.96","-0.49",
"Lucas Leiva","brBRA","MF","Lazio","itSerie A","30","1987","36","2,882","80","84.3","32.0","35","","22","1","","0","1.89","78","46","+32","+1.00","-0.34","54.1","39.5","+14.6","+0.46","-0.42",
"Florian Lejeune","frFRA","DF","Newcastle Utd","engPremier League","26","1991","24","2,103","88","61.5","23.4","24","","23","0","","4","1.00","24","32","-8","-0.34","-0.34","23.5","32.0","-8.6","-0.37","-0.21",
"Jonathan Leko","engENG","FW,MF","West Brom","engPremier League","18","1999","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Iñigo Lekue","esESP","DF,FW","Athletic Club","esLa Liga","24","1993","32","2,111","66","61.7","23.5","22","87","19","10","20","6","1.31","24","30","-6","-0.26","-0.12","30.4","37.3","-6.9","-0.29","-0.72",
"Thomas Lemar","frFRA","MF,FW","Monaco","frLigue 1","21","1995","30","2,378","79","69.5","26.4","27","86","19","3","21","0","2.20","59","32","+27","+1.02","-0.10","46.8","32.2","+14.6","+0.55","+0.62",
