Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Guillaume Dietsch","frFRA","GK","Metz","frLigue 1","18","2001","0","","","","","0","","0","0","","3","","","","","","","","","","","",
"Lucas Digne","frFRA","DF","Everton","engPremier League","26","1993","35","3,030","87","88.6","33.7","35","87","30","0","","1","1.29","37","49","-12","-0.36","-0.36","42.1","42.3","-0.2","-0.01","-0.63",
"Mitchell Dijks","nlNED","DF","Bologna","itSerie A","26","1993","13","1,006","77","29.4","11.2","12","82","9","1","26","0","1.46","18","19","-1","-0.09","+0.36","18.1","15.1","+3.0","+0.27","+0.31",
"Javairô Dilrosun","nlNED","MF,FW","Hertha BSC","deBundesliga","21","1998","23","1,309","57","42.8","14.5","16","73","6","7","21","3","1.39","17","21","-4","-0.28","+0.08","15.4","22.2","-6.8","-0.46","-0.22",
"Federico Dimarco","itITA","DF","Hellas Verona","itSerie A","21","1997","13","521","40","15.2","5.8","5","72","2","8","20","5","1.23","8","11","-3","-0.52","-0.49","8.7","9.0","-0.3","-0.05","+0.04",
"Federico Dimarco","itITA","DF","Inter","itSerie A","21","1997","3","27","9","0.8","0.3","0","","0","3","9","18","2.33","0","0","0","0.00","-1.19","0.2","0.4","-0.2","-0.62","-1.38",
"Tristan Dingomé","cmCMR","MF","Reims","frLigue 1","28","1991","15","892","59","35.4","9.9","12","70","1","3","16","2","1.67","9","6","+3","+0.30","+0.19","12.4","7.8","+4.6","+0.46","+0.60",
"Lois Diony","frFRA","FW","Saint-Étienne","frLigue 1","26","1992","12","666","56","26.4","7.4","8","70","1","4","26","4","0.67","5","8","-3","-0.41","+0.23","7.3","7.6","-0.3","-0.04","+0.31",
"Issa Diop","frFRA","DF","West Ham","engPremier League","22","1997","32","2,766","86","80.9","30.7","31","89","30","1","3","4","1.03","39","54","-15","-0.49","-0.76","41.1","53.0","-11.9","-0.39","+0.08",
"Papakouli Diop","snSEN","MF","Eibar","esLa Liga","33","1986","30","2,253","75","65.9","25.0","25","86","17","5","21","3","1.07","23","42","-19","-0.76","-0.91","25.5","36.9","-11.4","-0.46","-0.49",
"Yehvann Diouf","snSEN","GK","Reims","frLigue 1","19","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Assane Dioussé","snSEN","MF","Saint-Étienne","frLigue 1","21","1997","4","120","30","4.8","1.3","1","93","1","3","9","5","2.00","2","2","0","0.00","+0.60","2.1","1.8","+0.3","+0.26","+0.55",
"Axel Disasi","frFRA","DF","Reims","frLigue 1","21","1998","27","2,430","90","96.4","27.0","27","90","27","0","","0","1.41","25","21","+4","+0.15","-0.85","29.0","27.1","+1.8","+0.07","-0.24",
"Tiago Djaló","ptPOR","DF","Lille","frLigue 1","19","2000","8","661","83","26.2","7.3","8","83","5","0","","13","1.13","9","7","+2","+0.27","-0.02","8.3","8.2","+0.1","+0.01","-0.41",
"Djené","tgTOG","DF","Getafe","esLa Liga","27","1991","34","3,060","90","89.5","34.0","34","90","34","0","","0","1.38","37","34","+3","+0.09","-0.66","35.5","37.7","-2.1","-0.06","-0.64",
"Moussa Djenepo","mlMLI","MF,DF","Southampton","engPremier League","21","1998","18","928","52","27.1","10.3","10","74","4","8","23","3","1.28","15","13","+2","+0.19","+0.59","17.9","12.2","+5.6","+0.55","+0.63",
"Koffi Djidji","ciCIV","DF","Torino","itSerie A","26","1992","17","851","50","24.9","9.5","9","81","5","8","15","18","1.18","10","22","-12","-1.27","-0.92","9.9","20.2","-10.2","-1.08","-0.88",
"Alexander Djiku","ghGHA","DF,MF","Strasbourg","frLigue 1","24","1994","25","2,064","83","84.9","22.9","23","88","22","2","19","1","1.52","29","24","+5","+0.22","+1.45","30.5","27.2","+3.3","+0.14","+0.46",
"Berat Djimsiti","alALB","DF","Atalanta","itSerie A","26","1993","34","2,783","82","81.4","30.9","32","84","24","2","45","3","2.00","77","38","+39","+1.26","-0.29","66.1","31.6","+34.5","+1.12","+0.03",
"Naïs Djouahra","frFRA","FW","Real Sociedad","esLa Liga","19","1999","2","29","15","0.8","0.3","0","","0","2","15","8","0.00","1","1","0","0.00","-0.21","0.6","0.2","+0.4","+1.23","+1.09",
"Marko Dmitrović","rsSRB","GK","Eibar","esLa Liga","27","1992","35","3,150","90","92.1","35.0","35","90","35","0","","3","1.03","33","51","-18","-0.51","-0.85","36.0","47.0","-11.0","-0.31","-0.30",
"Mihai Dobre","roROU","FW,MF","Bournemouth","engPremier League","20","1998","0","","","","","0","","0","0","","2","","","","","","","","","","","",
"Matt Doherty","ieIRL","MF,DF","Wolves","engPremier League","27","1992","36","2,839","79","83.0","31.5","32","85","26","4","31","1","1.64","45","31","+14","+0.44","+0.91","46.9","29.5","+17.4","+0.55","+0.76",
"Kasper Dolberg","dkDEN","FW","Nice","frLigue 1","21","1997","23","1,888","82","74.9","21.0","22","85","14","1","16","0","1.39","32","27","+5","+0.24","+0.52","26.1","32.7","-6.6","-0.31","-0.08",
"Keagan Dolly","zaRSA","MF","Montpellier","frLigue 1","26","1993","6","148","25","5.9","1.6","1","95","1","5","11","4","1.17","0","2","-2","-1.22","-1.33","2.6","1.3","+1.3","+0.80","+0.83",
"Jaume Doménech","esESP","GK","Valencia","esLa Liga","28","1990","15","1,324","88","38.7","14.7","14","90","14","1","64","23","1.27","19","23","-4","-0.27","-0.14","17.0","22.1","-5.1","-0.35","-0.02",
"Iago Domínguez","esESP","GK","Celta Vigo","esLa Liga","17","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Nicolás Domínguez","arARG","MF","Bologna","itSerie A","21","1998","16","699","44","20.4","7.8","7","74","1","9","20","4","0.94","8","11","-3","-0.39","-0.06","8.0","10.6","-2.7","-0.34","-0.50",
"Giulio Donati","itITA","DF","Lecce","itSerie A","29","1990","20","1,760","88","51.5","19.6","20","88","18","0","","1","1.00","28","45","-17","-0.87","0.00","29.6","42.2","-12.6","-0.65","+0.34",
"Ji Dong-won","krKOR","FW,MF","Mainz 05","deBundesliga","28","1991","4","102","26","3.3","1.1","1","55","0","3","16","9","1.25","0","2","-2","-1.76","-1.19","0.6","1.8","-1.2","-1.09","-0.78",
"Anastasios Donis","grGRE","FW","Reims","frLigue 1","22","1996","15","609","41","24.2","6.8","6","66","0","9","23","4","1.33","5","5","0","0.00","-0.24","8.5","6.2","+2.3","+0.33","+0.34",
"Alfredo Donnarumma","itITA","FW","Brescia","itSerie A","28","1990","31","1,684","54","49.2","18.7","20","75","9","11","17","4","0.71","19","43","-24","-1.28","-0.25","21.8","34.7","-12.9","-0.69","+0.26",
"Antonio Donnarumma","itITA","GK","Milan","itSerie A","29","1990","0","","","0.0","0.0","0","","0","0","","36","0.00","1","2","-1","","","","","","","",
"Gianluigi Donnarumma","itITA","GK","Milan","itSerie A","20","1999","36","3,201","89","93.6","35.6","36","89","35","0","","0","1.75","59","42","+17","+0.48","+0.48","59.1","39.9","+19.2","+0.54","+1.17",
"Mathieu Dossevi","tgTOG","MF,FW","Toulouse","frLigue 1","31","1988","26","1,751","67","69.5","19.5","20","80","7","6","26","0","0.50","16","36","-20","-1.03","+0.84","22.2","30.4","-8.2","-0.42","+0.24",
"Bas Dost","nlNED","FW","Eint Frankfurt","deBundesliga","30","1989","24","1,475","61","48.2","16.4","16","81","8","8","23","0","1.50","31","26","+5","+0.31","+0.65","30.9","23.4","+7.5","+0.46","+0.34",
"Abdoulaye Doucouré","mlMLI","MF","Watford","engPremier League","26","1993","37","3,156","85","92.3","35.1","36","86","25","1","45","0","0.89","33","61","-28","-0.80","-0.80","45.3","52.0","-6.7","-0.19","+0.68",
"Mamadou Doucouré","frFRA","MF","Gladbach","deBundesliga","21","1998","2","2","1","0.1","0.0","0","","0","2","1","6","3.00","0","0","0","0.00","-0.77","0.0","0.0","0.0","0.00","-0.77",
"Moussa Doumbia","mlMLI","FW,MF","Reims","frLigue 1","24","1994","26","1,718","66","68.2","19.1","22","75","3","4","15","0","1.50","15","13","+2","+0.10","-0.23","20.4","18.5","+1.9","+0.10","+0.07",
"Souleyman Doumbia","ciCIV","DF","Angers","frLigue 1","22","1996","5","450","90","17.9","5.0","5","90","5","0","","1","1.80","4","2","+2","+0.40","+0.70","3.9","4.9","-1.0","-0.20","-0.28",
"Souleyman Doumbia","ciCIV","DF","Rennes","frLigue 1","22","1996","1","90","90","3.6","1.0","1","90","1","0","","1","3.00","1","0","+1","+1.00","+0.52","0.9","0.7","+0.3","+0.26","+0.02",
"Tommy Doyle","engENG","MF","Manchester City","engPremier League","17","2001","1","16","16","0.5","0.2","0","","0","1","16","5","3.00","1","0","+1","+5.63","+3.88","0.4","0.1","+0.4","+2.11","+0.65",
"Mohamed Dräger","tnTUN","DF","Paderborn 07","deBundesliga","23","1996","18","1,455","81","47.5","16.2","16","85","10","2","47","15","0.33","17","42","-25","-1.55","-0.87","17.2","34.9","-17.7","-1.09","-0.51",
"Aleksandar Dragović","atAUT","DF","Leverkusen","deBundesliga","28","1991","15","1,029","69","33.6","11.4","10","85","7","5","35","17","1.87","18","17","+1","+0.09","-0.62","19.9","17.0","+2.9","+0.25","+0.03",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","21","1997","31","2,790","90","81.6","31.0","31","90","31","0","","2","1.06","36","43","-7","-0.23","-1.65","41.3","39.3","+2.0","+0.07","-0.32",
"Julian Draxler","deGER","MF","Paris S-G","frLigue 1","25","1993","11","686","62","28.2","7.6","7","83","4","4","26","6","2.27","20","10","+10","+1.31","-0.80","18.3","7.7","+10.6","+1.38","-0.71",
"Dominick Drexler","deGER","MF,FW","Köln","deBundesliga","29","1990","27","1,587","59","51.9","17.6","18","78","11","9","21","4","1.04","19","40","-21","-1.19","-1.37","23.5","30.1","-6.5","-0.37","-0.50",
"Matthieu Dreyer","frFRA","GK","Amiens","frLigue 1","30","1989","0","","","","","0","","0","0","","28","","","","","","","","","","","",
"Danny Drinkwater","engENG","MF","Aston Villa","engPremier League","29","1990","4","259","65","7.6","2.9","4","65","0","0","","3","1.00","2","9","-7","-2.43","-1.89","2.3","7.3","-4.9","-1.72","-1.19",
"Danny Drinkwater","engENG","MF","Burnley","engPremier League","29","1990","1","58","58","1.7","0.6","1","58","0","0","","8","0.00","0","2","-2","-3.10","-2.97","0.2","2.0","-1.8","-2.85","-2.84",
"Anthony Driscoll-Glennon","engENG","DF,MF","Burnley","engPremier League","19","1999","0","","","","","0","","0","0","","6","","","","","","","","","","","",
"Josip Drmić","chSUI","FW","Norwich City","engPremier League","26","1992","21","647","31","18.9","7.2","5","73","1","16","18","4","0.43","1","11","-10","-1.39","-0.13","7.2","10.8","-3.7","-0.51","+0.33",
"Domingos Duarte","ptPOR","DF","Granada","esLa Liga","24","1995","36","3,087","86","90.3","34.3","34","89","32","2","39","1","1.47","46","40","+6","+0.17","-0.10","37.8","38.9","-1.1","-0.03","-0.95",
"Léo Duarte","brBRA","DF","Milan","itSerie A","23","1996","6","405","68","11.8","4.5","4","90","4","2","23","9","1.50","5","6","-1","-0.22","-0.76","5.3","5.6","-0.2","-0.06","-0.59",
"Óscar Duarte","crCRC","DF","Levante","esLa Liga","30","1989","8","485","61","14.2","5.4","5","85","3","3","20","18","1.50","6","13","-7","-1.30","-1.33","7.5","11.7","-4.3","-0.79","-0.47",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","23","1995","31","2,663","86","77.9","29.6","30","88","28","1","29","1","1.13","32","37","-5","-0.17","+2.21","34.6","38.9","-4.3","-0.15","+1.54",
"Augustas Dubickas","ltLTU","MF","Lecce","itSerie A","18","2001","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Edgaras Dubickas","ltLTU","DF","Lecce","itSerie A","21","1998","1","3","3","0.1","0.0","0","","0","1","3","14","1.00","1","0","+1","+30.00","+30.90","0.8","0.0","+0.8","+24.09","+24.92",
"Leo Dubois","frFRA","DF","Lyon","frLigue 1","24","1994","16","1,346","84","53.4","15.0","15","89","14","1","17","0","1.63","24","12","+12","+0.80","+0.57","19.4","14.3","+5.1","+0.35","-0.07",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","30","1989","38","3,420","90","100.0","38.0","38","90","38","0","","0","1.16","38","58","-20","-0.53","","35.5","65.6","-30.1","-0.79","",
"Ondrej Duda","skSVK","MF","Norwich City","engPremier League","24","1994","10","724","72","21.2","8.0","9","79","3","1","11","3","0.70","3","9","-6","-0.75","+0.69","9.6","12.0","-2.4","-0.30","+0.61",
"Ondrej Duda","skSVK","MF","Hertha BSC","deBundesliga","24","1994","7","447","64","14.6","5.0","6","67","1","1","45","6","0.71","6","8","-2","-0.40","-0.09","7.3","8.1","-0.9","-0.17","+0.19",
"Shane Duffy","ieIRL","DF","Brighton","engPremier League","27","1992","19","1,238","65","36.2","13.8","12","90","12","7","23","13","1.16","13","18","-5","-0.36","+0.05","14.6","18.5","-3.9","-0.29","-0.06",
"Unai Dufur","esESP","DF","Eibar","esLa Liga","20","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Haris Duljević","baBIH","FW,MF","Nîmes","frLigue 1","25","1993","14","520","37","20.6","5.8","5","70","1","9","19","3","0.71","9","11","-2","-0.35","+0.24","7.5","8.5","-1.0","-0.17","+0.26",
"Taylan Duman","deGER","MF","Dortmund","deBundesliga","22","1997","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Luka Dumancic","hrCRO","DF","Lecce","itSerie A","20","1998","0","","","","","0","","0","0","","4","","","","","","","","","","","",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","27","1991","16","1,228","77","35.9","13.6","14","82","11","2","38","3","1.38","14","20","-6","-0.44","+0.14","10.7","21.0","-10.4","-0.76","+0.05",
"Alfred Duncan","ghGHA","MF","Fiorentina","itSerie A","26","1993","13","887","68","25.9","9.9","10","80","5","3","29","1","1.77","19","6","+13","+1.32","+1.67","17.0","11.3","+5.7","+0.57","+0.61",
"Alfred Duncan","ghGHA","MF","Sassuolo","itSerie A","26","1993","13","843","65","24.6","9.4","10","80","4","3","15","5","1.08","19","20","-1","-0.11","-0.35","11.5","16.7","-5.3","-0.56","-0.43",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","27","1991","36","3,230","90","94.4","35.9","36","90","35","0","","0","1.14","38","50","-12","-0.33","+1.09","43.8","50.4","-6.6","-0.18","+1.21",
"Jimmy Dunne","ieIRL","DF","Burnley","engPremier League","21","1997","0","","","","","0","","0","0","","9","","","","","","","","","","","",
"Erik Durm","deGER","DF,FW","Eint Frankfurt","deBundesliga","27","1992","9","511","57","16.7","5.7","6","80","2","3","10","20","0.56","5","7","-2","-0.35","-0.39","7.7","7.3","+0.3","+0.06","-0.27",
"Riza Durmisi","dkDEN","DF,MF","Nice","frLigue 1","25","1994","4","160","40","6.3","1.8","2","71","0","2","9","3","1.50","1","3","-2","-1.13","-1.32","0.9","2.8","-2.0","-1.11","-0.87",
"Hugo Duro","esESP","FW,MF","Getafe","esLa Liga","19","1999","12","378","32","11.1","4.2","4","70","0","8","12","5","1.25","3","8","-5","-1.19","-1.52","4.7","6.4","-1.7","-0.39","-0.45",
"Jean-Kevin Duverne","htHAI","DF","Brest","frLigue 1","22","1997","14","1,178","84","46.7","13.1","13","90","13","1","7","6","1.36","18","18","0","0.00","+0.20","17.2","17.9","-0.7","-0.05","+0.89",
"Paulo Dybala","arARG","FW,MF","Juventus","itSerie A","25","1993","33","2,155","65","63.0","23.9","25","77","7","8","28","2","2.39","51","22","+29","+1.21","+0.93","45.1","24.8","+20.4","+0.85","+0.44",
"Edin Džeko","baBIH","FW","Roma","itSerie A","33","1986","35","2,854","82","83.5","31.7","31","89","27","4","25","3","1.74","60","43","+17","+0.54","-0.90","63.1","41.6","+21.5","+0.68","+0.30",
"Blerim Džemaili","chSUI","MF","Bologna","itSerie A","33","1986","14","698","50","20.4","7.8","8","76","4","6","15","4","1.29","13","18","-5","-0.64","-0.38","9.7","13.2","-3.4","-0.44","-0.62",
"Jake Eastwood","engENG","GK","Sheffield Utd","engPremier League","22","1996","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Bruno Ecuele Manga","gaGAB","DF","Dijon","frLigue 1","31","1988","28","2,520","90","100.0","28.0","28","90","28","0","","0","1.07","27","37","-10","-0.36","","30.5","38.4","-8.0","-0.28","",
"Simone Edera","itITA","MF,FW","Torino","itSerie A","22","1997","13","398","31","11.6","4.4","4","67","0","9","15","13","0.85","3","12","-9","-2.04","-1.65","5.3","6.9","-1.6","-0.35","+0.08",
"Ederson","brBRA","GK","Manchester City","engPremier League","25","1993","35","3,071","88","89.8","34.1","35","88","34","0","","0","2.14","95","28","+67","+1.96","+1.96","86.6","30.5","+56.1","+1.64","+1.73",
"John Egan","ieIRL","DF","Sheffield Utd","engPremier League","26","1992","36","3,187","89","93.2","35.4","36","89","34","0","","0","1.47","36","30","+6","+0.17","+2.49","40.8","45.8","-5.0","-0.14","+0.98",
"Johannes Eggestein","deGER","MF,FW","Werder Bremen","deBundesliga","21","1998","14","510","36","16.7","5.7","4","78","1","10","20","10","0.43","5","13","-8","-1.41","-0.74","8.1","8.7","-0.6","-0.10","+0.44",
"Maximilian Eggestein","deGER","MF","Werder Bremen","deBundesliga","22","1996","32","2,855","89","93.3","31.7","32","89","31","0","","0","0.88","40","65","-25","-0.79","+0.09","36.6","51.8","-15.2","-0.48","-0.12",
"Kingsley Ehizibue","nlNED","DF","Köln","deBundesliga","24","1995","31","2,329","75","76.1","25.9","29","78","18","2","27","1","1.06","36","46","-10","-0.39","+0.60","34.9","36.3","-1.4","-0.05","+0.32",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","30","1989","32","2,385","75","69.7","26.5","27","84","21","5","24","1","1.28","37","40","-3","-0.11","+1.10","34.9","33.2","+1.7","+0.07","+0.63",
"Chinedu Ekene","deGER","FW","Hoffenheim","deBundesliga","20","1999","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Rob Elliot","ieIRL","GK","Newcastle Utd","engPremier League","33","1986","0","","","","","0","","0","0","","1","","","","","","","","","","","",
"Harvey Elliott","engENG","DF","Liverpool","engPremier League","16","2003","2","8","4","0.2","0.1","0","","0","2","4","10","3.00","0","0","0","0.00","-1.37","0.2","0.0","+0.2","+1.90","+1.08",
"Elif Elmas","mkMKD","MF","Napoli","itSerie A","19","1999","26","1,134","44","33.2","12.6","12","77","4","14","15","11","2.04","25","16","+9","+0.71","+0.64","18.3","13.3","+5.0","+0.40","-0.07",
"Ilay Elmkies","ilISR","MF","Hoffenheim","deBundesliga","19","2000","1","1","1","0.0","0.0","0","","0","1","1","2","0.00","0","0","0","0.00","0.00","0.1","0.0","0.0","+2.90","+3.00",
"Ahmed Elmohamady","egEGY","DF","Aston Villa","engPremier League","31","1987","18","1,031","57","30.1","11.5","11","81","9","7","19","14","0.89","11","28","-17","-1.48","-1.14","12.4","24.5","-12.1","-1.06","-0.63",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","25","1994","22","1,510","69","44.2","16.8","17","83","13","5","21","0","1.41","27","21","+6","+0.36","+0.26","22.3","17.4","+4.9","+0.29","+0.25",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","22","1996","32","2,618","82","85.6","29.1","30","85","25","2","35","0","1.94","57","34","+23","+0.79","+0.18","62.4","38.3","+24.1","+0.83","+0.43",
"Rodrigo Ely","brBRA","DF","Alavés","esLa Liga","25","1993","25","2,121","85","62.0","23.6","24","87","19","1","45","5","1.00","18","32","-14","-0.59","+0.17","22.9","33.4","-10.6","-0.45","+0.10",
"Adri Embarba","esESP","MF,FW","Espanyol","esLa Liga","27","1992","18","1,371","76","40.1","15.2","17","79","6","1","34","0","0.61","11","18","-7","-0.46","+0.59","14.8","18.6","-3.8","-0.25","+0.13",
"Breel Embolo","chSUI","FW,MF","Gladbach","deBundesliga","22","1997","28","1,550","55","50.7","17.2","17","76","5","11","24","1","1.86","35","19","+16","+0.93","+0.33","35.9","22.8","+13.1","+0.76","-0.01",
"Emerson","brBRA","DF","Betis","esLa Liga","20","1999","33","2,839","86","83.0","31.5","32","88","29","1","21","1","1.12","39","49","-10","-0.32","-0.01","40.1","46.0","-5.8","-0.19","-0.51",
"Renaud Emond","beBEL","FW","Nantes","frLigue 1","27","1991","6","292","49","11.6","3.2","3","71","1","3","26","0","0.67","5","3","+2","+0.62","+0.82","3.1","3.4","-0.3","-0.09","-0.05",
