Name, Nation, Position, Club, League, Age, YearBorn,MP,Mins,Mn/MP,Min%, 90s,Starts,Mn/Start,CompleteMatches,Subs,Mn/Sub, unusedSub, PointsPerMatch, GoalsScoredOnPitch,GoalsAllowedOnPitch,Scored-Allowed, Scored-Allowed90,gOnOffPlusMinus90,XgGoalsScoredOnPitch,XgGoalsAllowedOnPitch,XgScored-Allowed, XgScored-Allowed90, XgOnOffPlusMinus90
"Hugo Sotelo","esESP","MF","Celta Vigo","esLa Liga","21-346","2003","11","711","65","60.8","7.9","8","78","4","3","29","2","1.09","12","11","+1","+0.13","+0.71","10.0","11.9","-1.9","-0.24","-0.28",
"Federico Valverde","uyURU","MF,DF","Real Madrid","esLa Liga","27-131","1998","13","1,022","79","87.4","11.4","11","86","8","2","40","0","2.46","26","11","+15","+1.32","+0.71","26.1","13.1","+13.0","+1.15","-0.88",
"Antony","brBRA","FW","Betis","esLa Liga","25-279","2000","9","767","85","65.6","8.5","9","85","5","0","","0","1.78","16","10","+6","+0.70","+0.70","13.2","8.7","+4.4","+0.52","+0.38",
"Óscar Mingueza","esESP","MF,DF","Celta Vigo","esLa Liga","26-201","1999","12","695","58","59.4","7.7","8","74","5","4","26","1","1.25","12","11","+1","+0.13","+0.70","11.8","10.9","+0.9","+0.12","+0.62",
"Tim Iroegbunam","engENG","MF","Everton","engPremier League","22-153","2003","10","396","40","33.8","4.4","5","63","0","5","16","3","1.70","5","4","+1","+0.23","+0.69","5.9","6.7","-0.8","-0.19","+0.03",
"Moustapha Mbow","snSEN","DF","Paris FC","frLigue 1","25-267","2000","13","1,170","90","92.9","13.0","13","90","13","0","","1","1.15","20","24","-4","-0.31","+0.69","19.1","20.3","-1.2","-0.09","+1.02",
"Éder Militão","brBRA","DF","Real Madrid","esLa Liga","27-316","1998","10","810","81","69.2","9.0","9","85","8","1","45","2","2.50","19","6","+13","+1.44","+0.69","20.1","9.2","+11.0","+1.22","-0.13",
"Nicola Zalewski","plPOL","DF","Atalanta","itSerie A","23-311","2002","8","450","56","41.7","5.0","6","69","2","2","19","2","1.13","6","4","+2","+0.40","+0.69","6.0","2.5","+3.5","+0.69","+0.66",
"Lucas Da Cunha","frFRA","MF","Como","itSerie A","24-174","2001","11","785","71","67.1","8.7","8","83","4","3","41","2","1.82","15","5","+10","+1.15","+0.68","11.9","9.3","+2.6","+0.30","-0.24",
"Karl Etta Eyong","cmCMR","FW","Levante","esLa Liga","22-047","2003","11","883","80","70.1","9.8","11","80","5","0","","0","0.82","12","17","-5","-0.51","+0.68","13.3","17.3","-4.0","-0.41","+0.11",
"Billy Gilmour","sctSCO","MF","Napoli","itSerie A","24-172","2001","9","413","46","38.2","4.6","5","71","2","4","15","1","2.11","7","2","+5","+1.09","+0.68","5.9","7.0","-1.1","-0.24","-0.82",
"Mandela Keita","beBEL","MF","Parma","itSerie A","23-204","2002","12","938","78","80.2","10.4","11","85","8","1","6","0","0.92","7","12","-5","-0.48","+0.68","7.9","12.6","-4.7","-0.45","-0.77",
"Noah Okafor","chSUI","FW,MF","Leeds United","engPremier League","25-190","2000","10","605","61","51.7","6.7","8","71","1","2","17","1","0.70","10","14","-4","-0.60","+0.68","8.0","10.4","-2.4","-0.35","-0.27",
"Arthur","brBRA","DF","Leverkusen","deBundesliga","22-258","2003","6","405","68","37.5","4.5","5","72","3","1","45","2","2.00","13","7","+6","+1.33","+0.67","10.0","5.0","+5.0","+1.10","+0.92",
"Franck Honorat","frFRA","FW,MF","Gladbach","deBundesliga","29-111","1996","9","677","75","62.7","7.5","8","81","3","1","31","0","1.22","8","8","0","0.00","+0.67","11.9","9.2","+2.7","+0.36","+1.22",
"Jens Odgaard","dkDEN","MF","Bologna","itSerie A","26-244","1999","10","499","50","46.2","5.5","6","71","1","4","18","1","2.00","11","3","+8","+1.44","+0.67","7.2","3.9","+3.4","+0.61","+0.39",
"Luca Pellegrini","itITA","DF","Lazio","itSerie A","26-268","1999","10","455","46","38.9","5.1","4","71","0","6","29","1","1.60","6","2","+4","+0.79","+0.67","6.1","6.5","-0.3","-0.07","+0.33",
"Valentín Castellanos","arARG","FW","Lazio","itSerie A","27-058","1998","7","457","65","39.1","5.1","5","80","2","2","29","0","1.00","9","5","+4","+0.79","+0.66","6.3","6.6","-0.2","-0.04","+0.37",
"Kevin Diks","idIDN","DF","Gladbach","deBundesliga","29-055","1996","12","973","81","90.1","10.8","11","87","10","1","14","0","1.08","16","18","-2","-0.18","+0.66","15.5","17.3","-1.8","-0.16","-0.70",
"Ismaël Doukouré","frFRA","DF,MF","Strasbourg","frLigue 1","22-129","2003","8","650","81","55.6","7.2","8","81","5","0","","0","1.63","15","9","+6","+0.83","+0.66","14.1","9.8","+4.3","+0.59","+0.19",
"Dimitris Giannoulis","grGRE","DF,MF","Augsburg","deBundesliga","30-044","1995","10","703","70","65.1","7.8","9","75","3","1","32","0","1.00","12","18","-6","-0.77","+0.66","10.4","14.5","-4.1","-0.53","+0.68",
"Crysencio Summerville","nlNED","FW,MF","West Ham","engPremier League","24-031","2001","9","640","71","59.3","7.1","8","79","2","1","9","0","1.11","9","13","-4","-0.56","+0.66","7.8","10.7","-2.9","-0.41","+0.48",
"Vitinha","ptPOR","MF","Paris S-G","frLigue 1","25-290","2000","13","947","73","75.2","10.5","11","79","8","2","39","1","2.23","20","7","+13","+1.24","+0.66","18.8","9.0","+9.9","+0.94","+0.41",
"Conor Gallagher","engENG","MF","Atlético Madrid","esLa Liga","25-297","2000","14","463","33","36.7","5.1","3","72","1","11","22","0","2.21","11","3","+8","+1.56","+0.65","10.7","6.0","+4.7","+0.92","+0.11",
"Mbwana Samatta","tzTAN","FW","Le Havre","frLigue 1","32-342","1992","8","513","64","43.8","5.7","7","69","1","1","33","0","1.00","7","8","-1","-0.18","+0.65","8.0","6.6","+1.4","+0.25","+0.66",
"Alessandro Deiola","itITA","MF,DF","Cagliari","itSerie A","30-121","1995","8","598","75","51.1","6.6","7","80","3","1","37","1","1.13","8","9","-1","-0.15","+0.64","5.9","10.4","-4.6","-0.69","-0.11",
"Juan Foyth","arARG","DF","Villarreal","esLa Liga","27-322","1998","7","540","77","46.2","6.0","7","77","4","0","","2","2.29","13","4","+9","+1.50","+0.64","12.4","6.1","+6.3","+1.06","+0.83",
"Marc Guéhi","engENG","DF","Crystal Palace","engPremier League","25-140","2000","11","990","90","91.7","11.0","11","90","11","0","","0","1.73","16","9","+7","+0.64","+0.64","19.5","14.0","+5.5","+0.50","+0.13",
"Isaac Romero","esESP","FW","Sevilla","esLa Liga","25-196","2000","10","627","63","53.6","7.0","8","75","1","2","14","1","1.30","10","9","+1","+0.14","+0.64","5.9","9.0","-3.1","-0.44","+0.59",
"Fikayo Tomori","engENG","DF","Milan","itSerie A","27-346","1997","11","864","79","73.8","9.6","10","86","8","1","1","2","2.36","14","5","+9","+0.94","+0.64","12.7","9.2","+3.6","+0.37","-0.17",
"Santiago Mouriño","uyURU","DF","Villarreal","esLa Liga","23-290","2002","9","796","88","68.0","8.8","9","88","8","0","","2","2.11","18","6","+12","+1.36","+0.63","15.9","9.6","+6.3","+0.71","+0.32",
"Kristian Thorstvedt","noNOR","MF","Sassuolo","itSerie A","26-262","1999","11","680","62","58.1","7.6","7","83","5","4","25","0","1.55","11","9","+2","+0.26","+0.63","9.9","9.2","+0.7","+0.09","+0.90",
"Fares Chaïbi","dzALG","MF","Eint Frankfurt","deBundesliga","23-002","2002","10","730","73","73.7","8.1","9","78","5","1","26","1","1.90","23","18","+5","+0.62","+0.62","13.7","9.6","+4.1","+0.51","+0.30",
"Jean-Philippe Mateta","frFRA","FW","Crystal Palace","engPremier League","28-155","1997","12","1,018","85","94.3","11.3","12","85","7","0","","0","1.67","14","7","+7","+0.62","+0.62","18.8","11.6","+7.2","+0.64","+2.59",
"Ibrahim Sangaré","ciCIV","MF","Nott'ham Forest","engPremier League","27-363","1997","9","591","66","54.7","6.6","7","82","3","2","8","3","1.33","8","10","-2","-0.30","+0.62","8.7","9.7","-1.0","-0.16","+0.28",
"Bryan Zaragoza","esESP","FW,MF","Celta Vigo","esLa Liga","24-082","2001","12","597","50","51.0","6.6","6","75","1","6","24","1","1.25","9","8","+1","+0.15","+0.62","9.7","9.2","+0.5","+0.08","+0.43",
"Sekou Mara","frFRA","FW","Auxerre","frLigue 1","23-123","2002","10","535","54","42.5","5.9","6","71","1","4","27","0","0.60","4","7","-3","-0.50","+0.61","7.7","8.2","-0.5","-0.08","+0.61",
"Khalis Merah","frFRA","MF,FW","Lyon","frLigue 1","18-279","2007","8","444","56","37.9","4.9","6","67","0","2","21","5","2.00","5","2","+3","+0.61","+0.61","6.0","5.5","+0.6","+0.12","-0.44",
"Tosin Adarabioyo","engENG","DF","Chelsea","engPremier League","28-067","1997","8","471","59","43.6","5.2","4","90","4","4","28","1","2.00","13","6","+7","+1.34","+0.60","9.8","5.6","+4.2","+0.80","+0.20",
"Kévin Danois","frFRA","MF","Auxerre","frLigue 1","21-155","2004","13","1,062","82","84.3","11.8","12","87","9","1","22","1","0.69","7","16","-9","-0.76","+0.60","12.3","15.9","-3.6","-0.30","+0.82",
"Maximilian Mittelstädt","deGER","DF","Stuttgart","deBundesliga","28-257","1997","10","744","74","75.2","8.3","9","79","3","1","30","0","1.90","13","8","+5","+0.60","+0.60","11.5","9.9","+1.6","+0.19","+0.14",
"Nayef Aguerd","maMAR","DF","Marseille","frLigue 1","29-245","1996","9","783","87","62.1","8.7","9","87","7","0","","1","2.22","23","8","+15","+1.72","+0.59","18.7","7.1","+11.5","+1.33","+1.04",
"Dimitri Foulquier","frFRA","DF","Valencia","esLa Liga","32-252","1993","8","636","80","54.4","7.1","7","90","7","1","6","1","1.38","9","12","-3","-0.42","+0.59","7.8","10.3","-2.5","-0.35","+0.10",
"Chris Richards","usUSA","DF","Crystal Palace","engPremier League","25-247","2000","12","1,072","89","99.3","11.9","12","89","11","0","","0","1.67","16","9","+7","+0.59","+0.59","20.2","14.4","+5.8","+0.49","-0.35",
"Bernardo Silva","ptPOR","MF","Manchester City","engPremier League","31-112","1994","13","808","62","69.1","9.0","9","80","2","4","23","0","1.92","20","8","+12","+1.34","+0.59","18.3","9.8","+8.5","+0.94","+0.50",
"Junior Diaz","ciCIV","DF","Brest","frLigue 1","22-130","2003","7","559","80","47.8","6.2","6","90","6","1","19","6","1.00","8","9","-1","-0.16","+0.58","10.8","10.5","+0.3","+0.05","-0.01",
"Álex Jiménez","esESP","DF","Bournemouth","engPremier League","20-206","2005","9","457","51","39.1","5.1","5","68","1","4","29","1","1.44","11","10","+1","+0.20","+0.58","7.6","8.2","-0.6","-0.11","-0.40",
"Théo Le Bris","frFRA","DF","Lorient","frLigue 1","23-060","2002","12","669","56","57.2","7.4","7","83","3","5","18","1","0.92","8","13","-5","-0.67","+0.58","9.8","8.4","+1.4","+0.18","+1.08",
"Tyrick Mitchell","engENG","DF,MF","Crystal Palace","engPremier League","26-090","1999","12","1,079","90","99.9","12.0","12","90","11","0","","0","1.67","16","9","+7","+0.58","+0.58","20.2","14.4","+5.9","+0.49","+0.49",
"Daniel Muñoz","coCOL","DF,MF","Crystal Palace","engPremier League","29-188","1996","12","1,079","90","99.9","12.0","12","90","11","0","","0","1.67","16","9","+7","+0.58","+0.58","20.2","14.4","+5.9","+0.49","+0.49",
"Sam Beukema","nlNED","DF","Napoli","itSerie A","27-013","1998","6","451","75","41.8","5.0","5","90","5","1","1","6","2.50","11","6","+5","+1.00","+0.57","8.8","7.4","+1.4","+0.28","+0.02",
"Emanuel Emegha","nlNED","FW","Strasbourg","frLigue 1","22-300","2003","6","392","65","33.5","4.4","4","79","2","2","38","0","2.00","7","3","+4","+0.92","+0.57","6.2","4.2","+2.0","+0.46","-0.08",
"Justin Kluivert","nlNED","MF","Bournemouth","engPremier League","26-209","1999","11","418","38","35.7","4.6","4","66","0","7","22","0","1.64","8","7","+1","+0.22","+0.57","4.4","6.1","-1.6","-0.35","-0.75",
"Santiago Pierotti","arARG","FW,MF","Lecce","itSerie A","24-241","2001","11","628","57","58.1","7.0","7","75","2","4","26","0","0.82","6","9","-3","-0.43","+0.57","5.2","10.3","-5.1","-0.74","-0.55",
"Rodrigo Mendoza","esESP","MF,FW","Elche","esLa Liga","20-260","2005","10","589","59","46.7","6.5","5","83","1","5","34","1","1.10","7","6","+1","+0.15","+0.56","6.1","8.0","-1.9","-0.30","+0.04",
"Ermedin Demirović","baBIH","FW","Stuttgart","deBundesliga","27-250","1998","6","492","82","49.7","5.5","6","82","3","0","","0","2.00","7","3","+4","+0.73","+0.55","7.2","5.0","+2.2","+0.39","+0.47",
"Jaidon Anthony","engENG","FW,MF","Burnley","engPremier League","25-364","1999","13","973","75","83.2","10.8","12","80","3","1","16","0","0.77","12","21","-9","-0.83","+0.54","7.7","22.2","-14.5","-1.34","+0.53",
"Héctor Bellerín","esESP","DF","Betis","esLa Liga","30-256","1995","13","1,001","77","85.6","11.1","12","83","8","1","3","0","1.62","18","12","+6","+0.54","+0.54","17.4","12.3","+5.1","+0.46","+0.48",
"Hicham Boudaoui","dzALG","MF","Nice","frLigue 1","26-068","1999","11","817","74","69.8","9.1","9","85","6","2","28","0","1.27","13","15","-2","-0.22","+0.54","10.4","16.8","-6.4","-0.70","+0.12",
"Zeki Çelik","trTUR","DF","Roma","itSerie A","28-286","1997","11","816","74","75.6","9.1","9","88","7","2","11","0","2.18","13","5","+8","+0.88","+0.54","12.6","11.6","+0.9","+0.10","-0.59",
"Moi Gómez","esESP","MF","Osasuna","esLa Liga","31-160","1994","12","791","66","62.8","8.8","9","81","3","3","21","0","0.75","9","11","-2","-0.23","+0.54","9.4","10.0","-0.6","-0.07","+0.52",
"Cristian Romero","arARG","DF","Tottenham","engPremier League","27-217","1998","10","838","84","71.6","9.3","9","90","8","1","31","0","1.50","15","10","+5","+0.54","+0.54","8.1","12.7","-4.6","-0.49","-0.23",
"Loïc Bade","frFRA","DF","Leverkusen","deBundesliga","25-233","2000","11","891","81","82.5","9.9","10","87","9","1","19","0","2.09","23","13","+10","+1.01","+0.53","17.3","12.2","+5.2","+0.52","-0.02",
"Dani Calvo","esESP","DF","Oviedo","esLa Liga","31-243","1994","8","660","83","52.4","7.3","7","90","7","1","30","6","0.88","3","9","-6","-0.82","+0.53","4.8","11.8","-7.0","-0.95","+0.12",
"Ansu Fati","esESP","MF,FW","Monaco","frLigue 1","23-030","2002","10","426","43","33.8","4.7","4","70","1","6","25","0","1.40","9","7","+2","+0.42","+0.53","12.1","9.2","+3.0","+0.62","+0.50",
"Morgan Gibbs-White","engENG","MF,FW","Nott'ham Forest","engPremier League","25-307","2000","12","996","83","92.2","11.1","11","86","6","1","45","0","1.00","12","18","-6","-0.54","+0.53","13.4","17.7","-4.2","-0.38","-1.26",
"Konstantinos Mavropanos","grGRE","DF","West Ham","engPremier League","27-354","1997","6","495","83","45.8","5.5","5","90","5","1","45","2","0.67","5","8","-3","-0.55","+0.53","5.5","8.2","-2.7","-0.50","+0.20",
"Álex Sancris","esESP","MF,FW","Getafe","esLa Liga","28-316","1997","9","466","52","37.0","5.2","4","77","0","5","31","0","0.89","6","5","+1","+0.19","+0.53","4.0","5.9","-1.9","-0.37","-0.20",
"Chemsdine Talbi","maMAR","FW,MF","Sunderland","engPremier League","20-205","2005","13","680","52","58.1","7.6","7","76","1","6","25","0","1.69","10","6","+4","+0.53","+0.53","5.8","10.4","-4.6","-0.61","-0.54",
"Alpha Touré","snSEN","MF,DF","Metz","frLigue 1","19-309","2006","14","728","52","57.8","8.1","7","85","4","7","19","0","0.79","9","17","-8","-0.99","+0.53","10.0","15.9","-5.9","-0.73","+0.19",
"Mikkel Damsgaard","dkDEN","MF","Brentford","engPremier League","25-150","2000","11","885","80","75.6","9.8","11","80","3","0","","0","1.64","15","13","+2","+0.20","+0.52","15.5","11.3","+4.2","+0.43","-0.07",
"Ibrahim Maza","dzALG","MF","Leverkusen","deBundesliga","20-006","2005","10","534","53","49.4","5.9","5","78","2","5","29","2","1.70","14","7","+7","+1.18","+0.52","10.5","5.9","+4.7","+0.79","+0.51",
"Martín Payero","arARG","MF","Cremonese","itSerie A","27-080","1998","9","557","62","51.6","6.2","7","72","1","2","26","1","1.33","6","6","0","0.00","+0.52","6.0","7.4","-1.3","-0.22","+0.93",
"Angelo Stiller","deGER","MF","Stuttgart","deBundesliga","24-240","2001","11","866","79","87.5","9.6","9","89","7","2","32","0","2.00","19","14","+5","+0.52","+0.52","15.3","13.4","+1.9","+0.20","+0.31",
"Jon Aramburu","veVEN","DF","Real Sociedad","esLa Liga","23-130","2002","12","992","83","84.8","11.0","11","87","8","1","34","0","1.33","14","14","0","0.00","+0.51","15.0","11.3","+3.7","+0.33","+1.54",
"Nicolás González","esESP","MF","Manchester City","engPremier League","23-331","2002","12","828","69","70.8","9.2","8","87","6","4","32","1","2.08","21","9","+12","+1.30","+0.51","17.5","10.3","+7.3","+0.79","+0.01",
"Nicolás González","arARG","MF,DF","Atlético Madrid","esLa Liga","27-238","1998","11","730","66","57.9","8.1","9","75","2","2","27","0","2.64","15","4","+11","+1.36","+0.51","14.6","7.9","+6.7","+0.82","-0.07",
"Elias Saad","tnTUN","MF,FW","Augsburg","deBundesliga","25-338","1999","10","497","50","46.0","5.5","7","62","0","3","22","2","1.00","9","13","-4","-0.72","+0.51","6.0","11.4","-5.4","-0.98","-0.39",
"Diego Carlos","brBRA","DF","Como","itSerie A","32-260","1993","10","848","85","72.5","9.4","9","85","8","1","83","1","2.00","15","5","+10","+1.06","+0.50","13.3","9.0","+4.3","+0.46","+0.28",
"Sam Johnstone","engENG","GK","Wolves","engPremier League","32-250","1993","8","720","90","66.7","8.0","8","90","8","0","","4","0.25","4","16","-12","-1.50","+0.50","7.5","11.1","-3.6","-0.45","+0.11",
"Habib Diallo","snSEN","FW","Metz","frLigue 1","30-165","1995","9","787","87","62.5","8.7","9","87","5","0","","0","1.22","10","19","-9","-1.03","+0.49","11.9","16.6","-4.7","-0.54","+0.72",
"Dean Huijsen","esESP","DF","Real Madrid","esLa Liga","20-230","2005","11","861","78","73.6","9.6","11","78","7","0","","0","2.36","23","10","+13","+1.36","+0.49","25.5","9.3","+16.3","+1.70","+1.67",
"Boubacar Kamara","frFRA","MF","Aston Villa","engPremier League","26-007","1999","10","735","74","68.1","8.2","9","80","6","1","19","0","2.00","11","7","+4","+0.49","+0.49","6.0","10.2","-4.3","-0.52","-0.20",
"Hákon Arnar Haraldsson","isISL","MF,FW","Lille","frLigue 1","22-234","2003","12","938","78","80.2","10.4","11","83","5","1","30","0","1.67","23","14","+9","+0.86","+0.48","21.6","13.1","+8.5","+0.82","+0.49",
"Cucho","coCOL","FW","Betis","esLa Liga","26-224","1999","13","1,117","86","95.5","12.4","13","86","6","0","","0","1.62","20","14","+6","+0.48","+0.48","18.1","12.2","+6.0","+0.48","+2.01",
"Keinan Davis","engENG","FW","Udinese","itSerie A","27-290","1998","12","686","57","58.6","7.6","10","65","2","2","18","0","1.25","10","12","-2","-0.26","+0.48","10.5","8.5","+2.0","+0.26","+0.99",
"Iglesias","esESP","DF","Getafe","esLa Liga","27-150","1998","13","1,100","85","87.3","12.2","12","90","11","1","24","1","1.54","11","12","-1","-0.08","+0.48","9.2","11.3","-2.1","-0.18","+0.50",
"Anthony Lopes","ptPOR","GK","Nantes","frLigue 1","35-060","1990","12","1,078","90","92.1","12.0","12","90","11","0","","0","0.83","11","17","-6","-0.50","+0.48","9.9","19.7","-9.7","-0.81","+0.13",
"Alessio Zerbin","itITA","DF,MF","Cremonese","itSerie A","26-272","1999","7","520","74","48.1","5.8","7","74","1","0","","1","1.57","6","6","0","0.00","+0.48","4.1","7.3","-3.1","-0.54","+0.24",
"Omar Alderete","pyPAR","DF","Sunderland","engPremier League","28-339","1996","9","758","84","64.8","8.4","8","90","8","1","38","1","1.89","12","8","+4","+0.47","+0.47","8.4","10.9","-2.5","-0.30","+0.26",
"Aleksandr Golovin","ruRUS","MF,FW","Monaco","frLigue 1","29-184","1996","8","518","65","41.1","5.8","7","71","0","1","22","2","1.88","10","8","+2","+0.35","+0.47","9.7","7.0","+2.7","+0.47","+0.30",
"Hwang Hee-chan","krKOR","FW","Wolves","engPremier League","29-308","1996","9","394","44","36.5","4.4","5","65","0","4","18","2","0.22","2","8","-6","-1.37","+0.47","3.2","7.4","-4.2","-0.96","-0.74",
"Clément Lenglet","frFRA","DF","Atlético Madrid","esLa Liga","30-166","1995","7","579","83","46.0","6.4","7","83","6","0","","6","2.14","13","4","+9","+1.40","+0.47","9.7","5.3","+4.3","+0.68","-0.33",
"Adam Marušić","meMNE","DF","Lazio","itSerie A","33-044","1992","12","951","79","81.3","10.6","11","84","8","1","30","0","1.42","11","6","+5","+0.47","+0.47","12.1","13.5","-1.4","-0.13","+0.74",
"Christian Mawissa","frFRA","DF","Monaco","frLigue 1","20-226","2005","6","518","86","41.1","5.8","6","86","5","0","","1","2.00","11","9","+2","+0.35","+0.47","11.9","8.6","+3.3","+0.57","+0.47",
"Tani Oluwaseyi","caCAN","FW","Villarreal","esLa Liga","25-199","2000","10","435","44","37.2","4.8","4","71","0","6","25","1","2.00","12","5","+7","+1.45","+0.47","9.5","7.2","+2.3","+0.48","-0.20",
"Nicolas Pépé","ciCIV","FW,MF","Villarreal","esLa Liga","30-185","1995","13","840","65","71.8","9.3","9","81","3","4","29","0","2.23","21","9","+12","+1.29","+0.47","18.5","10.7","+7.8","+0.84","+0.81",
"Adam Dźwigała","plPOL","DF","St. Pauli","deBundesliga","30-066","1995","6","409","68","37.9","4.5","5","77","0","1","23","3","1.17","4","8","-4","-0.88","+0.46","5.3","6.2","-0.9","-0.20","+0.66",
"Cody Gakpo","nlNED","FW,MF","Liverpool","engPremier League","26-207","1999","12","919","77","85.1","10.2","10","84","7","2","40","0","1.50","16","17","-1","-0.10","+0.46","17.7","11.7","+6.0","+0.59","+1.64",
"Olasagasti","esESP","MF","Levante","esLa Liga","25-106","2000","11","436","40","34.6","4.8","4","72","1","7","21","1","0.55","7","9","-2","-0.41","+0.46","7.4","10.9","-3.5","-0.72","-0.43",
"Ricardo Rodríguez","chSUI","DF","Betis","esLa Liga","33-097","1992","7","493","70","42.1","5.5","6","79","4","1","20","3","2.00","9","5","+4","+0.73","+0.46","6.4","5.3","+1.1","+0.20","-0.33",
"Nicolò Savona","itITA","DF,MF","Nott'ham Forest","engPremier League","22-256","2003","7","521","74","48.2","5.8","5","90","5","2","36","0","1.00","8","10","-2","-0.35","+0.46","7.1","8.7","-1.6","-0.28","+0.01",
"Lilian Brassier","frFRA","DF","Rennes","frLigue 1","26-028","1999","9","728","81","57.8","8.1","8","85","6","1","45","3","1.78","16","11","+5","+0.62","+0.45","13.2","12.5","+0.7","+0.08","+0.23",
"Michele Di Gregorio","itITA","GK","Juventus","itSerie A","28-126","1997","11","990","90","84.6","11.0","11","90","11","0","","2","1.82","15","10","+5","+0.45","+0.45","15.5","9.9","+5.6","+0.51","-0.45",
"Gonçalo Guedes","ptPOR","MF,FW","Real Sociedad","esLa Liga","29-001","1996","13","544","42","46.5","6.0","7","62","0","6","19","0","1.23","9","8","+1","+0.17","+0.45","7.4","7.1","+0.3","+0.05","-0.09",
"Josip Stanišić","hrCRO","DF","Bayern Munich","deBundesliga","25-242","2000","7","483","69","44.7","5.4","5","89","4","2","18","1","2.71","23","6","+17","+3.17","+0.45","14.3","3.1","+11.2","+2.09","+0.20",
"Jean-Clair Todibo","frFRA","DF","West Ham","engPremier League","25-335","1999","7","576","82","53.3","6.4","7","82","5","0","","2","1.00","10","14","-4","-0.62","+0.45","6.9","11.5","-4.6","-0.72","-0.23",
"Axel Tuanzebe","cdCOD","DF","Burnley","engPremier League","28-016","1997","7","630","90","53.8","7.0","7","90","7","0","","0","0.86","9","14","-5","-0.71","+0.45","5.0","15.8","-10.8","-1.55","-0.25",
"Kenan Yıldız","trTUR","MF,FW","Juventus","itSerie A","20-210","2005","12","994","83","85.0","11.0","11","86","5","1","45","0","1.67","15","10","+5","+0.45","+0.45","15.8","9.6","+6.2","+0.56","-0.14",
"Hugo Ekitike","frFRA","FW","Liverpool","engPremier League","23-163","2002","11","668","61","61.9","7.4","8","73","1","3","27","0","1.64","11","11","0","0.00","+0.44","11.0","10.1","+0.9","+0.12","-0.58",
"Eberechi Eze","engENG","MF,FW","Arsenal","engPremier League","27-154","1998","10","708","71","65.6","7.9","8","80","2","2","33","0","2.30","17","4","+13","+1.65","+0.44","14.4","2.9","+11.5","+1.47","+0.72",
"Derrick Köhn","ghGHA","DF","Union Berlin","deBundesliga","26-299","1999","12","617","51","57.1","6.9","7","77","1","5","16","0","1.25","8","9","-1","-0.15","+0.44","7.8","9.4","-1.6","-0.23","+0.48",
"Lorenzo Pellegrini","itITA","MF","Roma","itSerie A","29-164","1996","8","445","56","41.2","4.9","5","70","1","3","32","3","2.25","6","1","+5","+1.01","+0.44","7.5","5.8","+1.7","+0.34","+0.16",
"Niklas Dorsch","deGER","MF","Heidenheim","deBundesliga","27-319","1998","11","709","64","65.6","7.9","9","70","1","2","40","1","0.73","5","15","-10","-1.27","+0.43","9.1","12.8","-3.6","-0.46","+0.89",
"Michael Folorunsho","itITA","MF,FW","Cagliari","itSerie A","27-296","1998","13","1,065","82","91.0","11.8","13","82","6","0","","0","0.85","10","15","-5","-0.42","+0.43","9.3","16.9","-7.6","-0.64","-0.08",
"Christian Kabasele","beBEL","DF","Udinese","itSerie A","34-279","1991","8","658","82","56.2","7.3","8","82","6","0","","5","1.38","9","11","-2","-0.27","+0.43","7.3","10.2","-3.0","-0.41","-0.59",
"Robert Lewandowski","plPOL","FW","Barcelona","esLa Liga","37-101","1988","11","576","52","45.7","6.4","6","80","4","5","19","0","2.55","20","8","+12","+1.87","+0.43","14.7","7.9","+6.8","+1.07","+0.39",
"Folarin Balogun","usUSA","FW","Monaco","frLigue 1","24-150","2001","11","664","60","52.7","7.4","7","71","1","4","41","1","1.55","13","11","+2","+0.27","+0.42","15.1","11.3","+3.8","+0.52","+0.47",
"David Costas","esESP","DF","Oviedo","esLa Liga","30-249","1995","9","710","79","56.3","7.9","8","88","7","1","3","2","1.00","4","11","-7","-0.89","+0.42","5.5","12.7","-7.2","-0.91","+0.21",
"Borja Iglesias","esESP","FW","Celta Vigo","esLa Liga","32-317","1993","13","743","57","63.5","8.3","8","78","3","5","24","0","1.23","13","13","0","0.00","+0.42","10.4","14.0","-3.6","-0.43","-0.82",
"Philipp Köhn","chSUI","GK","Monaco","frLigue 1","27-242","1998","10","822","82","65.2","9.1","9","90","9","1","12","4","1.70","19","17","+2","+0.22","+0.42","22.0","14.5","+7.4","+0.81","+1.50",
"Nicolás Tagliafico","arARG","DF","Lyon","frLigue 1","33-091","1992","10","640","64","54.7","7.1","6","90","5","4","25","2","1.70","10","7","+3","+0.42","+0.42","9.5","7.9","+1.6","+0.23","-0.37",
"Aaron Zehnter","deGER","DF","Wolfsburg","deBundesliga","21-030","2004","8","629","79","63.5","7.0","7","90","5","1","1","3","0.88","9","13","-4","-0.57","+0.42","8.1","10.8","-2.7","-0.38","-0.33",
"Eric García","esESP","DF,MF","Barcelona","esLa Liga","24-325","2001","14","1,053","75","83.6","11.7","12","83","8","2","29","0","2.43","33","13","+20","+1.71","+0.41","26.1","14.5","+11.6","+0.99","+0.79",
"Donovan Léon","gfGUF","GK","Auxerre","frLigue 1","33-027","1992","12","1,034","86","82.1","11.5","12","86","11","0","","0","0.75","7","16","-9","-0.78","+0.41","12.8","17.7","-4.8","-0.42","+0.07",
"Borja Mayoral","esESP","FW","Getafe","esLa Liga","28-239","1997","11","825","75","65.5","9.2","10","79","4","1","32","2","1.27","9","9","0","0.00","+0.41","6.6","8.6","-2.0","-0.22","+0.06",
