Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches
"Douglas","brBRA","MF","Nantes","frLigue 1","27","1997","25.6","4","36","14","38.9","1.40","0.55","0.11","0.29","17.2","0","0","0","3.4","3.4","0.10","+0.6","+0.6",
"Ismaël Doukouré","frFRA","DF,MF","Strasbourg","frLigue 1","21","2003","29.3","1","3","1","33.3","0.10","0.03","0.33","1.00","13.4","0","0","0","0.6","0.6","0.19","+0.4","+0.4",
"Issa Doumbia","itITA","MF","Venezia","itSerie A","20","2003","10.4","0","16","5","31.3","1.53","0.48","0.00","0.00","16.7","0","0","0","1.0","1.0","0.06","-1.0","-1.0",
"Kamory Doumbia","mlMLI","MF,FW","Brest","frLigue 1","21","2003","14.7","3","22","10","45.5","1.50","0.68","0.14","0.30","16.7","1","0","0","2.7","2.7","0.13","+0.3","+0.3",
"Amidou Doumbouya","frFRA","DF","Nice","frLigue 1","16","2007","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Anastasios Douvikas","grGRE","FW","Como","itSerie A","24","1999","6.4","2","14","5","35.7","2.17","0.78","0.14","0.40","12.4","0","0","0","2.5","2.5","0.18","-0.5","-0.5",
"Anastasios Douvikas","grGRE","FW","Celta Vigo","esLa Liga","24","1999","7.8","3","17","9","52.9","2.19","1.16","0.18","0.33","11.1","0","0","0","4.4","4.4","0.26","-1.4","-1.4",
"Artem Dovbyk","uaUKR","FW","Roma","itSerie A","27","1997","26.9","12","61","25","41.0","2.27","0.93","0.16","0.40","13.7","0","2","2","11.9","10.3","0.17","+0.1","-0.3",
"Flynn Downes","engENG","MF","Southampton","engPremier League","25","1999","23.9","1","10","3","30.0","0.42","0.13","0.10","0.33","18.7","0","0","0","0.6","0.6","0.06","+0.4","+0.4",
"Tommy Doyle","engENG","MF","Wolves","engPremier League","22","2001","5.4","0","9","2","22.2","1.66","0.37","0.00","0.00","24.5","1","0","0","0.6","0.6","0.06","-0.6","-0.6",
"Radu Drăgușin","roROU","DF","Tottenham","engPremier League","22","2002","13.9","0","5","1","20.0","0.36","0.07","0.00","0.00","12.7","0","0","0","0.1","0.1","0.02","-0.1","-0.1",
"Patrick Drewes","deGER","GK","Bochum","deBundesliga","31","1993","21.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Tim Drexler","deGER","DF","Hoffenheim","deBundesliga","19","2005","4.0","0","2","2","100.0","0.50","0.50","0.00","0.00","27.5","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Domingos Duarte","ptPOR","DF","Getafe","esLa Liga","29","1995","20.7","1","3","1","33.3","0.15","0.05","0.33","1.00","13.0","0","0","0","0.2","0.2","0.07","+0.8","+0.8",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","35","1989","10.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Marvin Ducksch","deGER","FW","Werder Bremen","deBundesliga","30","1994","26.9","8","70","27","38.6","2.61","1.00","0.10","0.26","17.3","8","1","2","10.1","8.5","0.12","-2.1","-1.5",
"Ondrej Duda","skSVK","MF","Hellas Verona","itSerie A","29","1994","26.6","1","25","5","20.0","0.94","0.19","0.04","0.20","27.1","5","0","0","1.0","1.0","0.04","0.0","0.0",
"Duk","cvCPV","MF,FW","Leganés","esLa Liga","24","2000","2.0","0","2","1","50.0","1.01","0.50","0.00","0.00","30.3","0","0","0","0.0","0.0","0.01","0.0","0.0",
"Denzel Dumfries","nlNED","DF,FW","Inter","itSerie A","28","1996","21.7","7","36","19","52.8","1.66","0.87","0.19","0.37","10.5","0","0","0","5.4","5.4","0.15","+1.6","+1.6",
"Alfred Duncan","ghGHA","MF","Venezia","itSerie A","31","1993","10.6","0","15","4","26.7","1.41","0.38","0.00","0.00","25.6","0","0","0","0.8","0.8","0.05","-0.8","-0.8",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","32","1991","23.1","0","12","3","25.0","0.52","0.13","0.00","0.00","12.1","1","0","0","0.8","0.8","0.07","-0.8","-0.8",
"Jáder Durán","coCOL","FW","Aston Villa","engPremier League","20","2003","7.1","7","31","15","48.4","4.37","2.12","0.23","0.47","15.6","0","0","0","4.9","4.9","0.16","+2.1","+2.1",
"Pablo Durán","esESP","FW,MF","Celta Vigo","esLa Liga","23","2001","15.5","4","26","9","34.6","1.68","0.58","0.15","0.44","14.8","0","0","0","3.6","3.6","0.14","+0.4","+0.4",
"Julien Duranville","beBEL","FW,MF","Dortmund","deBundesliga","18","2006","3.1","0","5","2","40.0","1.59","0.64","0.00","0.00","17.7","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Hugo Duro","esESP","FW","Valencia","esLa Liga","24","1999","24.1","11","48","16","33.3","1.99","0.66","0.21","0.63","11.1","1","1","1","9.4","8.6","0.18","+1.6","+1.4",
"Jean-Kevin Duverne","htHAI","DF","Nantes","frLigue 1","27","1997","6.0","0","4","0","0.0","0.67","0.00","0.00","","17.0","0","0","0","0.3","0.3","0.07","-0.3","-0.3",
"Paulo Dybala","arARG","FW,MF","Roma","itSerie A","30","1993","15.7","6","47","15","31.9","2.99","0.95","0.06","0.20","21.1","6","3","3","6.4","4.0","0.09","-0.4","-1.0",
"Stefan Džodić","rsSRB","DF,MF","Montpellier","frLigue 1","19","2005","2.7","0","3","0","0.0","1.12","0.00","0.00","","22.4","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Adam Dźwigała","plPOL","DF,MF","St. Pauli","deBundesliga","28","1995","4.1","0","6","0","0.0","1.45","0.00","0.00","","14.6","0","0","0","0.4","0.4","0.07","-0.4","-0.4",
"Aron Dønnum","noNOR","DF,MF","Toulouse","frLigue 1","26","1998","29.9","2","31","5","16.1","1.04","0.17","0.06","0.40","19.7","0","0","0","2.1","2.1","0.07","-0.1","-0.1",
"Enzo Ebosse","cmCMR","DF","Udinese","itSerie A","25","1999","1.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Tyronne Ebuehi","ngNGA","DF,MF","Empoli","itSerie A","28","1995","0.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Claudio Echeverri","arARG","FW","Manchester City","engPremier League","18","2006","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Ederson","brBRA","GK","Manchester City","engPremier League","30","1993","25.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Éderson","brBRA","MF","Atalanta","itSerie A","25","1999","32.0","4","39","12","30.8","1.22","0.37","0.10","0.33","17.5","0","0","0","4.1","4.1","0.10","-0.1","-0.1",
"Noah Edjouma","frFRA","MF,FW","Toulouse","frLigue 1","18","2005","1.9","2","5","3","60.0","2.63","1.58","0.40","0.67","10.2","0","0","0","1.3","1.3","0.26","+0.7","+0.7",
"George Edmundson","engENG","DF","Ipswich Town","engPremier League","26","1997","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Odsonne Édouard","frFRA","MF,FW","Crystal Palace","engPremier League","26","1998","1.3","0","5","1","20.0","3.91","0.78","0.00","0.00","20.9","0","0","0","0.4","0.4","0.08","-0.4","-0.4",
"Odsonne Édouard","frFRA","FW","Leicester City","engPremier League","26","1998","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Samuel Edozie","engENG","DF,FW","Southampton","engPremier League","21","2003","0.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Ronnie Edwards","engENG","DF","Southampton","engPremier League","21","2003","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Johannes Eggestein","deGER","FW","St. Pauli","deBundesliga","26","1998","20.6","3","34","10","29.4","1.65","0.49","0.06","0.20","15.7","0","1","2","4.7","3.1","0.09","-1.7","-1.1",
"Maximilian Eggestein","deGER","MF","Freiburg","deBundesliga","27","1996","31.6","2","36","10","27.8","1.14","0.32","0.06","0.20","19.4","0","0","0","2.0","2.0","0.05","0.0","0.0",
"Kingsley Ehizibue","nlNED","DF","Udinese","itSerie A","29","1995","27.8","0","14","4","28.6","0.50","0.14","0.00","0.00","15.9","0","0","0","1.2","1.2","0.09","-1.2","-1.2",
"Chidera Ejuke","ngNGA","FW","Sevilla","esLa Liga","26","1998","10.7","2","20","8","40.0","1.86","0.75","0.10","0.25","18.3","0","0","0","1.1","1.1","0.05","+0.9","+0.9",
"Jeff Ekhator","itITA","FW,MF","Genoa","itSerie A","17","2006","8.5","1","10","3","30.0","1.17","0.35","0.10","0.33","15.6","0","0","0","1.3","1.3","0.13","-0.3","-0.3",
"Hugo Ekitike","frFRA","FW","Eint Frankfurt","deBundesliga","22","2002","28.5","15","114","44","38.6","4.00","1.55","0.12","0.32","15.3","1","1","3","21.6","19.3","0.17","-6.6","-5.3",
"Jurgen Ekkelenkamp","nlNED","MF","Udinese","itSerie A","24","2000","21.0","3","27","9","33.3","1.28","0.43","0.11","0.33","18.3","0","0","0","2.8","2.8","0.10","+0.2","+0.2",
"Jacques Ekomie","gaGAB","DF,FW","Angers","frLigue 1","20","2003","7.7","0","1","0","0.0","0.13","0.00","0.00","","15.3","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Emmanuel Ekong","seSWE","MF,FW","Empoli","itSerie A","22","2002","2.1","0","4","1","25.0","1.94","0.48","0.00","0.00","24.6","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Caleb Ekuban","ghGHA","FW","Genoa","itSerie A","30","1994","6.2","1","18","6","33.3","2.92","0.97","0.06","0.17","13.0","0","0","0","2.8","2.8","0.15","-1.8","-1.8",
"Pierre Ekwah Elimby","frFRA","MF","Saint-Étienne","frLigue 1","22","2002","28.6","1","25","6","24.0","0.87","0.21","0.04","0.17","25.4","0","0","0","0.7","0.7","0.03","+0.3","+0.3",
"Anthony Elanga","seSWE","FW,MF","Nott'ham Forest","engPremier League","22","2002","27.8","6","44","24","54.5","1.58","0.86","0.14","0.25","17.6","6","0","0","4.5","4.5","0.10","+1.5","+1.5",
"Meschak Elia","cdCOD","FW","Nantes","frLigue 1","26","1997","1.9","1","5","1","20.0","2.65","0.53","0.20","1.00","16.0","0","0","0","1.1","1.1","0.22","-0.1","-0.1",
"Mikael Ellertsson","isISL","DF,MF","Venezia","itSerie A","22","2002","27.4","2","21","4","19.0","0.77","0.15","0.10","0.50","18.1","0","0","0","1.1","1.1","0.05","+0.9","+0.9",
"Harvey Elliott","engENG","MF","Liverpool","engPremier League","21","2003","4.1","1","17","4","23.5","4.12","0.97","0.06","0.25","16.9","1","0","0","1.8","1.8","0.10","-0.8","-0.8",
"Elif Elmas","mkMKD","FW,MF","Torino","itSerie A","24","1999","11.3","4","19","9","47.4","1.67","0.79","0.21","0.44","19.3","0","0","0","1.4","1.4","0.07","+2.6","+2.6",
"Elif Elmas","mkMKD","MF","RB Leipzig","deBundesliga","24","1999","0.5","0","2","0","0.0","4.09","0.00","0.00","","10.9","0","0","0","0.3","0.3","0.17","-0.3","-0.3",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","30","1994","16.2","0","4","0","0.0","0.25","0.00","0.00","","8.2","0","0","0","0.4","0.4","0.11","-0.4","-0.4",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","27","1996","23.7","1","12","3","25.0","0.51","0.13","0.08","0.33","8.3","0","0","0","2.0","2.0","0.18","-1.0","-1.0",
"Adri Embarba","esESP","FW,MF","Rayo Vallecano","esLa Liga","32","1992","17.9","1","37","12","32.4","2.07","0.67","0.03","0.08","22.1","2","0","0","2.1","2.1","0.06","-1.1","-1.1",
"Breel Embolo","chSUI","FW,MF","Monaco","frLigue 1","27","1997","20.5","6","51","18","35.3","2.49","0.88","0.12","0.33","10.8","0","0","0","10.8","10.8","0.21","-4.8","-4.8",
"Emanuel Emegha","nlNED","FW","Strasbourg","frLigue 1","21","2003","25.5","14","61","35","57.4","2.39","1.37","0.23","0.40","12.5","0","0","0","17.0","17.0","0.28","-3.0","-3.0",
"Emerson","brBRA","DF","Milan","itSerie A","25","1999","15.3","0","10","2","20.0","0.65","0.13","0.00","0.00","20.3","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Yunus Emre Konak","trTUR","FW,MF","Brentford","engPremier League","18","2006","0.5","0","1","0","0.0","2.14","0.00","0.00","","21.4","0","0","0","0.2","0.2","0.15","-0.2","-0.2",
"Julio Enciso","pyPAR","MF,FW","Ipswich Town","engPremier League","20","2004","9.7","2","32","11","34.4","3.31","1.14","0.06","0.18","23.0","1","0","0","1.7","1.7","0.05","+0.3","+0.3",
"Julio Enciso","pyPAR","MF,FW","Brighton","engPremier League","20","2004","3.3","0","20","11","55.0","6.12","3.37","0.00","0.00","21.3","1","0","0","1.0","1.0","0.05","-1.0","-1.0",
"Wataru Endo","jpJPN","MF,DF","Liverpool","engPremier League","31","1993","3.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Endrick","brBRA","FW","Real Madrid","esLa Liga","18","2006","4.0","1","24","6","25.0","5.95","1.49","0.04","0.17","16.4","0","0","0","2.5","2.5","0.10","-1.5","-1.5",
"Yannik Engelhardt","deGER","MF,DF","Como","itSerie A","23","2001","12.9","1","8","2","25.0","0.62","0.15","0.13","0.50","13.7","0","0","0","0.6","0.6","0.07","+0.4","+0.4",
"Arne Engels","beBEL","MF,FW","Augsburg","deBundesliga","20","2003","0.9","0","3","1","33.3","3.42","1.14","0.00","0.00","13.1","0","0","0","0.4","0.4","0.14","-0.4","-0.4",
"Christian Eriksen","dkDEN","MF","Manchester Utd","engPremier League","32","1992","11.8","1","14","1","7.1","1.19","0.08","0.00","0.00","25.8","3","1","1","1.4","0.6","0.04","-0.4","-0.6",
"Martin Erlic","hrCRO","DF","Bologna","itSerie A","26","1998","3.7","0","6","0","0.0","1.62","0.00","0.00","","14.6","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Patrick Erras","deGER","DF","Holstein Kiel","deBundesliga","29","1995","9.2","1","8","1","12.5","0.87","0.11","0.13","1.00","10.0","0","0","0","0.9","0.9","0.11","+0.1","+0.1",
"Alfonso Espino","uyURU","DF","Rayo Vallecano","esLa Liga","32","1992","9.3","0","10","2","20.0","1.08","0.22","0.00","0.00","25.1","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Sebastiano Esposito","itITA","FW,MF","Empoli","itSerie A","22","2002","25.9","8","59","19","32.2","2.28","0.73","0.12","0.37","19.8","10","1","2","5.7","4.2","0.07","+2.3","+2.8",
"Romain Esse","engENG","MF","Crystal Palace","engPremier League","19","2005","1.5","1","1","1","100.0","0.65","0.65","1.00","1.00","2.8","0","0","0","0.3","0.3","0.32","+0.7","+0.7",
"Samuel Essende","cdCOD","FW","Augsburg","deBundesliga","26","1998","18.2","7","44","13","29.5","2.42","0.72","0.16","0.54","13.9","0","0","0","4.2","4.2","0.10","+2.8","+2.8",
"Dario Essugo","ptPOR","MF","Las Palmas","esLa Liga","19","2005","21.5","1","23","4","17.4","1.07","0.19","0.04","0.25","25.5","0","0","0","0.7","0.7","0.03","+0.3","+0.3",
"Estanis","esESP","FW","Bologna","itSerie A","20","2003","0.1","0","2","0","0.0","20.00","0.00","0.00","","22.6","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Nahuel Estévez","arARG","MF","Parma","itSerie A","28","1995","7.3","0","5","1","20.0","0.68","0.14","0.00","0.00","25.3","0","0","0","0.1","0.1","0.02","-0.1","-0.1",
"Pervis Estupiñán","ecECU","DF","Brighton","engPremier League","26","1998","26.7","1","28","9","32.1","1.05","0.34","0.04","0.11","24.5","3","0","0","1.2","1.2","0.04","-0.2","-0.2",
"Etienne Eto'o","cmCMR","FW","Rayo Vallecano","esLa Liga","21","2002","0.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Karl Etta Eyong","cmCMR","MF,FW","Villarreal","esLa Liga","20","2003","0.4","1","2","2","100.0","4.86","4.86","0.50","0.50","16.3","0","0","0","0.4","0.4","0.18","+0.6","+0.6",
"Evanilson","brBRA","FW","Bournemouth","engPremier League","24","1999","25.8","10","72","31","43.1","2.79","1.20","0.14","0.32","12.8","0","0","1","12.5","11.7","0.16","-2.5","-1.7",
"Jake Evans","engENG","FW","Leicester City","engPremier League","15","2008","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jonny Evans","nirNIR","DF","Manchester Utd","engPremier League","36","1988","3.5","0","2","1","50.0","0.57","0.29","0.00","0.00","11.4","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Edu Expósito","esESP","MF","Espanyol","esLa Liga","27","1996","11.6","0","18","6","33.3","1.55","0.52","0.00","0.00","22.2","3","0","0","1.0","1.0","0.06","-1.0","-1.0",
"Eberechi Eze","engENG","MF,FW","Crystal Palace","engPremier League","26","1998","28.8","8","100","27","27.0","3.48","0.94","0.07","0.26","21.5","16","1","2","10.5","8.9","0.09","-2.5","-1.9",
"Abde Ezzalzouli","maMAR","FW,MF","Betis","esLa Liga","22","2001","22.0","2","61","25","41.0","2.77","1.13","0.03","0.08","15.6","1","0","1","8.0","7.2","0.12","-6.0","-5.2",
"Giovanni Fabbian","itITA","MF","Bologna","itSerie A","21","2003","11.4","3","21","5","23.8","1.85","0.44","0.14","0.60","11.8","0","0","0","2.3","2.3","0.11","+0.7","+0.7",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","39","1985","12.9","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Alieu Fadera","gmGAM","FW,DF","Como","itSerie A","22","2001","18.3","1","28","9","32.1","1.53","0.49","0.04","0.11","18.6","0","0","0","1.7","1.7","0.06","-0.7","-0.7",
"Wout Faes","beBEL","DF","Leicester City","engPremier League","26","1998","31.3","1","12","1","8.3","0.38","0.03","0.08","1.00","9.7","0","0","0","1.5","1.5","0.13","-0.5","-0.5",
"Nicolò Fagioli","itITA","MF","Fiorentina","itSerie A","23","2001","10.7","1","10","4","40.0","0.94","0.37","0.10","0.25","21.9","1","0","0","0.5","0.5","0.05","+0.5","+0.5",
"Nicolò Fagioli","itITA","MF","Juventus","itSerie A","23","2001","6.3","0","12","1","8.3","1.89","0.16","0.00","0.00","22.7","0","0","0","0.6","0.6","0.05","-0.6","-0.6",
"Romain Faivre","frFRA","MF,FW","Brest","frLigue 1","26","1998","10.0","3","18","9","50.0","1.80","0.90","0.11","0.22","16.9","0","1","1","2.6","1.8","0.11","+0.4","+0.2",
"Wladimiro Falcone","itITA","GK","Lecce","itSerie A","29","1995","38.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Davide Faraoni","itITA","DF","Hellas Verona","itSerie A","32","1991","2.9","0","1","0","0.0","0.35","0.00","0.00","","3.6","0","0","0","0.2","0.2","0.21","-0.2","-0.2",
"Abdul Fatawu Issahaku","ghGHA","FW","Leicester City","engPremier League","20","2004","6.4","0","13","5","38.5","2.02","0.78","0.00","0.00","31.2","0","0","0","0.4","0.4","0.03","-0.4","-0.4",
"Ansu Fati","esESP","FW","Barcelona","esLa Liga","21","2002","2.6","0","12","5","41.7","4.64","1.93","0.00","0.00","17.1","0","0","0","1.0","1.0","0.08","-1.0","-1.0",
"Khalil Fayad","frFRA","MF,FW","Montpellier","frLigue 1","20","2004","11.4","0","17","3","17.6","1.49","0.26","0.00","0.00","23.2","1","0","0","1.3","1.3","0.07","-1.3","-1.3",
"Jacopo Fazzini","itITA","MF","Empoli","itSerie A","21","2003","15.4","4","27","9","33.3","1.76","0.59","0.15","0.44","17.2","2","0","0","3.1","3.1","0.11","+0.9","+0.9",
"Nabil Fekir","frFRA","MF","Betis","esLa Liga","31","1993","2.0","0","7","1","14.3","3.50","0.50","0.00","0.00","23.5","0","0","0","0.7","0.7","0.10","-0.7","-0.7",
"Mattia Felici","itITA","MF,FW","Cagliari","itSerie A","23","2001","10.3","0","10","6","60.0","0.97","0.58","0.00","0.00","12.8","0","0","0","0.6","0.6","0.06","-0.6","-0.6",
"Luiz Felipe","itITA","DF","Marseille","frLigue 1","27","1997","1.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"João Félix","ptPOR","FW,MF","Chelsea","engPremier League","24","1999","4.1","1","20","5","25.0","4.88","1.22","0.05","0.20","15.9","0","0","0","2.2","2.2","0.11","-1.2","-1.2",
"João Félix","ptPOR","MF","Milan","itSerie A","24","1999","8.4","2","29","8","27.6","3.43","0.95","0.07","0.25","17.9","1","0","0","2.7","2.7","0.09","-0.7","-0.7",
"Frank Feller","deGER","GK","Heidenheim","deBundesliga","20","2004","1.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kiko Femenía","esESP","DF","Villarreal","esLa Liga","33","1991","24.7","0","3","0","0.0","0.12","0.00","0.00","","24.9","0","0","0","0.4","0.4","0.12","-0.4","-0.4",
"Evan Ferguson","ieIRL","FW","West Ham","engPremier League","19","2004","1.7","0","5","1","20.0","2.88","0.58","0.00","0.00","17.2","0","0","0","0.6","0.6","0.11","-0.6","-0.6",
"Evan Ferguson","ieIRL","FW","Brighton","engPremier League","19","2004","2.7","1","7","2","28.6","2.56","0.73","0.14","0.50","19.2","1","0","0","0.5","0.5","0.08","+0.5","+0.5",
"Lewis Ferguson","sctSCO","MF","Bologna","itSerie A","24","1999","10.9","1","5","1","20.0","0.46","0.09","0.00","0.00","22.9","0","1","1","1.0","0.2","0.03","0.0","-0.2",
"Zinedine Ferhat","dzALG","FW,MF","Angers","frLigue 1","31","1993","9.4","2","12","5","41.7","1.27","0.53","0.17","0.40","20.4","2","0","0","1.4","1.4","0.11","+0.6","+0.6",
"Bruno Fernandes","ptPOR","MF","Manchester Utd","engPremier League","29","1994","33.5","8","93","26","28.0","2.77","0.78","0.05","0.19","22.6","12","3","3","9.9","7.6","0.08","-1.9","-2.6",
"Edimilson Fernandes","chSUI","MF,DF","Brest","frLigue 1","28","1996","12.3","0","10","2","20.0","0.81","0.16","0.00","0.00","24.2","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Mateus Fernandes","ptPOR","MF","Southampton","engPremier League","20","2004","32.3","2","42","14","33.3","1.30","0.43","0.05","0.14","18.7","4","0","0","4.0","4.0","0.10","-2.0","-2.0",
"Aitor Fernández","esESP","GK","Osasuna","esLa Liga","33","1991","1.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Álvaro Fernández","esESP","GK","Sevilla","esLa Liga","26","1998","8.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Enzo Fernández","arARG","MF","Chelsea","engPremier League","23","2001","32.7","6","53","20","37.7","1.62","0.61","0.11","0.30","18.1","2","0","0","6.1","6.1","0.11","-0.1","-0.1",
"Pelayo Fernandez","esESP","DF","Rayo Vallecano","esLa Liga","21","2003","1.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Roberto Férnandez","esESP","FW","Espanyol","esLa Liga","22","2002","16.6","6","21","9","42.9","1.26","0.54","0.29","0.67","14.0","0","0","0","3.6","3.6","0.17","+2.4","+2.4",
"Valery Fernández","esESP","MF,FW","Mallorca","esLa Liga","24","1999","3.4","2","3","3","100.0","0.87","0.87","0.67","0.67","10.3","0","0","0","0.8","0.8","0.28","+1.2","+1.2",
"Matias Fernandez-Pardo","beBEL","FW,MF","Lille","frLigue 1","19","2005","11.8","4","23","12","52.2","1.94","1.01","0.17","0.33","17.8","0","0","0","2.9","2.9","0.12","+1.1","+1.1",
"André Ferreira","ptPOR","GK","Valladolid","esLa Liga","28","1996","6.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jordan Ferri","frFRA","MF","Montpellier","frLigue 1","32","1992","19.7","0","14","3","21.4","0.71","0.15","0.00","0.00","26.0","0","0","0","0.4","0.4","0.03","-0.4","-0.4",
"Daniel Fila","czCZE","FW","Venezia","itSerie A","21","2002","5.5","2","8","5","62.5","1.46","0.91","0.25","0.40","13.4","0","0","0","1.4","1.4","0.18","+0.6","+0.6",
"Karol Fila","plPOL","MF","Strasbourg","frLigue 1","26","1998","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kilian Fischer","deGER","DF","Wolfsburg","deBundesliga","23","2000","25.5","1","6","1","16.7","0.24","0.04","0.17","1.00","20.5","0","0","0","0.3","0.3","0.05","+0.7","+0.7",
"Mark Flekken","nlNED","GK","Brentford","engPremier League","31","1993","36.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Alessandro Florenzi","itITA","FW","Milan","itSerie A","33","1991","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Mateo Flores","esESP","MF","Betis","esLa Liga","20","2004","1.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Phil Foden","engENG","MF,FW","Manchester City","engPremier League","24","2000","19.7","7","54","16","29.6","2.73","0.81","0.13","0.44","18.6","2","0","0","5.2","5.2","0.10","+1.8","+1.8",
"Malick Fofana","beBEL","FW","Lyon","frLigue 1","19","2005","17.7","5","31","15","48.4","1.76","0.85","0.16","0.33","15.0","0","0","0","3.8","3.8","0.12","+1.2","+1.2",
"Rayan Fofana","frFRA","FW,MF","Lens","frLigue 1","18","2006","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Seko Fofana","ciCIV","MF","Rennes","frLigue 1","29","1995","9.4","1","24","6","25.0","2.56","0.64","0.04","0.17","21.2","0","0","0","1.8","1.8","0.07","-0.8","-0.8",
"Wesley Fofana","frFRA","DF","Chelsea","engPremier League","23","2000","13.0","0","3","0","0.0","0.23","0.00","0.00","","10.6","0","0","0","0.4","0.4","0.13","-0.4","-0.4",
"Yahia Fofana","ciCIV","GK","Angers","frLigue 1","23","2000","33.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Youssouf Fofana","frFRA","MF","Milan","itSerie A","25","1999","27.8","1","36","5","13.9","1.29","0.18","0.03","0.20","26.2","0","0","0","1.3","1.3","0.04","-0.3","-0.3",
"Jonas Föhrenbach","deGER","DF","Heidenheim","deBundesliga","28","1996","20.4","0","8","1","12.5","0.39","0.05","0.00","0.00","21.8","0","0","0","0.3","0.3","0.03","-0.3","-0.3",
"Michael Folorunsho","itITA","FW,MF","Fiorentina","itSerie A","26","1998","7.2","0","9","3","33.3","1.25","0.42","0.00","0.00","14.0","0","0","0","1.1","1.1","0.12","-1.1","-1.1",
"Michael Folorunsho","itITA","FW,MF","Napoli","itSerie A","26","1998","0.4","0","1","0","0.0","2.57","0.00","0.00","","9.8","0","0","0","0.1","0.1","0.10","-0.1","-0.1",
"Lamine Fomba","frFRA","MF","Saint-Étienne","frLigue 1","26","1998","2.4","0","1","0","0.0","0.41","0.00","0.00","","27.0","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Carlos Forbs","ptPOR","MF,FW","Wolves","engPremier League","20","2004","2.7","0","2","0","0.0","0.75","0.00","0.00","","19.1","0","0","0","0.1","0.1","0.07","-0.1","-0.1",
