Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches
"Che Adams","sctSCO","FW","Southampton","engPremier League","23","1996","12.3","4","36","9","25.0","2.92","0.73","0.11","0.44","15.2","0","0","0","5.3","5.3","0.15","-1.3","-1.3",
"Tyler Adams","usUSA","MF,DF","RB Leipzig","deBundesliga","20","1999","10.6","0","7","1","14.3","0.66","0.09","0.00","0.00","18.5","0","0","0","0.4","0.4","0.06","-0.4","-0.4",
"Sargis Adamyan","amARM","FW,MF","Hoffenheim","deBundesliga","26","1993","8.3","5","21","11","52.4","2.53","1.33","0.24","0.45","12.1","0","0","0","5.9","5.9","0.28","-0.9","-0.9",
"Antonio Adán","esESP","GK","Atlético Madrid","esLa Liga","32","1987","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Bobby Adekanye","nlNED","FW","Lazio","itSerie A","20","1999","2.1","1","5","4","80.0","2.39","1.91","0.20","0.25","11.3","0","0","0","1.4","1.4","0.27","-0.4","-0.4",
"Claud Adjapong","itITA","DF","Hellas Verona","itSerie A","21","1998","2.6","0","3","1","33.3","1.17","0.39","0.00","0.00","14.1","0","0","0","0.2","0.2","0.08","-0.2","-0.2",
"Amine Adli","maMAR","MF,FW","Toulouse","frLigue 1","19","2000","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Yacine Adli","frFRA","MF","Bordeaux","frLigue 1","19","2000","11.3","3","17","6","35.3","1.50","0.53","0.18","0.50","23.8","1","0","0","0.8","0.8","0.04","+2.2","+2.2",
"Adrián","esESP","GK","Liverpool","engPremier League","32","1987","9.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Aritz Aduriz","esESP","FW,MF","Athletic Club","esLa Liga","38","1981","2.3","1","6","2","33.3","2.60","0.87","0.17","0.50","15.7","0","0","1","1.6","0.8","0.13","-0.6","+0.2",
"Lumor Agbenyenu","ghGHA","DF","Mallorca","esLa Liga","22","1996","20.1","1","14","2","14.3","0.70","0.10","0.07","0.50","30.1","0","0","0","0.3","0.3","0.02","+0.7","+0.7",
"Martin Agirregabiria","esESP","DF","Alavés","esLa Liga","23","1996","23.3","1","3","1","33.3","0.13","0.04","0.33","1.00","24.1","0","0","0","0.8","0.8","0.26","+0.2","+0.2",
"Lucien Agoume","frFRA","MF","Inter","itSerie A","17","2002","0.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kevin Agudelo","coCOL","MF,FW","Fiorentina","itSerie A","20","1998","0.7","0","4","0","0.0","5.63","0.00","0.00","","22.6","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Kevin Agudelo","coCOL","MF,FW","Genoa","itSerie A","20","1998","7.4","1","10","2","20.0","1.35","0.27","0.10","0.50","17.4","0","0","0","1.2","1.2","0.12","-0.2","-0.2",
"Nayef Aguerd","maMAR","DF","Dijon","frLigue 1","23","1996","10.6","1","4","1","25.0","0.38","0.09","0.25","1.00","22.0","1","0","0","0.3","0.3","0.08","+0.7","+0.7",
"Sergio Agüero","arARG","FW","Manchester City","engPremier League","31","1988","16.1","16","73","24","32.9","4.52","1.49","0.19","0.58","13.7","0","2","3","14.5","12.1","0.17","+1.5","+1.9",
"Ruben Aguilar","frFRA","DF","Monaco","frLigue 1","26","1993","11.9","0","6","2","33.3","0.50","0.17","0.00","0.00","22.6","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Emmanuel Agyemang-Badu","ghGHA","MF","Hellas Verona","itSerie A","28","1990","2.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jean-Eudes Aholou","ciCIV","MF","Saint-Étienne","frLigue 1","25","1994","7.0","1","10","4","40.0","1.43","0.57","0.10","0.25","17.7","0","0","0","0.7","0.7","0.07","+0.3","+0.3",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","23","1995","27.8","0","10","1","10.0","0.36","0.04","0.00","0.00","11.1","0","0","0","1.0","1.0","0.10","-1.0","-1.0",
"Ola Aina","ngNGA","DF","Torino","itSerie A","22","1996","23.1","0","12","2","16.7","0.52","0.09","0.00","0.00","24.0","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Youssef Aït Bennasser","maMAR","MF","Bordeaux","frLigue 1","23","1996","6.0","0","2","0","0.0","0.34","0.00","0.00","","30.5","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Rayan Aït-Nouri","dzALG","DF","Angers","frLigue 1","18","2001","14.2","0","4","0","0.0","0.28","0.00","0.00","","17.9","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Albian Ajeti","chSUI","FW","West Ham","engPremier League","22","1997","1.5","0","3","0","0.0","1.94","0.00","0.00","","15.7","0","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","25","1994","22.9","8","49","21","42.9","2.14","0.92","0.14","0.33","13.4","0","1","1","7.2","6.4","0.13","+0.8","+0.6",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","24","1995","25.7","0","8","2","25.0","0.31","0.08","0.00","0.00","21.2","0","0","0","0.4","0.4","0.05","-0.4","-0.4",
"Marley Aké","frFRA","FW,MF","Marseille","frLigue 1","18","2001","1.1","0","3","0","0.0","2.73","0.00","0.00","","24.3","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Nathan Aké","nlNED","DF","Bournemouth","engPremier League","24","1995","27.8","2","25","7","28.0","0.90","0.25","0.08","0.29","10.3","0","0","0","3.0","3.0","0.12","-1.0","-1.0",
"Chadrac Akolo","cdCOD","FW,MF","Amiens","frLigue 1","24","1995","6.0","2","9","4","44.4","1.49","0.66","0.22","0.50","19.1","0","0","0","1.1","1.1","0.13","+0.9","+0.9",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","24","1995","12.7","0","2","0","0.0","0.16","0.00","0.00","","19.5","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"David Alaba","atAUT","DF","Bayern Munich","deBundesliga","27","1992","27.8","1","19","7","36.8","0.68","0.25","0.05","0.14","25.7","6","0","0","1.0","1.0","0.05","0.0","0.0",
"Sofiane Alakouch","maMAR","DF","Nîmes","frLigue 1","21","1998","15.6","0","9","4","44.4","0.58","0.26","0.00","0.00","21.8","0","0","0","0.9","0.9","0.10","-0.9","-0.9",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","26","1992","13.0","7","49","18","36.7","3.76","1.38","0.12","0.33","12.7","0","1","1","7.3","6.5","0.13","-0.3","-0.5",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","30","1989","24.3","2","7","3","42.9","0.29","0.12","0.29","0.67","16.4","0","0","0","1.4","1.4","0.20","+0.6","+0.6",
"Luis Alberto","esESP","MF","Lazio","itSerie A","26","1992","34.6","6","97","27","27.8","2.80","0.78","0.05","0.19","21.6","11","1","1","6.6","5.8","0.06","-0.6","-0.8",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","33","1985","36.0","1","15","4","26.7","0.42","0.11","0.07","0.25","10.8","0","0","0","2.3","2.3","0.15","-1.3","-1.3",
"Marc Albrighton","engENG","MF,DF","Leicester City","engPremier League","29","1989","9.6","0","10","2","20.0","1.04","0.21","0.00","0.00","20.7","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Paco Alcácer","esESP","FW","Villarreal","esLa Liga","25","1993","10.3","4","26","7","26.9","2.53","0.68","0.15","0.57","16.4","1","0","0","3.7","3.7","0.14","+0.3","+0.3",
"Paco Alcácer","esESP","FW","Dortmund","deBundesliga","25","1993","5.9","5","16","7","43.8","2.72","1.19","0.31","0.71","13.1","0","0","0","3.9","3.9","0.25","+1.1","+1.1",
"Thiago Alcántara","esESP","MF","Bayern Munich","deBundesliga","28","1991","19.7","3","18","8","44.4","0.91","0.41","0.17","0.38","17.7","0","0","0","2.4","2.4","0.14","+0.6","+0.6",
"Rubén Alcaraz","esESP","MF","Valladolid","esLa Liga","28","1991","21.4","2","33","8","24.2","1.54","0.37","0.06","0.25","25.9","9","0","0","1.9","1.9","0.06","+0.1","+0.1",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","30","1989","32.9","2","16","4","25.0","0.49","0.12","0.13","0.50","12.6","0","0","0","0.7","0.7","0.05","+1.3","+1.3",
"Haitam Aleesami","noNOR","DF","Amiens","frLigue 1","28","1991","21.3","1","2","1","50.0","0.09","0.05","0.50","1.00","12.6","0","0","0","0.4","0.4","0.18","+0.6","+0.6",
"Álex Alegría","esESP","FW","Mallorca","esLa Liga","26","1992","1.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Carles Aleñá","esESP","MF","Barcelona","esLa Liga","21","1998","1.9","0","1","1","100.0","0.52","0.52","0.00","0.00","17.6","0","0","0","0.1","0.1","0.08","-0.1","-0.1",
"Carles Aleñá","esESP","MF,FW","Betis","esLa Liga","21","1998","8.2","1","12","4","33.3","1.47","0.49","0.08","0.25","21.5","0","0","0","1.4","1.4","0.12","-0.4","-0.4",
"Rúnar Alex Rúnarsson","isISL","GK","Dijon","frLigue 1","24","1995","10.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","20","1998","35.3","4","44","13","29.5","1.25","0.37","0.09","0.31","22.6","13","0","0","2.8","2.8","0.06","+1.2","+1.2",
"Enrico Alfonso","itITA","GK","Brescia","itSerie A","31","1988","3.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Rachid Alioui","maMAR","FW","Angers","frLigue 1","27","1992","17.4","6","58","22","37.9","3.34","1.27","0.10","0.27","20.7","11","0","0","5.2","5.2","0.09","+0.8","+0.8",
"Alisson","brBRA","GK","Liverpool","engPremier League","26","1992","28.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Allan","brBRA","MF","Napoli","itSerie A","28","1991","14.2","2","12","7","58.3","0.84","0.49","0.17","0.29","21.1","0","0","0","0.5","0.5","0.05","+1.5","+1.5",
"Dele Alli","engENG","MF,FW","Tottenham","engPremier League","23","1996","20.5","8","41","18","43.9","2.00","0.88","0.17","0.39","14.9","0","1","1","8.1","7.3","0.18","-0.1","-0.3",
"Miguel Almirón","pyPAR","MF,FW","Newcastle Utd","engPremier League","25","1994","33.6","4","56","17","30.4","1.67","0.51","0.07","0.24","16.2","0","0","0","6.7","6.7","0.12","-2.7","-2.7",
"Marcos Alonso","esESP","DF","Chelsea","engPremier League","28","1990","15.9","4","30","8","26.7","1.89","0.50","0.13","0.50","16.5","1","0","0","2.6","2.6","0.09","+1.4","+1.4",
"Mickaël Alphonse","gpGLP","DF","Dijon","frLigue 1","30","1989","15.3","0","6","0","0.0","0.39","0.00","0.00","","23.4","0","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Sergio Álvarez","esESP","MF,DF","Eibar","esLa Liga","27","1992","12.7","0","4","0","0.0","0.31","0.00","0.00","","20.7","0","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Sergio Álvarez","esESP","GK","Celta Vigo","esLa Liga","32","1986","2.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","24","1995","31.2","0","12","2","16.7","0.38","0.06","0.00","0.00","13.9","0","0","0","1.3","1.3","0.11","-1.3","-1.3",
"Bruno Alves","ptPOR","DF","Parma","itSerie A","37","1981","29.7","0","24","1","4.2","0.81","0.03","0.00","0.00","20.0","10","0","0","1.3","1.3","0.05","-1.3","-1.3",
"Steven Alzate","coCOL","MF,DF","Brighton","engPremier League","20","1998","13.2","0","13","3","23.1","0.98","0.23","0.00","0.00","18.3","0","0","0","1.2","1.2","0.09","-1.2","-1.2",
"Ibrahim Amadou","frFRA","DF,MF","Norwich City","engPremier League","26","1993","8.4","0","6","1","16.7","0.71","0.12","0.00","0.00","17.6","0","0","0","0.8","0.8","0.13","-0.8","-0.8",
"Ibrahim Amadou","frFRA","MF","Leganés","esLa Liga","26","1993","8.6","0","5","1","20.0","0.58","0.12","0.00","0.00","13.5","0","0","0","0.7","0.7","0.14","-0.7","-0.7",
"Romain Amalfitano","frFRA","MF","Dijon","frLigue 1","29","1989","18.8","1","11","2","18.2","0.58","0.11","0.09","0.50","26.4","0","0","0","0.4","0.4","0.04","+0.6","+0.6",
"Amath","snSEN","MF","Getafe","esLa Liga","23","1996","0.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jordan Amavi","frFRA","DF","Marseille","frLigue 1","25","1994","24.0","1","16","4","25.0","0.67","0.17","0.06","0.25","21.9","0","0","0","0.7","0.7","0.05","+0.3","+0.3",
"Thierry Ambrose","gpGLP","FW","Metz","frLigue 1","22","1997","6.1","0","23","4","17.4","3.78","0.66","0.00","0.00","20.0","0","0","0","1.2","1.2","0.05","-1.2","-1.2",
"Kelvin Amian","frFRA","DF","Toulouse","frLigue 1","21","1998","18.1","0","8","3","37.5","0.44","0.17","0.00","0.00","19.4","0","0","0","0.4","0.4","0.05","-0.4","-0.4",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","22","1996","20.6","1","42","18","42.9","2.04","0.87","0.02","0.06","23.3","1","0","0","2.2","2.2","0.05","-1.2","-1.2",
"Ethan Ampadu","wlsWAL","DF","RB Leipzig","deBundesliga","18","2000","0.9","0","1","0","0.0","1.11","0.00","0.00","","8.6","0","0","0","0.1","0.1","0.10","-0.1","-0.1",
"Opoku Ampomah","ghGHA","FW,MF","Düsseldorf","deBundesliga","23","1996","5.6","0","16","5","31.3","2.88","0.90","0.00","0.00","20.6","0","0","0","0.7","0.7","0.05","-0.7","-0.7",
"Sofyan Amrabat","maMAR","MF","Hellas Verona","itSerie A","22","1996","32.4","1","18","6","33.3","0.55","0.18","0.00","0.00","22.7","0","1","1","2.0","1.3","0.07","-1.0","-1.3",
"Joachim Andersen","dkDEN","DF","Lyon","frLigue 1","23","1996","17.0","1","10","1","10.0","0.59","0.06","0.10","1.00","16.1","0","0","0","0.9","0.9","0.09","+0.1","+0.1",
"Djavan Anderson","srSUR","FW,DF","Lazio","itSerie A","24","1995","1.9","0","1","0","0.0","0.54","0.00","0.00","","17.3","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Felipe Anderson","brBRA","MF,FW","West Ham","engPremier League","26","1993","16.6","1","23","8","34.8","1.38","0.48","0.04","0.13","17.1","0","0","0","2.5","2.5","0.11","-1.5","-1.5",
"Sebastian Andersson","seSWE","FW","Union Berlin","deBundesliga","28","1991","29.8","12","63","35","55.6","2.11","1.17","0.17","0.31","12.3","0","1","2","11.9","10.3","0.16","+0.1","+0.7",
"Florin Andone","roROU","FW","Brighton","engPremier League","26","1993","0.8","1","1","1","100.0","1.23","1.23","1.00","1.00","7.8","0","0","0","0.4","0.4","0.36","+0.6","+0.6",
"Benjamin André","frFRA","MF","Lille","frLigue 1","28","1990","22.8","2","14","3","21.4","0.61","0.13","0.14","0.67","15.8","0","0","0","0.9","0.9","0.07","+1.1","+1.1",
"Lorenzo Andrenacci","itITA","GK","Brescia","itSerie A","24","1995","5.9","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Robert Andrich","deGER","MF","Union Berlin","deBundesliga","24","1994","28.6","1","49","7","14.3","1.71","0.24","0.02","0.14","24.9","4","0","0","2.6","2.6","0.05","-1.6","-1.6",
"Victorien Angban","ciCIV","MF","Metz","frLigue 1","22","1996","11.4","0","4","0","0.0","0.35","0.00","0.00","","30.2","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Miguel Ángel Guerrero","esESP","FW","Leganés","esLa Liga","29","1990","8.8","1","13","4","30.8","1.48","0.46","0.08","0.25","13.5","0","0","1","2.6","1.8","0.14","-1.6","-0.8",
"José Ángel","esESP","DF","Eibar","esLa Liga","29","1989","26.2","1","24","7","29.2","0.92","0.27","0.04","0.14","28.0","8","0","0","0.8","0.8","0.03","+0.2","+0.2",
"Miguel Ángel Moyá","esESP","GK","Real Sociedad","esLa Liga","35","1984","13.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Angeliño","esESP","DF","Manchester City","engPremier League","22","1997","4.7","0","5","0","0.0","1.06","0.00","0.00","","19.8","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Angeliño","esESP","DF,FW","RB Leipzig","deBundesliga","22","1997","12.2","1","5","2","40.0","0.41","0.16","0.20","0.50","12.5","0","0","0","0.9","0.9","0.18","+0.1","+0.1",
"Faustino Anjorin","engENG","FW","Chelsea","engPremier League","17","2001","0.2","0","1","0","0.0","4.50","0.00","0.00","","31.8","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Peter Ankersen","dkDEN","DF","Genoa","itSerie A","28","1990","11.8","0","13","3","23.1","1.10","0.25","0.00","0.00","23.6","0","0","0","0.4","0.4","0.03","-0.4","-0.4",
"Cristian Ansaldi","arARG","DF,MF","Torino","itSerie A","32","1986","19.6","4","29","8","27.6","1.48","0.41","0.14","0.50","21.0","1","0","0","1.9","1.9","0.06","+2.1","+2.1",
"Janis Antiste","frFRA","MF","Toulouse","frLigue 1","16","2002","0.1","0","1","0","0.0","7.50","0.00","0.00","","13.9","0","0","0","0.0","0.0","0.05","0.0","0.0",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","29","1990","19.6","10","67","30","44.8","3.41","1.53","0.13","0.30","13.7","0","1","1","12.9","12.1","0.19","-2.9","-3.1",
"Antoñito","esESP","DF,MF","Valladolid","esLa Liga","31","1987","11.4","0","1","0","0.0","0.09","0.00","0.00","","9.8","0","0","0","0.1","0.1","0.08","-0.1","-0.1",
"Mirko Antonucci","itITA","FW,MF","Roma","itSerie A","20","1999","0.9","0","3","0","0.0","3.29","0.00","0.00","","12.3","0","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Vitorino Antunes","ptPOR","MF","Getafe","esLa Liga","32","1987","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Christopher Antwi-Adjei","ghGHA","MF,FW","Paderborn 07","deBundesliga","25","1994","27.4","1","46","8","17.4","1.68","0.29","0.02","0.13","17.9","1","0","0","3.8","3.8","0.08","-2.8","-2.8",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","24","1995","2.1","0","1","0","0.0","0.48","0.00","0.00","","28.0","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","21","1998","21.7","3","46","18","39.1","2.12","0.83","0.07","0.17","20.0","2","0","0","3.7","3.7","0.08","-0.7","-0.7",
"Adil Aouchiche","frFRA","MF","Paris S-G","frLigue 1","17","2002","0.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Dennis Appiah","frFRA","DF","Nantes","frLigue 1","27","1992","17.8","0","1","0","0.0","0.06","0.00","0.00","","17.1","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","23","1995","34.1","1","47","7","14.9","1.38","0.21","0.02","0.14","25.3","5","0","0","2.1","2.1","0.04","-1.1","-1.1",
"Guilherme Arana","brBRA","DF","Atalanta","itSerie A","22","1997","0.9","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","30","1989","23.5","1","16","2","12.5","0.68","0.08","0.06","0.50","18.6","0","0","0","1.4","1.4","0.09","-0.4","-0.4",
"Luiz Araújo","brBRA","FW,MF","Lille","frLigue 1","23","1996","9.2","2","24","11","45.8","2.61","1.20","0.08","0.18","24.8","0","0","0","1.0","1.0","0.04","+1.0","+1.0",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","27","1991","32.1","1","13","3","23.1","0.41","0.09","0.08","0.33","14.0","0","0","0","1.0","1.0","0.08","0.0","0.0",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","20","1999","2.6","0","1","0","0.0","0.38","0.00","0.00","","3.7","0","0","0","0.2","0.2","0.21","-0.2","-0.2",
"Anaitz Arbilla","esESP","DF","Eibar","esLa Liga","32","1987","22.3","1","14","2","14.3","0.63","0.09","0.07","0.50","24.9","3","0","0","0.7","0.7","0.05","+0.3","+0.3",
"Alphonse Areola","frFRA","GK","Real Madrid","esLa Liga","26","1993","4.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Alphonse Areola","frFRA","GK","Paris S-G","frLigue 1","26","1993","3.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Santiago Arias","coCOL","DF","Atlético Madrid","esLa Liga","27","1992","12.0","0","6","2","33.3","0.50","0.17","0.00","0.00","19.9","0","0","0","0.5","0.5","0.09","-0.5","-0.5",
"Nicolò Armini","itITA","DF","Lazio","itSerie A","18","2001","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","27","1992","19.1","5","46","20","43.5","2.41","1.05","0.11","0.25","21.2","0","0","0","2.8","2.8","0.06","+2.2","+2.2",
"José Arnaiz","esESP","FW,MF","Osasuna","esLa Liga","24","1995","8.8","2","21","6","28.6","2.39","0.68","0.10","0.33","16.2","0","0","0","1.4","1.4","0.07","+0.6","+0.6",
"José Arnaiz","esESP","MF","Leganés","esLa Liga","24","1995","3.7","0","10","4","40.0","2.67","1.07","0.00","0.00","19.4","0","0","0","0.7","0.7","0.07","-0.7","-0.7",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","25","1994","31.3","4","63","16","25.4","2.01","0.51","0.06","0.25","26.4","9","0","0","2.9","2.9","0.05","+1.1","+1.1",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","24","1994","33.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kwadwo Asamoah","ghGHA","DF,FW","Inter","itSerie A","30","1988","7.1","0","3","1","33.3","0.42","0.14","0.00","0.00","18.0","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Santiago Ascacíbar","arARG","MF","Hertha BSC","deBundesliga","22","1997","7.0","0","2","0","0.0","0.28","0.00","0.00","","30.9","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","30","1989","34.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Marco Asensio","esESP","FW","Real Madrid","esLa Liga","23","1996","3.7","3","8","5","62.5","2.14","1.34","0.38","0.60","15.7","1","0","0","1.1","1.1","0.14","+1.9","+1.9",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","18","2001","0.8","1","1","1","100.0","1.18","1.18","1.00","1.00","31.0","0","0","0","0.0","0.0","0.02","+1.0","+1.0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","31","1987","36.2","14","77","32","41.6","2.12","0.88","0.12","0.28","17.5","11","5","7","14.6","9.0","0.12","-0.6","0.0",
"Roger Assalé","ciCIV","FW,MF","Leganés","esLa Liga","25","1993","5.9","2","11","6","54.5","1.86","1.02","0.18","0.33","16.2","0","0","0","1.7","1.7","0.15","+0.3","+0.3",
"Youcef Atal","dzALG","FW,DF","Nice","frLigue 1","23","1996","11.1","1","19","9","47.4","1.70","0.81","0.05","0.11","18.1","0","0","0","1.4","1.4","0.07","-0.4","-0.4",
"Miguel Atienza","esESP","MF","Eibar","esLa Liga","20","1999","0.3","0","2","0","0.0","6.00","0.00","0.00","","12.6","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Christian Atsu","ghGHA","MF,FW","Newcastle Utd","engPremier League","27","1992","8.3","0","5","1","20.0","0.60","0.12","0.00","0.00","19.1","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","30","1989","34.8","22","91","40","44.0","2.61","1.15","0.22","0.50","15.5","2","2","2","14.7","13.2","0.14","+7.3","+6.8",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","22","1997","36.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","24","1994","12.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jean-Kévin Augustin","frFRA","FW","Monaco","frLigue 1","22","1997","3.0","0","7","3","42.9","2.37","1.02","0.00","0.00","13.8","0","0","0","0.5","0.5","0.07","-0.5","-0.5",
"Ludwig Augustinsson","seSWE","DF,MF","Werder Bremen","deBundesliga","25","1994","10.3","0","5","0","0.0","0.49","0.00","0.00","","24.1","2","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","26","1992","30.0","1","13","4","30.8","0.43","0.13","0.08","0.25","19.1","0","0","0","0.5","0.5","0.04","+0.5","+0.5",
