Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches
"Kévin Denkey","tgTOG","FW","Nîmes","frLigue 1","19","2000","5.8","1","18","8","44.4","3.09","1.37","0.06","0.13","14.6","0","0","0","2.1","2.1","0.12","-1.1","-1.1",
"Emmanuel Dennis","ngNGA","FW","Köln","deBundesliga","22","1997","5.3","0","5","0","0.0","0.95","0.00","0.00","","13.4","0","0","0","0.6","0.6","0.12","-0.6","-0.6",
"Stefano Denswil","srSUR","DF","Bologna","itSerie A","27","1993","1.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Fabio Depaoli","itITA","DF","Benevento","itSerie A","23","1997","12.4","0","8","2","25.0","0.64","0.16","0.00","0.00","20.3","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Fabio Depaoli","itITA","MF","Sampdoria","itSerie A","23","1997","0.9","0","2","1","50.0","2.34","1.17","0.00","0.00","16.5","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Fabio Depaoli","itITA","DF","Atalanta","itSerie A","23","1997","2.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Clément Depres","frFRA","FW","Nîmes","frLigue 1","25","1994","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Mike van der Hoorn","nlNED","DF","Arminia","deBundesliga","27","1992","15.1","0","5","2","40.0","0.33","0.13","0.00","0.00","11.1","0","0","0","0.4","0.4","0.08","-0.4","-0.4",
"Kastriot Dermaku","alALB","DF","Parma","itSerie A","28","1992","1.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kiril Despodov","bgBUL","FW","Cagliari","itSerie A","23","1996","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Sergiño Dest","usUSA","DF,FW","Barcelona","esLa Liga","19","2000","21.2","2","14","5","35.7","0.66","0.24","0.14","0.40","15.3","0","0","0","1.7","1.7","0.12","+0.3","+0.3",
"Mattia Destro","itITA","FW","Genoa","itSerie A","29","1991","17.8","11","37","22","59.5","2.07","1.23","0.30","0.50","12.1","0","0","0","6.2","6.2","0.17","+4.8","+4.8",
"Gerard Deulofeu","esESP","FW,MF","Udinese","itSerie A","26","1994","6.6","1","17","9","52.9","2.56","1.35","0.06","0.11","16.1","1","0","0","1.4","1.4","0.08","-0.4","-0.4",
"Deyverson","brBRA","FW","Alavés","esLa Liga","29","1991","9.7","1","14","2","14.3","1.44","0.21","0.07","0.50","16.6","0","0","0","1.5","1.5","0.10","-0.5","-0.5",
"Jacopo Dezi","itITA","FW,MF","Parma","itSerie A","28","1992","0.9","0","1","0","0.0","1.14","0.00","0.00","","21.8","0","0","0","0.1","0.1","0.07","-0.1","-0.1",
"Samuel Di Carmine","itITA","FW","Hellas Verona","itSerie A","31","1988","5.6","0","9","2","22.2","1.62","0.36","0.00","0.00","7.3","0","0","0","1.4","1.4","0.23","-1.4","-1.4",
"Samuel Di Carmine","itITA","FW","Crotone","itSerie A","31","1988","5.3","0","6","1","16.7","1.14","0.19","0.00","0.00","12.1","0","0","0","0.5","0.5","0.09","-0.5","-0.5",
"Giovanni Di Lorenzo","itITA","DF","Napoli","itSerie A","26","1993","36.0","3","28","12","42.9","0.78","0.33","0.11","0.25","12.4","0","0","0","3.8","3.8","0.14","-0.8","-0.8",
"Ángel Di María","arARG","FW,MF","Paris S-G","frLigue 1","32","1988","20.6","4","60","17","28.3","2.91","0.83","0.07","0.24","21.5","6","0","0","4.7","4.7","0.08","-0.7","-0.7",
"Alessandro Di Pardo","itITA","FW,DF","Juventus","itSerie A","21","1999","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Giuseppe Di Serio","itITA","FW,MF","Benevento","itSerie A","19","2001","3.2","0","4","2","50.0","1.23","0.62","0.00","0.00","16.6","0","0","0","0.6","0.6","0.16","-0.6","-0.6",
"Boulaye Dia","snSEN","FW,MF","Reims","frLigue 1","23","1996","32.6","14","58","22","37.9","1.78","0.68","0.16","0.41","16.2","0","5","5","12.5","8.6","0.15","+1.5","+0.4",
"Abdoulay Diaby","mlMLI","DF","Getafe","esLa Liga","29","1991","0.2","0","1","0","0.0","5.00","0.00","0.00","","15.0","0","0","0","0.3","0.3","0.26","-0.3","-0.3",
"Moussa Diaby","frFRA","FW,MF","Leverkusen","deBundesliga","21","1999","26.5","4","50","25","50.0","1.88","0.94","0.08","0.16","18.6","0","0","0","4.6","4.6","0.09","-0.6","-0.6",
"Mbaye Diagne","snSEN","FW","West Brom","engPremier League","28","1991","13.2","3","25","9","36.0","1.89","0.68","0.12","0.33","10.4","0","0","0","6.6","6.6","0.27","-3.6","-3.6",
"Mouctar Diakhaby","gnGUI","DF","Valencia","esLa Liga","23","1996","23.1","1","11","4","36.4","0.48","0.17","0.09","0.25","11.7","0","0","0","1.2","1.2","0.10","-0.2","-0.2",
"Abdou Diallo","snSEN","DF","Paris S-G","frLigue 1","24","1996","16.6","0","4","0","0.0","0.24","0.00","0.00","","14.6","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Amad Diallo","ciCIV","FW","Manchester Utd","engPremier League","18","2002","1.8","0","1","1","100.0","0.54","0.54","0.00","0.00","25.7","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Amad Diallo","ciCIV","MF","Atalanta","itSerie A","18","2002","0.2","0","1","0","0.0","6.43","0.00","0.00","","23.3","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Habib Diallo","snSEN","FW","Strasbourg","frLigue 1","25","1995","25.8","9","52","20","38.5","2.02","0.78","0.15","0.40","16.8","0","1","1","7.6","6.8","0.13","+1.4","+1.2",
"Habib Diallo","snSEN","FW,MF","Metz","frLigue 1","25","1995","1.6","0","2","0","0.0","1.26","0.00","0.00","","9.2","0","0","0","0.4","0.4","0.20","-0.4","-0.4",
"Ibrahima Diallo","frFRA","MF","Southampton","engPremier League","21","1999","11.3","0","7","1","14.3","0.62","0.09","0.00","0.00","22.4","0","0","0","0.5","0.5","0.07","-0.5","-0.5",
"Ibrahima Diallo","frFRA","MF","Brest","frLigue 1","21","1999","4.9","0","1","0","0.0","0.20","0.00","0.00","","36.5","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Amadou Diambo","ghGHA","FW","Benevento","itSerie A","19","2001","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Grady Diangana","cdCOD","MF,FW","West Brom","engPremier League","22","1998","13.7","1","14","4","28.6","1.02","0.29","0.07","0.25","17.4","0","0","0","1.1","1.1","0.08","-0.1","-0.1",
"Stéphane Diarra","frFRA","MF,FW","Lorient","frLigue 1","21","1998","2.2","0","2","2","100.0","0.91","0.91","0.00","0.00","23.6","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Rúben Dias","ptPOR","DF","Manchester City","engPremier League","23","1997","31.6","1","14","6","42.9","0.44","0.19","0.07","0.17","8.3","0","0","0","1.9","1.9","0.13","-0.9","-0.9",
"Krépin Diatta","snSEN","MF,DF","Monaco","frLigue 1","21","1999","4.3","1","3","1","33.3","0.69","0.23","0.33","1.00","16.0","0","0","0","0.4","0.4","0.14","+0.6","+0.6",
"Amadou Diawara","gnGUI","MF","Roma","itSerie A","23","1997","7.3","1","7","4","57.1","0.96","0.55","0.14","0.25","18.1","0","0","0","0.9","0.9","0.18","+0.1","+0.1",
"Brahim Díaz","maMAR","MF,FW","Milan","itSerie A","20","1999","13.6","4","26","8","30.8","1.91","0.59","0.15","0.50","16.8","0","0","0","3.4","3.4","0.13","+0.6","+0.6",
"Víctor Díaz","esESP","DF","Granada","esLa Liga","32","1988","9.2","0","5","1","20.0","0.54","0.11","0.00","0.00","26.6","0","0","0","0.4","0.4","0.09","-0.4","-0.4",
"Daniel Didavi","deGER","MF,FW","Stuttgart","deBundesliga","30","1990","10.8","4","23","7","30.4","2.13","0.65","0.17","0.57","18.6","4","0","0","2.8","2.8","0.12","+1.2","+1.2",
"Bamba Dieng","snSEN","FW,DF","Marseille","frLigue 1","20","2000","1.4","0","1","0","0.0","0.70","0.00","0.00","","4.3","0","0","0","0.2","0.2","0.25","-0.2","-0.2",
"Eric Dier","engENG","DF","Tottenham","engPremier League","26","1994","28.0","0","14","2","14.3","0.50","0.07","0.00","0.00","22.2","8","0","0","1.2","1.2","0.08","-1.2","-1.2",
"Daan Dierckx","beBEL","DF","Parma","itSerie A","17","2003","5.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lucas Digne","frFRA","DF,MF","Everton","engPremier League","27","1993","29.8","0","13","0","0.0","0.44","0.00","0.00","","23.7","3","0","0","0.5","0.5","0.04","-0.5","-0.5",
"Mitchell Dijks","nlNED","DF","Bologna","itSerie A","27","1993","16.5","0","2","0","0.0","0.12","0.00","0.00","","13.9","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Javairô Dilrosun","nlNED","FW,MF","Hertha BSC","deBundesliga","22","1998","5.9","0","8","1","12.5","1.36","0.17","0.00","0.00","18.3","0","0","0","0.4","0.4","0.05","-0.4","-0.4",
"Federico Dimarco","itITA","DF","Hellas Verona","itSerie A","22","1997","29.0","5","38","12","31.6","1.31","0.41","0.13","0.42","21.0","6","0","0","2.8","2.8","0.08","+2.2","+2.2",
"Junior Dina Ebimbe","frFRA","FW,MF","Dijon","frLigue 1","19","2000","23.8","1","45","13","28.9","1.89","0.55","0.02","0.08","18.3","0","0","0","3.4","3.4","0.08","-2.4","-2.4",
"Tristan Dingomé","cmCMR","MF","Reims","frLigue 1","29","1991","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Eren Dinkçi","deGER","MF,FW","Werder Bremen","deBundesliga","18","2001","1.2","1","3","2","66.7","2.50","1.67","0.33","0.50","12.9","0","0","0","0.5","0.5","0.17","+0.5","+0.5",
"Sinaly Diomande","ciCIV","DF","Lyon","frLigue 1","19","2001","12.6","0","16","3","18.8","1.27","0.24","0.00","0.00","15.4","0","0","0","1.3","1.3","0.08","-1.3","-1.3",
"Lois Diony","frFRA","FW","Angers","frLigue 1","27","1992","19.4","5","28","13","46.4","1.44","0.67","0.14","0.31","15.3","0","1","1","4.0","3.3","0.12","+1.0","+0.7",
"Issa Diop","frFRA","DF","West Ham","engPremier League","23","1997","15.3","2","3","2","66.7","0.20","0.13","0.67","1.00","9.6","0","0","0","0.5","0.5","0.16","+1.5","+1.5",
"Papakouli Diop","snSEN","MF","Eibar","esLa Liga","34","1986","25.8","1","28","9","32.1","1.08","0.35","0.04","0.11","18.7","0","0","0","1.7","1.6","0.06","-0.7","-0.6",
"Sofiane Diop","maMAR","MF,FW","Monaco","frLigue 1","20","2000","22.5","7","44","17","38.6","1.96","0.76","0.16","0.41","19.8","1","0","0","4.8","4.8","0.11","+2.2","+2.2",
"Andy Diouf","frFRA","FW","Rennes","frLigue 1","17","2003","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Yehvann Diouf","snSEN","GK","Reims","frLigue 1","20","1999","1.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Assane Dioussé","snSEN","DF","Saint-Étienne","frLigue 1","22","1997","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jonas Dirkner","deGER","MF","Hertha BSC","deBundesliga","18","2002","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Axel Disasi","frFRA","DF","Monaco","frLigue 1","22","1998","22.3","3","18","6","33.3","0.81","0.27","0.17","0.50","11.6","0","0","0","2.4","2.4","0.14","+0.6","+0.6",
"Tiago Djaló","ptPOR","DF","Lille","frLigue 1","20","2000","9.7","0","2","0","0.0","0.21","0.00","0.00","","28.5","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Djené","tgTOG","DF","Getafe","esLa Liga","28","1991","32.7","0","2","0","0.0","0.06","0.00","0.00","","9.9","0","0","0","0.2","0.2","0.09","-0.2","-0.2",
"Moussa Djenepo","mlMLI","MF","Southampton","engPremier League","22","1998","13.8","1","14","2","14.3","1.02","0.15","0.07","0.50","20.2","0","0","0","0.8","0.8","0.06","+0.2","+0.2",
"Koffi Djidji","ciCIV","DF","Crotone","itSerie A","27","1992","16.9","1","4","2","50.0","0.24","0.12","0.25","0.50","10.8","0","0","0","0.3","0.3","0.07","+0.7","+0.7",
"Alexander Djiku","ghGHA","DF,MF","Strasbourg","frLigue 1","25","1994","28.4","0","16","3","18.8","0.56","0.11","0.00","0.00","17.1","1","0","0","2.0","2.0","0.14","-2.0","-2.0",
"Berat Djimsiti","alALB","DF","Atalanta","itSerie A","27","1993","29.2","0","20","1","5.0","0.69","0.03","0.00","0.00","11.2","0","0","0","1.7","1.7","0.09","-1.7","-1.7",
"Marko Dmitrović","rsSRB","GK","Eibar","esLa Liga","28","1992","34.7","1","1","0","0.0","0.03","0.00","0.00","","46.8","0","1","2","1.6","0.0","0.04","-0.6","0.0",
"Ritsu Doan","jpJPN","MF,FW","Arminia","deBundesliga","22","1998","30.8","5","69","21","30.4","2.24","0.68","0.07","0.24","19.9","7","0","0","5.2","5.1","0.07","-0.2","-0.1",
"Mihai Dobre","roROU","FW","Dijon","frLigue 1","21","1998","5.9","0","9","1","11.1","1.53","0.17","0.00","0.00","16.8","0","0","0","0.5","0.5","0.05","-0.5","-0.5",
"Matt Doherty","ieIRL","DF","Tottenham","engPremier League","28","1992","13.8","0","3","1","33.3","0.22","0.07","0.00","0.00","16.7","0","0","0","0.4","0.4","0.12","-0.4","-0.4",
"Jeremy Doku","beBEL","MF,FW","Rennes","frLigue 1","18","2002","25.7","2","36","7","19.4","1.40","0.27","0.06","0.29","18.2","0","0","0","2.8","2.8","0.08","-0.8","-0.8",
"Kasper Dolberg","dkDEN","FW","Nice","frLigue 1","22","1997","21.4","6","35","16","45.7","1.63","0.75","0.11","0.25","13.5","1","2","2","8.4","6.8","0.19","-2.4","-2.8",
"Keagan Dolly","zaRSA","MF","Montpellier","frLigue 1","27","1993","5.0","0","5","0","0.0","1.00","0.00","0.00","","26.6","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Jaume Doménech","esESP","GK","Valencia","esLa Liga","29","1990","28.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Carlos Dominguez","esESP","DF","Celta Vigo","esLa Liga","19","2001","4.0","0","1","1","100.0","0.25","0.25","0.00","0.00","8.4","0","0","0","0.1","0.1","0.12","-0.1","-0.1",
"Nicolás Domínguez","arARG","MF","Bologna","itSerie A","22","1998","13.9","1","18","5","27.8","1.29","0.36","0.06","0.20","19.7","0","0","0","1.2","1.2","0.06","-0.2","-0.2",
"John Donald","esESP","DF,MF","Elche","esLa Liga","19","2000","0.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Ji Dong-won","krKOR","FW","Mainz 05","deBundesliga","29","1991","0.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Anastasios Donis","grGRE","MF","Reims","frLigue 1","23","1996","1.1","0","1","0","0.0","0.93","0.00","0.00","","29.3","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Gianluigi Donnarumma","itITA","GK","Milan","itSerie A","21","1999","37.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Bas Dost","nlNED","FW","Eint Frankfurt","deBundesliga","31","1989","9.1","4","14","8","57.1","1.54","0.88","0.21","0.38","10.5","0","1","1","4.0","3.2","0.23","0.0","-0.2",
"Abdoulaye Doucouré","mlMLI","MF","Everton","engPremier League","27","1993","27.1","2","18","5","27.8","0.66","0.18","0.11","0.40","17.4","0","0","0","2.3","2.3","0.13","-0.3","-0.3",
"Cheick Doucouré","mlMLI","MF","Lens","frLigue 1","20","2000","29.2","2","35","5","14.3","1.20","0.17","0.06","0.40","25.8","0","0","0","1.3","1.3","0.04","+0.7","+0.7",
"Fodé Doucouré","mlMLI","DF","Reims","frLigue 1","19","2001","3.7","0","3","2","66.7","0.81","0.54","0.00","0.00","22.6","0","0","0","0.3","0.3","0.10","-0.3","-0.3",
"Mahamadou Doucouré","mlMLI","FW,MF","Nîmes","frLigue 1","20","2000","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Cheick Doukouré","ciCIV","MF,FW","Levante","esLa Liga","27","1992","1.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Idrissa Doumbia","ciCIV","MF","Huesca","esLa Liga","22","1998","8.7","0","4","0","0.0","0.46","0.00","0.00","","22.0","0","0","0","0.4","0.4","0.09","-0.4","-0.4",
"Moussa Doumbia","mlMLI","MF,FW","Reims","frLigue 1","25","1994","10.0","0","15","3","20.0","1.50","0.30","0.00","0.00","22.8","0","0","0","0.6","0.6","0.04","-0.6","-0.6",
"Souleyman Doumbia","ciCIV","DF","Angers","frLigue 1","23","1996","24.7","0","7","2","28.6","0.28","0.08","0.00","0.00","21.3","0","0","0","0.6","0.6","0.09","-0.6","-0.6",
"Aleksandar Dragović","atAUT","DF","Leverkusen","deBundesliga","29","1991","12.6","1","4","2","50.0","0.32","0.16","0.25","0.50","19.1","0","0","0","0.2","0.2","0.06","+0.8","+0.8",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","22","1997","35.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Denis Drăguș","roROU","FW,MF","Crotone","itSerie A","21","1999","2.0","0","4","0","0.0","2.03","0.00","0.00","","25.2","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Radu Drăgușin","roROU","DF","Juventus","itSerie A","18","2002","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Mouhamadou Drammeh","gmGAM","MF","Reims","frLigue 1","21","1999","1.9","0","1","0","0.0","0.52","0.00","0.00","","30.0","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Julian Draxler","deGER","MF,FW","Paris S-G","frLigue 1","26","1993","11.8","4","11","4","36.4","0.93","0.34","0.36","1.00","17.0","0","0","0","1.6","1.6","0.15","+2.4","+2.4",
"Dominick Drexler","deGER","MF,FW","Köln","deBundesliga","30","1990","13.7","2","12","2","16.7","0.88","0.15","0.17","1.00","13.6","0","0","0","2.1","2.1","0.17","-0.1","-0.1",
"Matthieu Dreyer","frFRA","GK","Lorient","frLigue 1","31","1989","15.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Domingos Duarte","ptPOR","DF","Granada","esLa Liga","25","1995","26.3","1","6","2","33.3","0.23","0.08","0.17","0.50","8.4","0","0","0","1.4","1.4","0.23","-0.4","-0.4",
"Léo Duarte","brBRA","DF","Milan","itSerie A","24","1996","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Óscar Duarte","crCRC","DF","Levante","esLa Liga","31","1989","22.9","1","7","3","42.9","0.31","0.13","0.14","0.33","10.0","0","0","0","0.8","0.8","0.11","+0.2","+0.2",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","24","1995","28.3","1","14","2","14.3","0.50","0.07","0.07","0.50","20.6","0","0","0","1.4","1.4","0.10","-0.4","-0.4",
"Leo Dubois","frFRA","DF","Lyon","frLigue 1","25","1994","32.3","2","20","3","15.0","0.62","0.09","0.10","0.67","21.1","0","0","0","1.1","1.1","0.06","+0.9","+0.9",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","31","1989","13.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Ondrej Duda","skSVK","FW,MF","Köln","deBundesliga","25","1994","28.2","7","46","13","28.3","1.63","0.46","0.09","0.31","22.7","4","3","4","6.4","3.3","0.07","+0.6","+0.7",
"Unai Dufur","esESP","DF","Eibar","esLa Liga","21","1999","0.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Haris Duljević","baBIH","MF,FW","Nîmes","frLigue 1","26","1993","8.6","0","15","5","33.3","1.75","0.58","0.00","0.00","22.1","0","0","0","1.2","1.2","0.08","-1.2","-1.2",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","28","1991","13.9","1","3","1","33.3","0.22","0.07","0.33","1.00","9.2","0","0","0","0.3","0.3","0.11","+0.7","+0.7",
"Alfred Duncan","ghGHA","MF","Fiorentina","itSerie A","27","1993","1.8","0","1","0","0.0","0.56","0.00","0.00","","26.5","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Alfred Duncan","ghGHA","MF","Cagliari","itSerie A","27","1993","11.9","0","7","0","0.0","0.59","0.00","0.00","","26.6","0","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","28","1991","32.6","5","32","14","43.8","0.98","0.43","0.16","0.36","15.2","3","0","0","2.2","2.2","0.07","+2.8","+2.8",
"Jimmy Dunne","ieIRL","DF","Burnley","engPremier League","22","1997","3.0","1","7","1","14.3","2.33","0.33","0.14","1.00","11.5","0","0","0","0.5","0.5","0.07","+0.5","+0.5",
"Erik Durm","deGER","DF","Eint Frankfurt","deBundesliga","28","1992","16.4","1","20","6","30.0","1.22","0.36","0.05","0.17","20.0","0","0","0","1.4","1.4","0.07","-0.4","-0.4",
"Hugo Duro","esESP","FW","Real Madrid","esLa Liga","20","1999","0.6","0","1","0","0.0","1.64","0.00","0.00","","7.1","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Jean-Kevin Duverne","htHAI","DF","Brest","frLigue 1","23","1997","22.5","1","10","1","10.0","0.44","0.04","0.10","1.00","13.2","0","0","0","0.6","0.6","0.06","+0.4","+0.4",
"Paulo Dybala","arARG","FW","Juventus","itSerie A","26","1993","12.6","4","51","15","29.4","4.05","1.19","0.08","0.27","19.3","5","0","0","4.6","4.6","0.09","-0.6","-0.6",
"Edin Džeko","baBIH","FW","Roma","itSerie A","34","1986","20.3","7","69","24","34.8","3.40","1.18","0.10","0.29","13.1","0","0","1","13.2","12.4","0.18","-6.2","-5.4",
"Steeve-Mike Ebongue","frFRA","MF","Genoa","itSerie A","19","2001","0.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Enzo Ebosse","cmCMR","DF","Angers","frLigue 1","21","1999","2.9","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Bruno Ecuele Manga","gaGAB","DF","Dijon","frLigue 1","32","1988","38.0","2","31","8","25.8","0.82","0.21","0.06","0.25","11.2","0","0","0","2.4","2.4","0.08","-0.4","-0.4",
"Simone Edera","itITA","DF,MF","Torino","itSerie A","23","1997","0.6","0","3","1","33.3","5.19","1.73","0.00","0.00","29.5","2","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Ederson","brBRA","GK","Manchester City","engPremier League","26","1993","36.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kyle Edwards","engENG","MF,FW","West Brom","engPremier League","22","1998","1.3","0","2","1","50.0","1.53","0.76","0.00","0.00","15.4","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"John Egan","ieIRL","DF","Sheffield Utd","engPremier League","27","1992","29.2","0","14","3","21.4","0.48","0.10","0.00","0.00","11.9","0","0","0","0.8","0.8","0.06","-0.8","-0.8",
"Johannes Eggestein","deGER","FW,MF","Werder Bremen","deBundesliga","22","1998","0.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Maximilian Eggestein","deGER","MF","Werder Bremen","deBundesliga","23","1996","32.7","2","22","5","22.7","0.67","0.15","0.09","0.40","24.6","0","0","0","1.0","1.0","0.05","+1.0","+1.0",
"Lilian Egloff","deGER","MF","Stuttgart","deBundesliga","17","2002","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kingsley Ehizibue","nlNED","DF","Köln","deBundesliga","25","1995","12.6","0","9","1","11.1","0.71","0.08","0.00","0.00","22.1","0","0","0","0.6","0.6","0.07","-0.6","-0.6",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","31","1989","25.5","2","14","3","21.4","0.55","0.12","0.14","0.67","18.1","0","0","0","0.9","0.9","0.06","+1.1","+1.1",
"Hugo Ekitike","frFRA","FW,MF","Reims","frLigue 1","18","2002","1.0","0","3","1","33.3","3.07","1.02","0.00","0.00","14.4","0","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Anthony Elanga","seSWE","FW","Manchester Utd","engPremier League","18","2002","1.7","1","2","1","50.0","1.16","0.58","0.50","1.00","11.9","0","0","0","0.4","0.4","0.22","+0.6","+0.6",
"Niclas Eliasson","seSWE","MF,FW","Nîmes","frLigue 1","24","1995","20.0","4","25","10","40.0","1.25","0.50","0.16","0.40","16.8","6","0","0","3.6","3.6","0.15","+0.4","+0.4",
"Elif Elmas","mkMKD","MF,FW","Napoli","itSerie A","20","1999","8.2","2","13","6","46.2","1.58","0.73","0.15","0.33","16.8","0","0","0","1.4","1.4","0.11","+0.6","+0.6",
"Ahmed Elmohamady","egEGY","DF","Aston Villa","engPremier League","32","1987","9.3","0","9","1","11.1","0.97","0.11","0.00","0.00","11.9","0","0","0","0.4","0.4","0.05","-0.4","-0.4",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","28","1992","17.2","1","9","2","22.2","0.52","0.12","0.11","0.50","21.5","0","0","0","0.4","0.4","0.05","+0.6","+0.6",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","26","1994","20.9","1","5","1","20.0","0.24","0.05","0.20","1.00","12.3","0","0","0","0.5","0.5","0.11","+0.5","+0.5",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","23","1996","28.2","3","12","6","50.0","0.43","0.21","0.25","0.50","10.1","0","0","0","1.7","1.7","0.14","+1.3","+1.3",
"Rodrigo Ely","brBRA","DF","Alavés","esLa Liga","26","1993","5.2","1","4","2","50.0","0.77","0.38","0.25","0.50","8.3","0","0","0","0.6","0.6","0.15","+0.4","+0.4",
"Breel Embolo","chSUI","FW,MF","Gladbach","deBundesliga","23","1997","16.0","5","41","20","48.8","2.56","1.25","0.12","0.25","13.3","0","0","0","7.7","7.7","0.20","-2.7","-2.7",
"Emerson","brBRA","DF","Betis","esLa Liga","21","1999","33.2","1","11","3","27.3","0.33","0.09","0.09","0.33","16.6","0","0","0","1.5","1.5","0.14","-0.5","-0.5",
"Renaud Emond","beBEL","FW,MF","Nantes","frLigue 1","28","1991","3.9","2","8","4","50.0","2.03","1.02","0.25","0.50","9.0","0","0","0","1.5","1.5","0.19","+0.5","+0.5",
"Alan Empereur","brBRA","DF","Hellas Verona","itSerie A","26","1994","2.4","0","1","0","0.0","0.41","0.00","0.00","","7.3","0","0","0","0.1","0.1","0.07","-0.1","-0.1",
"Youssef En-Nesyri","maMAR","FW","Sevilla","esLa Liga","23","1997","25.7","18","78","27","34.6","3.04","1.05","0.23","0.67","12.2","0","0","0","15.6","15.6","0.21","+2.4","+2.4",
"Keita Endo","jpJPN","MF,FW","Union Berlin","deBundesliga","22","1997","5.1","1","8","3","37.5","1.58","0.59","0.13","0.33","15.4","0","0","0","1.4","1.4","0.17","-0.4","-0.4",
