Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches
"Adson","brBRA","MF,FW","Nantes","frLigue 1","22","2000","2.6","0","5","0","0.0","1.89","0.00","0.00","","17.9","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Michel Aebischer","chSUI","MF","Bologna","itSerie A","26","1997","24.8","0","18","5","27.8","0.73","0.20","0.00","0.00","22.4","0","0","0","1.1","1.1","0.06","-1.1","-1.1",
"Emmanuel Agbadou","ciCIV","DF","Reims","frLigue 1","26","1997","28.8","1","32","5","15.6","1.11","0.17","0.03","0.20","15.1","0","0","0","2.4","2.4","0.07","-1.4","-1.4",
"Julen Agirrezabala","esESP","GK","Athletic Club","esLa Liga","22","2000","2.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lucien Agoume","frFRA","MF","Inter","itSerie A","21","2002","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lucien Agoume","frFRA","MF","Sevilla","esLa Liga","21","2002","8.6","0","6","2","33.3","0.69","0.23","0.00","0.00","13.2","0","0","0","0.9","0.9","0.14","-0.9","-0.9",
"Felix Agu","ngNGA","DF,MF","Werder Bremen","deBundesliga","23","1999","17.9","0","11","0","0.0","0.61","0.00","0.00","","19.5","0","0","0","0.9","0.9","0.08","-0.9","-0.9",
"Nayef Aguerd","maMAR","DF","West Ham","engPremier League","27","1996","20.6","1","14","3","21.4","0.68","0.15","0.07","0.33","10.8","0","0","0","1.5","1.5","0.11","-0.5","-0.5",
"Ruben Aguilar","frFRA","DF","Lens","frLigue 1","30","1993","21.4","1","12","4","33.3","0.56","0.19","0.08","0.25","16.1","0","0","0","1.4","1.4","0.12","-0.4","-0.4",
"Brandon Aguilera","crCRC","FW","Nott'ham Forest","engPremier League","20","2003","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Naouirou Ahamada","frFRA","MF,FW","Crystal Palace","engPremier League","21","2002","3.9","0","9","2","22.2","2.32","0.52","0.00","0.00","20.4","0","0","0","0.5","0.5","0.05","-0.5","-0.5",
"Anel Ahmedhodžić","baBIH","DF","Sheffield Utd","engPremier League","24","1999","29.4","2","19","5","26.3","0.65","0.17","0.11","0.40","11.9","0","0","0","3.1","3.1","0.17","-1.1","-1.1",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","27","1995","4.5","0","3","0","0.0","0.66","0.00","0.00","","15.8","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Ola Aina","ngNGA","DF","Nott'ham Forest","engPremier League","26","1996","18.8","1","11","1","9.1","0.59","0.05","0.09","1.00","26.6","0","0","0","0.3","0.3","0.02","+0.7","+0.7",
"Rayan Aït-Nouri","dzALG","DF,MF","Wolves","engPremier League","22","2001","25.9","2","24","8","33.3","0.93","0.31","0.08","0.25","16.8","0","0","0","3.3","3.3","0.14","-1.3","-1.3",
"Tosin Aiyegun","bjBEN","MF,FW","Lorient","frLigue 1","25","1998","10.0","2","11","3","27.3","1.10","0.30","0.18","0.67","22.7","0","0","0","1.8","1.8","0.17","+0.2","+0.2",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","25","1998","20.4","2","12","4","33.3","0.59","0.20","0.17","0.50","9.9","0","0","0","1.3","1.3","0.11","+0.7","+0.7",
"Ludovic Ajorque","frFRA","FW","Mainz 05","deBundesliga","29","1994","15.1","2","27","6","22.2","1.79","0.40","0.07","0.33","13.1","0","0","2","5.3","3.7","0.14","-3.3","-1.7",
"Manuel Akanji","chSUI","DF,MF","Manchester City","engPremier League","28","1995","27.9","2","15","5","33.3","0.54","0.18","0.13","0.40","17.0","0","0","0","1.9","1.9","0.13","+0.1","+0.1",
"Marley Aké","frFRA","FW","Udinese","itSerie A","22","2001","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","28","1995","22.7","2","20","5","25.0","0.88","0.22","0.10","0.40","10.8","0","0","0","2.5","2.5","0.12","-0.5","-0.5",
"Ilias Akhomach","maMAR","MF,FW","Villarreal","esLa Liga","19","2004","16.8","2","30","7","23.3","1.79","0.42","0.07","0.29","18.1","0","0","0","3.2","3.2","0.11","-1.2","-1.2",
"Sergio Akieme","esESP","DF","Almería","esLa Liga","25","1997","18.6","2","9","5","55.6","0.48","0.27","0.22","0.40","17.4","0","0","0","1.2","1.2","0.13","+0.8","+0.8",
"Sergio Akieme","esESP","DF","Reims","frLigue 1","25","1997","9.1","2","11","2","18.2","1.21","0.22","0.18","1.00","18.3","0","0","0","1.4","1.4","0.13","+0.6","+0.6",
"Ebenezer Akinsanmiro","ngNGA","MF","Inter","itSerie A","18","2004","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","21","2002","17.9","7","36","22","61.1","2.01","1.23","0.19","0.32","15.7","1","0","0","5.4","5.4","0.15","+1.6","+1.6",
"Paul Akouokou","ciCIV","MF","Betis","esLa Liga","25","1997","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Paul Akouokou","ciCIV","MF","Lyon","frLigue 1","25","1997","3.4","0","2","0","0.0","0.59","0.00","0.00","","15.7","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Jean-Daniel Akpa-Akpro","ciCIV","MF","Monza","itSerie A","30","1992","7.8","0","7","3","42.9","0.89","0.38","0.00","0.00","26.6","0","0","0","0.5","0.5","0.08","-0.5","-0.5",
"David Akpan Ankeye","ngNGA","FW","Genoa","itSerie A","21","2002","0.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","28","1995","12.2","0","2","0","0.0","0.16","0.00","0.00","","6.8","0","0","0","0.3","0.3","0.15","-0.3","-0.3",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","31","1992","12.8","0","14","3","21.4","1.09","0.23","0.00","0.00","19.8","6","0","0","1.0","1.0","0.07","-1.0","-1.0",
"Luis Alberto","esESP","MF","Lazio","itSerie A","30","1992","25.7","5","56","15","26.8","2.18","0.58","0.09","0.33","22.0","4","0","0","4.7","4.7","0.08","+0.3","+0.3",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","37","1985","22.6","0","6","1","16.7","0.27","0.04","0.00","0.00","9.5","0","0","0","0.4","0.4","0.07","-0.4","-0.4",
"Thiago Alcántara","esESP","MF","Liverpool","engPremier League","32","1991","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Carlos Alcaraz","arARG","MF","Juventus","itSerie A","20","2002","4.2","0","11","2","18.2","2.61","0.47","0.00","0.00","24.0","2","0","0","0.4","0.4","0.03","-0.4","-0.4",
"Rubén Alcaraz","esESP","MF","Cádiz","esLa Liga","32","1991","34.8","3","46","10","21.7","1.32","0.29","0.02","0.10","24.9","8","2","2","3.3","1.7","0.04","-0.3","-0.7",
"Omar Alderete","pyPAR","DF","Getafe","esLa Liga","26","1996","24.4","0","24","5","20.8","0.98","0.21","0.00","0.00","19.7","3","0","0","1.2","1.2","0.05","-1.2","-1.2",
"Iván Alejo","esESP","MF","Cádiz","esLa Liga","28","1995","18.8","0","11","2","18.2","0.59","0.11","0.00","0.00","21.9","0","0","0","0.5","0.5","0.04","-0.5","-0.5",
"Carles Aleñá","esESP","MF","Getafe","esLa Liga","25","1998","11.3","1","16","5","31.3","1.41","0.44","0.06","0.20","18.8","0","0","0","1.2","1.2","0.08","-0.2","-0.2",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","24","1998","23.9","3","47","8","17.0","1.96","0.33","0.06","0.38","24.4","5","0","0","2.6","2.3","0.05","+0.4","+0.7",
"Aboubacar Ali","kmCOM","MF,FW","Strasbourg","frLigue 1","17","2006","1.4","0","4","2","50.0","2.77","1.38","0.00","0.00","19.4","0","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Mohamed Ali Cho","frFRA","FW,MF","Real Sociedad","esLa Liga","19","2004","2.8","0","3","0","0.0","1.08","0.00","0.00","","17.4","0","0","0","0.4","0.4","0.13","-0.4","-0.4",
"Mohamed Ali Cho","frFRA","FW","Nice","frLigue 1","19","2004","9.6","1","18","6","33.3","1.88","0.63","0.06","0.17","21.1","0","0","0","1.1","1.1","0.06","-0.1","-0.1",
"Faride Alidou","deGER","FW,MF","Köln","deBundesliga","22","2001","14.2","4","33","11","33.3","2.32","0.77","0.12","0.36","14.5","0","0","0","3.0","3.0","0.09","+1.0","+1.0",
"Nabil Alioui","frFRA","MF,FW","Le Havre","frLigue 1","24","1999","11.2","4","28","9","32.1","2.50","0.80","0.14","0.44","19.0","1","0","0","2.4","2.4","0.09","+1.6","+1.6",
"Alisson","brBRA","GK","Liverpool","engPremier League","30","1992","28.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Tadeo Allende","arARG","MF,FW","Celta Vigo","esLa Liga","24","1999","3.7","1","8","2","25.0","2.14","0.54","0.13","0.50","17.4","0","0","0","1.2","1.2","0.16","-0.2","-0.2",
"Jim Allevinah","gaGAB","MF,DF","Clermont Foot","frLigue 1","28","1995","20.7","2","37","11","29.7","1.79","0.53","0.05","0.18","14.8","0","0","0","2.6","2.6","0.07","-0.6","-0.6",
"Domingos André Ribeiro Almeida","ptPOR","FW,MF","Valencia","esLa Liga","23","2000","10.7","2","10","4","40.0","0.93","0.37","0.20","0.50","19.3","0","0","0","0.6","0.6","0.06","+1.4","+1.4",
"Miguel Almirón","pyPAR","FW","Newcastle Utd","engPremier League","29","1994","21.5","3","41","12","29.3","1.91","0.56","0.07","0.25","16.1","0","0","0","4.5","4.5","0.11","-1.5","-1.5",
"Pontus Almqvist","seSWE","FW,MF","Lecce","itSerie A","24","1999","23.4","2","40","15","37.5","1.71","0.64","0.05","0.13","19.7","0","0","0","2.3","2.3","0.06","-0.3","-0.3",
"Marcos Alonso","esESP","DF","Barcelona","esLa Liga","32","1990","2.8","0","3","2","66.7","1.07","0.71","0.00","0.00","20.8","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Adrià Altimira","esESP","DF,MF","Villarreal","esLa Liga","22","2001","8.6","0","1","0","0.0","0.12","0.00","0.00","","27.2","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Sergi Altimira","esESP","MF","Betis","esLa Liga","21","2001","6.3","1","7","2","28.6","1.11","0.32","0.14","0.50","22.3","0","0","0","0.2","0.2","0.03","+0.8","+0.8",
"Edson Álvarez","mxMEX","MF","West Ham","engPremier League","25","1997","26.4","1","17","3","17.6","0.64","0.11","0.06","0.33","21.1","0","0","0","1.3","1.3","0.08","-0.3","-0.3",
"Gastón Álvarez","uyURU","DF","Getafe","esLa Liga","23","2000","28.2","2","14","3","21.4","0.50","0.11","0.14","0.67","16.5","0","0","0","0.7","0.7","0.05","+1.3","+1.3",
"Hugo Álvarez","esESP","MF,DF","Celta Vigo","esLa Liga","20","2003","8.5","1","12","4","33.3","1.42","0.47","0.08","0.25","13.9","0","0","0","1.0","1.0","0.09","0.0","0.0",
"Julián Álvarez","arARG","MF,FW","Manchester City","engPremier League","23","2000","29.4","11","96","37","38.5","3.26","1.26","0.09","0.24","17.8","13","2","2","13.0","11.5","0.12","-2.0","-2.5",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","28","1995","12.8","0","7","2","28.6","0.55","0.16","0.00","0.00","14.2","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Skelly Alvero","frFRA","MF","Lyon","frLigue 1","21","2002","4.7","1","9","3","33.3","1.90","0.63","0.11","0.33","22.9","0","0","0","0.4","0.4","0.05","+0.6","+0.6",
"Skelly Alvero","frFRA","MF","Werder Bremen","deBundesliga","21","2002","1.4","1","5","3","60.0","3.66","2.20","0.20","0.33","15.1","0","0","0","0.3","0.3","0.07","+0.7","+0.7",
"Papa Amadou Diallo","snSEN","FW","Metz","frLigue 1","19","2004","9.9","2","13","5","38.5","1.32","0.51","0.15","0.40","14.7","0","0","0","2.6","2.6","0.20","-0.6","-0.6",
"Selim Amallah","maMAR","FW,MF","Valencia","esLa Liga","26","1996","6.7","0","11","4","36.4","1.64","0.60","0.00","0.00","21.9","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Amath","snSEN","FW,MF","Mallorca","esLa Liga","27","1996","4.4","0","12","2","16.7","2.74","0.46","0.00","0.00","14.1","0","0","0","1.6","1.6","0.13","-1.6","-1.6",
"Lorenzo Amatucci","itITA","MF","Fiorentina","itSerie A","19","2004","0.2","0","1","0","0.0","4.09","0.00","0.00","","29.5","0","0","0","0.0","0.0","0.01","0.0","0.0",
"Jordan Amavi","frFRA","DF","Brest","frLigue 1","29","1994","1.0","1","1","1","100.0","0.99","0.99","1.00","1.00","26.9","1","0","0","0.1","0.1","0.10","+0.9","+0.9",
"Zeki Amdouni","chSUI","FW","Burnley","engPremier League","22","2000","21.7","5","48","21","43.8","2.21","0.97","0.08","0.19","17.8","0","1","1","5.8","5.0","0.10","-0.8","-1.0",
"Kelvin Amian","frFRA","DF","Nantes","frLigue 1","25","1998","8.9","0","1","0","0.0","0.11","0.00","0.00","","22.8","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Bruno Amione","arARG","DF","Hellas Verona","itSerie A","21","2002","6.4","0","5","3","60.0","0.78","0.47","0.00","0.00","9.3","0","0","0","0.3","0.3","0.06","-0.3","-0.3",
"Michael Amir Murillo","paPAN","DF","Marseille","frLigue 1","27","1996","11.1","3","6","4","66.7","0.54","0.36","0.50","0.75","16.8","0","0","0","0.8","0.8","0.14","+2.2","+2.2",
"Nadiem Amiri","deGER","MF","Mainz 05","deBundesliga","26","1996","14.6","1","35","8","22.9","2.40","0.55","0.03","0.13","26.8","11","0","1","2.2","1.4","0.04","-1.2","-0.4",
"Nadiem Amiri","deGER","MF","Leverkusen","deBundesliga","26","1996","1.0","0","3","2","66.7","3.14","2.09","0.00","0.00","21.7","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Kofi Amoako","deGER","MF","Wolfsburg","deBundesliga","18","2005","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Sofyan Amrabat","maMAR","MF,DF","Manchester Utd","engPremier League","26","1996","10.4","0","3","0","0.0","0.29","0.00","0.00","","26.1","0","0","0","0.1","0.1","0.02","-0.1","-0.1",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","27","1996","37.9","2","21","8","38.1","0.55","0.21","0.10","0.25","12.8","1","0","0","1.7","1.7","0.08","+0.3","+0.3",
"Elliot Anderson","engENG","MF,FW","Newcastle Utd","engPremier League","20","2002","11.4","0","19","4","21.1","1.67","0.35","0.00","0.00","14.5","0","0","0","1.5","1.5","0.08","-1.5","-1.5",
"Felipe Anderson","brBRA","FW,MF","Lazio","itSerie A","30","1993","30.8","5","43","11","25.6","1.40","0.36","0.12","0.45","17.3","1","0","0","4.4","4.4","0.10","+0.6","+0.6",
"Benjamin André","frFRA","MF","Lille","frLigue 1","32","1990","28.6","4","23","9","39.1","0.81","0.32","0.17","0.44","17.0","0","0","0","2.6","2.6","0.11","+1.4","+1.4",
"Komnen Andrić","rsSRB","FW","Clermont Foot","frLigue 1","28","1995","1.9","0","2","0","0.0","1.07","0.00","0.00","","19.1","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Robert Andrich","deGER","MF,DF","Leverkusen","deBundesliga","28","1994","18.8","4","23","9","39.1","1.22","0.48","0.17","0.44","20.0","2","0","0","1.7","1.7","0.07","+2.3","+2.3",
"Miguel Ángel Rubio","esESP","DF","Granada","esLa Liga","25","1998","17.3","1","9","2","22.2","0.52","0.12","0.11","0.50","10.4","0","0","0","0.8","0.8","0.09","+0.2","+0.2",
"Angeliño","esESP","DF","Roma","itSerie A","26","1997","12.7","0","8","2","25.0","0.63","0.16","0.00","0.00","24.1","0","0","0","0.2","0.2","0.02","-0.2","-0.2",
"Ângelo","brBRA","FW,MF","Strasbourg","frLigue 1","18","2004","12.2","0","9","4","44.4","0.74","0.33","0.00","0.00","22.2","0","0","0","0.4","0.4","0.05","-0.4","-0.4",
"Fabrizio Angileri","arARG","DF,MF","Getafe","esLa Liga","29","1994","1.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jaidon Anthony","engENG","FW","Bournemouth","engPremier League","23","1999","1.7","0","2","1","50.0","1.18","0.59","0.00","0.00","24.5","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","27","1996","32.1","0","28","6","21.4","0.87","0.19","0.00","0.00","15.9","0","0","0","1.7","1.7","0.06","-1.7","-1.7",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","33","1990","18.8","6","30","14","46.7","1.59","0.74","0.20","0.43","13.1","0","0","0","5.8","5.8","0.19","+0.2","+0.2",
"Antony","brBRA","FW","Manchester Utd","engPremier League","23","2000","14.7","1","43","15","34.9","2.92","1.02","0.02","0.07","18.9","0","0","0","3.4","3.4","0.08","-2.4","-2.4",
"Christopher Antwi-Adjei","ghGHA","FW,MF","Bochum","deBundesliga","29","1994","13.5","2","29","9","31.0","2.15","0.67","0.07","0.22","18.2","0","0","0","2.2","2.2","0.08","-0.2","-0.2",
"Houssem Aouar","dzALG","MF,FW","Roma","itSerie A","25","1998","8.4","4","12","7","58.3","1.43","0.83","0.33","0.57","13.3","0","0","0","2.3","2.3","0.19","+1.7","+1.7",
"Stredair Appuah","frFRA","FW,MF","Nantes","frLigue 1","19","2004","0.9","0","4","0","0.0","4.29","0.00","0.00","","23.3","0","0","0","0.4","0.4","0.11","-0.4","-0.4",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","27","1995","3.8","0","9","2","22.2","2.39","0.53","0.00","0.00","21.7","0","0","0","0.5","0.5","0.06","-0.5","-0.5",
"Jon Aramburu","veVEN","DF","Real Sociedad","esLa Liga","21","2002","6.0","0","4","0","0.0","0.66","0.00","0.00","","23.2","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Asaf Arania","ilISR","MF","Darmstadt 98","deBundesliga","17","2005","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Julian Araujo","mxMEX","DF","Las Palmas","esLa Liga","21","2001","16.2","1","7","2","28.6","0.43","0.12","0.14","0.50","20.5","0","0","0","0.7","0.7","0.10","+0.3","+0.3",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","24","1999","22.2","1","23","9","39.1","1.04","0.41","0.04","0.11","12.4","0","0","0","2.1","2.1","0.09","-1.1","-1.1",
"Oliver Arblaster","engENG","MF","Sheffield Utd","engPremier League","19","2004","10.5","0","1","1","100.0","0.10","0.10","0.00","0.00","16.6","0","0","0","0.0","0.0","0.04","0.0","0.0",
"Cameron Archer","engENG","FW,MF","Sheffield Utd","engPremier League","22","2001","20.4","4","42","9","21.4","2.06","0.44","0.10","0.44","16.7","0","0","0","5.5","5.5","0.14","-1.5","-1.5",
"Cameron Archer","engENG","MF","Aston Villa","engPremier League","22","2001","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","30","1993","30.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Adu Ares","esESP","FW","Athletic Club","esLa Liga","21","2001","2.9","0","4","0","0.0","1.36","0.00","0.00","","21.2","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Jesús Areso","esESP","DF","Osasuna","esLa Liga","24","1999","29.6","1","9","2","22.2","0.30","0.07","0.11","0.50","27.1","0","0","0","0.2","0.2","0.02","+0.8","+0.8",
"Simone Aresti","itITA","GK","Cagliari","itSerie A","37","1986","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Matias Arezo","uyURU","FW","Granada","esLa Liga","20","2002","4.1","0","12","4","33.3","2.93","0.98","0.00","0.00","18.1","0","0","0","1.2","1.2","0.10","-1.2","-1.2",
"Iñigo Arguibide","esESP","DF","Osasuna","esLa Liga","18","2005","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Yoël Armougom","frFRA","DF,MF","Clermont Foot","frLigue 1","25","1998","2.6","0","2","0","0.0","0.77","0.00","0.00","","28.1","0","0","0","0.0","0.0","0.02","0.0","0.0",
"José Arnaiz","esESP","FW,MF","Osasuna","esLa Liga","28","1995","10.3","2","29","9","31.0","2.81","0.87","0.07","0.22","22.7","5","0","0","1.7","1.7","0.06","+0.3","+0.3",
"Hákon Arnar Haraldsson","isISL","FW,MF","Lille","frLigue 1","20","2003","14.3","2","12","6","50.0","0.84","0.42","0.17","0.33","18.2","0","0","0","0.8","0.8","0.06","+1.2","+1.2",
"Marko Arnautović","atAUT","FW","Inter","itSerie A","34","1989","8.9","5","17","9","52.9","1.91","1.01","0.29","0.56","11.5","0","0","0","5.0","5.0","0.29","0.0","0.0",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","29","1994","27.8","2","32","12","37.5","1.15","0.43","0.06","0.17","27.8","8","0","0","1.0","1.0","0.03","+1.0","+1.0",
"Mohamed El Arouch","frFRA","FW","Lyon","frLigue 1","19","2004","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Sergio Arribas","esESP","MF,FW","Almería","esLa Liga","21","2001","22.7","9","60","22","36.7","2.64","0.97","0.15","0.41","16.8","1","0","0","8.6","8.6","0.15","+0.4","+0.4",
"Kepa Arrizabalaga","esESP","GK","Real Madrid","esLa Liga","28","1994","13.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
