Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches
"Mohamed Achi","frFRA","FW","Nantes","frLigue 1","20","2002","0.4","0","1","0","0.0","2.50","0.00","0.00","","26.1","0","0","0","0.1","0.1","0.12","-0.1","-0.1",
"Marcos Acuña","arARG","DF","Sevilla","esLa Liga","30","1991","21.2","3","21","5","23.8","0.99","0.24","0.14","0.60","25.6","1","0","0","1.2","1.2","0.06","+1.8","+1.8",
"Che Adams","sctSCO","FW","Southampton","engPremier League","26","1996","22.1","5","47","14","29.8","2.12","0.63","0.11","0.36","13.8","0","0","0","6.7","6.7","0.14","-1.7","-1.7",
"Tyler Adams","usUSA","MF","Leeds United","engPremier League","23","1999","24.0","0","4","0","0.0","0.17","0.00","0.00","","27.5","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Sargis Adamyan","amARM","FW,MF","Köln","deBundesliga","29","1993","7.2","1","21","11","52.4","2.93","1.54","0.05","0.09","14.0","0","0","0","3.4","3.4","0.16","-2.4","-2.4",
"Tosin Adarabioyo","engENG","DF","Fulham","engPremier League","24","1997","23.2","1","16","4","25.0","0.69","0.17","0.06","0.25","21.2","1","0","0","0.7","0.7","0.04","+0.3","+0.3",
"Martin Adeline","frFRA","MF,FW","Reims","frLigue 1","18","2003","1.2","0","1","0","0.0","0.84","0.00","0.00","","25.5","0","0","0","0.1","0.1","0.07","-0.1","-0.1",
"Karim Adeyemi","deGER","FW,MF","Dortmund","deBundesliga","20","2002","15.4","6","37","14","37.8","2.40","0.91","0.16","0.43","17.4","0","0","1","5.0","4.3","0.12","+1.0","+1.7",
"Amine Adli","maMAR","FW,MF","Leverkusen","deBundesliga","22","2000","15.9","5","37","17","45.9","2.32","1.07","0.14","0.29","14.0","1","0","0","5.0","5.0","0.14","0.0","0.0",
"Yacine Adli","frFRA","MF,FW","Milan","itSerie A","22","2000","1.6","0","2","2","100.0","1.25","1.25","0.00","0.00","18.5","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Michel Aebischer","chSUI","FW,MF","Bologna","itSerie A","25","1997","17.1","1","15","2","13.3","0.88","0.12","0.07","0.50","17.1","1","0","0","1.5","1.5","0.10","-0.5","-0.5",
"Felix Afena-Gyan","ghGHA","FW,MF","Cremonese","itSerie A","19","2003","9.1","0","21","2","9.5","2.31","0.22","0.00","0.00","18.7","0","0","0","1.9","1.9","0.09","-1.9","-1.9",
"Emmanuel Agbadou","ciCIV","DF","Reims","frLigue 1","25","1997","26.5","0","22","3","13.6","0.83","0.11","0.00","0.00","15.8","0","0","0","1.7","1.7","0.08","-1.7","-1.7",
"Julen Agirrezabala","esESP","GK","Athletic Club","esLa Liga","21","2000","7.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lucien Agoume","frFRA","MF","Troyes","frLigue 1","20","2002","12.2","0","9","3","33.3","0.74","0.25","0.00","0.00","15.6","0","0","0","0.8","0.8","0.09","-0.8","-0.8",
"Felix Agu","ngNGA","DF,FW","Werder Bremen","deBundesliga","22","1999","0.5","0","1","0","0.0","1.84","0.00","0.00","","15.9","0","0","0","0.0","0.0","0.04","0.0","0.0",
"Álvaro Aguado","esESP","MF","Valladolid","esLa Liga","26","1996","21.0","1","20","6","30.0","0.95","0.29","0.05","0.17","24.6","1","0","0","1.0","1.0","0.05","0.0","0.0",
"Kevin Agudelo","coCOL","MF,FW","Spezia","itSerie A","23","1998","23.7","0","28","7","25.0","1.18","0.30","0.00","0.00","21.4","0","0","0","1.5","1.5","0.05","-1.5","-1.5",
"Nayef Aguerd","maMAR","DF","West Ham","engPremier League","26","1996","17.7","2","12","2","16.7","0.68","0.11","0.17","1.00","9.9","0","0","0","2.2","2.2","0.19","-0.2","-0.2",
"Ruben Aguilar","frFRA","DF","Monaco","frLigue 1","29","1993","13.0","0","4","2","50.0","0.31","0.15","0.00","0.00","17.5","0","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Naouirou Ahamada","frFRA","MF,FW","Crystal Palace","engPremier League","20","2002","1.0","0","3","0","0.0","2.87","0.00","0.00","","15.9","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Naouirou Ahamada","frFRA","MF","Stuttgart","deBundesliga","20","2002","15.5","2","16","5","31.3","1.03","0.32","0.13","0.40","22.1","0","0","0","0.8","0.8","0.05","+1.2","+1.2",
"Amar Ahmed","seSWE","FW","Troyes","frLigue 1","18","2004","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jean-Eudes Aholou","ciCIV","MF","Strasbourg","frLigue 1","28","1994","14.4","3","21","8","38.1","1.45","0.55","0.14","0.38","25.0","0","0","0","1.2","1.2","0.06","+1.8","+1.8",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","26","1995","34.7","3","14","3","21.4","0.40","0.09","0.21","1.00","13.2","0","0","0","1.0","1.0","0.07","+2.0","+2.0",
"Ola Aina","ngNGA","DF","Torino","itSerie A","25","1996","9.7","1","8","3","37.5","0.82","0.31","0.13","0.33","15.2","0","0","0","0.8","0.8","0.10","+0.2","+0.2",
"Rayan Aït-Nouri","dzALG","DF","Wolves","engPremier League","21","2001","12.0","1","10","5","50.0","0.84","0.42","0.10","0.20","14.1","0","0","0","0.7","0.7","0.07","+0.3","+0.3",
"Emanuel Aiwum","atAUT","DF","Cremonese","itSerie A","21","2000","18.4","0","3","1","33.3","0.16","0.05","0.00","0.00","17.7","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","24","1998","8.5","0","1","0","0.0","0.12","0.00","0.00","","6.0","0","0","0","0.0","0.0","0.04","0.0","0.0",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","28","1994","8.6","1","22","7","31.8","2.57","0.82","0.00","0.00","15.1","1","1","1","3.3","2.5","0.11","-2.3","-2.5",
"Ludovic Ajorque","frFRA","FW,MF","Mainz 05","deBundesliga","28","1994","13.5","6","32","14","43.8","2.38","1.04","0.19","0.43","14.8","0","0","0","4.6","4.6","0.14","+1.4","+1.4",
"Manuel Akanji","chSUI","DF","Manchester City","engPremier League","27","1995","25.4","0","15","2","13.3","0.59","0.08","0.00","0.00","15.9","0","0","0","1.3","1.3","0.09","-1.3","-1.3",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","27","1995","20.8","1","9","2","22.2","0.43","0.10","0.11","0.50","10.5","0","0","0","1.6","1.6","0.17","-0.6","-0.6",
"Sergio Akieme","esESP","DF","Almería","esLa Liga","24","1997","25.5","1","23","7","30.4","0.90","0.27","0.04","0.14","20.2","0","0","0","1.5","1.5","0.07","-0.5","-0.5",
"Babatunde Akinsola","ngNGA","FW","Valladolid","esLa Liga","19","2003","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","20","2002","4.5","0","5","2","40.0","1.12","0.45","0.00","0.00","14.9","0","0","0","0.5","0.5","0.09","-0.5","-0.5",
"Paul Akouokou","ciCIV","MF,DF","Betis","esLa Liga","24","1997","5.0","0","3","1","33.3","0.60","0.20","0.00","0.00","19.2","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Jean-Daniel Akpa-Akpro","ciCIV","MF,FW","Empoli","itSerie A","29","1992","15.1","1","14","5","35.7","0.93","0.33","0.07","0.20","19.5","0","0","0","1.5","1.5","0.10","-0.5","-0.5",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","27","1995","21.7","0","8","1","12.5","0.37","0.05","0.00","0.00","19.3","0","0","0","0.6","0.6","0.08","-0.6","-0.6",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","30","1992","20.4","1","14","3","21.4","0.69","0.15","0.07","0.33","19.8","5","0","0","0.8","0.8","0.06","+0.2","+0.2",
"Ángel Alarcón","esESP","FW,MF","Barcelona","esLa Liga","18","2004","0.3","0","1","1","100.0","3.60","3.60","0.00","0.00","15.1","0","0","0","0.0","0.0","0.04","0.0","0.0",
"Tomás Alarcón","clCHI","MF","Cádiz","esLa Liga","23","1999","2.5","0","2","1","50.0","0.81","0.40","0.00","0.00","36.4","0","0","0","0.0","0.0","0.01","0.0","0.0",
"Lucas Alario","arARG","FW,MF","Eint Frankfurt","deBundesliga","29","1992","3.7","1","11","4","36.4","2.99","1.09","0.09","0.25","14.7","0","0","0","1.4","1.4","0.13","-0.4","-0.4",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","33","1989","15.8","2","13","4","30.8","0.82","0.25","0.15","0.50","23.3","0","0","0","0.8","0.8","0.06","+1.2","+1.2",
"Luis Alberto","esESP","MF","Lazio","itSerie A","29","1992","27.1","6","45","17","37.8","1.66","0.63","0.11","0.29","23.2","4","1","2","4.4","2.7","0.06","+1.6","+2.3",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","36","1985","23.5","0","2","1","50.0","0.08","0.04","0.00","0.00","25.2","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Marc Albrighton","engENG","FW,MF","Leicester City","engPremier League","32","1989","2.6","1","2","1","50.0","0.76","0.38","0.50","1.00","8.0","0","0","0","0.3","0.3","0.17","+0.7","+0.7",
"Thiago Alcántara","esESP","MF","Liverpool","engPremier League","31","1991","13.9","0","10","1","10.0","0.72","0.07","0.00","0.00","24.1","0","0","0","0.4","0.4","0.04","-0.4","-0.4",
"Carlos Alcaraz","arARG","MF,FW","Southampton","engPremier League","19","2002","11.4","4","24","10","41.7","2.10","0.87","0.17","0.40","20.0","0","0","0","1.9","1.9","0.08","+2.1","+2.1",
"Rubén Alcaraz","esESP","MF","Cádiz","esLa Liga","31","1991","22.7","3","31","4","12.9","1.37","0.18","0.03","0.25","23.5","3","2","3","4.0","1.6","0.05","-1.0","-0.6",
"Omar Alderete","pyPAR","DF","Getafe","esLa Liga","25","1996","22.7","1","17","8","47.1","0.75","0.35","0.06","0.13","17.6","0","0","0","0.6","0.6","0.04","+0.4","+0.4",
"Iván Alejo","esESP","MF,FW","Cádiz","esLa Liga","27","1995","14.6","0","23","6","26.1","1.58","0.41","0.00","0.00","21.3","0","0","0","1.2","1.2","0.05","-1.2","-1.2",
"Doğan Alemdar","trTUR","GK","Rennes","frLigue 1","19","2002","4.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Carles Aleñá","esESP","MF,FW","Getafe","esLa Liga","24","1998","23.5","2","33","10","30.3","1.40","0.42","0.06","0.20","22.3","0","0","0","2.3","2.3","0.07","-0.3","-0.3",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","23","1998","32.5","2","40","8","20.0","1.23","0.25","0.05","0.25","23.8","5","0","0","2.4","2.4","0.06","-0.4","-0.4",
"Alejandro Alfaro","esESP","MF","Elche","esLa Liga","20","2002","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Ángel Algobia","esESP","MF","Getafe","esLa Liga","23","1999","12.6","0","7","1","14.3","0.55","0.08","0.00","0.00","24.9","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Mohamed Ali Cho","frFRA","FW,MF","Real Sociedad","esLa Liga","18","2004","6.5","1","23","12","52.2","3.53","1.84","0.04","0.08","18.3","0","0","0","1.8","1.8","0.08","-0.8","-0.8",
"Faride Alidou","deGER","DF,MF","Eint Frankfurt","deBundesliga","21","2001","2.0","0","2","0","0.0","0.99","0.00","0.00","","17.0","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Alisson","brBRA","GK","Liverpool","engPremier League","29","1992","37.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jim Allevinah","gaGAB","DF,FW","Clermont Foot","frLigue 1","27","1995","24.9","1","30","8","26.7","1.20","0.32","0.03","0.13","16.9","0","0","0","2.5","2.5","0.08","-1.5","-1.5",
"Dele Alli","engENG","MF","Everton","engPremier League","26","1996","0.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Domingos André Ribeiro Almeida","ptPOR","MF","Valencia","esLa Liga","22","2000","28.2","2","23","8","34.8","0.82","0.28","0.09","0.25","22.7","3","0","0","1.4","1.4","0.06","+0.6","+0.6",
"Miguel Almirón","pyPAR","FW","Newcastle Utd","engPremier League","28","1994","27.7","11","69","20","29.0","2.49","0.72","0.16","0.55","16.4","0","0","0","8.0","8.0","0.12","+3.0","+3.0",
"Marcos Alonso","esESP","DF","Barcelona","esLa Liga","31","1990","13.0","1","6","2","33.3","0.46","0.15","0.17","0.50","12.0","0","0","0","0.9","0.9","0.15","+0.1","+0.1",
"Mickaël Alphonse","gpGLP","DF","Ajaccio","frLigue 1","33","1989","15.1","0","10","2","20.0","0.66","0.13","0.00","0.00","16.3","0","0","0","0.5","0.5","0.05","-0.5","-0.5",
"Agustín Álvarez","uyURU","FW,MF","Sassuolo","itSerie A","21","2001","4.1","1","14","4","28.6","3.42","0.98","0.07","0.25","15.8","0","0","0","1.5","1.5","0.11","-0.5","-0.5",
"Éder Álvarez Balanta","coCOL","MF,FW","Schalke 04","deBundesliga","29","1993","2.6","0","1","1","100.0","0.38","0.38","0.00","0.00","17.5","0","0","0","0.1","0.1","0.13","-0.1","-0.1",
"Carlos Álvarez","esESP","MF","Sevilla","esLa Liga","18","2003","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Gastón Álvarez","uyURU","DF","Getafe","esLa Liga","22","2000","16.7","2","5","2","40.0","0.30","0.12","0.40","1.00","16.9","0","0","0","0.5","0.5","0.11","+1.5","+1.5",
"Julián Álvarez","arARG","FW,MF","Manchester City","engPremier League","22","2000","16.3","9","46","20","43.5","2.83","1.23","0.17","0.40","16.0","0","1","1","7.0","6.2","0.13","+2.0","+1.8",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","27","1995","25.9","1","8","1","12.5","0.31","0.04","0.13","1.00","16.0","0","0","0","0.8","0.8","0.10","+0.2","+0.2",
"Ibrahim Amadou","frFRA","DF,MF","Angers","frLigue 1","29","1993","4.7","0","2","0","0.0","0.42","0.00","0.00","","24.4","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Selim Amallah","maMAR","MF,FW","Valladolid","esLa Liga","25","1996","3.0","2","5","2","40.0","1.69","0.67","0.40","1.00","19.2","1","0","0","0.9","0.9","0.17","+1.1","+1.1",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","27","1994","17.9","0","6","2","33.3","0.34","0.11","0.00","0.00","17.4","0","0","0","1.1","1.1","0.18","-1.1","-1.1",
"Amath","snSEN","MF,FW","Mallorca","esLa Liga","26","1996","13.6","2","23","7","30.4","1.69","0.51","0.09","0.29","14.0","0","0","0","2.7","2.7","0.12","-0.7","-0.7",
"Jordan Amavi","frFRA","DF","Getafe","esLa Liga","28","1994","2.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lukáš Ambros","czCZE","MF","Wolfsburg","deBundesliga","18","2004","0.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Kelvin Amian","frFRA","DF","Spezia","itSerie A","24","1998","26.4","0","26","7","26.9","0.99","0.27","0.00","0.00","16.7","1","0","0","2.7","2.7","0.10","-2.7","-2.7",
"Bruno Amione","arARG","DF","Hellas Verona","itSerie A","20","2002","0.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Bruno Amione","arARG","DF","Sampdoria","itSerie A","20","2002","23.2","1","12","2","16.7","0.52","0.09","0.08","0.50","11.5","0","0","0","0.9","0.9","0.07","+0.1","+0.1",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","25","1996","10.9","4","23","8","34.8","2.12","0.74","0.13","0.38","24.3","3","1","1","1.9","1.1","0.05","+2.1","+1.9",
"Samuel Amo-Ameyaw","engENG","MF","Southampton","engPremier League","16","2006","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Ethan Ampadu","wlsWAL","DF,MF","Spezia","itSerie A","21","2000","29.3","0","16","5","31.3","0.55","0.17","0.00","0.00","18.1","0","0","0","1.1","1.1","0.07","-1.1","-1.1",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","25","1996","22.2","0","13","4","30.8","0.59","0.18","0.00","0.00","26.6","0","0","0","0.5","0.5","0.04","-0.5","-0.5",
"Ayoub Amraoui","maMAR","DF,FW","Nice","frLigue 1","18","2004","3.3","0","1","0","0.0","0.31","0.00","0.00","","20.4","0","0","0","0.0","0.0","0.01","0.0","0.0",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","26","1996","30.9","1","22","9","40.9","0.71","0.29","0.05","0.11","13.9","1","0","0","1.8","1.8","0.08","-0.8","-0.8",
"Elliot Anderson","engENG","MF,FW","Newcastle Utd","engPremier League","19","2002","4.6","0","11","4","36.4","2.41","0.88","0.00","0.00","16.0","0","0","0","1.0","1.0","0.09","-1.0","-1.0",
"Felipe Anderson","brBRA","FW","Lazio","itSerie A","29","1993","32.9","9","41","23","56.1","1.25","0.70","0.22","0.39","15.1","0","0","0","6.0","6.0","0.15","+3.0","+3.0",
"Benjamin André","frFRA","MF","Lille","frLigue 1","31","1990","32.4","1","24","4","16.7","0.74","0.12","0.04","0.25","16.9","0","0","0","1.6","1.6","0.07","-0.6","-0.6",
"Marcos André","brBRA","FW,MF","Valencia","esLa Liga","25","1996","5.0","1","17","2","11.8","3.42","0.40","0.06","0.50","14.6","0","0","0","1.5","1.3","0.08","-0.5","-0.3",
"Komnen Andrić","rsSRB","FW","Clermont Foot","frLigue 1","27","1995","16.1","4","28","11","39.3","1.74","0.68","0.11","0.27","14.4","0","1","2","5.5","3.9","0.14","-1.5","-0.9",
"Robert Andrich","deGER","MF","Leverkusen","deBundesliga","27","1994","26.7","2","30","9","30.0","1.12","0.34","0.07","0.22","21.6","1","0","0","1.6","1.6","0.05","+0.4","+0.4",
"Angeliño","esESP","DF","Hoffenheim","deBundesliga","25","1997","29.1","0","21","4","19.0","0.72","0.14","0.00","0.00","20.5","4","0","0","1.1","1.1","0.05","-1.1","-1.1",
"Fabrizio Angileri","arARG","DF","Getafe","esLa Liga","28","1994","6.5","0","3","0","0.0","0.46","0.00","0.00","","23.6","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Jaidon Anthony","engENG","MF,FW","Bournemouth","engPremier League","22","1999","14.0","3","22","13","59.1","1.58","0.93","0.14","0.23","19.3","2","0","0","2.2","2.2","0.10","+0.8","+0.8",
"Janis Antiste","frFRA","FW","Sassuolo","itSerie A","19","2002","0.6","1","1","1","100.0","1.73","1.73","1.00","1.00","17.3","0","0","0","0.2","0.2","0.18","+0.8","+0.8",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","26","1996","32.6","1","24","5","20.8","0.74","0.15","0.04","0.20","18.3","0","0","0","1.6","1.6","0.07","-0.6","-0.6",
"Josep Antoni Gayá","esESP","DF,MF","Mallorca","esLa Liga","22","2000","1.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"José Antonio","esESP","MF,DF","Cádiz","esLa Liga","18","2004","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Marcos Antônio","brBRA","MF","Lazio","itSerie A","22","2000","6.6","1","3","1","33.3","0.45","0.15","0.33","1.00","18.3","0","0","0","1.2","1.2","0.41","-0.2","-0.2",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","32","1990","20.3","5","39","13","33.3","1.92","0.64","0.13","0.38","11.6","0","0","0","6.6","6.6","0.17","-1.6","-1.6",
"Antony","brBRA","FW","Manchester Utd","engPremier League","22","2000","20.0","4","72","24","33.3","3.60","1.20","0.06","0.17","19.6","0","0","0","6.6","6.6","0.09","-2.6","-2.6",
"Valentin Antov","bgBUL","DF","Monza","itSerie A","21","2000","3.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Christopher Antwi-Adjei","ghGHA","FW,MF","Bochum","deBundesliga","28","1994","22.0","3","29","8","27.6","1.32","0.36","0.10","0.38","20.6","0","0","0","2.2","2.2","0.08","+0.8","+0.8",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","27","1995","2.3","1","3","1","33.3","1.29","0.43","0.33","1.00","13.0","0","0","0","0.4","0.4","0.12","+0.6","+0.6",
"Houssem Aouar","dzALG","MF","Lyon","frLigue 1","24","1998","5.8","1","14","6","42.9","2.40","1.03","0.07","0.17","15.1","0","0","0","1.4","1.4","0.11","-0.4","-0.4",
"Adil Aouchiche","frFRA","MF","Lorient","frLigue 1","20","2002","2.8","0","8","3","37.5","2.88","1.08","0.00","0.00","17.1","0","0","0","0.5","0.5","0.07","-0.5","-0.5",
"Dennis Appiah","frFRA","DF,MF","Nantes","frLigue 1","30","1992","8.8","0","5","1","20.0","0.57","0.11","0.00","0.00","19.3","0","0","0","0.4","0.4","0.08","-0.4","-0.4",
"Stredair Appuah","frFRA","DF,MF","Nantes","frLigue 1","18","2004","0.7","0","3","0","0.0","4.09","0.00","0.00","","26.5","0","0","0","0.1","0.1","0.02","-0.1","-0.1",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","26","1995","11.0","0","8","0","0.0","0.73","0.00","0.00","","28.6","1","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","33","1989","5.5","1","5","2","40.0","0.91","0.37","0.20","0.50","18.5","0","0","0","0.3","0.3","0.06","+0.7","+0.7",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","23","1999","20.0","0","18","1","5.6","0.90","0.05","0.00","0.00","13.1","0","0","0","2.1","2.1","0.12","-2.1","-2.1",
"Cameron Archer","engENG","FW,MF","Aston Villa","engPremier League","21","2001","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Taïryk Arconte","frFRA","FW","Brest","frLigue 1","18","2003","1.4","0","2","1","50.0","1.41","0.70","0.00","0.00","12.5","0","0","0","0.3","0.3","0.14","-0.3","-0.3",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","29","1993","3.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Adu Ares","esESP","FW,MF","Athletic Club","esLa Liga","20","2001","0.9","0","3","0","0.0","3.21","0.00","0.00","","21.3","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Joe Aribo","ngNGA","MF,FW","Southampton","engPremier League","26","1996","13.6","2","14","8","57.1","1.03","0.59","0.14","0.25","10.9","0","0","0","1.5","1.5","0.11","+0.5","+0.5",
"Adam Armstrong","engENG","FW,MF","Southampton","engPremier League","25","1997","14.8","2","25","12","48.0","1.69","0.81","0.08","0.17","15.9","0","0","0","2.1","2.1","0.08","-0.1","-0.1",
"Stuart Armstrong","sctSCO","MF,FW","Southampton","engPremier League","30","1992","15.6","2","23","6","26.1","1.47","0.38","0.09","0.33","17.9","0","0","0","2.4","2.4","0.10","-0.4","-0.4",
"Marko Arnautović","atAUT","FW","Bologna","itSerie A","33","1989","17.0","10","28","15","53.6","1.65","0.88","0.25","0.47","15.5","0","3","3","7.2","4.8","0.17","+2.8","+2.2",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","28","1994","30.7","5","29","12","41.4","0.94","0.39","0.07","0.17","31.4","6","3","5","5.0","1.0","0.04","0.0","+1.0",
"Mohamed El Arouch","frFRA","MF","Lyon","frLigue 1","18","2004","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Sergio Arribas","esESP","MF,FW","Real Madrid","esLa Liga","20","2001","0.2","0","1","0","0.0","4.74","0.00","0.00","","16.3","0","0","0","0.2","0.2","0.16","-0.2","-0.2",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","27","1994","28.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
