Player, Nation, Position, Club, League, Age, YearBorn, 90s, Goals, Shots, SoT, SoT%, Sh/90, SoT/90,G/Sh,G/SoT,DistAvg, FKAtt,PKMade,PKAtt, xG, npxG, npxG/Sh, G-xG, np:G-xG, Matches
"Enzo Koffi Vinette","frFRA","DF,FW","Le Havre","frLigue 1","19-266","2006","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Derrick Köhn","ghGHA","DF","Union Berlin","deBundesliga","26-294","1999","6.1","0","9","2","22.2","1.49","0.33","0.00","0.00","18.3","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Philipp Köhn","chSUI","GK","Monaco","frLigue 1","27-237","1998","9.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Dominik Kohr","deGER","DF","Mainz 05","deBundesliga","31-298","1994","8.9","1","7","2","28.6","0.78","0.22","0.14","0.50","13.4","0","0","0","0.8","0.8","0.11","+0.2","+0.2",
"Koke","esESP","MF","Atlético Madrid","esLa Liga","33-321","1992","9.1","0","3","0","0.0","0.33","0.00","0.00","","23.7","0","0","0","0.1","0.1","0.02","-0.1","-0.1",
"Luca Koleosho","itITA","MF,FW","Espanyol","esLa Liga","21-071","2004","0.7","0","1","0","0.0","1.43","0.00","0.00","","27.9","0","0","0","0.0","0.0","0.04","0.0","0.0",
"Adam Kölle","deGER","DF,MF","Heidenheim","deBundesliga","19-211","2006","0.9","1","1","1","100.0","1.17","1.17","1.00","1.00","9.3","0","0","0","0.4","0.4","0.43","+0.6","+0.6",
"Randal Kolo Muani","frFRA","FW","Tottenham","engPremier League","26-355","1998","2.4","0","1","0","0.0","0.42","0.00","0.00","","9.9","0","0","0","0.1","0.1","0.13","-0.1","-0.1",
"Timothée Kolodziejczak","frFRA","DF","Paris FC","frLigue 1","34-055","1991","1.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Mert Kömür","deGER","FW,MF","Augsburg","deBundesliga","20-131","2005","7.7","2","19","6","31.6","2.47","0.78","0.11","0.33","17.8","1","0","0","2.1","2.1","0.11","-0.1","-0.1",
"Ibrahima Konaté","frFRA","DF","Liverpool","engPremier League","26-184","1999","10.8","0","5","0","0.0","0.46","0.00","0.00","","9.6","0","0","0","0.8","0.8","0.15","-0.8","-0.8",
"Geoffrey Kondogbia","cfCTA","MF,DF","Marseille","frLigue 1","32-283","1993","1.9","0","1","0","0.0","0.52","0.00","0.00","","9.8","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Ismaël Koné","caCAN","MF","Sassuolo","itSerie A","23-172","2002","8.7","1","6","1","16.7","0.69","0.12","0.17","1.00","22.1","0","0","0","0.5","0.5","0.08","+0.5","+0.5",
"Manu Koné","frFRA","MF","Roma","itSerie A","24-192","2001","12.0","0","8","1","12.5","0.67","0.08","0.00","0.00","20.1","0","0","0","1.0","1.0","0.12","-1.0","-1.0",
"Ransford Königsdörffer","ghGHA","FW","Hamburger SV","deBundesliga","24-073","2001","8.5","1","25","7","28.0","2.93","0.82","0.04","0.14","13.0","0","0","1","4.0","3.2","0.13","-3.0","-2.2",
"Ezri Konsa","engENG","DF","Aston Villa","engPremier League","28-033","1997","10.7","0","1","1","100.0","0.09","0.09","0.00","0.00","11.1","0","0","0","0.0","0.0","0.04","0.0","0.0",
"Teun Koopmeiners","nlNED","MF,DF","Juventus","itSerie A","27-270","1998","7.6","0","11","3","27.3","1.45","0.40","0.00","0.00","22.2","3","0","0","0.6","0.6","0.05","-0.6","-0.6",
"Odilon Kossounou","ciCIV","DF","Atalanta","itSerie A","24-325","2001","6.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Filip Kostić","rsSRB","DF,FW","Juventus","itSerie A","33-024","1992","3.3","2","4","3","75.0","1.21","0.91","0.50","0.67","22.1","0","0","0","0.4","0.4","0.10","+1.6","+1.6",
"Charalampos Kostoulas","grGRE","MF,FW","Brighton","engPremier League","18-179","2007","0.4","1","2","1","50.0","5.63","2.81","0.50","1.00","10.9","0","0","0","0.2","0.2","0.13","+0.8","+0.8",
"Eddy Kouadio","ciCIV","DF","Fiorentina","itSerie A","19-179","2006","0.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Koffi Kouao","ciCIV","DF","Metz","frLigue 1","27-189","1998","12.3","0","9","3","33.3","0.73","0.24","0.00","0.00","18.0","0","0","0","0.6","0.6","0.06","-0.6","-0.6",
"Arsène Kouassi","bfBFA","DF,MF","Lorient","frLigue 1","21-075","2004","12.1","1","3","1","33.3","0.25","0.08","0.33","1.00","16.1","1","0","0","0.1","0.1","0.04","+0.9","+0.9",
"Christ-Owen Kouassi","frFRA","DF","Lecce","itSerie A","22-224","2003","2.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Konstantinos Koulierakis","grGRE","DF","Wolfsburg","deBundesliga","21-362","2003","9.5","0","12","5","41.7","1.26","0.53","0.00","0.00","17.3","0","0","0","1.4","1.4","0.11","-1.4","-1.4",
"Seny Koumbassa","frFRA","DF","Toulouse","frLigue 1","18-158","2007","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jules Koundé","frFRA","DF","Barcelona","esLa Liga","27-013","1998","9.4","1","5","2","40.0","0.53","0.21","0.20","0.50","9.6","0","0","0","0.5","0.5","0.10","+0.5","+0.5",
"Lancinet Kourouma","gnGUI","MF","Girona","esLa Liga","21-240","2004","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Hamza Koutoune","maMAR","DF","Nice","frLigue 1","19-069","2006","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Mateo Kovačić","hrCRO","MF","Manchester City","engPremier League","31-203","1994","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Goduine Koyalipou","cfCTA","FW","Levante","esLa Liga","25-283","2000","2.1","1","8","3","37.5","3.73","1.40","0.13","0.33","16.5","0","0","0","0.9","0.9","0.11","+0.1","+0.1",
"Emil Krafth","seSWE","DF","Newcastle Utd","engPremier League","31-115","1994","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Alex Král","czCZE","MF","Union Berlin","deBundesliga","27-190","1998","2.0","0","2","1","50.0","0.98","0.49","0.00","0.00","21.0","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Andrej Kramarić","hrCRO","MF,FW","Hoffenheim","deBundesliga","34-159","1991","7.3","3","14","7","50.0","1.92","0.96","0.14","0.29","19.0","1","1","1","2.2","1.4","0.10","+0.8","+0.6",
"Vladyslav Krapyvtsov","uaUKR","GK","Girona","esLa Liga","20-153","2005","1.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jean-Philippe Krasso","ciCIV","FW","Paris FC","frLigue 1","28-131","1997","6.2","2","11","6","54.5","1.78","0.97","0.09","0.17","16.2","0","1","1","2.1","1.3","0.12","-0.1","-0.3",
"Tom Krauß","deGER","DF,MF","Köln","deBundesliga","24-156","2001","3.9","0","4","0","0.0","1.01","0.00","0.00","","23.8","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Ladislav Krejčí","czCZE","DF,MF","Wolves","engPremier League","26-219","1999","8.8","1","8","5","62.5","0.91","0.57","0.13","0.20","13.5","0","0","0","1.6","1.6","0.20","-0.6","-0.6",
"Ladislav Krejčí","czCZE","DF","Girona","esLa Liga","26-219","1999","2.0","0","1","0","0.0","0.50","0.00","0.00","","7.1","0","0","0","0.1","0.1","0.12","-0.1","-0.1",
"Rasmus Kristensen","dkDEN","DF","Eint Frankfurt","deBundesliga","28-137","1997","5.9","1","5","2","40.0","0.84","0.34","0.20","0.50","18.6","0","0","0","0.2","0.2","0.04","+0.8","+0.8",
"Thomas Kristensen","dkDEN","DF","Udinese","itSerie A","23-312","2002","5.0","1","3","1","33.3","0.60","0.20","0.33","1.00","14.1","0","0","0","0.3","0.3","0.09","+0.7","+0.7",
"Nikola Krstović","meMNE","FW","Atalanta","itSerie A","25-234","2000","5.4","2","28","8","28.6","5.14","1.47","0.07","0.25","14.4","0","0","0","3.4","3.4","0.12","-1.4","-1.4",
"Lukas Kübler","deGER","DF","Freiburg","deBundesliga","33-087","1992","6.3","1","7","2","28.6","1.12","0.32","0.14","0.50","14.5","0","0","0","1.4","1.4","0.20","-0.4","-0.4",
"Takefusa Kubo","jpJPN","MF,FW","Real Sociedad","esLa Liga","24-174","2001","6.6","1","14","5","35.7","2.12","0.76","0.07","0.20","17.2","1","0","0","1.2","1.2","0.08","-0.2","-0.2",
"Mohammed Kudus","ghGHA","FW,MF","Tottenham","engPremier League","25-115","2000","10.6","1","17","6","35.3","1.61","0.57","0.06","0.17","18.3","2","0","0","1.5","1.5","0.09","-0.5","-0.5",
"Nicolas-Gerrit Kühn","deGER","FW","Como","itSerie A","25-328","2000","3.9","0","3","1","33.3","0.77","0.26","0.00","0.00","13.5","0","0","0","0.7","0.7","0.23","-0.7","-0.7",
"Sael Kumbedi","frFRA","DF","Lyon","frLigue 1","20-244","2005","0.7","0","1","0","0.0","1.38","0.00","0.00","","18.7","0","0","0","0.0","0.0","0.01","0.0","0.0",
"Sael Kumbedi","frFRA","DF","Wolfsburg","deBundesliga","20-244","2005","4.1","0","1","0","0.0","0.24","0.00","0.00","","25.1","0","0","0","0.0","0.0","0.03","0.0","0.0",
"Marash Kumbulla","alALB","DF","Mallorca","esLa Liga","25-290","2000","2.4","0","1","0","0.0","0.42","0.00","0.00","","11.5","0","0","0","0.0","0.0","0.01","0.0","0.0",
"Jonah Kusi-Asare","seSWE","FW","Fulham","engPremier League","18-144","2007","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jonah Kusi-Asare","seSWE","FW","Bayern Munich","deBundesliga","18-144","2007","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Khvicha Kvaratskhelia","geGEO","FW","Paris S-G","frLigue 1","24-286","2001","5.7","1","23","8","34.8","4.00","1.39","0.04","0.13","17.8","1","0","0","1.4","1.4","0.06","-0.4","-0.4",
"Godson Kyeremeh","frFRA","FW,MF","Le Havre","frLigue 1","25-164","2000","1.7","0","3","0","0.0","1.72","0.00","0.00","","18.0","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Adrián de la Fuente","esESP","DF","Levante","esLa Liga","26-272","1999","9.6","0","4","1","25.0","0.42","0.10","0.00","0.00","23.2","1","0","0","0.2","0.2","0.06","-0.2","-0.2",
"Rémy Labeau Lascary","gpGLP","FW,MF","Brest","frLigue 1","22-267","2003","2.4","2","5","4","80.0","2.05","1.64","0.40","0.50","17.2","0","0","0","1.5","1.5","0.30","+0.5","+0.5",
"Maxence Lacroix","frFRA","DF","Crystal Palace","engPremier League","25-233","2000","12.0","0","5","1","20.0","0.42","0.08","0.00","0.00","13.4","0","0","0","0.5","0.5","0.10","-0.5","-0.5",
"Yoel Lago","esESP","DF","Celta Vigo","esLa Liga","21-245","2004","3.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Mayckel Lahdo","seSWE","MF,FW","Nantes","frLigue 1","22-330","2002","3.2","1","3","1","33.3","0.95","0.32","0.33","1.00","13.7","0","0","0","0.4","0.4","0.13","+0.6","+0.6",
"Konrad Laimer","atAUT","DF","Bayern Munich","deBundesliga","28-182","1997","9.2","1","9","5","55.6","0.97","0.54","0.11","0.20","17.2","0","0","0","1.0","1.0","0.12","0.0","0.0",
"Kenny Lala","mgMAD","DF","Brest","frLigue 1","34-053","1991","12.9","0","4","0","0.0","0.31","0.00","0.00","","21.7","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Senne Lammens","beBEL","GK","Manchester Utd","engPremier League","23-141","2002","6.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Tariq Lamptey","ghGHA","MF,DF","Fiorentina","itSerie A","25-056","2000","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Noa Lang","nlNED","FW,MF","Napoli","itSerie A","26-161","1999","2.5","1","3","2","66.7","1.18","0.79","0.33","0.50","13.1","0","0","0","0.6","0.6","0.20","+0.4","+0.4",
"Aymeric Laporte","esESP","DF","Athletic Club","esLa Liga","31-182","1994","8.2","0","4","1","25.0","0.49","0.12","0.00","0.00","15.8","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Hugo Larsson","seSWE","MF","Eint Frankfurt","deBundesliga","21-151","2004","5.7","0","3","1","33.3","0.52","0.17","0.00","0.00","23.9","0","0","0","0.1","0.1","0.05","-0.1","-0.1",
"Jamaal Lascelles","engENG","DF","Newcastle Utd","engPremier League","32-014","1993","0.2","0","1","0","0.0","4.29","0.00","0.00","","12.2","0","0","0","0.0","0.0","0.04","0.0","0.0",
"Toni Lato","esESP","DF","Mallorca","esLa Liga","28-004","1997","1.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Josh Laurent","engENG","DF,MF","Burnley","engPremier League","30-203","1995","6.3","0","5","2","40.0","0.79","0.32","0.00","0.00","23.2","0","0","0","0.2","0.2","0.03","-0.2","-0.2",
"Armand Lauriente","frFRA","FW","Sassuolo","itSerie A","26-356","1998","7.3","2","18","5","27.8","2.47","0.68","0.11","0.40","21.7","4","0","0","0.6","0.6","0.04","+1.4","+1.4",
"Roméo Lavia","beBEL","MF","Chelsea","engPremier League","21-323","2004","1.2","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Valentino Lazaro","atAUT","DF,MF","Torino","itSerie A","29-246","1996","8.9","0","1","0","0.0","0.11","0.00","0.00","","17.3","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Manuel Lazzari","itITA","DF","Lazio","itSerie A","31-361","1993","3.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Théo Le Bris","frFRA","DF","Lorient","frLigue 1","23-055","2002","7.4","2","10","4","40.0","1.35","0.54","0.20","0.50","15.7","0","0","0","1.0","1.0","0.10","+1.0","+1.0",
"Julien Le Cardinal","frFRA","DF","Brest","frLigue 1","28-114","1997","3.1","1","5","2","40.0","1.59","0.64","0.20","0.50","11.0","0","0","0","0.8","0.8","0.16","+0.2","+0.2",
"Enzo Le Fée","frFRA","FW,MF","Sunderland","engPremier League","25-295","2000","8.7","1","6","0","0.0","0.69","0.00","0.00","","23.3","1","1","1","1.0","0.2","0.04","0.0","-0.2",
"Raphael Le Guen","frFRA","DF","Brest","frLigue 1","19-085","2006","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Robin Le Normand","esESP","DF","Atlético Madrid","esLa Liga","29-014","1996","9.8","1","3","1","33.3","0.30","0.10","0.33","1.00","7.8","0","0","0","0.4","0.4","0.15","+0.6","+0.6",
"Nicola Leali","itITA","GK","Genoa","itSerie A","32-281","1993","12.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Rafael Leão","ptPOR","FW","Milan","itSerie A","26-168","1999","6.0","4","13","5","38.5","2.17","0.84","0.15","0.40","21.4","0","2","2","3.2","1.6","0.12","+0.8","+0.4",
"Pierre Lees-Melou","frFRA","MF","Paris FC","frLigue 1","32-184","1993","9.8","1","14","4","28.6","1.42","0.41","0.07","0.25","21.6","0","0","0","0.7","0.7","0.05","+0.3","+0.3",
"Pierre Lees-Melou","frFRA","MF","Brest","frLigue 1","32-184","1993","2.0","0","4","0","0.0","2.00","0.00","0.00","","23.6","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Jordan Lefort","frFRA","DF","Angers","frLigue 1","32-108","1993","13.0","0","4","0","0.0","0.31","0.00","0.00","","20.6","1","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Diogo Leite","ptPOR","DF","Union Berlin","deBundesliga","26-306","1999","7.6","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Maxim Leitsch","deGER","DF","Mainz 05","deBundesliga","27-191","1998","0.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Florian Lejeune","frFRA","DF","Rayo Vallecano","esLa Liga","34-189","1991","12.9","0","18","3","16.7","1.40","0.23","0.00","0.00","26.4","4","0","0","0.7","0.7","0.04","-0.7","-0.7",
"Youssef Lekhedim","esESP","DF","Alavés","esLa Liga","20-049","2005","7.4","0","6","1","16.7","0.81","0.14","0.00","0.00","16.9","0","0","0","0.3","0.3","0.06","-0.3","-0.3",
"Iñigo Lekue","esESP","DF,FW","Athletic Club","esLa Liga","32-205","1993","1.4","0","2","1","50.0","1.40","0.70","0.00","0.00","17.8","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Thomas Lemar","frFRA","MF,FW","Girona","esLa Liga","30-013","1995","2.2","0","4","1","25.0","1.82","0.45","0.00","0.00","28.2","1","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Félix Lemaréchal","frFRA","MF,FW","Strasbourg","frLigue 1","22-110","2003","6.0","0","10","2","20.0","1.65","0.33","0.00","0.00","21.5","2","0","0","0.9","0.9","0.09","-0.9","-0.9",
"Tim Lemperle","deGER","FW","Hoffenheim","deBundesliga","23-293","2002","7.5","4","19","9","47.4","2.54","1.21","0.16","0.33","14.0","0","1","1","3.9","3.1","0.17","+0.1","-0.1",
"Clément Lenglet","frFRA","DF","Atlético Madrid","esLa Liga","30-161","1995","5.4","0","2","0","0.0","0.37","0.00","0.00","","20.9","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Bernd Leno","deGER","GK","Fulham","engPremier League","33-266","1992","12.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Donovan Léon","gfGUF","GK","Auxerre","frLigue 1","33-022","1992","10.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Esteban Lepaul","frFRA","FW","Angers","frLigue 1","25-221","2000","1.9","1","3","1","33.3","1.55","0.52","0.33","1.00","12.2","0","0","0","0.6","0.6","0.20","+0.4","+0.4",
"Esteban Lepaul","frFRA","FW","Rennes","frLigue 1","25-221","2000","9.9","7","28","12","42.9","2.83","1.21","0.25","0.58","12.7","0","0","0","5.1","5.1","0.18","+1.9","+1.9",
"Johann Lepenant","frFRA","MF","Nantes","frLigue 1","23-034","2002","6.2","0","6","2","33.3","0.97","0.32","0.00","0.00","25.7","0","0","0","0.2","0.2","0.04","-0.2","-0.2",
"Mehdi Léris","dzALG","DF,MF","Pisa","itSerie A","27-186","1998","6.3","0","7","1","14.3","1.12","0.16","0.00","0.00","13.7","0","0","0","0.6","0.6","0.08","-0.6","-0.6",
"Jefferson Lerma","coCOL","MF","Crystal Palace","engPremier League","31-031","1994","4.2","0","7","2","28.6","1.68","0.48","0.00","0.00","22.8","0","0","0","0.6","0.6","0.08","-0.6","-0.6",
"Louis Leroux","frFRA","DF,MF","Nantes","frLigue 1","19-306","2006","10.3","1","6","1","16.7","0.58","0.10","0.17","1.00","19.5","0","0","0","0.3","0.3","0.05","+0.7","+0.7",
"Robert Lewandowski","plPOL","FW","Barcelona","esLa Liga","37-096","1988","5.7","8","23","11","47.8","4.00","1.91","0.30","0.64","13.4","0","1","2","6.0","4.4","0.20","+2.0","+2.6",
"Jamie Leweling","deGER","FW","Stuttgart","deBundesliga","24-272","2001","8.1","0","18","5","27.8","2.21","0.61","0.00","0.00","21.2","0","0","0","1.0","1.0","0.05","-1.0","-1.0",
"Rico Lewis","engENG","DF","Manchester City","engPremier League","21-004","2004","1.9","0","1","0","0.0","0.51","0.00","0.00","","26.9","0","0","0","0.0","0.0","0.02","0.0","0.0",
"Keane Lewis-Potter","engENG","DF,FW","Brentford","engPremier League","24-276","2001","5.3","0","4","1","25.0","0.76","0.19","0.00","0.00","23.3","0","0","0","0.2","0.2","0.05","-0.2","-0.2",
"Myles Lewis-Skelly","engENG","DF","Arsenal","engPremier League","19-060","2006","1.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Philipp Lienhart","atAUT","DF","Freiburg","deBundesliga","29-137","1996","8.0","0","3","0","0.0","0.38","0.00","0.00","","6.7","0","0","0","0.3","0.3","0.08","-0.3","-0.3",
"Matthijs de Ligt","nlNED","DF","Manchester Utd","engPremier League","26-105","1999","12.0","1","10","3","30.0","0.83","0.25","0.10","0.33","9.2","0","0","0","1.4","1.4","0.14","-0.4","-0.4",
"Victor Lindelöf","seSWE","MF,DF","Aston Villa","engPremier League","31-131","1994","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Jesper Lindstrøm","dkDEN","MF","Wolfsburg","deBundesliga","25-269","2000","0.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Luca Lipani","itITA","MF","Sassuolo","itSerie A","20-191","2005","1.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Pol Lirola","esESP","MF,DF","Marseille","frLigue 1","28-104","1997","0.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Adrián Liso","esESP","FW,MF","Getafe","esLa Liga","20-237","2005","9.3","3","15","5","33.3","1.62","0.54","0.20","0.60","20.2","0","0","0","1.1","1.1","0.07","+1.9","+1.9",
"Joseph Liteta","zmZAM","MF","Cagliari","itSerie A","19-276","2006","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Valentino Livramento","engENG","DF","Newcastle Utd","engPremier League","23-013","2002","6.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Javier Llabrés","esESP","FW,MF","Mallorca","esLa Liga","23-075","2002","1.4","0","2","0","0.0","1.44","0.00","0.00","","17.0","0","0","0","0.1","0.1","0.04","-0.1","-0.1",
"Diego Llorente","esESP","DF","Betis","esLa Liga","32-101","1993","0.5","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Marcos Llorente","esESP","DF","Atlético Madrid","esLa Liga","30-299","1995","12.1","0","7","4","57.1","0.58","0.33","0.00","0.00","15.9","0","0","0","1.2","1.2","0.17","-1.2","-1.2",
"Gautier Lloris","frFRA","DF","Le Havre","frLigue 1","30-130","1995","11.4","1","4","1","25.0","0.35","0.09","0.25","1.00","7.9","0","0","0","0.5","0.5","0.13","+0.5","+0.5",
"Giovani Lo Celso","arARG","MF","Betis","esLa Liga","29-230","1996","9.2","1","19","7","36.8","2.08","0.76","0.05","0.14","20.5","3","0","0","1.7","1.7","0.09","-0.7","-0.7",
"Danny Loader","cmCMR","MF,FW","Auxerre","frLigue 1","25-089","2000","10.1","2","28","9","32.1","2.76","0.89","0.07","0.22","16.4","1","0","0","2.6","2.6","0.09","-0.6","-0.6",
"Stanislav Lobotka","skSVK","MF","Napoli","itSerie A","31-000","1994","6.8","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Manuel Locatelli","itITA","MF","Juventus","itSerie A","27-321","1998","9.4","0","15","4","26.7","1.60","0.43","0.00","0.00","22.9","0","0","0","0.7","0.7","0.05","-0.7","-0.7",
"Bradley Locko","frFRA","DF","Brest","frLigue 1","23-203","2002","10.3","0","2","1","50.0","0.19","0.10","0.00","0.00","21.1","0","0","0","0.1","0.1","0.06","-0.1","-0.1",
"Ruben Loftus-Cheek","engENG","MF,FW","Milan","itSerie A","29-306","1996","4.1","1","12","2","16.7","2.93","0.49","0.08","0.50","10.2","0","0","0","1.2","1.2","0.10","-0.2","-0.2",
"Sean Longstaff","engENG","MF","Leeds United","engPremier League","28-026","1997","9.8","1","11","2","18.2","1.13","0.21","0.09","0.50","21.4","1","0","0","0.7","0.7","0.07","+0.3","+0.3",
"Ademola Lookman","ngNGA","FW,MF","Atalanta","itSerie A","28-036","1997","5.9","1","16","4","25.0","2.73","0.68","0.06","0.25","16.9","0","0","0","1.6","1.6","0.10","-0.6","-0.6",
"Anthony Lopes","ptPOR","GK","Nantes","frLigue 1","35-055","1990","12.0","0","1","0","0.0","0.08","0.00","0.00","","6.7","0","0","0","0.1","0.1","0.08","-0.1","-0.1",
"David López","esESP","DF","Mallorca","esLa Liga","22-295","2003","0.7","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"David López","esESP","DF","Girona","esLa Liga","36-047","1989","2.2","0","1","1","100.0","0.45","0.45","0.00","0.00","3.7","0","0","0","0.6","0.6","0.57","-0.6","-0.6",
"Diego López","esESP","MF,FW","Valencia","esLa Liga","23-196","2002","10.6","2","14","3","21.4","1.32","0.28","0.14","0.67","16.2","0","0","0","1.6","1.6","0.12","+0.4","+0.4",
"Fer López","esESP","MF,FW","Wolves","engPremier League","21-185","2004","1.3","0","4","1","25.0","3.00","0.75","0.00","0.00","18.9","0","0","0","0.1","0.1","0.03","-0.1","-0.1",
"Fermin López","esESP","MF,FW","Barcelona","esLa Liga","22-198","2003","6.1","4","22","11","50.0","3.61","1.81","0.18","0.36","18.0","0","0","0","2.1","2.1","0.09","+1.9","+1.9",
"Javi López","esESP","DF","Oviedo","esLa Liga","23-245","2002","4.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Julien López","dzALG","FW,MF","Paris FC","frLigue 1","33-269","1992","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Maxime Lopez","frFRA","MF","Paris FC","frLigue 1","27-356","1997","12.0","0","6","4","66.7","0.50","0.33","0.00","0.00","22.4","0","0","0","0.3","0.3","0.04","-0.3","-0.3",
"Pau López","esESP","GK","Betis","esLa Liga","30-347","1994","7.0","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Unai López","esESP","MF","Rayo Vallecano","esLa Liga","30-026","1995","8.2","0","10","1","10.0","1.21","0.12","0.00","0.00","26.6","1","0","0","0.3","0.3","0.03","-0.3","-0.3",
"Dachi Lordkipanidze","geGEO","MF","Cremonese","itSerie A","20-262","2005","0.3","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Lorran","brBRA","MF","Pisa","itSerie A","19-144","2006","0.1","1","1","1","100.0","8.18","8.18","1.00","1.00","7.2","0","0","0","0.9","0.9","0.87","+0.1","+0.1",
"Iker Losada","esESP","MF,FW","Levante","esLa Liga","24-116","2001","0.4","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Tom Louchet","frFRA","DF,MF","Nice","frLigue 1","22-205","2003","5.3","0","5","0","0.0","0.94","0.00","0.00","","23.3","0","0","0","0.1","0.1","0.02","-0.1","-0.1",
"Marius Louer","frFRA","DF","Angers","frLigue 1","18-259","2007","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
"Sandi Lovrić","siSVN","MF","Udinese","itSerie A","27-242","1998","1.2","0","1","0","0.0","0.87","0.00","0.00","","14.9","0","0","0","0.1","0.1","0.11","-0.1","-0.1",
"Pol Lozano","esESP","MF","Espanyol","esLa Liga","26-050","1999","10.4","1","6","2","33.3","0.58","0.19","0.17","0.50","29.4","0","0","0","0.2","0.2","0.03","+0.8","+0.8",
"Sergio Lozano","esESP","MF","Levante","esLa Liga","26-246","1999","0.1","0","0","0","","0.00","0.00","","","","0","0","0","0.0","0.0","","0.0","0.0",
