Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Jean-Clair Todibo","frFRA","DF","West Ham","engPremier League","24","1999","20.3","1297","165","716","543","47","11","1297","16","9","56.3","7","43.8","760","3221","1602","9","5","0","14","11","890","5",
"Harry Toffolo","engENG","DF","Nott'ham Forest","engPremier League","28","1995","1.5","88","9","32","22","34","2","88","0","0","","0","","17","57","23","0","0","0","0","0","30","4",
"Umut Tohumcu","deGER","MF,FW","Hoffenheim","deBundesliga","19","2004","4.2","169","8","45","90","36","0","169","7","4","57.1","3","42.9","91","368","193","3","2","0","3","7","102","5",
"Corentin Tolisso","frFRA","MF","Lyon","frLigue 1","29","1994","25.9","1917","79","330","1056","548","88","1917","21","11","52.4","10","47.6","1073","4704","2148","31","35","3","31","20","1409","133",
"John Tolkin","usUSA","DF,MF","Holstein Kiel","deBundesliga","22","2002","8.2","479","35","214","173","93","5","479","10","5","50.0","4","40.0","174","699","275","6","3","0","5","6","219","12",
"Rafael Tolói","itITA","DF","Atalanta","itSerie A","33","1990","5.2","340","19","108","182","55","3","340","3","2","66.7","1","33.3","195","836","444","5","6","0","6","3","234","5",
"Raúl de Tomás","esESP","DF,FW","Rayo Vallecano","esLa Liga","29","1994","0.2","11","0","1","6","4","1","11","1","0","0.0","1","100.0","8","33","0","0","0","0","2","1","10","2",
"Tiago Tomás","ptPOR","FW,MF","Wolfsburg","deBundesliga","22","2002","20.9","782","18","114","342","339","78","782","80","29","36.3","42","52.5","503","2477","987","31","19","14","55","35","556","125",
"Takehiro Tomiyasu","jpJPN","DF","Arsenal","engPremier League","25","1998","0.1","7","1","4","1","2","1","7","0","0","","0","","1","7","5","0","0","0","0","0","2","0",
"Fikayo Tomori","engENG","DF","Milan","itSerie A","26","1997","17.7","1260","119","605","604","54","7","1260","2","2","100.0","0","0.0","721","3061","1681","8","9","0","9","2","871","3",
"Sandro Tonali","itITA","MF","Newcastle Utd","engPremier League","24","2000","29.2","1818","64","406","991","450","45","1818","37","20","54.1","14","37.8","979","5567","2334","37","40","6","30","23","1257","53",
"Luka Topalović","siSVN","MF","Inter","itSerie A","18","2006","0.1","11","0","3","3","5","3","11","1","0","0.0","1","100.0","5","21","8","0","1","0","0","0","6","1",
"Keke Topp","deGER","FW,MF","Werder Bremen","deBundesliga","20","2004","2.8","135","3","8","45","83","29","135","9","3","33.3","5","55.6","81","378","213","10","5","3","12","14","104","27",
"Pablo Torre","esESP","MF,FW","Barcelona","esLa Liga","21","2003","3.4","254","5","27","120","109","10","254","6","2","33.3","3","50.0","130","503","205","5","7","0","5","6","190","20",
"David Torres","esESP","DF","Valladolid","esLa Liga","21","2003","15.4","846","139","539","295","18","5","846","2","1","50.0","1","50.0","451","2520","1604","11","6","0","2","3","547","3",
"Ferrán Torres","esESP","FW,MF","Barcelona","esLa Liga","24","2000","12.3","498","3","30","153","317","81","498","21","11","52.4","8","38.1","291","1348","566","23","14","13","28","13","397","98",
"Pau Torres","esESP","DF","Aston Villa","engPremier League","27","1997","22.4","1518","237","701","726","97","17","1518","17","15","88.2","2","11.8","965","6359","4176","40","27","0","6","5","1090","8",
"Lucas Torró","esESP","MF","Osasuna","esLa Liga","30","1994","32.9","1706","105","457","1004","262","55","1706","9","6","66.7","3","33.3","736","2958","938","10","14","0","42","23","981","30",
"Lorenzo Tosto","itITA","DF","Empoli","itSerie A","18","2006","0.0","4","0","3","1","0","0","4","0","0","","0","","3","7","5","0","0","0","0","0","4","0",
"Abdoulaye Touré","gnGUI","MF","Le Havre","frLigue 1","30","1994","25.8","1354","78","378","784","206","28","1345","33","17","51.5","12","36.4","714","3506","1521","17","14","0","29","30","832","28",
"Bazoumana Touré","ciCIV","FW,MF","Hoffenheim","deBundesliga","18","2006","6.8","291","4","37","105","156","36","291","22","12","54.5","9","40.9","183","1175","580","24","12","11","36","8","198","56",
"Birama Touré","mlMLI","MF,DF","Montpellier","frLigue 1","32","1992","3.3","157","21","71","65","22","3","157","0","0","","0","","86","287","71","0","1","1","6","0","99","2",
"Ousmane Toure","frFRA","DF","Lille","frLigue 1","19","2005","0.1","8","0","4","4","0","0","8","0","0","","0","","4","23","1","0","0","0","0","0","2","0",
"Souleymane Touré","frFRA","DF","Udinese","itSerie A","21","2003","8.1","585","57","260","282","45","10","585","10","5","50.0","4","40.0","378","1752","831","6","5","1","7","0","424","3",
"Lucas Tousart","frFRA","MF","Union Berlin","deBundesliga","27","1997","6.2","264","31","84","128","57","20","264","11","5","45.5","6","54.5","94","453","196","4","0","1","8","5","101","13",
"Conor Townsend","engENG","DF","Ipswich Town","engPremier League","31","1993","3.7","172","28","87","50","38","5","172","0","0","","0","","53","278","136","2","2","0","2","2","75","13",
"Adama Traoré","esESP","FW,MF","Fulham","engPremier League","28","1996","19.7","801","4","83","285","455","91","801","97","48","49.5","36","37.1","538","4631","2486","100","45","33","37","25","607","161",
"Boubacar Traoré","mlMLI","MF","Wolves","engPremier League","22","2001","0.0","2","0","0","2","0","0","2","0","0","","0","","0","0","0","0","0","0","0","0","0","0",
"Hamari Traoré","mlMLI","DF","Real Sociedad","esLa Liga","32","1992","7.8","529","22","155","291","88","9","529","10","6","60.0","4","40.0","252","987","455","12","2","5","6","1","299","20",
"Omar Traoré","deGER","DF","Heidenheim","deBundesliga","26","1998","29.1","1712","70","516","775","448","21","1712","64","25","39.1","31","48.4","922","5801","3338","103","53","6","40","22","994","115",
"Kevin Trapp","deGER","GK","Eint Frankfurt","deBundesliga","34","1990","25.5","1001","860","996","5","0","0","1001","0","0","","0","","642","2898","1619","0","0","0","1","0","557","0",
"Mark Travers","ieIRL","GK","Bournemouth","engPremier League","25","1999","5.0","162","144","159","3","0","0","162","0","0","","0","","85","426","188","0","0","0","0","0","68","0",
"Óscar Trejo","arARG","MF","Rayo Vallecano","esLa Liga","36","1988","5.5","409","7","33","231","152","13","409","22","8","36.4","13","59.1","227","1084","463","15","8","3","25","26","311","28",
"Philipp Treu","deGER","MF,DF","St. Pauli","deBundesliga","23","2000","32.0","1867","94","564","795","530","46","1867","39","13","33.3","19","48.7","825","4427","2159","58","42","11","34","12","979","117",
"Ryan Trevitt","engENG","MF","Brentford","engPremier League","21","2003","0.0","7","1","2","4","1","0","7","0","0","","0","","4","7","2","0","0","0","0","0","4","1",
"Christopher Trimmel","atAUT","DF,MF","Union Berlin","deBundesliga","37","1987","19.3","979","91","300","427","256","13","979","8","2","25.0","5","62.5","365","1582","691","18","7","2","10","8","423","45",
"Kieran Trippier","engENG","DF","Newcastle Utd","engPremier League","33","1990","14.5","1388","50","375","616","406","13","1388","8","4","50.0","4","50.0","609","2258","1224","26","14","4","11","8","847","58",
"Leandro Trossard","beBEL","FW","Arsenal","engPremier League","29","1994","28.3","1278","17","135","399","762","158","1278","86","38","44.2","37","43.0","828","5024","2218","80","55","30","66","52","956","226",
"Adrien Truffert","frFRA","DF,MF","Rennes","frLigue 1","22","2001","30.6","1906","71","455","791","674","57","1906","44","16","36.4","22","50.0","971","5126","2605","69","45","15","36","25","1186","243",
"Kostas Tsimikas","grGRE","DF","Liverpool","engPremier League","28","1996","9.3","741","33","190","327","229","13","741","12","5","41.7","5","41.7","368","1567","790","17","8","2","6","4","472","43",
"Viktor Tsyhankov","uaUKR","FW,MF","Girona","esLa Liga","26","1997","21.3","1064","23","103","408","564","74","1064","35","15","42.9","19","54.3","650","4031","1883","62","46","27","32","25","770","195",
"Axel Tuanzebe","cdCOD","DF","Ipswich Town","engPremier League","26","1997","19.0","971","97","407","426","145","8","971","10","4","40.0","6","60.0","402","1698","826","10","7","1","11","1","516","15",
"Stefano Turati","itITA","GK","Monza","itSerie A","22","2001","29.7","1166","1027","1159","7","0","0","1166","0","0","","0","","720","3496","1980","0","0","0","0","0","612","0",
"Beñat Turrientes","esESP","MF","Real Sociedad","esLa Liga","22","2002","10.5","561","27","108","334","125","8","561","24","13","54.2","7","29.2","317","1866","848","18","17","1","20","11","392","28",
"Tuta","brBRA","DF,MF","Eint Frankfurt","deBundesliga","25","1999","25.3","1772","215","831","838","108","26","1772","17","13","76.5","4","23.5","1007","4503","1884","11","9","2","22","7","1130","12",
"Christantus Uche","ngNGA","FW,MF","Getafe","esLa Liga","21","2003","27.6","971","17","102","391","498","105","971","91","32","35.2","49","53.8","553","3077","1160","43","26","18","113","67","726","148",
"Destiny Udogie","itITA","DF","Tottenham","engPremier League","21","2002","21.4","1376","63","394","609","389","49","1376","32","13","40.6","16","50.0","758","4340","2352","54","40","12","37","19","819","94",
"Manuel Ugarte","uyURU","MF","Manchester Utd","engPremier League","23","2001","19.8","1161","46","331","639","211","16","1161","32","18","56.3","10","31.3","668","2883","1347","16","16","1","32","25","728","20",
"Lesley Ugochukwu","frFRA","MF","Southampton","engPremier League","20","2004","18.4","879","50","215","501","169","24","879","28","19","67.9","8","28.6","479","2565","1229","29","15","6","12","13","600","20",
"Lukas Ullrich","deGER","DF","Gladbach","deBundesliga","20","2004","21.1","1073","82","432","434","218","26","1073","24","8","33.3","13","54.2","531","2734","1370","31","19","4","21","12","612","71",
"Sven Ulreich","deGER","GK","Bayern Munich","deBundesliga","35","1988","1.0","30","18","27","3","0","0","30","0","0","","0","","13","55","30","0","0","0","0","0","24","0",
"Enes Ünal","trTUR","FW,MF","Bournemouth","engPremier League","27","1997","3.8","172","6","14","63","95","26","172","12","1","8.3","10","83.3","91","261","95","4","3","1","17","13","133","22",
"Deniz Undav","deGER","FW,MF","Stuttgart","deBundesliga","28","1996","19.2","797","11","61","379","369","118","797","24","10","41.7","13","54.2","469","2107","964","31","18","12","51","28","624","141",
"Naci Ünüvar","nlNED","MF,DF","Espanyol","esLa Liga","21","2003","0.3","23","0","3","8","12","2","23","2","0","0.0","1","50.0","14","68","34","1","0","0","0","0","15","4",
"Dayot Upamecano","frFRA","DF","Bayern Munich","deBundesliga","25","1998","19.5","2101","96","626","1364","116","17","2101","6","3","50.0","3","50.0","1440","7122","4165","17","27","0","6","4","1632","4",
"Kacper Urbanski","plPOL","MF","Bologna","itSerie A","19","2004","2.7","163","6","23","68","73","10","163","5","3","60.0","2","40.0","107","551","201","5","2","0","8","3","110","19",
"Kacper Urbanski","plPOL","MF","Monza","itSerie A","19","2004","5.6","304","11","69","167","69","3","304","8","3","37.5","4","50.0","187","1160","473","10","5","0","6","10","222","14",
"Jonas Urbig","deGER","GK","Bayern Munich","deBundesliga","20","2003","8.0","310","202","296","14","1","0","310","0","0","","0","","201","924","580","0","0","0","1","0","194","0",
"Can Uzun","trTUR","MF,FW","Eint Frankfurt","deBundesliga","18","2005","7.5","395","4","33","191","174","31","395","22","11","50.0","9","40.9","265","1368","523","11","13","4","19","14","315","45",
"Josha Vagnoman","deGER","DF,MF","Stuttgart","deBundesliga","23","2000","20.4","1105","61","325","484","302","36","1105","28","8","28.6","17","60.7","541","2576","966","24","19","10","27","19","675","96",
"Hákon Valdimarsson","isISL","GK","Brentford","engPremier League","22","2001","1.6","72","60","71","1","0","0","72","0","0","","0","","44","191","80","0","0","0","0","0","36","0",
"Lautaro Valenti","arARG","DF","Parma","itSerie A","25","1999","17.3","1011","161","559","422","31","12","1011","1","0","0.0","1","100.0","556","2165","942","3","2","1","9","0","629","3",
"Óscar Valentín","esESP","MF","Rayo Vallecano","esLa Liga","29","1994","20.4","1068","79","325","617","138","14","1068","11","5","45.5","4","36.4","509","2254","1158","13","13","1","18","8","571","8",
"Nicolás Valentini","arARG","DF","Hellas Verona","itSerie A","23","2001","12.5","654","75","314","310","35","14","654","2","2","100.0","0","0.0","268","1208","623","4","1","1","5","2","304","1",
"Germán Valera","esESP","MF","Valencia","esLa Liga","22","2002","1.6","73","2","9","33","32","4","73","8","3","37.5","3","37.5","46","276","87","1","0","0","5","1","46","10",
"Emanuele Valeri","itITA","DF","Parma","itSerie A","25","1998","31.9","1528","104","470","583","494","33","1527","47","12","25.5","31","66.0","740","4053","2376","79","45","9","42","5","739","109",
"Martin Valjent","skSVK","DF","Mallorca","esLa Liga","28","1995","30.7","1723","224","877","774","81","16","1723","10","6","60.0","1","10.0","948","5700","3063","23","13","1","13","1","1049","17",
"Álex Valle","esESP","DF","Como","itSerie A","20","2004","11.4","799","26","276","375","155","12","799","18","9","50.0","9","50.0","425","2246","1068","19","20","5","18","8","460","30",
"Jesús Vallejo","esESP","DF","Real Madrid","esLa Liga","27","1997","1.5","78","7","29","46","5","0","78","0","0","","0","","50","163","62","0","0","0","0","0","52","1",
"Mattia Valoti","itITA","MF","Monza","itSerie A","30","1993","0.4","27","2","12","13","2","0","27","0","0","","0","","7","29","16","0","0","0","0","1","12","0",
"Federico Valverde","uyURU","MF,DF","Real Madrid","esLa Liga","26","1998","33.7","2543","98","528","1461","572","43","2543","28","16","57.1","10","35.7","1525","8009","4084","66","57","5","35","1","1905","76",
"Ignace Van Der Brempt","beBEL","DF","Como","itSerie A","22","2002","14.0","841","44","270","392","194","14","841","28","13","46.4","12","42.9","432","2197","1039","19","12","5","21","10","463","34",
"Siebe Van Der Heyden","beBEL","DF,MF","Mallorca","esLa Liga","26","1998","1.1","83","5","26","42","15","1","83","3","1","33.3","1","33.3","57","218","72","1","0","0","0","2","63","1",
"Siebe Van Der Heyden","beBEL","DF,MF","St. Pauli","deBundesliga","26","1998","9.7","602","54","249","284","72","11","602","5","1","20.0","4","80.0","265","1214","572","10","6","0","3","4","364","26",
"Virgil van Dijk","nlNED","DF","Liverpool","engPremier League","33","1991","37.0","3300","450","1317","1827","166","48","3300","5","3","60.0","2","40.0","1856","8754","4846","22","24","3","10","5","2281","6",
"Vanderson","brBRA","DF","Monaco","frLigue 1","23","2001","22.9","1714","71","400","846","480","64","1714","48","24","50.0","20","41.7","876","4196","2211","57","31","13","38","14","976","151",
"Maarten Vandevoordt","beBEL","GK","RB Leipzig","deBundesliga","22","2002","4.8","185","131","174","11","0","0","185","0","0","","0","","99","480","280","0","0","0","0","0","87","0",
"Jamie Vardy","engENG","FW","Leicester City","engPremier League","37","1987","31.4","586","30","61","272","260","111","584","23","11","47.8","10","43.5","285","1504","717","29","13","16","34","14","382","120",
"Ruben Vargas","chSUI","FW,MF","Sevilla","esLa Liga","25","1998","7.5","362","8","50","144","173","30","362","33","12","36.4","16","48.5","186","1260","676","29","15","11","31","6","231","63",
"Ruben Vargas","chSUI","MF,FW","Augsburg","deBundesliga","25","1998","3.4","179","2","14","75","91","12","179","12","6","50.0","5","41.7","109","706","285","9","3","1","11","7","137","24",
"Nikola Vasilj","baBIH","GK","St. Pauli","deBundesliga","28","1995","33.0","1493","1049","1472","22","0","0","1493","1","1","100.0","0","0.0","909","4574","2567","0","0","0","0","0","920","0",
"Devis Vásquez","coCOL","GK","Empoli","itSerie A","26","1998","32.0","1183","915","1167","16","1","0","1183","1","1","100.0","0","0.0","701","3465","2107","0","0","0","2","0","620","0",
"Johan Vásquez","mxMEX","DF","Genoa","itSerie A","25","1998","33.8","2190","304","1100","971","128","46","2190","7","5","71.4","2","28.6","1202","6541","3435","37","21","2","24","5","1387","12",
