Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Patrick van Aanholt","nlNED","DF","Crystal Palace","engPremier League","28","1990","27.9","64","2.30","34","23","4","2","1","0","5","0.18","3","1","1","0","0","0",
"Max Aarons","engENG","DF","Norwich City","engPremier League","19","2000","36.0","64","1.78","47","2","6","3","4","2","3","0.08","2","0","0","0","1","0",
"Yunis Abdelhamid","maMAR","DF","Reims","frLigue 1","31","1987","28.0","23","0.82","16","0","1","4","2","0","1","0.04","1","0","0","0","0","0",
"Suleiman Abdullahi","ngNGA","FW,MF","Union Berlin","deBundesliga","22","1996","1.7","4","2.29","2","0","1","1","0","0","0","0.00","0","0","0","0","0","0",
"Mehdi Abeid","dzALG","MF","Nantes","frLigue 1","26","1992","20.2","53","2.63","30","16","1","3","1","2","4","0.20","2","1","0","1","0","0",
"Charles Abi","frFRA","FW","Saint-Étienne","frLigue 1","19","2000","6.9","18","2.60","11","0","1","1","4","1","2","0.29","1","0","0","0","1","0",
"David Abraham","arARG","DF","Eint Frankfurt","deBundesliga","33","1986","18.8","13","0.69","12","0","0","1","0","0","1","0.05","1","0","0","0","0","0",
"Tammy Abraham","engENG","FW","Chelsea","engPremier League","21","1997","24.6","57","2.32","37","0","5","10","2","3","9","0.37","4","0","2","2","1","0",
"Amir Abrashi","alALB","MF","Freiburg","deBundesliga","29","1990","7.4","10","1.35","9","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Francesco Acerbi","itITA","DF","Lazio","itSerie A","31","1988","35.1","37","1.05","34","0","0","2","1","0","5","0.14","5","0","0","0","0","0",
"Che Adams","sctSCO","FW","Southampton","engPremier League","23","1996","12.3","29","2.35","18","0","4","3","3","1","6","0.49","3","0","1","0","2","0",
"Tyler Adams","usUSA","MF,DF","RB Leipzig","deBundesliga","20","1999","10.6","19","1.79","14","1","0","2","2","0","2","0.19","1","0","0","0","1","0",
"Sargis Adamyan","amARM","FW,MF","Hoffenheim","deBundesliga","26","1993","8.3","21","2.53","18","0","0","1","2","0","5","0.60","4","0","0","0","1","0",
"Antonio Adán","esESP","GK","Atlético Madrid","esLa Liga","32","1987","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Bobby Adekanye","nlNED","FW","Lazio","itSerie A","20","1999","2.1","7","3.35","4","0","0","1","2","0","0","0.00","0","0","0","0","0","0",
"Claud Adjapong","itITA","DF","Hellas Verona","itSerie A","21","1998","2.6","1","0.39","0","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Amine Adli","maMAR","MF,FW","Toulouse","frLigue 1","19","2000","0.5","3","5.87","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Yacine Adli","frFRA","MF","Bordeaux","frLigue 1","19","2000","11.3","45","3.97","29","5","5","2","2","2","7","0.62","3","1","2","1","0","0",
"Adrián","esESP","GK","Liverpool","engPremier League","32","1987","9.7","2","0.21","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Aritz Aduriz","esESP","FW,MF","Athletic Club","esLa Liga","38","1981","2.3","2","0.87","1","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Lumor Agbenyenu","ghGHA","DF","Mallorca","esLa Liga","22","1996","20.1","34","1.70","24","4","3","1","2","0","0","0.00","0","0","0","0","0","0",
"Martin Agirregabiria","esESP","DF","Alavés","esLa Liga","23","1996","23.3","25","1.07","18","2","3","0","2","0","3","0.13","3","0","0","0","0","0",
"Lucien Agoume","frFRA","MF","Inter","itSerie A","17","2002","0.8","2","2.65","2","0","0","0","0","0","1","1.32","1","0","0","0","0","0",
"Kevin Agudelo","coCOL","MF,FW","Fiorentina","itSerie A","20","1998","0.7","7","9.84","4","0","3","0","0","0","1","1.41","1","0","0","0","0","0",
"Kevin Agudelo","coCOL","MF,FW","Genoa","itSerie A","20","1998","7.4","32","4.33","24","0","5","0","1","2","2","0.27","1","0","0","0","0","1",
"Nayef Aguerd","maMAR","DF","Dijon","frLigue 1","23","1996","10.6","4","0.38","3","1","0","0","0","0","1","0.09","1","0","0","0","0","0",
"Sergio Agüero","arARG","FW","Manchester City","engPremier League","31","1988","16.1","57","3.53","31","0","9","12","5","0","7","0.43","3","0","1","2","1","0",
"Ruben Aguilar","frFRA","DF","Monaco","frLigue 1","26","1993","11.9","36","3.02","31","2","0","0","2","1","4","0.34","4","0","0","0","0","0",
"Emmanuel Agyemang-Badu","ghGHA","MF","Hellas Verona","itSerie A","28","1990","2.6","4","1.57","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jean-Eudes Aholou","ciCIV","MF","Saint-Étienne","frLigue 1","25","1994","7.0","13","1.86","7","0","0","0","2","4","1","0.14","0","0","0","0","0","1",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","23","1995","27.8","12","0.43","7","2","1","2","0","0","2","0.07","2","0","0","0","0","0",
"Ola Aina","ngNGA","DF","Torino","itSerie A","22","1996","23.1","55","2.38","31","12","4","1","7","0","6","0.26","3","1","0","0","2","0",
"Youssef Aït Bennasser","maMAR","MF","Bordeaux","frLigue 1","23","1996","6.0","10","1.68","10","0","0","0","0","0","2","0.34","2","0","0","0","0","0",
"Rayan Aït-Nouri","dzALG","DF","Angers","frLigue 1","18","2001","14.2","26","1.83","20","1","1","1","1","2","2","0.14","2","0","0","0","0","0",
"Albian Ajeti","chSUI","FW","West Ham","engPremier League","22","1997","1.5","2","1.29","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","25","1994","22.9","42","1.84","32","0","2","5","3","0","12","0.52","7","0","1","2","2","0",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","24","1995","25.7","13","0.51","12","1","0","0","0","0","5","0.19","5","0","0","0","0","0",
"Marley Aké","frFRA","FW,MF","Marseille","frLigue 1","18","2001","1.1","3","2.73","2","0","1","0","0","0","1","0.91","1","0","0","0","0","0",
"Nathan Aké","nlNED","DF","Bournemouth","engPremier League","24","1995","27.8","14","0.50","8","0","1","4","1","0","1","0.04","0","0","0","1","0","0",
"Chadrac Akolo","cdCOD","FW,MF","Amiens","frLigue 1","24","1995","6.0","13","2.15","9","0","0","2","1","1","2","0.33","1","0","0","1","0","0",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","24","1995","12.7","4","0.32","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"David Alaba","atAUT","DF","Bayern Munich","deBundesliga","27","1992","27.8","46","1.66","40","2","1","3","0","0","3","0.11","2","1","0","0","0","0",
"Sofiane Alakouch","maMAR","DF","Nîmes","frLigue 1","21","1998","15.6","33","2.12","24","4","2","1","1","1","2","0.13","2","0","0","0","0","0",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","26","1992","13.0","27","2.07","21","0","0","6","0","0","2","0.15","1","0","0","1","0","0",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","30","1989","24.3","51","2.10","50","1","0","0","0","0","6","0.25","6","0","0","0","0","0",
