Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Naouirou Ahamada","frFRA","MF,FW","Crystal Palace","engPremier League","21","2002","3.9","9","2.30","9","0","0","0","0","0","3","0.77","3","0","0","0","0","0",
"Anel Ahmedhodžić","baBIH","DF","Sheffield Utd","engPremier League","24","1999","29.4","26","0.88","23","0","0","3","0","0","1","0.03","0","0","0","1","0","0",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","27","1995","4.5","6","1.33","4","0","1","1","0","0","1","0.22","0","0","0","1","0","0",
"Ola Aina","ngNGA","DF","Nott'ham Forest","engPremier League","26","1996","18.8","38","2.02","25","5","3","1","3","1","1","0.05","1","0","0","0","0","0",
"Rayan Aït-Nouri","dzALG","DF,MF","Wolves","engPremier League","22","2001","25.9","65","2.51","41","9","6","3","6","0","5","0.19","2","0","0","0","3","0",
"Tosin Aiyegun","bjBEN","MF,FW","Lorient","frLigue 1","25","1998","10.0","13","1.30","12","0","0","0","1","0","1","0.10","0","0","0","0","1","0",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","25","1998","20.4","27","1.33","24","0","1","2","0","0","3","0.15","3","0","0","0","0","0",
"Ludovic Ajorque","frFRA","FW","Mainz 05","deBundesliga","29","1994","15.1","37","2.45","29","1","0","1","5","1","0","0.00","0","0","0","0","0","0",
"Manuel Akanji","chSUI","DF,MF","Manchester City","engPremier League","28","1995","27.9","55","1.97","45","1","0","3","2","4","4","0.14","4","0","0","0","0","0",
"Marley Aké","frFRA","FW","Udinese","itSerie A","22","2001","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","28","1995","22.7","36","1.59","28","0","2","4","1","1","6","0.26","3","0","1","2","0","0",
"Ilias Akhomach","maMAR","MF,FW","Villarreal","esLa Liga","19","2004","16.8","57","3.40","34","2","13","2","5","1","3","0.18","2","0","1","0","0","0",
"Sergio Akieme","esESP","DF","Almería","esLa Liga","25","1997","18.6","32","1.72","22","3","4","1","2","0","1","0.05","0","0","0","1","0","0",
"Sergio Akieme","esESP","DF","Reims","frLigue 1","25","1997","9.1","19","2.09","12","1","3","2","0","1","1","0.11","0","0","0","1","0","0",
"Ebenezer Akinsanmiro","ngNGA","MF","Inter","itSerie A","18","2004","0.2","1","6.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","21","2002","17.9","88","4.91","59","11","6","3","4","5","9","0.50","7","0","0","0","0","2",
"Paul Akouokou","ciCIV","MF","Betis","esLa Liga","25","1997","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Paul Akouokou","ciCIV","MF","Lyon","frLigue 1","25","1997","3.4","6","1.75","4","0","1","0","0","1","0","0.00","0","0","0","0","0","0",
"Jean-Daniel Akpa-Akpro","ciCIV","MF","Monza","itSerie A","30","1992","7.8","5","0.64","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"David Akpan Ankeye","ngNGA","FW","Genoa","itSerie A","21","2002","0.6","1","1.58","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","28","1995","12.2","16","1.31","13","0","2","0","1","0","3","0.25","3","0","0","0","0","0",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","31","1992","12.8","18","1.40","13","4","0","1","0","0","1","0.08","0","1","0","0","0","0",
"Luis Alberto","esESP","MF","Lazio","itSerie A","30","1992","25.7","118","4.60","81","29","0","7","0","1","9","0.35","8","1","0","0","0","0",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","37","1985","22.6","4","0.18","2","0","0","2","0","0","1","0.04","1","0","0","0","0","0",
"Thiago Alcántara","esESP","MF","Liverpool","engPremier League","32","1991","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Carlos Alcaraz","arARG","MF","Juventus","itSerie A","20","2002","4.2","6","1.42","6","0","0","0","0","0","1","0.24","1","0","0","0","0","0",
"Rubén Alcaraz","esESP","MF","Cádiz","esLa Liga","32","1991","34.8","75","2.15","52","10","1","7","2","3","5","0.14","3","0","0","2","0","0",
"Omar Alderete","pyPAR","DF","Getafe","esLa Liga","26","1996","24.4","31","1.27","24","0","4","2","1","0","3","0.12","3","0","0","0","0","0",
"Iván Alejo","esESP","MF","Cádiz","esLa Liga","28","1995","18.8","37","1.97","25","3","1","0","8","0","5","0.27","3","0","0","0","2","0",
"Carles Aleñá","esESP","MF","Getafe","esLa Liga","25","1998","11.3","36","3.18","21","12","0","1","1","1","2","0.18","1","1","0","0","0","0",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","24","1998","23.9","126","5.27","80","33","5","6","0","2","7","0.29","4","3","0","0","0","0",
"Aboubacar Ali","kmCOM","MF,FW","Strasbourg","frLigue 1","17","2006","1.4","1","0.69","1","0","0","0","0","0","1","0.69","1","0","0","0","0","0",
"Mohamed Ali Cho","frFRA","FW,MF","Real Sociedad","esLa Liga","19","2004","2.8","3","1.08","1","0","1","0","1","0","1","0.36","0","0","0","0","1","0",
"Mohamed Ali Cho","frFRA","FW","Nice","frLigue 1","19","2004","9.6","34","3.56","20","4","5","0","5","0","4","0.42","3","0","0","0","1","0",
"Faride Alidou","deGER","FW,MF","Köln","deBundesliga","22","2001","14.2","34","2.39","23","0","5","1","5","0","3","0.21","1","0","1","0","1","0",
"Nabil Alioui","frFRA","MF,FW","Le Havre","frLigue 1","24","1999","11.2","40","3.56","24","11","3","2","0","0","2","0.18","1","1","0","0","0","0",
"Alisson","brBRA","GK","Liverpool","engPremier League","30","1992","28.0","11","0.39","10","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Tadeo Allende","arARG","MF,FW","Celta Vigo","esLa Liga","24","1999","3.7","9","2.41","4","0","1","3","1","0","0","0.00","0","0","0","0","0","0",
"Jim Allevinah","gaGAB","MF,DF","Clermont Foot","frLigue 1","28","1995","20.7","58","2.80","37","2","6","6","6","1","3","0.15","3","0","0","0","0","0",
"Domingos André Ribeiro Almeida","ptPOR","FW,MF","Valencia","esLa Liga","23","2000","10.7","29","2.71","18","3","3","3","2","0","1","0.09","1","0","0","0","0","0",
"Miguel Almirón","pyPAR","FW","Newcastle Utd","engPremier League","29","1994","21.5","52","2.41","40","1","3","7","1","0","4","0.19","2","1","0","1","0","0",
"Pontus Almqvist","seSWE","FW,MF","Lecce","itSerie A","24","1999","23.4","64","2.74","38","1","9","5","8","3","7","0.30","4","0","0","0","2","1",
"Marcos Alonso","esESP","DF","Barcelona","esLa Liga","32","1990","2.8","8","2.86","7","1","0","0","0","0","1","0.36","1","0","0","0","0","0",
"Adrià Altimira","esESP","DF,MF","Villarreal","esLa Liga","22","2001","8.6","6","0.70","6","0","0","0","0","0","1","0.12","1","0","0","0","0","0",
"Sergi Altimira","esESP","MF","Betis","esLa Liga","21","2001","6.3","14","2.22","8","1","2","1","2","0","0","0.00","0","0","0","0","0","0",
"Edson Álvarez","mxMEX","MF","West Ham","engPremier League","25","1997","26.4","32","1.21","24","0","2","3","0","3","2","0.08","2","0","0","0","0","0",
"Gastón Álvarez","uyURU","DF","Getafe","esLa Liga","23","2000","28.2","22","0.78","17","1","1","3","0","0","1","0.04","1","0","0","0","0","0",
"Hugo Álvarez","esESP","MF,DF","Celta Vigo","esLa Liga","20","2003","8.5","31","3.66","25","2","4","0","0","0","2","0.24","1","0","1","0","0","0",
"Julián Álvarez","arARG","MF,FW","Manchester City","engPremier League","23","2000","29.4","118","4.01","74","28","4","10","2","0","15","0.51","12","1","0","0","2","0",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","28","1995","12.8","10","0.78","8","2","0","0","0","0","2","0.16","2","0","0","0","0","0",
"Skelly Alvero","frFRA","MF","Lyon","frLigue 1","21","2002","4.7","12","2.54","7","1","1","2","1","0","0","0.00","0","0","0","0","0","0",
"Skelly Alvero","frFRA","MF","Werder Bremen","deBundesliga","21","2002","1.4","4","2.90","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Papa Amadou Diallo","snSEN","FW","Metz","frLigue 1","19","2004","9.9","20","2.02","18","0","0","1","0","1","1","0.10","1","0","0","0","0","0",
"Selim Amallah","maMAR","FW,MF","Valencia","esLa Liga","26","1996","6.7","14","2.09","7","0","3","0","4","0","1","0.15","1","0","0","0","0","0",
"Amath","snSEN","FW,MF","Mallorca","esLa Liga","27","1996","4.4","17","3.87","6","0","5","2","3","1","0","0.00","0","0","0","0","0","0",
"Lorenzo Amatucci","itITA","MF","Fiorentina","itSerie A","19","2004","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jordan Amavi","frFRA","DF","Brest","frLigue 1","29","1994","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Zeki Amdouni","chSUI","FW","Burnley","engPremier League","22","2000","21.7","50","2.30","30","0","5","7","5","3","4","0.18","1","0","2","0","1","0",
"Kelvin Amian","frFRA","DF","Nantes","frLigue 1","25","1998","8.9","8","0.90","8","0","0","0","0","0","1","0.11","1","0","0","0","0","0",
"Bruno Amione","arARG","DF","Hellas Verona","itSerie A","21","2002","6.4","3","0.47","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Michael Amir Murillo","paPAN","DF","Marseille","frLigue 1","27","1996","11.1","15","1.35","9","1","1","0","2","2","3","0.27","3","0","0","0","0","0",
"Nadiem Amiri","deGER","MF","Mainz 05","deBundesliga","26","1996","14.6","91","6.23","34","43","6","1","4","3","11","0.75","6","4","1","0","0","0",
"Nadiem Amiri","deGER","MF","Leverkusen","deBundesliga","26","1996","1.0","1","1.02","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kofi Amoako","deGER","MF","Wolfsburg","deBundesliga","18","2005","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sofyan Amrabat","maMAR","MF,DF","Manchester Utd","engPremier League","26","1996","10.4","19","1.82","19","0","0","0","0","0","1","0.10","1","0","0","0","0","0",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","27","1996","37.9","47","1.24","41","1","0","3","0","2","5","0.13","5","0","0","0","0","0",
"Elliot Anderson","engENG","MF,FW","Newcastle Utd","engPremier League","20","2002","11.4","34","2.98","28","0","4","2","0","0","3","0.26","3","0","0","0","0","0",
"Felipe Anderson","brBRA","FW,MF","Lazio","itSerie A","30","1993","30.8","92","2.99","76","2","4","5","2","3","12","0.39","10","0","1","0","0","1",
"Benjamin André","frFRA","MF","Lille","frLigue 1","32","1990","28.6","49","1.72","41","1","0","0","5","2","3","0.11","1","0","0","0","2","0",
"Komnen Andrić","rsSRB","FW","Clermont Foot","frLigue 1","28","1995","1.9","6","3.20","5","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Robert Andrich","deGER","MF,DF","Leverkusen","deBundesliga","28","1994","18.8","54","2.88","47","0","0","4","2","1","6","0.32","6","0","0","0","0","0",
"Miguel Ángel Rubio","esESP","DF","Granada","esLa Liga","25","1998","17.3","6","0.35","5","0","1","0","0","0","1","0.06","1","0","0","0","0","0",
"Angeliño","esESP","DF","Roma","itSerie A","26","1997","12.7","33","2.60","30","2","0","1","0","0","3","0.24","3","0","0","0","0","0",
"Ângelo","brBRA","FW,MF","Strasbourg","frLigue 1","18","2004","12.2","54","4.45","43","2","5","1","2","1","6","0.49","5","0","0","0","1","0",
"Fabrizio Angileri","arARG","DF,MF","Getafe","esLa Liga","29","1994","1.8","9","4.91","8","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Jaidon Anthony","engENG","FW","Bournemouth","engPremier League","23","1999","1.7","3","1.78","2","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","27","1996","32.1","39","1.22","33","0","0","4","1","1","9","0.28","8","0","0","1","0","0",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","33","1990","18.8","33","1.75","18","1","5","3","4","2","5","0.27","4","0","1","0","0","0",
"Antony","brBRA","FW","Manchester Utd","engPremier League","23","2000","14.7","55","3.74","45","1","2","0","4","3","3","0.20","1","0","0","0","0","2",
"Christopher Antwi-Adjei","ghGHA","FW,MF","Bochum","deBundesliga","29","1994","13.5","48","3.55","31","9","2","3","3","0","4","0.30","4","0","0","0","0","0",
"Houssem Aouar","dzALG","MF,FW","Roma","itSerie A","25","1998","8.4","21","2.50","12","4","1","2","2","0","0","0.00","0","0","0","0","0","0",
"Stredair Appuah","frFRA","FW,MF","Nantes","frLigue 1","19","2004","0.9","2","2.14","0","0","1","1","0","0","0","0.00","0","0","0","0","0","0",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","27","1995","3.8","9","2.39","8","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Jon Aramburu","veVEN","DF","Real Sociedad","esLa Liga","21","2002","6.0","4","0.66","3","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Asaf Arania","ilISR","MF","Darmstadt 98","deBundesliga","17","2005","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Julian Araujo","mxMEX","DF","Las Palmas","esLa Liga","21","2001","16.2","31","1.91","25","2","2","0","1","1","1","0.06","1","0","0","0","0","0",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","24","1999","22.2","22","0.99","14","0","1","7","0","0","4","0.18","1","0","0","3","0","0",
"Oliver Arblaster","engENG","MF","Sheffield Utd","engPremier League","19","2004","10.5","23","2.20","19","2","0","1","0","1","2","0.19","1","0","0","1","0","0",
"Cameron Archer","engENG","FW,MF","Sheffield Utd","engPremier League","22","2001","20.4","49","2.41","32","0","9","5","1","2","4","0.20","2","0","1","1","0","0",
"Cameron Archer","engENG","MF","Aston Villa","engPremier League","22","2001","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","30","1993","30.0","2","0.07","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Adu Ares","esESP","FW","Athletic Club","esLa Liga","21","2001","2.9","3","1.02","2","0","1","0","0","0","1","0.34","1","0","0","0","0","0",
"Jesús Areso","esESP","DF","Osasuna","esLa Liga","24","1999","29.6","70","2.37","57","5","6","1","1","0","12","0.41","9","1","2","0","0","0",
"Simone Aresti","itITA","GK","Cagliari","itSerie A","37","1986","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Matias Arezo","uyURU","FW","Granada","esLa Liga","20","2002","4.1","5","1.22","4","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Iñigo Arguibide","esESP","DF","Osasuna","esLa Liga","18","2005","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Yoël Armougom","frFRA","DF,MF","Clermont Foot","frLigue 1","25","1998","2.6","8","3.08","7","0","0","1","0","0","1","0.38","1","0","0","0","0","0",
"José Arnaiz","esESP","FW,MF","Osasuna","esLa Liga","28","1995","10.3","40","3.88","13","12","2","5","8","0","5","0.48","1","2","0","1","1","0",
"Hákon Arnar Haraldsson","isISL","FW,MF","Lille","frLigue 1","20","2003","14.3","35","2.45","23","2","3","2","5","0","1","0.07","0","0","0","0","1","0",
"Marko Arnautović","atAUT","FW","Inter","itSerie A","34","1989","8.9","24","2.71","22","0","0","1","1","0","3","0.34","3","0","0","0","0","0",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","29","1994","27.8","82","2.94","47","28","1","3","2","1","3","0.11","1","0","0","2","0","0",
"Mohamed El Arouch","frFRA","FW","Lyon","frLigue 1","19","2004","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sergio Arribas","esESP","MF,FW","Almería","esLa Liga","21","2001","22.7","92","4.04","63","12","3","6","6","2","9","0.40","5","0","1","1","1","1",
"Kepa Arrizabalaga","esESP","GK","Real Madrid","esLa Liga","28","1994","13.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Arthur","brBRA","DF","Leverkusen","deBundesliga","20","2003","2.0","7","3.41","5","1","0","0","0","1","2","0.97","2","0","0","0","0","0",
"Takuma Asano","jpJPN","FW,MF","Bochum","deBundesliga","28","1994","22.1","65","2.95","44","1","5","8","6","1","5","0.23","3","0","0","2","0","0",
"Marco Asensio","esESP","MF,FW","Paris S-G","frLigue 1","27","1996","12.4","52","4.21","38","10","1","1","1","1","7","0.57","5","1","0","1","0","0",
"Kristjan Asllani","alALB","MF","Inter","itSerie A","21","2002","8.7","19","2.18","13","4","1","1","0","0","5","0.57","4","1","0","0","0","0",
"Joel Asoro","seSWE","FW,MF","Metz","frLigue 1","24","1999","9.4","21","2.23","11","2","2","1","5","0","3","0.32","1","0","1","0","1","0",
"Jonathan Asp Jensen","dkDEN","FW","Bayern Munich","deBundesliga","17","2006","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","35","1987","30.1","172","5.72","120","30","7","8","7","0","20","0.67","14","2","2","1","1","0",
"Lorenz Assignon","tgTOG","DF","Burnley","engPremier League","23","2000","13.7","23","1.68","18","3","1","0","1","0","2","0.15","2","0","0","0","0","0",
"Lorenz Assignon","tgTOG","DF","Rennes","frLigue 1","23","2000","11.2","38","3.38","27","3","4","0","2","2","6","0.53","3","0","2","0","1","0",
"Youcef Atal","dzALG","DF","Nice","frLigue 1","27","1996","4.0","12","3.01","9","0","1","1","1","0","1","0.25","1","0","0","0","0","0",
"Valentin Atangana Edoa","frFRA","MF","Reims","frLigue 1","17","2005","6.2","6","0.97","2","0","0","2","1","1","0","0.00","0","0","0","0","0","0",
"Arthur Atta","frFRA","MF,FW","Metz","frLigue 1","20","2003","10.3","19","1.85","15","0","2","2","0","0","3","0.29","1","0","0","2","0","0",
"Noah Atubolu","deGER","GK","Freiburg","deBundesliga","21","2002","34.0","4","0.12","2","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Marseille","frLigue 1","34","1989","29.1","75","2.57","45","0","6","18","5","1","14","0.48","8","0","1","5","0","0",
"Emil Audero","idIDN","GK","Inter","itSerie A","26","1997","3.7","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Tommaso Augello","itITA","DF","Cagliari","itSerie A","28","1994","26.9","56","2.08","32","19","0","1","2","2","2","0.07","2","0","0","0","0","0",
"Carlos Augusto","brBRA","DF","Inter","itSerie A","24","1999","19.2","36","1.88","29","4","1","0","1","1","6","0.31","4","1","1","0","0","0",
"Yann Aurel Bisseck","deGER","DF","Inter","itSerie A","22","2000","10.0","10","1.00","4","0","1","2","3","0","0","0.00","0","0","0","0","0","0",
"Serge Aurier","ciCIV","DF,MF","Nott'ham Forest","engPremier League","30","1992","9.3","15","1.62","12","1","1","0","1","0","2","0.22","2","0","0","0","0","0",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","29","1994","9.6","37","3.85","23","9","0","4","1","0","7","0.73","3","2","0","2","0","0",
"Ezequiel Ávila","arARG","FW","Betis","esLa Liga","29","1994","3.3","9","2.72","3","0","2","2","2","0","1","0.30","0","0","0","0","1","0",
"Taiwo Awoniyi","ngNGA","FW","Nott'ham Forest","engPremier League","25","1997","11.6","30","2.60","22","0","2","0","4","2","6","0.52","5","0","1","0","0","0",
"André Ayew","ghGHA","FW","Le Havre","frLigue 1","33","1989","12.3","27","2.20","18","0","5","2","0","2","1","0.08","1","0","0","0","0","0",
"Jordan Ayew","ghGHA","FW,MF","Crystal Palace","engPremier League","31","1991","28.3","72","2.55","40","5","5","7","12","3","12","0.42","10","0","1","0","1","0",
"Neil El Aynaoui","maMAR","MF","Lens","frLigue 1","22","2001","17.4","25","1.44","20","0","0","1","3","1","3","0.17","2","0","0","0","1","0",
"Sardar Azmoun","irIRN","FW,MF","Roma","itSerie A","28","1995","6.5","18","2.77","10","0","1","5","2","0","5","0.77","1","0","0","2","2","0",
"César Azpilicueta","esESP","DF","Atlético Madrid","esLa Liga","33","1989","15.8","32","2.03","30","2","0","0","0","0","3","0.19","3","0","0","0","0","0",
"Paulo Azzi","brBRA","DF,MF","Cagliari","itSerie A","29","1994","10.6","25","2.37","18","0","2","4","0","1","0","0.00","0","0","0","0","0","0",
"Oussama El Azzouzi","maMAR","MF","Bologna","itSerie A","22","2001","6.1","10","1.65","8","1","0","0","1","0","3","0.49","3","0","0","0","0","0",
"Abdellah Baallal","maMAR","MF","Clermont Foot","frLigue 1","18","2004","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Iddrisu Baba","ghGHA","MF","Almería","esLa Liga","27","1996","15.9","18","1.13","14","0","0","1","0","3","0","0.00","0","0","0","0","0","0",
"Srđan Babić","rsSRB","DF","Almería","esLa Liga","27","1996","1.0","3","3.00","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Shavy Babicka","gaGAB","FW,MF","Toulouse","frLigue 1","23","2000","4.1","9","2.17","7","0","0","2","0","0","2","0.48","2","0","0","0","0","0",
"Aliou Badara Baldé","gnGUI","FW,DF","Nice","frLigue 1","20","2002","0.8","5","6.25","2","0","2","0","1","0","0","0.00","0","0","0","0","0","0",
