Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Joachim Andersen","dkDEN","DF","Lyon","frLigue 1","24","1996","2.1","1","0.47","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Djavan Anderson","srSUR","DF","Lazio","itSerie A","25","1995","0.8","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Elliot Anderson","engENG","MF","Newcastle Utd","engPremier League","17","2002","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Felipe Anderson","brBRA","FW,MF","West Ham","engPremier League","27","1993","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sebastian Andersson","seSWE","FW","Köln","deBundesliga","29","1991","12.5","14","1.12","10","0","0","3","1","0","3","0.24","1","0","0","1","1","0",
"Nícolas Andrade","brBRA","GK","Udinese","itSerie A","32","1988","2.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Benjamin André","frFRA","MF","Lille","frLigue 1","29","1990","32.1","64","2.00","55","0","3","2","4","0","5","0.16","4","0","0","0","1","0",
"Marcos André","brBRA","FW","Valladolid","esLa Liga","23","1996","13.1","21","1.61","12","0","3","3","3","0","3","0.23","2","0","0","0","1","0",
"Robert Andrich","deGER","MF","Union Berlin","deBundesliga","25","1994","28.1","56","2.00","48","0","3","2","2","1","7","0.25","6","0","0","0","1","0",
"Victorien Angban","ciCIV","MF","Metz","frLigue 1","23","1996","18.6","25","1.35","22","1","0","0","2","0","1","0.05","1","0","0","0","0","0",
"Ángel","esESP","GK","Granada","esLa Liga","18","2002","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"José Ángel","esESP","DF","Eibar","esLa Liga","30","1989","10.0","20","2.00","16","3","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Miguel Ángel Rubio","esESP","DF","Valladolid","esLa Liga","22","1998","1.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Angeliño","esESP","DF,FW","RB Leipzig","deBundesliga","23","1997","24.0","96","4.00","65","14","6","6","3","2","9","0.37","5","1","1","1","1","0",
"Davide Angelo Ghislandi","itITA","DF","Atalanta","itSerie A","19","2001","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Philip Ankhrah","ghGHA","MF","Hellas Verona","itSerie A","17","2002","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Cristian Ansaldi","arARG","DF,FW","Torino","itSerie A","33","1986","21.6","72","3.33","43","15","5","4","3","2","8","0.37","7","0","1","0","0","0",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","24","1996","30.1","31","1.03","26","0","0","2","1","2","5","0.17","4","0","0","0","1","0",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","30","1990","21.9","76","3.47","41","1","10","8","16","0","11","0.50","5","1","0","2","3","0",
"José Antonio Miranda","gqEQG","MF,DF","Getafe","esLa Liga","22","1998","0.3","1","3.46","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Valentin Antov","bgBUL","DF","Bologna","itSerie A","19","2000","2.6","1","0.39","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","22","1998","19.8","105","5.30","73","2","13","7","7","3","12","0.61","7","0","1","3","1","0",
"Adil Aouchiche","frFRA","MF,FW","Saint-Étienne","frLigue 1","18","2002","19.2","95","4.93","51","33","1","2","8","0","8","0.42","5","3","0","0","0","0",
"Dennis Appiah","frFRA","DF","Nantes","frLigue 1","28","1992","17.3","32","1.85","28","0","1","0","0","3","5","0.29","5","0","0","0","0","0",
"Aritz Arambarri","esESP","DF","Real Sociedad","esLa Liga","22","1998","0.3","1","3.46","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","24","1995","33.1","63","1.90","36","11","4","5","7","0","3","0.09","2","0","0","1","0","0",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","31","1989","18.5","36","1.94","33","0","1","0","0","2","1","0.05","1","0","0","0","0","0",
"Luiz Araújo","brBRA","MF","Lille","frLigue 1","24","1996","16.6","54","3.25","40","0","9","4","1","0","4","0.24","4","0","0","0","0","0",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","28","1991","27.0","10","0.37","10","0","0","0","0","0","1","0.04","1","0","0","0","0","0",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","21","1999","16.8","9","0.54","5","0","1","1","1","1","1","0.06","0","0","0","1","0","0",
"Anaitz Arbilla","esESP","DF","Eibar","esLa Liga","33","1987","31.2","44","1.41","31","3","4","2","2","2","4","0.13","2","0","1","1","0","0",
"Alphonse Areola","frFRA","GK","Fulham","engPremier League","27","1993","36.0","2","0.06","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Santiago Arias","coCOL","DF","Leverkusen","deBundesliga","28","1992","1.0","1","1.00","0","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Karim Aribi","dzALG","FW","Nîmes","frLigue 1","26","1994","3.3","6","1.83","4","0","0","1","1","0","0","0.00","0","0","0","0","0","0",
"Unai Arietaleanizbeaskoa","esESP","FW,MF","Eibar","esLa Liga","21","1999","0.5","1","1.91","0","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Nicolò Armini","itITA","DF","Lazio","itSerie A","19","2001","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","28","1992","30.7","91","2.96","64","3","7","6","8","3","15","0.49","7","0","2","3","2","1",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","26","1994","28.7","108","3.76","48","42","2","6","10","0","12","0.42","5","4","1","0","2","0",
"Tolu Arokodare","ngNGA","FW,MF","Köln","deBundesliga","19","2000","1.2","4","3.21","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sergio Arribas","esESP","MF,FW","Real Madrid","esLa Liga","18","2001","1.5","4","2.67","4","0","0","0","0","0","2","1.33","2","0","0","0","0","0",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","25","1994","6.5","3","0.46","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Tolgay Arslan","deGER","MF","Udinese","itSerie A","29","1990","20.2","35","1.73","26","1","2","1","4","1","2","0.10","1","0","1","0","0","0",
"Kwadwo Asamoah","ghGHA","DF,MF","Cagliari","itSerie A","31","1988","2.5","3","1.20","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Santiago Ascacíbar","arARG","MF","Hertha BSC","deBundesliga","23","1997","8.5","14","1.66","10","0","1","1","1","1","1","0.12","0","0","0","1","0","0",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","31","1989","36.0","5","0.14","3","2","0","0","0","0","1","0.03","1","0","0","0","0","0",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","24","1996","20.8","67","3.23","48","9","4","3","3","0","8","0.39","5","1","1","1","0","0",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","19","2001","1.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","32","1987","31.8","119","3.74","92","4","12","7","4","0","26","0.82","19","1","4","1","1","0",
"Roger Assalé","ciCIV","FW,MF","Dijon","frLigue 1","26","1993","9.2","9","0.98","4","0","2","1","2","0","3","0.33","1","0","0","1","1","0",
"Youcef Atal","dzALG","DF,FW","Nice","frLigue 1","24","1996","10.6","23","2.17","16","1","4","0","2","0","1","0.09","1","0","0","0","0","0",
"Miguel Atienza","esESP","MF","Eibar","esLa Liga","21","1999","9.3","6","0.64","5","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","31","1989","25.9","48","1.85","40","0","3","2","3","0","7","0.27","6","0","1","0","0","0",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","23","1997","37.0","6","0.16","4","2","0","0","0","0","1","0.03","1","0","0","0","0","0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","25","1994","35.7","56","1.57","49","3","3","1","0","0","5","0.14","5","0","0","0","0","0",
"Jean-Kévin Augustin","frFRA","FW","Nantes","frLigue 1","23","1997","0.4","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ludwig Augustinsson","seSWE","DF,FW","Werder Bremen","deBundesliga","26","1994","21.7","68","3.13","37","26","1","2","1","1","7","0.32","3","4","0","0","0","0",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","27","1992","17.8","38","2.13","26","1","4","4","1","2","5","0.28","3","1","1","0","0","0",
"Charlie Austin","engENG","FW,MF","West Brom","engPremier League","31","1989","1.5","1","0.66","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","26","1994","2.2","3","1.34","2","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Taiwo Awoniyi","ngNGA","FW","Union Berlin","deBundesliga","22","1997","15.1","36","2.39","26","1","2","2","5","0","7","0.46","3","1","1","0","2","0",
"Mehmet Aydin","deGER","DF","Schalke 04","deBundesliga","18","2002","5.6","2","0.36","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jordan Ayew","ghGHA","FW,MF","Crystal Palace","engPremier League","28","1991","23.3","39","1.67","26","0","2","5","6","0","7","0.30","5","0","0","1","1","0",
"Kaan Ayhan","trTUR","DF","Sassuolo","itSerie A","25","1994","8.8","4","0.45","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Luke Ayling","engENG","DF","Leeds United","engPremier League","28","1991","37.8","52","1.38","43","2","3","1","3","0","4","0.11","4","0","0","0","0","0",
"Ramon Azeez","ngNGA","MF","Granada","esLa Liga","27","1992","1.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","30","1989","24.3","50","2.06","45","2","0","1","1","1","6","0.25","5","0","0","1","0","0",
"Ludovic Baal","gfGUF","DF,MF","Brest","frLigue 1","34","1986","3.3","5","1.53","5","0","0","0","0","0","1","0.31","1","0","0","0","0","0",
"Carlos Bacca","coCOL","FW","Villarreal","esLa Liga","33","1986","8.7","14","1.60","9","0","3","1","0","1","2","0.23","1","0","1","0","0","0",
"Loïc Bade","frFRA","DF","Lens","frLigue 1","20","2000","29.0","23","0.79","20","0","2","1","0","0","1","0.03","1","0","0","0","0","0",
"Milan Badelj","hrCRO","MF","Genoa","itSerie A","31","1989","26.8","62","2.32","55","1","0","1","3","2","8","0.30","7","0","0","0","1","0",
"Édgar Badía","esESP","GK","Elche","esLa Liga","28","1992","30.0","2","0.07","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","19","2001","31.9","32","1.00","28","0","0","3","0","1","4","0.13","4","0","0","0","0","0",
"Alex Baena","esESP","MF","Villarreal","esLa Liga","19","2001","1.5","3","1.97","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Miguel Baeza","esESP","MF,FW","Celta Vigo","esLa Liga","20","2000","6.0","15","2.49","8","2","1","2","1","1","1","0.17","0","0","0","1","0","0",
"Stéphane Bahoken","cmCMR","FW","Angers","frLigue 1","28","1992","18.0","22","1.23","15","0","4","2","1","0","3","0.17","2","0","1","0","0","0",
"Leon Bailey","jmJAM","FW,MF","Leverkusen","deBundesliga","22","1997","23.8","100","4.20","57","16","12","7","8","0","13","0.55","7","4","1","1","0","0",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","26","1994","10.2","4","0.39","4","0","0","0","0","0","1","0.10","1","0","0","0","0","0",
"Stefan Bajic","frFRA","GK","Saint-Étienne","frLigue 1","18","2001","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Tiemoué Bakayoko","frFRA","MF","Napoli","itSerie A","25","1994","21.8","34","1.56","27","0","0","2","3","2","4","0.18","2","0","0","0","1","1",
"Mitchel Bakker","nlNED","DF","Paris S-G","frLigue 1","20","2000","18.8","38","2.02","37","1","0","0","0","0","4","0.21","3","1","0","0","0","0",
"Ridle Baku","deGER","FW,DF","Wolfsburg","deBundesliga","22","1998","29.8","95","3.19","76","3","5","4","6","1","15","0.50","14","0","1","0","0","0",
"Ridle Baku","deGER","DF","Mainz 05","deBundesliga","22","1998","2.0","2","1.00","1","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Dilane Bakwa","frFRA","FW,MF","Bordeaux","frLigue 1","17","2002","0.6","5","7.89","1","0","0","1","3","0","1","1.58","0","0","0","1","0","0",
