Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Sacha Delaye","frFRA","MF","Montpellier","frLigue 1","18","2002","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Cristian Dell'Orco","itITA","DF","Spezia","itSerie A","26","1994","2.9","1","0.34","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Andy Delort","dzALG","FW","Montpellier","frLigue 1","28","1991","27.6","95","3.44","68","4","7","8","8","0","15","0.54","11","0","2","1","1","0",
"Fabian Delph","engENG","MF,DF","Everton","engPremier League","30","1989","3.0","4","1.35","2","1","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Moussa Dembélé","frFRA","FW","Atlético Madrid","esLa Liga","24","1996","1.1","3","2.70","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Moussa Dembélé","frFRA","FW","Lyon","frLigue 1","24","1996","7.5","24","3.19","15","0","2","5","2","0","1","0.13","1","0","0","0","0","0",
"Ousmane Dembélé","frFRA","FW","Barcelona","esLa Liga","23","1997","19.7","82","4.16","57","9","6","6","3","1","8","0.41","6","0","0","2","0","0",
"Merih Demiral","trTUR","DF","Juventus","itSerie A","22","1998","10.4","9","0.86","6","1","0","2","0","0","1","0.10","0","0","0","1","0","0",
"Kerem Demirbay","deGER","MF","Leverkusen","deBundesliga","27","1993","19.4","81","4.17","50","20","3","5","3","0","7","0.36","3","2","1","1","0","0",
"Ermedin Demirović","baBIH","FW","Freiburg","deBundesliga","22","1998","16.6","34","2.04","20","0","4","4","6","0","9","0.54","5","0","1","2","1","0",
"Diego Demme","deGER","MF","Napoli","itSerie A","28","1991","17.7","34","1.92","31","0","0","0","0","3","2","0.11","2","0","0","0","0","0",
"Jason Denayer","beBEL","DF","Lyon","frLigue 1","25","1995","29.0","14","0.48","14","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Leander Dendoncker","beBEL","MF,DF","Wolves","engPremier League","25","1995","27.8","46","1.65","39","0","0","4","1","2","6","0.22","4","0","0","2","0","0",
"Kévin Denkey","tgTOG","FW","Nîmes","frLigue 1","19","2000","5.8","8","1.37","4","0","0","3","1","0","1","0.17","1","0","0","0","0","0",
"Emmanuel Dennis","ngNGA","FW","Köln","deBundesliga","22","1997","5.3","7","1.33","5","0","1","0","1","0","0","0.00","0","0","0","0","0","0",
"Stefano Denswil","srSUR","DF","Bologna","itSerie A","27","1993","1.3","2","1.57","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fabio Depaoli","itITA","DF","Benevento","itSerie A","23","1997","12.4","15","1.21","9","2","1","3","0","0","1","0.08","0","0","0","1","0","0",
"Fabio Depaoli","itITA","MF","Sampdoria","itSerie A","23","1997","0.9","2","2.34","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fabio Depaoli","itITA","DF","Atalanta","itSerie A","23","1997","2.1","3","1.41","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Clément Depres","frFRA","FW","Nîmes","frLigue 1","25","1994","0.2","1","6.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mike van der Hoorn","nlNED","DF","Arminia","deBundesliga","27","1992","15.1","5","0.33","4","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kastriot Dermaku","alALB","DF","Parma","itSerie A","28","1992","1.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kiril Despodov","bgBUL","FW","Cagliari","itSerie A","23","1996","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sergiño Dest","usUSA","DF,FW","Barcelona","esLa Liga","19","2000","21.2","43","2.03","39","1","1","1","0","1","2","0.09","2","0","0","0","0","0",
"Mattia Destro","itITA","FW","Genoa","itSerie A","29","1991","17.8","17","0.95","9","0","4","2","1","1","2","0.11","2","0","0","0","0","0",
"Gerard Deulofeu","esESP","FW,MF","Udinese","itSerie A","26","1994","6.6","20","3.01","15","1","1","0","3","0","4","0.60","2","0","1","0","1","0",
"Deyverson","brBRA","FW","Alavés","esLa Liga","29","1991","9.7","21","2.16","15","0","1","1","3","1","4","0.41","1","0","0","1","1","1",
"Jacopo Dezi","itITA","FW,MF","Parma","itSerie A","28","1992","0.9","2","2.28","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Samuel Di Carmine","itITA","FW","Hellas Verona","itSerie A","31","1988","5.6","14","2.98","8","0","0","2","4","0","2","0.43","1","0","0","1","0","0",
"Samuel Di Carmine","itITA","FW","Crotone","itSerie A","31","1988","5.3","4","0.76","0","0","0","0","4","0","2","0.38","0","0","0","0","2","0",
"Giovanni Di Lorenzo","itITA","DF","Napoli","itSerie A","26","1993","36.0","116","3.22","94","6","7","3","5","1","18","0.50","12","1","2","1","2","0",
"Ángel Di María","arARG","FW,MF","Paris S-G","frLigue 1","32","1988","20.6","132","6.41","82","24","9","7","9","1","18","0.87","13","1","1","1","2","0",
"Alessandro Di Pardo","itITA","FW,DF","Juventus","itSerie A","21","1999","0.2","2","12.86","1","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Giuseppe Di Serio","itITA","FW,MF","Benevento","itSerie A","19","2001","3.2","8","2.47","5","0","0","2","1","0","1","0.31","1","0","0","0","0","0",
"Boulaye Dia","snSEN","FW,MF","Reims","frLigue 1","23","1996","32.6","75","2.30","48","0","11","8","7","1","9","0.28","1","0","5","2","1","0",
"Abdoulay Diaby","mlMLI","DF","Getafe","esLa Liga","29","1991","0.2","2","10.00","1","0","0","1","0","0","1","5.00","0","0","0","1","0","0",
"Moussa Diaby","frFRA","FW,MF","Leverkusen","deBundesliga","21","1999","26.5","82","3.09","59","0","14","6","2","1","19","0.72","11","0","5","2","1","0",
"Mbaye Diagne","snSEN","FW","West Brom","engPremier League","28","1991","13.2","22","1.67","16","0","2","1","2","1","5","0.38","3","0","0","1","0","1",
"Mouctar Diakhaby","gnGUI","DF","Valencia","esLa Liga","23","1996","23.1","7","0.30","7","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Abdou Diallo","snSEN","DF","Paris S-G","frLigue 1","24","1996","16.6","6","0.36","4","0","0","1","0","1","1","0.06","1","0","0","0","0","0",
"Amad Diallo","ciCIV","FW","Manchester Utd","engPremier League","18","2002","1.8","3","1.63","3","0","0","0","0","0","1","0.54","1","0","0","0","0","0",
"Amad Diallo","ciCIV","MF","Atalanta","itSerie A","18","2002","0.2","2","12.86","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Habib Diallo","snSEN","FW","Strasbourg","frLigue 1","25","1995","25.8","45","1.74","32","0","4","7","2","0","8","0.31","4","0","0","4","0","0",
"Habib Diallo","snSEN","FW,MF","Metz","frLigue 1","25","1995","1.6","1","0.63","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ibrahima Diallo","frFRA","MF","Southampton","engPremier League","21","1999","11.3","19","1.68","15","0","2","1","0","1","1","0.09","1","0","0","0","0","0",
"Ibrahima Diallo","frFRA","MF","Brest","frLigue 1","21","1999","4.9","7","1.43","4","0","0","0","1","2","0","0.00","0","0","0","0","0","0",
"Amadou Diambo","ghGHA","FW","Benevento","itSerie A","19","2001","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Grady Diangana","cdCOD","MF,FW","West Brom","engPremier League","22","1998","13.7","26","1.89","15","2","0","3","5","1","1","0.07","0","1","0","0","0","0",
"Stéphane Diarra","frFRA","MF,FW","Lorient","frLigue 1","21","1998","2.2","9","4.11","7","0","2","0","0","0","0","0.00","0","0","0","0","0","0",
"Rúben Dias","ptPOR","DF","Manchester City","engPremier League","23","1997","31.6","22","0.70","20","0","0","1","1","0","2","0.06","1","0","0","1","0","0",
"Krépin Diatta","snSEN","MF,DF","Monaco","frLigue 1","21","1999","4.3","7","1.62","5","0","0","0","2","0","1","0.23","1","0","0","0","0","0",
"Amadou Diawara","gnGUI","MF","Roma","itSerie A","23","1997","7.3","7","1.10","7","0","0","0","0","0","1","0.16","1","0","0","0","0","0",
"Brahim Díaz","maMAR","MF,FW","Milan","itSerie A","20","1999","13.6","48","3.51","29","5","3","3","8","0","10","0.73","7","1","1","0","1","0",
"Víctor Díaz","esESP","DF","Granada","esLa Liga","32","1988","9.2","11","1.20","7","3","0","1","0","0","3","0.33","2","0","0","1","0","0",
"Daniel Didavi","deGER","MF,FW","Stuttgart","deBundesliga","30","1990","10.8","40","3.72","31","4","1","2","2","0","5","0.46","3","1","0","1","0","0",
"Bamba Dieng","snSEN","FW,DF","Marseille","frLigue 1","20","2000","1.4","2","1.40","1","0","0","0","1","0","2","1.40","1","0","0","0","1","0",
"Eric Dier","engENG","DF","Tottenham","engPremier League","26","1994","28.0","24","0.86","21","0","0","2","1","0","0","0.00","0","0","0","0","0","0",
"Daan Dierckx","beBEL","DF","Parma","itSerie A","17","2003","5.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Lucas Digne","frFRA","DF,MF","Everton","engPremier League","27","1993","29.8","76","2.55","52","18","0","5","1","0","12","0.40","7","3","0","2","0","0",
"Mitchell Dijks","nlNED","DF","Bologna","itSerie A","27","1993","16.5","19","1.15","14","2","0","0","1","2","0","0.00","0","0","0","0","0","0",
"Javairô Dilrosun","nlNED","FW,MF","Hertha BSC","deBundesliga","22","1998","5.9","12","2.04","6","1","4","0","0","1","1","0.17","1","0","0","0","0","0",
"Federico Dimarco","itITA","DF","Hellas Verona","itSerie A","22","1997","29.0","117","4.17","51","54","3","5","4","0","6","0.21","5","1","0","0","0","0",
"Junior Dina Ebimbe","frFRA","FW,MF","Dijon","frLigue 1","19","2000","23.8","65","2.73","49","0","8","5","3","0","3","0.13","2","0","0","1","0","0",
"Tristan Dingomé","cmCMR","MF","Reims","frLigue 1","29","1991","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Eren Dinkçi","deGER","MF,FW","Werder Bremen","deBundesliga","18","2001","1.2","3","2.48","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sinaly Diomande","ciCIV","DF","Lyon","frLigue 1","19","2001","12.6","8","0.64","8","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Lois Diony","frFRA","FW","Angers","frLigue 1","27","1992","19.4","34","1.75","23","0","2","5","4","0","2","0.10","1","0","0","0","1","0",
"Issa Diop","frFRA","DF","West Ham","engPremier League","23","1997","15.3","4","0.26","4","0","0","0","0","0","1","0.07","1","0","0","0","0","0",
"Papakouli Diop","snSEN","MF","Eibar","esLa Liga","34","1986","25.8","31","1.20","25","1","0","3","1","1","1","0.04","1","0","0","0","0","0",
"Sofiane Diop","maMAR","MF,FW","Monaco","frLigue 1","20","2000","22.5","68","3.03","51","3","4","5","2","3","11","0.49","6","0","1","2","0","2",
"Andy Diouf","frFRA","FW","Rennes","frLigue 1","17","2003","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Yehvann Diouf","snSEN","GK","Reims","frLigue 1","20","1999","1.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Assane Dioussé","snSEN","DF","Saint-Étienne","frLigue 1","22","1997","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jonas Dirkner","deGER","MF","Hertha BSC","deBundesliga","18","2002","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Axel Disasi","frFRA","DF","Monaco","frLigue 1","22","1998","22.3","8","0.36","7","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Tiago Djaló","ptPOR","DF","Lille","frLigue 1","20","2000","9.7","11","1.14","10","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Djené","tgTOG","DF","Getafe","esLa Liga","28","1991","32.7","16","0.49","12","0","1","0","2","1","3","0.09","1","0","1","0","1","0",
"Moussa Djenepo","mlMLI","MF","Southampton","engPremier League","22","1998","13.8","31","2.25","19","0","6","1","4","1","4","0.29","2","0","1","0","1","0",
"Koffi Djidji","ciCIV","DF","Crotone","itSerie A","27","1992","16.9","9","0.53","9","0","0","0","0","0","1","0.06","1","0","0","0","0","0",
"Alexander Djiku","ghGHA","DF,MF","Strasbourg","frLigue 1","25","1994","28.4","22","0.78","15","0","0","5","1","1","0","0.00","0","0","0","0","0","0",
"Berat Djimsiti","alALB","DF","Atalanta","itSerie A","27","1993","29.2","40","1.37","32","2","1","5","0","0","7","0.24","4","1","0","2","0","0",
"Marko Dmitrović","rsSRB","GK","Eibar","esLa Liga","28","1992","34.7","11","0.32","8","2","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Ritsu Doan","jpJPN","MF,FW","Arminia","deBundesliga","22","1998","30.8","99","3.22","42","23","20","7","6","1","7","0.23","4","0","2","1","0","0",
"Mihai Dobre","roROU","FW","Dijon","frLigue 1","21","1998","5.9","13","2.20","7","0","1","2","1","2","1","0.17","0","0","0","0","0","1",
"Matt Doherty","ieIRL","DF","Tottenham","engPremier League","28","1992","13.8","21","1.53","18","0","1","0","2","0","2","0.15","2","0","0","0","0","0",
"Jeremy Doku","beBEL","MF,FW","Rennes","frLigue 1","18","2002","25.7","108","4.20","79","0","12","4","12","1","10","0.39","9","0","0","0","0","1",
"Kasper Dolberg","dkDEN","FW","Nice","frLigue 1","22","1997","21.4","35","1.63","22","0","3","4","6","0","4","0.19","2","0","1","0","1","0",
"Keagan Dolly","zaRSA","MF","Montpellier","frLigue 1","27","1993","5.0","14","2.79","10","4","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jaume Doménech","esESP","GK","Valencia","esLa Liga","29","1990","28.0","2","0.07","2","0","0","0","0","0","1","0.04","1","0","0","0","0","0",
"Carlos Dominguez","esESP","DF","Celta Vigo","esLa Liga","19","2001","4.0","3","0.75","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nicolás Domínguez","arARG","MF","Bologna","itSerie A","22","1998","13.9","48","3.44","34","1","3","3","3","4","0","0.00","0","0","0","0","0","0",
"John Donald","esESP","DF,MF","Elche","esLa Liga","19","2000","0.6","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ji Dong-won","krKOR","FW","Mainz 05","deBundesliga","29","1991","0.7","2","2.86","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Anastasios Donis","grGRE","MF","Reims","frLigue 1","23","1996","1.1","1","0.93","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Gianluigi Donnarumma","itITA","GK","Milan","itSerie A","21","1999","37.0","8","0.22","7","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Bas Dost","nlNED","FW","Eint Frankfurt","deBundesliga","31","1989","9.1","20","2.20","18","0","0","2","0","0","3","0.33","3","0","0","0","0","0",
"Abdoulaye Doucouré","mlMLI","MF","Everton","engPremier League","27","1993","27.1","50","1.84","42","1","2","2","0","3","7","0.26","7","0","0","0","0","0",
"Cheick Doucouré","mlMLI","MF","Lens","frLigue 1","20","2000","29.2","70","2.40","59","0","7","3","1","0","7","0.24","7","0","0","0","0","0",
"Fodé Doucouré","mlMLI","DF","Reims","frLigue 1","19","2001","3.7","9","2.43","8","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Mahamadou Doucouré","mlMLI","FW,MF","Nîmes","frLigue 1","20","2000","0.5","1","1.96","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Cheick Doukouré","ciCIV","MF,FW","Levante","esLa Liga","27","1992","1.1","1","0.87","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Idrissa Doumbia","ciCIV","MF","Huesca","esLa Liga","22","1998","8.7","8","0.92","6","0","0","0","0","2","0","0.00","0","0","0","0","0","0",
"Moussa Doumbia","mlMLI","MF,FW","Reims","frLigue 1","25","1994","10.0","35","3.50","27","2","1","3","2","0","4","0.40","3","1","0","0","0","0",
"Souleyman Doumbia","ciCIV","DF","Angers","frLigue 1","23","1996","24.7","36","1.46","31","1","2","0","2","0","3","0.12","2","0","0","0","1","0",
"Aleksandar Dragović","atAUT","DF","Leverkusen","deBundesliga","29","1991","12.6","20","1.59","16","2","1","1","0","0","1","0.08","1","0","0","0","0","0",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","22","1997","35.0","4","0.11","2","2","0","0","0","0","2","0.06","1","1","0","0","0","0",
"Denis Drăguș","roROU","FW,MF","Crotone","itSerie A","21","1999","2.0","1","0.50","1","0","0","0","0","0","1","0.50","1","0","0","0","0","0",
"Radu Drăgușin","roROU","DF","Juventus","itSerie A","18","2002","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mouhamadou Drammeh","gmGAM","MF","Reims","frLigue 1","21","1999","1.9","4","2.08","3","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Julian Draxler","deGER","MF,FW","Paris S-G","frLigue 1","26","1993","11.8","47","3.98","36","8","0","1","1","1","5","0.42","4","1","0","0","0","0",
"Dominick Drexler","deGER","MF,FW","Köln","deBundesliga","30","1990","13.7","34","2.48","31","0","1","1","1","0","1","0.07","0","0","0","1","0","0",
"Matthieu Dreyer","frFRA","GK","Lorient","frLigue 1","31","1989","15.0","1","0.07","0","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Domingos Duarte","ptPOR","DF","Granada","esLa Liga","25","1995","26.3","16","0.61","14","0","0","2","0","0","0","0.00","0","0","0","0","0","0",
"Léo Duarte","brBRA","DF","Milan","itSerie A","24","1996","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Óscar Duarte","crCRC","DF","Levante","esLa Liga","31","1989","22.9","13","0.57","10","1","0","2","0","0","1","0.04","1","0","0","0","0","0",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","24","1995","28.3","62","2.19","39","20","0","1","1","1","3","0.11","3","0","0","0","0","0",
"Leo Dubois","frFRA","DF","Lyon","frLigue 1","25","1994","32.3","126","3.91","70","40","5","4","7","0","10","0.31","4","2","1","1","2","0",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","31","1989","13.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ondrej Duda","skSVK","FW,MF","Köln","deBundesliga","25","1994","28.2","94","3.33","49","24","9","7","5","0","8","0.28","5","2","0","0","1","0",
"Unai Dufur","esESP","DF","Eibar","esLa Liga","21","1999","0.7","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Haris Duljević","baBIH","MF,FW","Nîmes","frLigue 1","26","1993","8.6","25","2.91","21","0","1","2","0","1","1","0.12","1","0","0","0","0","0",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","28","1991","13.9","8","0.57","6","1","0","1","0","0","1","0.07","1","0","0","0","0","0",
"Alfred Duncan","ghGHA","MF","Fiorentina","itSerie A","27","1993","1.8","6","3.33","6","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alfred Duncan","ghGHA","MF","Cagliari","itSerie A","27","1993","11.9","20","1.69","16","2","1","1","0","0","2","0.17","2","0","0","0","0","0",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","28","1991","32.6","26","0.80","20","1","0","5","0","0","0","0.00","0","0","0","0","0","0",
"Jimmy Dunne","ieIRL","DF","Burnley","engPremier League","22","1997","3.0","3","1.00","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Erik Durm","deGER","DF","Eint Frankfurt","deBundesliga","28","1992","16.4","29","1.76","20","1","2","6","0","0","6","0.37","2","0","1","3","0","0",
"Hugo Duro","esESP","FW","Real Madrid","esLa Liga","20","1999","0.6","1","1.64","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jean-Kevin Duverne","htHAI","DF","Brest","frLigue 1","23","1997","22.5","14","0.62","12","0","2","0","0","0","3","0.13","3","0","0","0","0","0",
"Paulo Dybala","arARG","FW","Juventus","itSerie A","26","1993","12.6","70","5.56","42","13","6","5","4","0","3","0.24","2","0","0","1","0","0",
"Edin Džeko","baBIH","FW","Roma","itSerie A","34","1986","20.3","64","3.16","46","0","4","7","6","1","8","0.39","6","0","1","0","1","0",
"Steeve-Mike Ebongue","frFRA","MF","Genoa","itSerie A","19","2001","0.6","1","1.73","0","0","0","0","0","1","1","1.73","0","0","0","0","0","1",
"Enzo Ebosse","cmCMR","DF","Angers","frLigue 1","21","1999","2.9","1","0.34","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Bruno Ecuele Manga","gaGAB","DF","Dijon","frLigue 1","32","1988","38.0","11","0.29","9","1","0","1","0","0","1","0.03","1","0","0","0","0","0",
"Simone Edera","itITA","DF,MF","Torino","itSerie A","23","1997","0.6","3","5.19","0","3","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ederson","brBRA","GK","Manchester City","engPremier League","26","1993","36.0","6","0.17","5","1","0","0","0","0","1","0.03","1","0","0","0","0","0",
"Kyle Edwards","engENG","MF,FW","West Brom","engPremier League","22","1998","1.3","2","1.55","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"John Egan","ieIRL","DF","Sheffield Utd","engPremier League","27","1992","29.2","16","0.55","15","0","0","0","0","1","1","0.03","1","0","0","0","0","0",
"Johannes Eggestein","deGER","FW,MF","Werder Bremen","deBundesliga","22","1998","0.4","2","5.45","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Maximilian Eggestein","deGER","MF","Werder Bremen","deBundesliga","23","1996","32.7","79","2.42","66","1","0","3","5","4","8","0.24","8","0","0","0","0","0",
"Lilian Egloff","deGER","MF","Stuttgart","deBundesliga","17","2002","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kingsley Ehizibue","nlNED","DF","Köln","deBundesliga","25","1995","12.6","20","1.59","14","1","2","1","2","0","3","0.24","1","0","1","1","0","0",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","31","1989","25.5","26","1.02","19","0","2","2","1","2","1","0.04","1","0","0","0","0","0",
"Hugo Ekitike","frFRA","FW,MF","Reims","frLigue 1","18","2002","1.0","1","1.02","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Anthony Elanga","seSWE","FW","Manchester Utd","engPremier League","18","2002","1.7","2","1.16","1","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Niclas Eliasson","seSWE","MF,FW","Nîmes","frLigue 1","24","1995","20.0","58","2.90","26","23","4","1","3","1","3","0.15","2","1","0","0","0","0",
"Elif Elmas","mkMKD","MF,FW","Napoli","itSerie A","20","1999","8.2","23","2.80","18","0","3","1","1","0","6","0.73","2","0","3","1","0","0",
"Ahmed Elmohamady","egEGY","DF","Aston Villa","engPremier League","32","1987","9.3","27","2.90","22","2","0","1","0","2","1","0.11","0","1","0","0","0","0",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","28","1992","17.2","19","1.11","16","1","0","2","0","0","1","0.06","1","0","0","0","0","0",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","26","1994","20.9","14","0.67","14","0","0","0","0","0","1","0.05","1","0","0","0","0","0",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","23","1996","28.2","12","0.43","9","0","0","2","0","1","3","0.11","2","0","0","1","0","0",
"Rodrigo Ely","brBRA","DF","Alavés","esLa Liga","26","1993","5.2","4","0.77","3","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Breel Embolo","chSUI","FW,MF","Gladbach","deBundesliga","23","1997","16.0","54","3.38","33","0","4","10","6","1","10","0.63","4","0","0","3","3","0",
"Emerson","brBRA","DF","Betis","esLa Liga","21","1999","33.2","70","2.11","57","7","1","0","4","1","4","0.12","3","0","0","0","1","0",
"Renaud Emond","beBEL","FW,MF","Nantes","frLigue 1","28","1991","3.9","7","1.78","1","0","0","2","4","0","1","0.25","0","0","0","0","1","0",
"Alan Empereur","brBRA","DF","Hellas Verona","itSerie A","26","1994","2.4","2","0.90","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Youssef En-Nesyri","maMAR","FW","Sevilla","esLa Liga","23","1997","25.7","36","1.40","19","0","4","6","4","3","8","0.31","1","0","4","1","2","0",
"Keita Endo","jpJPN","MF,FW","Union Berlin","deBundesliga","22","1997","5.1","16","3.16","8","0","1","1","4","2","0","0.00","0","0","0","0","0","0",
"Wataru Endo","jpJPN","MF","Stuttgart","deBundesliga","27","1993","32.8","74","2.25","62","1","0","2","4","5","6","0.18","5","0","0","0","1","0",
"Sergi Enrich","esESP","FW","Eibar","esLa Liga","30","1990","15.6","45","2.89","32","0","0","9","2","2","3","0.19","2","0","0","1","0","0",
"Christian Eriksen","dkDEN","MF","Inter","itSerie A","28","1992","15.4","59","3.83","34","21","0","4","0","0","2","0.13","2","0","0","0","0","0",
"Martin Erlic","hrCRO","DF","Spezia","itSerie A","22","1998","20.0","7","0.35","7","0","0","0","0","0","2","0.10","2","0","0","0","0","0",
"Patrick Erras","deGER","FW,MF","Werder Bremen","deBundesliga","25","1995","0.3","1","3.33","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Gonzalo Escalante","arARG","MF","Lazio","itSerie A","27","1993","8.1","14","1.72","11","0","0","1","1","1","3","0.37","2","0","0","1","0","0",
"Aarón Escandell","esESP","GK","Granada","esLa Liga","24","1995","5.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Dani Escriche","esESP","FW,MF","Huesca","esLa Liga","22","1998","9.5","25","2.63","20","0","0","1","3","1","2","0.21","2","0","0","0","0","0",
"Sergio Escudero","esESP","DF","Sevilla","esLa Liga","30","1989","6.3","11","1.76","10","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alfonso Espino","uyURU","DF","Cádiz","esLa Liga","28","1992","28.9","23","0.80","19","4","0","0","0","0","4","0.14","4","0","0","0","0","0",
"Vicente Esquerdo","esESP","MF","Valencia","esLa Liga","21","1999","2.6","2","0.78","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nahuel Estévez","arARG","MF","Spezia","itSerie A","24","1995","19.6","55","2.80","39","10","0","6","0","0","9","0.46","4","2","0","3","0","0",
"Pervis Estupiñán","ecECU","DF","Villarreal","esLa Liga","22","1998","13.0","32","2.47","27","0","0","1","3","1","2","0.15","1","0","0","0","1","0",
"Yoann Etienne","frFRA","DF","Lorient","frLigue 1","23","1997","1.0","1","1.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Xabier Etxeita","esESP","DF","Getafe","esLa Liga","32","1987","9.8","3","0.31","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","32","1988","27.5","19","0.69","19","0","0","0","0","0","4","0.15","4","0","0","0","0","0",
"Edu Expósito","esESP","MF","Eibar","esLa Liga","23","1996","27.3","88","3.23","56","18","4","3","6","1","5","0.18","4","0","0","1","0","0",
"Valentin Eysseric","frFRA","MF,FW","Fiorentina","itSerie A","28","1992","8.1","20","2.46","15","2","0","2","1","0","1","0.12","0","0","0","1","0","0",
"Eberechi Eze","engENG","MF","Crystal Palace","engPremier League","22","1998","28.4","95","3.34","60","15","11","2","6","1","12","0.42","5","2","3","1","1","0",
"Jokin Ezkieta","esESP","GK","Athletic Club","esLa Liga","23","1996","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","35","1985","35.0","4","0.11","1","3","0","0","0","0","0","0.00","0","0","0","0","0","0",
