Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Nayef Aguerd","maMAR","DF","West Ham","engPremier League","29-240","1996","2.0","2","1.00","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nayef Aguerd","maMAR","DF","Marseille","frLigue 1","29-240","1996","7.9","5","0.64","5","0","0","0","0","0","2","0.25","2","0","0","0","0","0",
"Ruben Aguilar","frFRA","DF","Lens","frLigue 1","32-213","1993","11.0","29","2.64","25","1","1","1","1","0","2","0.18","1","0","0","1","0","0",
"Honest Ahanor","itITA","DF","Atalanta","itSerie A","17-275","2008","5.7","2","0.35","1","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Lucas Ahijado","esESP","DF","Oviedo","esLa Liga","30-299","1995","4.1","10","2.43","10","0","0","0","0","0","2","0.49","2","0","0","0","0","0",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","30-057","1995","1.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ola Aina","ngNGA","DF","Nott'ham Forest","engPremier League","29-048","1996","3.0","1","0.33","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Abdelhamid Ait Boudlal","maMAR","DF","Rennes","frLigue 1","19-223","2006","4.2","2","0.48","2","0","0","0","0","0","1","0.24","1","0","0","0","0","0",
"Rayan Aït-Nouri","dzALG","DF","Manchester City","engPremier League","24-172","2001","2.3","4","1.77","4","0","0","0","0","0","1","0.44","1","0","0","0","0","0",
"Tosin Aiyegun","bjBEN","MF,FW","Lorient","frLigue 1","27-152","1998","7.9","16","2.03","11","0","2","2","1","0","1","0.13","0","0","1","0","0","0",
"Junior Ajayi","ciCIV","FW","Hellas Verona","itSerie A","21-045","2004","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","27-222","1998","5.2","5","0.96","4","0","0","0","0","1","1","0.19","1","0","0","0","0","0",
"Ludovic Ajorque","frFRA","FW","Brest","frLigue 1","31-273","1994","12.9","33","2.55","22","0","0","7","4","0","6","0.46","4","0","0","1","1","0",
"Manuel Akanji","chSUI","DF","Inter","itSerie A","30-129","1995","10.0","15","1.50","14","0","0","1","0","0","1","0.10","1","0","0","0","0","0",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","30-280","1995","2.3","3","1.32","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ilias Akhomach","maMAR","MF,FW","Villarreal","esLa Liga","21-223","2004","1.8","9","4.94","4","2","0","2","1","0","0","0.00","0","0","0","0","0","0",
"Ebenezer Akinsanmiro","ngNGA","MF","Pisa","itSerie A","21-000","2004","8.3","17","2.04","12","0","2","2","1","0","2","0.24","1","0","0","1","0","0",
"Maghnes Akliouche","frFRA","MF,FW","Monaco","frLigue 1","23-273","2002","10.4","41","3.95","33","3","1","3","0","1","4","0.39","4","0","0","0","0","0",
"Clément Akpa","ciCIV","DF","Auxerre","frLigue 1","24-001","2001","11.0","12","1.09","6","4","0","0","2","0","0","0.00","0","0","0","0","0","0",
"Jean-Daniel Akpa-Akpro","ciCIV","MF","Hellas Verona","itSerie A","33-045","1992","5.5","3","0.55","2","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","30-220","1995","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","33-154","1992","0.6","1","1.58","0","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Raúl Albiol","esESP","DF","Pisa","itSerie A","40-082","1985","2.0","2","1.00","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Carlos Alcaraz","arARG","FW,MF","Everton","engPremier League","22-360","2002","2.8","7","2.52","3","0","2","1","1","0","0","0.00","0","0","0","0","0","0",
"Omar Alderete","pyPAR","DF","Sunderland","engPremier League","28-334","1996","7.4","7","0.94","6","0","0","0","1","0","1","0.13","1","0","0","0","0","0",
"Alexandre Alemão","brBRA","FW","Rayo Vallecano","esLa Liga","27-238","1998","5.9","5","0.84","3","0","0","0","2","0","0","0.00","0","0","0","0","0","0",
"Carles Aleñá","esESP","MF,FW","Alavés","esLa Liga","27-324","1998","8.9","26","2.93","19","6","0","0","1","0","3","0.34","3","0","0","0","0","0",
"Trent Alexander-Arnold","engENG","DF","Real Madrid","esLa Liga","27-049","1998","2.8","11","3.98","8","3","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alfon","esESP","FW,DF","Sevilla","esLa Liga","26-205","1999","2.7","10","3.77","7","0","0","2","1","0","0","0.00","0","0","0","0","0","0",
"Mohamed Ali Cho","frFRA","FW","Nice","frLigue 1","21-310","2004","4.2","18","4.31","18","0","0","0","0","0","4","0.96","4","0","0","0","0","0",
"Alisson","brBRA","GK","Liverpool","engPremier League","33-054","1992","7.0","1","0.14","1","0","0","0","0","0","1","0.14","1","0","0","0","0","0",
"Jim Allevinah","gaGAB","FW,DF","Angers","frLigue 1","30-271","1995","0.9","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Thiago Almada","arARG","MF,FW","Atlético Madrid","esLa Liga","24-213","2001","3.3","12","3.65","10","0","1","1","0","0","3","0.91","2","0","0","1","0","0",
"Domingos André Ribeiro Almeida","ptPOR","MF,FW","Valencia","esLa Liga","25-179","2000","3.6","16","4.46","11","3","0","1","0","1","1","0.28","1","0","0","0","0","0",
"Pontus Almqvist","seSWE","DF,MF","Parma","itSerie A","26-138","1999","3.9","13","3.34","9","1","1","0","2","0","0","0.00","0","0","0","0","0","0",
"Marcos Alonso","esESP","DF","Celta Vigo","esLa Liga","34-332","1990","8.9","9","1.01","9","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Adrià Altimira","esESP","DF","Villarreal","esLa Liga","24-242","2001","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sergi Altimira","esESP","MF","Betis","esLa Liga","24-092","2001","5.0","7","1.40","6","0","0","0","0","1","1","0.20","1","0","0","0","0","0",
"Carlos Álvarez","esESP","MF,FW","Levante","esLa Liga","22-111","2003","9.4","34","3.60","26","5","0","1","2","0","3","0.32","2","0","0","0","1","0",
"Hugo Álvarez","esESP","FW,MF","Celta Vigo","esLa Liga","22-146","2003","3.8","9","2.36","8","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Julián Álvarez","arARG","FW","Atlético Madrid","esLa Liga","25-298","2000","11.1","49","4.42","32","9","3","2","3","0","4","0.36","2","0","0","1","1","0",
"Skelly Alvero","frFRA","DF","Werder Bremen","deBundesliga","23-205","2002","0.4","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Giuseppe Ambrosino","itITA","FW","Napoli","itSerie A","22-076","2003","0.4","1","2.73","0","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Aurele Amenda","chSUI","DF","Eint Frankfurt","deBundesliga","22-117","2003","1.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kelvin Amian","frFRA","DF","Nantes","frLigue 1","27-290","1998","13.0","12","0.92","10","2","0","0","0","0","3","0.23","3","0","0","0","0","0",
"Mohamed Amine Sbai","frFRA","FW","Angers","frLigue 1","25-020","2000","4.4","19","4.33","11","1","4","2","1","0","4","0.91","2","0","1","1","0","0",
"Michael Amir Murillo","paPAN","DF","Marseille","frLigue 1","29-287","1996","8.7","21","2.40","17","0","3","0","1","0","5","0.57","3","0","1","0","1","0",
"Nadiem Amiri","deGER","MF","Mainz 05","deBundesliga","29-029","1996","10.5","52","4.96","28","16","3","4","1","0","2","0.19","2","0","0","0","0","0",
"Samuel Amo-Ameyaw","engENG","DF,MF","Strasbourg","frLigue 1","19-130","2006","3.4","17","5.03","13","1","1","0","2","0","2","0.59","2","0","0","0","0","0",
"Mathis Amougou","frFRA","MF","Strasbourg","frLigue 1","19-311","2006","2.6","5","1.94","4","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Mohamed Amoura","dzALG","FW","Wolfsburg","deBundesliga","25-200","2000","7.9","27","3.40","21","0","2","1","3","0","3","0.38","1","0","1","0","1","0",
"Ethan Ampadu","wlsWAL","MF","Leeds United","engPremier League","25-072","2000","9.7","17","1.74","12","2","1","1","0","1","1","0.10","1","0","0","0","0","0",
"Sofyan Amrabat","maMAR","MF","Betis","esLa Liga","29-096","1996","6.7","14","2.09","12","1","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Joachim Andersen","dkDEN","DF","Fulham","engPremier League","29-178","1996","10.5","13","1.24","10","1","0","2","0","0","0","0.00","0","0","0","0","0","0",
"Elliot Anderson","engENG","MF","Nott'ham Forest","engPremier League","23-019","2002","12.0","49","4.08","34","9","2","2","1","1","4","0.33","4","0","0","0","0","0",
"André","brBRA","MF","Wolves","engPremier League","24-132","2001","8.8","8","0.91","4","1","1","0","2","0","0","0.00","0","0","0","0","0","0",
"Benjamin André","frFRA","MF","Lille","frLigue 1","35-114","1990","9.9","26","2.63","23","0","0","2","1","0","2","0.20","2","0","0","0","0","0",
"Robert Andrich","deGER","MF,DF","Leverkusen","deBundesliga","31-064","1994","7.7","12","1.57","11","0","0","0","1","0","1","0.13","1","0","0","0","0","0",
"Miguel Ángel Rubio","esESP","DF","Espanyol","esLa Liga","27-259","1998","1.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Angeliño","esESP","DF,MF","Roma","itSerie A","28-325","1997","4.3","5","1.16","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Samuele Angori","itITA","DF","Pisa","itSerie A","22-049","2003","5.9","13","2.22","7","6","0","0","0","0","1","0.17","1","0","0","0","0","0",
"Faustino Anjorin","engENG","MF,FW","Torino","itSerie A","24-002","2001","0.7","4","5.45","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ilyas Ansah","deGER","MF,FW","Union Berlin","deBundesliga","21-017","2004","8.4","16","1.91","10","0","0","2","4","0","4","0.48","3","0","0","1","0","0",
"Aaron Anselmino","arARG","DF","Dortmund","deBundesliga","20-210","2005","1.8","1","0.54","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jaidon Anthony","engENG","MF,FW","Burnley","engPremier League","25-359","1999","10.6","25","2.35","20","1","3","0","1","0","3","0.28","2","0","1","0","0","0",
"Waldemar Anton","deGER","DF","Dortmund","deBundesliga","29-128","1996","11.0","4","0.36","3","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Antoniu","esESP","FW,MF","Espanyol","esLa Liga","23-081","2002","1.0","6","6.28","5","0","0","1","0","0","1","1.05","1","0","0","0","0","0",
"Antony","brBRA","FW","Betis","esLa Liga","25-274","2000","8.5","44","5.16","34","3","1","2","3","1","3","0.35","3","0","0","0","0","0",
"Youssef El-Arabi","maMAR","FW","Nantes","frLigue 1","38-295","1987","4.5","12","2.69","6","0","0","2","3","1","2","0.45","1","0","0","1","0","0",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","30-056","1995","12.8","21","1.64","15","0","0","5","1","0","1","0.08","0","0","0","1","0","0",
"Jon Aramburu","veVEN","DF","Real Sociedad","esLa Liga","23-125","2002","11.0","15","1.36","12","2","0","1","0","0","1","0.09","1","0","0","0","0","0",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","26-263","1999","7.2","6","0.83","6","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Carlens Arcus","htHAI","DF","Angers","frLigue 1","29-150","1996","11.7","10","0.85","10","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","32-271","1993","8.0","1","0.12","0","1","0","0","0","0","1","0.12","0","1","0","0","0","0",
"Jesús Areso","esESP","DF","Athletic Club","esLa Liga","26-146","1999","8.2","14","1.70","13","1","0","0","0","0","1","0.12","1","0","0","0","0","0",
"Iñigo Arguibide","esESP","DF","Osasuna","esLa Liga","20-220","2005","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jhon Arias","coCOL","FW","Wolves","engPremier League","28-065","1997","6.3","18","2.88","10","4","2","0","0","2","0","0.00","0","0","0","0","0","0",
"Harrison Armstrong","engENG","FW","Everton","engPremier League","18-310","2007","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Hákon Arnar Haraldsson","isISL","MF,FW","Lille","frLigue 1","22-229","2003","10.4","42","4.03","29","10","2","0","1","0","7","0.67","4","2","0","0","1","0",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","31-182","1994","10.0","32","3.20","18","14","0","0","0","0","4","0.40","2","2","0","0","0","0",
"Tolu Arokodare","ngNGA","FW","Wolves","engPremier League","25-002","2000","3.1","4","1.30","3","0","0","1","0","0","1","0.33","1","0","0","0","0","0",
"Kervin Arriaga","hnHON","MF","Levante","esLa Liga","27-324","1998","6.5","7","1.08","5","1","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Arthur","brBRA","DF","Leverkusen","deBundesliga","22-253","2003","4.5","6","1.33","6","0","0","0","0","0","1","0.22","1","0","0","0","0","0",
"Takuma Asano","jpJPN","FW","Mallorca","esLa Liga","31-015","1994","3.3","6","1.84","4","0","0","1","1","0","1","0.31","1","0","0","0","0","0",
"Raúl Asencio","esESP","DF","Real Madrid","esLa Liga","22-285","2003","5.5","6","1.09","6","0","0","0","0","0","1","0.18","1","0","0","0","0","0",
"Fisnik Asllani","xkKVX","FW,MF","Hoffenheim","deBundesliga","23-109","2002","8.4","21","2.49","17","0","3","1","0","0","2","0.24","2","0","0","0","0","0",
"Kristjan Asllani","alALB","MF","Torino","itSerie A","23-261","2002","7.8","16","2.06","8","5","1","1","0","1","2","0.26","1","1","0","0","0","0",
"Joel Asoro","seSWE","FW","Metz","frLigue 1","26-212","1999","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Iago Aspas","esESP","FW,MF","Celta Vigo","esLa Liga","38-116","1987","5.3","28","5.24","23","3","0","0","1","1","2","0.37","1","0","0","0","1","0",
"Yaser Asprilla","coCOL","FW,MF","Girona","esLa Liga","22-006","2003","5.0","14","2.80","9","3","1","1","0","0","0","0.00","0","0","0","0","0","0",
"Lorenz Assignon","tgTOG","DF","Stuttgart","deBundesliga","25-156","2000","5.5","16","2.90","12","3","1","0","0","0","1","0.18","1","0","0","0","0","0",
"Dehmaine Assoumani","frFRA","MF","Nantes","frLigue 1","20-222","2005","6.8","18","2.65","11","4","1","0","2","0","2","0.29","2","0","0","0","0","0",
"Otavio Ataide","brBRA","DF","Paris FC","frLigue 1","23-218","2002","9.4","6","0.64","3","0","0","2","0","1","0","0.00","0","0","0","0","0","0",
"Zachary Athekame","chSUI","DF,FW","Milan","itSerie A","20-347","2004","1.2","2","1.61","1","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Arthur Atta","frFRA","MF","Udinese","itSerie A","22-315","2003","11.5","42","3.65","20","7","7","4","4","0","6","0.52","3","0","1","2","0","0",
"Noah Atubolu","deGER","GK","Freiburg","deBundesliga","23-184","2002","11.0","3","0.27","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Marseille","frLigue 1","36-160","1989","7.8","19","2.43","16","0","0","1","1","1","9","1.15","7","0","0","1","1","0",
"Emil Audero","idIDN","GK","Cremonese","itSerie A","28-311","1997","8.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Carlos Augusto","brBRA","DF","Inter","itSerie A","26-322","1999","5.3","17","3.23","12","1","2","2","0","0","1","0.19","1","0","0","0","0","0",
"Yann Aurel Bisseck","deGER","DF","Inter","itSerie A","24-361","2000","3.0","3","1.00","2","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Leon Avdullahu","xkKVX","MF","Hoffenheim","deBundesliga","21-275","2004","10.4","17","1.63","12","2","0","1","2","0","2","0.19","1","1","0","0","0","0",
"Ezequiel Ávila","arARG","FW,MF","Betis","esLa Liga","31-292","1994","0.5","2","4.09","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Arthur Avom","cmCMR","MF","Lorient","frLigue 1","20-345","2004","11.1","41","3.70","31","3","0","2","5","0","1","0.09","0","0","0","1","0","0",
"Chidozie Awaziem","ngNGA","DF","Nantes","frLigue 1","28-328","1997","12.8","12","0.94","12","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Taiwo Awoniyi","ngNGA","FW","Nott'ham Forest","engPremier League","28-105","1997","1.5","1","0.67","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Yasin Ayari","seSWE","MF","Brighton","engPremier League","22-050","2003","10.7","22","2.06","14","4","1","2","1","0","1","0.09","1","0","0","0","0","0",
"Neil El Aynaoui","maMAR","MF","Roma","itSerie A","24-146","2001","3.8","9","2.36","7","1","0","0","0","1","1","0.26","1","0","0","0","0","0",
"César Azpilicueta","esESP","DF","Sevilla","esLa Liga","36-089","1989","5.5","7","1.27","6","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Oussama El Azzouzi","maMAR","MF,DF","Auxerre","frLigue 1","24-180","2001","3.2","9","2.83","7","0","0","0","0","2","0","0.00","0","0","0","0","0","0",
"Mio Backhaus","deGER","GK","Werder Bremen","deBundesliga","21-223","2004","9.0","1","0.11","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Loïc Bade","frFRA","DF","Leverkusen","deBundesliga","25-228","2000","8.9","8","0.90","8","0","0","0","0","0","1","0.11","1","0","0","0","0","0",
"Benoît Badiashile","frFRA","DF","Chelsea","engPremier League","24-244","2001","1.2","2","1.62","2","0","0","0","0","0","1","0.81","1","0","0","0","0","0",
"Alex Baena","esESP","MF","Atlético Madrid","esLa Liga","24-128","2001","4.9","28","5.66","20","7","0","1","0","0","2","0.40","2","0","0","0","0","0",
"Samson Baidoo","atAUT","DF","Lens","frLigue 1","21-239","2004","11.5","11","0.96","6","0","1","4","0","0","2","0.17","1","0","0","1","0","0",
"Leon Bailey","jmJAM","FW,MF","Roma","itSerie A","28-108","1997","1.6","3","1.85","1","1","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Eric Bailly","ciCIV","DF","Oviedo","esLa Liga","31-227","1994","3.0","2","0.67","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Theo Bair","caCAN","MF,FW","Auxerre","frLigue 1","26-090","1999","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Cédric Bakambu","cdCOD","FW","Betis","esLa Liga","34-228","1991","0.8","1","1.27","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Johan Bakayoko","beBEL","FW","RB Leipzig","deBundesliga","22-219","2003","6.5","20","3.09","12","0","3","3","2","0","2","0.31","0","0","1","0","1","0",
"Darryl Bakola","frFRA","MF","Marseille","frLigue 1","17-360","2007","0.3","1","3.21","1","0","0","0","0","0","1","3.21","1","0","0","0","0","0",
"Ridle Baku","deGER","DF","RB Leipzig","deBundesliga","27-231","1998","10.8","32","2.96","28","1","0","2","0","1","3","0.28","3","0","0","0","0","0",
"Dilane Bakwa","frFRA","FW,MF","Nott'ham Forest","engPremier League","23-091","2002","1.9","7","3.62","6","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Dilane Bakwa","frFRA","DF,MF","Strasbourg","frLigue 1","23-091","2002","1.2","8","6.73","3","1","2","0","2","0","5","4.21","2","0","2","0","1","0",
"Tommaso Baldanzi","itITA","FW,MF","Roma","itSerie A","22-247","2003","2.8","11","3.91","10","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alejandro Balde","esESP","DF","Barcelona","esLa Liga","22-038","2003","7.0","26","3.71","23","0","1","0","2","0","4","0.57","4","0","0","0","0","0",
"Fabio Baldé","ptPOR","FW,MF","Hamburger SV","deBundesliga","20-128","2005","0.9","1","1.15","0","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Carlos Baleba","cmCMR","MF","Brighton","engPremier League","21-326","2004","7.7","7","0.91","6","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Leonardo Balerdi","arARG","DF","Marseille","frLigue 1","26-303","1999","7.6","12","1.58","9","0","0","3","0","0","1","0.13","1","0","0","0","0","0",
"Daniel Ballard","nirNIR","DF","Sunderland","engPremier League","26-064","1999","7.5","9","1.21","8","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Iván Balliu","alALB","DF","Rayo Vallecano","esLa Liga","33-328","1992","1.5","4","2.71","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fodé Ballo-Touré","snSEN","DF","Metz","frLigue 1","28-326","1997","2.7","2","0.73","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Folarin Balogun","usUSA","FW","Monaco","frLigue 1","24-145","2001","6.4","18","2.79","11","0","1","1","4","1","3","0.47","0","0","0","0","2","1",
"Abdoulaye Bamba","ciCIV","DF","Angers","frLigue 1","35-214","1990","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Aladji Bamba","frFRA","MF","Monaco","frLigue 1","19-134","2006","1.5","3","2.06","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mohamed Bamba","ciCIV","FW","Lorient","frLigue 1","23-350","2001","6.6","8","1.21","8","0","0","0","0","0","2","0.30","2","0","0","0","0","0",
"Lameck Banda","zmZAM","FW","Lecce","itSerie A","24-300","2001","4.6","5","1.09","3","0","1","0","1","0","1","0.22","0","0","0","0","1","0",
