Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Robin Le Normand","esESP","DF","Real Sociedad","esLa Liga","21","1996","3.2","3","0.95","2","0","0","1","0","0","1","0.32","1","0","0","0","0","0",
"Damien Le Tallec","frFRA","MF","Montpellier","frLigue 1","28","1990","31.2","54","1.73","48","0","0","4","1","1","3","0.10","1","0","0","2","0","0",
"James Lea Siliki","cmCMR","MF,FW","Rennes","frLigue 1","22","1996","13.6","43","3.17","26","2","5","4","5","1","5","0.37","4","0","1","0","0","0",
"Rafael Leão","ptPOR","FW","Lille","frLigue 1","19","1999","14.3","25","1.75","18","0","2","1","3","1","6","0.42","5","0","1","0","0","0",
"Mathew Leckie","auAUS","FW,MF","Hertha BSC","deBundesliga","27","1991","10.5","27","2.58","20","0","2","3","2","0","1","0.10","0","0","0","1","0","0",
"Benjamin Lecomte","frFRA","GK","Montpellier","frLigue 1","27","1991","37.0","10","0.27","6","4","0","0","0","0","1","0.03","1","0","0","0","0","0",
"Pierre Lees-Melou","frFRA","MF","Nice","frLigue 1","25","1993","26.6","74","2.78","50","11","1","6","5","1","3","0.11","2","1","0","0","0","0",
"Jordan Lefort","frFRA","DF","Amiens","frLigue 1","24","1993","20.0","13","0.65","11","1","0","1","0","0","1","0.05","1","0","0","0","0","0",
"Wu Lei","cnCHN","FW,MF","Espanyol","esLa Liga","26","1991","11.8","23","1.95","14","0","2","4","1","2","2","0.17","1","0","0","1","0","0",
"Tim Leibold","deGER","DF","Nürnberg","deBundesliga","24","1993","30.7","81","2.64","46","21","1","5","6","2","3","0.10","1","1","0","0","1","0",
"Lucas Leiva","brBRA","MF","Lazio","itSerie A","31","1987","22.1","53","2.40","41","6","0","1","1","4","4","0.18","4","0","0","0","0","0",
"Florian Lejeune","frFRA","DF","Newcastle Utd","engPremier League","27","1991","11.7","13","1.11","11","0","0","1","1","0","1","0.09","1","0","0","0","0","0",
"Iñigo Lekue","esESP","DF","Athletic Club","esLa Liga","25","1993","2.3","3","1.28","2","1","0","0","0","0","1","0.43","1","0","0","0","0","0",
"Thomas Lemar","frFRA","MF","Atlético Madrid","esLa Liga","22","1995","20.2","63","3.12","40","12","3","2","6","0","7","0.35","6","0","0","0","1","0",
"Mario Lemina","gaGAB","MF","Southampton","engPremier League","24","1993","17.9","48","2.68","38","0","5","2","3","0","4","0.22","1","0","0","2","1","0",
"Mauricio Lemos","uyURU","DF","Sassuolo","itSerie A","22","1995","2.0","1","0.50","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Clément Lenglet","frFRA","DF","Barcelona","esLa Liga","23","1995","21.5","4","0.19","4","0","0","0","0","0","1","0.05","1","0","0","0","0","0",
"Aaron Lennon","engENG","MF","Burnley","engPremier League","31","1987","13.5","20","1.48","12","0","1","0","7","0","1","0.07","1","0","0","0","0","0",
"Bernd Leno","deGER","GK","Arsenal","engPremier League","26","1992","31.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Pedro León","esESP","MF,FW","Eibar","esLa Liga","31","1986","4.7","8","1.69","4","3","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Sergio León","esESP","FW,MF","Betis","esLa Liga","29","1989","7.1","13","1.83","6","0","2","1","3","1","3","0.42","1","0","1","1","0","0",
"Lukas Lerager","dkDEN","MF","Genoa","itSerie A","25","1993","12.5","26","2.09","22","0","1","0","3","0","0","0.00","0","0","0","0","0","0",
"Lukas Lerager","dkDEN","MF","Bordeaux","frLigue 1","25","1993","14.4","27","1.87","23","0","0","0","1","3","3","0.21","3","0","0","0","0","0",
"Mehdi Léris","dzALG","MF,DF","Chievo","itSerie A","20","1998","17.9","50","2.80","36","2","3","5","3","1","4","0.22","3","0","0","1","0","0",
"Jefferson Lerma","coCOL","MF","Bournemouth","engPremier League","23","1994","27.8","43","1.54","30","1","3","2","2","5","1","0.04","0","0","0","0","1","0",
"Robert Lewandowski","plPOL","FW","Bayern Munich","deBundesliga","29","1988","32.9","134","4.08","80","0","13","25","13","3","25","0.76","11","0","5","7","0","2",
"Igor Lewczuk","plPOL","DF","Bordeaux","frLigue 1","33","1985","5.0","2","0.40","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Aaron Leya Iseka","beBEL","FW","Toulouse","frLigue 1","20","1997","16.0","25","1.56","19","0","3","1","2","0","2","0.12","1","0","1","0","0","0",
"Stephan Lichtsteiner","chSUI","DF","Arsenal","engPremier League","34","1984","10.4","7","0.67","4","1","0","0","1","1","1","0.10","1","0","0","0","0","0",
"Dimitri Liénard","frFRA","MF,DF","Strasbourg","frLigue 1","30","1988","14.3","34","2.37","13","17","0","1","2","1","3","0.21","0","3","0","0","0","0",
"Philipp Lienhart","atAUT","DF","Freiburg","deBundesliga","22","1996","6.8","6","0.88","3","1","1","0","0","1","1","0.15","0","1","0","0","0","0",
"Lucas Lima","brBRA","DF,FW","Nantes","frLigue 1","26","1991","27.7","96","3.46","58","29","1","1","6","1","7","0.25","4","2","0","1","0","0",
"Anthony Limbombe","beBEL","FW","Nantes","frLigue 1","24","1994","13.7","62","4.51","44","0","4","6","7","1","5","0.36","4","0","0","1","0","0",
"Victor Lindelöf","seSWE","DF","Manchester Utd","engPremier League","24","1994","28.9","13","0.45","10","0","1","1","0","1","1","0.03","1","0","0","0","0","0",
"Karol Linetty","plPOL","MF","Sampdoria","itSerie A","23","1995","27.9","75","2.69","60","0","2","3","6","4","9","0.32","8","0","0","0","1","0",
"Jesse Lingard","engENG","FW,MF","Manchester Utd","engPremier League","25","1992","18.5","59","3.19","46","2","4","3","3","1","12","0.65","6","1","2","1","2","0",
"Pol Lirola","esESP","DF,MF","Sassuolo","itSerie A","20","1997","33.1","74","2.24","65","2","3","2","0","2","8","0.24","7","0","0","1","0","0",
"Adem Ljajić","rsSRB","MF","Torino","itSerie A","26","1991","0.3","3","9.00","2","1","0","0","0","0","1","3.00","1","0","0","0","0","0",
"Diego Llorente","esESP","DF","Real Sociedad","esLa Liga","24","1993","19.5","9","0.46","9","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fernando Llorente","esESP","FW","Tottenham","engPremier League","33","1985","7.7","21","2.72","18","0","1","2","0","0","2","0.26","2","0","0","0","0","0",
"Marcos Llorente","esESP","MF","Real Madrid","esLa Liga","23","1995","6.0","7","1.17","7","0","0","0","0","0","1","0.17","1","0","0","0","0","0",
"Hugo Lloris","frFRA","GK","Tottenham","engPremier League","31","1986","33.0","3","0.09","1","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Giovani Lo Celso","arARG","MF,FW","Betis","esLa Liga","22","1996","26.6","84","3.15","62","1","4","6","9","2","16","0.60","12","0","0","1","2","1",
"Giovani Lo Celso","arARG","MF","Paris S-G","frLigue 1","22","1996","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Stanislav Lobotka","skSVK","MF","Celta Vigo","esLa Liga","23","1994","27.7","58","2.10","47","0","4","1","6","0","6","0.22","5","0","0","1","0","0",
"Jürgen Locadia","cwCUW","FW,MF","Brighton","engPremier League","24","1993","13.7","31","2.26","22","0","3","4","1","1","2","0.15","1","0","1","0","0","0",
"Manuel Locatelli","itITA","MF","Sassuolo","itSerie A","20","1998","20.5","86","4.19","64","9","2","6","3","2","5","0.24","2","2","0","1","0","0",
"Ruben Loftus-Cheek","engENG","MF,FW","Chelsea","engPremier League","22","1996","11.1","49","4.42","37","0","6","2","2","2","5","0.45","5","0","0","0","0","0",
"Enzo Loiodice","frFRA","MF","Dijon","frLigue 1","17","2000","9.4","23","2.44","16","0","1","1","3","2","2","0.21","2","0","0","0","0","0",
"Kevin Long","ieIRL","DF","Burnley","engPremier League","27","1990","5.7","2","0.35","2","0","0","0","0","0","1","0.18","1","0","0","0","0","0",
"Shane Long","ieIRL","FW,MF","Southampton","engPremier League","31","1987","14.1","30","2.12","20","0","1","4","3","2","3","0.21","1","0","0","0","1","1",
"Samuele Longo","itITA","FW","Huesca","esLa Liga","26","1992","6.2","6","0.97","4","0","1","1","0","0","2","0.32","1","0","0","1","0","0",
"Sean Longstaff","engENG","MF","Newcastle Utd","engPremier League","20","1997","7.6","13","1.70","10","0","2","0","1","0","2","0.26","1","0","0","0","1","0",
"Ademola Lookman","ngNGA","FW,MF","Everton","engPremier League","20","1997","6.9","27","3.93","17","0","7","2","1","0","6","0.87","5","0","0","1","0","0",
"Anthony Lopes","ptPOR","GK","Lyon","frLigue 1","27","1990","34.0","3","0.09","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Rony Lopes","ptPOR","FW,MF","Monaco","frLigue 1","22","1995","20.5","101","4.92","49","28","11","8","2","3","4","0.19","2","1","0","0","0","1",
"Álex López","esESP","MF","Espanyol","esLa Liga","21","1997","1.2","4","3.21","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Cristian López","esESP","FW","Angers","frLigue 1","29","1989","4.1","7","1.69","2","0","0","3","2","0","2","0.48","0","0","0","1","1","0",
"David López","esESP","DF","Espanyol","esLa Liga","28","1989","20.2","21","1.04","18","0","1","1","1","0","3","0.15","1","0","0","1","1","0",
"Diego López","esESP","GK","Espanyol","esLa Liga","36","1981","38.0","4","0.11","2","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Javi López","esESP","DF","Espanyol","esLa Liga","32","1986","21.6","38","1.76","36","1","0","1","0","0","3","0.14","3","0","0","0","0","0",
"Lluis López","esESP","DF","Espanyol","esLa Liga","21","1997","5.8","2","0.35","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Maxime Lopez","frFRA","MF","Marseille","frLigue 1","20","1997","24.2","88","3.63","68","18","0","1","1","0","7","0.29","6","1","0","0","0","0",
"Pedro López Muñoz","esESP","DF","Levante","esLa Liga","34","1983","5.2","13","2.52","11","0","2","0","0","0","2","0.39","2","0","0","0","0","0",
"Pau López","esESP","GK","Betis","esLa Liga","23","1994","33.0","6","0.18","5","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Roberto López","esESP","MF","Real Sociedad","esLa Liga","18","2000","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Unai López","esESP","MF","Athletic Club","esLa Liga","22","1995","3.6","5","1.37","3","0","2","0","0","0","0","0.00","0","0","0","0","0","0",
"Jonas Lössl","dkDEN","GK","Huddersfield","engPremier League","29","1989","30.9","8","0.26","5","3","0","0","0","0","1","0.03","1","0","0","0","0","0",
"Albert Lottin","frFRA","MF,FW","Bordeaux","frLigue 1","16","2001","0.2","1","4.09","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Imran Louza","maMAR","MF","Nantes","frLigue 1","19","1999","1.0","1","1.02","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Davor Lovren","hrCRO","MF","Düsseldorf","deBundesliga","19","1998","0.5","1","1.96","0","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Dejan Lovren","hrCRO","DF","Liverpool","engPremier League","29","1989","11.0","6","0.55","5","0","0","0","1","0","2","0.18","1","0","0","0","1","0",
"Chris Löwe","deGER","DF,MF","Huddersfield","engPremier League","29","1989","22.9","39","1.71","24","9","3","2","1","0","4","0.18","4","0","0","0","0","0",
"Eduard Löwen","deGER","MF,FW","Nürnberg","deBundesliga","21","1997","18.0","50","2.77","36","1","2","7","4","0","6","0.33","3","0","1","2","0","0",
"Matthew Lowton","engENG","DF","Burnley","engPremier League","29","1989","19.4","22","1.13","18","2","1","1","0","0","1","0.05","1","0","0","0","0","0",
"Anthony Lozano","hnHON","FW,MF","Girona","esLa Liga","25","1993","8.1","18","2.22","8","0","2","5","3","0","4","0.49","0","0","0","3","1","0",
"Derrick Luckassen","nlNED","DF","Hertha BSC","deBundesliga","23","1995","2.8","1","0.36","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Filipe Luís","brBRA","DF","Atlético Madrid","esLa Liga","32","1985","22.6","30","1.33","25","1","2","1","0","1","3","0.13","2","0","1","0","0","0",
"José Luis Gayà","esESP","DF","Valencia","esLa Liga","23","1995","34.9","66","1.89","58","2","4","0","2","0","5","0.14","4","0","0","0","1","0",
"José Luis Morales","esESP","FW,MF","Levante","esLa Liga","31","1987","35.5","116","3.27","67","0","23","8","17","1","17","0.48","7","0","5","1","4","0",
"José Luis Palomino","arARG","DF","Atalanta","itSerie A","28","1990","25.1","20","0.80","16","0","0","1","0","3","2","0.08","2","0","0","0","0","0",
"Luisinho","ptPOR","DF","Huesca","esLa Liga","33","1985","5.6","5","0.89","3","1","0","1","0","0","0","0.00","0","0","0","0","0","0",
"David Luiz","brBRA","DF","Chelsea","engPremier League","31","1987","36.0","45","1.25","40","0","0","4","1","0","2","0.06","2","0","0","0","0","0",
"Douglas Luiz","brBRA","MF","Girona","esLa Liga","20","1998","16.6","29","1.75","20","3","3","1","2","0","1","0.06","0","0","0","1","0","0",
"Everton Luiz","brBRA","MF","SPAL","itSerie A","30","1988","3.5","3","0.85","3","0","0","0","0","0","1","0.28","1","0","0","0","0","0",
"Jordan Lukaku","beBEL","DF,MF","Lazio","itSerie A","24","1994","1.9","6","3.09","6","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Romelu Lukaku","beBEL","FW","Manchester Utd","engPremier League","25","1993","23.7","56","2.36","47","0","3","5","1","0","7","0.29","6","0","0","0","1","0",
"Dodi Lukebakio","beBEL","FW,MF","Düsseldorf","deBundesliga","20","1997","21.9","58","2.65","38","1","6","4","9","0","5","0.23","3","0","1","0","1","0",
"Saša Lukić","rsSRB","MF","Torino","itSerie A","21","1996","11.0","37","3.37","24","7","3","0","2","1","2","0.18","0","1","1","0","0","0",
"Senad Lulić","baBIH","DF,FW","Lazio","itSerie A","32","1986","32.5","121","3.73","106","5","4","2","2","2","6","0.18","4","0","1","1","0","0",
"Antonio Luna","esESP","DF,FW","Levante","esLa Liga","27","1991","14.0","24","1.72","21","1","0","2","0","0","4","0.29","4","0","0","0","0","0",
"Andriy Lunin","uaUKR","GK","Leganés","esLa Liga","19","1999","4.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sebastiano Luperto","itITA","DF","Napoli","itSerie A","21","1996","8.1","9","1.11","8","0","0","0","0","1","3","0.37","3","0","0","0","0","0",
"Fabian Lustenberger","chSUI","DF,MF","Hertha BSC","deBundesliga","30","1988","24.1","17","0.70","14","1","0","1","0","1","2","0.08","1","0","0","1","0","0",
"Andreas Luthe","deGER","GK","Augsburg","deBundesliga","31","1987","14.6","2","0.14","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Lyanco","brBRA","DF","Torino","itSerie A","21","1997","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Lyanco","brBRA","DF","Bologna","itSerie A","21","1997","12.4","16","1.29","11","1","4","0","0","0","1","0.08","1","0","0","0","0","0",
"Hervé Lybohy","neNIG","DF","Nîmes","frLigue 1","35","1983","16.4","5","0.30","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Charalampos Lykogiannis","grGRE","DF","Cagliari","itSerie A","24","1993","9.2","16","1.73","9","7","0","0","0","0","1","0.11","0","1","0","0","0","0",
"Yann M'Vila","frFRA","MF","Saint-Étienne","frLigue 1","28","1990","36.2","67","1.85","57","2","1","2","3","2","6","0.17","6","0","0","0","0","0",
"Darwin Machís","veVEN","FW,MF","Udinese","itSerie A","25","1993","5.1","22","4.29","15","0","5","1","1","0","1","0.19","1","0","0","0","0","0",
"James Maddison","engENG","MF,FW","Leicester City","engPremier League","21","1996","31.5","190","6.04","87","54","13","10","25","1","13","0.41","9","2","1","0","1","0",
"Gary Madine","engENG","FW,MF","Cardiff City","engPremier League","27","1990","0.4","3","7.30","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Pablo Maffeo","esESP","DF,MF","Stuttgart","deBundesliga","21","1997","6.6","17","2.56","10","2","1","1","2","1","0","0.00","0","0","0","0","0","0",
"Gabriel Magalhães","brBRA","DF","Lille","frLigue 1","20","1997","11.8","14","1.18","11","1","0","1","1","0","0","0.00","0","0","0","0","0","0",
"Francesco Magnanelli","itITA","MF","Sassuolo","itSerie A","33","1984","20.7","40","1.94","38","1","1","0","0","0","2","0.10","2","0","0","0","0","0",
"Giangiacomo Magnani","itITA","DF","Sassuolo","itSerie A","22","1995","16.8","6","0.36","6","0","0","0","0","0","1","0.06","1","0","0","0","0","0",
"Harry Maguire","engENG","DF","Leicester City","engPremier League","25","1993","28.8","45","1.56","34","2","2","5","1","1","4","0.14","2","1","0","1","0","0",
"Riyad Mahrez","dzALG","FW,MF","Manchester City","engPremier League","27","1991","14.9","57","3.82","34","6","6","7","3","1","9","0.60","6","1","1","1","0","0",
"Thiago Maia","brBRA","MF","Lille","frLigue 1","21","1997","11.3","20","1.76","17","0","0","0","1","2","1","0.09","1","0","0","0","0","0",
"Raffaele Maiello","itITA","MF","Frosinone","itSerie A","27","1991","22.7","52","2.29","39","8","1","1","2","1","2","0.09","2","0","0","0","0","0",
"Arne Maier","deGER","MF","Hertha BSC","deBundesliga","19","1999","22.9","37","1.61","31","0","3","1","1","1","2","0.09","2","0","0","0","0","0",
"Domenico Maietta","itITA","DF","Empoli","itSerie A","35","1982","19.0","17","0.89","12","0","3","0","0","2","1","0.05","1","0","0","0","0","0",
"Mike Maignan","frFRA","GK","Lille","frLigue 1","23","1995","38.0","4","0.11","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Linton Maina","deGER","FW,MF","Hannover 96","deBundesliga","19","1999","15.7","45","2.86","29","1","5","6","3","1","6","0.38","4","0","1","1","0","0",
"Ainsley Maitland-Niles","engENG","DF","Arsenal","engPremier League","20","1997","11.0","19","1.73","16","1","1","1","0","0","2","0.18","2","0","0","0","0","0",
"Josh Maja","ngNGA","FW","Bordeaux","frLigue 1","19","1998","2.2","4","1.82","3","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Abdul Majeed Waris","ghGHA","FW,MF","Nantes","frLigue 1","26","1991","25.0","78","3.13","50","4","6","3","15","0","10","0.40","5","0","1","0","4","0",
"Jean-Victor Makengo","frFRA","MF,FW","Nice","frLigue 1","20","1998","11.4","30","2.62","23","0","2","3","1","1","1","0.09","1","0","0","0","0","0",
"Nemanja Maksimović","rsSRB","MF","Getafe","esLa Liga","23","1995","35.7","39","1.09","31","0","1","3","2","2","2","0.06","2","0","0","0","0","0",
"Nikola Maksimović","rsSRB","DF","Napoli","itSerie A","26","1991","15.3","18","1.18","17","0","0","0","0","1","1","0.07","1","0","0","0","0","0",
"Malcom","brBRA","FW,MF","Barcelona","esLa Liga","21","1997","6.8","20","2.93","17","1","0","2","0","0","4","0.59","4","0","0","0","0","0",
"Kévin Malcuit","maMAR","DF","Napoli","itSerie A","27","1991","20.1","47","2.34","38","1","5","2","1","0","3","0.15","3","0","0","0","0","0",
"Yunus Mallı","trTUR","MF,FW","Wolfsburg","deBundesliga","26","1992","7.8","33","4.24","24","5","3","0","1","0","3","0.39","3","0","0","0","0","0",
"Hugo Mallo","esESP","DF","Celta Vigo","esLa Liga","27","1991","34.4","72","2.10","55","9","3","3","1","1","7","0.20","7","0","0","0","0","0",
"Antonio Mance","hrCRO","FW","Nantes","frLigue 1","22","1995","0.6","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Vincent Manceau","frFRA","DF","Angers","frLigue 1","29","1989","31.0","56","1.81","45","2","3","0","4","2","4","0.13","3","0","1","0","0","0",
"Gianluca Mancini","itITA","DF","Atalanta","itSerie A","22","1996","25.0","26","1.04","19","0","1","6","0","0","2","0.08","1","0","0","1","0","0",
"Steve Mandanda","frFRA","GK","Marseille","frLigue 1","33","1985","30.4","5","0.16","4","1","0","0","0","0","2","0.07","1","1","0","0","0","0",
"Reinildo Mandava","mzMOZ","DF","Lille","frLigue 1","24","1994","1.1","1","0.93","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Aïssa Mandi","dzALG","DF","Betis","esLa Liga","26","1991","34.0","39","1.15","39","0","0","0","0","0","2","0.06","2","0","0","0","0","0",
"Rolando Mandragora","itITA","MF","Udinese","itSerie A","21","1997","32.4","60","1.85","42","11","0","2","2","3","4","0.12","3","1","0","0","0","0",
"Mario Mandžukić","hrCRO","FW","Juventus","itSerie A","32","1986","22.4","56","2.50","46","0","0","5","4","1","10","0.45","7","0","0","1","1","1",
"Sadio Mané","snSEN","FW","Liverpool","engPremier League","26","1992","34.2","119","3.48","86","0","13","8","11","1","16","0.47","9","0","5","1","1","0",
"Thomas Mangani","frFRA","MF","Angers","frLigue 1","31","1987","17.8","53","2.98","32","17","1","2","1","0","3","0.17","1","1","0","1","0","0",
"Kostas Manolas","grGRE","DF","Roma","itSerie A","27","1991","25.8","15","0.58","9","3","0","2","0","1","4","0.15","1","2","0","1","0","0",
"Javier Manquillo","esESP","DF","Newcastle Utd","engPremier League","24","1994","12.2","28","2.29","22","3","0","0","3","0","3","0.25","3","0","0","0","0","0",
"Martín Mantovani","arARG","DF","Huesca","esLa Liga","34","1984","7.8","3","0.39","1","0","0","1","0","1","1","0.13","0","0","0","1","0","0",
"Juan Manuel Valencia","coCOL","FW","Bologna","itSerie A","20","1998","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Harrison Manzala","cdCOD","MF,FW","Angers","frLigue 1","24","1994","0.8","1","1.22","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fran Manzanara","esESP","DF,MF","Levante","esLa Liga","21","1996","1.7","2","1.15","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Myziane Maolida","kmCOM","FW","Nice","frLigue 1","19","1999","10.6","31","2.93","24","0","4","2","1","0","3","0.28","3","0","0","0","0","0",
"Faitout Maouassa","frFRA","DF","Nîmes","frLigue 1","20","1998","23.7","39","1.64","25","2","4","2","6","0","4","0.17","1","0","1","0","2","0",
"Fernando Marçal","brBRA","DF","Lyon","frLigue 1","29","1989","9.8","16","1.64","15","1","0","0","0","0","3","0.31","3","0","0","0","0","0",
"Iván Marcano","esESP","DF","Roma","itSerie A","31","1987","9.0","13","1.44","9","1","0","2","0","1","0","0.00","0","0","0","0","0","0",
"Marcelo","brBRA","DF","Real Madrid","esLa Liga","30","1988","20.6","80","3.92","67","2","5","4","1","1","7","0.34","5","0","1","1","0","0",
"Marcelo","brBRA","DF","Lyon","frLigue 1","31","1987","32.0","31","0.97","26","2","0","3","0","0","2","0.06","1","0","0","1","0","0",
"Solly March","engENG","FW,MF","Brighton","engPremier League","24","1994","27.4","85","3.10","46","11","15","6","6","1","8","0.29","5","1","0","0","2","0",
"Federico Marchetti","itITA","GK","Genoa","itSerie A","35","1983","4.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Gian Marco Ferrari","itITA","DF","Sassuolo","itSerie A","26","1992","31.0","26","0.84","22","0","0","2","1","1","0","0.00","0","0","0","0","0","0",
"Óscar de Marcos","esESP","DF,FW","Athletic Club","esLa Liga","29","1989","26.9","60","2.23","48","5","2","1","2","2","4","0.15","3","1","0","0","0","0",
"Georg Margreitter","atAUT","DF","Nürnberg","deBundesliga","29","1988","22.9","20","0.87","15","1","0","1","2","1","2","0.09","2","0","0","0","0","0",
"Miguel Marí","esESP","MF","Eibar","esLa Liga","21","1997","0.8","2","2.61","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"José María Giménez","uyURU","DF","Atlético Madrid","esLa Liga","23","1995","19.7","11","0.56","9","0","0","0","0","2","0","0.00","0","0","0","0","0","0",
"Mariano","doDOM","FW","Real Madrid","esLa Liga","24","1993","5.0","11","2.21","9","0","0","2","0","0","0","0.00","0","0","0","0","0","0",
"Mariano","doDOM","FW","Lyon","frLigue 1","24","1993","1.6","2","1.25","2","0","0","0","0","0","1","0.62","1","0","0","0","0","0",
"Adrian Mariappa","jmJAM","DF","Watford","engPremier League","31","1986","21.4","14","0.65","8","1","0","5","0","0","1","0.05","0","0","0","1","0","0",
"Jordan Marié","frFRA","MF","Dijon","frLigue 1","26","1991","20.0","36","1.80","32","1","1","2","0","0","1","0.05","1","0","0","0","0","0",
"Adrián Marín","esESP","DF,MF","Alavés","esLa Liga","21","1997","3.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"João Mário","ptPOR","MF,FW","Inter","itSerie A","25","1993","12.0","45","3.74","35","3","2","2","2","1","5","0.42","5","0","0","0","0","0",
"Guillermo Maripán","clCHI","DF","Alavés","esLa Liga","24","1994","22.3","18","0.81","11","1","0","5","1","0","5","0.22","2","1","0","2","0","0",
"Lazar Marković","rsSRB","MF","Fulham","engPremier League","24","1994","0.5","1","2.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marlon","brBRA","DF","Sassuolo","itSerie A","22","1995","16.8","17","1.01","15","0","0","1","1","0","1","0.06","0","0","0","0","1","0",
"Marquinhos","brBRA","DF,MF","Paris S-G","frLigue 1","24","1994","29.9","26","0.87","20","0","0","1","2","3","2","0.07","2","0","0","0","0","0",
"Roger Martí","esESP","FW","Levante","esLa Liga","27","1991","21.0","37","1.76","23","0","2","5","7","0","2","0.10","0","0","1","0","1","0",
"Anthony Martial","frFRA","FW","Manchester Utd","engPremier League","22","1995","18.0","69","3.83","55","0","6","1","7","0","12","0.67","6","0","3","1","2","0",
"Aarón Martín","esESP","DF","Mainz 05","deBundesliga","21","1997","32.0","106","3.31","71","23","8","2","1","1","9","0.28","5","2","1","0","1","0",
"Jonas Martin","frFRA","MF","Strasbourg","frLigue 1","28","1990","22.9","44","1.92","36","3","2","2","1","0","4","0.17","3","0","1","0","0","0",
"Marvin Martin","frFRA","MF","Reims","frLigue 1","30","1988","6.9","22","3.18","14","6","0","1","1","0","2","0.29","1","1","0","0","0","0",
"Iñigo Martínez","esESP","DF","Athletic Club","esLa Liga","27","1991","32.2","15","0.47","10","0","0","1","3","1","1","0.03","0","0","0","0","1","0",
"Javi Martínez","esESP","MF","Bayern Munich","deBundesliga","29","1988","14.5","21","1.44","14","0","1","3","1","2","0","0.00","0","0","0","0","0","0",
"Lautaro Martínez","arARG","FW,MF","Inter","itSerie A","20","1997","14.9","41","2.75","27","1","1","8","4","0","3","0.20","2","0","0","1","0","0",
"Pablo Martinez","frFRA","DF","Strasbourg","frLigue 1","29","1989","31.3","20","0.64","14","1","2","1","2","0","3","0.10","2","0","0","0","1","0",
"Gelson Martins","ptPOR","FW,MF","Atlético Madrid","esLa Liga","23","1995","2.5","11","4.34","5","0","2","1","3","0","2","0.79","1","0","0","0","1","0",
"Gelson Martins","ptPOR","FW,MF","Monaco","frLigue 1","23","1995","15.4","47","3.05","34","0","4","4","5","0","5","0.32","3","0","1","1","0","0",
"Adam Marušić","meMNE","DF","Lazio","itSerie A","25","1992","23.5","47","2.00","41","1","2","1","2","0","3","0.13","3","0","0","0","0","0",
"Omar Mascarell","gqEQG","MF","Schalke 04","deBundesliga","25","1993","11.0","14","1.27","11","0","0","2","0","1","2","0.18","1","0","0","1","0","0",
"Andrea Masiello","itITA","DF","Atalanta","itSerie A","32","1986","20.4","17","0.83","14","1","0","0","2","0","2","0.10","1","0","0","0","1","0",
"Adam Masina","maMAR","DF","Watford","engPremier League","24","1994","11.2","8","0.72","6","1","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Jordi Masip","esESP","GK","Valladolid","esLa Liga","29","1989","35.0","6","0.17","4","2","0","0","0","0","1","0.03","0","1","0","0","0","0",
