Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Kasper Dolberg","dkDEN","FW","Nice","frLigue 1","23","1997","16.6","31","1.87","24","0","0","5","2","0","3","0.18","2","0","0","1","0","0",
"Jaume Doménech","esESP","GK","Valencia","esLa Liga","30","1990","3.8","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Brandon Domingues","frFRA","MF,FW","Troyes","frLigue 1","21","2000","2.6","6","2.34","5","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Carlos Dominguez","esESP","DF","Celta Vigo","esLa Liga","20","2001","3.8","2","0.52","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mario Dominguez","esESP","FW","Valencia","esLa Liga","17","2004","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nicolás Domínguez","arARG","MF","Bologna","itSerie A","23","1998","22.4","61","2.72","52","1","0","5","1","2","4","0.18","4","0","0","0","0","0",
"John Donald","esESP","DF","Elche","esLa Liga","20","2000","2.0","2","1.00","1","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Lee Dongjun","krKOR","MF,FW","Hertha BSC","deBundesliga","24","1997","1.3","2","1.51","1","0","0","1","0","0","1","0.76","1","0","0","0","0","0",
"Anastasios Donis","grGRE","FW,MF","Reims","frLigue 1","24","1996","4.1","5","1.22","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Gianluigi Donnarumma","itITA","GK","Paris S-G","frLigue 1","22","1999","17.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Niklas Dorsch","deGER","MF","Augsburg","deBundesliga","23","1998","25.8","40","1.55","26","8","0","1","2","3","3","0.12","3","0","0","0","0","0",
"Jodel Dossou","bjBEN","FW","Clermont Foot","frLigue 1","29","1992","22.3","66","2.96","42","0","14","5","5","0","6","0.27","2","0","3","1","0","0",
"Lohann Doucet","frFRA","MF,DF","Nantes","frLigue 1","18","2002","0.1","1","15.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Abdoulaye Doucouré","mlMLI","MF","Everton","engPremier League","28","1993","28.2","57","2.02","50","0","3","3","0","1","7","0.25","5","0","1","1","0","0",
"Cheick Doucouré","mlMLI","MF","Lens","frLigue 1","21","2000","32.7","96","2.93","83","0","3","4","3","3","9","0.28","7","0","0","2","0","0",
"Fodé Doucouré","mlMLI","DF,FW","Reims","frLigue 1","20","2001","1.7","4","2.34","3","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Ismaël Doukouré","frFRA","DF","Strasbourg","frLigue 1","18","2003","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kamory Doumbia","mlMLI","MF,FW","Reims","frLigue 1","18","2003","3.9","11","2.81","7","2","1","0","1","0","2","0.51","1","0","1","0","0","0",
"Moussa Doumbia","mlMLI","FW","Reims","frLigue 1","26","1994","1.0","3","3.14","2","0","0","1","0","0","2","2.09","2","0","0","0","0","0",
"Souleyman Doumbia","ciCIV","DF,FW","Angers","frLigue 1","24","1996","24.7","42","1.70","32","2","4","1","3","0","1","0.04","1","0","0","0","0","0",
"Kieran Dowell","engENG","FW,MF","Norwich City","engPremier League","23","1997","10.1","26","2.57","19","7","0","0","0","0","1","0.10","1","0","0","0","0","0",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","23","1997","6.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Radu Drăgușin","roROU","DF","Sampdoria","itSerie A","19","2002","6.9","5","0.73","4","1","0","0","0","0","1","0.15","1","0","0","0","0","0",
"Radu Drăgușin","roROU","DF","Salernitana","itSerie A","19","2002","5.4","3","0.55","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Cody Drameh","engENG","DF,MF","Leeds United","engPremier League","19","2001","1.4","2","1.41","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Julian Draxler","deGER","FW,MF","Paris S-G","frLigue 1","27","1993","6.1","15","2.46","12","1","1","0","0","1","2","0.33","2","0","0","0","0","0",
"Matthieu Dreyer","frFRA","GK","Lorient","frLigue 1","32","1989","16.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Domingos Duarte","ptPOR","DF","Granada","esLa Liga","26","1995","18.7","10","0.53","8","1","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Óscar Duarte","crCRC","DF","Levante","esLa Liga","32","1989","19.7","9","0.46","6","0","0","2","0","1","0","0.00","0","0","0","0","0","0",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","25","1995","29.1","58","1.99","36","16","0","0","3","3","5","0.17","3","1","0","0","1","0",
"Leo Dubois","frFRA","DF","Lyon","frLigue 1","26","1994","19.4","45","2.32","34","6","0","3","1","1","5","0.26","3","0","0","1","1","0",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","32","1989","26.0","3","0.12","1","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ondrej Duda","skSVK","MF,FW","Köln","deBundesliga","26","1994","17.9","61","3.41","37","6","9","3","5","1","2","0.11","1","0","1","0","0","0",
"Jeremy Dudziak","tnTUN","MF,FW","Greuther Fürth","deBundesliga","25","1995","12.6","31","2.46","21","2","1","2","5","0","4","0.32","1","0","1","0","2","0",
"Shane Duffy","ieIRL","DF","Brighton","engPremier League","29","1992","16.0","9","0.56","7","0","0","2","0","0","1","0.06","0","0","0","1","0","0",
"Unai Dufur","esESP","DF","Osasuna","esLa Liga","22","1999","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Denzel Dumfries","nlNED","DF","Inter","itSerie A","25","1996","22.5","63","2.79","49","4","3","4","3","0","7","0.31","5","1","0","0","1","0",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","29","1991","2.2","1","0.45","1","0","0","0","0","0","1","0.45","1","0","0","0","0","0",
"Alfred Duncan","ghGHA","MF","Fiorentina","itSerie A","28","1993","21.5","50","2.33","45","1","0","2","1","1","4","0.19","4","0","0","0","0","0",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","29","1991","28.6","20","0.70","16","1","0","3","0","0","3","0.10","2","1","0","0","0","0",
"Erik Durm","deGER","DF","Eint Frankfurt","deBundesliga","29","1992","5.3","7","1.33","6","1","0","0","0","0","3","0.57","3","0","0","0","0","0",
"Hugo Duro","esESP","DF,MF","Getafe","esLa Liga","21","1999","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Hugo Duro","esESP","FW,MF","Valencia","esLa Liga","21","1999","20.4","34","1.67","21","1","3","1","7","1","7","0.34","2","0","1","1","2","1",
"Jean-Kevin Duverne","htHAI","DF","Brest","frLigue 1","24","1997","33.4","58","1.74","45","4","5","0","2","2","6","0.18","5","0","1","0","0","0",
"Paulo Dybala","arARG","FW,MF","Juventus","itSerie A","27","1993","22.9","113","4.93","73","12","10","7","8","3","13","0.57","10","3","0","0","0","0",
"Edin Džeko","baBIH","FW","Inter","itSerie A","35","1986","27.4","92","3.35","76","0","3","7","5","1","17","0.62","14","0","0","2","1","0",
"Enzo Ebosse","cmCMR","DF","Angers","frLigue 1","22","1999","21.0","26","1.24","18","0","1","0","6","1","1","0.05","1","0","0","0","0","0",
"Tyronne Ebuehi","ngNGA","DF","Venezia","itSerie A","25","1995","12.6","19","1.50","18","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ederson","brBRA","GK","Manchester City","engPremier League","27","1993","37.0","2","0.05","2","0","0","0","0","0","1","0.03","1","0","0","0","0","0",
"Éderson","brBRA","MF","Salernitana","itSerie A","22","1999","12.7","31","2.43","21","0","0","2","7","1","2","0.16","1","0","0","0","1","0",
"Odsonne Édouard","frFRA","FW","Crystal Palace","engPremier League","23","1998","17.4","51","2.94","33","0","8","9","0","1","4","0.23","2","0","1","1","0","0",
"CJ Egan-Riley","engENG","DF","Manchester City","engPremier League","18","2003","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Maximilian Eggestein","deGER","MF","Freiburg","deBundesliga","24","1996","24.4","50","2.05","42","2","0","2","2","2","5","0.21","5","0","0","0","0","0",
"Lilian Egloff","deGER","MF,DF","Stuttgart","deBundesliga","18","2002","0.3","1","2.81","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kingsley Ehizibue","nlNED","DF","Köln","deBundesliga","26","1995","7.6","17","2.25","15","1","1","0","0","0","2","0.27","2","0","0","0","0","0",
"Julian Eitschberger","deGER","DF","Hertha BSC","deBundesliga","17","2004","0.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","32","1989","18.2","19","1.05","14","0","0","3","2","0","0","0.00","0","0","0","0","0","0",
"Hugo Ekitike","frFRA","FW","Reims","frLigue 1","19","2002","14.1","40","2.83","23","0","10","3","4","0","9","0.64","4","0","1","2","2","0",
"Jurgen Ekkelenkamp","nlNED","MF,FW","Hertha BSC","deBundesliga","21","2000","8.0","16","2.01","12","0","0","2","1","1","0","0.00","0","0","0","0","0","0",
"Caleb Ekuban","ghGHA","FW,MF","Genoa","itSerie A","27","1994","19.1","38","1.99","28","0","3","3","4","0","5","0.26","3","0","2","0","0","0",
"Anthony Elanga","seSWE","FW","Manchester Utd","engPremier League","19","2002","13.5","21","1.56","12","0","2","1","4","2","5","0.37","2","0","1","0","1","1",
"Alberth Elis","hnHON","FW,MF","Bordeaux","frLigue 1","25","1996","15.7","38","2.43","26","0","2","1","7","2","2","0.13","2","0","0","0","0","0",
"Harvey Elliott","engENG","MF","Liverpool","engPremier League","18","2003","3.8","25","6.52","18","1","0","4","2","0","2","0.52","2","0","0","0","0","0",
"Elif Elmas","mkMKD","FW,MF","Napoli","itSerie A","21","1999","18.0","59","3.28","42","2","5","4","3","3","9","0.50","6","1","0","0","1","1",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","29","1992","9.0","17","1.90","15","1","0","1","0","0","3","0.33","3","0","0","0","0","0",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","27","1994","23.4","10","0.43","8","0","0","1","1","0","1","0.04","1","0","0","0","0","0",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","24","1996","27.0","15","0.56","12","0","1","1","0","1","2","0.07","2","0","0","0","0","0",
"Mohamed Elyounoussi","noNOR","MF,FW","Southampton","engPremier League","26","1994","22.7","57","2.51","42","0","5","6","3","1","6","0.26","3","0","0","3","0","0",
"Adri Embarba","esESP","FW,MF","Espanyol","esLa Liga","29","1992","22.1","92","4.17","44","26","9","5","6","2","6","0.27","2","3","0","1","0","0",
"Breel Embolo","chSUI","FW","Gladbach","deBundesliga","24","1997","24.1","82","3.56","60","0","3","4","14","1","10","0.43","7","0","0","1","1","1",
"Emerson","brBRA","DF,MF","Tottenham","engPremier League","22","1999","25.4","50","1.97","42","0","4","2","2","0","4","0.16","4","0","0","0","0","0",
"Emerson","brBRA","DF","Barcelona","esLa Liga","22","1999","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Renaud Emond","beBEL","FW,MF","Nantes","frLigue 1","29","1991","2.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Youssef En-Nesyri","maMAR","FW","Sevilla","esLa Liga","24","1997","14.2","11","0.77","9","0","0","1","1","0","3","0.21","2","0","0","0","1","0",
"Keita Endo","jpJPN","MF","Union Berlin","deBundesliga","23","1997","0.6","3","4.91","2","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Wataru Endo","jpJPN","MF","Stuttgart","deBundesliga","28","1993","32.2","63","1.96","52","0","2","4","3","2","3","0.09","3","0","0","0","0","0",
"Christian Eriksen","dkDEN","MF","Brentford","engPremier League","29","1992","10.4","57","5.46","26","27","1","1","1","1","7","0.67","2","5","0","0","0","0",
"Martin Erlic","hrCRO","DF","Spezia","itSerie A","23","1998","28.6","11","0.38","7","0","0","1","3","0","2","0.07","0","0","0","1","1","0",
"Gonzalo Escalante","arARG","MF","Lazio","itSerie A","28","1993","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Gonzalo Escalante","arARG","MF","Alavés","esLa Liga","28","1993","14.4","18","1.25","13","0","0","4","1","0","3","0.21","1","0","0","1","1","0",
"Aarón Escandell","esESP","GK","Granada","esLa Liga","25","1995","3.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sergio Escudero","esESP","DF,MF","Granada","esLa Liga","31","1989","15.9","47","2.95","28","7","1","7","2","2","5","0.31","3","1","1","0","0","0",
"Alfonso Espino","uyURU","DF","Cádiz","esLa Liga","29","1992","37.0","75","2.03","58","10","1","2","1","3","3","0.08","2","1","0","0","0","0",
"Michael Esser","deGER","GK","Bochum","deBundesliga","33","1987","3.0","1","0.33","0","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Estanis","esESP","FW","Barcelona","esLa Liga","17","2003","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Maxime Estève","frFRA","DF","Montpellier","frLigue 1","19","2002","20.6","8","0.39","6","1","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Pervis Estupiñán","ecECU","DF","Villarreal","esLa Liga","23","1998","17.5","29","1.66","24","3","0","2","0","0","5","0.29","5","0","0","0","0","0",
"Oghenekaro Etebo","ngNGA","MF","Watford","engPremier League","25","1995","4.5","5","1.12","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","33","1988","15.0","10","0.67","8","2","0","0","0","0","2","0.13","1","1","0","0","0","0",
"Eberechi Eze","engENG","MF,FW","Crystal Palace","engPremier League","23","1998","6.7","24","3.57","12","8","1","1","1","1","2","0.30","1","1","0","0","0","0",
"Abde Ezzalzouli","maMAR","FW","Barcelona","esLa Liga","19","2001","6.4","17","2.64","9","0","6","1","1","0","2","0.31","1","0","0","1","0","0",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","36","1985","37.0","3","0.08","1","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fabinho","brBRA","MF","Liverpool","engPremier League","27","1993","25.7","53","2.06","42","0","0","3","6","2","5","0.19","3","0","0","2","0","0",
"Fábio","brBRA","DF","Nantes","frLigue 1","31","1990","18.5","28","1.51","19","3","3","1","1","1","5","0.27","4","0","0","0","1","0",
"Cesc Fàbregas","esESP","MF","Monaco","frLigue 1","34","1987","0.4","3","7.11","1","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Wout Faes","beBEL","DF","Reims","frLigue 1","23","1998","37.0","23","0.62","20","0","0","2","1","0","0","0.00","0","0","0","0","0","0",
"Wahid Faghir","dkDEN","FW","Stuttgart","deBundesliga","18","2003","1.4","4","2.90","1","0","3","0","0","0","1","0.73","0","0","1","0","0","0",
"Romain Faivre","frFRA","FW,MF","Lyon","frLigue 1","23","1998","9.9","52","5.27","28","17","3","1","2","1","5","0.51","2","1","1","1","0","0",
"Romain Faivre","frFRA","MF","Brest","frLigue 1","23","1998","19.9","82","4.11","43","26","4","4","3","2","9","0.45","3","4","0","1","0","1",
"Radamel Falcao","coCOL","FW","Rayo Vallecano","esLa Liga","35","1986","9.3","17","1.83","8","0","2","4","2","1","4","0.43","0","0","0","3","1","0",
"Diego Falcinelli","itITA","FW","Bologna","itSerie A","30","1991","0.7","1","1.36","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Wladimiro Falcone","itITA","GK","Sampdoria","itSerie A","26","1995","9.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fali","esESP","DF,MF","Cádiz","esLa Liga","27","1993","20.0","13","0.65","10","1","0","2","0","0","1","0.05","0","1","0","0","0","0",
"Paolo Faragò","itITA","MF","Cagliari","itSerie A","28","1993","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Omar Faraj","psPLE","FW","Levante","esLa Liga","19","2002","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Davide Faraoni","itITA","DF","Hellas Verona","itSerie A","29","1991","28.6","47","1.64","35","3","1","5","3","0","8","0.28","7","0","0","1","0","0",
"Mohamed Fares","dzALG","DF,FW","Genoa","itSerie A","25","1996","6.5","21","3.23","13","3","0","4","1","0","3","0.46","3","0","0","0","0","0",
"Diego Farias","brBRA","MF,FW","Cagliari","itSerie A","31","1990","0.7","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Wuilker Faríñez","veVEN","GK","Lens","frLigue 1","23","1998","12.3","1","0.08","0","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ömer Faruk Beyaz","trTUR","DF,MF","Stuttgart","deBundesliga","17","2003","0.8","1","1.25","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Noah Fatar","frFRA","DF,MF","Angers","frLigue 1","19","2002","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ansu Fati","esESP","FW","Barcelona","esLa Liga","18","2002","3.7","10","2.68","6","0","1","0","2","1","3","0.80","1","0","0","0","1","1",
"Julien Faussurier","frFRA","MF,DF","Brest","frLigue 1","34","1987","5.4","20","3.67","16","3","1","0","0","0","1","0.18","0","1","0","0","0","0",
"Andrea Favilli","itITA","FW","Genoa","itSerie A","24","1997","0.4","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Federico Fazio","arARG","DF","Salernitana","itSerie A","34","1987","15.9","17","1.07","13","0","2","2","0","0","2","0.13","1","0","0","1","0","0",
"Aleix Febas","esESP","MF","Mallorca","esLa Liga","25","1996","1.3","2","1.54","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Adrian Fein","deGER","MF","Greuther Fürth","deBundesliga","22","1999","0.4","2","5.63","1","0","0","1","0","0","1","2.81","0","0","0","1","0","0",
"Nabil Fekir","frFRA","MF","Betis","esLa Liga","28","1993","31.0","170","5.47","84","48","20","4","11","3","19","0.61","12","5","2","0","0","0",
"Felipe","brBRA","DF","Atlético Madrid","esLa Liga","32","1989","16.7","11","0.66","10","0","0","1","0","0","2","0.12","2","0","0","0","0","0",
"Luiz Felipe","itITA","DF","Lazio","itSerie A","24","1997","27.7","14","0.51","12","0","0","0","1","1","1","0.04","0","0","0","0","1","0",
"João Félix","ptPOR","FW,MF","Atlético Madrid","esLa Liga","21","1999","14.0","49","3.49","32","1","7","2","7","0","9","0.64","8","0","1","0","0","0",
"Ohis Felix Uduokhai","deGER","DF","Augsburg","deBundesliga","23","1997","8.7","5","0.57","5","0","0","0","0","0","1","0.11","1","0","0","0","0","0",
"Kiko Femenía","esESP","DF","Watford","engPremier League","30","1991","23.8","45","1.89","33","11","0","0","1","0","6","0.25","5","1","0","0","0","0",
"Evan Ferguson","ieIRL","MF","Brighton","engPremier League","16","2004","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nathan Ferguson","engENG","DF","Crystal Palace","engPremier League","20","2000","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Bruno Fernandes","ptPOR","MF","Manchester Utd","engPremier League","26","1994","34.6","155","4.48","115","19","5","10","5","1","11","0.32","8","0","1","2","0","0",
"Edimilson Fernandes","chSUI","MF,FW","Arminia","deBundesliga","25","1996","3.1","10","3.18","9","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Aitor Fernández","esESP","GK","Levante","esLa Liga","30","1991","13.0","3","0.23","1","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Álex Fernández","esESP","MF","Cádiz","esLa Liga","28","1992","22.8","45","1.97","29","11","0","4","0","1","3","0.13","3","0","0","0","0","0",
"Álvaro Fernández","esESP","GK","Brentford","engPremier League","23","1998","12.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Federico Fernández","arARG","DF","Newcastle Utd","engPremier League","32","1989","5.8","4","0.69","1","0","0","3","0","0","1","0.17","0","0","0","1","0","0",
"Fernandinho","brBRA","MF,DF","Manchester City","engPremier League","36","1985","10.7","30","2.80","23","0","0","4","3","0","4","0.37","4","0","0","0","0","0",
"Fernando","brBRA","MF,DF","Sevilla","esLa Liga","34","1987","20.6","26","1.26","23","1","0","1","0","1","4","0.19","2","1","0","1","0","0",
"Alex Ferrari","itITA","DF","Sampdoria","itSerie A","27","1994","18.3","10","0.55","8","1","0","1","0","0","1","0.05","1","0","0","0","0","0",
"Salvador Ferrer","esESP","DF,MF","Spezia","itSerie A","23","1998","16.6","31","1.87","25","4","1","0","0","1","4","0.24","3","0","0","0","0","1",
"Jordan Ferri","frFRA","MF","Montpellier","frLigue 1","29","1992","32.3","89","2.75","76","2","1","3","6","1","5","0.15","5","0","0","0","0","0",
"Riccardo Fiamozzi","itITA","DF","Empoli","itSerie A","28","1993","6.9","9","1.30","5","3","0","0","0","1","2","0.29","1","1","0","0","0","0",
"Fidel","esESP","MF","Elche","esLa Liga","31","1989","25.1","92","3.66","66","15","6","2","2","1","11","0.44","10","1","0","0","0","0",
"Karol Fila","plPOL","DF","Strasbourg","frLigue 1","23","1998","6.2","8","1.29","8","0","0","0","0","0","1","0.16","1","0","0","0","0","0",
"Alfreð Finnbogason","isISL","FW","Augsburg","deBundesliga","32","1989","3.2","6","1.85","4","0","0","2","0","0","2","0.62","1","0","0","1","0","0",
"Luca Fiordilino","itITA","MF","Venezia","itSerie A","25","1996","7.3","15","2.04","13","1","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Vincenzo Fiorillo","itITA","GK","Salernitana","itSerie A","31","1990","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Roberto Firmino","brBRA","FW","Liverpool","engPremier League","29","1991","11.0","40","3.64","35","0","1","3","1","0","5","0.46","4","0","0","1","0","0",
"Junior Firpo","doDOM","DF,MF","Leeds United","engPremier League","24","1996","19.0","52","2.73","40","4","2","3","3","0","4","0.21","2","1","1","0","0","0",
"Mark Flekken","nlNED","GK","Freiburg","deBundesliga","28","1993","32.0","10","0.31","9","1","0","0","0","0","1","0.03","1","0","0","0","0","0",
"Ashley Fletcher","engENG","FW","Watford","engPremier League","25","1995","0.3","2","6.00","1","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Alexis Flips","frFRA","MF,DF","Reims","frLigue 1","21","2000","11.7","49","4.18","27","15","3","2","1","1","4","0.34","1","3","0","0","0","0",
"Alessandro Florenzi","itITA","DF,FW","Milan","itSerie A","30","1991","12.8","34","2.65","25","6","0","1","1","1","2","0.16","2","0","0","0","0","0",
"Phil Foden","engENG","FW","Manchester City","engPremier League","21","2000","23.6","89","3.76","63","13","3","7","2","1","13","0.55","8","3","0","2","0","0",
"Mamadou Fofana","mlMLI","DF","Metz","frLigue 1","23","1998","0.4","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Seko Fofana","ciCIV","MF","Lens","frLigue 1","26","1995","37.3","118","3.16","89","0","13","8","7","1","9","0.24","7","0","0","0","1","1",
"Wesley Fofana","frFRA","DF","Leicester City","engPremier League","20","2000","7.0","4","0.57","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Youssouf Fofana","frFRA","MF","Monaco","frLigue 1","22","1999","24.3","53","2.18","43","0","4","1","2","3","8","0.33","7","0","1","0","0","0",
"Thomas Foket","beBEL","DF,FW","Reims","frLigue 1","26","1994","24.8","35","1.41","29","2","0","0","2","2","1","0.04","0","0","0","0","1","0",
"Thomas Fontaine","mgMAD","DF","Lorient","frLigue 1","30","1991","1.9","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"José Fontán","esESP","DF","Celta Vigo","esLa Liga","21","2000","3.1","4","1.30","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"José Fonte","ptPOR","DF","Lille","frLigue 1","37","1983","38.0","31","0.82","27","1","0","2","0","1","5","0.13","4","0","0","1","0","0",
"Fernando Forestieri","itITA","FW,MF","Udinese","itSerie A","31","1990","0.6","4","6.32","1","1","0","0","2","0","1","1.58","0","1","0","0","0","0",
"Pablo Fornals","esESP","FW,MF","West Ham","engPremier League","25","1996","31.1","109","3.51","86","9","5","5","3","1","11","0.35","9","1","0","1","0","0",
"Emil Forsberg","seSWE","MF","RB Leipzig","deBundesliga","29","1991","19.0","56","2.96","39","8","5","2","2","0","7","0.37","4","1","1","0","1","0",
"Adam Forshaw","engENG","MF","Leeds United","engPremier League","29","1991","17.0","35","2.06","31","0","1","3","0","0","2","0.12","2","0","0","0","0","0",
"Marcus Forss","fiFIN","FW,MF","Brentford","engPremier League","22","1999","2.3","1","0.43","0","0","0","1","0","0","1","0.43","0","0","0","1","0","0",
"Fraser Forster","engENG","GK","Southampton","engPremier League","33","1988","19.0","3","0.16","1","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Philipp Förster","deGER","MF,FW","Stuttgart","deBundesliga","26","1995","10.7","29","2.70","22","1","2","4","0","0","2","0.19","2","0","0","0","0","0",
"Francesco Forte","itITA","FW","Venezia","itSerie A","28","1993","4.7","8","1.79","5","0","0","2","0","1","1","0.22","1","0","0","0","0","0",
"Steven Fortes","cvCPV","DF","Lens","frLigue 1","29","1992","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ben Foster","engENG","GK","Watford","engPremier League","38","1983","26.0","8","0.31","8","0","0","0","0","0","1","0.04","1","0","0","0","0","0",
"Tariqe Fosu","ghGHA","DF","Brentford","engPremier League","25","1995","0.2","1","5.29","0","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Timothy Fosu-Mensah","nlNED","DF","Leverkusen","deBundesliga","23","1998","1.6","2","1.24","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Dimitri Foulquier","frFRA","DF","Granada","esLa Liga","28","1993","2.0","3","1.50","1","0","0","0","1","1","0","0.00","0","0","0","0","0","0",
"Dimitri Foulquier","frFRA","DF","Valencia","esLa Liga","28","1993","26.0","33","1.27","21","2","3","2","5","0","5","0.19","1","2","0","0","2","0",
"Juan Foyth","arARG","DF","Villarreal","esLa Liga","23","1998","21.4","28","1.31","26","1","1","0","0","0","1","0.05","1","0","0","0","0","0",
"Gianluca Frabotta","itITA","DF,MF","Hellas Verona","itSerie A","22","1999","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Raphael Framberger","deGER","DF","Augsburg","deBundesliga","25","1995","9.4","21","2.23","17","3","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Przemysław Frankowski","plPOL","DF","Lens","frLigue 1","26","1995","27.2","68","2.50","58","2","4","2","2","0","8","0.29","7","0","0","0","1","0",
"Enric Franquesa","esESP","DF,FW","Levante","esLa Liga","24","1997","6.9","9","1.30","8","0","0","1","0","0","1","0.14","1","0","0","0","0","0",
"Fransérgio","brBRA","MF","Bordeaux","frLigue 1","30","1990","14.0","15","1.07","12","0","0","2","0","1","2","0.14","2","0","0","0","0","0",
"Ryan Fraser","sctSCO","FW,MF","Newcastle Utd","engPremier League","27","1994","16.3","56","3.44","34","10","0","6","6","0","7","0.43","4","1","0","1","1","0",
"Davide Frattesi","itITA","MF","Sassuolo","itSerie A","21","1999","31.7","88","2.77","67","1","8","7","5","0","8","0.25","4","0","1","1","2","0",
"Fred","brBRA","MF","Manchester Utd","engPremier League","28","1993","22.5","56","2.49","52","0","0","0","4","0","9","0.40","8","0","0","0","1","0",
