Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Fallou Diagne","snSEN","DF,MF","Metz","frLigue 1","27","1989","24.9","24","0.97","19","1","0","1","1","2","4","0.16","3","0","0","1","0","0",
"Adama Diakhaby","frFRA","FW","Monaco","frLigue 1","21","1996","9.4","16","1.69","9","0","2","0","4","1","4","0.42","3","0","0","0","1","0",
"Mouctar Diakhaby","gnGUI","DF","Lyon","frLigue 1","20","1996","8.1","1","0.12","0","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Abdou Diallo","snSEN","DF","Mainz 05","deBundesliga","21","1996","26.8","24","0.89","18","1","2","1","0","2","3","0.11","3","0","0","0","0","0",
"Abdoulaye Diallo","snSEN","GK","Rennes","frLigue 1","25","1992","3.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Habib Diallo","snSEN","FW,MF","Metz","frLigue 1","22","1995","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mustapha Diallo","snSEN","MF","Guingamp","frLigue 1","31","1986","15.4","20","1.30","11","0","2","4","2","1","0","0.00","0","0","0","0","0","0",
"Mohamed Diamé","snSEN","MF","Newcastle Utd","engPremier League","30","1987","22.7","39","1.72","26","0","5","2","0","6","0","0.00","0","0","0","0","0","0",
"Lassana Diarra","frFRA","MF","Paris S-G","frLigue 1","32","1985","6.7","12","1.78","10","0","2","0","0","0","1","0.15","1","0","0","0","0","0",
"Amadou Diawara","gnGUI","MF","Napoli","itSerie A","20","1997","7.3","15","2.06","13","0","0","1","0","1","3","0.41","3","0","0","0","0","0",
"Brahim Díaz","maMAR","FW,DF","Manchester City","engPremier League","17","1999","0.6","2","3.27","0","0","0","1","1","0","0","0.00","0","0","0","0","0","0",
"Bakaye Dibassy","mlMLI","DF","Amiens","frLigue 1","27","1989","30.9","25","0.81","18","4","3","0","0","0","2","0.06","1","0","1","0","0","0",
"Daniel Didavi","deGER","MF","Wolfsburg","deBundesliga","27","1990","24.9","60","2.41","43","7","1","6","3","0","9","0.36","6","3","0","0","0","0",
"Thomas Didillon","frFRA","GK","Metz","frLigue 1","21","1995","9.0","2","0.22","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Étienne Didot","frFRA","MF","Guingamp","frLigue 1","34","1983","18.0","37","2.06","28","5","0","2","2","0","2","0.11","1","0","0","1","0","0",
"Adrián Diéguez","esESP","DF","Alavés","esLa Liga","21","1996","4.8","2","0.41","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Dennis Diekmeier","deGER","DF","Hamburger SV","deBundesliga","27","1989","20.8","42","2.02","29","4","3","0","5","1","4","0.19","4","0","0","0","0","0",
"Eric Dier","engENG","MF,DF","Tottenham","engPremier League","23","1994","31.4","40","1.27","37","0","0","2","1","0","4","0.13","4","0","0","0","0","0",
"Lucas Digne","frFRA","DF","Barcelona","esLa Liga","24","1993","7.8","11","1.41","9","0","0","0","0","2","2","0.26","2","0","0","0","0","0",
"Landry Dimata","beBEL","FW","Wolfsburg","deBundesliga","19","1997","10.0","29","2.90","13","0","0","3","12","1","3","0.30","3","0","0","0","0","0",
"Tristan Dingomé","cmCMR","MF","Troyes","frLigue 1","26","1991","13.2","27","2.04","25","0","1","1","0","0","3","0.23","2","0","0","1","0","0",
"Ismaël Diomandé","ciCIV","DF,MF","Caen","frLigue 1","24","1992","7.9","2","0.25","2","0","0","0","0","0","1","0.13","1","0","0","0","0","0",
"Lois Diony","frFRA","FW","Saint-Étienne","frLigue 1","24","1992","10.3","22","2.13","13","0","2","2","5","0","3","0.29","0","0","0","0","3","0",
"Issa Diop","frFRA","DF","Toulouse","frLigue 1","20","1997","34.0","23","0.68","14","2","2","3","2","0","0","0.00","0","0","0","0","0","0",
"Papakouli Diop","snSEN","MF","Espanyol","esLa Liga","31","1986","2.9","4","1.36","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Papakouli Diop","snSEN","MF","Eibar","esLa Liga","31","1986","10.4","21","2.01","17","1","0","0","1","2","0","0.00","0","0","0","0","0","0",
"Assane Dioussé","snSEN","MF","Saint-Étienne","frLigue 1","19","1997","14.9","15","1.00","15","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Djené","tgTOG","DF","Getafe","esLa Liga","25","1991","36.0","12","0.33","9","0","1","1","1","0","1","0.03","1","0","0","0","0","0",
"Koffi Djidji","ciCIV","DF","Nantes","frLigue 1","24","1992","26.8","21","0.78","13","3","3","0","0","2","2","0.07","2","0","0","0","0","0",
"Alexander Djiku","ghGHA","DF","Caen","frLigue 1","22","1994","28.0","17","0.61","11","2","0","3","1","0","0","0.00","0","0","0","0","0","0",
"Papy Djilobodji","snSEN","DF","Dijon","frLigue 1","28","1988","30.0","15","0.50","13","1","0","1","0","0","4","0.13","3","0","0","1","0","0",
"Berat Djimsiti","alALB","DF","Benevento","itSerie A","24","1993","30.0","22","0.73","17","1","1","2","1","0","2","0.07","2","0","0","0","0","0",
"Marko Dmitrović","rsSRB","GK","Eibar","esLa Liga","25","1992","36.0","8","0.22","5","3","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Keagan Dolly","zaRSA","MF,FW","Montpellier","frLigue 1","24","1993","9.8","55","5.62","27","17","5","4","1","1","3","0.31","3","0","0","0","0","0",
"Jaume Doménech","esESP","GK","Valencia","esLa Liga","26","1990","5.0","2","0.40","0","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jean-Luc Dompé","frFRA","FW","Amiens","frLigue 1","21","1995","0.3","2","6.21","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Giulio Donati","itITA","DF,FW","Mainz 05","deBundesliga","27","1990","25.4","47","1.86","34","7","1","0","5","0","3","0.12","3","0","0","0","0","0",
"Ji Dong-won","krKOR","FW,MF","Augsburg","deBundesliga","26","1991","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Anastasios Donis","grGRE","MF,FW","Stuttgart","deBundesliga","20","1996","10.5","34","3.22","15","0","11","2","4","2","8","0.76","2","0","4","0","1","1",
"Gianluigi Donnarumma","itITA","GK","Milan","itSerie A","18","1999","38.0","3","0.08","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Godfred Donsah","ghGHA","MF","Bologna","itSerie A","21","1996","19.9","36","1.81","24","0","8","2","2","0","4","0.20","2","0","2","0","0","0",
"Dória","brBRA","DF","Marseille","frLigue 1","22","1994","0.9","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Niklas Dorsch","deGER","MF","Bayern Munich","deBundesliga","19","1998","1.0","2","2.00","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mauro dos Santos","arARG","DF","Leganés","esLa Liga","28","1989","10.9","2","0.18","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mathieu Dossevi","tgTOG","FW,MF","Metz","frLigue 1","29","1988","27.9","134","4.81","83","28","15","3","4","1","14","0.50","10","2","1","0","0","1",
"Abdoulaye Doucouré","mlMLI","MF","Watford","engPremier League","24","1993","36.9","99","2.68","83","1","6","4","1","4","7","0.19","6","0","1","0","0","0",
"Cheick Doukouré","ciCIV","MF","Levante","esLa Liga","24","1992","11.4","14","1.23","14","0","0","0","0","0","1","0.09","1","0","0","0","0","0",
"Mohamed Dräger","tnTUN","MF,FW","Freiburg","deBundesliga","21","1996","0.6","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Aleksandar Dragović","atAUT","DF","Leicester City","engPremier League","26","1991","8.5","3","0.35","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Aleksandar Dragović","atAUT","DF","Leverkusen","deBundesliga","26","1991","0.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","19","1997","2.4","1","0.41","1","0","0","0","0","0","1","0.41","1","0","0","0","0","0",
"Boukary Dramé","snSEN","DF,MF","SPAL","itSerie A","32","1985","1.1","1","0.98","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Julian Draxler","deGER","MF,FW","Paris S-G","frLigue 1","23","1993","18.9","79","4.17","64","5","4","3","0","3","19","1.00","15","1","1","2","0","0",
"Danny Drinkwater","engENG","MF","Chelsea","engPremier League","27","1990","5.9","13","2.22","11","0","1","1","0","0","0","0.00","0","0","0","0","0","0",
"Josip Drmić","chSUI","FW,MF","Gladbach","deBundesliga","24","1992","5.2","12","2.31","10","0","1","1","0","0","4","0.77","2","0","1","1","0","0",
"Rick van Drongelen","nlNED","DF","Hamburger SV","deBundesliga","18","1998","16.0","10","0.62","7","1","1","1","0","0","0","0.00","0","0","0","0","0","0",
"Óscar Duarte","crCRC","DF","Espanyol","esLa Liga","28","1989","11.0","6","0.55","5","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","21","1995","23.8","43","1.81","31","5","1","2","3","1","3","0.13","2","0","0","0","1","0",
"Leo Dubois","frFRA","DF","Nantes","frLigue 1","22","1994","33.6","116","3.46","66","31","7","8","3","1","9","0.27","4","2","1","1","1","0",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","28","1989","12.0","3","0.25","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ondrej Duda","skSVK","MF","Hertha BSC","deBundesliga","22","1994","8.3","19","2.30","15","0","4","0","0","0","1","0.12","1","0","0","0","0","0",
"Shane Duffy","ieIRL","DF","Brighton","engPremier League","25","1992","36.6","13","0.36","8","0","0","3","2","0","2","0.05","1","0","0","0","1","0",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","25","1991","17.8","13","0.73","12","0","0","1","0","0","2","0.11","2","0","0","0","0","0",
"Alfred Duncan","ghGHA","MF","Sassuolo","itSerie A","24","1993","21.6","65","3.00","53","1","4","5","1","1","4","0.18","4","0","0","0","0","0",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","25","1991","38.0","32","0.84","21","0","1","6","2","2","3","0.08","1","0","0","1","1","0",
"Maxime Dupé","frFRA","GK","Nantes","frLigue 1","24","1993","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jimmy Durmaz","seSWE","MF,FW","Toulouse","frLigue 1","28","1989","11.4","53","4.64","25","14","4","2","5","3","6","0.53","3","1","0","0","1","1",
"Riza Durmisi","dkDEN","DF","Betis","esLa Liga","23","1994","23.1","45","1.95","38","2","3","1","1","0","7","0.30","6","0","0","0","1","0",
"Hugo Duro","esESP","FW","Getafe","esLa Liga","17","1999","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Noë Dussenne","beBEL","FW","Crotone","itSerie A","25","1992","0.9","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Paulo Dybala","arARG","MF,FW","Juventus","itSerie A","23","1993","26.1","148","5.66","74","25","18","11","19","1","18","0.69","9","4","3","0","2","0",
"Nathan Dyer","engENG","MF,FW","Swansea City","engPremier League","29","1987","14.5","29","2.00","23","0","2","1","2","1","1","0.07","0","0","0","1","0","0",
"Edin Džeko","baBIH","FW","Roma","itSerie A","31","1986","33.5","122","3.64","89","1","17","9","6","0","8","0.24","6","0","1","1","0","0",
"Blerim Džemaili","chSUI","MF,FW","Bologna","itSerie A","31","1986","13.3","25","1.89","19","0","1","2","2","1","2","0.15","1","0","0","1","0","0",
"Félix Eboa Eboa","cmCMR","DF","Guingamp","frLigue 1","20","1997","16.9","13","0.77","9","2","0","1","0","1","2","0.12","1","0","0","1","0","0",
"Éder","itITA","FW,MF","Inter","itSerie A","30","1986","8.9","33","3.73","24","1","2","2","4","0","3","0.34","1","0","0","0","2","0",
"Simone Edera","itITA","FW,MF","Torino","itSerie A","20","1997","3.6","7","1.94","5","0","1","1","0","0","2","0.55","2","0","0","0","0","0",
"Ederson","brBRA","GK","Manchester City","engPremier League","23","1993","35.5","3","0.08","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Tom Edwards","engENG","DF,MF","Stoke City","engPremier League","18","1999","5.3","2","0.37","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mandela Egbo","engENG","DF,MF","Gladbach","deBundesliga","19","1997","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Johannes Eggestein","deGER","FW,DF","Werder Bremen","deBundesliga","19","1998","1.1","6","5.45","4","0","0","1","1","0","0","0.00","0","0","0","0","0","0",
"Maximilian Eggestein","deGER","MF","Werder Bremen","deBundesliga","20","1996","29.9","60","2.01","45","1","3","7","2","2","6","0.20","3","0","0","2","0","1",
"Albin Ekdal","seSWE","MF","Hamburger SV","deBundesliga","28","1989","12.3","23","1.87","19","0","0","1","1","2","2","0.16","1","0","0","0","0","1",
"Josip Elez","hrCRO","DF","Hannover 96","deBundesliga","23","1994","8.6","7","0.81","7","0","0","0","0","0","1","0.12","1","0","0","0","0","0",
"Rob Elliot","ieIRL","GK","Newcastle Utd","engPremier League","31","1986","16.0","2","0.12","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","25","1992","9.6","25","2.60","22","0","0","2","1","0","1","0.10","1","0","0","0","0","0",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","23","1994","17.7","14","0.79","9","3","0","1","1","0","2","0.11","1","1","0","0","0","0",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","20","1996","32.4","50","1.54","37","1","1","5","5","1","5","0.15","2","0","0","1","2","0",
"Rodrigo Ely","brBRA","DF","Alavés","esLa Liga","23","1993","29.9","16","0.54","13","0","0","2","0","1","1","0.03","1","0","0","0","0","0",
"Breel Embolo","chSUI","FW,MF","Schalke 04","deBundesliga","20","1997","10.2","27","2.64","10","0","5","2","8","2","6","0.59","2","0","0","0","3","1",
"Youssef En-Nesyri","maMAR","FW","Málaga","esLa Liga","20","1997","17.7","28","1.58","11","0","7","3","5","2","3","0.17","0","0","1","1","0","1",
"Sergi Enrich","esESP","FW","Eibar","esLa Liga","27","1990","14.8","32","2.17","23","1","0","2","4","2","3","0.20","1","0","0","0","1","1",
"Javier Eraso","esESP","MF,FW","Leganés","esLa Liga","27","1990","28.1","62","2.20","39","13","2","4","4","0","6","0.21","2","2","0","2","0","0",
"Christian Eriksen","dkDEN","MF,FW","Tottenham","engPremier League","25","1992","35.8","181","5.06","129","33","6","11","2","0","15","0.42","10","4","0","1","0","0",
"Gonzalo Escalante","arARG","MF","Eibar","esLa Liga","24","1993","17.4","29","1.67","23","0","2","2","2","0","0","0.00","0","0","0","0","0","0",
"Sergio Escudero","esESP","DF","Sevilla","esLa Liga","27","1989","25.9","46","1.78","32","7","0","1","2","4","6","0.23","3","2","0","1","0","0",
"Bernardo Espinosa","coCOL","DF","Girona","esLa Liga","28","1989","31.9","20","0.63","13","0","0","6","1","0","4","0.13","2","0","0","2","0","0",
"Michael Esser","deGER","GK","Hannover 96","deBundesliga","29","1987","3.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alexander Esswein","deGER","FW,MF","Hertha BSC","deBundesliga","27","1990","6.9","14","2.04","13","0","0","0","1","0","3","0.44","2","0","0","0","1","0",
"Oghenekaro Etebo","ngNGA","MF","Las Palmas","esLa Liga","21","1995","13.5","31","2.30","20","0","2","1","5","3","1","0.07","1","0","0","0","0","0",
"Beñat Etxebarria","esESP","MF","Athletic Club","esLa Liga","30","1987","12.4","57","4.58","26","26","2","2","0","1","6","0.48","3","2","0","1","0","0",
"Xabier Etxeita","esESP","DF","Athletic Club","esLa Liga","29","1987","4.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jonny Evans","nirNIR","DF","West Brom","engPremier League","29","1988","25.2","22","0.87","18","2","0","2","0","0","3","0.12","2","0","0","1","0","0",
"Franck Evina","cmCMR","FW","Bayern Munich","deBundesliga","17","2000","1.2","3","2.45","1","0","0","1","1","0","0","0.00","0","0","0","0","0","0",
"Patrice Evra","frFRA","DF,MF","West Ham","engPremier League","36","1981","2.5","2","0.79","0","0","0","0","2","0","0","0.00","0","0","0","0","0","0",
"Patrice Evra","frFRA","DF","Marseille","frLigue 1","36","1981","3.9","4","1.03","2","1","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Edu Expósito","esESP","MF,FW","La Coruña","esLa Liga","20","1996","1.1","1","0.95","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Erik Expósito","esESP","FW","Las Palmas","esLa Liga","21","1996","5.2","8","1.54","7","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Valentin Eysseric","frFRA","FW,MF","Fiorentina","itSerie A","25","1992","7.8","42","5.36","27","6","3","3","2","1","4","0.51","3","0","0","1","0","0",
"Valentin Eysseric","frFRA","FW","Nice","frLigue 1","25","1992","1.0","2","2.00","0","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Imoh Ezekiel","ngNGA","MF,FW","Las Palmas","esLa Liga","23","1993","5.2","10","1.92","7","0","1","0","2","0","1","0.19","0","0","1","0","0","0",
"Marco Fabián","mxMEX","MF,FW","Eint Frankfurt","deBundesliga","28","1989","4.7","12","2.56","9","2","0","1","0","0","2","0.43","2","0","0","0","0","0",
"Łukasz Fabiański","plPOL","GK","Swansea City","engPremier League","32","1985","38.0","5","0.13","3","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fabinho","brBRA","MF","Monaco","frLigue 1","23","1993","34.0","92","2.71","67","0","10","1","9","5","18","0.53","11","0","4","0","2","1",
"Cesc Fàbregas","esESP","MF","Chelsea","engPremier League","30","1987","25.6","168","6.56","110","49","2","5","0","2","13","0.51","8","5","0","0","0","0",
"Ralf Fährmann","deGER","GK","Schalke 04","deBundesliga","28","1988","33.5","7","0.21","5","2","0","0","0","0","1","0.03","1","0","0","0","0","0",
"Fayçal Fajr","maMAR","MF,FW","Getafe","esLa Liga","28","1988","26.5","64","2.42","32","25","2","1","2","2","6","0.23","2","3","1","0","0","0",
"Radamel Falcao","coCOL","FW","Monaco","frLigue 1","31","1986","23.7","46","1.94","28","0","5","7","6","0","9","0.38","4","0","2","3","0","0",
"Diego Falcinelli","itITA","FW","Fiorentina","itSerie A","26","1991","4.9","19","3.90","14","1","1","3","0","0","4","0.82","4","0","0","0","0","0",
"Diego Falcinelli","itITA","FW","Sassuolo","itSerie A","26","1991","14.6","30","2.05","15","1","3","6","5","0","2","0.14","0","0","0","2","0","0",
"Simon Falette","gnGUI","DF","Metz","frLigue 1","25","1992","1.0","1","1.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Simon Falette","gnGUI","DF","Eint Frankfurt","deBundesliga","25","1992","24.6","23","0.94","16","1","0","4","2","0","1","0.04","1","0","0","0","0","0",
"Cesar Falletti","uyURU","MF,FW","Bologna","itSerie A","24","1992","3.6","8","2.26","4","0","0","1","3","0","0","0.00","0","0","0","0","0","0",
"Iago Falque","esESP","FW,MF","Torino","itSerie A","27","1990","31.3","132","4.21","92","12","11","9","8","0","14","0.45","11","1","1","0","1","0",
"Paolo Faragò","itITA","DF","Cagliari","itSerie A","24","1993","27.3","69","2.53","49","3","2","7","7","1","9","0.33","8","0","0","0","1","0",
"Imad Faraj","maMAR","MF,DF","Lille","frLigue 1","18","1999","1.8","9","5.00","4","1","3","0","1","0","2","1.11","1","0","1","0","0","0",
"Davide Faraoni","itITA","DF,MF","Crotone","itSerie A","25","1991","19.5","32","1.64","20","8","1","1","2","0","6","0.31","5","1","0","0","0","0",
"Mohamed Fares","dzALG","DF,MF","Hellas Verona","itSerie A","21","1996","28.9","49","1.69","30","2","9","2","4","2","2","0.07","1","0","0","0","0","1",
"Diego Farias","brBRA","FW,MF","Cagliari","itSerie A","27","1990","17.9","51","2.85","34","4","6","6","1","0","7","0.39","6","1","0","0","0","0",
"Federico Fazio","arARG","DF","Roma","itSerie A","30","1987","32.5","23","0.71","18","0","0","2","0","3","3","0.09","3","0","0","0","0","0",
"Zouhair Feddal","maMAR","DF","Betis","esLa Liga","28","1989","14.0","5","0.36","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nabil Fekir","frFRA","MF,FW","Lyon","frLigue 1","24","1993","27.5","150","5.45","69","26","20","9","21","5","26","0.94","14","2","5","1","3","1",
"Felipe","brBRA","DF","Hannover 96","deBundesliga","30","1987","5.1","2","0.39","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Luiz Felipe","itITA","DF","Lazio","itSerie A","20","1997","13.0","12","0.93","10","0","0","0","0","2","1","0.08","1","0","0","0","0","0",
"Ohis Felix Uduokhai","deGER","DF","Wolfsburg","deBundesliga","19","1997","17.3","6","0.35","5","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marouane Fellaini","beBEL","MF","Manchester Utd","engPremier League","29","1987","6.9","13","1.88","12","0","0","0","0","1","1","0.14","0","0","0","0","0","1",
"Kiko Femenía","esESP","DF,FW","Watford","engPremier League","26","1991","19.0","38","2.00","30","1","3","2","2","0","4","0.21","3","0","1","0","0","0",
"Leroy Fer","nlNED","MF","Swansea City","engPremier League","27","1990","15.5","24","1.55","17","0","4","1","1","1","2","0.13","2","0","0","0","0","0",
"Julien Féret","frFRA","MF","Caen","frLigue 1","35","1982","34.0","130","3.82","80","33","4","3","4","6","5","0.15","4","1","0","0","0","0",
"Edimilson Fernandes","chSUI","MF,DF","West Ham","engPremier League","21","1996","9.4","12","1.28","8","1","2","0","1","0","2","0.21","1","0","0","0","1","0",
"Gelson Fernandes","chSUI","MF","Eint Frankfurt","deBundesliga","30","1986","11.5","10","0.87","7","0","0","1","0","2","1","0.09","1","0","0","0","0","0",
"Andrés Fernández","esESP","GK","Villarreal","esLa Liga","30","1986","2.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Augusto Fernández","arARG","MF","Atlético Madrid","esLa Liga","31","1986","1.2","2","1.68","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Brian Fernández","arARG","FW","Metz","frLigue 1","22","1994","1.4","8","5.63","2","2","2","1","1","0","0","0.00","0","0","0","0","0","0",
"Carlos Fernández","esESP","FW","Sevilla","esLa Liga","21","1996","1.5","4","2.63","3","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Federico Fernández","arARG","DF","Swansea City","engPremier League","28","1989","29.7","14","0.47","13","0","0","1","0","0","1","0.03","1","0","0","0","0","0",
"Raúl Fernández","esESP","GK","Levante","esLa Liga","29","1988","11.0","4","0.36","3","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Fernandinho","brBRA","MF","Manchester City","engPremier League","32","1985","32.0","74","2.31","63","0","2","3","3","3","13","0.41","13","0","0","0","0","0",
"Alex Ferrari","itITA","DF","Hellas Verona","itSerie A","23","1994","23.7","23","0.97","13","4","4","0","1","1","4","0.17","4","0","0","0","0","0",
"Jordan Ferri","frFRA","MF","Lyon","frLigue 1","25","1992","7.1","26","3.66","22","1","2","0","0","1","4","0.56","4","0","0","0","0","0",
"Sam Field","engENG","MF","West Brom","engPremier League","19","1998","6.0","11","1.84","7","2","0","1","0","1","0","0.00","0","0","0","0","0","0",
"Afonso Figueiredo","ptPOR","DF,FW","Rennes","frLigue 1","24","1993","2.5","3","1.21","2","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Gian Filippo Felicioli","itITA","MF,DF","Hellas Verona","itSerie A","19","1997","3.1","1","0.32","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alfreð Finnbogason","isISL","FW","Augsburg","deBundesliga","28","1989","20.2","68","3.37","47","2","7","8","4","0","7","0.35","5","0","0","1","1","0",
"Roberto Firmino","brBRA","FW","Liverpool","engPremier League","25","1991","30.7","133","4.33","95","1","17","13","3","4","13","0.42","10","0","1","2","0","0",
"Junior Firpo","doDOM","DF","Betis","esLa Liga","20","1996","13.2","16","1.21","14","1","0","0","1","0","2","0.15","2","0","0","0","0","0",
"Viktor Fischer","dkDEN","FW,MF","Mainz 05","deBundesliga","23","1994","3.7","13","3.49","12","0","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Mathieu Flamini","frFRA","MF","Getafe","esLa Liga","33","1984","5.3","3","0.56","2","0","0","0","0","1","1","0.19","0","0","0","0","0","1",
"Darren Fletcher","sctSCO","MF","Stoke City","engPremier League","33","1984","24.7","48","1.95","35","6","1","3","1","2","4","0.16","2","1","0","1","0","0",
"Sergio Floccari","itITA","FW","SPAL","itSerie A","35","1981","9.8","20","2.04","14","0","3","1","2","0","3","0.31","1","0","0","0","2","0",
"Alessandro Florenzi","itITA","DF","Roma","itSerie A","26","1991","26.5","81","3.06","68","6","4","2","0","1","9","0.34","8","0","1","0","0","0",
"Phil Foden","engENG","MF,FW","Manchester City","engPremier League","17","2000","0.5","7","12.86","4","0","2","0","1","0","3","5.51","2","0","1","0","0","0",
"Guessouma Fofana","mrMTN","MF","Amiens","frLigue 1","24","1992","8.3","4","0.48","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Seko Fofana","ciCIV","MF","Udinese","itSerie A","22","1995","20.8","54","2.60","34","0","14","1","3","2","6","0.29","1","0","2","0","2","1",
"Andreu Fontàs","esESP","DF","Celta Vigo","esLa Liga","27","1989","9.8","9","0.92","8","0","0","0","0","1","1","0.10","1","0","0","0","0","0",
"José Fonte","ptPOR","DF","West Ham","engPremier League","33","1983","7.6","9","1.18","7","1","0","1","0","0","2","0.26","1","0","0","1","0","0",
"Pablo Fornals","esESP","MF,FW","Villarreal","esLa Liga","21","1996","29.1","114","3.92","95","0","6","5","5","3","17","0.58","16","0","0","1","0","0",
"Emil Forsberg","seSWE","MF","RB Leipzig","deBundesliga","25","1991","15.2","81","5.33","50","23","4","2","2","0","6","0.39","4","2","0","0","0","0",
"Fraser Forster","engENG","GK","Southampton","engPremier League","29","1988","20.0","1","0.05","0","1","0","0","0","0","1","0.05","0","1","0","0","0","0",
"Steven Fortes","cvCPV","DF","Toulouse","frLigue 1","25","1992","1.7","2","1.16","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marco Fossati","itITA","MF","Hellas Verona","itSerie A","24","1992","12.2","26","2.13","21","3","0","2","0","0","1","0.08","0","0","0","1","0","0",
"Iver Fossum","noNOR","MF","Hannover 96","deBundesliga","21","1996","14.5","49","3.38","34","6","2","5","1","1","2","0.14","2","0","0","0","0","0",
"Ben Foster","engENG","GK","West Brom","engPremier League","34","1983","37.0","12","0.32","5","7","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Timothy Fosu-Mensah","nlNED","DF","Crystal Palace","engPremier League","19","1998","17.7","19","1.07","17","0","0","1","1","0","0","0.00","0","0","0","0","0","0",
"Dimitri Foulquier","frFRA","DF","Strasbourg","frLigue 1","24","1993","13.8","27","1.96","19","2","4","2","0","0","3","0.22","3","0","0","0","0","0",
"Lilian Fournier","frFRA","FW","Metz","frLigue 1","19","1998","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Raphael Framberger","deGER","DF","Augsburg","deBundesliga","21","1995","7.7","19","2.46","16","1","0","0","1","1","0","0.00","0","0","0","0","0","0",
"Simon Francis","engENG","DF","Bournemouth","engPremier League","32","1985","30.1","46","1.53","40","2","2","1","0","1","2","0.07","1","0","0","1","0","0",
"Mike Frantz","deGER","MF","Freiburg","deBundesliga","30","1986","11.6","23","1.99","13","3","0","3","2","2","1","0.09","1","0","0","0","0","0",
