Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Tomás Alarcón","clCHI","MF","Cádiz","esLa Liga","23","1999","2.5","4","1.61","2","1","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Lucas Alario","arARG","FW,MF","Eint Frankfurt","deBundesliga","29","1992","3.7","8","2.17","6","0","1","1","0","0","2","0.54","1","0","0","1","0","0",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","33","1989","15.8","59","3.74","52","5","1","1","0","0","6","0.38","5","1","0","0","0","0",
"Luis Alberto","esESP","MF","Lazio","itSerie A","29","1992","27.1","115","4.24","80","30","0","4","0","1","15","0.55","13","2","0","0","0","0",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","36","1985","23.5","12","0.51","12","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marc Albrighton","engENG","FW,MF","Leicester City","engPremier League","32","1989","2.6","7","2.66","5","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Thiago Alcántara","esESP","MF","Liverpool","engPremier League","31","1991","13.9","40","2.87","33","0","3","1","1","2","2","0.14","2","0","0","0","0","0",
"Carlos Alcaraz","arARG","MF,FW","Southampton","engPremier League","19","2002","11.4","22","1.92","14","0","2","3","2","1","4","0.35","3","0","0","1","0","0",
"Rubén Alcaraz","esESP","MF","Cádiz","esLa Liga","31","1991","22.7","47","2.07","34","9","1","1","2","0","2","0.09","2","0","0","0","0","0",
"Omar Alderete","pyPAR","DF","Getafe","esLa Liga","25","1996","22.7","24","1.06","22","0","0","2","0","0","3","0.13","3","0","0","0","0","0",
"Iván Alejo","esESP","MF,FW","Cádiz","esLa Liga","27","1995","14.6","40","2.75","27","3","3","5","2","0","0","0.00","0","0","0","0","0","0",
"Doğan Alemdar","trTUR","GK","Rennes","frLigue 1","19","2002","4.5","1","0.22","0","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Carles Aleñá","esESP","MF,FW","Getafe","esLa Liga","24","1998","23.5","44","1.87","30","2","1","2","9","0","4","0.17","4","0","0","0","0","0",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","23","1998","32.5","124","3.82","81","34","3","5","1","0","17","0.52","14","2","1","0","0","0",
"Alejandro Alfaro","esESP","MF","Elche","esLa Liga","20","2002","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ángel Algobia","esESP","MF","Getafe","esLa Liga","23","1999","12.6","16","1.27","13","0","1","2","0","0","1","0.08","1","0","0","0","0","0",
"Mohamed Ali Cho","frFRA","FW,MF","Real Sociedad","esLa Liga","18","2004","6.5","19","2.90","12","1","2","2","1","1","2","0.31","2","0","0","0","0","0",
"Faride Alidou","deGER","DF,MF","Eint Frankfurt","deBundesliga","21","2001","2.0","8","3.87","7","0","1","0","0","0","1","0.48","1","0","0","0","0","0",
"Alisson","brBRA","GK","Liverpool","engPremier League","29","1992","37.0","3","0.08","3","0","0","0","0","0","2","0.05","2","0","0","0","0","0",
"Jim Allevinah","gaGAB","DF,FW","Clermont Foot","frLigue 1","27","1995","24.9","48","1.93","39","1","3","2","3","0","2","0.08","1","0","0","1","0","0",
"Dele Alli","engENG","MF","Everton","engPremier League","26","1996","0.4","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Domingos André Ribeiro Almeida","ptPOR","MF","Valencia","esLa Liga","22","2000","28.2","91","3.22","67","17","1","1","2","3","5","0.18","3","2","0","0","0","0",
"Miguel Almirón","pyPAR","FW","Newcastle Utd","engPremier League","28","1994","27.7","87","3.14","63","2","10","9","3","0","13","0.47","5","1","5","2","0","0",
"Marcos Alonso","esESP","DF","Barcelona","esLa Liga","31","1990","13.0","14","1.08","13","0","0","1","0","0","1","0.08","1","0","0","0","0","0",
"Mickaël Alphonse","gpGLP","DF","Ajaccio","frLigue 1","33","1989","15.1","19","1.25","15","1","1","1","0","1","0","0.00","0","0","0","0","0","0",
"Agustín Álvarez","uyURU","FW,MF","Sassuolo","itSerie A","21","2001","4.1","9","2.20","3","0","2","3","1","0","2","0.49","1","0","0","1","0","0",
"Éder Álvarez Balanta","coCOL","MF,FW","Schalke 04","deBundesliga","29","1993","2.6","8","3.03","6","1","0","0","0","1","1","0.38","1","0","0","0","0","0",
"Carlos Álvarez","esESP","MF","Sevilla","esLa Liga","18","2003","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Gastón Álvarez","uyURU","DF","Getafe","esLa Liga","22","2000","16.7","16","0.96","9","5","0","1","0","1","1","0.06","1","0","0","0","0","0",
"Julián Álvarez","arARG","FW,MF","Manchester City","engPremier League","22","2000","16.3","52","3.20","39","0","6","5","2","0","5","0.31","2","0","1","1","1","0",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","27","1995","25.9","28","1.08","24","1","0","1","1","1","2","0.08","2","0","0","0","0","0",
"Ibrahim Amadou","frFRA","DF,MF","Angers","frLigue 1","29","1993","4.7","3","0.64","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Selim Amallah","maMAR","MF,FW","Valladolid","esLa Liga","25","1996","3.0","11","3.69","5","0","4","0","0","2","2","0.67","1","0","1","0","0","0",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","27","1994","17.9","15","0.84","15","0","0","0","0","0","1","0.06","1","0","0","0","0","0",
"Amath","snSEN","MF,FW","Mallorca","esLa Liga","26","1996","13.6","24","1.76","11","0","5","4","3","1","3","0.22","1","0","1","0","1","0",
"Jordan Amavi","frFRA","DF","Getafe","esLa Liga","28","1994","2.2","2","0.90","2","0","0","0","0","0","1","0.45","1","0","0","0","0","0",
"Lukáš Ambros","czCZE","MF","Wolfsburg","deBundesliga","18","2004","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kelvin Amian","frFRA","DF","Spezia","itSerie A","24","1998","26.4","45","1.71","34","3","2","4","0","2","3","0.11","1","0","0","2","0","0",
"Bruno Amione","arARG","DF","Hellas Verona","itSerie A","20","2002","0.6","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Bruno Amione","arARG","DF","Sampdoria","itSerie A","20","2002","23.2","12","0.52","6","1","0","4","1","0","2","0.09","1","0","0","1","0","0",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","25","1996","10.9","36","3.32","23","4","4","1","4","0","5","0.46","3","0","1","0","1","0",
"Samuel Amo-Ameyaw","engENG","MF","Southampton","engPremier League","16","2006","0.0","1","22.50","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ethan Ampadu","wlsWAL","DF,MF","Spezia","itSerie A","21","2000","29.3","40","1.36","33","0","0","4","2","1","4","0.14","4","0","0","0","0","0",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","25","1996","22.2","44","1.98","38","0","0","0","2","4","4","0.18","3","0","0","0","0","1",
"Ayoub Amraoui","maMAR","DF,FW","Nice","frLigue 1","18","2004","3.3","4","1.22","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","26","1996","30.9","25","0.81","20","3","0","0","1","1","1","0.03","0","1","0","0","0","0",
"Elliot Anderson","engENG","MF,FW","Newcastle Utd","engPremier League","19","2002","4.6","22","4.83","16","0","2","0","4","0","1","0.22","1","0","0","0","0","0",
"Felipe Anderson","brBRA","FW","Lazio","itSerie A","29","1993","32.9","99","3.01","79","1","10","6","3","0","15","0.46","8","0","4","2","1","0",
"Benjamin André","frFRA","MF","Lille","frLigue 1","31","1990","32.4","70","2.16","62","0","0","3","3","2","6","0.19","5","0","0","0","1","0",
"Marcos André","brBRA","FW,MF","Valencia","esLa Liga","25","1996","5.0","12","2.42","8","0","3","1","0","0","0","0.00","0","0","0","0","0","0",
"Komnen Andrić","rsSRB","FW","Clermont Foot","frLigue 1","27","1995","16.1","32","1.99","26","0","2","2","2","0","4","0.25","2","0","0","2","0","0",
"Robert Andrich","deGER","MF","Leverkusen","deBundesliga","27","1994","26.7","45","1.68","37","0","0","4","1","3","4","0.15","3","0","0","0","0","1",
"Angeliño","esESP","DF","Hoffenheim","deBundesliga","25","1997","29.1","88","3.03","61","20","1","2","3","1","10","0.34","8","1","0","1","0","0",
"Fabrizio Angileri","arARG","DF","Getafe","esLa Liga","28","1994","6.5","5","0.77","3","0","1","0","0","1","2","0.31","1","0","0","0","0","1",
"Jaidon Anthony","engENG","MF,FW","Bournemouth","engPremier League","22","1999","14.0","38","2.72","28","3","4","1","1","1","4","0.29","2","0","1","0","1","0",
"Janis Antiste","frFRA","FW","Sassuolo","itSerie A","19","2002","0.6","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Waldemar Anton","deGER","DF","Stuttgart","deBundesliga","26","1996","32.6","39","1.20","28","4","2","5","0","0","5","0.15","3","0","0","2","0","0",
"Josep Antoni Gayá","esESP","DF,MF","Mallorca","esLa Liga","22","2000","1.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"José Antonio","esESP","MF,DF","Cádiz","esLa Liga","18","2004","0.5","1","1.91","1","0","0","0","0","0","1","1.91","1","0","0","0","0","0",
"Marcos Antônio","brBRA","MF","Lazio","itSerie A","22","2000","6.6","9","1.37","7","0","1","0","1","0","3","0.46","2","0","1","0","0","0",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","32","1990","20.3","39","1.92","24","0","7","3","5","0","9","0.44","6","0","3","0","0","0",
"Antony","brBRA","FW","Manchester Utd","engPremier League","22","2000","20.0","74","3.69","61","0","5","3","4","1","7","0.35","6","0","1","0","0","0",
"Valentin Antov","bgBUL","DF","Monza","itSerie A","21","2000","3.4","2","0.59","2","0","0","0","0","0","1","0.29","1","0","0","0","0","0",
"Christopher Antwi-Adjei","ghGHA","FW,MF","Bochum","deBundesliga","28","1994","22.0","79","3.59","46","16","5","3","9","0","12","0.54","7","1","2","0","2","0",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","27","1995","2.3","4","1.71","2","0","1","0","0","1","1","0.43","0","0","1","0","0","0",
"Houssem Aouar","dzALG","MF","Lyon","frLigue 1","24","1998","5.8","15","2.57","9","0","3","3","0","0","2","0.34","2","0","0","0","0","0",
"Adil Aouchiche","frFRA","MF","Lorient","frLigue 1","20","2002","2.8","5","1.80","3","0","0","1","0","1","0","0.00","0","0","0","0","0","0",
"Dennis Appiah","frFRA","DF,MF","Nantes","frLigue 1","30","1992","8.8","11","1.25","8","1","2","0","0","0","1","0.11","1","0","0","0","0","0",
"Stredair Appuah","frFRA","DF,MF","Nantes","frLigue 1","18","2004","0.7","6","8.18","5","0","1","0","0","0","1","1.36","1","0","0","0","0","0",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","26","1995","11.0","25","2.27","8","14","1","1","0","1","3","0.27","2","1","0","0","0","0",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","33","1989","5.5","10","1.83","10","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","23","1999","20.0","18","0.90","15","0","0","3","0","0","6","0.30","5","0","0","1","0","0",
"Cameron Archer","engENG","FW,MF","Aston Villa","engPremier League","21","2001","0.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Taïryk Arconte","frFRA","FW","Brest","frLigue 1","18","2003","1.4","3","2.11","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","29","1993","3.4","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Adu Ares","esESP","FW,MF","Athletic Club","esLa Liga","20","2001","0.9","12","13.01","7","0","2","1","2","0","0","0.00","0","0","0","0","0","0",
"Joe Aribo","ngNGA","MF,FW","Southampton","engPremier League","26","1996","13.6","27","1.99","23","0","1","1","1","1","2","0.15","1","0","1","0","0","0",
"Adam Armstrong","engENG","FW,MF","Southampton","engPremier League","25","1997","14.8","24","1.62","19","0","2","1","1","1","2","0.13","1","0","0","0","0","1",
"Stuart Armstrong","sctSCO","MF,FW","Southampton","engPremier League","30","1992","15.6","50","3.20","39","1","0","6","4","0","2","0.13","1","0","0","0","1","0",
"Marko Arnautović","atAUT","FW","Bologna","itSerie A","33","1989","17.0","44","2.58","36","0","3","2","3","0","5","0.29","3","0","1","0","1","0",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","28","1994","30.7","82","2.67","41","35","1","3","2","0","10","0.33","5","3","0","1","1","0",
"Mohamed El Arouch","frFRA","MF","Lyon","frLigue 1","18","2004","0.0","1","90.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Sergio Arribas","esESP","MF,FW","Real Madrid","esLa Liga","20","2001","0.2","3","14.21","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","27","1994","28.5","1","0.04","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Roberto Arroyo","esESP","MF","Valladolid","esLa Liga","18","2003","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Tolgay Arslan","deGER","MF","Udinese","itSerie A","31","1990","13.5","44","3.28","30","5","3","1","4","1","0","0.00","0","0","0","0","0","0",
"Ricard Artero","esESP","MF,FW","Girona","esLa Liga","19","2003","1.5","1","0.68","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Santiago Arzamendia","pyPAR","DF,MF","Cádiz","esLa Liga","24","1998","5.4","11","2.05","8","2","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Takuma Asano","jpJPN","FW,MF","Bochum","deBundesliga","27","1994","19.0","56","2.94","39","1","2","7","6","1","8","0.42","6","0","1","1","0","0",
"Santiago Ascacíbar","arARG","MF","Cremonese","itSerie A","25","1997","8.1","25","3.09","17","1","0","7","0","0","3","0.37","1","0","0","2","0","0",
"Sergio Asenjo","esESP","GK","Valladolid","esLa Liga","33","1989","10.0","2","0.20","1","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","26","1996","16.0","76","4.74","47","16","6","4","3","0","12","0.75","7","2","2","0","1","0",
"Kristoffer Askildsen","noNOR","MF","Lecce","itSerie A","21","2001","8.1","15","1.85","9","4","0","0","2","0","1","0.12","1","0","0","0","0","0",
"Fisnik Asllani","xkKVX","FW","Hoffenheim","deBundesliga","19","2002","1.9","8","4.29","6","0","0","0","1","1","1","0.54","1","0","0","0","0","0",
"Kristjan Asllani","alALB","MF","Inter","itSerie A","20","2002","6.6","22","3.36","11","9","1","0","1","0","1","0.15","1","0","0","0","0","0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","34","1987","31.9","141","4.42","110","8","5","8","9","1","8","0.25","8","0","0","0","0","0",
"Lorenz Assignon","tgTOG","DF","Rennes","frLigue 1","22","2000","2.9","4","1.37","3","1","0","0","0","0","1","0.34","1","0","0","0","0","0",
"Youcef Atal","dzALG","DF,MF","Nice","frLigue 1","26","1996","8.7","31","3.58","22","0","4","2","2","1","2","0.23","1","0","1","0","0","0",
"Valentin Atangana Edoa","frFRA","MF","Reims","frLigue 1","16","2005","1.9","5","2.60","4","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Chelsea","engPremier League","33","1989","6.2","8","1.30","6","0","0","2","0","0","0","0.00","0","0","0","0","0","0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Barcelona","esLa Liga","33","1989","0.1","1","10.00","0","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","25","1997","25.0","5","0.20","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","27","1994","34.0","77","2.26","54","16","2","1","3","1","7","0.21","6","1","0","0","0","0",
"Ludwig Augustinsson","seSWE","DF","Aston Villa","engPremier League","28","1994","0.9","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ludwig Augustinsson","seSWE","DF","Mallorca","esLa Liga","28","1994","1.5","2","1.36","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Carlos Augusto","brBRA","DF","Monza","itSerie A","23","1999","34.3","56","1.63","45","3","3","2","2","1","9","0.26","8","0","0","1","0","0",
"Serge Aurier","ciCIV","DF","Nott'ham Forest","engPremier League","29","1992","21.6","26","1.20","21","2","0","0","2","1","1","0.05","0","1","0","0","0","0",
"Mathias Autret","frFRA","MF,FW","Auxerre","frLigue 1","31","1991","14.3","54","3.77","35","12","3","3","0","1","7","0.49","3","2","0","2","0","0",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","28","1994","19.0","41","2.16","28","2","4","4","2","1","2","0.11","1","0","0","1","0","0",
"Cédric Avinel","gpGLP","DF","Ajaccio","frLigue 1","35","1986","19.9","3","0.15","1","1","0","1","0","0","1","0.05","0","0","0","1","0","0",
"Taiwo Awoniyi","ngNGA","FW","Nott'ham Forest","engPremier League","24","1997","15.6","25","1.60","18","0","2","2","2","1","4","0.26","2","0","1","1","0","0",
"Yasin Ayari","seSWE","MF","Brighton","engPremier League","18","2003","0.7","4","5.37","3","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Mehmet Aydin","deGER","DF,FW","Schalke 04","deBundesliga","20","2002","6.3","13","2.07","10","1","0","2","0","0","0","0.00","0","0","0","0","0","0",
"André Ayew","ghGHA","FW,MF","Nott'ham Forest","engPremier League","32","1989","3.5","3","0.86","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jordan Ayew","ghGHA","FW,MF","Crystal Palace","engPremier League","30","1991","30.2","78","2.59","53","0","9","6","7","3","8","0.27","5","0","1","1","1","0",
"Kaan Ayhan","trTUR","DF","Sassuolo","itSerie A","27","1994","6.1","5","0.83","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Luke Ayling","engENG","DF","Leeds United","engPremier League","30","1991","22.8","40","1.75","33","0","0","3","2","2","1","0.04","1","0","0","0","0","0",
"Ayman Azhil","maMAR","MF","Leverkusen","deBundesliga","21","2001","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
