Player,Nation,Position,Club,Leauge,Age,YearBorn,90s,SCA,SCA90,scLivePass,scDeadPass,scTake-on,scShots,scFouls,scDefense,GCA,GCA90,gcLivePass,gcDeadPass,gcTake-on,gcShots,gcFouls,gcDefense,Matches
"Francesco Acerbi","itITA","DF","Inter","itSerie A","36","1988","19.0","20","1.05","20","0","0","0","0","0","1","0.05","1","0","0","0","0","0",
"Joshua Acheampong","engENG","DF","Chelsea","engPremier League","18","2006","1.9","2","1.06","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Akor Adams","ngNGA","FW","Sevilla","esLa Liga","24","2000","1.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Akor Adams","ngNGA","FW","Montpellier","frLigue 1","24","2000","11.9","25","2.09","18","0","4","1","2","0","5","0.42","2","0","1","0","2","0",
"Che Adams","sctSCO","FW","Torino","itSerie A","28","1996","29.5","63","2.14","49","1","0","8","5","0","5","0.17","4","0","0","1","0","0",
"Tyler Adams","usUSA","MF","Bournemouth","engPremier League","25","1999","21.8","41","1.88","35","0","0","1","1","4","4","0.18","3","0","0","0","0","1",
"Junior Adamu","atAUT","FW","Freiburg","deBundesliga","23","2001","17.2","29","1.69","22","0","1","3","3","0","3","0.17","2","0","0","1","0","0",
"Tosin Adarabioyo","engENG","DF","Chelsea","engPremier League","26","1997","15.7","15","0.96","8","0","0","6","0","1","1","0.06","0","0","0","1","0","0",
"Martin Adeline","frFRA","MF","Reims","frLigue 1","20","2003","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Karim Adeyemi","deGER","FW,MF","Dortmund","deBundesliga","22","2002","15.9","57","3.58","35","1","12","6","2","1","11","0.69","7","0","3","1","0","0",
"Simon Adingra","ciCIV","FW,MF","Brighton","engPremier League","22","2002","12.2","47","3.86","33","0","6","8","0","0","7","0.57","5","0","1","1","0","0",
"Amine Adli","maMAR","MF,FW","Leverkusen","deBundesliga","24","2000","8.5","29","3.41","19","0","2","4","4","0","0","0.00","0","0","0","0","0","0",
"Yacine Adli","frFRA","MF","Fiorentina","itSerie A","24","2000","13.7","50","3.64","35","10","2","2","1","0","10","0.73","6","2","1","1","0","0",
"Adrián","esESP","GK","Betis","esLa Liga","37","1987","19.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Adryelson","brBRA","DF","Lyon","frLigue 1","26","1998","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Vasilije Adžić","meMNE","MF,FW","Juventus","itSerie A","18","2006","0.5","2","4.29","1","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Michel Aebischer","chSUI","MF","Bologna","itSerie A","27","1997","8.0","18","2.23","15","2","0","0","0","1","0","0.00","0","0","0","0","0","0",
"Oladapo Afolayan","engENG","FW,MF","St. Pauli","deBundesliga","26","1998","18.2","52","2.86","28","0","12","7","5","0","6","0.33","3","0","3","0","0","0",
"Emmanuel Agbadou","ciCIV","DF","Wolves","engPremier League","27","1997","15.7","17","1.09","15","2","0","0","0","0","3","0.19","2","1","0","0","0","0",
"Emmanuel Agbadou","ciCIV","DF","Reims","frLigue 1","27","1997","14.0","21","1.50","19","0","1","1","0","0","1","0.07","1","0","0","0","0","0",
"Asher Agbinone","engENG","MF","Crystal Palace","engPremier League","18","2005","0.1","1","15.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jeremy Agbonifo","seSWE","FW,MF","Lens","frLigue 1","18","2005","3.3","8","2.40","7","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Julen Agirrezabala","esESP","GK","Athletic Club","esLa Liga","23","2000","13.4","3","0.22","3","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Lucien Agoume","frFRA","MF","Sevilla","esLa Liga","22","2002","23.5","60","2.55","57","0","1","1","0","1","5","0.21","4","0","0","1","0","0",
"Felix Agu","ngNGA","DF","Werder Bremen","deBundesliga","24","1999","19.5","35","1.80","30","1","2","0","2","0","1","0.05","1","0","0","0","0","0",
"Álvaro Aguado","esESP","MF","Espanyol","esLa Liga","28","1996","4.9","16","3.25","13","1","1","1","0","0","1","0.20","1","0","0","0","0","0",
"Lorenzo Aguado","esESP","DF","Real Madrid","esLa Liga","21","2002","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nayef Aguerd","maMAR","DF","Real Sociedad","esLa Liga","28","1996","19.6","16","0.82","13","1","0","2","0","0","1","0.05","1","0","0","0","0","0",
"Ruben Aguilar","frFRA","DF,MF","Lens","frLigue 1","31","1993","12.5","26","2.08","24","0","0","2","0","0","5","0.40","4","0","0","1","0","0",
"Naouirou Ahamada","frFRA","MF,FW","Rennes","frLigue 1","22","2002","0.6","2","3.10","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Honest Ahanor","itITA","DF,MF","Genoa","itSerie A","16","2008","3.0","5","1.67","3","0","0","0","1","1","0","0.00","0","0","0","0","0","0",
"Erik Ahlstrand","seSWE","FW,MF","St. Pauli","deBundesliga","22","2001","0.5","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jean-Eudes Aholou","ciCIV","MF","Angers","frLigue 1","30","1994","21.8","33","1.52","21","0","2","4","3","3","1","0.05","0","0","0","0","1","0",
"Joseph Aidoo","ghGHA","DF","Valladolid","esLa Liga","28","1995","6.5","1","0.15","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","28","1995","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ayman Aiki","frFRA","FW,MF","Saint-Étienne","frLigue 1","19","2005","1.4","1","0.71","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ola Aina","ngNGA","DF","Nott'ham Forest","engPremier League","27","1996","33.3","62","1.86","49","5","3","1","3","1","4","0.12","3","0","0","0","0","1",
"Rayan Aït-Nouri","dzALG","DF","Wolves","engPremier League","23","2001","34.5","91","2.63","56","15","8","7","4","1","12","0.35","10","1","0","0","0","1",
"Junior Ajayi","ciCIV","FW","Hellas Verona","itSerie A","19","2004","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kristoffer Ajer","noNOR","DF","Brentford","engPremier League","26","1998","16.0","18","1.13","15","0","1","2","0","0","2","0.13","2","0","0","0","0","0",
"Ludovic Ajorque","frFRA","FW","Brest","frLigue 1","30","1994","27.7","60","2.17","49","0","2","5","2","2","8","0.29","3","0","1","3","1","0",
"Manuel Akanji","chSUI","DF","Manchester City","engPremier League","29","1995","22.4","37","1.65","37","0","0","0","0","0","3","0.13","3","0","0","0","0","0",
"Ümit Akdag","roROU","DF","Toulouse","frLigue 1","20","2003","5.6","5","0.90","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Nathan Aké","nlNED","DF","Manchester City","engPremier League","29","1995","7.5","8","1.06","8","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ilias Akhomach","maMAR","MF,FW","Villarreal","esLa Liga","20","2004","6.5","29","4.38","17","0","5","1","6","0","1","0.15","0","0","0","0","1","0",
"Sergio Akieme","esESP","DF","Reims","frLigue 1","26","1997","28.0","37","1.32","29","4","0","2","2","0","3","0.11","3","0","0","0","0","0",
"Maghnes Akliouche","frFRA","FW,MF","Monaco","frLigue 1","22","2002","26.7","119","4.45","87","3","12","6","8","3","19","0.71","17","0","0","2","0","0",
"Paul Akouokou","ciCIV","MF","Lyon","frLigue 1","26","1997","0.2","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Clément Akpa","ciCIV","DF","Auxerre","frLigue 1","22","2001","27.6","22","0.80","15","3","0","0","2","2","4","0.14","2","0","0","0","2","0",
"Jean-Daniel Akpa-Akpro","ciCIV","MF","Monza","itSerie A","31","1992","10.7","12","1.12","8","0","1","1","1","1","1","0.09","0","0","0","0","0","1",
"David Akpan Ankeye","ngNGA","FW,MF","Genoa","itSerie A","22","2002","0.5","1","2.00","0","0","0","0","1","0","1","2.00","0","0","0","0","1","0",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","29","1995","24.7","27","1.09","25","1","0","0","1","0","1","0.04","1","0","0","0","0","0",
"Chuba Akpom","engENG","FW","Lille","frLigue 1","28","1995","7.1","17","2.39","8","0","2","5","2","0","3","0.42","1","0","0","1","1","0",
"David Alaba","atAUT","DF","Real Madrid","esLa Liga","32","1992","3.5","2","0.57","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ibrahim Alani","ngNGA","MF","Valladolid","esLa Liga","18","2006","1.8","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Andreas Albers","dkDEN","FW","St. Pauli","deBundesliga","34","1990","0.7","2","2.95","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","38","1985","13.2","5","0.38","4","0","0","1","0","0","3","0.23","3","0","0","0","0","0",
"Carlos Alcaraz","arARG","MF","Southampton","engPremier League","21","2002","0.1","1","9.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Carlos Alcaraz","arARG","FW,MF","Everton","engPremier League","21","2002","8.5","33","3.89","24","2","3","3","1","0","6","0.71","5","0","0","1","0","0",
"Omar Alderete","pyPAR","DF","Getafe","esLa Liga","27","1996","33.0","37","1.12","28","1","1","5","1","1","4","0.12","2","0","0","1","1","0",
"Carles Aleñá","esESP","MF,FW","Getafe","esLa Liga","26","1998","5.0","8","1.60","7","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Carles Aleñá","esESP","MF,FW","Alavés","esLa Liga","26","1998","12.1","44","3.64","27","7","3","3","4","0","4","0.33","2","1","0","0","1","0",
"Ben Alexander Voll","deGER","GK","St. Pauli","deBundesliga","23","2000","1.0","1","0.99","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","25","1998","26.3","98","3.73","74","15","5","4","0","0","10","0.38","9","1","0","0","0","0",
"Alfon","esESP","FW,MF","Celta Vigo","esLa Liga","25","1999","15.2","59","3.87","32","0","12","9","6","0","7","0.46","4","0","0","2","1","0",
"Mohamed Ali Cho","frFRA","FW,MF","Nice","frLigue 1","20","2004","18.0","59","3.28","45","3","5","1","5","0","11","0.61","8","0","1","1","1","0",
"Faride Alidou","deGER","FW,MF","Hellas Verona","itSerie A","23","2001","0.8","2","2.54","1","0","1","0","0","0","0","0.00","0","0","0","0","0","0",
"Alisson","brBRA","GK","Liverpool","engPremier League","31","1992","27.9","7","0.25","7","0","0","0","0","0","1","0.04","1","0","0","0","0","0",
"Tadeo Allende","arARG","FW","Celta Vigo","esLa Liga","25","1999","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jim Allevinah","gaGAB","FW","Angers","frLigue 1","29","1995","19.4","39","2.00","25","1","3","6","3","1","7","0.36","4","0","0","2","1","0",
"Dele Alli","engENG","MF","Como","itSerie A","28","1996","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Thiago Almada","arARG","MF,FW","Lyon","frLigue 1","23","2001","10.6","52","4.92","39","8","1","3","1","0","11","1.04","10","0","0","0","1","0",
"Domingos André Ribeiro Almeida","ptPOR","MF,FW","Valencia","esLa Liga","24","2000","22.0","86","3.92","54","17","1","3","9","2","6","0.27","5","1","0","0","0","0",
"Iker Almena","esESP","FW,DF","Girona","esLa Liga","20","2004","0.5","3","5.63","2","0","1","0","0","0","2","3.75","1","0","1","0","0","0",
"Miguel Almirón","pyPAR","FW","Newcastle Utd","engPremier League","30","1994","1.7","8","4.59","6","0","1","1","0","0","0","0.00","0","0","0","0","0","0",
"Pontus Almqvist","seSWE","FW,MF","Parma","itSerie A","25","1999","12.4","26","2.10","15","0","5","3","3","0","2","0.16","2","0","0","0","0","0",
"Marcos Alonso","esESP","DF","Celta Vigo","esLa Liga","33","1990","29.4","46","1.56","38","3","1","3","0","1","6","0.20","6","0","0","0","0","0",
"Giorgio Altare","itITA","DF","Venezia","itSerie A","25","1998","8.4","5","0.60","3","0","1","0","0","1","0","0.00","0","0","0","0","0","0",
"Adrià Altimira","esESP","DF,FW","Leganés","esLa Liga","23","2001","18.1","21","1.16","14","1","1","0","5","0","1","0.06","1","0","0","0","0","0",
"Sergi Altimira","esESP","MF","Betis","esLa Liga","22","2001","21.9","52","2.37","40","0","3","2","1","6","1","0.05","1","0","0","0","0","0",
"Olabade Aluko","","DF","Leicester City","engPremier League","","","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Edson Álvarez","mxMEX","MF","West Ham","engPremier League","26","1997","19.7","28","1.42","24","0","2","1","1","0","2","0.10","2","0","0","0","0","0",
"Hugo Álvarez","esESP","MF,DF","Celta Vigo","esLa Liga","21","2003","17.5","46","2.63","38","0","5","3","0","0","9","0.52","7","0","2","0","0","0",
"Julián Álvarez","arARG","FW","Atlético Madrid","esLa Liga","24","2000","27.9","108","3.87","76","9","9","9","2","3","15","0.54","10","1","0","3","0","1",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","29","1995","19.8","18","0.91","15","0","0","0","0","3","2","0.10","2","0","0","0","0","0",
"Skelly Alvero","frFRA","MF","Werder Bremen","deBundesliga","22","2002","2.6","2","0.76","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Will Alves","engENG","FW","Leicester City","engPremier League","19","2005","0.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Selim Amallah","maMAR","MF","Valladolid","esLa Liga","27","1996","15.3","32","2.09","16","8","6","1","0","1","1","0.07","1","0","0","0","0","0",
"Harry Amass","engENG","DF","Manchester Utd","engPremier League","17","2007","3.8","8","2.08","7","0","0","1","0","0","0","0.00","0","0","0","0","0","0",
"Amath","snSEN","FW,DF","Valladolid","esLa Liga","28","1996","4.2","13","3.11","10","0","2","1","0","0","1","0.24","1","0","0","0","0","0",
"Jordan Amavi","frFRA","DF","Brest","frLigue 1","30","1994","8.8","14","1.59","13","0","0","1","0","0","1","0.11","1","0","0","0","0","0",
"Aurele Amenda","chSUI","DF","Eint Frankfurt","deBundesliga","21","2003","1.1","2","1.86","2","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kelvin Amian","frFRA","DF","Nantes","frLigue 1","26","1998","24.1","38","1.58","26","7","1","1","2","1","1","0.04","1","0","0","0","0","0",
"Michael Amir Murillo","paPAN","DF","Marseille","frLigue 1","28","1996","27.1","47","1.74","39","2","3","2","0","1","6","0.22","5","0","1","0","0","0",
"Nadiem Amiri","deGER","MF","Mainz 05","deBundesliga","27","1996","27.5","119","4.33","74","30","6","5","3","1","15","0.55","13","0","0","2","0","0",
"Samuel Amo-Ameyaw","engENG","FW,DF","Southampton","engPremier League","18","2006","0.3","2","6.43","1","0","0","0","1","0","0","0.00","0","0","0","0","0","0",
"Samuel Amo-Ameyaw","engENG","DF,MF","Strasbourg","frLigue 1","18","2006","3.6","14","3.93","9","1","2","2","0","0","1","0.28","1","0","0","0","0","0",
"Mathis Amougou","frFRA","MF","Chelsea","engPremier League","18","2006","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mathis Amougou","frFRA","MF","Saint-Étienne","frLigue 1","18","2006","9.5","17","1.78","14","0","2","1","0","0","0","0.00","0","0","0","0","0","0",
"Mohamed Amoura","dzALG","FW","Wolfsburg","deBundesliga","24","2000","27.4","80","2.92","56","2","6","10","4","2","13","0.47","12","0","1","0","0","0",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","27","1996","2.0","4","2.00","4","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","28","1996","1.0","1","1.00","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Joachim Andersen","dkDEN","DF","Fulham","engPremier League","28","1996","28.7","35","1.23","27","1","0","7","0","0","2","0.07","1","1","0","0","0","0",
"Elliot Anderson","engENG","MF","Nott'ham Forest","engPremier League","21","2002","30.3","87","2.87","43","20","7","8","4","5","10","0.33","4","3","0","1","1","1",
"André","brBRA","MF","Wolves","engPremier League","23","2001","27.5","49","1.78","41","3","1","0","0","4","3","0.11","2","1","0","0","0","0",
"Benjamin André","frFRA","MF","Lille","frLigue 1","33","1990","29.9","53","1.77","46","0","0","2","4","1","9","0.30","6","0","0","2","1","0",
"Marcos André","brBRA","FW","Valladolid","esLa Liga","27","1996","13.2","19","1.44","15","0","3","0","1","0","1","0.08","1","0","0","0","0","0",
"Robert Andrich","deGER","MF,DF","Leverkusen","deBundesliga","29","1994","17.8","33","1.86","25","0","1","5","1","1","4","0.23","3","0","0","1","0","0",
"Angeliño","esESP","DF","Roma","itSerie A","27","1997","35.3","89","2.52","68","14","2","1","4","0","7","0.20","6","0","0","0","1","0",
"Lorenzo Anghelè","itITA","FW","Juventus","itSerie A","19","2005","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Faustino Anjorin","engENG","MF","Empoli","itSerie A","22","2001","12.4","32","2.59","24","1","3","1","2","1","5","0.40","4","0","0","0","0","1",
"Waldemar Anton","deGER","DF","Dortmund","deBundesliga","28","1996","21.7","41","1.90","32","0","6","2","0","1","5","0.23","4","0","0","1","0","0",
"Leandro Antonetti","prPUR","FW","Sevilla","esLa Liga","21","2003","0.3","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kyllian Antonio","frFRA","DF,MF","Lens","frLigue 1","16","2008","1.5","1","0.65","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","34","1990","9.3","22","2.37","14","0","1","5","1","1","4","0.43","0","0","0","4","0","0",
"Antoniu","esESP","FW,MF","Espanyol","esLa Liga","21","2002","11.4","24","2.11","11","0","6","0","5","2","1","0.09","1","0","0","0","0","0",
"Antony","brBRA","DF,MF","Manchester Utd","engPremier League","24","2000","1.6","8","5.11","6","0","1","0","1","0","0","0.00","0","0","0","0","0","0",
"Antony","brBRA","FW","Betis","esLa Liga","24","2000","15.1","77","5.09","61","4","5","4","3","0","9","0.60","6","0","1","2","0","0",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","29","1995","19.1","25","1.31","17","1","2","0","5","0","4","0.21","1","0","2","0","1","0",
"Dennis Appiah","frFRA","DF","Saint-Étienne","frLigue 1","32","1992","23.6","38","1.61","32","3","2","0","0","1","3","0.13","2","1","0","0","0","0",
"Aritz Arambarri","esESP","DF","Leganés","esLa Liga","26","1998","2.0","1","0.51","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","28","1995","29.6","54","1.83","34","0","3","6","9","2","3","0.10","1","0","0","2","0","0",
"Jon Aramburu","veVEN","DF","Real Sociedad","esLa Liga","22","2002","27.3","33","1.21","26","3","1","0","1","2","2","0.07","2","0","0","0","0","0",
"Julian Araujo","mxMEX","DF","Bournemouth","engPremier League","22","2001","5.5","5","0.91","5","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","25","1999","8.4","12","1.43","11","0","0","1","0","0","2","0.24","1","0","0","1","0","0",
"Cameron Archer","engENG","FW","Southampton","engPremier League","23","2001","16.0","20","1.25","10","0","4","5","1","0","0","0.00","0","0","0","0","0","0",
"Carlens Arcus","htHAI","DF","Angers","frLigue 1","28","1996","22.7","37","1.63","32","1","1","0","1","2","3","0.13","2","0","0","0","1","0",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","31","1993","25.1","3","0.12","2","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Adu Ares","esESP","FW","Athletic Club","esLa Liga","22","2001","0.2","1","4.74","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Jesús Areso","esESP","DF","Osasuna","esLa Liga","25","1999","34.2","73","2.13","55","12","2","1","3","0","9","0.26","7","2","0","0","0","0",
"David Argüelles","esESP","MF","Getafe","esLa Liga","22","2002","0.1","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Joe Aribo","ngNGA","MF,DF","Southampton","engPremier League","28","1996","22.4","37","1.66","32","0","2","1","2","0","1","0.04","1","0","0","0","0","0",
"Adam Armstrong","engENG","FW,MF","Southampton","engPremier League","27","1997","13.9","19","1.37","12","1","2","4","0","0","4","0.29","1","0","0","3","0","0",
"Harrison Armstrong","engENG","MF","Everton","engPremier League","17","2007","0.5","1","1.87","1","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"José Arnaiz","esESP","FW,MF","Osasuna","esLa Liga","29","1995","1.5","9","6.04","6","1","0","1","1","0","0","0.00","0","0","0","0","0","0",
"Hákon Arnar Haraldsson","isISL","MF,FW","Lille","frLigue 1","21","2003","19.5","70","3.59","49","12","1","4","3","1","7","0.36","5","1","0","1","0","0",
"Marko Arnautović","atAUT","FW","Inter","itSerie A","35","1989","6.1","15","2.46","15","0","0","0","0","0","2","0.33","2","0","0","0","0","0",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","30","1994","26.2","83","3.17","47","31","1","1","3","0","10","0.38","3","7","0","0","0","0",
"Jann-Fiete Arp","deGER","FW,MF","Holstein Kiel","deBundesliga","24","2000","7.9","33","4.17","18","4","2","3","5","1","3","0.38","1","1","0","1","0","0",
"Sergio Arribas","esESP","DF","Betis","esLa Liga","21","2003","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Kepa Arrizabalaga","esESP","GK","Bournemouth","engPremier League","29","1994","31.0","4","0.13","2","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Arthur","brBRA","DF","Leverkusen","deBundesliga","21","2003","8.4","7","0.84","7","0","0","0","0","0","1","0.12","1","0","0","0","0","0",
"Takuma Asano","jpJPN","FW,MF","Mallorca","esLa Liga","29","1994","11.7","22","1.88","16","0","2","2","2","0","2","0.17","2","0","0","0","0","0",
"Raúl Asencio","esESP","DF","Real Madrid","esLa Liga","21","2003","18.6","12","0.65","11","0","1","0","0","0","1","0.05","1","0","0","0","0","0",
"Marco Asensio","esESP","MF","Aston Villa","engPremier League","28","1996","8.3","35","4.24","22","7","1","1","3","1","3","0.36","2","0","0","1","0","0",
"Marco Asensio","esESP","FW,MF","Paris S-G","frLigue 1","28","1996","6.9","37","5.39","27","2","2","6","0","0","7","1.02","7","0","0","0","0","0",
"Kristjan Asllani","alALB","MF","Inter","itSerie A","22","2002","11.0","31","2.82","23","6","0","1","1","0","3","0.27","2","1","0","0","0","0",
"Iago Aspas","esESP","FW,MF","Celta Vigo","esLa Liga","36","1987","19.4","74","3.82","66","1","2","3","2","0","13","0.67","11","0","0","1","1","0",
"Yaser Asprilla","coCOL","FW,MF","Girona","esLa Liga","20","2003","15.6","61","3.91","45","7","7","1","1","0","7","0.45","5","2","0","0","0","0",
"Lorenz Assignon","tgTOG","DF,MF","Rennes","frLigue 1","24","2000","26.2","67","2.56","52","7","3","3","1","1","10","0.38","7","0","0","2","1","0",
"Dehmaine Assoumani","frFRA","MF,FW","Nantes","frLigue 1","19","2005","1.1","7","6.36","5","2","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Valentin Atangana Edoa","frFRA","MF","Reims","frLigue 1","18","2005","31.7","49","1.55","33","0","3","5","4","4","1","0.03","1","0","0","0","0","0",
"Arthur Atta","frFRA","MF,FW","Udinese","itSerie A","21","2003","13.9","46","3.31","40","2","1","2","1","0","2","0.14","0","0","0","2","0","0",
"Noah Atubolu","deGER","GK","Freiburg","deBundesliga","22","2002","25.6","6","0.23","5","1","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Emil Audero","idIDN","GK","Como","itSerie A","27","1997","8.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
"Tommaso Augello","itITA","DF","Cagliari","itSerie A","29","1994","30.1","73","2.42","48","21","3","1","0","0","11","0.36","10","1","0","0","0","0",
"Carlos Augusto","brBRA","DF","Inter","itSerie A","25","1999","18.8","24","1.28","18","1","0","1","2","2","3","0.16","2","0","0","1","0","0",
"Yann Aurel Bisseck","deGER","DF","Inter","itSerie A","23","2000","18.3","20","1.10","16","0","0","2","1","1","4","0.22","4","0","0","0","0","0",
"Brandon Austin","engENG","GK","Tottenham","engPremier League","25","1999","1.0","0","0.00","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0",
