Name,Value,Fee,From,Direction
"Marvin Friedrich","€3.00m","€2.50m","Union Berlin","Joined"
"Michael Gregoritsch","€7.00m","Loan fee:€500k","FC Schalke 04","Joined"
"Dong-won Ji","€1.75m","free transfer","Mainz","Joined"
"Konstantinos Stafylidis","€3.00m","free transfer","Hoffenheim","Joined"
"Ja-cheol Koo","€3.50m","free transfer","Al-Gharafa","Joined"
"Takashi Usami","€1.50m","?","Gamba Osaka","Joined"
"Julian Günther-Schmidt","€250k","?","Carl Zeiss Jena","Joined"
"Mads Pedersen","€900k","loan transfer","FC Zürich","Joined"
"Tim Rieder","€300k","loan transfer","1860 Munich","Joined"
"Felix Schwarzholz","€100k","-","FC Augsburg II","Joined"
"Kilian Jakob","€200k","-","FC Augsburg II","Joined"
"Christoph Janker","€100k","-","Retired","Joined"
"Jan-Ingwer Callsen-Bracker","-","-","Retired","Joined"
"Caiuby","€500k","-","Without Club","Joined"
"Reece Oxford","€4.00m","End of loanJun 30, 2019","West Ham","Joined"
"Gregor Kobel","€6.00m","End of loanJun 30, 2019","Hoffenheim","Joined"
"Sebastiaan Bornauw","€4.00m","€8.25m","RSC Anderlecht","Left"
"Ellyes Skhiri","€12.00m","€6.00m","Montpellier","Left"
"Birger Verstraete","€4.00m","€4.00m","KAA Gent","Left"
"Kingsley Ehizibue","€2.00m","€2.00m","PEC Zwolle","Left"
"Julian Krahl","€200k","free transfer","Leipzig","Left"
"Kingsley Schindler","€3.00m","free transfer","Holstein Kiel","Left"
"Elvis Rexhbecaj","€5.00m","loan transfer","Wolfsburg","Left"
"Mark Uth","€5.50m","loan transfer","FC Schalke 04","Left"
"Toni Leistner","€2.50m","loan transfer","QPR","Left"
"Noah Katterbach","€100k","-","1.FC Köln U19","Left"
"Tomas Ostrák","€100k","-","1.FC Köln U19","Left"
"Darko Churlinov","-","-","1.FC Köln U19","Left"
"Ismail Jakobs","€50k","-","1.FC Köln II","Left"
"Jan Thielmann","€250k","-","1.FC Köln U19","Left"
"Serhou Guirassy","€3.50m","End of loanJun 30, 2019","Amiens SC","Left"
"Yann Bisseck","€250k","End of loanAug 21, 2019","Holstein Kiel","Left"
"João Queirós","€800k","End of loanJun 30, 2019","Sporting CP U23","Left"
"Tim Handwerker","€1.00m","End of loanJun 30, 2019","FC Groningen","Left"
"Serhou Guirassy","€3.50m","€6.00m","Amiens SC","Joined"
"Matthias Bader","€500k","€450k","Darmstadt 98","Joined"
"Tim Handwerker","€1.00m","€300k","1.FC Nuremberg","Joined"
"Jannes Horn","€2.50m","Loan fee:€100k","Hannover 96","Joined"
"Johannes Geis","€2.00m","free transfer","1.FC Nuremberg","Joined"
"Chris Führich","€150k","free transfer","B. Dortmund II","Joined"
"Louis Schaub","€4.00m","loan transfer","Hamburg","Joined"
"Frederik Sørensen","€1.50m","loan transfer","Young Boys","Joined"
"Darko Churlinov","€400k","?","Stuttgart","Joined"
"Nikolas Nartey","€300k","?","Stuttgart","Joined"
"Vincent Koziello","€1.50m","loan transfer","Paris FC","Joined"
"Salih Özcan","€2.00m","loan transfer","Holstein Kiel","Joined"
"Lasse Sobiech","€1.20m","loan transfer","Mouscron","Joined"
"Yann Bisseck","€250k","loan transfer","Roda JC","Joined"
"João Queirós","€800k","loan transfer","Willem II","Joined"
"Tomas Ostrák","€100k","loan transfer","TSV Hartberg","Joined"
"Jan-Christoph Bartels","€250k","loan transfer","Wehen Wiesbaden","Joined"
"Matthias Lehmann","-","-","Retired","Joined"
"Samúel Fridjónsson","€500k","€400k","Vålerenga","Left"
"Dennis Srbeny","€1.00m","€200k","Norwich","Left"
"Rifet Kapic","€650k","€150k","Grasshoppers","Left"
"Abdelhamid Sabiri","€1.50m","free transfer","Huddersfield","Left"
"Luca Kilian","€125k","free transfer","B. Dortmund II","Left"
"Jan-Luca Rumpf","-","free transfer","Spfr. Siegen","Left"
"Cauly","€1.00m","free transfer","MSV Duisburg","Left"
"Johannes Dörfler","€250k","free transfer","KFC Uerdingen","Left"
"Marcel Hilßner","€400k","free transfer","Hansa Rostock","Left"
"Streli Mamba","€550k","free transfer","Energie Cottbus","Left"
"Antony Evans","-","?","Everton U23","Left"
"Jannik Huth","€300k","?","Mainz","Left"
"Laurent Jans","€700k","loan transfer","FC Metz","Left"
"Gerrit Holtmann","€1.50m","loan transfer","Mainz","Left"
"Dennis Jastrzembski","€500k","loan transfer","Hertha BSC","Left"
"Adrian Oeynhausen","-","-","Paderborn U19","Left"
"Sergio Gucciardo","€100k","End of loanAug 27, 2019","Alem. Aachen","Left"
"Felix Drinkuth","€200k","End of loanJun 30, 2019","SF Lotte","Left"
"Julius Düker","€250k","End of loanJun 30, 2019","E. Braunschweig","Left"
"Phillip Tietz","€350k","End of loanJun 30, 2019","Carl Zeiss Jena","Left"
"Luca Pfeiffer","€200k","End of loanJun 30, 2019","VfL Osnabrück","Left"
"Philipp Klement","€2.50m","€2.50m","Stuttgart","Joined"
"Bernard Tekpetey","€2.50m","€2.50m","FC Schalke 04","Joined"
"Cauly","€1.50m","€600k","Ludogorets","Joined"
"Luca Pfeiffer","€200k","€200k","Würzb. Kickers","Joined"
"Julius Düker","€250k","free transfer","SV Meppen","Joined"
"Mohammed Kamara","€100k","free transfer","LA Galaxy II","Joined"
"Sascha Heil","€100k","free transfer","FC Gießen","Joined"
"Tobias Schwede","€450k","free transfer","Wehen Wiesbaden","Joined"
"Olivér Schindler","€100k","free transfer","SV Lippstadt 08","Joined"
"Khiry Shelton","€500k","free transfer","Kansas City","Joined"
"Michael Ratajczak","€100k","free transfer","Hannover 96","Joined"
"Babacar Gueye","€600k","free transfer","Karlsruher SC","Joined"
"Lukas Boeder","€350k","free transfer","MSV Duisburg","Joined"
"Felix Herzenbruch","€150k","free transfer","RW Essen","Joined"
"Sergio Gucciardo","€100k","loan transfer","SV Lippstadt 08","Joined"
"Sergio Gucciardo","€100k","loan transfer","Alem. Aachen","Joined"
"Phillip Tietz","€350k","?","Wehen Wiesbaden","Joined"
"Felix Drinkuth","€200k","loan transfer","Hallescher FC","Joined"
"Marcel Hilßner","€400k","loan transfer","Hallescher FC","Joined"
"Johannes Dörfler","€250k","loan transfer","FSV Zwickau","Joined"
"Leon Fesser","€100k","-","Retired","Joined"
"Massih Wassey","€200k","-","SC Paderborn II","Joined"
"Robert Andrich","€600k","€3.15m","Heidenheim","Left"
"Marvin Friedrich","€3.00m","€2.50m","Augsburg","Left"
"Anthony Ujah","€1.50m","€2.00m","Mainz","Left"
"Marcus Ingvartsen","€1.50m","€1.50m","Genk","Left"
"Suleiman Abdullahi","€2.00m","€500k","E. Braunschweig","Left"
"Marius Bülter","€400k","Loan fee:€400k","1.FC Magdeburg","Left"
"Neven Subotic","€4.00m","free transfer","Saint-Étienne","Left"
"Sheraldo Becker","€1.25m","free transfer","ADO Den Haag","Left"
"Christian Gentner","€1.50m","free transfer","Stuttgart","Left"
"Florian Flecker","€900k","free transfer","TSV Hartberg","Left"
"Julius Kade","€400k","free transfer","Hertha BSC","Left"
"Manuel Schmiedebach","€1.00m","?","Hannover 96","Left"
"Moritz Nicolas","€150k","loan transfer","Mönchengladbach","Left"
"Yunus Mallı","€3.50m","loan transfer","Wolfsburg","Left"
"Keven Schlotterbeck","€1.00m","loan transfer","Freiburg","Left"
"Leo Oppermann","-","-","U. Berlin U19","Left"
"Maurice Opfermann Arcones","-","-","U. Berlin U19","Left"
"Laurenz Dehl","-","-","U. Berlin U19","Left"
"Lennart Moser","€100k","End of loanJan 20, 2020","Energie Cottbus","Left"
"Lars Dietz","€250k","End of loanJun 30, 2019","SF Lotte","Left"
"Peter Kurzweg","€250k","End of loanJun 30, 2019","Würzb. Kickers","Left"
"Cihan Kahraman","€150k","End of loanJun 30, 2019","U. Fürstenwalde","Left"
"Marvin Friedrich","€3.00m","€1.00m","Augsburg","Joined"
"Marcel Hartel","€1.25m","€250k","Arm. Bielefeld","Joined"
"Eroll Zejnullahu","€300k","free transfer","Carl Zeiss Jena","Joined"
"Cihan Kahraman","€150k","free transfer","Berliner AK","Joined"
"Lennart Moser","€100k","loan transfer","Energie Cottbus","Joined"
"Lennard Maloney","€150k","loan transfer","Chemnitzer FC","Joined"
"Peter Kurzweg","€250k","?","FC Ingolstadt","Joined"
"Lars Dietz","€250k","loan transfer","Viktoria Köln","Joined"
"Nicolai Rapp","€600k","loan transfer","Darmstadt 98","Joined"
"Berkan Taz","€125k","loan transfer","Energie Cottbus","Joined"
"Lennart Moser","€100k","loan transfer","Cercle Brugge","Joined"
"Marc Torrejón","-","-","Retired","Joined"
"Fabian Schönheim","€200k","-","Without Club","Joined"
"Carlos Mané","€1.75m","End of loanJun 30, 2019","Sporting","Joined"
"Robert Zulj","€1.50m","End of loanJun 30, 2019","Hoffenheim","Joined"
"Suleiman Abdullahi","€2.00m","End of loanJun 30, 2019","E. Braunschweig","Joined"
"Manuel Schmiedebach","€1.00m","End of loanJun 30, 2019","Hannover 96","Joined"
"Leroy Sané","€80.00m","€49.00m","Man City","Left"
"Marc Roca","€16.00m","€9.00m","Espanyol","Left"
"Bouna Sarr","€9.00m","€8.00m","Marseille","Left"
"Eric-Maxim Choupo-Moting","€4.00m","free transfer","PSG","Left"
"Alexander Nübel","€9.50m","free transfer","FC Schalke 04","Left"
"Tanguy Nianzou","€11.00m","free transfer","PSG","Left"
"Douglas Costa","€20.00m","loan transfer","Juventus","Left"
"Tiago Dantas","€1.30m","loan transfer","Benfica","Left"
"Chris Richards","€1.80m","-","FC Bayern II","Left"
"Jamal Musiala","€1.00m","-","FC Bayern U19","Left"
"Joshua Zirkzee","€6.30m","-","FC Bayern II","Left"
"Adrian Fein","€5.00m","End of loanJun 30, 2020","Hamburg","Left"
"Thiago Alcántara","€48.00m","€22.00m","Liverpool","Joined"
"Chris Richards","€5.00m","Loan fee:€250k","Hoffenheim","Joined"
"Sven Ulreich","€3.00m","free transfer","Hamburg","Joined"
"Adrian Fein","€5.00m","loan transfer","PSV","Joined"
"Christian Früchtl","€700k","loan transfer","1.FC Nuremberg","Joined"
"Lukas Mai","€1.80m","loan transfer","Darmstadt 98","Joined"
"Joshua Zirkzee","€9.00m","loan transfer","Parma","Joined"
"Michaël Cuisance","€10.00m","loan transfer","Marseille","Joined"
"Fiete Arp","€2.00m","-","FC Bayern II","Joined"
"Douglas Costa","€12.00m","End of loanMay 20, 2021","Juventus","Joined"
"Álvaro Odriozola","€16.00m","End of loanAug 24, 2020","Real Madrid","Joined"
"Philippe Coutinho","€56.00m","End of loanAug 31, 2020","Barcelona","Joined"
"Ivan Perišić","€17.50m","End of loanAug 31, 2020","Inter","Joined"
"Jude Bellingham","€11.00m","€30.15m","Birmingham","Left"
"Emre Can","€24.00m","€25.00m","Juventus","Left"
"Thomas Meunier","€24.00m","free transfer","PSG","Left"
"Reinier","€22.50m","loan transfer","Real Madrid","Left"
"Steffen Tigges","€175k","-","B. Dortmund II","Left"
"Youssoufa Moukoko","-","-","B. Dortmund U19","Left"
"Immanuel Pherai","-","-","B. Dortmund U19","Left"
"Marius Wolf","€6.50m","End of loanJun 30, 2020","Hertha BSC","Left"
"Ömer Toprak","€3.50m","End of loanJul 7, 2020","Werder Bremen","Left"
"André Schürrle","€4.50m","End of loanJun 30, 2020","Spartak Moscow","Left"
"Felix Passlack","€1.30m","End of loanJun 30, 2020","Fortuna Sittard","Left"
"Dzenis Burnic","€900k","End of loanJun 30, 2020","Dynamo Dresden","Left"
"Ömer Toprak","€3.50m","€4.00m","Werder Bremen","Joined"
"Leonardo Balerdi","€7.20m","Loan fee:€1.00m","Marseille","Joined"
"Dzenis Burnic","€900k","€500k","Heidenheim","Joined"
"Mario Götze","€10.50m","free transfer","PSV","Joined"
"Eric Oelschlägel","€250k","free transfer","Utrecht","Joined"
"Marius Wolf","€6.50m","loan transfer","1.FC Köln","Joined"
"Immanuel Pherai","€800k","loan transfer","PEC Zwolle","Joined"
"André Schürrle","-","-","Retired","Joined"
"Achraf Hakimi","€54.00m","End of loanJun 30, 2020","Real Madrid","Joined"
"Emre Can","€24.00m","End of loanJun 30, 2020","Juventus","Joined"
"Dominik Szoboszlai","€25.00m","€36.00m","Salzburg","Left"
"Alexander Sørloth","€20.00m","€20.00m","Crystal Palace","Left"
"Hee-chan Hwang","€10.00m","€12.00m","Salzburg","Left"
"Josep Martínez","€2.30m","€2.50m","UD Las Palmas","Left"
"Justin Kluivert","€20.00m","Loan fee:€1.00m","Roma","Left"
"Lazar Samardžić","€1.50m","€500k","Hertha BSC U19","Left"
"Benjamin Henrichs","€12.00m","loan transfer","Monaco","Left"
"Dennis Borkowski","-","-","RB Leipzig U19","Left"
"Eric Martel","-","-","RB Leipzig U19","Left"
"Tim Schreiber","-","-","RB Leipzig U19","Left"
"Jean-Kévin Augustin","€9.50m","End of loanJun 30, 2020","Leeds","Left"
"Timo Werner","€64.00m","€53.00m","Chelsea","Joined"
"Jean-Kévin Augustin","€9.50m","€21.00m","Leeds","Joined"
"Ademola Lookman","€10.00m","Loan fee:€2.00m","Fulham","Joined"
"Hannes Wolf","€11.00m","Loan fee:€1.50m","Mönchengladbach","Joined"
"Malik Talabidi","€150k","?","FC Wil 1900","Joined"
"Yvon Mvogo","€2.40m","loan transfer","PSV","Joined"
"Tim Schreiber","€100k","loan transfer","Hallescher FC","Joined"
"Dennis Borkowski","€300k","loan transfer","1.FC Nuremberg","Joined"
"Eric Martel","-","loan transfer","Austria Vienna","Joined"
"Tom Krauß","€300k","loan transfer","1.FC Nuremberg","Joined"
"Frederik Jäkel","€150k","loan transfer","KV Oostende","Joined"
"Ethan Ampadu","€9.00m","End of loanJun 30, 2020","Chelsea","Joined"
"Patrik Schick","€25.00m","End of loanAug 24, 2020","Roma","Joined"
"Manu Koné","€5.00m","€9.00m","Toulouse","Left"
"Joe Scally","€2.00m","€1.80m","New York City","Left"
"Hannes Wolf","€11.00m","Loan fee:€1.50m","Leipzig","Left"
"Valentino Lazaro","€15.00m","Loan fee:€1.20m","Inter","Left"
"Jan Olschowsky","€100k","-","M'gladbach II","Left"
"Famana Quizera","-","-","M'gladbach U19","Left"
"Kaan Kurt","€200k","-","M'gladbach II","Left"
"Rocco Reitz","-","-","M'gladbach U19","Left"
"Jordan Beyer","€2.30m","End of loanJun 30, 2020","Hamburg","Left"
"Julio Villalba","€400k","End of loanJul 31, 2020","SCR Altach","Left"
"Andreas Poulsen","€1.00m","End of loanJul 31, 2020","Austria Vienna","Left"
"Michael Lang","€950k","End of loanJul 7, 2020","Werder Bremen","Left"
"Moritz Nicolas","€250k","End of loanAug 14, 2020","Union Berlin","Left"
"Tobias Strobl","€3.50m","free transfer","Augsburg","Joined"
"Manu Koné","€5.00m","loan transfer","Toulouse","Joined"
"Andreas Poulsen","€1.00m","loan transfer","Austria Vienna","Joined"
"László Bénes","€6.00m","loan transfer","Augsburg","Joined"
"Keanan Bennetts","€1.30m","loan transfer","Ipswich","Joined"
"Moritz Nicolas","€250k","loan transfer","VfL Osnabrück","Joined"
"Raffael","-","-","Without Club","Joined"
"Fabian Johnson","€1.60m","-","Retired","Joined"
"Patrik Schick","€25.00m","€26.50m","Roma","Left"
"Jeremie Frimpong","€4.00m","€11.00m","Celtic","Left"
"Santiago Arias","€12.00m","Loan fee:€3.00m","Atlético","Left"
"Demarai Gray","€12.00m","€2.00m","Leicester","Left"
"Lennart Grill","€1.50m","€2.00m","1.FC K'lautern","Left"
"Timothy Fosu-Mensah","€4.00m","€1.70m","Man Utd","Left"
"Florian Wirtz","-","-","Leverkusen U19","Left"
"Ayman Azhil","-","-","Leverkusen U19","Left"
"Emrehan Gedikli","-","-","Leverkusen U17","Left"
"Cem Türkmen","-","-","Leverkusen U19","Left"
"Panagiotis Retsos","€8.00m","End of loanJun 30, 2020","Sheff Utd","Left"
"Joel Pohjanpalo","€800k","End of loanJun 30, 2020","Hamburg","Left"
"Tin Jedvaj","€7.00m","End of loanJun 30, 2020","Augsburg","Left"
"Kai Havertz","€81.00m","€100.00m","Chelsea","Joined"
"Kevin Volland","€28.00m","€11.00m","Monaco","Joined"
"Adrian Stanilewicz","€200k","free transfer","Darmstadt 98","Joined"
"Panagiotis Retsos","€8.00m","loan transfer","Saint-Étienne","Joined"
"Ayman Azhil","-","loan transfer","RKC Waalwijk","Joined"
"Joel Pohjanpalo","€2.00m","loan transfer","Union Berlin","Joined"
"Ramazan Özcan","-","-","Retired","Joined"
"Mijat Gacinovic","€7.00m","€3.00m","Frankfurt","Left"
"Georginio Rutter","€1.50m","€750k","Stade Rennais","Left"
"Chris Richards","€5.00m","Loan fee:€250k","Bayern Munich","Left"
"Sebastian Rudy","€4.50m","loan transfer","FC Schalke 04","Left"
"Ryan Sessegnon","€25.00m","loan transfer","Tottenham","Left"
"João Klauss","€2.00m","-","Hoffenheim II","Left"
"Luca Philipp","€50k","-","Hoffenheim II","Left"
"Marco John","-","-","Hoffenheim U19","Left"
"Maximilian Beier","€300k","-","Hoffenheim U19","Left"
"Melayro Bogarde","-","-","Hoffenheim U19","Left"
"Gregor Kobel","€4.00m","End of loanJun 30, 2020","Stuttgart","Left"
"David Otto","€800k","End of loanJan 19, 2021","Heidenheim","Left"
"Felipe Pires","€725k","End of loanJun 30, 2020","HNK Rijeka","Left"
"Joshua Brenet","€2.40m","End of loanJun 30, 2020","Vitesse","Left"
"Bruno Nazário","€750k","End of loanMar 25, 2021","Botafogo","Left"
"Kevin Vogt","€8.00m","End of loanJun 30, 2020","Werder Bremen","Left"
"Leonardo Bittencourt","€4.80m","End of loanJul 7, 2020","Werder Bremen","Left"
"Kasim Adams","€3.20m","End of loanJun 30, 2020","F. Düsseldorf","Left"
"Gregor Kobel","€4.00m","€7.20m","Stuttgart","Joined"
"Leonardo Bittencourt","€4.80m","€7.00m","Werder Bremen","Joined"
"Steven Zuber","€4.50m","€3.00m","Frankfurt","Joined"
"João Klauss","€2.00m","Loan fee:€550k","Standard Liège","Joined"
"Michael Esser","€400k","free transfer","Hannover 96","Joined"
"Felipe Pires","€725k","?","Moreirense","Joined"
"Lucas Ribeiro","€2.30m","loan transfer","Internacional","Joined"
"David Otto","€800k","loan transfer","J. Regensburg","Joined"
"Jacob Bruun Larsen","€8.00m","loan transfer","RSC Anderlecht","Joined"
"Bruno Nazário","€750k","loan transfer","América-MG","Joined"
"Alexander Stolz","-","-","Hoffenheim II","Joined"
"Sebastian Rudy","€5.20m","End of loanJun 30, 2020","FC Schalke 04","Joined"
"Ridle Baku","€7.00m","€10.00m","Mainz","Left"
"Maxence Lacroix","€1.00m","€5.00m","FC Sochaux","Left"
"Bartosz Bialek","€3.00m","€5.00m","Zaglebie Lubin","Left"
"Maximilian Philipp","€11.00m","Loan fee:€2.00m","Dynamo Moscow","Left"
"Lino Kasten","-","-","Wolfsburg U19","Left"
"Omar Marmoush","€125k","-","Wolfsburg II","Left"
"Tim Siersleben","€200k","-","Wolfsburg II","Left"
"Marvin Stefaniak","€400k","End of loanOct 4, 2020","Greuther Fürth","Left"
"Felix Uduokhai","€6.80m","End of loanJun 30, 2020","Augsburg","Left"
"John Yeboah","€575k","End of loanJun 30, 2020","VVV-Venlo","Left"
"Yunus Mallı","€2.80m","End of loanJun 30, 2020","Union Berlin","Left"
"Jeffrey Bruma","€3.20m","End of loanJun 30, 2020","Mainz","Left"
"Felix Uduokhai","€6.80m","€7.00m","Augsburg","Joined"
"Marcel Tisserand","€6.00m","€4.00m","Fenerbahçe","Joined"
"Omar Marmoush","€400k","Loan fee:€100k","St. Pauli","Joined"
"Yunus Mallı","€2.80m","free transfer","Trabzonspor","Joined"
"Robin Knoche","€6.50m","free transfer","Union Berlin","Joined"
"Paul-Georges Ntep","€475k","free transfer","Guingamp","Joined"
"Phillip Menzel","€150k","?","A. Klagenfurt","Joined"
"John Yeboah","€575k","?","Willem II","Joined"
"William","€10.00m","loan transfer","FC Schalke 04","Joined"
"Felix Klaus","€2.00m","loan transfer","F. Düsseldorf","Joined"
"Marvin Stefaniak","€400k","loan transfer","Dynamo Dresden","Joined"
"Ismail Azzaoui","€350k","-","Without Club","Joined"
"Ignacio Camacho","-","-","Retired","Joined"
"Baptiste Santamaria","€7.00m","€10.00m","Angers SCO","Left"
"Ermedin Demirovic","€3.00m","€3.70m","Alavés","Left"
"Guus Til","€8.50m","Loan fee:€450k","Spartak Moscow","Left"
"Florian Müller","€4.00m","Loan fee:€200k","Mainz","Left"
"Benjamin Uphoff","€475k","free transfer","Karlsruher SC","Left"
"Yannik Keitel","€450k","-","SC Freiburg II","Left"
"Woo-yeong Jeong","€1.80m","End of loanJul 5, 2020","FC Bayern II","Left"
"Jérôme Gondorf","€600k","End of loanJun 30, 2020","Karlsruher SC","Left"
"Marco Terrazzino","€800k","End of loanJun 30, 2020","Dynamo Dresden","Left"
"Keven Schlotterbeck","€2.80m","End of loanJun 30, 2020","Union Berlin","Left"
"Constantin Frommann","€150k","End of loanJul 5, 2020","Sonnenhof-Gr.","Left"
"Christoph Daferner","€300k","End of loanJun 30, 2020","Erzgebirge Aue","Left"
"Chima Okoroji","€800k","End of loanJun 30, 2020","J. Regensburg","Left"
"Pascal Stenzel","€2.40m","End of loanJun 30, 2020","Stuttgart","Left"
"Mohamed Dräger","€1.60m","End of loanJun 30, 2020","SC Paderborn","Left"
"Luca Waldschmidt","€16.00m","€15.00m","Benfica","Joined"
"Robin Koch","€17.00m","€13.00m","Leeds","Joined"
"Alexander Schwolow","€7.00m","€7.00m","Hertha BSC","Joined"
"Pascal Stenzel","€2.40m","€1.30m","Stuttgart","Joined"
"Mohamed Dräger","€1.60m","€1.00m","Olympiacos","Joined"
"Jérôme Gondorf","€600k","€500k","Karlsruher SC","Joined"
"Christoph Daferner","€300k","€150k","Dynamo Dresden","Joined"
"Yoric Ravet","€725k","free transfer","Grenoble","Joined"
"Mike Frantz","€650k","free transfer","Hannover 96","Joined"
"Chima Okoroji","€1.00m","loan transfer","SC Paderborn","Joined"
"Marco Terrazzino","€750k","-","Without Club","Joined"
"Constantin Frommann","€150k","-","Without Club","Joined"
"Amir Abrashi","€1.00m","loan transfer","Basel","Joined"
"Brandon Borrello","€950k","loan transfer","F. Düsseldorf","Joined"
"Florian Kath","€400k","loan transfer","1.FC Magdeburg","Joined"
"Luca Itter","€1.80m","loan transfer","Greuther Fürth","Joined"
"Nico Schlotterbeck","€4.00m","loan transfer","Union Berlin","Joined"
"André Silva","€24.00m","€3.00m","AC Milan","Left"
"Steven Zuber","€4.50m","€3.00m","Hoffenheim","Left"
"Ragnar Ache","€900k","€2.00m","Sparta R.","Left"
"Ajdin Hrustic","€650k","€1.00m","FC Groningen","Left"
"Luka Jović","€20.00m","Loan fee:€1.00m","Real Madrid","Left"
"Amin Younes","€5.00m","Loan fee:€750k","Napoli","Left"
"Markus Schubert","€1.80m","loan transfer","FC Schalke 04","Left"
"Felix Irorere","-","-","Frankfurt U19","Left"
"Elias Bördner","€100k","-","Frankfurt U19","Left"
"Ali Akman","€1.50m","-","Without Club","Left"
"Lukas Fahrnberger","-","-","Frankfurt U19","Left"
"Yannick Brugger","-","-","Frankfurt U19","Left"
"Fynn Otto","-","-","Frankfurt U19","Left"
"Jabez Makanda","-","-","Frankfurt U19","Left"
"Aymen Barkok","€1.30m","End of loanJun 30, 2020","F. Düsseldorf","Left"
"Dejan Joveljić","€3.60m","End of loanJun 30, 2020","RSC Anderlecht","Left"
"Simon Falette","€2.40m","End of loanAug 3, 2020","Fenerbahçe","Left"
"Ante Rebić","€32.00m","End of loanSep 11, 2020","AC Milan","Left"
"Tuta","€2.00m","End of loanJun 30, 2020","KV Kortrijk","Left"
"Jetro Willems","€5.50m","End of loanJun 30, 2020","Newcastle","Left"
"Ante Rebić","€32.00m","€6.70m","AC Milan","Joined"
"Bas Dost","€5.50m","€4.00m","Club Brugge","Joined"
"Mijat Gacinovic","€7.00m","€3.00m","Hoffenheim","Joined"
"Lucas Torró","€2.40m","€2.00m","CA Osasuna","Joined"
"Gonçalo Paciência","€12.00m","Loan fee:€2.00m","FC Schalke 04","Joined"
"Patrick Finger","-","free transfer","SVO Biebesheim","Joined"
"Şahverdi Çetin","€200k","free transfer","Ankaragücü","Joined"
"Felix Wiedwald","€475k","free transfer","FC Emmen","Joined"
"Simon Falette","€1.80m","free transfer","Hannover 96","Joined"
"David Abraham","-","free transfer","CA Huracán","Joined"
"Marijan Cavar","€350k","free transfer","Greuther Fürth","Joined"
"Rodrigo Zalazar","€250k","loan transfer","St. Pauli","Joined"
"Frederik Rönnow","€2.40m","loan transfer","FC Schalke 04","Joined"
"Dejan Joveljić","€3.60m","loan transfer","Wolfsberger AC","Joined"
"Nils Stendera","€200k","loan transfer","Lok Leipzig","Joined"
"Dominik Kohr","€6.80m","loan transfer","Mainz","Joined"
"Danny da Costa","€7.00m","loan transfer","Mainz","Joined"
"Jan Zimmermann","-","-","Retired","Joined"
"Jonathan de Guzmán","€1.20m","-","Without Club","Joined"
"Marco Russ","-","-","Retired","Joined"
"Gelson Fernandes","-","-","Retired","Joined"
"André Silva","€24.00m","End of loanSep 9, 2020","AC Milan","Joined"
"Jhon Córdoba","€12.00m","€15.00m","1.FC Köln","Left"
"Alexander Schwolow","€7.00m","€7.00m","Freiburg","Left"
"Deyovaisio Zeefuik","€2.70m","€4.00m","FC Groningen","Left"
"Omar Alderete","€3.00m","€4.00m","Basel","Left"
"Mattéo Guendouzi","€32.00m","Loan fee:€1.00m","Arsenal","Left"
"Nemanja Radonjic","€4.50m","Loan fee:€250k","Marseille","Left"
"Sami Khedira","€2.00m","free transfer","Juventus","Left"
"Luca Netz","-","-","Hertha BSC U19","Left"
"Ruwen Werthmüller","€150k","-","Hertha BSC II","Left"
"Márton Dárdai","€450k","-","Hertha BSC II","Left"
"Jessic Ngankam","€300k","-","Hertha BSC II","Left"
"Nils Körber","€475k","End of loanJun 30, 2020","VfL Osnabrück","Left"
"Daishawn Redan","€3.60m","End of loanJun 30, 2020","FC Groningen","Left"
"Lucas Tousart","€16.00m","End of loanJun 30, 2020","Lyon","Left"
"Dennis Jastrzembski","€600k","End of loanJan 26, 2021","SC Paderborn","Left"
"Ondrej Duda","€10.50m","End of loanJul 11, 2020","Norwich","Left"
"Maurice Covic","€200k","End of loanJun 30, 2020","Ascoli","Left"
"Eduard Löwen","€5.50m","End of loanOct 5, 2020","Augsburg","Left"
"Ondrej Duda","€7.00m","€7.00m","1.FC Köln","Joined"
"Karim Rekik","€8.50m","€2.00m","Sevilla FC","Joined"
"Pascal Köpke","€650k","€800k","1.FC Nuremberg","Joined"
"Arne Maier","€13.50m","Loan fee:€500k","Arm. Bielefeld","Joined"
"Dennis Smarsch","€350k","€150k","St. Pauli","Joined"
"Salomon Kalou","€1.60m","free transfer","Botafogo","Joined"
"Muhammed Kiprit","€350k","free transfer","KFC Uerdingen","Joined"
"Vedad Ibisevic","€1.20m","free transfer","FC Schalke 04","Joined"
"Per Ciljan Skjelbred","€1.40m","free transfer","Rosenborg","Joined"
"Dennis Jastrzembski","€600k","loan transfer","W. Mannheim","Joined"
"Palkó Dárdai","€625k","-","Hertha BSC II","Joined"
"Julian Albrecht","€300k","-","Hertha BSC II","Joined"
"Florian Baak","€350k","-","Hertha BSC II","Joined"
"Maurice Covic","€200k","-","Hertha BSC II","Joined"
"Alexander Esswein","€800k","-","Without Club","Joined"
"Thomas Kraft","-","-","Retired","Joined"
"Marius Wolf","€6.50m","End of loanJun 30, 2020","Dortmund","Joined"
"Marko Grujić","€14.50m","End of loanJun 30, 2020","Liverpool","Joined"
"Marius Bülter","€2.40m","€1.50m","1.FC Magdeburg","Left"
"Petar Musa","€1.70m","Loan fee:€200k","Slavia Praha","Left"
"Niko Gießelmann","€2.80m","free transfer","F. Düsseldorf","Left"
