Name,Value,Fee,From,Direction
"Jessy Pi","€1.25m","loan transfer","Stade Brestois","Joined"
"Andy Delort","€4.00m","loan transfer","Montpellier","Joined"
"Steeve Yago","€2.00m","loan transfer","Le Havre AC","Joined"
"Derick Osei","€150k","?","Stade Brestois","Joined"
"Ola Toivonen","€1.50m","?","Melb. Victory","Joined"
"Firmin Mubele","€6.00m","End of loanJun 30, 2018","Stade Rennais","Joined"
"Giannelli Imbula","€6.00m","End of loanJun 30, 2018","Stoke City","Joined"
"Max Gradel","€7.00m","End of loanJun 30, 2018","Bournemouth","Joined"
"Serhou Guirassy","€3.50m","€6.00m","1.FC Köln","Left"
"Gaël Kakuta","€2.00m","€3.00m","Rayo Vallecano","Left"
"Eddy Gnahoré","€4.00m","€2.50m","Palermo","Left"
"Emil Krafth","€2.50m","€2.00m","Bologna","Left"
"Jack Lahne","€1.00m","€2.00m","Brommapojkarna","Left"
"Alexis Blin","€5.00m","€1.65m","Toulouse","Left"
"Chadrac Akolo","€2.00m","Loan fee:€500k","Stuttgart","Left"
"Aurélien Chedjou","€400k","€200k","Basaksehir","Left"
"Christophe Jallet","€500k","free transfer","Nice","Left"
"Haitam Aleesami","€1.50m","free transfer","Palermo","Left"
"Jayson Papeau","-","free transfer","Ste. Geneviève","Left"
"Fousseni Diabaté","€3.00m","loan transfer","Leicester","Left"
"Isaac Mbenza","€7.00m","loan transfer","Huddersfield","Left"
"Arturo Calabresi","€1.80m","loan transfer","Bologna","Left"
"Nicholas Opoku","€1.00m","loan transfer","Udinese","Left"
"Valentin Gendrey","€150k","-","Amiens SC B","Left"
"Darell Tokpa","-","-","Amiens SC U19","Left"
"Loïc Badiashile","€700k","loan transfer","Monaco","Left"
"Réda Rabeï","€250k","End of loanJun 30, 2019","US Avranches","Left"
"Sanasi Sy","€150k","End of loanJun 30, 2019","AFC Tubize","Left"
"Rafal Kurzawa","€1.50m","End of loanJun 30, 2019","Midtjylland","Left"
"Madih Talal","€300k","End of loanJun 30, 2019","Entente SSG","Left"
"Jordan Lefort","€1.60m","End of loanAug 12, 2020","Young Boys","Left"
"Brighton Labeau","€250k","End of loanJun 30, 2019","FC Villefranche","Left"
"Yannick Mamilonne","€300k","End of loanJun 30, 2019","Paris FC","Left"
"Emil Krafth","€2.50m","€5.40m","Newcastle","Joined"
"Oualid El Hajjam","€1.00m","€35k","Troyes","Joined"
"Gauthier Banaziak","€150k","free transfer","AC Amiens","Joined"
"Brighton Labeau","€250k","free transfer","FC Rapid 1923","Joined"
"Réda Rabeï","€250k","free transfer","Fremad Amager","Joined"
"Khaled Adénon","€500k","free transfer","Al-Wehda","Joined"
"Yannick Mamilonne","€300k","free transfer","FC Chambly Oise","Joined"
"Gaoussou Traoré","€250k","loan transfer","Quevilly Rouen","Joined"
"Cheick Timite","€2.00m","loan transfer","Paris FC","Joined"
"Jayson Papeau","€150k","loan transfer","FC Chambly Oise","Joined"
"Eddy Gnahoré","€3.20m","loan transfer","WH Zall","Joined"
"Rafal Kurzawa","€1.00m","loan transfer","Esbjerg fB","Joined"
"Jordan Lefort","€2.00m","loan transfer","Young Boys","Joined"
"Jack Lahne","€1.00m","loan transfer","Örebro SK","Joined"
"Nathan Dekoke","€200k","-","Without Club","Joined"
"Erik Pieters","€5.00m","End of loanJun 30, 2019","Stoke City","Joined"
"Serhou Guirassy","€3.50m","End of loanJun 30, 2019","1.FC Köln","Joined"
"Alexis Blin","€5.00m","End of loanJun 30, 2019","Toulouse","Joined"
"Emil Krafth","€2.50m","End of loanJun 30, 2019","Bologna","Joined"
"Eddy Gnahoré","€4.00m","End of loanJun 30, 2019","Palermo","Joined"
"Sada Thioub","€5.50m","€3.50m","Nîmes Olympique","Left"
"Casimir Ninga","€3.00m","€3.00m","SM Caen","Left"
"Antonin Bobichon","€5.00m","€1.50m","Nîmes Olympique","Left"
"Mathias Pereira Lage","€1.50m","€1.50m","Clermont Foot","Left"
"Danijel Petkovic","€700k","€900k","FC Lorient","Left"
"Rachid Alioui","€4.00m","free transfer","Nîmes Olympique","Left"
"Souleyman Doumbia","€2.00m","loan transfer","Stade Rennais","Left"
"Haithem Loucif","€650k","?","Paradou AC","Left"
"Zinédine Ould Khaled","-","-","Angers SCO B","Left"
"Harrison Manzala","€1.00m","End of loanJun 30, 2019","M. Petah Tikva","Left"
"Baptiste Guillaume","€3.00m","End of loanJun 30, 2019","Nîmes Olympique","Left"
"Alexandre Letellier","€600k","End of loanJun 30, 2019","Troyes","Left"
"Saliou Ciss","€800k","End of loanJun 30, 2019","Valenciennes FC","Left"
"Dorian Bertrand","€300k","End of loanJun 30, 2019","AS Béziers","Left"
"Thomas Touré","€1.50m","End of loanJun 30, 2019","Paris FC","Left"
"Alexandre Letellier","€500k","End of loanDec 31, 2019","Sarpsborg 08","Left"
"Jeff Reine-Adélaïde","€11.00m","€25.00m","Lyon","Joined"
"Flavien Tait","€8.00m","€9.00m","Stade Rennais","Joined"
"Alexandre Letellier","€500k","free transfer","US Orléans","Joined"
"Saliou Ciss","€800k","free transfer","AS Nancy","Joined"
"Cristian López","€1.50m","free transfer","Hatta Club","Joined"
"Ibrahim Cissé","€600k","loan transfer","Paris FC","Joined"
"Vincent Pajot","€2.00m","loan transfer","FC Metz","Joined"
"Thomas Touré","€1.50m","loan transfer","FC Sochaux","Joined"
"Harrison Manzala","€1.00m","loan transfer","Le Mans FC","Joined"
"Djibril Diaw","€250k","loan transfer","SM Caen","Joined"
"Alexandre Letellier","€600k","loan transfer","Sarpsborg 08","Joined"
"Dorian Bertrand","€300k","?","AS Nancy","Joined"
"Baptiste Guillaume","€3.00m","loan transfer","Valenciennes FC","Joined"
"Lassana Coulibaly","€1.25m","loan transfer","Cercle Brugge","Joined"
"Loïc Puyo","€750k","-","Without Club","Joined"
"Yoann Andreu","-","-","Retired","Joined"
"Zacharie Boucher","€900k","End of loanJun 30, 2019","AJ Auxerre","Joined"
"Cheikh N'Doye","€2.00m","End of loanJun 30, 2019","Birmingham","Joined"
"Rémi Oudin","€11.00m","€10.00m","Stade Reims","Left"
"Laurent Koscielny","€8.00m","€5.00m","Arsenal","Left"
"Ui-jo Hwang","€1.60m","€2.00m","Gamba Osaka","Left"
"Mexer","€4.00m","free transfer","Stade Rennais","Left"
"Enock Kwateng","€4.00m","free transfer","FC Nantes","Left"
"Loris Benito","€4.00m","free transfer","Young Boys","Left"
"Rubén Pardo","€3.00m","free transfer","Real Sociedad","Left"
"Youssef Aït Bennasser","€10.00m","loan transfer","Monaco","Left"
"Alexandre Lauray","€250k","-","G. Bordeaux B","Left"
"Yassine Benrahou","€250k","-","G. Bordeaux B","Left"
"Aaron Boupendza","€200k","End of loanMar 11, 2020","Feirense","Left"
"Valentín Vada","€4.00m","End of loanJun 30, 2019","Saint-Étienne","Left"
"Raoul Bellanova","€1.00m","End of loanJun 30, 2019","Milan U19","Left"
"Lukas Lerager","€6.00m","End of loanJun 30, 2019","Genoa","Left"
"Alexandre Mendy","€2.25m","End of loanJun 30, 2019","Guingamp","Left"
"Aaron Boupendza","€150k","End of loanJun 30, 2019","Tours FC","Left"
"Paul Baysse","€2.00m","End of loanJun 30, 2019","SM Caen","Left"
"Jonathan Cafu","€2.00m","End of loanJun 30, 2019","Red Star","Left"
"Daniel Mancini","€1.00m","End of loanJun 30, 2019","AJ Auxerre","Left"
"Jules Koundé","€15.00m","€35.00m","Sevilla FC","Joined"
"Aurélien Tchouaméni","€14.00m","€18.00m","Monaco","Joined"
"Lukas Lerager","€6.00m","€6.00m","Genoa","Joined"
"Zaydou Youssouf","€4.00m","€2.00m","Saint-Étienne","Joined"
"Valentín Vada","€4.00m","€750k","UD Almería","Joined"
"Daniel Mancini","€1.00m","€500k","Aris Saloniki","Joined"
"Jérôme Prior","€600k","free transfer","Valenciennes FC","Joined"
"Igor Lewczuk","€500k","free transfer","Legia Warszawa","Joined"
"Jonathan Cafu","€1.80m","free transfer","Al-Hazem","Joined"
"Alexandre Mendy","€2.25m","loan transfer","Stade Brestois","Joined"
"Yassine Benrahou","€2.00m","loan transfer","Nîmes Olympique","Joined"
"Aaron Boupendza","€150k","loan transfer","Feirense","Joined"
"Raoul Bellanova","€1.00m","loan transfer","Atalanta","Joined"
"Younousse Sankharé","€5.00m","-","Without Club","Joined"
"Jaroslav Plasil","-","-","Retired","Joined"
"Alexandre Lauray","€250k","loan transfer","USL Dunkerque","Joined"
"Yann Karamoh","€10.00m","End of loanJun 30, 2019","Inter","Joined"
"Andreas Cornelius","€3.00m","End of loanJun 30, 2019","Atalanta","Joined"
"Sergi Palencia","€6.00m","End of loanJun 30, 2019","Barcelona","Joined"
"Jean-Kévin Duverne","€2.00m","€2.00m","Lens","Left"
"Ibrahima Diallo","€2.50m","€2.00m","Monaco","Left"
"Romain Perraud","€1.50m","€2.00m","Nice","Left"
"Irvin Cardona","€1.50m","€1.50m","Monaco","Left"
"Paul Lasne","€2.50m","free transfer","Montpellier","Left"
"Denys Bain","€1.50m","free transfer","Le Havre AC","Left"
"Ludovic Baal","€500k","free transfer","Stade Rennais","Left"
"Alexandre Mendy","€2.25m","loan transfer","G. Bordeaux","Left"
"Samuel Grandsir","€3.00m","loan transfer","Monaco","Left"
"Hianga'a Mbock","-","-","Brest B","Left"
"Sébastien Cibois","€250k","-","Without Club","Left"
"David Kiki","€600k","End of loanJun 30, 2019","Red Star FC","Left"
"Corentin Jacob","€400k","End of loanJun 30, 2019","Tours FC","Left"
"Anthony Weber","€1.00m","€500k","SM Caen","Joined"
"Julien Fabri","€500k","free transfer","LB Châteauroux","Joined"
"Corentin Jacob","€400k","free transfer","Rodez AF","Joined"
"Quentin Bernard","€800k","free transfer","AJ Auxerre","Joined"
"Valentin Henry","€200k","free transfer","Rodez AF","Joined"
"Pierre Magnon","€150k","free transfer","US Avranches","Joined"
"Derick Osei","€250k","loan transfer","AS Béziers","Joined"
"Guillaume Buon","€150k","loan transfer","US Avranches","Joined"
"Thomas Ayasse","€500k","-","Without Club","Joined"
"Édouard Butin","€600k","-","Without Club","Joined"
"Baba Traoré","€300k","End of loanJun 30, 2019","Le Havre AC","Joined"
"Ibrahima Diallo","€2.50m","End of loanJun 30, 2019","Monaco","Joined"
"Jessy Pi","€1.50m","End of loanJun 30, 2019","Toulouse","Joined"
"Mounir Chouiar","€1.00m","€3.50m","Lens","Left"
"Bruno Ecuele Manga","€3.00m","€2.00m","Cardiff","Left"
"Yassine Benzia","€1.00m","€1.50m","Lille","Left"
"Aurélien Scheidler","€800k","€1.00m","US Orléans","Left"
"Alfred Gomis","€2.00m","€1.00m","SPAL","Left"
"Mama Baldé","€2.50m","€665k","Sporting CP U23","Left"
"Hamza Mendyl","€4.00m","Loan fee:€500k","FC Schalke 04","Left"
"Ngonda Muzinga","€300k","€300k","AS Vita Club","Left"
"Bryan Soumaré","-","free transfer","Saint-Quentin","Left"
"Didier Ndong","€4.00m","?","Guingamp","Left"
"Matheus Pereira","€450k","loan transfer","Juventus U23","Left"
"Stephy Mavididi","€550k","loan transfer","Juventus U23","Left"
"Jhonder Cádiz","€2.00m","loan transfer","Benfica","Left"
"Théo Barbet","-","-","Dijon U19","Left"
"Eden Massouema","€500k","End of loanJun 30, 2019","Valenciennes FC","Left"
"Wesley Saïd","€6.00m","€8.00m","Toulouse","Joined"
"Valentin Rosier","€8.00m","€5.00m","Sporting","Joined"
"Naïm Sliti","€7.00m","€5.00m","Al-Ettifaq","Joined"
"Sory Kaba","€2.00m","€3.00m","Midtjylland","Joined"
"Chang-hoon Kwon","€5.50m","€2.00m","Freiburg","Joined"
"Jules Keita","€2.00m","€1.50m","Lens","Joined"
"Mehdi Abeid","€1.75m","free transfer","FC Nantes","Joined"
"Bobby Allain","€800k","free transfer","Olympiacos","Joined"
"Eden Massouema","€500k","free transfer","Troyes","Joined"
"Oussama Haddadi","€3.50m","free transfer","Al-Ettifaq","Joined"
"Aurélien Scheidler","€800k","loan transfer","US Orléans","Joined"
"Cédric Yambéré","€2.50m","?","Al-Ettifaq","Joined"
"Benjamin Jeannot","€2.50m","?","SM Caen","Joined"
"Enzo Loiodice","€4.50m","loan transfer","Wolves U23","Joined"
"Arnold Bouka Moutou","€750k","-","Without Club","Joined"
"Matheus Pereira","€1.50m","End of loanJan 24, 2020","Juventus U23","Joined"
"Victor Osimhen","€13.00m","€22.40m","R Charleroi SC","Left"
"Renato Sanches","€18.00m","€20.00m","Bayern Munich","Left"
"Yusuf Yazıcı","€13.00m","€18.50m","Trabzonspor","Left"
"Timothy Weah","€6.00m","€10.00m","PSG","Left"
"Benjamin André","€10.00m","€7.00m","Stade Rennais","Left"
"Domagoj Bradarić","€1.00m","€6.50m","Hajduk Split","Left"
"Léo Jardim","€1.00m","€6.00m","Rio Ave","Left"
"Tiago Djaló","€175k","€4.00m","Milan U19","Left"
"Reinildo Mandava","€600k","€3.00m","B SAD","Left"
"Jean Onana","€50k","€2.00m","Leixões U23","Left"
"Nico Gaitán","€4.00m","free transfer","Chicago","Left"
"Scotty Sadzoute","-","-","LOSC Lille B","Left"
"Yassine Benzia","€1.00m","End of loanJan 29, 2020","Olympiacos","Left"
"Rominigue Kouamé","€1.00m","End of loanJan 7, 2020","Cercle Brugge","Left"
"Edgar Ié","€3.50m","End of loanJun 30, 2019","FC Nantes","Left"
"Yassine Benzia","€1.50m","End of loanJun 30, 2019","Fenerbahçe","Left"
"Anwar El Ghazi","€7.50m","End of loanJun 30, 2019","Aston Villa","Left"
"Rominigue Kouamé","€1.20m","End of loanJun 30, 2019","Paris FC","Left"
"Nicolas Pépé","€65.00m","€80.00m","Arsenal","Joined"
"Rafael Leão","€15.00m","€49.50m","AC Milan","Joined"
"Thiago Mendes","€25.00m","€22.00m","Lyon","Joined"
"Anwar El Ghazi","€7.50m","€9.00m","Aston Villa","Joined"
"Youssouf Koné","€5.00m","€9.00m","Lyon","Joined"
"Yassine Benzia","€1.00m","€1.50m","Dijon","Joined"
"Edgar Ié","€3.50m","free transfer","Trabzonspor","Joined"
"Scotty Sadzoute","-","loan transfer","Pau FC","Joined"
"Yassine Benzia","€1.50m","loan transfer","Olympiacos","Joined"
"Adam Jakubech","€500k","loan transfer","KV Kortrijk","Joined"
"Kouadio-Yves Dabila","€4.00m","loan transfer","Cercle Brugge","Joined"
"Rominigue Kouamé","€1.00m","loan transfer","Troyes","Joined"
"Rominigue Kouamé","€1.20m","loan transfer","Cercle Brugge","Joined"
"Hervé Koffi","€500k","loan transfer","B SAD","Joined"
"Thiago Maia","€4.00m","loan transfer","Flamengo","Joined"
"Adama Soumaoro","€10.00m","loan transfer","Genoa","Joined"
"Reinildo Mandava","€600k","End of loanJun 30, 2019","B SAD","Joined"
"Rui Fonte","€2.50m","End of loanJun 30, 2019","Fulham","Joined"
"Jeff Reine-Adélaïde","€11.00m","€25.00m","Angers SCO","Left"
"Joachim Andersen","€25.00m","€24.00m","Sampdoria","Left"
"Thiago Mendes","€25.00m","€22.00m","Lille","Left"
"Bruno Guimarães","€20.00m","€20.00m","Athletico-PR","Left"
"Tino Kadewere","€4.00m","€12.00m","Le Havre AC","Left"
"Youssouf Koné","€5.00m","€9.00m","Lille","Left"
"Jean Lucas","€1.00m","€8.00m","Flamengo","Left"
"Karl Toko Ekambi","€17.50m","Loan fee:€4.00m","Villarreal","Left"
"Camilo","-","€2.00m","Ponte Preta","Left"
"Ciprian Tătărușanu","€2.50m","free transfer","FC Nantes","Left"
"Lucas Tousart","€20.00m","loan transfer","Hertha BSC","Left"
"Rayan Cherki","€8.00m","-","Olymp. Lyon B","Left"
"Jordan Ferri","€4.00m","End of loanJun 30, 2019","Nîmes Olympique","Left"
"Christopher Martins","€2.00m","End of loanJun 30, 2019","Troyes","Left"
"Elisha Owusu","€1.25m","End of loanJun 30, 2019","FC Sochaux","Left"
"Timothé Cognat","€450k","End of loanJun 30, 2019","Servette FC","Left"
"Tanguy Ndombélé","€65.00m","€62.00m","Tottenham","Joined"
"Ferland Mendy","€30.00m","€48.00m","Real Madrid","Joined"
"Lucas Tousart","€20.00m","€25.00m","Hertha BSC","Joined"
"Nabil Fekir","€60.00m","€19.75m","Real Betis","Joined"
"Jordan Ferri","€4.00m","€2.00m","Montpellier","Joined"
"Christopher Martins","€2.00m","€2.00m","Young Boys","Joined"
"Elisha Owusu","€1.25m","€1.00m","KAA Gent","Joined"
"Pape Cheikh","€7.00m","Loan fee:€500k","Celta de Vigo","Joined"
"Timothé Cognat","€450k","€70k","Servette FC","Joined"
"Olivier Kemen","€1.50m","free transfer","Chamois Niort","Joined"
"Jérémy Morel","€250k","free transfer","Stade Rennais","Joined"
"Mathieu Gorgelin","€1.00m","free transfer","Le Havre AC","Joined"
"Lenny Pintor","€5.00m","loan transfer","Troyes","Joined"
"Tino Kadewere","€4.00m","loan transfer","Le Havre AC","Joined"
"Darío Benedetto","€15.00m","€14.00m","Boca Juniors","Left"
"Valentin Rongier","€15.00m","€13.00m","FC Nantes","Left"
"Álvaro González","€8.00m","loan transfer","Villarreal","Left"
"Simon Ngapandouetnbu","-","-","Marseille B","Left"
"Marley Aké","-","-","Marseille B","Left"
"Ahmadou Dia","-","-","Marseille B","Left"
"Florian Chabrolle","€150k","-","Marseille B","Left"
"Christopher Rocchia","€200k","End of loanJun 30, 2019","FC Sochaux","Left"
"Grégory Sertic","€1.00m","End of loanJun 30, 2019","FC Zürich","Left"
"Saîf-Eddine Khaoui","€3.50m","End of loanJun 30, 2019","SM Caen","Left"
"Lucas Ocampos","€15.00m","€15.00m","Sevilla FC","Joined"
"Luiz Gustavo","€10.00m","€6.00m","Fenerbahçe","Joined"
"Clinton N'Jie","€3.50m","€6.00m","Dinamo Moscow","Joined"
"Yusuf Sarı","€400k","€250k","Trabzonspor","Joined"
"Tomas Hubocan","€500k","free transfer","Omonia Nicosia","Joined"
"Florian Escales","€150k","free transfer","Stade Lavallois","Joined"
"Adil Rami","€3.00m","free transfer","Fenerbahçe","Joined"
"Mario Balotelli","€20.00m","free transfer","Brescia","Joined"
"Christopher Rocchia","€200k","loan transfer","FC Sochaux","Joined"
"Romain Cagnon","€150k","-","Without Club","Joined"
"Rolando","€750k","-","Without Club","Joined"
"Aymen Abdennour","€2.00m","End of loanJun 30, 2019","Valencia","Joined"
"Victorien Angban","€1.25m","€6.00m","Chelsea U23","Left"
"Dylan Bronn","€5.00m","€4.00m","KAA Gent","Left"
"Fabien Centonze","€1.50m","€3.00m","Lens","Left"
"Habib Maïga","€1.00m","€1.00m","Saint-Étienne","Left"
"Boubacar Traoré","€100k","€350k","AS Bamako","Left"
"Manuel Cabit","€800k","free transfer","AC Ajaccio","Left"
"Kévin N'Doram","€4.00m","loan transfer","Monaco","Left"
"Thierry Ambrose","€2.00m","loan transfer","Man City U23","Left"
"Vincent Pajot","€2.00m","loan transfer","Angers SCO","Left"
"Papa Ndiaga Yade","-","?","Génération Foot","Left"
"Adama Traoré","€2.20m","loan transfer","Monaco","Left"
"Jamiro Monteiro","€1.90m","End of loanDec 31, 2019","Philadelphia","Left"
"Adama Traoré","€300k","End of loanJun 30, 2019","US Orléans","Left"
"Sami Lahssaini","-","End of loanJun 30, 2019","RFC Seraing","Left"
"Vincent Thill","€2.00m","End of loanJun 30, 2019","Pau FC","Left"
"Adama Traoré","€200k","End of loanOct 6, 2020","Al-Adalah","Left"
"Oumar Gonzalez","€250k","End of loanJun 30, 2019","FC Villefranche","Left"
"Cafú","€2.00m","End of loanJun 30, 2019","Legia Warszawa","Left"
"Jamiro Monteiro","€1.90m","€1.80m","Philadelphia","Joined"
"Cafú","€2.00m","€800k","Legia Warszawa","Joined"
"Jonathan Riviérez","€500k","free transfer","SM Caen","Joined"
"Iván Balliu","€1.00m","free transfer","UD Almería","Joined"
"Oumar Gonzalez","€250k","free transfer","FC Chambly Oise","Joined"
"Cheikh Sabaly","€150k","loan transfer","Pau FC","Joined"
"Ablie Jallow","€600k","loan transfer","AC Ajaccio","Joined"
"Gauthier Hein","€400k","loan transfer","Valenciennes FC","Joined"
"Vincent Thill","€2.00m","loan transfer","US Orléans","Joined"
"Adama Traoré","€300k","loan transfer","Al-Adalah","Joined"
"Amadou N'Diaye","€150k","loan transfer","FC Sochaux","Joined"
"Stoppila Sunzu","€1.50m","?","SJZ Ever Bright","Joined"
"Laurent Jans","€700k","loan transfer","SC Paderborn","Joined"
"Emmanuel Rivière","€800k","-","Without Club","Joined"
"Habib Maïga","€1.00m","End of loanJun 30, 2019","Saint-Étienne","Joined"
"Lamine Fomba","€2.50m","€4.00m","AJ Auxerre","Left"
"Sidy Sarr","€600k","€2.00m","LB Châteauroux","Left"
"Moussa Koné","€3.50m","€1.25m","Dynamo Dresden","Left"
"Haris Duljevic","€800k","€1.00m","Dynamo Dresden","Left"
"Lucas Deaux","€2.50m","€1.00m","Guingamp","Left"
"Romain Philippoteaux","€1.00m","€300k","AJ Auxerre","Left"
"Vlatko Stojanovski","€500k","€300k","Renova","Left"
"Zinedine Ferhat","€2.00m","free transfer","Le Havre AC","Left"
"Pablo Martínez","€3.50m","free transfer","R. Strasbourg","Left"
"Nolan Roux","€1.50m","free transfer","Guingamp","Left"
"Yassine Benrahou","€2.00m","loan transfer","G. Bordeaux","Left"
"Lucas Buadés","-","-","Nîmes B","Left"
"Antoine Valério","-","-","Nîmes B","Left"
"Kelyan Guessoum","-","-","Nîmes B","Left"
"Théo Sainte-Luce","-","-","Nîmes B","Left"
"Lucas Dias","-","-","Nîmes B","Left"
"Kévin Denkey","€300k","End of loanJun 30, 2019","AS Béziers","Left"
"Téji Savanier","€12.00m","€9.50m","Montpellier","Joined"
"Denis Bouanga","€6.00m","€4.50m","Saint-Étienne","Joined"
"Sada Thioub","€5.50m","€3.50m","Angers SCO","Joined"
"Antonin Bobichon","€5.00m","€1.50m","Angers SCO","Joined"
"Umut Bozok","€4.00m","€1.50m","FC Lorient","Joined"
"Martin Sourzac","€300k","free transfer","AS Nancy","Joined"
"Panagiotis Vlachodimos","€700k","free transfer","Sonnenhof-Gr.","Joined"
"Hervé Lybohy","€150k","free transfer","AS Nancy","Joined"
"Pierrick Valdivia","€600k","free transfer","Guingamp","Joined"
"Baptiste Valette","€1.00m","free transfer","AS Nancy","Joined"
"Rachid Alioui","€4.00m","free transfer","Angers SCO","Joined"
"Abdel Malik Hsissane","€200k","free transfer","Le Puy Foot","Joined"
"Théo Sainte-Luce","€300k","loan transfer","G. Ajaccio","Joined"
"Féthi Harek","-","-","Retired","Joined"
"Baptiste Guillaume","€3.00m","End of loanJun 30, 2019","Angers SCO","Joined"
"Jordan Ferri","€4.00m","End of loanJun 30, 2019","Lyon","Joined"
"Faitout Maouassa","€8.00m","End of loanJun 30, 2019","Stade Rennais","Joined"
"Wissam Ben Yedder","€40.00m","€40.00m","Sevilla FC","Left"
"Gelson Martins","€28.00m","€30.00m","Atlético","Left"
"Aurélien Tchouaméni","€14.00m","€18.00m","G. Bordeaux","Left"
"Guillermo Maripán","€15.00m","€18.00m","Alavés","Left"
"Youssouf Fofana","€6.00m","€15.00m","R. Strasbourg","Left"
"Benjamin Lecomte","€17.00m","€13.50m","Montpellier","Left"
"Henry Onyekuru","€13.00m","€13.50m","Everton","Left"
"Jean Marcelin","€1.50m","€10.00m","AJ Auxerre","Left"
"Arthur Zagré","-","€10.00m","PSG","Left"
"Strahinja Pavlović","€8.00m","€10.00m","Partizan","Left"
"Ruben Aguilar","€8.00m","€8.00m","Montpellier","Left"
"Radoslaw Majecki","€5.00m","€7.00m","Legia Warszawa","Left"
"Jean-Kévin Augustin","€16.00m","Loan fee:€4.00m","Leipzig","Left"
"Tiemoué Bakayoko","€35.00m","Loan fee:€3.00m","Chelsea","Left"
"Islam Slimani","€5.00m","loan transfer","Leicester","Left"
"Wilson Isidor","€150k","-","Monaco B","Left"
"Paul Nardi","€2.00m","End of loanJun 30, 2019","Cercle Brugge","Left"
"Irvin Cardona","€1.50m","End of loanJun 30, 2019","Cercle Brugge","Left"
"Jonathan Mexique","€400k","End of loanJun 30, 2019","SO Cholet","Left"
"Gabriel Boschilia","€7.50m","End of loanJun 30, 2019","FC Nantes","Left"
"Keita Baldé","€25.00m","End of loanJun 30, 2019","Inter","Left"
"Ibrahima Diallo","€2.50m","End of loanJun 30, 2019","Stade Brestois","Left"
"Samuel Grandsir","€3.00m","End of loanJun 30, 2019","R. Strasbourg","Left"
"Gil Dias","€2.50m","End of loanJun 30, 2019","Olympiacos","Left"
"Jordi Mboula","€2.00m","End of loanJan 28, 2020","Cercle Brugge","Left"
"Youssef Aït Bennasser","€10.00m","End of loanJun 30, 2019","Saint-Étienne","Left"
"Pelé","€4.50m","End of loanJun 30, 2019","Nott'm Forest","Left"
"Antonio Barreca","€7.00m","End of loanJun 30, 2019","Newcastle","Left"
"Adama Traoré","€2.20m","End of loanJun 30, 2019","Cercle Brugge","Left"
"Loïc Badiashile","€800k","End of loanJun 30, 2019","Stade Rennais","Left"
"Youri Tielemans","€38.00m","End of loanJun 30, 2019","Leicester","Left"
"Jorge","€4.00m","End of loanDec 31, 2019","Santos","Left"
"Loïc Badiashile","€700k","End of loanDec 31, 2019","Cercle Brugge","Left"
"Youri Tielemans","€38.00m","€45.00m","Leicester","Joined"
"Rony Lopes","€25.00m","€25.00m","Sevilla FC","Joined"
"Ronaël Pierre-Gabriel","€4.00m","€5.50m","Mainz","Joined"
"Djibril Sidibé","€15.00m","Loan fee:€2.50m","Everton","Joined"
"Ibrahima Diallo","€2.50m","€2.00m","Stade Brestois","Joined"
"Irvin Cardona","€1.50m","€1.50m","Stade Brestois","Joined"
"Paul Nardi","€2.00m","€1.50m","FC Lorient","Joined"
"Henry Onyekuru","€10.00m","Loan fee:€750k","Galatasaray","Joined"
"Jonathan Mexique","€400k","free transfer","SO Cholet","Joined"
"Radamel Falcao","€10.00m","free transfer","Galatasaray","Joined"
"Khéphren Thuram","€500k","free transfer","Nice","Joined"
"Loïc Badiashile","€800k","loan transfer","Cercle Brugge","Joined"
"Nacer Chadli","€8.00m","loan transfer","RSC Anderlecht","Joined"
"Jean-Eudes Aholou","€7.00m","loan transfer","Saint-Étienne","Joined"
"Samuel Grandsir","€3.00m","loan transfer","Stade Brestois","Joined"
"Lyle Foster","€1.00m","loan transfer","Cercle Brugge","Joined"
"Jordi Mboula","€3.00m","loan transfer","Cercle Brugge","Joined"
"Youssef Aït Bennasser","€10.00m","loan transfer","G. Bordeaux","Joined"
"Julien Serrano","€1.50m","loan transfer","Cercle Brugge","Joined"
"Strahinja Pavlović","€8.00m","loan transfer","Partizan","Joined"
"Sofiane Diop","€5.00m","loan transfer","FC Sochaux","Joined"
"Wilson Isidor","€150k","loan transfer","Stade Lavallois","Joined"
"Kévin N'Doram","€4.00m","loan transfer","FC Metz","Joined"
"Giulian Biancone","€500k","loan transfer","Cercle Brugge","Joined"
"Gabriel Boschilia","€3.50m","?","Internacional","Joined"
"Pelé","€4.50m","loan transfer","Reading","Joined"
"Adama Traoré","€2.20m","loan transfer","FC Metz","Joined"
"Antonio Barreca","€7.00m","loan transfer","Genoa","Joined"
"Radoslaw Majecki","€5.00m","loan transfer","Legia Warszawa","Joined"
"Jordi Mboula","€2.00m","loan transfer","SD Huesca","Joined"
"Gil Dias","€4.00m","loan transfer","Granada CF","Joined"
"Naldo","€250k","-","Without Club","Joined"
"Andrea Raggi","€250k","-","Without Club","Joined"
"Loïc Badiashile","€700k","loan transfer","Amiens SC","Joined"
"Jean-Kévin Augustin","€14.00m","End of loanJan 26, 2020","Leipzig","Joined"
"William Vainqueur","€1.25m","End of loanJun 30, 2019","Antalyaspor","Joined"
"Gelson Martins","€28.00m","End of loanJun 30, 2019","Atlético","Joined"
"Carlos Vinícius","€7.00m","End of loanJun 30, 2019","Napoli","Joined"
