Name,Value,Fee,From,Direction
"Ayman Kari","€4.00m","End of loanJun 30, 2024","FC Lorient","Left"
"Cher Ndour","€4.00m","End of loanFeb 2, 2025","Besiktas","Left"
"Renato Sanches","€6.50m","End of loanJun 30, 2024","Roma","Left"
"Ismaël Gharbi","€7.50m","End of loanJun 30, 2024","StadeLO","Left"
"Colin Dagba","€1.20m","End of loanJun 30, 2024","AJ Auxerre","Left"
"Edouard Michut","€2.50m","End of loanJun 30, 2024","Adana Demirspor","Left"
"Ilyes Housni","€2.80m","End of loanJun 30, 2024","Al-Sadd","Left"
"Gabriel Moscardo","€15.00m","End of loanJun 30, 2024","Corinthians","Left"
"Cher Ndour","€4.00m","End of loanJun 30, 2024","Braga","Left"
"Noha Lemina","€500k","End of loanJun 30, 2024","Wolves","Left"
"Hugo Ekitiké","€20.00m","End of loanJun 30, 2024","Frankfurt","Left"
"Juan Bernat","€2.50m","End of loanJan 20, 2025","Villarreal","Left"
"Xavi Simons","€80.00m","End of loanJan 29, 2025","Leipzig","Left"
"Xavi Simons","€80.00m","€50.00m","Leipzig","Joined"
"Manuel Ugarte","€45.00m","€50.00m","Man Utd","Joined"
"Hugo Ekitiké","€20.00m","€31.50m","Frankfurt","Joined"
"Cher Ndour","€4.00m","€5.00m","Fiorentina","Joined"
"Danilo Pereira","€8.00m","€5.00m","Al-Ittihad","Joined"
"Randal Kolo Muani","€30.00m","Loan fee:€3.60m","Juventus","Joined"
"Juan Bernat","€2.50m","free transfer","Villarreal","Joined"
"Noha Lemina","€500k","free transfer","FC Annecy","Joined"
"Kylian Mbappé","€180.00m","free transfer","Real Madrid","Joined"
"Ismaël Gharbi","€7.50m","free transfer","Braga","Joined"
"Colin Dagba","€1.20m","free transfer","Beerschot VA","Joined"
"Edouard Michut","€2.50m","free transfer","Adana Demirspor","Joined"
"Cher Ndour","€4.00m","loan transfer","Besiktas","Joined"
"Carlos Soler","€20.00m","loan transfer","West Ham","Joined"
"Milan Škriniar","€15.00m","loan transfer","Fenerbahçe","Joined"
"Juan Bernat","€4.00m","loan transfer","Villarreal","Joined"
"Nordi Mukiele","€10.00m","loan transfer","Leverkusen","Joined"
"Marco Asensio","€20.00m","loan transfer","Aston Villa","Joined"
"Gabriel Moscardo","€15.00m","loan transfer","Stade Reims","Joined"
"Ayman Kari","€4.00m","-","Paris SG U23","Joined"
"Sergio Rico","€1.50m","-","Without Club","Joined"
"Alexandre Letellier","€250k","-","Without Club","Joined"
"Layvin Kurzawa","€1.80m","-","Without Club","Joined"
"Keylor Navas","€1.50m","-","Without Club","Joined"
"Ilyes Housni","€2.80m","loan transfer","Le Havre AC","Joined"
"Renato Sanches","€6.50m","loan transfer","Benfica","Joined"
"George Ilenikhena","€10.00m","€18.75m","Royal Antwerp","Left"
"Christian Mawissa","€9.00m","€16.00m","Toulouse","Left"
"Lamine Camara","€10.00m","€15.00m","FC Metz","Left"
"Mika Biereth","€13.00m","€13.00m","Sturm Graz","Left"
"Thilo Kehrer","€10.00m","€11.00m","West Ham","Left"
"Jordan Teze","€18.00m","€10.00m","PSV","Left"
"Paris Brunner","-","€4.00m","B. Dortmund U19","Left"
"Moatasem Al-Musrati","€11.00m","Loan fee:€1.00m","Besiktas","Left"
"Eliot Matazo","€5.00m","End of loanJun 30, 2024","Royal Antwerp","Left"
"Myron Boadu","€5.00m","End of loanJun 30, 2024","Twente FC","Left"
"Chrislain Matsima","€7.00m","End of loanJun 30, 2024","Clermont Foot","Left"
"Félix Lemaréchal","€5.00m","End of loanJun 30, 2024","Cercle Brugge","Left"
"Youssouf Fofana","€30.00m","€26.00m","AC Milan","Joined"
"Mohamed Camara","€20.00m","€16.50m","Al-Sadd","Joined"
"Félix Lemaréchal","€5.00m","€6.00m","R. Strasbourg","Joined"
"Guillermo Maripán","€10.00m","€4.60m","Torino","Joined"
"Eliot Matazo","€3.00m","€2.00m","Hull City","Joined"
"Ismail Jakobs","€8.00m","Loan fee:€1.00m","Galatasaray","Joined"
"Paris Brunner","-","loan transfer","Cercle Brugge","Joined"
"Myron Boadu","€5.00m","loan transfer","VfL Bochum","Joined"
"Chrislain Matsima","€7.00m","loan transfer","Augsburg","Joined"
"Wissam Ben Yedder","€8.00m","-","Without Club","Joined"
"Thilo Kehrer","€10.00m","End of loanJun 30, 2024","West Ham","Joined"
"Mama Baldé","€4.00m","€4.50m","Lyon","Left"
"Kamory Doumbia","€5.00m","€4.00m","Stade Reims","Left"
"Ludovic Ajorque","€3.00m","Loan fee:€2.00m","Mainz","Left"
"Julien Le Cardinal","€1.50m","€1.70m","Lens","Left"
"Justin Bourgault","€150k","free transfer","Concarneau","Left"
"Massadio Haïdara","€2.00m","free transfer","Lens","Left"
"Jordan Amavi","€1.20m","free transfer","Marseille","Left"
"Hamidou Makalou","-","?","Guidars FC","Left"
"Edimilson Fernandes","€3.50m","loan transfer","Mainz","Left"
"Ibrahim Salah","€4.00m","loan transfer","Stade Rennais","Left"
"Soumaïla Coulibaly","€6.00m","loan transfer","Dortmund","Left"
"Abdallah Sima","€7.50m","loan transfer","Brighton","Left"
"Romain Faivre","€15.00m","loan transfer","Bournemouth","Left"
"Abdoulaye Ndiaye","€2.50m","loan transfer","Troyes","Left"
"Noah Jauny","-","-","Brest B","Left"
"Taïryk Arconte","€700k","End of loanJun 30, 2024","Rodez AF","Left"
"Karamoko Dembélé","€900k","End of loanJun 30, 2024","Blackpool","Left"
"Lilian Brassier","€10.00m","End of loanJan 30, 2025","Marseille","Left"
"Hianga'a Mbock","€700k","End of loanJun 30, 2024","SM Caen","Left"
"Josué Escartin","€150k","End of loanJun 30, 2024","AC Ajaccio","Left"
"Achraf Dari","€2.00m","End of loanJun 30, 2024","R Charleroi SC","Left"
"Jérémy Le Douaron","€5.00m","€4.00m","Palermo","Joined"
"Achraf Dari","€2.00m","€1.80m","Ahly SC","Joined"
"Taïryk Arconte","€700k","€600k","Pau FC","Joined"
"Josué Escartin","€150k","free transfer","Red Star FC","Joined"
"Adrien Lebeau","€300k","free transfer","Hansa Rostock","Joined"
"Steve Mounié","€6.00m","free transfer","Augsburg","Joined"
"Karamoko Dembélé","€900k","loan transfer","QPR","Joined"
"Axel Camblan","€400k","loan transfer","Valenciennes FC","Joined"
"Lilian Brassier","€10.00m","loan transfer","Stade Rennais","Joined"
"Lilian Brassier","€12.00m","loan transfer","Marseille","Joined"
"Yan Marillat","€150k","-","Without Club","Joined"
"Hianga'a Mbock","€700k","loan transfer","Red Star FC","Joined"
"Martín Satriano","€7.00m","End of loanJun 30, 2024","Inter","Joined"
"Jordan Amavi","€1.20m","End of loanJun 30, 2024","Marseille","Joined"
"Billal Brahimi","€3.00m","End of loanJun 30, 2024","Nice","Joined"
"Julien Le Cardinal","€1.50m","End of loanJun 30, 2024","Lens","Joined"
"Kamory Doumbia","€5.00m","End of loanJun 30, 2024","Stade Reims","Joined"
"Antonin Cartillier","€200k","End of loanJun 30, 2024","Monaco U21","Joined"
"Matías Fernández-Pardo","€3.00m","€11.50m","KAA Gent","Left"
"Osame Sahraoui","€8.50m","€8.00m","Heerenveen","Left"
"Ngal'ayel Mukau","€3.00m","€5.00m","KV Mechelen","Left"
"Mitchel Bakker","€6.50m","Loan fee:€840k","Atalanta","Left"
"Marc-Aurèle Caillard","€200k","free transfer","FC Metz","Left"
"Aïssa Mandi","€1.80m","free transfer","Villarreal","Left"
"Ethan Mbappé","€1.50m","free transfer","Paris SG U19","Left"
"Thomas Meunier","€2.50m","free transfer","Trabzonspor","Left"
"Chuba Akpom","€8.00m","loan transfer","Ajax","Left"
"Vincent Burlet","-","-","LOSC Lille B","Left"
"André Gomes","€10.00m","-","Without Club","Left"
"Ousmane Touré","€50k","-","LOSC Lille B","Left"
"Ugo Raghouber","€400k","End of loanJun 30, 2024","Le Mans FC","Left"
"Akim Zedadka","€2.00m","End of loanJun 30, 2024","Real Zaragoza","Left"
"Alan Virginius","€3.50m","End of loanJun 30, 2024","Clermont Foot","Left"
"Mohamed Bayo","€5.00m","End of loanJun 30, 2024","Le Havre AC","Left"
"Leny Yoro","€50.00m","€62.00m","Man Utd","Joined"
"Akim Zedadka","€1.50m","free transfer","Piast Gliwice","Joined"
"Ugo Raghouber","€400k","loan transfer","USL Dunkerque","Joined"
"Alan Virginius","€3.50m","loan transfer","Young Boys","Joined"
"Vincent Burlet","-","loan transfer","Le Mans FC","Joined"
"Ousmane Touré","€200k","loan transfer","Valenciennes FC","Joined"
"Rafael Fernandes","€1.00m","loan transfer","Rangers","Joined"
"Mohamed Bayo","€4.00m","loan transfer","Royal Antwerp","Joined"
"Tiago Morais","€3.00m","loan transfer","Rio Ave","Joined"
"Adam Jakubech","€200k","-","Without Club","Joined"
"Ivan Cavaleiro","€2.00m","-","Without Club","Joined"
"Yusuf Yazıcı","€10.00m","-","Without Club","Joined"
"Adam Ounas","€4.00m","-","Without Club","Joined"
"Ignacio Miramón","€2.50m","loan transfer","Boca Juniors","Joined"
"Andrej Ilic","€3.00m","loan transfer","Union Berlin","Joined"
"Moïse Bombito","€4.50m","€7.00m","Colorado","Left"
"Jonathan Clauss","€12.00m","€5.00m","Marseille","Left"
"Mohamed Abdelmonem","€3.00m","€4.20m","Ahly SC","Left"
"Morgan Sanson","€8.00m","€4.00m","Aston Villa","Left"
"Ali Abdi","€1.50m","€500k","SM Caen","Left"
"Tanguy Ndombélé","€8.00m","free transfer","Tottenham","Left"
"Youssoufa Moukoko","€22.00m","loan transfer","Dortmund","Left"
"Baptiste Santamaria","€7.00m","loan transfer","Stade Rennais","Left"
"Issiaga Camara","€100k","-","OGC Nice B","Left"
"Yaël Nandjou","-","-","OGC Nice B","Left"
"Victor Orakpo","-","-","OGC Nice B","Left"
"Ayoub Amraoui","€1.50m","End of loanJun 30, 2024","Amiens SC","Left"
"Badredine Bouanani","€5.00m","End of loanJun 30, 2024","FC Lorient","Left"
"Robson Bambu","€3.00m","End of loanJun 30, 2024","Arouca","Left"
"Aliou Baldé","€650k","End of loanJan 13, 2025","VfL Bochum","Left"
"Billal Brahimi","€3.00m","End of loanJun 30, 2024","Stade Brestois","Left"
"Mattia Viti","€5.00m","End of loanJun 30, 2024","Sassuolo","Left"
"Rareș Ilie","€3.00m","End of loanJun 30, 2024","Lausanne-Sport","Left"
"Khéphren Thuram","€35.00m","€20.60m","Juventus","Joined"
"Jordan Lotomba","€8.00m","€2.20m","Feyenoord","Joined"
"Robson Bambu","€3.00m","€1.20m","Braga","Joined"
"Alexis Claude-Maurice","€3.50m","free transfer","Augsburg","Joined"
"Aliou Baldé","€800k","loan transfer","VfL Bochum","Joined"
"Jean-Clair Todibo","€35.00m","loan transfer","West Ham","Joined"
"Ayoub Amraoui","€1.50m","loan transfer","FC Martigues","Joined"
"Mattia Viti","€5.00m","loan transfer","FC Empoli","Joined"
"Billal Brahimi","€3.00m","loan transfer","Sint-Truiden","Joined"
"Aliou Baldé","€650k","loan transfer","Lausanne-Sport","Joined"
"Rareș Ilie","€1.50m","loan transfer","Catanzaro","Joined"
"Issiaga Camara","€300k","loan transfer","Dijon","Joined"
"Alexis Beka Beka","€1.50m","-","Without Club","Joined"
"Valentin Rosier","€4.00m","End of loanJun 30, 2024","Besiktas","Joined"
"Romain Perraud","€5.00m","End of loanJun 30, 2024","Southampton","Joined"
"Morgan Sanson","€8.00m","End of loanJun 30, 2024","Aston Villa","Joined"
"Moussa Niakhaté","€16.00m","€31.90m","Nott'm Forest","Left"
"Ernest Nuamah","€18.00m","€28.50m","RWDM","Left"
"Orel Mangala","€20.00m","€23.40m","Nott'm Forest","Left"
"Georges Mikautadze","€20.00m","€18.50m","FC Metz","Left"
"Saïd Benrahma","€20.00m","€14.40m","West Ham","Left"
"Abner","€7.00m","€8.00m","Real Betis","Left"
"Mama Baldé","€4.00m","€6.00m","Troyes","Left"
"Tanner Tessmann","€7.00m","€6.00m","Venezia","Left"
"Jordan Veretout","€15.00m","€4.00m","Marseille","Left"
"Duje Caleta-Car","€7.00m","€3.59m","Southampton","Left"
"Wilfried Zaha","€11.00m","Loan fee:€3.00m","Galatasaray","Left"
"Warmed Omari","€8.00m","Loan fee:€500k","Stade Rennais","Left"
"Rémy Descamps","€1.50m","free transfer","FC Nantes","Left"
"Thiago Almada","€27.00m","loan transfer","Botafogo","Left"
"Islamdine Halifa","-","-","Olymp. Lyon B","Left"
"Florent Sanchez","€350k","End of loanJun 30, 2024","RWDM","Left"
"Amin Sarr","€4.00m","End of loanJun 30, 2024","Wolfsburg","Left"
"Achraf Laâziri","€300k","End of loanJun 30, 2024","USL Dunkerque","Left"
"Tino Kadewere","€2.50m","End of loanJun 30, 2024","FC Nantes","Left"
"Jeffinho","€5.00m","End of loanDec 31, 2024","Botafogo","Left"
"Mamadou Sarr","€1.00m","End of loanJun 30, 2024","RWDM","Left"
"Skelly Alvero","€4.00m","End of loanJun 30, 2024","Werder Bremen","Left"
"Adryelson","€4.00m","End of loanDec 31, 2024","Botafogo","Left"
"Jake O'Brien","€12.00m","€19.50m","Everton","Joined"
"Maxence Caqueret","€15.00m","€15.00m","Como","Joined"
"Mamadou Sarr","€1.00m","€10.00m","R. Strasbourg","Joined"
"Gift Orban","€10.00m","€9.00m","Hoffenheim","Joined"
"Jeffinho","€5.00m","€5.30m","Botafogo","Joined"
"Skelly Alvero","€4.00m","€4.75m","Werder Bremen","Joined"
"Mama Baldé","€4.00m","€4.50m","Stade Brestois","Joined"
"Dejan Lovren","€1.20m","free transfer","PAOK","Joined"
"Florent Sanchez","€350k","free transfer","US Orléans","Joined"
"Anthony Lopes","€1.50m","free transfer","FC Nantes","Joined"
"Sinaly Diomandé","€4.00m","free transfer","AJ Auxerre","Joined"
"Tino Kadewere","€2.50m","free transfer","FC Nantes","Joined"
"Mohamed El Arouch","€1.50m","free transfer","Botafogo","Joined"
"Achraf Laâziri","€300k","loan transfer","RWDM","Joined"
"Saïd Benrahma","€15.00m","loan transfer","NEOM SC","Joined"
"Adryelson","€4.00m","loan transfer","RSC Anderlecht","Joined"
"Orel Mangala","€20.00m","loan transfer","Everton","Joined"
"Mahamadou Diawara","€2.50m","loan transfer","Le Havre AC","Joined"
"Johann Lepenant","€6.00m","loan transfer","FC Nantes","Joined"
"Islamdine Halifa","-","loan transfer","RWDM","Joined"
"Amin Sarr","€4.00m","loan transfer","Hellas Verona","Joined"
"Henrique Silva","€1.00m","-","Without Club","Joined"
"Justin Bengui","€300k","loan transfer","Jedinstvo Ub","Joined"
"Adryelson","€4.00m","loan transfer","Botafogo","Joined"
"Duje Caleta-Car","€7.00m","End of loanJun 30, 2024","Southampton","Joined"
"Mama Baldé","€4.00m","End of loanJun 30, 2024","Troyes","Joined"
"Ernest Nuamah","€18.00m","End of loanJun 30, 2024","RWDM","Joined"
"Orel Mangala","€20.00m","End of loanJun 30, 2024","Nott'm Forest","Joined"
"Saïd Benrahma","€20.00m","End of loanJun 30, 2024","West Ham","Joined"
"Wilfried Zaha","€8.00m","End of loanJan 22, 2025","Galatasaray","Joined"
"Anass Zaroury","€9.00m","€5.00m","Burnley","Left"
"Jhoanner Chávez","€2.00m","€4.50m","EC Bahia","Left"
"Nidal Celik","€1.00m","€2.50m","FK Sarajevo","Left"
"Hervé Koffi","€2.00m","€2.50m","R Charleroi SC","Left"
"M'Bala Nzola","€7.00m","Loan fee:€2.10m","Fiorentina","Left"
"Goduine Koyalipou","€1.20m","€2.00m","CSKA Sofia","Left"
"Andrija Bulatovic","€400k","€1.70m","B. Podgorica","Left"
"Hamzat Ojediran","€400k","€1.35m","Debrecen","Left"
"Martín Satriano","€7.00m","Loan fee:€1.00m","Inter","Left"
"Jeremy Agbonifo","€3.50m","Loan fee:€1.00m","Häcken","Left"
"Mathew Ryan","€2.50m","€800k","Roma","Left"
"Sidi Bane","€150k","€250k","BATE Borisov","Left"
"Denis Petric","€100k","free transfer","FC Nantes","Left"
"Malang Sarr","€4.00m","free transfer","Chelsea","Left"
"Ismaëlo Ganiou","-","-","RC Lens B","Left"
"Tom Pouilly","-","-","RC Lens B","Left"
"Ayanda Sishuba","€500k","-","RC Lens B","Left"
"Anthony Bermont","-","-","RC Lens B","Left"
"Stijn Spierings","€4.50m","End of loanJun 30, 2024","Toulouse","Left"
"Julien Le Cardinal","€1.50m","End of loanJun 30, 2024","Stade Brestois","Left"
"Rémy Labeau Lascary","€1.00m","End of loanJun 30, 2024","Stade Lavallois","Left"
"Andrija Bulatovic","€1.00m","End of loanJun 30, 2025","B. Podgorica","Left"
"Lukasz Poreba","€1.20m","End of loanJun 30, 2024","Hamburg","Left"
"Mamadou Camara","€200k","End of loanJun 30, 2024","AS Nancy","Left"
"Adam Buksa","€6.00m","End of loanJun 30, 2024","Antalyaspor","Left"
"Juma Bah","€1.00m","loan transfer","Man City","Left"
"Abdukodir Khusanov","€12.00m","€40.00m","Man City","Joined"
"Elye Wahi","€35.00m","€27.00m","Marseille","Joined"
"Brice Samba","€15.00m","€14.00m","Stade Rennais","Joined"
"David Da Costa","€7.00m","€5.74m","Portland","Joined"
"Adam Buksa","€6.00m","€4.00m","Midtjylland","Joined"
"Ayanda Sishuba","€500k","€2.50m","Hellas Verona","Joined"
"Julien Le Cardinal","€1.50m","€1.70m","Stade Brestois","Joined"
"Przemyslaw Frankowski","€8.00m","Loan fee:€1.00m","Galatasaray","Joined"
"Morgan Guilavogui","€3.00m","Loan fee:€500k","St. Pauli","Joined"
"Lukasz Poreba","€1.20m","€300k","Hamburg","Joined"
"Stijn Spierings","€4.50m","free transfer","Bröndby IF","Joined"
"Massadio Haïdara","€2.00m","free transfer","Stade Brestois","Joined"
"Ibrahima Baldé","€300k","free transfer","Rodez AF","Joined"
"Yannick Pandor","€100k","loan transfer","US Boulogne","Joined"
"Anthony Bermont","-","loan transfer","FC Annecy","Joined"
"Ismaëlo Ganiou","-","?","Padova","Joined"
"Andrija Bulatovic","€400k","loan transfer","B. Podgorica","Joined"
"Kevin Danso","€25.00m","loan transfer","Tottenham","Joined"
"Salis Abdul Samed","€8.00m","loan transfer","Sunderland","Joined"
"Sidi Bane","€300k","loan transfer","FC Annecy","Joined"
"Mamadou Camara","€200k","-","RC Lens B","Joined"
"Jean-Louis Leca","€200k","-","Retired","Joined"
"Jimmy Cabot","-","-","Retired","Joined"
"Jhoanner Chávez","€2.00m","End of loanJun 30, 2024","EC Bahia","Joined"
"Elye Wahi","€35.00m","€27.00m","Lens","Left"
"Mason Greenwood","€25.00m","€26.00m","Man Utd","Left"
"Amine Gouiri","€20.00m","€19.00m","Stade Rennais","Left"
"Ismaël Koné","€11.00m","€12.00m","Watford","Left"
"Bamo Meïté","€6.00m","€10.50m","FC Lorient","Left"
"Derek Cornelius","€2.80m","€4.00m","Malmö","Left"
"Gerónimo Rulli","€5.00m","€4.00m","Ajax","Left"
"Jeffrey de Lange","€3.00m","€2.00m","Go Ahead Eagles","Left"
"Jonathan Rowe","€9.00m","Loan fee:€2.00m","Norwich","Left"
"Amar Dedić","€15.00m","€1.50m","Salzburg","Left"
"Ismaël Bennacer","€14.00m","Loan fee:€1.00m","AC Milan","Left"
"Valentín Carboni","€15.00m","Loan fee:€1.00m","Inter","Left"
"Neal Maupay","€12.00m","Loan fee:€500k","Everton","Left"
"Luiz Felipe","€8.00m","free transfer","Al-Ittihad","Left"
"Pierre-Emile Højbjerg","€18.00m","loan transfer","Tottenham","Left"
"Lilian Brassier","€12.00m","loan transfer","Stade Brestois","Left"
"Darryl Bakola","-","-","Marseille U19","Left"
"Enzo Sternal","-","-","Marseille U19","Left"
"Adrien Rabiot","€35.00m","-","Without Club","Left"
"Pau López","€3.50m","End of loanFeb 1, 2025","Girona","Left"
"Konrad de la Fuente","€800k","End of loanJun 30, 2024","SD Eibar","Left"
"François Mughe","€800k","End of loanJun 30, 2024","USL Dunkerque","Left"
"Vitinha","€14.00m","End of loanJun 30, 2024","Genoa","Left"
"Salim Ben Seghir","€400k","End of loanJun 30, 2024","Neuchâtel Xamax","Left"
"Mattéo Guendouzi","€25.00m","End of loanJun 30, 2024","Lazio","Left"
"Jordan Amavi","€1.20m","End of loanJun 30, 2024","Stade Brestois","Left"
"Pol Lirola","€1.80m","End of loanJun 30, 2024","Frosinone","Left"
"Elye Wahi","€25.00m","€26.00m","Frankfurt","Joined"
"Iliman Ndiaye","€15.00m","€18.00m","Everton","Joined"
"Ismaïla Sarr","€18.00m","€15.00m","Crystal Palace","Joined"
"Mattéo Guendouzi","€25.00m","€13.00m","Lazio","Joined"
"Pierre-Emerick Aubameyang","€5.00m","€9.00m","Al-Qadsiah","Joined"
"Vitinha","€14.00m","€8.30m","Genoa","Joined"
"Jonathan Clauss","€12.00m","€5.00m","Nice","Joined"
"Jordan Veretout","€15.00m","€4.00m","Lyon","Joined"
"Ismaël Koné","€12.00m","Loan fee:€1.00m","Stade Rennais","Joined"
"Enzo Sternal","€1.50m","€500k","RSCA Futures","Joined"
"Samuel Gigot","€9.00m","Loan fee:€500k","Lazio","Joined"
"Azzedine Ounahi","€12.00m","Loan fee:€500k","Panathinaikos","Joined"
"Pape Gueye","€6.00m","free transfer","Villarreal","Joined"
"Jordan Amavi","€1.20m","free transfer","Stade Brestois","Joined"
"Salim Ben Seghir","€400k","?","Neuchâtel Xamax","Joined"
"Konrad de la Fuente","€800k","?","Lausanne-Sport","Joined"
"Emran Soglo","€800k","?","Sturm Graz","Joined"
"Simon Ngapandouetnbu","€300k","loan transfer","Nîmes Olympique","Joined"
"Pau López","€10.00m","loan transfer","Girona","Joined"
"François Mughe","€500k","loan transfer","Kallithea","Joined"
"Pau López","€3.50m","loan transfer","Toluca","Joined"
"Bamo Meïté","€5.00m","loan transfer","Montpellier","Joined"
"Valentín Carboni","€12.00m","End of loanFeb 11, 2025","Inter","Joined"
"Lilian Brassier","€10.00m","End of loanJan 30, 2025","Stade Brestois","Joined"
"Jean Onana","€4.00m","End of loanJun 30, 2024","Besiktas","Joined"
"Bamo Meïté","€6.00m","End of loanJun 30, 2024","FC Lorient","Joined"
"Joaquín Correa","€6.00m","End of loanJun 30, 2024","Inter","Joined"
"Mory Gbane","€2.50m","€5.00m","Gil Vicente","Left"
"Jordan","€3.00m","€4.50m","Union Berlin","Left"
"Malcolm Jeng","€1.50m","€2.50m","Sirius","Left"
"John Patrick","€200k","€1.20m","Getafe CF B","Left"
"Hiroki Sekine","€800k","€650k","Kashiwa Reysol","Left"
"Cédric Kipré","€2.50m","free transfer","West Brom","Left"
"Aurélio Buta","€5.00m","loan transfer","Frankfurt","Left"
"Gabriel Moscardo","€15.00m","loan transfer","PSG","Left"
"Fallou Fall","€100k","-","Stade Reims B","Left"
"Yaya Fofana","€150k","-","Stade Reims B","Left"
"Arthur Tchaptchet","€50k","-","Stade Reims U19","Left"
"Abdoul Koné","-","-","Stade Reims B","Left"
"Nhoa Sangui","-","-","Stade Reims U19","Left"
"Amadou Koné","€500k","-","Stade Reims B","Left"
"Ewen Jaouen","€400k","-","Stade Reims B","Left"
"Martin Adeline","€1.00m","End of loanJun 30, 2024","FC Annecy","Left"
"Ibrahim Diakité","€800k","End of loanJun 30, 2024","StadeLO","Left"
"Amine Salama","€2.00m","End of loanJun 30, 2024","SM Caen","Left"
"Kamory Doumbia","€5.00m","End of loanJun 30, 2024","Stade Brestois","Left"
"Check Keita","€1.50m","End of loanJun 30, 2024","SC Bastia","Left"
"Emmanuel Agbadou","€10.00m","€20.00m","Wolves","Joined"
"Marshall Munetsi","€10.00m","€18.00m","Wolves","Joined"
"Amir Richardson","€6.00m","€9.00m","Fiorentina","Joined"
"Kamory Doumbia","€5.00m","€4.00m","Stade Brestois","Joined"
"Ibrahim Diakité","€800k","€700k","Cercle Brugge","Joined"
"Martin Adeline","€1.00m","€600k","Troyes","Joined"
"Check Keita","€1.50m","€500k","R Charleroi SC","Joined"
"Thérence Koudou","€800k","€200k","Pau FC","Joined"
"Amine Salama","€1.80m","Loan fee:€200k","Torino","Joined"
"Thomas Foket","€6.00m","free transfer","RSC Anderlecht","Joined"
"Yunis Abdelhamid","€600k","free transfer","Saint-Étienne","Joined"
"Maxime Busi","€1.20m","loan transfer","NAC Breda","Joined"
"Adama Bojang","€500k","loan transfer","Grasshoppers","Joined"
"Arthur Tchaptchet","€50k","loan transfer","Concarneau","Joined"
"Fallou Fall","€100k","loan transfer","Fredrikstad","Joined"
"Thibault De Smet","€2.50m","loan transfer","Paris FC","Joined"
"Benjamin Stambouli","€700k","-","Without Club","Joined"
"Ewen Jaouen","€400k","loan transfer","USL Dunkerque","Joined"
"Seko Fofana","€12.00m","€20.00m","Al-Nassr","Left"
"Albert Grønbæk","€12.00m","€15.00m","Bodø/Glimt","Left"
"Brice Samba","€15.00m","€14.00m","Lens","Left"
"Anthony Rouault","€10.00m","€13.00m","Stuttgart","Left"
"Kyogo Furuhashi","€14.00m","€12.00m","Celtic","Left"
"Mikayil Faye","€10.00m","€10.30m","Barcelona","Left"
"Glen Kamara","€6.00m","€10.00m","Leeds","Left"
"Andrés Gómez","€5.00m","€10.00m","Salt Lake","Left"
"Henrik Meister","€600k","€9.00m","Sarpsborg 08","Left"
"Mousa Tamari","€6.00m","€8.00m","Montpellier","Left"
"Jota","€9.00m","€8.00m","Al-Ittihad","Left"
"Leo Østigård","€8.00m","€7.00m","Napoli","Left"
"Kazeem Olaigbe","€1.80m","€5.25m","Cercle Brugge","Left"
"Jordan James","€4.50m","€5.00m","Birmingham","Left"
"Hans Hateboer","€3.50m","€2.70m","Atalanta","Left"
"Matthis Abline","€6.00m","End of loanJun 30, 2024€2.00m","FC Nantes","Left"
"Mohamed Jaouab","€600k","€1.00m","Amiens SC","Left"
"Ismaël Koné","€12.00m","Loan fee:€1.00m","Marseille","Left"
"Jérémy Jacquet","€1.00m","End of loanFeb 3, 2025€900k","Clermont Foot","Left"
"Ayanda Sishuba","€2.00m","€500k","Hellas Verona","Left"
"Abdelhamid Ait Boudlal","-","?","AM Football","Left"
"Naouirou Ahamada","€8.00m","loan transfer","Crystal Palace","Left"
"Lilian Brassier","€10.00m","loan transfer","Stade Brestois","Left"
"Kader Meïté","-","-","Rennes B","Left"
"Wilson Samaké","€150k","-","Rennes B","Left"
"Mahamadou Nagida","€500k","-","Rennes B","Left"
"Djaoui Cissé","€100k","-","Rennes B","Left"
"Rayan Bamba","-","-","Rennes B","Left"
"Arthur Theate","€20.00m","End of loanFeb 1, 2025","Frankfurt","Left"
"Lorenz Assignon","€10.00m","End of loanJun 30, 2024","Burnley","Left"
"Alfred Gomis","€1.00m","End of loanJun 30, 2024","FC Lorient","Left"
"Alan Do Marcolino","€200k","End of loanJun 30, 2024","QRM","Left"
"Doğan Alemdar","€2.50m","End of loanJun 30, 2024","Troyes","Left"
"Désiré Doué","€30.00m","€50.00m","PSG","Joined"
"Enzo Le Fée","€18.00m","€23.00m","Roma","Joined"
"Martin Terrier","€20.00m","€20.00m","Leverkusen","Joined"
"Amine Gouiri","€20.00m","€19.00m","Marseille","Joined"
"Jeanuël Belocian","€10.00m","€15.00m","Leverkusen","Joined"
"Arthur Theate","€20.00m","€13.00m","Frankfurt","Joined"
"Matthis Abline","€6.00m","€10.00m","FC Nantes","Joined"
"Jota","€8.00m","€10.00m","Celtic","Joined"
"Benjamin Bourigeaud","€18.00m","€10.00m","Al-Duhail SC","Joined"
"Guela Doué","€7.00m","€6.00m","R. Strasbourg","Joined"
"Fabian Rieder","€8.00m","Loan fee:€800k","Stuttgart","Joined"
"Warmed Omari","€8.00m","Loan fee:€500k","Lyon","Joined"
"Mathis Lambourde","€500k","free transfer","Hellas Verona","Joined"
"Alfred Gomis","€1.00m","free transfer","Palermo","Joined"
"Mohamed Jaouab","€600k","loan transfer","Amiens SC","Joined"
"Rayan Bamba","-","loan transfer","Concarneau","Joined"
