Name,Value,Fee,From,Direction
"Fousseni Diabaté","€3.00m","loan transfer","Amiens SC","Joined"
"Sam Hughes","-","loan transfer","Salford","Joined"
"George Thomas","€250k","loan transfer","ADO Den Haag","Joined"
"Andy King","€2.50m","loan transfer","Huddersfield","Joined"
"Filip Benkovic","€9.00m","loan transfer","Bristol City","Joined"
"Islam Slimani","€5.00m","loan transfer","Monaco","Joined"
"Andy King","€2.50m","loan transfer","Rangers","Joined"
"Danny Simpson","€3.50m","-","Without Club","Joined"
"Youri Tielemans","€38.00m","End of loanJun 30, 2019","Monaco","Joined"
"Sébastien Haller","€40.00m","€50.00m","Frankfurt","Left"
"Pablo Fornals","€25.00m","€28.00m","Villarreal","Left"
"Jarrod Bowen","€10.00m","€21.30m","Hull City","Left"
"Albian Ajeti","€7.00m","€11.30m","Basel","Left"
"Darren Randolph","€4.50m","€4.70m","Middlesbrough","Left"
"Tomáš Souček","€10.00m","Loan fee:€4.50m","Slavia Praha","Left"
"David Martin","€250k","free transfer","Millwall","Left"
"Roberto","€1.50m","free transfer","Espanyol","Left"
"Edimilson Fernandes","€8.00m","End of loanJun 30, 2019","Fiorentina","Left"
"Reece Oxford","€4.00m","End of loanJun 30, 2019","Augsburg","Left"
"Marko Arnautovic","€35.00m","€25.00m","SH SIPG","Joined"
"Chicharito","€12.00m","€7.75m","Sevilla FC","Joined"
"Pedro Obiang","€7.00m","€7.75m","Sassuolo","Joined"
"Edimilson Fernandes","€8.00m","€7.50m","Mainz","Joined"
"Sead Haksabanovic","€1.00m","€2.60m","Norrköping","Joined"
"Lucas Pérez","€4.00m","€2.30m","Alavés","Joined"
"Reece Oxford","€4.00m","€2.00m","Augsburg","Joined"
"Sam Byram","€3.50m","€830k","Norwich","Joined"
"Samir Nasri","€5.00m","free transfer","RSC Anderlecht","Joined"
"Adrián","€3.50m","free transfer","Liverpool","Joined"
"Andy Carroll","€8.00m","free transfer","Newcastle","Joined"
"Moses Makasi","-","free transfer","FC Eindhoven","Joined"
"Winston Reid","€5.00m","loan transfer","Kansas City","Joined"
"Jordan Hugill","€6.00m","loan transfer","QPR","Joined"
"Roberto","€1.00m","loan transfer","Alavés","Joined"
"Grady Diangana","€5.00m","loan transfer","West Brom","Joined"
"Josh Cullen","€1.00m","loan transfer","Charlton","Joined"
"Ismaïla Sarr","€30.00m","€30.00m","Stade Rennais","Left"
"João Pedro","€20.00m","€11.50m","Fluminense","Left"
"Ignacio Pussetto","€8.00m","€8.50m","Udinese","Left"
"Craig Dawson","€6.00m","€6.00m","West Brom","Left"
"Danny Welbeck","€12.00m","free transfer","Arsenal","Left"
"Tom Dele-Bashiru","€150k","free transfer","Man City U23","Left"
"Kaylen Hinds","€500k","-","Without Club","Left"
"Luis Suárez","€800k","End of loanJun 30, 2019","Gimnàstic","Left"
"Cucho Hernández","€10.00m","End of loanJun 30, 2019","SD Huesca","Left"
"Dodi Lukébakio","€18.00m","End of loanJun 30, 2019","F. Düsseldorf","Left"
"Pervis Estupiñán","€2.00m","End of loanJun 30, 2019","RCD Mallorca","Left"
"Obbi Oulare","€1.80m","End of loanJun 30, 2019","Standard Liège","Left"
"Dimitri Foulquier","€3.50m","End of loanJun 30, 2019","Getafe","Left"
"Jorge Segura","€1.00m","End of loanDec 31, 2019","Atlas","Left"
"Filip Stuparevic","€1.00m","End of loanDec 31, 2019","Pribram","Left"
"Stefano Okaka","€5.00m","End of loanJun 30, 2019","Udinese","Left"
"Marvin Zeegelaar","€2.50m","End of loanJun 30, 2019","Udinese","Left"
"Adalberto Peñaranda","€1.30m","End of loanJan 31, 2020","KAS Eupen","Left"
"Filip Stuparevic","€1.20m","End of loanJun 30, 2019","Vozdovac","Left"
"Ben Wilmot","€1.50m","End of loanJun 30, 2019","Udinese","Left"
"Kwasi Sibo","€200k","End of loanJun 30, 2019","KF Skënderbeu","Left"
"Dodi Lukébakio","€18.00m","€20.00m","Hertha BSC","Joined"
"Stefano Okaka","€5.00m","€4.00m","Udinese","Joined"
"Obbi Oulare","€1.80m","€3.40m","Standard Liège","Joined"
"Marvin Zeegelaar","€1.50m","€2.00m","Udinese","Joined"
"Filip Stuparevic","€1.00m","loan transfer","Vozdovac","Joined"
"Adalberto Peñaranda","€2.00m","loan transfer","KAS Eupen","Joined"
"Ben Wilmot","€1.50m","loan transfer","Swansea","Joined"
"Kwasi Sibo","€200k","loan transfer","UD Ibiza","Joined"
"Ken Sema","€3.50m","loan transfer","Udinese","Joined"
"Cucho Hernández","€10.00m","loan transfer","RCD Mallorca","Joined"
"Pervis Estupiñán","€2.00m","loan transfer","CA Osasuna","Joined"
"Filip Stuparevic","€1.20m","loan transfer","Pribram","Joined"
"Dimitri Foulquier","€2.50m","loan transfer","Granada CF","Joined"
"Pontus Dahlberg","€1.00m","loan transfer","FC Emmen","Joined"
"Jorge Segura","€1.00m","loan transfer","Envigado","Joined"
"Jerome Sinclair","€1.50m","loan transfer","VVV-Venlo","Joined"
"Luis Suárez","€800k","loan transfer","Real Zaragoza","Joined"
"Tommie Hoban","€500k","-","Without Club","Joined"
"Miguel Britos","-","-","Retired","Joined"
"Sebastian Prödl","€1.50m","-","Without Club","Joined"
"James McCarthy","€5.00m","€3.30m","Everton","Left"
"Jordan Ayew","€8.00m","€2.80m","Swansea","Left"
"Víctor Camarasa","€10.00m","Loan fee:€1.50m","Real Betis","Left"
"Gary Cahill","€8.00m","free transfer","Chelsea","Left"
"Stephen Henderson","€500k","free transfer","Nott'm Forest","Left"
"Cenk Tosun","€15.00m","loan transfer","Everton","Left"
"Sam Woods","-","-","Palace U23","Left"
"Ryan Inniss","€150k","End of loanMay 31, 2020","Newport County","Left"
"Jaroslaw Jach","€850k","End of loanAug 29, 2019","FC Sheriff","Left"
"Sam Woods","€75k","End of loanMay 31, 2020","Hamilton Acad.","Left"
"Alexander Sørloth","€6.00m","End of loanJun 30, 2019","KAA Gent","Left"
"Dion Henry","-","End of loanMay 31, 2020","Hampton & Rich.","Left"
"Jason Puncheon","€3.00m","End of loanJun 30, 2019","Huddersfield","Left"
"Aaron Wan-Bissaka","€35.00m","€55.00m","Man Utd","Joined"
"Alexander Sørloth","€6.00m","Loan fee:€375k","Trabzonspor","Joined"
"Pape Souaré","€2.00m","free transfer","Troyes","Joined"
"Jason Puncheon","€3.00m","free transfer","Pafos","Joined"
"Dion Henry","€50k","loan transfer","Hampton & Rich.","Joined"
"Ryan Inniss","€150k","loan transfer","Newport County","Joined"
"Connor Wickham","€2.50m","loan transfer","Sheff Wed","Joined"
"Sam Woods","-","loan transfer","Hamilton Acad.","Joined"
"Jaroslaw Jach","€850k","loan transfer","Raków","Joined"
"Bakary Sako","€4.00m","-","Without Club","Joined"
"Julián Speroni","€250k","-","Retired","Joined"
"Víctor Camarasa","€5.00m","End of loanJan 12, 2020","Real Betis","Joined"
"Cenk Tosun","€15.00m","End of loanMar 5, 2020","Everton","Joined"
"Michy Batshuayi","€30.00m","End of loanJun 30, 2019","Chelsea","Joined"
"Lucas Perri","€250k","End of loanJun 30, 2019","São Paulo","Joined"
"Joelinton","€35.00m","€43.50m","Hoffenheim","Left"
"Allan Saint-Maximin","€25.00m","€18.00m","Nice","Left"
"Emil Krafth","€2.50m","€5.40m","Amiens SC","Left"
"Danny Rose","€20.00m","Loan fee:€2.00m","Tottenham","Left"
"Valentino Lazaro","€19.00m","Loan fee:€1.50m","Inter","Left"
"Jetro Willems","€5.00m","Loan fee:€1.00m","Frankfurt","Left"
"Nabil Bentaleb","€5.00m","Loan fee:€1.00m","FC Schalke 04","Left"
"Andy Carroll","€8.00m","free transfer","West Ham","Left"
"Matty Longstaff","-","-","Newcastle U23","Left"
"Rolando Aarons","€400k","End of loanMay 31, 2020","Motherwell FC","Left"
"Henri Saivet","€1.00m","End of loanJun 30, 2019","Bursaspor","Left"
"Rolando Aarons","€500k","End of loanJan 13, 2020","Wycombe","Left"
"Dan Barlaser","-","End of loanMay 31, 2020","Rotherham","Left"
"Ayoze Pérez","€20.00m","€33.40m","Leicester","Joined"
"Joselu","€4.00m","€2.24m","Alavés","Joined"
"Mohamed Diamé","€5.00m","free transfer","Al-Ahli SC","Joined"
"Sung-yueng Ki","€4.50m","free transfer","RCD Mallorca","Joined"
"Jacob Murphy","€6.00m","loan transfer","Sheff Wed","Joined"
"Freddie Woodman","€500k","loan transfer","Swansea","Joined"
"Rolando Aarons","€500k","loan transfer","Motherwell FC","Joined"
"Rolando Aarons","€500k","loan transfer","Wycombe","Joined"
"Achraf Lazaar","€1.00m","loan transfer","Cosenza","Joined"
"Dan Barlaser","-","loan transfer","Rotherham","Joined"
"Antonio Barreca","€7.00m","End of loanJun 30, 2019","Monaco","Joined"
"Philip Billing","€7.00m","€16.50m","Huddersfield","Left"
"Arnaut Danjuma","€12.00m","€16.46m","Club Brugge","Left"
"Lloyd Kelly","€9.00m","€14.80m","Bristol City","Left"
"Jack Stacey","-","€4.45m","Luton","Left"
"Harry Wilson","€12.00m","Loan fee:€2.70m","Liverpool","Left"
"Sam Surridge","-","-","Bournemouth U23","Left"
"Nnamdi Ofoborh","€150k","-","Bournemouth U23","Left"
"Emerson Hyndman","€1.50m","loan transfer","Atlanta","Left"
"Sam Surridge","€500k","End of loanJan 1, 2020","Swansea","Left"
"Matt Butcher","€75k","End of loanMay 31, 2020","St. Johnstone","Left"
"Asmir Begovic","€5.00m","End of loanDec 31, 2019","Qarabağ","Left"
"Brad Smith","€1.00m","End of loanDec 31, 2019","Seattle","Left"
"Jermain Defoe","€1.40m","End of loanMay 31, 2020","Rangers","Left"
"Tyrone Mings","€5.00m","€22.30m","Aston Villa","Joined"
"Lys Mousset","€3.50m","€11.10m","Sheff Utd","Joined"
"Connor Mahoney","€750k","€1.10m","Millwall","Joined"
"Asmir Begovic","€5.00m","Loan fee:€125k","AC Milan","Joined"
"Marc Pugh","€1.50m","free transfer","QPR","Joined"
"Nnamdi Ofoborh","€150k","loan transfer","Wycombe","Joined"
"Matt Butcher","-","loan transfer","St. Johnstone","Joined"
"Sam Surridge","-","loan transfer","Swansea","Joined"
"Asmir Begovic","€7.00m","loan transfer","Qarabağ","Joined"
"Brad Smith","€1.00m","loan transfer","Cardiff","Joined"
"Harry Arter","€7.00m","loan transfer","Fulham","Joined"
"Emerson Hyndman","€1.50m","End of loanJan 1, 2020","Atlanta","Joined"
"Jay Rodríguez","€10.00m","€10.00m","West Brom","Left"
"Josh Brownhill","€4.50m","€10.00m","Bristol City","Left"
"Bailey Peacock-Farrell","€1.50m","€2.75m","Leeds","Left"
"Erik Pieters","€5.00m","€1.10m","Stoke City","Left"
"Danny Drinkwater","€8.00m","loan transfer","Chelsea","Left"
"Aiden O'Neill","€500k","End of loanJun 30, 2019","Central Coast","Left"
"Nahki Wells","€4.00m","End of loanJan 27, 2020","QPR","Left"
"Ntumba Massanka","-","End of loanJun 30, 2019","RWDM","Left"
"Tom Heaton","€3.00m","€8.80m","Aston Villa","Joined"
"Nahki Wells","€4.00m","€4.75m","Bristol City","Joined"
"Ntumba Massanka","-","free transfer","Chorley","Joined"
"Conor Mitchell","€50k","free transfer","Larne FC","Joined"
"Steven Defour","€5.00m","free transfer","Royal Antwerp","Joined"
"Anders Lindegaard","€500k","free transfer","Helsingborgs IF","Joined"
"Stephen Ward","€2.00m","free transfer","Stoke City","Joined"
"Aiden O'Neill","€500k","loan transfer","Brisbane Roar","Joined"
"Nahki Wells","€4.00m","loan transfer","QPR","Joined"
"Peter Crouch","-","-","Retired","Joined"
"Danny Drinkwater","€6.00m","End of loanJan 6, 2020","Chelsea","Joined"
"Danny Ings","€15.00m","€25.10m","Liverpool","Left"
"Ché Adams","€7.00m","€16.70m","Birmingham","Left"
"Moussa Djenepo","€12.00m","€15.70m","Standard Liège","Left"
"Kevin Danso","€8.00m","Loan fee:€4.00m","Augsburg","Left"
"Kyle Walker-Peters","€10.00m","loan transfer","Tottenham","Left"
"Will Smallbone","-","-","Southampton U23","Left"
"Fraser Forster","€6.50m","End of loanMay 31, 2020","Celtic","Left"
"Jack Rose","€100k","End of loanMay 31, 2020","Walsall","Left"
"Cédric Soares","€12.00m","End of loanJun 30, 2019","Inter","Left"
"Jake Hesketh","€200k","End of loanMay 31, 2020","Lincoln City","Left"
"Wesley Hoedt","€12.00m","End of loanJun 30, 2019","Celta de Vigo","Left"
"Jordy Clasie","€5.50m","End of loanJun 30, 2019","Feyenoord","Left"
"Sofiane Boufal","€12.00m","End of loanJun 30, 2019","Celta de Vigo","Left"
"Guido Carrillo","€7.50m","End of loanJun 30, 2019","CD Leganés","Left"
"Matt Targett","€7.00m","€15.50m","Aston Villa","Joined"
"Sam Gallagher","€3.00m","€6.50m","Blackburn","Joined"
"Charlie Austin","€8.00m","€4.30m","West Brom","Joined"
"Mario Lemina","€15.00m","Loan fee:€1.00m","Galatasaray","Joined"
"Jordy Clasie","€5.50m","free transfer","AZ Alkmaar","Joined"
"Steven Davis","€2.00m","free transfer","Rangers","Joined"
"Maya Yoshida","€5.00m","loan transfer","Sampdoria","Joined"
"Jack Rose","€100k","loan transfer","Walsall","Joined"
"Wesley Hoedt","€12.00m","loan transfer","Royal Antwerp","Joined"
"Jake Hesketh","€200k","loan transfer","Lincoln City","Joined"
"Josh Sims","€2.00m","loan transfer","New York","Joined"
"Cédric Soares","€10.00m","loan transfer","Arsenal","Joined"
"Harrison Reed","€2.00m","loan transfer","Fulham","Joined"
"Fraser Forster","€8.00m","loan transfer","Celtic","Joined"
"Guido Carrillo","€7.50m","loan transfer","CD Leganés","Joined"
"Mohamed Elyounoussi","€15.00m","loan transfer","Celtic","Joined"
"Danny Ings","€15.00m","End of loanJun 30, 2019","Liverpool","Joined"
"Adam Webster","€9.00m","€22.22m","Bristol City","Left"
"Neal Maupay","€12.00m","€15.56m","Brentford","Left"
"Leandro Trossard","€16.00m","€15.56m","Genk","Left"
"Matt Clarke","€200k","€3.90m","Portsmouth","Left"
"Aaron Mooy","€12.00m","€3.30m","Huddersfield","Left"
"Tariq Lamptey","-","€1.20m","Chelsea U23","Left"
"Aaron Mooy","€14.00m","loan transfer","Huddersfield","Left"
"Steven Alzate","-","-","Brighton U23","Left"
"Aaron Connolly","-","-","Brighton U23","Left"
"Leon Balogun","€800k","End of loanMay 31, 2020","Wigan","Left"
"Percy Tau","€3.50m","End of loanJun 30, 2019","Union SG","Left"
"Jürgen Locadia","€10.00m","End of loanJan 31, 2020","Hoffenheim","Left"
"Markus Suttner","€1.50m","End of loanJun 30, 2019","F. Düsseldorf","Left"
"Ales Mateju","€1.70m","End of loanJun 30, 2019","Brescia","Left"
"Alexis Mac Allister","€5.00m","End of loanJun 30, 2019","Argentinos Jrs.","Left"
"Billy Arce","€1.00m","End of loanJun 2, 2019","CS Emelec","Left"
"Ezequiel Schelotto","€3.00m","End of loanJun 30, 2019","Chievo Verona","Left"
"Tudor Băluță","€4.50m","End of loanJun 30, 2019","FC Viitorul","Left"
"Soufyan Ahannach","€450k","End of loanJan 19, 2020","Union SG","Left"
"Anders Dreyer","€600k","End of loanJan 5, 2020","Heerenveen","Left"
"Jan Mlakar","€2.00m","End of loanJun 30, 2019","NK Maribor","Left"
"Beram Kayal","€1.50m","End of loanJan 1, 2020","Charlton","Left"
"Billy Arce","€500k","End of loanJan 23, 2020","Barcelona SC","Left"
"Jan Mlakar","€2.00m","End of loanJan 30, 2020","QPR","Left"
"Alexis Mac Allister","€12.50m","End of loanJan 31, 2020","Boca Juniors","Left"
"Anthony Knockaert","€8.00m","Loan fee:€4.50m","Fulham","Joined"
"Ales Mateju","€1.70m","€1.80m","Brescia","Joined"
"Anders Dreyer","€600k","€1.00m","Midtjylland","Joined"
"Florin Andone","€6.00m","Loan fee:€700k","Galatasaray","Joined"
"Gaëtan Bong","€2.00m","€500k","Nott'm Forest","Joined"
"Leon Balogun","€800k","free transfer","Wigan","Joined"
"Soufyan Ahannach","€450k","free transfer","Go Ahead Eagles","Joined"
"Tomer Hemed","€2.50m","free transfer","Charlton","Joined"
"Markus Suttner","€1.50m","free transfer","F. Düsseldorf","Joined"
"Richie Towell","€200k","free transfer","Salford","Joined"
"Tudor Băluță","€4.00m","loan transfer","ADO Den Haag","Joined"
"Ben White","-","loan transfer","Leeds","Joined"
"Alexis Mac Allister","€5.00m","loan transfer","Boca Juniors","Joined"
"Leo Østigård","€150k","loan transfer","St. Pauli","Joined"
"Billy Arce","€500k","loan transfer","LDU Quito","Joined"
"Soufyan Ahannach","€500k","loan transfer","Union SG","Joined"
"Jürgen Locadia","€12.00m","loan transfer","Hoffenheim","Joined"
"Anders Dreyer","€600k","loan transfer","Heerenveen","Joined"
"Leon Balogun","€1.50m","loan transfer","Wigan","Joined"
"Beram Kayal","€1.50m","loan transfer","Charlton","Joined"
"Jan Mlakar","€2.00m","loan transfer","Wigan","Joined"
"Matt Clarke","€200k","loan transfer","Derby","Joined"
"Percy Tau","€3.50m","loan transfer","Club Brugge","Joined"
"Viktor Gyökeres","€500k","loan transfer","St. Pauli","Joined"
"Jürgen Locadia","€10.00m","loan transfer","Cincinnati","Joined"
"Billy Arce","€600k","loan transfer","Barcelona SC","Joined"
"Jan Mlakar","€2.00m","loan transfer","QPR","Joined"
"Christian Walton","€1.00m","loan transfer","Blackburn","Joined"
"Bruno Saltor","-","-","Retired","Joined"
"Aaron Mooy","€12.00m","End of loanJan 23, 2020","Huddersfield","Joined"
"Sam McCallum","-","€4.15m","Coventry","Left"
"Ralf Fährmann","€5.00m","Loan fee:€3.00m","FC Schalke 04","Left"
"Sam Byram","€3.50m","€830k","West Ham","Left"
"Lukas Rupp","€3.00m","€500k","Hoffenheim","Left"
"Daniel Adshead","-","€335k","Rochdale","Left"
"Josip Drmic","€3.00m","free transfer","Mönchengladbach","Left"
"Rocky Bushiri","€1.20m","?","KV Oostende","Left"
"Ondrej Duda","€13.00m","loan transfer","Hertha BSC","Left"
"Patrick Roberts","€5.00m","loan transfer","Man City","Left"
"Ibrahim Amadou","€7.00m","loan transfer","Sevilla FC","Left"
"Adam Idah","-","-","Norwich City U23","Left"
"Marcel Franke","€1.00m","End of loanJun 30, 2019","Darmstadt 98","Left"
"Louis Thompson","€250k","End of loanJan 2, 2020","Shrewsbury","Left"
"Sam McCallum","-","End of loanMay 31, 2020","Coventry","Left"
"Carlton Morris","€150k","End of loanJan 7, 2020","Rotherham","Left"
"Louis Thompson","€250k","End of loanMay 31, 2020","MK Dons","Left"
"Mason Bloomfield","-","End of loanMay 31, 2020","Crawley Town","Left"
"Carlton Morris","€150k","End of loanMay 31, 2020","MK Dons","Left"
"James Husband","€1.00m","End of loanJan 24, 2020","Blackpool","Left"
"Akin Famewo","€25k","End of loanMay 31, 2020","St. Mirren","Left"
"Rocky Bushiri","€1.20m","End of loanJan 6, 2020","Blackpool","Left"
"Aston Oxborough","€50k","End of loanMar 29, 2020","Wealdstone","Left"
"Nélson Oliveira","€3.50m","€1.00m","AEK Athens","Joined"
"Marcel Franke","€1.00m","€1.00m","Hannover 96","Joined"
"Dennis Srbeny","€1.00m","€200k","SC Paderborn","Joined"
"Ivo Pinto","€2.00m","free transfer","Dinamo Zagreb","Joined"
"James Husband","€1.00m","free transfer","Blackpool","Joined"
"Tristan Abrahams","€150k","free transfer","Newport County","Joined"
"Yanic Wildschut","€2.00m","free transfer","Maccabi Haifa","Joined"
"Steven Naismith","€1.50m","free transfer","Heart of Midl.","Joined"
"Carlton Morris","€150k","loan transfer","MK Dons","Joined"
"Sean Raggett","€250k","loan transfer","Portsmouth","Joined"
"Aston Oxborough","€50k","loan transfer","Wealdstone","Joined"
"Sam McCallum","-","loan transfer","Coventry","Joined"
"Louis Thompson","€250k","loan transfer","MK Dons","Joined"
"James Husband","€1.00m","loan transfer","Blackpool","Joined"
"Rocky Bushiri","€1.20m","loan transfer","Blackpool","Joined"
"Akin Famewo","€25k","loan transfer","St. Mirren","Joined"
"Carlton Morris","€150k","loan transfer","Rotherham","Joined"
"Rocky Bushiri","€1.20m","loan transfer","Sint-Truiden","Joined"
"Philip Heise","€700k","loan transfer","1.FC Nuremberg","Joined"
"Louis Thompson","€250k","loan transfer","Shrewsbury","Joined"
"Ben Marshall","€1.50m","-","Without Club","Joined"
"Matt Jarvis","€350k","-","Without Club","Joined"
"Mason Bloomfield","-","loan transfer","Crawley Town","Joined"
"Felix Passlack","€1.50m","End of loanJun 30, 2019","Dortmund","Joined"
"Patrick Roberts","€3.50m","End of loanJan 1, 2020","Man City","Joined"
"Ralf Fährmann","€2.00m","End of loanMar 9, 2020","FC Schalke 04","Joined"
"Ibrahim Amadou","€7.00m","End of loanJan 30, 2020","Sevilla FC","Joined"
"Sander Berge","€22.00m","€25.00m","Genk","Left"
"Oli McBurnie","€8.00m","€19.10m","Swansea","Left"
"Lys Mousset","€3.50m","€11.10m","Bournemouth","Left"
"Callum Robinson","€4.50m","€7.80m","Preston","Left"
"Luke Freeman","€3.50m","€5.60m","QPR","Left"
"Ben Osborn","€3.00m","€3.90m","Nott'm Forest","Left"
"Michael Verrips","€1.50m","free transfer","KV Mechelen","Left"
"Ravel Morrison","€300k","free transfer","Östersund","Left"
"Phil Jagielka","€1.00m","free transfer","Everton","Left"
"Muhamed Besic","€5.00m","loan transfer","Everton","Left"
"Dean Henderson","€2.50m","loan transfer","Man Utd U23","Left"
"Jack Robinson","€2.50m","?","Nott'm Forest","Left"
"Panagiotis Retsos","€9.00m","loan transfer","Leverkusen","Left"
"Richairo Zivkovic","€800k","loan transfer","CC Yatai","Left"
"Rhys Norrington-Davies","-","-","Sheffield U23","Left"
"Jack Rodwell","€1.50m","-","Without Club","Left"
"Rhys Norrington-Davies","-","End of loanMay 31, 2020","Rochdale","Left"
"Kean Bryan","€250k","End of loanMay 31, 2020","Bolton","Left"
"Jake Wright","-","End of loanJan 5, 2020","Bolton","Left"
"Jake Eastwood","€100k","End of loanMay 31, 2020","Scunthorpe Utd.","Left"
"Ben Heneghan","€400k","End of loanMay 31, 2020","Blackpool","Left"
"Nathan Thomas","€250k","End of loanMay 31, 2020","Carlisle United","Left"
"Mark Duffy","€500k","End of loanJan 30, 2020","Stoke City","Left"
"Richard Stearman","€1.00m","€200k","Huddersfield","Joined"
"Ched Evans","€350k","€150k","Fleetwood","Joined"
"Paul Coutts","€350k","free transfer","Fleetwood","Joined"
"Conor Washington","€1.00m","free transfer","Heart of Midl.","Joined"
"Caolan Lavery","€150k","free transfer","Walsall","Joined"
"Samir Carruthers","€250k","free transfer","Cambridge Utd.","Joined"
"Jake Bennett","-","free transfer","Alfreton","Joined"
"Martin Cranie","€350k","free transfer","Luton","Joined"
"Danny Lafferty","€350k","free transfer","Shamrock Rovers","Joined"
"Ben Heneghan","€500k","loan transfer","Blackpool","Joined"
"Nathan Thomas","€250k","loan transfer","Carlisle United","Joined"
"Mark Duffy","€500k","loan transfer","Stoke City","Joined"
"Mark Duffy","€500k","loan transfer","ADO Den Haag","Joined"
"Ravel Morrison","€750k","loan transfer","Middlesbrough","Joined"
"Jake Wright","€150k","loan transfer","Bolton","Joined"
"Jake Eastwood","€100k","loan transfer","Scunthorpe Utd.","Joined"
"Kean Bryan","€250k","loan transfer","Bolton","Joined"
"Rhys Norrington-Davies","-","loan transfer","Rochdale","Joined"
"Callum Robinson","€7.00m","loan transfer","West Brom","Joined"
"Jake Wright","-","-","Without Club","Joined"
"Muhamed Besic","€2.40m","End of loanMay 31, 2020","Everton","Joined"
"Wesley Moraes","€20.00m","€25.00m","Club Brugge","Left"
"Tyrone Mings","€5.00m","€22.30m","Bournemouth","Left"
"Douglas Luiz","€2.50m","€16.80m","Man City","Left"
"Matt Targett","€7.00m","€15.50m","Southampton","Left"
"Ezri Konsa","€3.50m","€13.30m","Brentford","Left"
"Marvelous Nakamba","€6.50m","€12.00m","Club Brugge","Left"
"Ally Samatta","€12.00m","€10.50m","Genk","Left"
"Mahmoud Trezeguet","€6.00m","€10.00m","Kasimpasa","Left"
"Anwar El Ghazi","€7.50m","€9.00m","Lille","Left"
"Tom Heaton","€3.00m","€8.80m","Burnley","Left"
"Björn Engels","€6.00m","€8.00m","Stade Reims","Left"
"Jota Peleteiro","€5.00m","€4.50m","Birmingham","Left"
"Kortney Hause","€1.00m","€3.40m","Wolves","Left"
"Pepe Reina","€800k","Loan fee:€400k","AC Milan","Left"
"Borja Bastón","€4.00m","free transfer","Swansea","Left"
"Danny Drinkwater","€6.00m","loan transfer","Chelsea","Left"
"James Chester","€2.40m","End of loanMay 31, 2020","Stoke City","Left"
"Gary Gardner","€2.00m","End of loanJun 30, 2019","Birmingham","Left"
"Ritchie De Laet","€1.30m","End of loanJun 30, 2019","Melbourne City","Left"
"Scott Hogan","€3.00m","End of loanJan 28, 2020","Stoke City","Left"
"Andre Green","€2.00m","End of loanJan 1, 2020","Preston","Left"
"Frédéric Guilbert","€6.00m","End of loanJun 30, 2019","SM Caen","Left"
"Jonathan Kodjia","€4.00m","€3.00m","Al-Gharafa","Joined"
"Albert Adomah","€3.50m","free transfer","Nott'm Forest","Joined"
"Glenn Whelan","€1.00m","free transfer","Heart of Midl.","Joined"
"Tommy Elphick","€2.00m","free transfer","Huddersfield","Joined"
"Ritchie De Laet","€1.30m","free transfer","Royal Antwerp","Joined"
"Lovre Kalinic","€3.50m","loan transfer","Toulouse","Joined"
"James Chester","€4.50m","loan transfer","Stoke City","Joined"
"Aaron Tshibola","€1.50m","?","Waasland-Beveren","Joined"
"Gary Gardner","€2.00m","?","Birmingham","Joined"
"Andre Green","€2.00m","loan transfer","Preston","Joined"
"Scott Hogan","€3.00m","loan transfer","Birmingham","Joined"
"Andre Green","€2.00m","loan transfer","Charlton","Joined"
"James Bree","€1.00m","loan transfer","Luton","Joined"
"Scott Hogan","€3.00m","loan transfer","Stoke City","Joined"
"Birkir Bjarnason","€1.50m","-","Without Club","Joined"
"Micah Richards","-","-","Retired","Joined"
"Mark Bunn","-","-","Retired","Joined"
"Mile Jedinak","-","-","Without Club","Joined"
"Alan Hutton","€1.00m","-","Without Club","Joined"
"Ross McCormack","€1.50m","-","Without Club","Joined"
"Anwar El Ghazi","€7.50m","End of loanJun 30, 2019","Lille","Joined"
"Kortney Hause","€1.00m","End of loanJun 30, 2019","Wolves","Joined"
"Thomas Partey","€40.00m","€50.00m","Atlético","Left"
"Gabriel Magalhães","€20.00m","€26.00m","Lille","Left"
"Pablo Marí","€4.80m","€6.00m","Flamengo","Left"
"Rúnar Alex Rúnarsson","€1.20m","€2.00m","Dijon","Left"
"Martin Ødegaard","€40.00m","Loan fee:€2.00m","Real Madrid","Left"
"Cédric Soares","€8.00m","free transfer","Southampton","Left"
"Willian","€22.50m","free transfer","Chelsea","Left"
"Mathew Ryan","€8.00m","loan transfer","Brighton","Left"
"Emile Smith Rowe","€2.70m","-","Arsenal U23","Left"
"Dejan Iliev","€300k","End of loanJan 31, 2021","Shrewsbury","Left"
"Dejan Iliev","€300k","End of loanJul 31, 2020","Jagiellonia","Left"
"Henrikh Mkhitaryan","€20.00m","End of loanAug 31, 2020","Roma","Left"
"Ainsley Maitland-Niles","€18.00m","End of loanMay 31, 2021","West Brom","Left"
"Mohamed Elneny","€5.00m","End of loanAug 3, 2020","Besiktas","Left"
"Joe Willock","€16.00m","End of loanMay 31, 2021","Newcastle","Left"
"William Saliba","€22.50m","End of loanJun 30, 2020","Saint-Étienne","Left"
"Emiliano Martínez","€8.00m","€17.40m","Aston Villa","Joined"
"Mattéo Guendouzi","€32.00m","Loan fee:€1.00m","Hertha BSC","Joined"
"Konstantinos Mavropanos","€2.40m","Loan fee:€750k","Stuttgart","Joined"
"Matt Macey","€250k","free transfer","Hibernian FC","Joined"
"Shkodran Mustafi","€12.00m","free transfer","FC Schalke 04","Joined"
