Name,Value,Fee,From,Direction
"Marcos Rojo","€6.00m","free transfer","Boca Juniors","Joined"
"Angel Gomes","€3.60m","free transfer","Lille","Joined"
"Cameron Borthwick-Jackson","€800k","free transfer","Oldham Athletic","Joined"
"Alexis Sánchez","€16.00m","free transfer","Inter","Joined"
"Facundo Pellistri","€7.00m","loan transfer","Alavés","Joined"
"Tahith Chong","€6.30m","loan transfer","Club Brugge","Joined"
"Andreas Pereira","€16.00m","loan transfer","Lazio","Joined"
"James Garner","€2.70m","loan transfer","Watford","Joined"
"Joel Pereira","€475k","loan transfer","Huddersfield","Joined"
"James Garner","€3.50m","loan transfer","Nott'm Forest","Joined"
"Tahith Chong","€6.30m","loan transfer","Werder Bremen","Joined"
"Teden Mengi","€1.00m","loan transfer","Derby","Joined"
"Odion Ighalo","€4.00m","End of loanJan 31, 2021","SH Shenhua","Joined"
"Callum Wilson","€20.00m","€22.25m","Bournemouth","Left"
"Jamal Lewis","€11.00m","€16.50m","Norwich","Left"
"Ryan Fraser","€17.50m","free transfer","Bournemouth","Left"
"Jeff Hendrick","€9.00m","free transfer","Burnley","Left"
"Mark Gillespie","€400k","free transfer","Motherwell FC","Left"
"Joe Willock","€16.00m","loan transfer","Arsenal","Left"
"Freddie Woodman","€9.00m","End of loanMay 31, 2021","Swansea","Left"
"Freddie Woodman","€3.20m","End of loanJul 31, 2020","Swansea","Left"
"Achraf Lazaar","€350k","End of loanAug 31, 2020","Cosenza","Left"
"Jacob Murphy","€3.50m","End of loanJul 31, 2020","Sheff Wed","Left"
"Dan Barlaser","-","€780k","Rotherham","Joined"
"Achraf Lazaar","€350k","free transfer","Watford","Joined"
"DeAndre Yedlin","€5.00m","free transfer","Galatasaray","Joined"
"Rolando Aarons","€400k","free transfer","Huddersfield","Joined"
"Jack Colback","€1.60m","free transfer","Nott'm Forest","Joined"
"Freddie Woodman","€3.20m","loan transfer","Swansea","Joined"
"Yoshinori Muto","€5.50m","loan transfer","SD Eibar","Joined"
"Florian Lejeune","€4.80m","loan transfer","Alavés","Joined"
"Rob Elliot","€600k","-","Without Club","Joined"
"Jamie Sterry","€75k","-","Without Club","Joined"
"Danny Rose","€16.00m","End of loanJul 31, 2020","Tottenham","Joined"
"Valentino Lazaro","€15.00m","End of loanJul 31, 2020","Inter","Joined"
"Nabil Bentaleb","€4.00m","End of loanJul 31, 2020","FC Schalke 04","Joined"
"Joe Willock","€16.00m","End of loanMay 31, 2021","Arsenal","Joined"
"Jetro Willems","€5.50m","End of loanJun 30, 2020","Frankfurt","Joined"
"Rhian Brewster","€5.40m","€26.00m","Liverpool U23","Left"
"Aaron Ramsdale","€12.50m","€20.50m","Bournemouth","Left"
"Oliver Burke","€4.80m","€6.50m","West Brom","Left"
"Jayden Bogle","€6.30m","€3.85m","Derby","Left"
"Max Lowe","€1.60m","€3.85m","Derby","Left"
"Ismaila Coulibaly","€100k","€2.00m","Sarpsborg 08","Left"
"Wes Foderingham","€400k","free transfer","Rangers","Left"
"Ethan Ampadu","€9.00m","loan transfer","Chelsea","Left"
"Luke Freeman","€2.20m","End of loanMay 31, 2021","Nott'm Forest","Left"
"Rhys Norrington-Davies","€1.50m","End of loanMay 31, 2021","Stoke City","Left"
"Jake Eastwood","€100k","End of loanMay 31, 2021","Grimsby Town","Left"
"Rhys Norrington-Davies","€500k","End of loanJan 11, 2021","Luton","Left"
"Jake Eastwood","€100k","End of loanJan 1, 2021","Kilmarnock FC","Left"
"Mark Duffy","€400k","End of loanJun 30, 2020","ADO Den Haag","Left"
"Ravel Morrison","€600k","End of loanJul 31, 2020","Middlesbrough","Left"
"Callum Robinson","€5.50m","End of loanJul 31, 2020","West Brom","Left"
"Mark Duffy","-","free transfer","Fleetwood","Joined"
"Ravel Morrison","€600k","free transfer","ADO Den Haag","Joined"
"Leon Clarke","€300k","free transfer","Shrewsbury","Joined"
"Ismaila Coulibaly","€100k","loan transfer","Beerschot VA","Joined"
"Callum Robinson","€5.50m","?","West Brom","Joined"
"Jake Eastwood","€100k","loan transfer","Kilmarnock FC","Joined"
"Rhys Norrington-Davies","-","loan transfer","Luton","Joined"
"Luke Freeman","€2.80m","loan transfer","Nott'm Forest","Joined"
"Rhys Norrington-Davies","€500k","loan transfer","Stoke City","Joined"
"Michael Verrips","€800k","loan transfer","FC Emmen","Joined"
"Jake Eastwood","€100k","loan transfer","Grimsby Town","Joined"
"Kieron Freeman","€1.20m","-","Without Club","Joined"
"Nathan Thomas","€250k","-","Without Club","Joined"
"Ben Heneghan","€400k","-","Without Club","Joined"
"Ricky Holmes","-","-","Without Club","Joined"
"Ethan Ampadu","€15.00m","End of loanMay 31, 2021","Chelsea","Joined"
"Dean Henderson","€20.00m","End of loanJul 31, 2020","Man Utd U23","Joined"
"Panagiotis Retsos","€8.00m","End of loanJun 30, 2020","Leverkusen","Joined"
"Richairo Zivkovic","€650k","End of loanJul 31, 2020","CC Yatai","Joined"
"Kyle Walker-Peters","€8.00m","€13.30m","Tottenham","Left"
"Ibrahima Diallo","€15.00m","€12.00m","Stade Brestois","Left"
"Mohammed Salisu","€12.00m","€12.00m","Real Valladolid","Left"
"Theo Walcott","€12.00m","loan transfer","Everton","Left"
"Takumi Minamino","€10.00m","loan transfer","Liverpool","Left"
"Dan Nlundulu","-","-","Southampton U23","Left"
"Nathan Tella","-","-","Southampton U23","Left"
"Harry Lewis","€200k","-","Southampton U23","Left"
"Harrison Reed","€2.40m","End of loanAug 5, 2020","Fulham","Left"
"Josh Sims","€1.60m","End of loanJan 16, 2021","Doncaster","Left"
"Yan Valery","€4.50m","End of loanMay 31, 2021","Birmingham","Left"
"Shane Long","€1.50m","End of loanMay 31, 2021","Bournemouth","Left"
"Guido Carrillo","€4.80m","End of loanJul 20, 2020","CD Leganés","Left"
"Wesley Hoedt","€6.50m","End of loanJun 30, 2020","Royal Antwerp","Left"
"Josh Sims","€1.60m","End of loanMay 31, 2021","Doncaster","Left"
"Mario Lemina","€10.50m","End of loanAug 3, 2020","Galatasaray","Left"
"Josh Sims","€1.60m","End of loanJun 30, 2020","New York","Left"
"Angus Gunn","€3.00m","End of loanMay 31, 2021","Stoke City","Left"
"Cédric Soares","€8.00m","End of loanJun 30, 2020","Arsenal","Left"
"Jake Hesketh","€200k","End of loanMay 31, 2021","Crawley Town","Left"
"Maya Yoshida","€3.80m","End of loanAug 31, 2020","Sampdoria","Left"
"Mohamed Elyounoussi","€12.00m","End of loanMay 31, 2021","Celtic","Left"
"Mario Lemina","€10.00m","End of loanMay 31, 2021","Fulham","Left"
"Pierre-Emile Højbjerg","€20.00m","€16.60m","Tottenham","Joined"
"Harrison Reed","€2.40m","€6.50m","Fulham","Joined"
"Mario Lemina","€10.00m","Loan fee:€2.20m","Fulham","Joined"
"Wesley Hoedt","€6.50m","Loan fee:€1.00m","Lazio","Joined"
"Guido Carrillo","€4.80m","free transfer","Elche CF","Joined"
"Sofiane Boufal","€8.00m","free transfer","Angers SCO","Joined"
"Cédric Soares","€8.00m","free transfer","Arsenal","Joined"
"Jack Rose","€100k","free transfer","Walsall","Joined"
"Maya Yoshida","€3.80m","free transfer","Sampdoria","Joined"
"Josh Sims","€1.60m","loan transfer","Doncaster","Joined"
"Jake Hesketh","€200k","loan transfer","Crawley Town","Joined"
"Angus Gunn","€4.00m","loan transfer","Stoke City","Joined"
"Josh Sims","€1.60m","loan transfer","Doncaster","Joined"
"Shane Long","€2.80m","loan transfer","Bournemouth","Joined"
"Yan Valery","€6.30m","loan transfer","Birmingham","Joined"
"Kyle Walker-Peters","€8.00m","End of loanJul 31, 2020","Tottenham","Joined"
"Kevin Danso","€6.30m","End of loanJun 30, 2020","Augsburg","Joined"
"Theo Walcott","€6.00m","End of loanMay 31, 2021","Everton","Joined"
"Giovani Lo Celso","€40.00m","€32.00m","Real Betis","Left"
"Sergio Reguilón","€25.00m","€30.00m","Real Madrid","Left"
"Matt Doherty","€16.00m","€16.80m","Wolves","Left"
"Pierre-Emile Højbjerg","€20.00m","€16.60m","Southampton","Left"
"Joe Rodon","€7.00m","€12.10m","Swansea","Left"
"Carlos Vinícius","€20.00m","Loan fee:€3.00m","Benfica","Left"
"Joe Hart","€2.40m","free transfer","Burnley","Left"
"Gareth Bale","€28.00m","loan transfer","Real Madrid","Left"
"Oliver Skipp","€8.00m","End of loanMay 31, 2021","Norwich","Left"
"Danny Rose","€16.00m","End of loanJul 31, 2020","Newcastle","Left"
"Cameron Carter-Vickers","€2.00m","End of loanJul 31, 2020","Luton","Left"
"Kyle Walker-Peters","€8.00m","End of loanJul 31, 2020","Southampton","Left"
"Jack Clarke","€5.40m","End of loanJul 31, 2020","QPR","Left"
"Cameron Carter-Vickers","€2.00m","End of loanMay 31, 2021","Bournemouth","Left"
"Jack Clarke","€5.00m","End of loanMay 31, 2021","Stoke City","Left"
"Kyle Walker-Peters","€8.00m","€13.30m","Southampton","Joined"
"Jan Vertonghen","€14.50m","free transfer","Benfica","Joined"
"Paulo Gazzaniga","€4.00m","loan transfer","Elche CF","Joined"
"Jack Clarke","€5.40m","loan transfer","Stoke City","Joined"
"Cameron Carter-Vickers","€2.00m","loan transfer","Bournemouth","Joined"
"Ryan Sessegnon","€25.00m","loan transfer","Hoffenheim","Joined"
"Juan Foyth","€13.50m","loan transfer","Villarreal","Joined"
"Oliver Skipp","€7.20m","loan transfer","Norwich","Joined"
"Michel Vorm","-","-","Retired","Joined"
"Gedson Fernandes","€13.50m","End of loanJan 31, 2021","Benfica","Joined"
"Giovani Lo Celso","€40.00m","End of loanJun 30, 2020","Real Betis","Joined"
"Karlan Grant","€8.00m","€16.50m","Huddersfield","Left"
"Grady Diangana","€4.50m","€13.50m","West Ham","Left"
"Matheus Pereira","€9.50m","€8.25m","Sporting","Left"
"Mbaye Diagne","€3.20m","Loan fee:€1.58m","Galatasaray","Left"
"David Button","€1.20m","€1.10m","Brighton","Left"
"Cédric Kipré","€1.20m","€1.10m","Wigan","Left"
"Robert Snodgrass","€4.00m","€110k","West Ham","Left"
"Branislav Ivanovic","€1.00m","free transfer","Zenit S-Pb","Left"
"Andy Lonergan","€250k","free transfer","Stoke City","Left"
"Callum Robinson","€5.50m","?","Sheff Utd","Left"
"Conor Gallagher","€5.40m","loan transfer","Chelsea U23","Left"
"Filip Krovinovic","€3.20m","loan transfer","Benfica","Left"
"Okay Yokuşlu","€4.00m","loan transfer","Celta de Vigo","Left"
"Ainsley Maitland-Niles","€18.00m","loan transfer","Arsenal","Left"
"Josh Griffiths","-","-","West Brom U18","Left"
"Rekeem Harper","€2.50m","End of loanMay 31, 2021","Birmingham","Left"
"Sam Field","€1.00m","End of loanMay 31, 2021","QPR","Left"
"Charlie Austin","€2.00m","End of loanMay 31, 2021","QPR","Left"
"Kenneth Zohore","€2.50m","End of loanMay 31, 2021","Millwall","Left"
"Alex Palmer","-","End of loanMay 31, 2021","Lincoln City","Left"
"Josh Griffiths","€500k","End of loanMay 31, 2021","Cheltenham","Left"
"Oliver Burke","€4.80m","End of loanJul 20, 2020","Alavés","Left"
"Sam Field","€1.00m","End of loanJul 31, 2020","Charlton","Left"
"Oliver Burke","€4.80m","€6.50m","Sheff Utd","Joined"
"Jonathan Leko","€1.30m","€1.10m","Birmingham","Joined"
"Ahmed Hegazy","€3.50m","Loan fee:€500k","Al-Ittihad","Joined"
"Nathan Ferguson","€4.00m","free transfer","Crystal Palace","Joined"
"Chris Brunt","€600k","free transfer","Bristol City","Joined"
"Jonathan Bond","€250k","free transfer","LA Galaxy","Joined"
"Josh Griffiths","-","loan transfer","Cheltenham","Joined"
"Rekeem Harper","€2.30m","loan transfer","Birmingham","Joined"
"Kenneth Zohore","€3.50m","loan transfer","Millwall","Joined"
"Charlie Austin","€3.20m","loan transfer","QPR","Joined"
"Alex Palmer","-","loan transfer","Lincoln City","Joined"
"Cédric Kipré","€1.20m","loan transfer","R Charleroi SC","Joined"
"Sam Field","€1.00m","loan transfer","QPR","Joined"
"Gareth Barry","€325k","-","Retired","Joined"
"Ali Al-Habsi","€250k","-","Retired","Joined"
"Ainsley Maitland-Niles","€18.00m","End of loanMay 31, 2021","Arsenal","Joined"
"Filip Krovinovic","€3.20m","End of loanJul 31, 2020","Benfica","Joined"
"Filip Krovinovic","€6.50m","End of loanJan 21, 2021","Benfica","Joined"
"Conor Gallagher","€12.00m","End of loanMay 31, 2021","Chelsea U23","Joined"
"Callum Robinson","€5.50m","End of loanJul 31, 2020","Sheff Utd","Joined"
"Matheus Pereira","€9.50m","End of loanJul 31, 2020","Sporting","Joined"
"Grady Diangana","€4.50m","End of loanJul 31, 2020","West Ham","Joined"
"Saïd Benrahma","€22.00m","€23.10m","Brentford","Left"
"Tomáš Souček","€12.00m","€16.20m","Slavia Praha","Left"
"Vladimír Coufal","€2.00m","€6.00m","Slavia Praha","Left"
"Saïd Benrahma","€22.00m","Loan fee:€4.40m","Brentford","Left"
"Jesse Lingard","€10.00m","Loan fee:€2.30m","Man Utd","Left"
"Frederik Alves","€400k","€1.60m","Silkeborg IF","Left"
"Craig Dawson","€4.80m","Loan fee:€1.10m","Watford","Left"
"Conor Coventry","-","-","West Ham U23","Left"
"Ben Johnson","-","-","West Ham U23","Left"
"Winston Reid","€1.50m","End of loanDec 31, 2020","Kansas City","Left"
"Roberto","€800k","End of loanJul 20, 2020","Alavés","Left"
"Grady Diangana","€4.50m","End of loanJul 31, 2020","West Brom","Left"
"Josh Cullen","€1.20m","End of loanJul 31, 2020","Charlton","Left"
"Jordan Hugill","€5.50m","End of loanJul 31, 2020","QPR","Left"
"Winston Reid","€1.50m","End of loanMay 31, 2021","Brentford","Left"
"Sead Haksabanovic","€1.00m","End of loanJun 11, 2020","Norrköping","Left"
"Sébastien Haller","€30.00m","€22.50m","Ajax","Joined"
"Grady Diangana","€4.50m","€13.50m","West Brom","Joined"
"Albian Ajeti","€4.80m","€5.50m","Celtic","Joined"
"Jordan Hugill","€5.50m","€3.30m","Norwich","Joined"
"Josh Cullen","€1.20m","€500k","RSC Anderlecht","Joined"
"Robert Snodgrass","€4.00m","€110k","West Brom","Joined"
"Roberto","€800k","free transfer","Real Valladolid","Joined"
"Felipe Anderson","€25.00m","loan transfer","Porto","Joined"
"Xande Silva","€800k","loan transfer","Aris Saloniki","Joined"
"Winston Reid","€1.50m","loan transfer","Brentford","Joined"
"Pablo Zabaleta","-","-","Retired","Joined"
"Jack Wilshere","€4.80m","-","Without Club","Joined"
"Carlos Sánchez","€1.20m","-","Without Club","Joined"
"Craig Dawson","€5.00m","End of loanMay 31, 2021","Watford","Joined"
"Saïd Benrahma","€22.00m","End of loanJan 28, 2021","Brentford","Joined"
"Tomáš Souček","€12.00m","End of loanJul 26, 2020","Slavia Praha","Joined"
"Jesse Lingard","€22.00m","End of loanMay 31, 2021","Man Utd","Joined"
"Fábio Silva","€12.00m","€40.00m","Porto","Left"
"Nélson Semedo","€40.00m","€32.00m","Barcelona","Left"
"Ki-Jana Hoever","€3.60m","€9.80m","Liverpool U23","Left"
"Willian José","€20.00m","Loan fee:€3.00m","Real Sociedad","Left"
"Marçal","€2.40m","€2.00m","Lyon","Left"
"Toti","-","€789k","Estoril","Left"
"Matija Sarkic","€100k","free transfer","Aston Villa U23","Left"
"Vitinha","€5.00m","loan transfer","Porto","Left"
"Rayan Aït-Nouri","€20.00m","loan transfer","Angers SCO","Left"
"Owen Otasowie","€1.50m","-","Wolves U23","Left"
"Hélder Costa","€8.00m","End of loanJun 30, 2020","Leeds","Left"
"Rúben Vinagre","€9.00m","End of loanDec 31, 2020","Olympiacos","Left"
"Léo Bonatini","€2.80m","End of loanJul 31, 2020","Vit. Guimarães","Left"
"Roderick Miranda","€1.20m","End of loanJul 31, 2020","Famalicão","Left"
"Patrick Cutrone","€12.00m","End of loanJan 7, 2021","Fiorentina","Left"
"Matija Sarkic","€100k","End of loanMay 31, 2021","Shrewsbury","Left"
"Morgan Gibbs-White","€6.00m","End of loanJan 6, 2021","Swansea","Left"
"Renat Dadashov","€350k","End of loanOct 8, 2020","Grasshoppers","Left"
"Ryan Giles","€1.30m","End of loanMay 31, 2021","Rotherham","Left"
"Ryan Giles","€1.30m","End of loanJan 25, 2021","Coventry","Left"
"Ryan Bennett","€4.00m","End of loanJul 31, 2020","Leicester","Left"
"Diogo Jota","€28.00m","€44.70m","Liverpool","Joined"
"Hélder Costa","€8.00m","€17.70m","Leeds","Joined"
"Matt Doherty","€16.00m","€16.80m","Tottenham","Joined"
"Roderick Miranda","€1.50m","free transfer","Gaziantep FK","Joined"
"Ming-Yang Yang","€250k","free transfer","Grasshoppers","Joined"
"Jordan Graham","€250k","free transfer","Gillingham","Joined"
"Ryan Giles","€1.30m","loan transfer","Rotherham","Joined"
"Ryan Giles","-","loan transfer","Coventry","Joined"
"Will Norris","€250k","?","Burnley","Joined"
"Ryan Bennett","€4.00m","?","Swansea","Joined"
"Léo Bonatini","€2.80m","loan transfer","Grasshoppers","Joined"
"Leonardo Campana","€1.80m","loan transfer","Famalicão","Joined"
"Rúben Vinagre","€9.00m","loan transfer","Olympiacos","Joined"
"Bruno Jordão","€2.30m","loan transfer","Famalicão","Joined"
"Rúben Vinagre","€9.00m","loan transfer","Famalicão","Joined"
"Toti","-","loan transfer","Grasshoppers","Joined"
"Oskar Buur","€500k","loan transfer","Grasshoppers","Joined"
"Matija Sarkic","€100k","loan transfer","Shrewsbury","Joined"
"Morgan Gibbs-White","€7.20m","loan transfer","Swansea","Joined"
"Connor Ronan","€450k","loan transfer","Grasshoppers","Joined"
"Renat Dadashov","€350k","loan transfer","Grasshoppers","Joined"
"Patrick Cutrone","€12.00m","loan transfer","Valencia","Joined"
"Phil Ofosu-Ayeh","€300k","-","Without Club","Joined"
"Ben White","€28.00m","€58.50m","Brighton","Left"
"Martin Ødegaard","€40.00m","€35.00m","Real Madrid","Left"
"Aaron Ramsdale","€12.00m","€28.00m","Sheff Utd","Left"
"Takehiro Tomiyasu","€20.00m","€18.60m","Bologna","Left"
"Albert Sambi Lokonga","€12.00m","€17.50m","RSC Anderlecht","Left"
"Nuno Tavares","€7.00m","€8.00m","Benfica","Left"
"Auston Trusty","€2.00m","€1.80m","Colorado","Left"
"Arthur Okonkwo","-","-","Arsenal U23","Left"
"Dejan Iliev","€350k","End of loanDec 31, 2021","SKF Sered","Left"
"William Saliba","€18.00m","End of loanJun 30, 2021","Nice","Left"
"Sead Kolasinac","€6.50m","End of loanJun 30, 2021","FC Schalke 04","Left"
"Lucas Torreira","€20.00m","End of loanJun 30, 2021","Atlético","Left"
"Mattéo Guendouzi","€20.00m","End of loanJun 30, 2021","Hertha BSC","Left"
"Joe Willock","€16.00m","€29.40m","Newcastle","Joined"
"Lucas Torreira","€20.00m","Loan fee:€1.50m","Fiorentina","Joined"
"Ainsley Maitland-Niles","€12.00m","Loan fee:€500k","Roma","Joined"
"Dejan Iliev","€350k","free transfer","AS Trencin","Joined"
"David Luiz","€4.00m","free transfer","Flamengo","Joined"
"Willian","€9.00m","free transfer","Corinthians","Joined"
"Sead Kolasinac","€3.00m","free transfer","Marseille","Joined"
"Calum Chambers","€12.00m","free transfer","Aston Villa","Joined"
"Pierre-Emerick Aubameyang","€15.00m","free transfer","Barcelona","Joined"
"Dejan Iliev","€300k","loan transfer","SKF Sered","Joined"
"William Saliba","€18.00m","loan transfer","Marseille","Joined"
"Mattéo Guendouzi","€20.00m","loan transfer","Marseille","Joined"
"Pablo Marí","€5.00m","loan transfer","Udinese","Joined"
"Reiss Nelson","€9.00m","loan transfer","Feyenoord","Joined"
"Rúnar Alex Rúnarsson","€1.50m","loan transfer","OH Leuven","Joined"
"Héctor Bellerín","€25.00m","loan transfer","Real Betis","Joined"
"Auston Trusty","€2.00m","loan transfer","Colorado","Joined"
"Martin Ødegaard","€40.00m","End of loanJun 30, 2021","Real Madrid","Joined"
"Mathew Ryan","€6.00m","End of loanJun 30, 2021","Brighton","Joined"
"Dani Ceballos","€27.00m","End of loanJun 30, 2021","Real Madrid","Joined"
"Emiliano Buendía","€35.00m","€38.40m","Norwich","Left"
"Leon Bailey","€35.00m","€32.00m","Leverkusen","Left"
"Lucas Digne","€30.00m","€30.00m","Everton","Left"
"Danny Ings","€22.00m","€29.40m","Southampton","Left"
"Ashley Young","€1.00m","free transfer","Inter","Left"
"Calum Chambers","€12.00m","free transfer","Arsenal","Left"
"Philippe Coutinho","€18.00m","loan transfer","Barcelona","Left"
"Robin Olsen","€2.00m","loan transfer","Roma","Left"
"Axel Tuanzebe","€8.00m","loan transfer","Man Utd","Left"
"Tim Iroegbunam","-","-","Aston Villa U23","Left"
"Cameron Archer","-","-","Aston Villa U23","Left"
"Jaden Philogene","€500k","-","Aston Villa U23","Left"
"Carney Chukwuemeka","€1.00m","-","Aston Villa U23","Left"
"Keinan Davis","€2.50m","End of loanMay 31, 2022","Nott'm Forest","Left"
"Jaden Philogene","€3.00m","End of loanMay 31, 2022","Stoke City","Left"
"Conor Hourihane","€1.80m","End of loanMay 31, 2022","Sheff Utd","Left"
"Wesley Moraes","€10.00m","End of loanDec 31, 2021","Club Brugge","Left"
"Cameron Archer","€6.00m","End of loanMay 31, 2022","Preston","Left"
"Matt Targett","€17.00m","End of loanMay 31, 2022","Newcastle","Left"
"Jed Steer","€600k","End of loanMay 31, 2022","Luton","Left"
"Frédéric Guilbert","€6.00m","End of loanJun 30, 2021","R. Strasbourg","Left"
"Ally Samatta","€4.20m","End of loanJun 30, 2021","Fenerbahçe","Left"
"Jack Grealish","€65.00m","€117.50m","Man City","Joined"
"Ally Samatta","€4.20m","€6.00m","Fenerbahçe","Joined"
"Björn Engels","€3.00m","€3.50m","Royal Antwerp","Joined"
"Tom Heaton","€1.00m","free transfer","Man Utd","Joined"
"Wesley Moraes","€13.00m","loan transfer","Club Brugge","Joined"
"Keinan Davis","€3.00m","loan transfer","Nott'm Forest","Joined"
"Jaden Philogene","€500k","loan transfer","Stoke City","Joined"
"Frédéric Guilbert","€6.00m","loan transfer","R. Strasbourg","Joined"
"Cameron Archer","€500k","loan transfer","Preston","Joined"
"Conor Hourihane","€3.50m","loan transfer","Sheff Utd","Joined"
"Anwar El Ghazi","€10.00m","loan transfer","Everton","Joined"
"Mahmoud Trezeguet","€10.00m","loan transfer","Basaksehir","Joined"
"Jed Steer","€800k","loan transfer","Luton","Joined"
"Matt Targett","€17.00m","loan transfer","Newcastle","Joined"
"Neil Taylor","€1.50m","-","Without Club","Joined"
"Ahmed El Mohamady","€1.50m","-","Retired","Joined"
"Wesley Moraes","€6.00m","loan transfer","Internacional","Joined"
"Axel Tuanzebe","€8.00m","End of loanJan 6, 2022","Man Utd","Joined"
"Kristoffer Ajer","€7.00m","€15.70m","Celtic","Left"
"Yoane Wissa","€10.00m","€10.00m","FC Lorient","Left"
"Frank Onyeka","€6.00m","€10.00m","Midtjylland","Left"
"Myles Peart-Harris","-","€1.50m","Chelsea U23","Left"
"Álvaro Fernández","€4.00m","Loan fee:€1.00m","SD Huesca","Left"
"Zanka","€1.50m","free transfer","Fenerbahçe","Left"
"Jonas Lössl","€1.00m","loan transfer","Midtjylland","Left"
"Mads Bidstrup","€900k","-","Brentford B","Left"
"Christian Eriksen","€15.00m","-","Without Club","Left"
"Marcus Forss","€4.00m","End of loanMay 31, 2022","Hull City","Left"
"Charlie Goode","€900k","End of loanMay 31, 2022","Sheff Utd","Left"
"Julian Jeanvier","€1.00m","End of loanJun 30, 2021","Kasimpasa","Left"
"Ellery Balcombe","€300k","End of loanMay 31, 2022","Bromley","Left"
"Dominic Thompson","€800k","End of loanMay 31, 2022","Ipswich","Left"
"Patrik Gunnarsson","€400k","End of loanDec 31, 2021","Viking","Left"
"Ellery Balcombe","€300k","End of loanJan 4, 2022","Burton Albion","Left"
"Halil Dervişoğlu","€2.90m","End of loanJun 30, 2021","Galatasaray","Left"
"Patrik Gunnarsson","€400k","End of loanJun 30, 2021","Silkeborg IF","Left"
"Joel Valencia","€400k","End of loanJun 30, 2021","Legia Warszawa","Left"
"Halil Dervişoğlu","€2.90m","Loan fee:€1.00m","Galatasaray","Joined"
"Emiliano Marcondes","€2.80m","free transfer","Bournemouth","Joined"
"Luke Daniels","€400k","free transfer","Middlesbrough","Joined"
"Henrik Dalsgaard","€2.00m","free transfer","Midtjylland","Joined"
"Ellery Balcombe","€300k","loan transfer","Burton Albion","Joined"
"Dominic Thompson","€800k","loan transfer","Ipswich","Joined"
"Luka Racic","€250k","loan transfer","HB Köge","Joined"
"Ellery Balcombe","€300k","loan transfer","Bromley","Joined"
"Patrik Gunnarsson","€500k","?","Viking","Joined"
"Jan Zamburek","€800k","?","Viborg FF","Joined"
"Charlie Goode","€1.00m","loan transfer","Sheff Utd","Joined"
"Joel Valencia","€400k","loan transfer","AD Alcorcón","Joined"
"Mads Bidstrup","€900k","loan transfer","Nordsjaelland","Joined"
"Patrik Gunnarsson","€400k","loan transfer","Viking","Joined"
"Marcus Forss","€4.50m","loan transfer","Hull City","Joined"
"Enock Mwepu","€13.00m","€23.00m","Salzburg","Left"
"Marc Cucurella","€20.00m","€18.00m","Getafe","Left"
"Kacper Kozlowski","€10.00m","€11.00m","Pogon Szczecin","Left"
"Abdallah Sima","€11.00m","€8.00m","Slavia Praha","Left"
"Deniz Undav","€5.00m","€7.00m","Union SG","Left"
"Kjell Scherpen","€2.80m","€5.00m","Ajax","Left"
"Kaoru Mitoma","€1.80m","€3.00m","Kawasaki Front.","Left"
"Jeremy Sarmiento","-","€580k","Benfica U19","Left"
"Haydon Roberts","€500k","-","Brighton U23","Left"
"Taylor Richards","-","-","Brighton U23","Left"
"Taylor Richards","€400k","End of loanMay 31, 2022","Birmingham","Left"
"Aaron Connolly","€6.00m","End of loanMay 31, 2022","Middlesbrough","Left"
"Jan Paul van Hecke","€5.00m","End of loanMay 31, 2022","Blackburn","Left"
"Moisés Caicedo","€4.50m","End of loanJan 12, 2022","Beerschot VA","Left"
"Abdallah Sima","€8.00m","End of loanMay 31, 2022","Stoke City","Left"
"Christian Walton","€800k","End of loanJan 18, 2022","Ipswich","Left"
"Billy Arce","€600k","End of loanDec 31, 2021","LDU Quito","Left"
"Leo Østigård","€3.00m","End of loanJan 4, 2022","Stoke City","Left"
"Kaoru Mitoma","€2.50m","End of loanJun 30, 2022","Union SG","Left"
"Matt Clarke","€3.00m","End of loanMay 31, 2022","West Brom","Left"
"Mathew Ryan","€6.00m","End of loanJun 30, 2021","Arsenal","Left"
"Bernardo","€4.00m","End of loanJun 30, 2021","Salzburg","Left"
"Tudor Băluță","€2.00m","End of loanJun 30, 2021","Dynamo Kyiv","Left"
"Jan Paul van Hecke","€2.20m","End of loanJun 30, 2021","Heerenveen","Left"
"Jan Mlakar","€2.00m","End of loanJun 30, 2021","NK Maribor","Left"
"Jürgen Locadia","€5.00m","End of loanJun 30, 2021","Cincinnati","Left"
"Ben White","€28.00m","€58.50m","Arsenal","Joined"
"Dan Burn","€3.50m","€15.00m","Newcastle","Joined"
"Percy Tau","€3.00m","€1.80m","Ahly SC","Joined"
"Viktor Gyökeres","€1.00m","€1.20m","Coventry","Joined"
"Alireza Jahanbakhsh","€5.00m","€1.00m","Feyenoord","Joined"
"Michal Karbownik","€5.00m","Loan fee:€1.00m","Olympiacos","Joined"
"Jan Mlakar","€2.00m","€300k","Hajduk Split","Joined"
"Jürgen Locadia","€3.00m","free transfer","VfL Bochum","Joined"
"Billy Arce","€600k","free transfer","Independiente","Joined"
"José Izquierdo","€4.00m","free transfer","Club Brugge","Joined"
"Davy Pröpper","€8.00m","free transfer","PSV","Joined"
"Mathew Ryan","€6.00m","free transfer","Real Sociedad","Joined"
"Kaoru Mitoma","€1.80m","loan transfer","Union SG","Joined"
"Deniz Undav","€5.00m","loan transfer","Union SG","Joined"
