Name,Value,Fee,From,Direction
"Sergi Cardona","€6.00m","free transfer","Villarreal","Joined"
"Aarón Escandell","€1.00m","free transfer","Real Oviedo","Joined"
"Eric Curbelo","€800k","free transfer","Sporting Gijón","Joined"
"Fabio González","€500k","free transfer","CD Tenerife","Joined"
"Munir El Haddadi","€2.50m","free transfer","CD Leganés","Joined"
"Daley Sinkgraven","€700k","free transfer","Fortuna Sittard","Joined"
"Iván Gil","€800k","loan transfer","SD Eibar","Joined"
"Pejiño","€1.00m","loan transfer","Elche CF","Joined"
"Iván Cédric","€400k","loan transfer","Barça Atlètic","Joined"
"Sory Kaba","€1.50m","loan transfer","Elche CF","Joined"
"Enrique Clemente","€400k","loan transfer","Real Zaragoza","Joined"
"Ale García","€250k","loan transfer","Atl. Madrileño","Joined"
"Álvaro Valles","€3.00m","-","Without Club","Joined"
"Joel del Pino","€150k","-","Without Club","Joined"
"Máximo Perrone","€9.00m","End of loanJun 30, 2024","Man City","Joined"
"Marvin Park","€2.00m","End of loanJun 30, 2024","RM Castilla","Joined"
"Julián Araujo","€8.00m","End of loanJun 30, 2024","Barcelona","Joined"
"Yáser Asprilla","€9.00m","€18.00m","Watford","Left"
"Abel Ruiz","€12.00m","€9.00m","Braga","Left"
"Ladislav Krejci","€10.00m","€8.00m","Sparta Prague","Left"
"Bojan Miovski","€4.00m","€6.50m","Aberdeen FC","Left"
"Alejandro Francés","€4.00m","€3.50m","Real Zaragoza","Left"
"Arthur Melo","€5.00m","Loan fee:€700k","Juventus","Left"
"Donny van de Beek","€5.00m","€500k","Man Utd","Left"
"Gabriel Misehouy","€1.00m","free transfer","Ajax U21","Left"
"Oriol Romeu","€2.00m","loan transfer","Barcelona","Left"
"Arnaut Danjuma","€13.00m","loan transfer","Villarreal","Left"
"Pau López","€10.00m","loan transfer","Marseille","Left"
"Bryan Gil","€14.00m","loan transfer","Tottenham","Left"
"Joel Roca","-","-","Girona FC B","Left"
"Iker Almena","-","-","Girona FC B","Left"
"Vladyslav Krapyvtsov","-","-","Without Club","Left"
"Álex Sala","€300k","End of loanJun 30, 2024","Córdoba CF","Left"
"Ilyas Chaira","€1.60m","End of loanJun 30, 2024","CD Mirandés","Left"
"Ibrahima Kébé","€500k","End of loanJun 30, 2024","CD Mirandés","Left"
"Gabri Martínez","€1.80m","End of loanJun 30, 2024","CD Mirandés","Left"
"Óscar Ureña","€400k","End of loanJun 30, 2024","CD Leganés","Left"
"Pau Víctor","€1.50m","End of loanJun 30, 2024","Barça Atlètic","Left"
"Manu Vallejo","€1.50m","End of loanJun 30, 2024","Real Zaragoza","Left"
"Alexander Callens","€1.20m","End of loanJun 30, 2024","AEK Athens","Left"
"Arnau Ortiz","€400k","End of loanJun 30, 2024","FC Cartagena","Left"
"Artem Dovbyk","€35.00m","€30.50m","Roma","Joined"
"Aleix García","€25.00m","€18.00m","Leverkusen","Joined"
"Pau Víctor","€1.50m","€5.50m","Barcelona","Joined"
"Iker Almena","-","€5.00m","Al-Qadsiah","Joined"
"Álex Sala","€300k","€500k","Córdoba CF","Joined"
"Alexander Callens","€1.20m","€300k","AEK Athens","Joined"
"Toni Villa","€1.50m","free transfer","SD Eibar","Joined"
"Óscar Ureña","€400k","free transfer","Barça Atlètic","Joined"
"Manu Vallejo","€1.50m","free transfer","Racing Ferrol","Joined"
"Gabri Martínez","€1.80m","free transfer","Braga","Joined"
"Arnau Ortiz","€400k","free transfer","Slask Wroclaw","Joined"
"Ilyas Chaira","€1.60m","loan transfer","Real Oviedo","Joined"
"Valery Fernández","€2.50m","loan transfer","RCD Mallorca","Joined"
"Toni Fuidias","€300k","loan transfer","FC Cartagena","Joined"
"Ibrahima Kébé","€500k","loan transfer","Lommel SK","Joined"
"Joel Roca","-","loan transfer","CD Mirandés","Joined"
"Borja García","€800k","-","Retired","Joined"
"Pau López","€3.50m","End of loanFeb 1, 2025","Marseille","Joined"
"Savinho","€50.00m","End of loanJun 30, 2024","Troyes","Joined"
"Pablo Torre","€3.00m","End of loanJun 30, 2024","Barcelona","Joined"
"Yan Couto","€25.00m","End of loanJun 30, 2024","Man City","Joined"
"Eric García","€20.00m","End of loanJun 30, 2024","Barcelona","Joined"
"Stipe Biuk","€4.00m","€4.00m","LAFC","Left"
"Víctor Meseguer","€2.20m","€3.00m","Granada CF","Left"
"Juanmi Latasa","€2.80m","€2.50m","Real Madrid","Left"
"Raúl Moro","€2.50m","€2.50m","Lazio","Left"
"Amath Ndiaye","€1.50m","€2.00m","RCD Mallorca","Left"
"André Ferreira","€800k","€1.00m","Granada CF","Left"
"Stanko Juric","€2.20m","€950k","Parma","Left"
"Tamás Nikitscher","€900k","€600k","Kecskemét","Left"
"Juma Bah","€1.00m","€125k","AIK Freetong","Left"
"Cenk Özkacar","€4.00m","loan transfer","Valencia","Left"
"Juma Bah","-","loan transfer","AIK Freetong","Left"
"Joseph Aidoo","€2.00m","loan transfer","Celta de Vigo","Left"
"Karl Hein","€2.00m","loan transfer","Arsenal","Left"
"Florian Grillitsch","€3.50m","loan transfer","Hoffenheim","Left"
"Eray Cömert","€4.00m","loan transfer","Valencia","Left"
"Adam Aznou","€3.00m","loan transfer","Bayern Munich","Left"
"Antonio Candela","€2.30m","loan transfer","Venezia","Left"
"Álvaro Aceves","€400k","-","Valladolid Prom","Left"
"Henrique Silva","€800k","-","Without Club","Left"
"Chuki","€300k","-","Valladolid Prom","Left"
"Mario Martín","€300k","loan transfer","Real Madrid","Left"
"Darwin Machís","€2.00m","End of loanJun 30, 2024","Cádiz CF","Left"
"Kike Pérez","€3.00m","End of loanJun 30, 2024","Rayo Vallecano","Left"
"Selim Amallah","€1.50m","End of loanJun 30, 2024","Valencia","Left"
"Tunde Akinsola","€250k","End of loanJun 30, 2024","Avs FS","Left"
"Juma Bah","€1.00m","€6.00m","Man City","Joined"
"Enzo Boyomo","€3.00m","€5.00m","CA Osasuna","Joined"
"Monchu","€5.00m","€3.60m","Aris Saloniki","Joined"
"Lucas Rosa","€2.00m","€3.00m","Ajax","Joined"
"Kike Pérez","€2.80m","€1.00m","Venezia","Joined"
"Sergio Escudero","€800k","free transfer","Dep. La Coruña","Joined"
"César de la Hoz","€400k","free transfer","Real Oviedo","Joined"
"Tunde Akinsola","€250k","free transfer","Avs FS","Joined"
"Álvaro Aceves","€400k","loan transfer","Eldense","Joined"
"Stipe Biuk","€4.00m","loan transfer","Hajduk Split","Joined"
"Víctor Meseguer","€2.00m","loan transfer","Racing","Joined"
"Álvaro Negredo","-","-","Without Club","Joined"
"Jordi Masip","€700k","-","Retired","Joined"
"Stipe Biuk","€4.00m","End of loanJun 30, 2024","LAFC","Joined"
"Raúl Moro","€2.50m","End of loanJun 30, 2024","Lazio","Joined"
"Adam Aznou","€3.00m","End of loanMay 31, 2025","Bayern Munich","Joined"
"Víctor Meseguer","€2.20m","End of loanJun 30, 2024","Granada CF","Joined"
"Stanko Juric","€2.20m","End of loanJun 30, 2024","Parma","Joined"
"César Tárrega","€1.50m","End of loanJun 30, 2024","Valencia","Joined"
"Juma Bah","€1.00m","End of loanDec 31, 2024","AIK Freetong","Joined"
"André Ferreira","€800k","End of loanJun 30, 2024","Granada CF","Joined"
"Amath Ndiaye","€1.50m","End of loanJun 30, 2024","RCD Mallorca","Joined"
"Lucas Oliveira","€2.00m","End of loanJun 30, 2024","Cruzeiro","Joined"
"Mario Martín","€1.50m","End of loanMay 31, 2025","Real Madrid","Joined"
"Miguel de la Fuente","€2.50m","€2.00m","Alavés","Left"
"Juan Cruz","€1.50m","€1.00m","Real Betis","Left"
"Duk","€1.20m","€715k","Aberdeen FC","Left"
"Enric Franquesa","€1.50m","€90k","Levante","Left"
"Yan Diomande","-","free transfer","DME Academy","Left"
"Valentin Rosier","€4.00m","free transfer","Besiktas","Left"
"Roberto López","€2.50m","free transfer","Real Sociedad","Left"
"Marko Dmitrovic","€900k","free transfer","Sevilla FC","Left"
"Óscar Rodríguez","€2.50m","free transfer","Sevilla FC","Left"
"Renato Tapia","€5.00m","free transfer","Celta de Vigo","Left"
"Matija Nastasić","€1.50m","free transfer","RCD Mallorca","Left"
"Juan Soriano","€1.50m","free transfer","CD Tenerife","Left"
"Munir El Haddadi","€2.50m","free transfer","UD Las Palmas","Left"
"Borna Barisic","€1.80m","loan transfer","Trabzonspor","Left"
"Sébastien Haller","€10.00m","loan transfer","Dortmund","Left"
"Jackson Porozo","€3.30m","loan transfer","Troyes","Left"
"Adrià Altimira","€2.00m","loan transfer","Villarreal","Left"
"Sergio Navarro","€150k","End of loanJun 30, 2024","R. Majadahonda","Left"
"Naim García","€500k","End of loanJun 30, 2024","Barça Atlètic","Left"
"Javi Avilés","€250k","End of loanJun 30, 2024","Málaga CF","Left"
"Lalo Aguilar","€100k","End of loanJun 30, 2024","Atl. Madrileño","Left"
"Javi Hernández","€2.50m","End of loanJun 30, 2024","Cádiz CF","Left"
"Diego Conde","€2.00m","€4.00m","Villarreal","Joined"
"Iker Undabarrena","€700k","free transfer","Johor DT","Joined"
"Dani Jiménez","€300k","free transfer","SD Huesca","Joined"
"Sergio Navarro","€150k","free transfer","AD Alcorcón","Joined"
"Luis Perea","€600k","free transfer","Racing Ferrol","Joined"
"Jorge Miramón","€1.00m","free transfer","AEK Larnaca","Joined"
"Aritz Arambarri","€500k","free transfer","SD Eibar","Joined"
"Naim García","€400k","loan transfer","Racing Ferrol","Joined"
"Lalo Aguilar","€100k","loan transfer","Albacete","Joined"
"Francisco Portillo","€700k","-","Without Club","Joined"
"Javi Avilés","€250k","-","Without Club","Joined"
"Allan Nyom","€500k","-","Without Club","Joined"
"Miguel de la Fuente","€2.50m","End of loanJun 30, 2024","Alavés","Joined"
"Naïs Djouahra","€800k","End of loanJun 30, 2024","HNK Rijeka","Joined"
"Jackson Porozo","€1.80m","End of loanJan 29, 2025","Troyes","Joined"
"Óscar Ureña","€400k","End of loanJun 30, 2024","Girona","Joined"
"Diyaeddine Abzi","€300k","End of loanJun 30, 2024","Pau FC","Joined"
"Sébastien Haller","€3.00m","End of loanJan 9, 2025","Dortmund","Joined"
"Borja López","€200k","End of loanJun 30, 2024","Zulte Waregem","Joined"
"Juan Cruz","€1.50m","End of loanJun 30, 2024","Real Betis","Joined"
"Enric Franquesa","€1.50m","End of loanJun 30, 2024","Levante","Joined"
"Irvin Cardona","€2.50m","Loan fee:€400k","Augsburg","Left"
"Pablo Ramón","€200k","free transfer","RM Castilla","Left"
"Álvaro Tejero","€2.00m","free transfer","SD Eibar","Left"
"Urko González de Zárate","€1.20m","loan transfer","Real Sociedad","Left"
"Roberto Fernández","€3.50m","loan transfer","Braga","Left"
"Walid Cheddira","€6.00m","loan transfer","Napoli","Left"
"Marash Kumbulla","€4.50m","loan transfer","Roma","Left"
"Alejo Veliz","€9.00m","loan transfer","Tottenham","Left"
"Alex Král","€5.00m","loan transfer","Union Berlin","Left"
"Carlos Romero","€1.50m","loan transfer","Villarreal","Left"
"Naci Ünüvar","€2.50m","loan transfer","Ajax","Left"
"Ángel Fortuño","€300k","-","RCD Espanyol B","Left"
"Antoniu Roca","€200k","-","RCD Espanyol B","Left"
"Javi Hernández","€500k","-","RCD Espanyol B","Left"
"Gastón Valles","€400k","-","RCD Espanyol B","Left"
"Kenneth Soler","€200k","-","RCD Espanyol B","Left"
"Joselu","€5.00m","End of loanJun 30, 2024","Real Madrid","Left"
"Max Svensson","€400k","End of loanJun 30, 2024","Osasuna B","Left"
"Joselu","€5.00m","€1.50m","Real Madrid","Joined"
"Max Svensson","€400k","€50k","Casa Pia","Joined"
"Nico Melamed","€4.00m","free transfer","UD Almería","Joined"
"Martin Braithwaite","€3.20m","free transfer","Grêmio","Joined"
"José Carlos Lazo","€1.50m","free transfer","Albacete","Joined"
"Keidi Bare","€3.00m","free transfer","Real Zaragoza","Joined"
"Óscar Gil","€800k","free transfer","OH Leuven","Joined"
"Javi Hernández","€500k","loan transfer","SD Huesca","Joined"
"Kenneth Soler","€200k","loan transfer","Real Murcia","Joined"
"Gastón Valles","€400k","loan transfer","FC Cartagena","Joined"
"Rubén Sánchez","€700k","loan transfer","Granada CF","Joined"
"Víctor Ruiz","€500k","-","Retired","Joined"
"Salvi Sánchez","€900k","-","Without Club","Joined"
"Irvin Cardona","€2.00m","End of loanJan 27, 2025","Augsburg","Joined"
"Naci Ünüvar","€2.00m","End of loanJan 15, 2025","Ajax","Joined"
"Keita Baldé","€1.20m","End of loanJun 30, 2024","Spartak Moscow","Joined"
"Joan García","€25.00m","€25.00m","Espanyol","Left"
"Roony Bardghji","€7.50m","€2.50m","Copenhagen","Left"
"Marcus Rashford","€50.00m","loan transfer","Man Utd","Left"
"Dro Fernández","€5.00m","-","Barça Atlètic","Left"
"Ander Astralaga","€800k","-","Barça Atlètic","Left"
"Álex Valle","€6.00m","End of loanJun 30, 2025","Como","Left"
"Clément Lenglet","€7.50m","End of loanJun 8, 2025","Atlético","Left"
"Oriol Romeu","€1.20m","End of loanJun 30, 2025","Girona","Left"
"Pau Víctor","€4.00m","€12.00m","Braga","Joined"
"Álex Valle","€6.00m","€6.00m","Como","Joined"
"Pablo Torre","€6.00m","€5.00m","RCD Mallorca","Joined"
"Clément Lenglet","€7.50m","free transfer","Atlético","Joined"
"Iñigo Martínez","€5.00m","free transfer","Al-Nassr","Joined"
"Iñaki Peña","€8.00m","loan transfer","Elche CF","Joined"
"Ander Astralaga","€800k","loan transfer","Granada CF","Joined"
"Ansu Fati","€5.00m","loan transfer","Monaco","Joined"
"Oriol Romeu","€1.20m","-","Without Club","Joined"
"Héctor Fort","€10.00m","loan transfer","Elche CF","Joined"
"Álex Baena","€55.00m","€42.00m","Villarreal","Left"
"Dávid Hancko","€30.00m","€26.00m","Feyenoord","Left"
"Johnny Cardoso","€25.00m","€24.00m","Real Betis","Left"
"Giacomo Raspadori","€25.00m","€22.00m","Napoli","Left"
"Thiago Almada","€25.00m","€21.00m","Botafogo","Left"
"Matteo Ruggeri","€16.00m","€17.00m","Atalanta","Left"
"Marc Pubill","€4.00m","€16.00m","UD Almería","Left"
"Santiago Mouriño","€3.00m","€4.00m","Alavés","Left"
"Juan Musso","€3.50m","€3.00m","Atalanta","Left"
"Nico González","€24.00m","Loan fee:€1.00m","Juventus","Left"
"Clément Lenglet","€7.50m","free transfer","Barcelona","Left"
"Saúl Ñíguez","€3.00m","End of loanJun 30, 2025","Sevilla FC","Left"
"Carlos Martín","€3.00m","End of loanJun 2, 2025","Alavés","Left"
"Horațiu Moldovan","€2.20m","End of loanJun 7, 2025","Sassuolo","Left"
"Rodrigo De Paul","€15.00m","End of loanDec 31, 2025","Miami","Left"
"Arthur Vermeeren","€22.00m","End of loanJun 30, 2025","Leipzig","Left"
"Samuel Lino","€22.00m","€22.00m","Flamengo","Joined"
"Arthur Vermeeren","€22.00m","€20.00m","Leipzig","Joined"
"Rodrigo De Paul","€15.00m","€15.00m","Miami","Joined"
"Santiago Mouriño","€3.00m","€10.00m","Villarreal","Joined"
"Rodrigo Riquelme","€12.00m","€8.00m","Real Betis","Joined"
"Ángel Correa","€10.00m","€8.00m","Tigres UANL","Joined"
"Reinildo Mandava","€5.00m","free transfer","Sunderland","Joined"
"Axel Witsel","€2.00m","free transfer","Girona","Joined"
"Saúl Ñíguez","€3.00m","free transfer","Flamengo","Joined"
"César Azpilicueta","€1.50m","free transfer","Sevilla FC","Joined"
"Horațiu Moldovan","€2.20m","loan transfer","Real Oviedo","Joined"
"Rodrigo De Paul","€25.00m","loan transfer","Miami","Joined"
"Thomas Lemar","€5.00m","loan transfer","Girona","Joined"
"Clément Lenglet","€7.50m","End of loanJun 8, 2025","Barcelona","Joined"
"Juan Musso","€3.50m","End of loanJun 9, 2025","Atalanta","Joined"
"Dean Huijsen","€60.00m","€62.50m","Bournemouth","Left"
"Álvaro Carreras","€35.00m","€50.00m","Benfica","Left"
"Franco Mastantuono","€30.00m","€45.00m","River Plate","Left"
"Trent Alexander-Arnold","€75.00m","€10.00m","Liverpool","Left"
"Gonzalo García","€5.00m","-","RM Castilla","Left"
"Álvaro Rodríguez","€2.50m","End of loanJun 30, 2025","Getafe","Left"
"Reinier","€1.50m","End of loanJun 30, 2025","Granada CF","Left"
"Álvaro Rodríguez","€2.50m","€2.00m","Elche CF","Joined"
"Luka Modrić","€4.00m","free transfer","AC Milan","Joined"
"Jesús Vallejo","€1.00m","free transfer","Albacete","Joined"
"Reinier","€1.50m","free transfer","Atlético-MG","Joined"
"Lucas Vázquez","€3.00m","free transfer","Leverkusen","Joined"
"Mario Martín","€1.50m","loan transfer","Getafe","Joined"
"Jesús Areso","€12.00m","€12.00m","CA Osasuna","Left"
"Aymeric Laporte","€15.00m","€10.00m","Al-Nassr","Left"
"Robert Navarro","€6.00m","free transfer","RCD Mallorca","Left"
"Beñat Gerenabarrena","€250k","-","Bilbao Athletic","Left"
"Selton Sánchez","€150k","-","CD Basconia","Left"
"Alejandro Rego","€300k","-","Bilbao Athletic","Left"
"Peio Canales","€1.00m","-","Bilbao Athletic","Left"
"Unai Vencedor","€2.20m","End of loanJun 30, 2025","Racing","Left"
"Javi Martón","€500k","End of loanJun 30, 2025","Albacete","Left"
"Nico Serrano","€1.20m","End of loanJun 30, 2025","Sporting Gijón","Left"
"Álex Padilla","€3.00m","End of loanJun 30, 2025","UNAM Pumas","Left"
"Adu Ares","€1.60m","End of loanJun 30, 2025","Real Zaragoza","Left"
"Unai Egiluz","€600k","End of loanJun 30, 2025","CD Mirandés","Left"
"Hugo Rincón","€2.00m","End of loanJun 30, 2025","CD Mirandés","Left"
"Urko Izeta","€2.00m","End of loanJun 30, 2025","CD Mirandés","Left"
"Álvaro Djaló","€5.00m","Loan fee:€3.00m","Al-Gharafa","Joined"
"Julen Agirrezabala","€15.00m","Loan fee:€1.00m","Valencia","Joined"
"Hugo Rincón","€2.00m","Loan fee:€200k","Girona","Joined"
"Adu Ares","€1.60m","free transfer","SD Eibar","Joined"
"Javi Martón","€500k","?","SD Eibar","Joined"
"Unai Vencedor","€2.20m","loan transfer","Levante","Joined"
"Peio Canales","€1.00m","loan transfer","Racing","Joined"
"Beñat Gerenabarrena","€250k","loan transfer","Castellón","Joined"
"Óscar de Marcos","€1.50m","-","Retired","Joined"
"Unai Núñez","€3.00m","End of loanJun 30, 2025","Celta de Vigo","Joined"
"Georges Mikautadze","€22.00m","€31.00m","Lyon","Left"
"Renato Veiga","€25.00m","€24.50m","Chelsea","Left"
"Alberto Moleiro","€25.00m","€16.00m","UD Las Palmas","Left"
"Santiago Mouriño","€3.00m","€10.00m","Atlético","Left"
"Tajon Buchanan","€6.00m","€9.00m","Inter","Left"
"Tani Oluwaseyi","€5.00m","€8.00m","Minnesota","Left"
"Arnau Tenas","€3.00m","€2.50m","PSG","Left"
"Rafa Marín","€7.00m","Loan fee:€1.00m","Napoli","Left"
"Thomas Partey","€14.00m","free transfer","Arsenal","Left"
"Manor Solomon","€14.00m","loan transfer","Tottenham","Left"
"Karl Etta Eyong","€5.00m","-","Villarreal CF B","Left"
"Ramón Terrats","€4.00m","End of loanJun 30, 2025","Getafe","Left"
"Pau Cabanes","€800k","End of loanJun 30, 2025","Alavés","Left"
"Álex Forés","€700k","End of loanJun 30, 2025","Levante","Left"
"Arnaut Danjuma","€4.00m","End of loanJun 30, 2025","Girona","Left"
"Andrés Ferrari","€1.50m","End of loanJun 30, 2025","Sint-Truiden","Left"
"Adrià Altimira","€1.50m","End of loanJun 30, 2025","CD Leganés","Left"
"Jorge Pascual","€1.20m","End of loanJun 30, 2025","SD Eibar","Left"
"Álex Baena","€55.00m","€42.00m","Atlético","Joined"
"Thierno Barry","€20.00m","€30.00m","Everton","Joined"
"Yéremy Pino","€30.00m","€30.00m","Crystal Palace","Joined"
"Karl Etta Eyong","€5.00m","€3.00m","Levante","Joined"
"Andrés Ferrari","€1.50m","€2.50m","Sint-Truiden","Joined"
"Jorge Pascual","€1.20m","€500k","Granada CF","Joined"
"Kiko Femenía","€900k","free transfer","Getafe","Joined"
"Arnaut Danjuma","€4.00m","free transfer","Valencia","Joined"
"Eric Bailly","€2.00m","free transfer","Real Oviedo","Joined"
"Denis Suárez","€1.20m","free transfer","Alavés","Joined"
"Álex Forés","€700k","loan transfer","Real Oviedo","Joined"
"Ramón Terrats","€4.00m","loan transfer","Espanyol","Joined"
"Raúl Albiol","€1.00m","-","Without Club","Joined"
"Tajon Buchanan","€6.00m","End of loanJun 30, 2025","Inter","Joined"
"Antony","€35.00m","€22.00m","Man Utd","Left"
"Nelson Deossa","€6.00m","€11.70m","Monterrey","Left"
"Natan","€9.00m","€9.00m","Napoli","Left"
"Rodrigo Riquelme","€12.00m","€8.00m","Atlético","Left"
"Valentín Gómez","€10.00m","€5.30m","Vélez Sarsfield","Left"
"Gonzalo Petit","€1.50m","€4.50m","Nacional","Left"
"Pau López","€2.50m","free transfer","Toluca","Left"
"Junior Firpo","€8.00m","free transfer","Leeds","Left"
"Sofyan Amrabat","€17.00m","loan transfer","Fenerbahçe","Left"
"Guilherme Fernandes","€150k","-","Betis Deportivo","Left"
"Sergio Arribas","€400k","-","Betis Deportivo","Left"
"Álvaro Valles","€2.50m","-","Without Club","Left"
"Mateo Flores","€1.00m","-","Betis Deportivo","Left"
"Nobel Mendy","€4.00m","-","Betis Deportivo","Left"
"Pablo García","€5.00m","-","Betis Deportivo","Left"
"Ricardo Visus","€750k","End of loanJun 30, 2025","Almere City","Left"
"Juanmi","€2.00m","End of loanJun 30, 2025","Getafe","Left"
"Iker Losada","€1.50m","End of loanJun 30, 2025","Celta de Vigo","Left"
"Rui Silva","€7.00m","End of loanJun 30, 2025","Sporting","Left"
"Álex Collado","€2.20m","End of loanJun 30, 2025","Al-Kholood","Left"
"Borja Iglesias","€3.00m","End of loanJun 30, 2025","Celta de Vigo","Left"
"Johnny Cardoso","€25.00m","€24.00m","Atlético","Joined"
"Jesús Rodríguez","€30.00m","€22.50m","Como","Joined"
"Rui Silva","€7.00m","€4.70m","Sporting","Joined"
"Romain Perraud","€5.00m","€3.00m","Lille","Joined"
"Álex Collado","€2.20m","€2.50m","Al-Shamal SC","Joined"
"Borja Iglesias","€3.00m","€2.00m","Celta de Vigo","Joined"
"Youssouf Sabaly","€1.80m","€2.00m","Al-Duhail SC","Joined"
"Juanmi","€2.00m","€1.20m","Getafe","Joined"
"Ricardo Visus","€750k","€425k","Widzew Lodz","Joined"
"William Carvalho","€1.50m","free transfer","Pachuca","Joined"
"Mateo Flores","€1.00m","loan transfer","Arouca","Joined"
"Gonzalo Petit","€1.50m","loan transfer","CD Mirandés","Joined"
"Nobel Mendy","€4.00m","loan transfer","Rayo Vallecano","Joined"
"Iker Losada","€1.50m","loan transfer","Levante","Joined"
"Guilherme Fernandes","€150k","loan transfer","Real Valladolid","Joined"
"Sergio Arribas","€400k","loan transfer","SD Huesca","Joined"
"Fran Vieites","€2.00m","-","Without Club","Joined"
"Antony","€35.00m","End of loanJun 30, 2025","Man Utd","Joined"
"Natan","€9.00m","End of loanJun 30, 2025","Napoli","Joined"
"Alemão","€3.50m","€4.50m","Pachuca","Left"
"Augusto Batalla","€6.00m","€1.60m","River Plate","Left"
"Fran Pérez","€3.00m","€1.00m","Valencia","Left"
"Luiz Felipe","€5.00m","free transfer","Marseille","Left"
"Nobel Mendy","€4.00m","loan transfer","Real Betis","Left"
"Jozhua Vertrouwd","€1.00m","loan transfer","Castellón","Left"
"Gerard Gumbau","€1.50m","loan transfer","Granada CF","Left"
"Etienne Eto'o","€200k","-","Rayo B","Left"
"Miguel Ángel Morro","€300k","End of loanJun 30, 2025","Vizela","Left"
"Sergi Guardiola","€500k","free transfer","Córdoba CF","Joined"
"Joni Montiel","€800k","free transfer","Qarabağ","Joined"
"Miguel Ángel Morro","€300k","loan transfer","Leixões","Joined"
"Pelayo Fernández","€500k","loan transfer","Cádiz CF","Joined"
"Etienne Eto'o","€200k","loan transfer","CD Mirandés","Joined"
"Raúl de Tomás","€700k","loan transfer","Al-Wakrah SC","Joined"
"Aridane Hernández","€300k","-","Without Club","Joined"
"Gerard Gumbau","€1.50m","End of loanJun 30, 2025","Granada CF","Joined"
"Augusto Batalla","€6.00m","End of loanJun 30, 2025","River Plate","Joined"
"Adrián Embarba","€1.20m","End of loanJun 30, 2025","UD Almería","Joined"
"Ilaix Moriba","€6.00m","€6.00m","Leipzig","Left"
"Ferran Jutglà","€8.00m","€5.00m","Club Brugge","Left"
"Borja Iglesias","€3.00m","€2.00m","Real Betis","Left"
"Bryan Zaragoza","€12.00m","Loan fee:€1.00m","Bayern Munich","Left"
"Ionuț Radu","€2.50m","free transfer","Venezia","Left"
"Marc Vidal","€300k","-","Celta Fortuna","Left"
"Miguel Román","€400k","-","Celta Fortuna","Left"
"Manu Fernández","€200k","-","Celta Fortuna","Left"
"Yoel Lago","€1.00m","-","Celta Fortuna","Left"
"Jørgen Strand Larsen","€30.00m","End of loanJun 30, 2025","Wolves","Left"
"Joseph Aidoo","€1.20m","End of loanJun 30, 2025","Real Valladolid","Left"
"Carlos Dotor","€1.00m","End of loanJun 30, 2025","Sporting Gijón","Left"
"Luca de la Torre","€3.00m","End of loanDec 31, 2025","San Diego","Left"
"Tadeo Allende","€5.00m","End of loanDec 31, 2025","Miami","Left"
"Unai Núñez","€3.00m","End of loanJun 30, 2025","Athletic Club","Left"
"Javi Rueda","€800k","End of loanJun 30, 2025","Albacete","Left"
"Carles Pérez","€2.00m","End of loanJun 30, 2025","Getafe","Left"
"Manu Sánchez","€6.00m","End of loanJun 30, 2025","Alavés","Left"
"Miguel Rodríguez","€4.50m","End of loanJun 30, 2025","Utrecht","Left"
"Jørgen Strand Larsen","€30.00m","€27.00m","Wolves","Joined"
"Fer López","€5.00m","€23.00m","Wolves","Joined"
"Miguel Rodríguez","€4.50m","€1.25m","Utrecht","Joined"
"Alfon González","€5.00m","free transfer","Sevilla FC","Joined"
"Carlos Dotor","€1.00m","loan transfer","Málaga CF","Joined"
"Carles Pérez","€2.00m","loan transfer","Aris Saloniki","Joined"
"Manu Sánchez","€6.00m","loan transfer","Levante","Joined"
"Unai Núñez","€3.00m","loan transfer","Hellas Verona","Joined"
"Javier Manquillo","€1.00m","-","Retired","Joined"
"Jailson","€1.00m","-","Without Club","Joined"
"Vicente Guaita","€700k","-","Without Club","Joined"
"Iker Losada","€1.50m","End of loanJun 30, 2025","Real Betis","Joined"
"Ilaix Moriba","€6.00m","End of loanJun 30, 2025","Leipzig","Joined"
"Borja Iglesias","€3.00m","End of loanJun 30, 2025","Real Betis","Joined"
"Víctor Muñoz","€1.00m","€5.00m","RM Castilla","Left"
"Valentin Rosier","€3.00m","free transfer","CD Leganés","Left"
"Sheraldo Becker","€2.50m","free transfer","Real Sociedad","Left"
"Iker Benito","€1.50m","End of loanJun 30, 2025","CD Mirandés","Left"
"Jesús Areso","€12.00m","€12.00m","Athletic Club","Joined"
"Unai García","€800k","free transfer","Panetolikos","Joined"
"Pablo Ibáñez","€2.00m","free transfer","Alavés","Joined"
"Rubén Peña","€1.20m","free transfer","CD Leganés","Joined"
"José Manuel Arnáiz","€1.50m","free transfer","Granada CF","Joined"
"Bryan Zaragoza","€12.00m","End of loanJun 30, 2025","Bayern Munich","Joined"
"Pablo Torre","€6.00m","€5.00m","Barcelona","Left"
"Jan Virgili","€3.00m","€3.50m","Barça Atlètic","Left"
"Lucas Bergström","€700k","free transfer","Chelsea","Left"
"Mateo Joseph","€3.50m","loan transfer","Leeds","Left"
"Marash Kumbulla","€7.50m","loan transfer","Roma","Left"
"Jan Salas","€100k","-","RCD Mallorca B","Left"
"Marc Domènech","€1.00m","-","RCD Mallorca B","Left"
"Daniel Luna","€500k","End of loanJun 30, 2025","FC Cartagena","Left"
