Name,Value,Fee,From,Direction
"Krzysztof Piatek","€7.00m","End of loanJun 30, 2023","Hertha BSC","Joined"
"Boulaye Dia","€25.00m","End of loanJun 30, 2023","Villarreal","Joined"
"Antonio Candreva","€1.50m","End of loanJun 30, 2023","Sampdoria","Joined"
"Tonny Vilhena","€3.80m","End of loanJun 30, 2023","Espanyol","Joined"
"Nikola Krstović","€2.20m","€8.15m","Dunajska Streda","Left"
"Youssef Maleh","€4.50m","€5.00m","Fiorentina","Left"
"Wladimiro Falcone","€5.00m","€4.00m","Sampdoria","Left"
"Mohamed Kaba","€3.00m","€3.00m","Valenciennes FC","Left"
"Marin Pongracic","€4.00m","€1.60m","Wolfsburg","Left"
"Santiago Pierotti","€2.50m","€1.20m","Colon","Left"
"Ylber Ramadani","€800k","€1.20m","Aberdeen FC","Left"
"Giacomo Faticanti","€800k","€1.00m","Roma U19","Left"
"Rémi Oudin","€4.00m","€1.00m","G. Bordeaux","Left"
"Hamza Rafia","€600k","€800k","Pescara","Left"
"Patrick Dorgu","€400k","€220k","Nordsjaell. U19","Left"
"Zinedin Smajlović","-","€100k","Täby FK","Left"
"Lorenzo Venuti","€2.00m","free transfer","Fiorentina","Left"
"Roberto Piccoli","€3.50m","loan transfer","Atalanta","Left"
"Ahmed Touba","€3.30m","loan transfer","Basaksehir","Left"
"Jeppe Corfitzen","€200k","-","Lecce U19","Left"
"Nicola Sansone","€1.50m","-","Without Club","Left"
"Rareș Burnete","€700k","-","Lecce U19","Left"
"Pontus Almqvist","€1.80m","loan transfer","Rostov","Left"
"Morten Hjulmand","€15.00m","€19.50m","Sporting","Joined"
"Assan Ceesay","€2.50m","€2.50m","Damac FC","Joined"
"Lorenzo Colombo","€5.00m","End of loanJun 30, 2023€1.50m","AC Milan","Joined"
"Federico Di Francesco","€1.80m","€1.30m","Palermo","Joined"
"Wladimiro Falcone","€5.00m","End of loanJun 30, 2023€1.25m","Sampdoria","Joined"
"Tommaso Cassandro","€900k","€500k","Como","Joined"
"Ilario Monterisi","€300k","€500k","Frosinone","Joined"
"John Björkengren","€500k","€300k","Randers FC","Joined"
"Simone Romagnoli","€750k","€100k","Frosinone","Joined"
"Cristian Macrì","€25k","free transfer","Francavilla","Joined"
"Roberto Pierno","€250k","free transfer","Pescara","Joined"
"Fabio Lucioni","€600k","free transfer","Palermo","Joined"
"Alessio Piazza","€10k","free transfer","Santa Lucia FC","Joined"
"Marco Bleve","€150k","loan transfer","Carrarese","Joined"
"Giacomo Faticanti","€800k","loan transfer","Ternana","Joined"
"Pablo Rodríguez","€2.00m","loan transfer","Ascoli","Joined"
"Eetu Mömmö","€125k","loan transfer","SJK Seinäjoki","Joined"
"Gabriel Strefezza","€8.00m","loan transfer","Como","Joined"
"Zinedin Smajlović","€100k","loan transfer","Lecco","Joined"
"Marcin Listkowski","€300k","loan transfer","Lecco","Joined"
"Thórir Jóhann Helgason","€800k","loan transfer","E. Braunschweig","Joined"
"Youssef Maleh","€4.50m","loan transfer","FC Empoli","Joined"
"Joel Voelkerling Persson","€600k","loan transfer","Vitesse","Joined"
"Mats Lemmens","€100k","loan transfer","Lecco","Joined"
"Alessandro Tuia","€400k","-","Without Club","Joined"
"Youssef Maleh","€4.50m","End of loanJun 30, 2023","Fiorentina","Joined"
"Pietro Ceccaroni","€1.60m","End of loanJun 30, 2023","Venezia","Joined"
"Rémi Oudin","€4.00m","End of loanJun 30, 2023","G. Bordeaux","Joined"
"Giuseppe Pezzella","€2.50m","End of loanJun 30, 2023","Parma","Joined"
"Samuel Umtiti","€4.00m","End of loanJun 30, 2023","Barcelona","Joined"
"Marin Pongracic","€4.00m","End of loanJun 30, 2023","Wolfsburg","Joined"
"Kristoffer Askildsen","€2.00m","End of loanJun 30, 2023","Sampdoria","Joined"
"Gianluca Frabotta","€1.40m","End of loanJun 30, 2023","Juventus","Joined"
"Ondrej Duda","€3.40m","€3.10m","1.FC Köln","Left"
"Tijjani Noslin","€900k","€3.00m","Fortuna Sittard","Left"
"Yayah Kallon","€1.50m","€1.80m","Genoa","Left"
"Dani Silva","€2.00m","€1.50m","Vit. Guimarães","Left"
"Stefan Mitrović","€3.00m","€1.30m","Red Star","Left"
"Tomas Suslov","€2.00m","€1.00m","FC Groningen","Left"
"Jayden Braaf","€1.00m","€1.00m","B. Dortmund II","Left"
"Elayis Tavsan","€1.00m","€500k","NEC Nijmegen","Left"
"Reda Belahyane","€200k","€500k","Nice","Left"
"Michael Folorunsho","€2.50m","Loan fee:€200k","Napoli","Left"
"Riccardo Saponara","€2.00m","free transfer","Fiorentina","Left"
"Juan Manuel Cruz","€450k","free transfer","Banfield","Left"
"Jordi Mboula","€1.20m","free transfer","RCD Mallorca","Left"
"Rúben Vinagre","€2.80m","loan transfer","Sporting","Left"
"Karol Swiderski","€6.00m","loan transfer","Charlotte","Left"
"Fabien Centonze","€3.00m","loan transfer","FC Nantes","Left"
"Federico Bonazzoli","€4.00m","loan transfer","Salernitana","Left"
"Suat Serdar","€4.50m","loan transfer","Hertha BSC","Left"
"Jackson Tchatchoua","€2.00m","loan transfer","R Charleroi SC","Left"
"Charlys","-","loan transfer","Vitória U20","Left"
"Tomas Suslov","€2.00m","loan transfer","FC Groningen","Left"
"Joselito","€75k","-","Verona U19","Left"
"Cyril Ngonge","€6.00m","€20.00m","Napoli","Joined"
"Ivan Ilić","€19.00m","€16.50m","Torino","Joined"
"Giovanni Simeone","€15.00m","€12.00m","Napoli","Joined"
"Isak Hien","€9.00m","€8.86m","Atalanta","Joined"
"Matteo Cancellieri","€5.00m","€8.50m","Lazio","Joined"
"Gianluca Caprari","€8.00m","€8.00m","Monza","Joined"
"Josh Doig","€7.00m","€6.50m","Sassuolo","Joined"
"Filippo Terracciano","€3.50m","€4.50m","AC Milan","Joined"
"Ibrahim Sulemana","€1.50m","€4.00m","Cagliari","Joined"
"Bruno Amione","€2.70m","€3.00m","Santos Laguna","Joined"
"Adrien Tamèze","€6.00m","€2.80m","Torino","Joined"
"Martin Hongla","€2.80m","€2.75m","Granada CF","Joined"
"Milan Djuric","€1.00m","€2.30m","Monza","Joined"
"Ivor Pandur","€2.00m","€1.40m","Fortuna Sittard","Joined"
"Jayden Braaf","€1.00m","Loan fee:€200k","Fortuna Sittard","Joined"
"Adama Sane","€100k","free transfer","Gzira Utd.","Joined"
"Riccardo Saponara","€1.50m","free transfer","Ankaragücü","Joined"
"Miguel Veloso","€500k","free transfer","Pisa","Joined"
"Panagiotis Retsos","€2.00m","free transfer","Olympiacos","Joined"
"Jordi Mboula","€1.20m","free transfer","Racing","Joined"
"Philip Yeboah","€175k","loan transfer","Lucchese","Joined"
"Diego Fornari","€75k","loan transfer","Monte Prodeco","Joined"
"Koray Günter","€1.20m","loan transfer","Karagümrük","Joined"
"Bruno Conti","€75k","loan transfer","Monterosi","Joined"
"Davide Faraoni","€2.00m","loan transfer","Fiorentina","Joined"
"Christian Pierobon","€175k","loan transfer","Juve Stabia","Joined"
"Yayah Kallon","€1.30m","loan transfer","Bari","Joined"
"Ajdin Hrustic","€500k","loan transfer","Heracles Almelo","Joined"
"Kevin Rüegg","€800k","loan transfer","Basel","Joined"
"Mert Çetin","€1.20m","loan transfer","Ankaragücü","Joined"
"Christian Pierobon","€200k","loan transfer","Triestina","Joined"
"David Flakus Bosilj","€200k","loan transfer","De Graafschap","Joined"
"Daniele Ghilardi","€500k","loan transfer","Sampdoria","Joined"
"Kevin Lasagna","€1.80m","loan transfer","Karagümrük","Joined"
"Federico Ceccherini","€1.50m","loan transfer","Karagümrük","Joined"
"Jayden Braaf","€1.00m","End of loanJun 30, 2023","B. Dortmund II","Joined"
"Simone Verdi","€4.00m","End of loanJun 30, 2023","Torino","Joined"
"Yayah Kallon","€1.50m","End of loanJun 30, 2023","Genoa","Joined"
"Fabio Depaoli","€3.00m","End of loanJun 30, 2023","Sampdoria","Joined"
"Deyovaisio Zeefuik","€1.20m","End of loanJun 30, 2023","Hertha BSC","Joined"
"Ondrej Duda","€3.40m","End of loanJun 30, 2023","1.FC Köln","Joined"
"Adolfo Gaich","€1.80m","End of loanJun 30, 2023","CSKA Moscow","Joined"
"Oliver Abildgaard","€4.50m","End of loanJun 30, 2023","Rubin Kazan","Joined"
"Alessandro Cortinovis","€700k","End of loanJun 30, 2023","Atalanta","Joined"
"Tomas Suslov","€2.00m","End of loanJan 30, 2024","FC Groningen","Joined"
"Marco Brescianini","€900k","€6.20m","AC Milan","Left"
"İsak Vural","€200k","€1.33m","Hammarby","Left"
"Riccardo Marchizza","€1.00m","€1.30m","Sassuolo","Left"
"Marvin Cuni","€400k","€1.00m","FC Bayern II","Left"
"Abdou Harroui","€2.70m","€700k","Sassuolo","Left"
"Ilario Monterisi","€300k","€500k","Lecce","Left"
"Walid Cheddira","€7.50m","Loan fee:€500k","Napoli","Left"
"Gennaro Borrelli","€500k","€330k","Pescara","Left"
"Farès Ghedjemis","€600k","€300k","FC Rouen 1899","Left"
"Mateus Lusuardi","€50k","€300k","Criciúma U20","Left"
"Simone Romagnoli","€750k","€100k","Lecce","Left"
"Caleb Okoli","€10.00m","Loan fee:€100k","Atalanta","Left"
"Emanuele Valeri","€2.30m","free transfer","Cremonese","Left"
"Mehdi Bourabia","€1.30m","free transfer","Spezia Calcio","Left"
"Michele Cerofolini","€500k","free transfer","Fiorentina","Left"
"Stefano Turati","€4.50m","loan transfer","Sassuolo","Left"
"Pierluigi Frattali","€150k","?","Bari","Left"
"Luca Mazzitelli","€3.00m","?","Monza","Left"
"Pol Lirola","€2.00m","loan transfer","Marseille","Left"
"Arijon Ibrahimovic","€1.00m","loan transfer","Bayern Munich","Left"
"Reinier","€2.00m","loan transfer","Real Madrid","Left"
"Kaio Jorge","€3.00m","loan transfer","Juventus","Left"
"Matías Soulé","€4.00m","loan transfer","Juventus","Left"
"Enzo Barrenechea","€900k","loan transfer","Juventus","Left"
"Kevin Bonifazi","€2.50m","loan transfer","Bologna","Left"
"Nadir Zortea","€2.00m","loan transfer","Atalanta","Left"
"Demba Seck","€2.70m","loan transfer","Torino","Left"
"Giorgi Kvernadze","€500k","loan transfer","Kolkheti Poti","Left"
"Michele Avella","€250k","-","Without Club","Left"
"Daniel Boloca","€3.50m","€6.50m","Sassuolo","Joined"
"Matteo Ricci","€2.20m","€1.25m","Sampdoria","Joined"
"Roberto Insigne","€1.80m","€1.00m","Palermo","Joined"
"Samuele Mulattieri","€4.50m","End of loanJun 30, 2023€1.00m","Inter","Joined"
"Michele Volpe","€125k","free transfer","Alessandria","Joined"
"Federico Bevilacqua","€25k","free transfer","Dolomiti","Joined"
"Marcus Rohdén","€1.00m","free transfer","Karagümrük","Joined"
"Alexander Satariano","€250k","free transfer","Birkirkara FC","Joined"
"Matteo Cotali","€800k","free transfer","Modena","Joined"
"Thomas Vettorel","€300k","free transfer","AS Gubbio","Joined"
"Lukas Klitten","€300k","free transfer","Hobro IK","Joined"
"Kalifa Kujabi","€75k","loan transfer","Torres","Joined"
"Hamza Haoudi","€175k","loan transfer","Pro Vercelli","Joined"
"Karlo Lulic","€600k","?","Bari","Joined"
"Mehdi Bourabia","€1.00m","?","Kayserispor","Joined"
"Marko Bozic","€500k","?","NK Maribor","Joined"
"Luigi Canotto","€900k","loan transfer","Cosenza","Joined"
"Gennaro Borrelli","€500k","loan transfer","Brescia","Joined"
"Przemyslaw Szyminski","€800k","loan transfer","Reggiana","Joined"
"Michele Avella","€250k","loan transfer","Brescia","Joined"
"Giuseppe Marcianò","€50k","-","Without Club","Joined"
"Simone Stampete","€50k","-","Without Club","Joined"
"Milan Kremenovic","€100k","-","Without Club","Joined"
"Andrea Errico","€50k","-","Without Club","Joined"
"Luca Matarese","€75k","-","Without Club","Joined"
"Pierluca Luciani","€25k","loan transfer","ACR Messina","Joined"
"Stefano Turati","€4.50m","End of loanJun 30, 2023","Sassuolo","Joined"
"Giacomo Manzari","€300k","End of loanJun 30, 2023","Sassuolo","Joined"
"Fabio Lucioni","€600k","End of loanJun 30, 2023","Lecce","Joined"
"Ilario Monterisi","€300k","End of loanJun 30, 2023","Lecce","Joined"
"Gianluca Frabotta","€1.40m","End of loanJun 29, 2023","Lecce","Joined"
"Luca Ravanelli","€1.40m","End of loanJun 30, 2023","Cremonese","Joined"
"Luca Moro","€2.80m","End of loanJun 30, 2023","Sassuolo","Joined"
"Gennaro Borrelli","€500k","End of loanJun 30, 2023","Pescara","Joined"
"Mario Sampirisi","€750k","End of loanJun 30, 2023","Monza","Joined"
"Luca Mazzitelli","€3.00m","End of loanJun 30, 2023","Monza","Joined"
"Andrea Oliveri","€400k","End of loanJun 30, 2023","Atalanta","Joined"
"Leonardo Loria","€275k","End of loanJun 30, 2023","Pisa","Joined"
"Miloš Bočić","€200k","End of loanJun 30, 2023","Pescara","Joined"
"Ben Lhassine Kone","€900k","End of loanJun 30, 2023","Torino","Joined"
"Mateo Retegui","€16.00m","€15.25m","Tigre","Left"
"Radu Drăgușin","€8.00m","€9.70m","Juventus","Left"
"Ruslan Malinovskyi","€10.00m","€7.70m","Marseille","Left"
"Josep Martínez","€3.50m","€3.50m","Leipzig","Left"
"Vitinha","€15.00m","Loan fee:€3.00m","Marseille","Left"
"Ruslan Malinovskyi","€15.00m","Loan fee:€3.00m","Marseille","Left"
"David Ankeye","€1.00m","€2.50m","FC Sheriff","Left"
"Mattia Aramu","€2.20m","€2.50m","Venezia","Left"
"George Pușcaș","€2.50m","€2.50m","Reading","Left"
"Junior Messias","€3.00m","€1.50m","AC Milan","Left"
"Junior Messias","€4.50m","Loan fee:€1.50m","AC Milan","Left"
"Daniele Sommariva","€100k","€100k","Pescara","Left"
"Morten Thorsby","€5.50m","Loan fee:€350k","Union Berlin","Left"
"Franz Stolz","€200k","€250k","SKN St. Pölten","Left"
"Berkan Kutlu","€4.00m","Loan fee:€250k","Galatasaray","Left"
"Aarón Martín","€7.00m","free transfer","Mainz","Left"
"Kevin Strootman","€1.30m","free transfer","Marseille","Left"
"Nicola Leali","€900k","free transfer","Ascoli","Left"
"Djed Spence","€8.00m","loan transfer","Tottenham","Left"
"Koni De Winter","€4.00m","loan transfer","Juventus","Left"
"Giorgio Cittadini","€3.00m","loan transfer","Monza","Left"
"Emil Bohinen","€3.20m","loan transfer","Salernitana","Left"
"Brayan Boci","€150k","-","Genoa U19","Left"
"Simone Calvani","€50k","-","Genoa U19","Left"
"Radu Drăgușin","€20.00m","€25.00m","Tottenham","Joined"
"Luca Lipani","€400k","€3.00m","Sassuolo","Joined"
"Yayah Kallon","€1.50m","€1.80m","Hellas Verona","Joined"
"Adrian Semper","€1.20m","€1.46m","Como","Joined"
"Pablo Galdames","€1.50m","€800k","Vasco da Gama","Joined"
"George Pușcaș","€2.00m","Loan fee:€600k","Bari","Joined"
"Kelvin Yeboah","€3.00m","Loan fee:€460k","Standard Liège","Joined"
"Silvan Hefti","€2.50m","Loan fee:€430k","Montpellier","Joined"
"Lennart Czyborra","€1.40m","Loan fee:€200k","PEC Zwolle","Joined"
"Paolo Gozzi","€300k","Loan fee:€120k","Red Star FC","Joined"
"Aleksander Buksa","€700k","Loan fee:€100k","WSG Tirol","Joined"
"Giacomo Calò","€750k","€1k","Cosenza","Joined"
"Vittorio Parigini","€600k","free transfer","Feralpisalò","Joined"
"Gianluca Parodi","€50k","free transfer","Lumezzane","Joined"
"Davide Biraschi","€1.30m","free transfer","Karagümrük","Joined"
"Abdoulaye Touré","€1.30m","free transfer","Le Havre AC","Joined"
"Mattia Zennaro","€300k","free transfer","Feralpisalò","Joined"
"Kacper Zielski","€25k","free transfer","Raków II","Joined"
"Nicholas Rizzo","€200k","free transfer","Triestina","Joined"
"Rok Vodisek","€50k","free transfer","NK Rogaska","Joined"
"Stefano Sturaro","€1.50m","free transfer","Karagümrük","Joined"
"Brayan Boci","€150k","loan transfer","Legnago","Joined"
"Brayan Boci","€150k","loan transfer","Lecco","Joined"
"Daniel Fossati","€100k","loan transfer","Sestri Levante","Joined"
"Filippo Melegoni","€1.50m","loan transfer","Reggiana","Joined"
"Luca Chierico","€100k","loan transfer","AS Gubbio","Joined"
"Daniel Fossati","€150k","loan transfer","Pontedera","Joined"
"Michele Besaggio","€300k","?","Brescia","Joined"
"Giuseppe Agostino","€100k","?","Triestina","Joined"
"Massimo Coda","€1.40m","loan transfer","Cremonese","Joined"
"Patrizio Masini","€300k","loan transfer","Ascoli","Joined"
"Francesco Cassata","€700k","loan transfer","Spezia Calcio","Joined"
"Filip Jagiełło","€1.30m","loan transfer","Spezia Calcio","Joined"
"Manolo Portanova","-","loan transfer","Reggiana","Joined"
"Güven Yalçın","€900k","loan transfer","Karagümrük","Joined"
"Kelvin Yeboah","€3.50m","loan transfer","Montpellier","Joined"
"Marko Pajac","€650k","loan transfer","Reggiana","Joined"
"Mattia Aramu","€2.20m","loan transfer","Bari","Joined"
"Domenico Criscito","€250k","-","Retired","Joined"
"Stefan Ilsanker","€500k","-","Career break","Joined"
"Federico Valietti","€100k","loan transfer","Taranto","Joined"
"Alessandro Marcandalli","€200k","loan transfer","Reggiana","Joined"
"Elia Petrelli","€50k","loan transfer","Pro Sesto","Joined"
"Josep Martínez","€3.50m","End of loanJun 30, 2023","Leipzig","Joined"
"Radu Drăgușin","€8.00m","End of loanJun 30, 2023","Juventus","Joined"
"Kevin Strootman","€1.30m","End of loanJun 30, 2023","Marseille","Joined"
"Mattia Aramu","€2.20m","End of loanJun 30, 2023","Venezia","Joined"
"Berkan Kutlu","€4.00m","End of loanJan 12, 2024","Galatasaray","Joined"
"Ruslan Malinovskyi","€10.00m","End of loanJan 30, 2024","Marseille","Joined"
"George Pușcaș","€2.50m","End of loanJun 30, 2023","Reading","Joined"
"Denis Drăguș","€1.40m","End of loanJun 30, 2023","Standard Liège","Joined"
"Eddie Salcedo","€2.50m","End of loanJun 30, 2023","Inter","Joined"
"Junior Messias","€3.00m","End of loanJan 12, 2024","AC Milan","Joined"
"Matteo Prati","€1.00m","€5.90m","SPAL","Left"
"Mateusz Wieteska","€3.00m","€5.30m","Clermont Foot","Left"
"Ibrahim Sulemana","€1.50m","€4.00m","Hellas Verona","Left"
"Pantelis Hatzidiakos","€4.00m","€2.70m","AZ Alkmaar","Left"
"Tommaso Augello","€2.00m","€2.40m","Sampdoria","Left"
"Alessandro Di Pardo","€600k","€2.00m","Juve Next Gen","Left"
"Simone Scuffet","€2.00m","€2.00m","CFR Cluj","Left"
"Eldor Shomurodov","€6.00m","Loan fee:€1.00m","Roma","Left"
"Jakub Jankto","€1.00m","€540k","Getafe","Left"
"Yerry Mina","€5.00m","€500k","Fiorentina","Left"
"Christian Travaglini","€200k","€100k","Olbia","Left"
"Gaetano Oristanio","€1.00m","loan transfer","Inter","Left"
"Gianluca Gaetano","€4.50m","loan transfer","Napoli","Left"
"Andrea Petagna","€10.00m","loan transfer","Monza","Left"
"Kingstone Mutandwa","-","-","Cagliari U19","Left"
"Davide Veroli","€200k","-","Cagliari U19","Left"
"Raoul Bellanova","€5.00m","€7.00m","Torino","Joined"
"Sebastian Walukiewicz","€3.00m","€4.50m","FC Empoli","Joined"
"Alessio Cragno","€3.00m","€3.60m","Monza","Joined"
"Alberto Cerri","€2.00m","€1.25m","Como","Joined"
"Nunzio Lella","€500k","€800k","Venezia","Joined"
"Edoardo Goldaniga","€900k","€750k","Como","Joined"
"Gastón Pereiro","€1.20m","Loan fee:€270k","Ternana","Joined"
"Christos Kourfalidis","€1.00m","Loan fee:€200k","Feralpisalò","Joined"
"Eldin Lolic","€75k","free transfer","FK Tuzla City","Joined"
"Antonio Barreca","€800k","free transfer","Sampdoria","Joined"
"Vincenzo Millico","€800k","free transfer","Ascoli","Joined"
"Elio Capradossi","€500k","free transfer","Lecco","Joined"
"Isaías Delpupo","€200k","loan transfer","Pontedera","Joined"
"Giuseppe Ciocci","€200k","loan transfer","Pontedera","Joined"
"Giuseppe Ciocci","€250k","loan transfer","Pescara","Joined"
"Christian Travaglini","€150k","loan transfer","Taranto","Joined"
"Jacopo Desogus","€400k","loan transfer","AS Gubbio","Joined"
"Giorgio Altare","€1.50m","loan transfer","Venezia","Joined"
"Christian Travaglini","€200k","loan transfer","Ternana","Joined"
"Salvatore Boccia","€125k","loan transfer","Novara","Joined"
"Nik Prelec","€600k","loan transfer","WSG Tirol","Joined"
"Marko Rog","€1.50m","loan transfer","Dinamo Zagreb","Joined"
"Gianluca Contini","€150k","loan transfer","V. Francavilla","Joined"
"Davide Veroli","€200k","loan transfer","Catanzaro","Joined"
"Filippo Falco","€700k","End of loanJun 30, 2023","Red Star","Joined"
"Alessandro Di Pardo","€600k","End of loanJun 30, 2023","Juve Next Gen","Joined"
"Davide Frattesi","€35.00m","€31.40m","Sassuolo","Left"
"Josep Martínez","€8.00m","€14.00m","Genoa","Left"
"Carlos Augusto","€22.00m","€13.25m","Monza","Left"
"Marko Arnautovic","€4.00m","€10.90m","Bologna","Left"
"Tomás Palacios","€500k","€6.40m","Ind. Rivadavia","Left"
"Nicola Zalewski","€10.00m","Loan fee:€600k","Roma","Left"
"Mehdi Taremi","€10.00m","free transfer","Porto","Left"
"Piotr Zieliński","€22.00m","free transfer","Napoli","Left"
"Ebenezer Akinsanmiro","€1.80m","-","Inter U20","Left"
"Aleksandar Stanković","€1.00m","-","Inter U20","Left"
"Dennis Curatolo","€75k","-","Inter U20","Left"
"Issiaka Kamate","€1.00m","-","Inter U20","Left"
"Lucien Agoumé","€6.00m","€8.00m","Sevilla FC","Joined"
"Gaetano Oristanio","€4.00m","€4.00m","Venezia","Joined"
"Mattia Zanotti","€4.00m","€1.90m","FC Lugano","Joined"
"Aleksandar Stanković","€1.00m","Loan fee:€1.60m","FC Luzern","Joined"
"Valentín Carboni","€15.00m","Loan fee:€1.00m","Marseille","Joined"
"Tajon Buchanan","€8.00m","Loan fee:€1.00m","Villarreal","Joined"
"Martín Satriano","€7.00m","Loan fee:€1.00m","Lens","Joined"
"Franco Carboni","€900k","Loan fee:€500k","River Plate","Joined"
"Nikola Iliev","€800k","€240k","Botev Plovdiv","Joined"
"Ebenezer Akinsanmiro","€1.80m","Loan fee:€190k","Sampdoria","Joined"
"Stefano Sensi","€3.00m","free transfer","Monza","Joined"
"Alexis Sánchez","€2.50m","free transfer","Udinese","Joined"
"Francesco Nunziatini","€25k","free transfer","Torres","Joined"
"Ionuț Radu","€1.50m","free transfer","Venezia","Joined"
"Jacopo Gianelli","-","free transfer","Ancona","Joined"
"Juan Cuadrado","€1.00m","free transfer","Atalanta","Joined"
"Alessandro Fontanarosa","€750k","loan transfer","Reggiana","Joined"
"Zinho Vanheusden","€5.00m","loan transfer","KV Mechelen","Joined"
"Alessandro Fontanarosa","€750k","loan transfer","Carrarese","Joined"
"Eddie Salcedo","€1.00m","loan transfer","OFI Crete FC","Joined"
"Andrea Moretti","€250k","?","Triestina","Joined"
"Alessandro Silvestro","€125k","?","Foggia","Joined"
"Dennis Curatolo","€75k","?","Pro Patria","Joined"
"William Rovida","€200k","?","Pro Patria","Joined"
"Franco Carboni","€900k","loan transfer","Venezia","Joined"
"Tomás Palacios","€6.00m","loan transfer","Monza","Joined"
"Issiaka Kamate","€800k","loan transfer","Modena","Joined"
"Issiaka Kamate","€1.00m","loan transfer","Avs FS","Joined"
"Filip Stanković","€3.00m","loan transfer","Venezia","Joined"
"Sebastiano Esposito","€5.00m","loan transfer","FC Empoli","Joined"
"Davy Klaassen","€4.00m","-","Without Club","Joined"
"Davide Frattesi","€35.00m","End of loanJun 30, 2024","Sassuolo","Joined"
"Marko Arnautovic","€4.00m","End of loanJun 30, 2024","Bologna","Joined"
"Carlos Augusto","€22.00m","End of loanJun 30, 2024","Monza","Joined"
"Emil Audero","€5.00m","End of loanJun 30, 2024","Sampdoria","Joined"
"Santiago Gimenez","€37.00m","€30.20m","Feyenoord","Left"
"Youssouf Fofana","€30.00m","€26.00m","Monaco","Left"
"Strahinja Pavlović","€25.00m","€18.50m","Salzburg","Left"
"Álvaro Morata","€16.00m","€17.20m","Atlético","Left"
"Emerson Royal","€18.00m","€16.00m","Tottenham","Left"
"Warren Bondo","€7.00m","€10.50m","Monza","Left"
"Álex Jiménez","€4.00m","€5.00m","Real Madrid U19","Left"
"João Félix","€30.00m","Loan fee:€2.90m","Chelsea","Left"
"Tammy Abraham","€30.00m","Loan fee:€1.50m","Roma","Left"
"Riccardo Sottil","€6.00m","Loan fee:€1.00m","Fiorentina","Left"
"Kyle Walker","€10.00m","loan transfer","Man City","Left"
"Jan-Carlo Simić","€5.00m","-","Milan U20","Left"
"Lorenzo Torriani","€10k","-","Milan U20","Left"
"Kevin Zeroli","€2.00m","-","Milan U20","Left"
"Charles De Ketelaere","€34.00m","€23.70m","Atalanta","Joined"
"Daniel Maldini","€4.50m","€6.50m","Monza","Joined"
"Álvaro Morata","€13.00m","Loan fee:€6.00m","Galatasaray","Joined"
"Rade Krunic","€6.00m","€3.50m","Fenerbahçe","Joined"
"Pierre Kalulu","€20.00m","Loan fee:€3.30m","Juventus","Joined"
"Luka Romero","€3.50m","€3.20m","CD Cruz Azul","Joined"
"Jan-Carlo Simić","€5.00m","€2.61m","RSC Anderlecht","Joined"
"Yacine Adli","€15.00m","Loan fee:€1.50m","Fiorentina","Joined"
"Noah Okafor","€15.00m","Loan fee:€1.50m","Napoli","Joined"
"Ismaël Bennacer","€14.00m","Loan fee:€1.00m","Marseille","Joined"
"Marco Nasti","€2.50m","€500k","Cremonese","Joined"
"Emil Roback","€100k","free transfer","Muangthong Utd.","Joined"
"Olivier Giroud","€3.00m","free transfer","LAFC","Joined"
"Mattia Caldara","€800k","free transfer","Modena","Joined"
"Marco Pellegrino","€3.50m","loan transfer","Independiente","Joined"
"Marco Pellegrino","€3.00m","loan transfer","Huracán","Joined"
"Marko Lazetić","€1.50m","loan transfer","FK TSC","Joined"
"Lorenzo Colombo","€6.00m","loan transfer","FC Empoli","Joined"
"Kevin Zeroli","€3.50m","loan transfer","Monza","Joined"
"Tommaso Pobega","€10.00m","loan transfer","Bologna","Joined"
"Luka Romero","€5.00m","loan transfer","Alavés","Joined"
"Alexis Saelemaekers","€12.00m","loan transfer","Roma","Joined"
"Devis Vásquez","€300k","loan transfer","FC Empoli","Joined"
"Davide Calabria","€7.50m","loan transfer","Bologna","Joined"
"Antonio Mirante","€100k","-","Retired","Joined"
"Chaka Traorè","€1.50m","-","Milan Futuro","Joined"
"Lapo Nava","€150k","-","Milan Futuro","Joined"
"Fodé Ballo-Touré","€3.00m","-","Milan Futuro","Joined"
"Divock Origi","€5.00m","-","Milan Futuro","Joined"
"Simon Kjaer","€1.50m","-","Without Club","Joined"
"Teun Koopmeiners","€50.00m","€58.40m","Atalanta","Left"
"Douglas Luiz","€70.00m","€51.50m","Aston Villa","Left"
"Khéphren Thuram","€35.00m","€20.60m","Nice","Left"
"Alberto Costa","€1.00m","€13.80m","Vit. Guimarães","Left"
"Juan Cabal","€3.50m","€12.80m","Hellas Verona","Left"
"Francisco Conceição","€22.00m","Loan fee:€9.50m","Porto","Left"
"Nico González","€35.00m","Loan fee:€8.40m","Fiorentina","Left"
"Vasilije Adžić","€600k","€7.20m","B. Podgorica","Left"
"Michele Di Gregorio","€18.00m","Loan fee:€4.50m","Monza","Left"
"Renato Veiga","€10.00m","Loan fee:€4.00m","Chelsea","Left"
"Lloyd Kelly","€18.00m","Loan fee:€3.80m","Newcastle","Left"
"Randal Kolo Muani","€30.00m","Loan fee:€3.60m","PSG","Left"
"Pierre Kalulu","€20.00m","Loan fee:€3.30m","AC Milan","Left"
"Samuel Mbangula","€250k","-","Juve Next Gen","Left"
"Jonas Rouhi","€400k","-","Juve Next Gen","Left"
"Nicolò Savona","€200k","-","Juve Next Gen","Left"
