Name,Value,Fee,From,Direction
"Antonio Caracciolo","€700k","€400k","Cremonese","Joined"
"Luigi Vitale","€400k","Loan fee:€190k","Spezia Calcio","Joined"
"Antonio Di Gaudio","€1.00m","Loan fee:€160k","Spezia Calcio","Joined"
"Lorenzo Ferrari","€75k","free transfer","Robur Siena","Joined"
"Matteo Franchetti","€25k","free transfer","Castelbaldo","Joined"
"Enrico Bearzotti","€200k","free transfer","Modena","Joined"
"Gaetano Navas","€75k","free transfer","Mantova","Joined"
"Matteo Bianchetti","€800k","free transfer","Cremonese","Joined"
"Nicola Borghetto","€75k","loan transfer","Bisceglie","Joined"
"Mattia Chiesa","€50k","loan transfer","Virtus Verona","Joined"
"Karamoko Cissé","€500k","loan transfer","Juve Stabia","Joined"
"Andrea Badan","€125k","loan transfer","Carrarese","Joined"
"Andrea Badan","€100k","loan transfer","Cavese","Joined"
"Vincenzo Silvestro","€150k","loan transfer","Rimini","Joined"
"Edoardo Pavan","€50k","loan transfer","Pontedera","Joined"
"Pierluigi Cappelluzzo","€100k","loan transfer","Pistoiese","Joined"
"Alessandro Crescenzi","€400k","loan transfer","Cremonese","Joined"
"Nícolas","€700k","?","Udinese","Joined"
"Abdoulaye Traoré","€50k","?","Sharjah FC","Joined"
"Luca Marrone","€800k","loan transfer","Crotone","Joined"
"Antonino Ragusa","€1.00m","loan transfer","Spezia Calcio","Joined"
"Liam Henderson","€1.40m","loan transfer","FC Empoli","Joined"
"Karim Laribi","€900k","loan transfer","Bari","Joined"
"Daniel Bessa","€4.00m","loan transfer","Goiás","Joined"
"Simone Calvano","€300k","loan transfer","Juve Stabia","Joined"
"Yves Bationo","-","loan transfer","Flamurtari FC","Joined"
"Aleksejs Saveljevs","€75k","loan transfer","Rende","Joined"
"Karim Laribi","€1.20m","loan transfer","FC Empoli","Joined"
"Rayyan Baniya","€75k","loan transfer","Renate","Joined"
"Nicolò Casale","€150k","loan transfer","Venezia","Joined"
"Deian Boldor","€100k","loan transfer","FK Partizani","Joined"
"Jure Balkovec","€600k","loan transfer","FC Empoli","Joined"
"Alberto Almici","€500k","loan transfer","Pordenone","Joined"
"Lubomir Tupta","€400k","loan transfer","Wisla Kraków","Joined"
"Joseph Ekuban","€50k","loan transfer","V. Francavilla","Joined"
"Sofyan Amrabat","€20.00m","End of loanAug 31, 2020","Fiorentina","Joined"
"Sofyan Amrabat","€10.00m","End of loanJan 27, 2020","Club Brugge","Joined"
"Ryder Matos","€1.50m","End of loanJun 30, 2019","Udinese","Joined"
"Mariusz Stepinski","€3.80m","End of loanJan 18, 2020","Chievo Verona","Joined"
"Gennaro Tutino","€2.50m","End of loanJan 9, 2020","Napoli","Joined"
"Gianni Munari","€100k","End of loanJun 30, 2019","Parma","Joined"
"Antonio Di Gaudio","€1.40m","End of loanJun 30, 2019","Parma","Joined"
"Davide Faraoni","€900k","End of loanJun 30, 2019","Crotone","Joined"
"Santiago Colombatto","€1.40m","End of loanJun 30, 2019","Cagliari","Joined"
"Luca Marrone","€800k","End of loanJun 30, 2019","Juventus","Joined"
"Pawel Dawidowicz","€2.00m","End of loanJun 30, 2019","Benfica","Joined"
"Antonino Ragusa","€1.00m","End of loanJun 30, 2019","Sassuolo","Joined"
"Andrea Tozzo","€150k","End of loanJun 30, 2019","Sampdoria","Joined"
"Samuel Di Carmine","€1.70m","End of loanJun 30, 2019","Perugia","Joined"
"Samuel Gustafson","€1.00m","End of loanJun 30, 2019","Torino","Joined"
"Alberto Almici","€500k","End of loanJun 30, 2019","Atalanta","Joined"
"Romelu Lukaku","€75.00m","€74.00m","Man Utd","Left"
"Christian Eriksen","€90.00m","€27.00m","Tottenham","Left"
"Valentino Lazaro","€17.00m","€22.40m","Hertha BSC","Left"
"Matteo Politano","€30.00m","€21.10m","Sassuolo","Left"
"Nicolò Barella","€36.00m","Loan fee:€12.00m","Cagliari","Left"
"Ionuț Radu","€15.00m","€11.50m","Genoa","Left"
"Eddie Salcedo","€2.00m","€10.00m","Genoa","Left"
"Gabriel Brazão","€2.00m","€6.30m","Parma","Left"
"Lucien Agoumé","€3.50m","€4.50m","FC Sochaux","Left"
"Stefano Sensi","€18.00m","Loan fee:€2.20m","Sassuolo","Left"
"Ashley Young","€4.00m","€1.70m","Man Utd","Left"
"Victor Moses","€8.50m","Loan fee:€216k","Chelsea","Left"
"Diego Godín","€20.00m","free transfer","Atlético","Left"
"Cristiano Biraghi","€10.00m","loan transfer","Fiorentina","Left"
"Alexis Sánchez","€35.00m","loan transfer","Man Utd","Left"
"Lorenzo Pirola","€1.00m","-","Inter U19","Left"
"Facundo Colidio","€3.00m","-","Inter U19","Left"
"Sebastiano Esposito","-","-","Inter U19","Left"
"Gabriel Barbosa","€23.00m","€17.50m","Flamengo","Joined"
"Zinho Vanheusden","€10.00m","€11.74m","Standard Liège","Joined"
"Ionuț Radu","€15.00m","€8.00m","Genoa","Joined"
"George Pușcaș","€3.00m","€7.50m","Reading","Joined"
"Ivan Perišić","€30.00m","Loan fee:€5.00m","Bayern Munich","Joined"
"Andrea Adorante","€125k","€4.00m","Parma","Joined"
"Marco Sala","€300k","€3.00m","Sassuolo","Joined"
"Cristian Ansaldi","€5.00m","€2.50m","Torino","Joined"
"Matteo Politano","€28.00m","Loan fee:€2.50m","Napoli","Joined"
"Rey Manaj","€1.50m","€2.00m","Albacete","Joined"
"Valentino Lazaro","€19.00m","Loan fee:€1.50m","Newcastle","Joined"
"Andreaw Gravillon","€5.00m","Loan fee:€1.00m","Sassuolo","Joined"
"Andrea Pinamonti","€10.00m","Loan fee:€500k","Genoa","Joined"
"Raffaele Di Gennaro","€900k","free transfer","Catanzaro","Joined"
"Tommaso Brignoli","€50k","free transfer","Pro Patria","Joined"
"Alessandro Mattioli","€150k","free transfer","Modena","Joined"
"Moussa Souare","€25k","free transfer","Forlì","Joined"
"Miranda","€3.50m","free transfer","JS Suning","Joined"
"Facundo Colidio","€3.00m","loan transfer","Sint-Truiden","Joined"
"Mauro Icardi","€80.00m","loan transfer","PSG","Joined"
"João Mário","€18.00m","loan transfer","Loko Moscow","Joined"
"Dalbert","€10.00m","loan transfer","Fiorentina","Joined"
"Lorenzo Gavioli","€500k","loan transfer","Ravenna","Joined"
"Vincenzo Tommasone","€75k","loan transfer","Carpi","Joined"
"Marco Pompetti","€1.00m","loan transfer","AC Pisa","Joined"
"Niccolò Marcellusi","€50k","loan transfer","Cenaia","Joined"
"Yann Karamoh","€10.00m","loan transfer","Parma","Joined"
"Ionuț Radu","€15.00m","loan transfer","Genoa","Joined"
"Andrea Cagnano","€125k","?","Novara","Joined"
"Manuel Lombardoni","€225k","?","Pro Patria","Joined"
"Marco Pissardo","€200k","?","Arezzo","Joined"
"Michele Di Gregorio","€450k","loan transfer","Pordenone","Joined"
"Samuele Longo","€700k","loan transfer","Venezia","Joined"
"Rigoberto Rivas","€200k","loan transfer","Reggina","Joined"
"Eddie Salcedo","€2.00m","loan transfer","Genoa","Joined"
"Federico Dimarco","€5.00m","loan transfer","Hellas Verona","Joined"
"Samuele Longo","€1.00m","loan transfer","Dep. La Coruña","Joined"
"Ionuț Radu","€15.00m","loan transfer","Parma","Joined"
"Matteo Rover","€100k","loan transfer","Südtirol","Joined"
"Radja Nainggolan","€28.00m","loan transfer","Cagliari","Joined"
"Gabriel Brazão","€1.80m","loan transfer","Albacete","Joined"
"Xian Emmers","€1.00m","loan transfer","Waasland-Beveren","Joined"
"Andrea Bandini","€100k","-","Without Club","Joined"
"Stefano Sensi","€20.00m","End of loanAug 31, 2020","Sassuolo","Joined"
"Cédric Soares","€12.00m","End of loanJun 30, 2019","Southampton","Joined"
"Keita Baldé","€25.00m","End of loanJun 30, 2019","Monaco","Joined"
"Sime Vrsaljko","€20.00m","End of loanJun 30, 2019","Atlético","Joined"
"Matteo Politano","€30.00m","End of loanJun 30, 2019","Sassuolo","Joined"
"Matthijs de Ligt","€75.00m","€85.50m","Ajax","Left"
"Dejan Kulusevski","€25.00m","€39.00m","Atalanta","Left"
"Danilo","€20.00m","€37.00m","Man City","Left"
"Cristian Romero","€15.00m","€31.50m","Genoa","Left"
"Luca Pellegrini","€5.00m","€22.80m","Roma","Left"
"Merih Demiral","€15.00m","€19.50m","Sassuolo","Left"
"Mattia Bortolussi","€225k","free transfer","Lucchese","Left"
"Adrien Rabiot","€35.00m","free transfer","PSG","Left"
"Aaron Ramsey","€40.00m","free transfer","Arsenal","Left"
"Gianluigi Buffon","€1.00m","free transfer","PSG","Left"
"João Cancelo","€55.00m","€65.00m","Man City","Joined"
"Leonardo Spinazzola","€15.00m","€29.50m","Roma","Joined"
"Moise Kean","€40.00m","€27.50m","Everton","Joined"
"Emil Audero","€15.00m","€20.00m","Sampdoria","Joined"
"Stefano Sturaro","€10.00m","€16.50m","Genoa","Joined"
"Riccardo Orsolini","€15.00m","€15.00m","Bologna","Joined"
"Andrea Favilli","€6.00m","€12.00m","Genoa","Joined"
"Alberto Cerri","€6.00m","€9.00m","Cagliari","Joined"
"Rogério","€10.00m","€6.95m","Sassuolo","Joined"
"Leonardo Mancuso","€2.50m","€4.50m","FC Empoli","Joined"
"Emre Can","€30.00m","Loan fee:€1.00m","Dortmund","Joined"
"Mattia Perin","€10.00m","Loan fee:€521k","Genoa","Joined"
"Luca Marrone","€800k","€450k","Hellas Verona","Joined"
"Mattia Bortolussi","€225k","€200k","Novara","Joined"
"Filippo Marricchi","€50k","€22k","Novara","Joined"
"Mario Mandžukić","€10.00m","free transfer","Al-Duhail SC","Joined"
"Luca Barlocco","€275k","free transfer","LR Vicenza","Joined"
"Stefano Padovan","€175k","free transfer","Imolese","Joined"
"Cristian Romero","€15.00m","loan transfer","Genoa","Joined"
"Dejan Kulusevski","€25.00m","loan transfer","Parma","Joined"
"Luca Pellegrini","€5.00m","loan transfer","Cagliari","Joined"
"Marko Pjaca","€7.50m","loan transfer","RSC Anderlecht","Joined"
"Andrea Barzagli","-","-","Retired","Joined"
"Martín Cáceres","€1.50m","End of loanJun 30, 2019","Lazio","Joined"
"Manuel Lazzari","€18.00m","€15.00m","SPAL","Left"
"Pedro Neto","€2.50m","€11.00m","Braga","Left"
"Denis Vavro","€6.00m","€10.50m","Copenhagen","Left"
"Bruno Jordão","€1.00m","€5.30m","Braga","Left"
"Emanuele Cicerelli","€200k","€2.54m","Salernitana","Left"
"Patryk Dziczek","€2.00m","€2.15m","Piast Gliwice","Left"
"Jony","€10.00m","€1.45m","Málaga CF","Left"
"Sofian Kiyine","€1.50m","€1.00m","Chievo Verona","Left"
"Biagio Morrone","€100k","€530k","Salernitana","Left"
"Fabio Maistro","€150k","€180k","Rieti","Left"
"Andreas Karo","€300k","€165k","Apol. Limassol","Left"
"Cedric Gondo","€275k","€130k","Rieti","Left"
"Luca Germoni","€400k","€1k","Virtus Entella","Left"
"Bobby Adekanye","€600k","free transfer","Liverpool U23","Left"
"Luca Falbo","€50k","-","Lazio U19","Left"
"Nicolò Armini","-","-","Lazio U19","Left"
"Jorge Silva","€50k","-","Lazio U19","Left"
"Pedro Neto","€2.50m","€17.90m","Wolves","Joined"
"Bruno Jordão","€1.00m","€8.90m","Wolves","Joined"
"Alessandro Murgia","€5.00m","€4.00m","SPAL","Joined"
"Mattia Sprocati","€1.50m","€3.00m","Parma","Joined"
"Milan Badelj","€9.00m","Loan fee:€700k","Fiorentina","Joined"
"Valon Berisha","€5.00m","Loan fee:€400k","F. Düsseldorf","Joined"
"Joseph Minala","€800k","Loan fee:€250k","QD Huanghai","Joined"
"Patryk Dziczek","€2.00m","Loan fee:€200k","Salernitana","Joined"
"Lorenzo Filippini","€175k","free transfer","AS Gubbio","Joined"
"Luca Germoni","€400k","free transfer","Juve Stabia","Joined"
"Giorgio Spizzichino","€125k","free transfer","Pro Patria","Joined"
"Martín Cáceres","€1.50m","free transfer","Fiorentina","Joined"
"Mamadou Tounkara","€225k","free transfer","Viterbese","Joined"
"Daniel Bezziccheri","€125k","free transfer","Viterbese","Joined"
"Marius Adamonis","€150k","loan transfer","Sicula Leonzio","Joined"
"Tiago Casasola","€500k","loan transfer","Cosenza","Joined"
"Biagio Morrone","€100k","loan transfer","Rieti","Joined"
"Nikolaos Baxevanos","€75k","loan transfer","Panionios","Joined"
"Marius Adamonis","€175k","loan transfer","Catanzaro","Joined"
"Davide Di Gennaro","€700k","loan transfer","Juve Stabia","Joined"
"Alessandro Rossi","€400k","loan transfer","Juve Stabia","Joined"
"Simone Palombi","€900k","loan transfer","Cremonese","Joined"
"Nikolaos Baxevanos","€75k","loan transfer","FC Botosani","Joined"
"Andreas Karo","€300k","loan transfer","Salernitana","Joined"
"Sofian Kiyine","€1.50m","loan transfer","Salernitana","Joined"
"Cedric Gondo","€275k","loan transfer","Salernitana","Joined"
"Wallace","€6.50m","loan transfer","Braga","Joined"
"Cristiano Lombardi","€700k","loan transfer","Salernitana","Joined"
"Riza Durmisi","€2.50m","loan transfer","Nice","Joined"
"Emanuele Cicerelli","€200k","loan transfer","Salernitana","Joined"
"Ivan Vargic","€200k","loan transfer","FC Koper","Joined"
"Dusan Basta","-","-","Retired","Joined"
"Fabio Maistro","€150k","loan transfer","Salernitana","Joined"
"Rômulo","€2.50m","End of loanJun 30, 2019","Genoa","Joined"
"Bruno Jordão","€1.00m","End of loanJun 30, 2019","Braga","Joined"
"Pedro Neto","€2.50m","End of loanJun 30, 2019","Braga","Joined"
"Romario Benzar","€2.50m","€1.70m","FCSB","Left"
"Diego Farias","€4.50m","Loan fee:€1.05m","Cagliari","Left"
"Khouma Babacar","€8.00m","Loan fee:€1.00m","Sassuolo","Left"
"Brayan Vera","€100k","€800k","Leones FC","Left"
"Luca Rossettini","€500k","€500k","Genoa","Left"
"Panagiotis Tachtsidis","€1.20m","€500k","Nott'm Forest","Left"
"Cristian Dell'Orco","€1.00m","Loan fee:€250k","Sassuolo","Left"
"Biagio Meccariello","€600k","€100k","Brescia","Left"
"Antonino Gallo","€200k","free transfer","Palermo","Left"
"Simone Lo Faso","€500k","free transfer","Palermo","Left"
"Gabriel","€1.00m","free transfer","Perugia","Left"
"Andrea Rispoli","€1.00m","free transfer","Palermo","Left"
"Yevgen Shakhov","€2.00m","free transfer","PAOK","Left"
"Giannelli Imbula","€5.00m","loan transfer","Stoke City","Left"
"Riccardo Saponara","€3.00m","loan transfer","Genoa","Left"
"Alessandro Deiola","€1.20m","loan transfer","Cagliari","Left"
"Gianluca Lapadula","€5.00m","loan transfer","Genoa","Left"
"Antonín Barák","€10.00m","loan transfer","Udinese","Left"
"Nehuén Paz","€400k","loan transfer","Bologna","Left"
"Giulio Donati","€1.50m","-","Without Club","Left"
"Mattia Felici","-","-","Lecce U19","Left"
"Andrea Tabanelli","€900k","€250k","Frosinone","Joined"
"Salvatore Caturano","€250k","€200k","Virtus Entella","Joined"
"Simone Bolognese","€75k","free transfer","Bitonto","Joined"
"Luca Di Matteo","€100k","free transfer","Teramo","Joined"
"Andrea Arrigoni","€350k","free transfer","Teramo","Joined"
"Giuseppe Maimone","€100k","free transfer","Sicula Leonzio","Joined"
"Davide Cavaliere","€50k","free transfer","Fasano","Joined"
"Francesco Cosenza","€200k","free transfer","Alessandria","Joined"
"Linas Megelaitis","€100k","free transfer","Sicula Leonzio","Joined"
"Pedro Costa Ferreira","€350k","free transfer","Teramo","Joined"
"Antonio Marino","€250k","free transfer","Venezia","Joined"
"Andrea Morelli","-","free transfer","Sanremese","Joined"
"Mattia Persano","€125k","free transfer","FC Hermannstadt","Joined"
"Marco Bleve","€150k","loan transfer","Catanzaro","Joined"
"Davide Riccardi","€150k","loan transfer","Venezia","Joined"
"Simone Lo Faso","€500k","loan transfer","Cesena","Joined"
"Joakim Milli","€50k","?","Nardò","Joined"
"Antonino Gallo","€200k","loan transfer","V. Francavilla","Joined"
"Edgaras Dubickas","€100k","loan transfer","AS Gubbio","Joined"
"Ruben Nives","€25k","loan transfer","Fidelis Andria","Joined"
"Luka Dumancic","€75k","loan transfer","Gozzano","Joined"
"Radoslav Tsonev","€200k","loan transfer","Monopoli","Joined"
"Stefano Pettinari","€800k","loan transfer","Trapani","Joined"
"Mattia Felici","-","loan transfer","Palermo","Joined"
"Cesare Bovo","-","-","Retired","Joined"
"Thom Haye","€600k","-","Without Club","Joined"
"Andrea Saraniti","€250k","loan transfer","LR Vicenza","Joined"
"Romario Benzar","€1.80m","loan transfer","Perugia","Joined"
"Andrea La Mantia","€2.50m","loan transfer","FC Empoli","Joined"
"Riccardo Fiamozzi","€500k","loan transfer","FC Empoli","Joined"
"Giannelli Imbula","€3.50m","End of loanFeb 21, 2020","Stoke City","Joined"
"Simone Palombi","€900k","End of loanJun 30, 2019","Lazio","Joined"
"Marco Tumminello","€2.30m","End of loanJun 30, 2019","Atalanta","Joined"
"Panagiotis Tachtsidis","€1.20m","End of loanJun 30, 2019","Nott'm Forest","Joined"
"Biagio Meccariello","€600k","End of loanJun 30, 2019","Brescia","Joined"
"Lorenzo Venuti","€2.00m","End of loanJun 30, 2019","Fiorentina","Joined"
"Manuel Scavone","€600k","End of loanJun 30, 2019","Parma","Joined"
"Rafael Leão","€15.00m","€49.50m","Lille","Left"
"Franck Kessié","€33.00m","€32.00m","Atalanta","Left"
"Theo Hernández","€15.00m","€22.80m","Real Madrid","Left"
"Ismaël Bennacer","€12.00m","€17.20m","FC Empoli","Left"
"Léo Duarte","€4.00m","€10.60m","Flamengo","Left"
"Rade Krunic","€8.00m","€8.60m","FC Empoli","Left"
"Alexis Saelemaekers","€7.00m","Loan fee:€3.25m","RSC Anderlecht","Left"
"Asmir Begovic","€5.00m","Loan fee:€125k","Bournemouth","Left"
"Zlatan Ibrahimović","€3.50m","free transfer","LA Galaxy","Left"
"Simon Kjaer","€6.50m","loan transfer","Sevilla FC","Left"
"Ante Rebić","€40.00m","loan transfer","Frankfurt","Left"
"Krzysztof Piatek","€32.00m","€24.00m","Hertha BSC","Joined"
"Patrick Cutrone","€28.00m","€18.00m","Wolves","Joined"
"Manuel Locatelli","€12.00m","€14.00m","Sassuolo","Joined"
"Suso","€30.00m","Loan fee:€980k","Sevilla FC","Joined"
"Mattia Caldara","€16.00m","Loan fee:€900k","Atalanta","Joined"
"Diego Laxalt","€12.00m","Loan fee:€500k","Torino","Joined"
"Pepe Reina","€800k","Loan fee:€400k","Aston Villa","Joined"
"Ricardo Rodríguez","€10.00m","Loan fee:€250k","PSV","Joined"
"Gian Filippo Felicioli","€400k","€200k","Venezia","Joined"
"Andrés Llamas","€75k","free transfer","Pistoiese","Joined"
"Cristian Zapata","€2.00m","free transfer","Genoa","Joined"
"Fabio Borini","€5.00m","free transfer","Hellas Verona","Joined"
"Stefan Simic","€500k","free transfer","Hajduk Split","Joined"
"Riccardo Forte","€50k","loan transfer","Piacenza","Joined"
"Ismet Sinani","€50k","loan transfer","Sicula Leonzio","Joined"
"Riccardo Forte","€50k","loan transfer","Lecco","Joined"
"André Silva","€22.00m","loan transfer","Frankfurt","Joined"
"Alessandro Plizzari","€2.50m","loan transfer","AS Livorno","Joined"
"Tiago Dias","€150k","?","Famalicão U23","Joined"
"Tommaso Pobega","€200k","loan transfer","Pordenone","Joined"
"Alen Halilovic","€2.00m","loan transfer","Heerenveen","Joined"
"Alexandro Cavagnera","€100k","-","Without Club","Joined"
"Andrea Bertolacci","€3.00m","-","Without Club","Joined"
"Riccardo Montolivo","-","-","Retired","Joined"
"José Mauri","€1.00m","-","Without Club","Joined"
"Ignazio Abate","€2.00m","-","Without Club","Joined"
"Ivan Strinic","€2.50m","-","Without Club","Joined"
"Franck Kessié","€33.00m","End of loanJun 30, 2019","Atalanta","Joined"
"Tiemoué Bakayoko","€35.00m","End of loanJun 30, 2019","Chelsea","Joined"
"Hirving Lozano","€40.00m","€50.00m","PSV","Left"
"Konstantinos Manolas","€45.00m","€36.00m","Roma","Left"
"Alex Meret","€25.00m","€26.00m","Udinese","Left"
"Stanislav Lobotka","€20.00m","€24.00m","Celta de Vigo","Left"
"Eljif Elmas","€10.00m","€17.70m","Fenerbahçe","Left"
"Andrea Petagna","€18.00m","€16.60m","SPAL","Left"
"Amir Rrahmani","€6.00m","€15.30m","Hellas Verona","Left"
"Diego Demme","€17.00m","€10.25m","Leipzig","Left"
"Giovanni Di Lorenzo","€9.00m","€9.80m","FC Empoli","Left"
"David Ospina","€4.00m","€3.50m","Arsenal","Left"
"Matteo Politano","€28.00m","Loan fee:€2.50m","Inter","Left"
"Orestis Karnezis","€1.50m","€1.50m","Udinese","Left"
"Filippo Costa","€800k","€1.45m","SPAL","Left"
"Michael Folorunsho","€300k","€1.00m","V. Francavilla","Left"
"Eugenio D'Ursi","€350k","€765k","Catanzaro","Left"
"Franco Ferrari","€250k","€750k","Genoa","Left"
"Fernando Llorente","€3.50m","free transfer","Tottenham","Left"
"Luigi Liguori","€75k","free transfer","Bari","Left"
"Gianluca Gaetano","€800k","-","Napoli U19","Left"
"Amadou Diawara","€15.00m","€21.00m","Roma","Joined"
"Carlos Vinícius","€7.00m","€17.00m","Benfica","Joined"
"Raúl Albiol","€5.00m","€4.00m","Villarreal","Joined"
"Adam Ounas","€10.00m","Loan fee:€2.20m","Nice","Joined"
"Roberto Insigne","€1.60m","€1.50m","Benevento","Joined"
"Armando Anastasio","€250k","€1.39m","Monza","Joined"
"Marko Rog","€6.00m","Loan fee:€1.30m","Cagliari","Joined"
"Igor Lasicki","€400k","€200k","Pogon Szczecin","Joined"
"Gennaro Tutino","€2.50m","Loan fee:€125k","Hellas Verona","Joined"
"Pio Schiavi","€75k","free transfer","Imolese","Joined"
"Alfredo Bifulco","€400k","loan transfer","Juve Stabia","Joined"
"Mario Prezioso","€275k","loan transfer","Cosenza","Joined"
"Luigi Liguori","€75k","loan transfer","Fermana","Joined"
"Lorenzo Tonelli","€5.00m","loan transfer","Sampdoria","Joined"
"Amir Rrahmani","€6.00m","loan transfer","Hellas Verona","Joined"
"Raffaele Russo","€50k","loan transfer","Rieti","Joined"
"Simone Verdi","€23.00m","loan transfer","Torino","Joined"
"Vlad Chiricheș","€4.50m","loan transfer","Sassuolo","Joined"
"Franco Ferrari","€225k","loan transfer","AS Livorno","Joined"
"Eugenio D'Ursi","€350k","loan transfer","Bari","Joined"
"Raffaele Russo","€50k","loan transfer","Pro Vercelli","Joined"
"Luca Palmiero","€1.80m","loan transfer","Pescara","Joined"
"Franco Ferrari","€250k","loan transfer","Bari","Joined"
"Davide Marfella","€100k","?","Bari","Joined"
"Michael Folorunsho","€300k","loan transfer","Bari","Joined"
"Leandrinho","€400k","loan transfer","RB Bragantino","Joined"
"Alessio Zerbin","€150k","loan transfer","Cesena","Joined"
"Gianluca Gaetano","€800k","loan transfer","Cremonese","Joined"
"Andrea Petagna","€18.00m","loan transfer","SPAL","Joined"
"Luigi D'Ignazio","€75k","loan transfer","Carrarese","Joined"
"Giuseppe Esposito","€50k","loan transfer","Fermana","Joined"
"Gennaro Tutino","€2.50m","loan transfer","FC Empoli","Joined"
"Amato Ciciretti","€1.50m","loan transfer","FC Empoli","Joined"
"Zinédine Machach","€700k","loan transfer","Cosenza","Joined"
"Nikita Contini","€200k","loan transfer","Virtus Entella","Joined"
"Luigi D'Ignazio","€75k","loan transfer","Cavese","Joined"
"Umberto Otranto","€50k","-","Without Club","Joined"
"Antonio Romano","€200k","-","Without Club","Joined"
"Filippo Costa","€800k","loan transfer","Bari","Joined"
"Roberto Inglese","€15.00m","loan transfer","Parma","Joined"
"Orestis Karnezis","€1.50m","End of loanJun 30, 2019","Udinese","Joined"
"David Ospina","€4.00m","End of loanJun 30, 2019","Arsenal","Joined"
"Alex Meret","€25.00m","End of loanJun 30, 2019","Udinese","Joined"
"Andrea Adorante","€125k","€4.00m","Inter","Left"
"Mattia Sprocati","€1.50m","€3.00m","Lazio","Left"
"Eric Lanini","€300k","€2.96m","Juventus U23","Left"
"Pepín Machín","€1.60m","€2.80m","Pescara","Left"
"Gastón Brugman","€2.50m","€2.55m","Pescara","Left"
"Matteo Darmian","€10.00m","€2.48m","Man Utd","Left"
"Gianluca Caprari","€8.00m","Loan fee:€2.10m","Sampdoria","Left"
"Fabian Pavone","€75k","€1.80m","Pescara U19","Left"
"Alessandro Martella","€50k","€500k","Pescara U19","Left"
"Jasmin Kurtic","€4.50m","Loan fee:€500k","SPAL","Left"
"Vincent Laurini","€1.50m","€440k","Fiorentina","Left"
"Walid Cheddira","€200k","€93k","Sangiustese","Left"
"Simone Colombi","€800k","€51k","Carpi","Left"
"Muhamed Tehe Olawale","€75k","€35k","Ponsacco","Left"
"Kastriot Dermaku","€600k","free transfer","Cosenza","Left"
"Luca Zamparo","€225k","free transfer","Reggio Audace","Left"
"Fabrizio Alastra","€300k","free transfer","Palermo","Left"
"Yann Karamoh","€10.00m","loan transfer","Inter","Left"
"Andreas Cornelius","€3.00m","loan transfer","Atalanta","Left"
"Dejan Kulusevski","€1.00m","loan transfer","Atalanta","Left"
"Dejan Kulusevski","€25.00m","loan transfer","Juventus","Left"
"Vasco Regini","€900k","loan transfer","Sampdoria","Left"
"Michele Fornasier","€350k","?","Pescara","Left"
"Hernani","€3.50m","loan transfer","Zenit S-Pb","Left"
"Gastón Brugman","€2.50m","loan transfer","Pescara","Left"
"Giuseppe Pezzella","€3.00m","loan transfer","Udinese","Left"
"Emerson Espinoza","€300k","loan transfer","Boston River","Left"
"Ionuț Radu","€15.00m","loan transfer","Inter","Left"
"Roberto Inglese","€15.00m","loan transfer","Napoli","Left"
"Gabriel Brazão","€2.00m","€6.30m","Inter","Joined"
"Alessandro Minelli","€300k","€2.91m","Juventus U23","Joined"
"Leo Stulac","€2.30m","€2.50m","FC Empoli","Joined"
"Cristian Galano","€400k","€2.00m","Pescara","Joined"
"Fabio Ceravolo","€1.50m","€1.29m","Cremonese","Joined"
"Simone Madonna","€50k","€1.00m","Pescara U19","Joined"
"Dejan Kulusevski","€25.00m","End of loanJan 1, 2020€1.00m","Atalanta","Joined"
"Jacopo Dezi","€1.00m","Loan fee:€560k","FC Empoli","Joined"
"Matteo Luigi Brunori","€250k","€500k","Pescara","Joined"
"Antonio Di Gaudio","€1.40m","€400k","Hellas Verona","Joined"
"Francesco Galuppini","€250k","free transfer","Renate","Joined"
"Pierluigi Frattali","€300k","free transfer","Bari","Joined"
"Giovanni Pinto","€100k","free transfer","Catania","Joined"
"Lorenzo Adorni","€75k","free transfer","Vis Pesaro","Joined"
"Francesco Giorno","€100k","free transfer","Monopoli","Joined"
"Facundo Lescano","€175k","free transfer","Sicula Leonzio","Joined"
"Luigi Scaglia","€300k","free transfer","Trapani","Joined"
"Michele Nardi","€250k","free transfer","Chievo Verona","Joined"
"Luca Rigoni","€500k","free transfer","LR Vicenza","Joined"
"Cristian Căuz","€250k","free transfer","Ravenna","Joined"
"Luca Zamparo","€225k","loan transfer","Rimini","Joined"
"Sebastiano Longo","€100k","loan transfer","Potenza","Joined"
"Walid Cheddira","€200k","loan transfer","Arezzo","Joined"
"Vincenzo Mustacciolo","€75k","loan transfer","Ravenna","Joined"
"Cristian Căuz","€125k","loan transfer","Trapani","Joined"
"Fabian Pavone","€75k","loan transfer","Pescara U19","Joined"
"Marco Frediani","€200k","loan transfer","Sambenedettese","Joined"
"Giuseppe Carriero","€200k","loan transfer","Monopoli","Joined"
"Alessandro Minelli","€225k","loan transfer","Trapani","Joined"
"Davide Mastaj","€50k","loan transfer","Carpi","Joined"
"Gabriele Carannante","€75k","loan transfer","Pianese","Joined"
"Luca Zamparo","€225k","loan transfer","Reggio Audace","Joined"
"Francesco Golfo","€150k","loan transfer","Potenza","Joined"
"Andrea Dini","€200k","loan transfer","Avellino","Joined"
"Fabrizio Alastra","€300k","loan transfer","Pescara","Joined"
"Walid Cheddira","€200k","loan transfer","Lecco","Joined"
