Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Leandro Trossard","beBEL","FW,MF","Brighton","engPremier League","27","1994","14.6","379","529","71.6","6222","1920","199","236","84.3","124","178","69.7","40","63","63.5","2","2.1","2.1","-0.1","23","42","25","7","67",
"Adrien Truffert","frFRA","DF","Rennes","frLigue 1","20","2001","21.7","1106","1395","79.3","17515","5252","544","621","87.6","487","625","77.9","52","87","59.8","6","1.5","1.6","+4.5","22","71","17","10","89",
"Frank Tsadjout","itITA","FW","Cremonese","itSerie A","23","1999","11.7","184","271","67.9","2340","400","113","155","72.9","54","76","71.1","3","8","37.5","1","0.5","0.3","+0.5","10","14","5","0","18",
"Kostas Tsimikas","grGRE","DF","Liverpool","engPremier League","26","1996","8.6","474","618","76.7","8379","2366","223","255","87.5","185","225","82.2","56","111","50.5","4","1.5","1.3","+2.5","18","20","7","4","26",
"Theocharis Tsingaras","grGRE","MF","Toulouse","frLigue 1","21","2000","0.1","4","5","80.0","74","25","2","2","100.0","2","2","100.0","0","0","","0","0.1","0.0","-0.1","1","0","0","0","1",
"Viktor Tsyhankov","uaUKR","MF","Girona","esLa Liga","24","1997","16.5","433","622","69.6","6648","1872","257","319","80.6","108","161","67.1","49","79","62.0","6","2.9","3.0","+3.1","36","21","16","2","46",
"Alessandro Tuia","itITA","DF","Lecce","itSerie A","32","1990","5.7","142","204","69.6","3226","1193","31","42","73.8","82","100","82.0","26","58","44.8","0","0.0","0.1","0.0","1","15","1","1","20",
"Martin Turk","siSVN","GK","Sampdoria","itSerie A","18","2003","4.0","89","142","62.7","3103","2663","10","10","100.0","33","35","94.3","44","95","46.3","0","0.0","0.0","0.0","0","1","0","0","0",
"Beñat Turrientes","esESP","MF,FW","Real Sociedad","esLa Liga","20","2002","1.2","40","47","85.1","707","113","20","23","87.0","14","14","100.0","5","9","55.6","0","0.2","0.0","-0.2","2","3","0","0","2",
"Tuta","brBRA","DF","Eint Frankfurt","deBundesliga","23","1999","30.2","1486","1855","80.1","28536","10513","483","544","88.8","828","945","87.6","161","314","51.3","1","0.8","0.9","+0.2","6","94","6","1","107",
"Destiny Udogie","itITA","DF","Udinese","itSerie A","19","2002","30.0","931","1127","82.6","13917","4753","523","589","88.8","348","410","84.9","37","51","72.5","4","4.2","2.2","-0.2","34","67","30","4","106",
"Ike Ugbo","caCAN","FW,MF","Troyes","frLigue 1","23","1998","9.9","96","137","70.1","1188","156","57","76","75.0","30","38","78.9","0","3","0.0","1","0.5","0.3","+0.5","3","6","0","0","8",
"Lesley Ugochukwu","frFRA","MF","Rennes","frLigue 1","18","2004","14.8","566","648","87.3","10531","2415","213","249","85.5","276","297","92.9","64","77","83.1","1","0.8","0.6","+0.2","3","43","3","0","50",
"Samir Ujkani","xkKVX","GK","Empoli","itSerie A","34","1988","0.1","3","3","100.0","64","45","1","1","100.0","2","2","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Sven Ulreich","deGER","GK","Bayern Munich","deBundesliga","33","1988","3.0","110","131","84.0","2282","1531","41","41","100.0","53","54","98.1","16","35","45.7","0","0.0","0.0","0.0","0","0","0","0","0",
"Lauren Ulrich","deGER","MF","Stuttgart","deBundesliga","17","2005","0.1","4","5","80.0","52","7","3","3","100.0","1","2","50.0","0","0","","0","0.0","0.0","0.0","0","1","0","0","1",
"Samuel Umtiti","frFRA","DF","Lecce","itSerie A","28","1993","23.5","724","868","83.4","14243","4927","243","281","86.5","371","396","93.7","97","159","61.0","0","0.1","0.2","-0.1","3","47","5","1","56",
"Enes Ünal","trTUR","FW","Getafe","esLa Liga","25","1997","33.0","446","750","59.5","5529","1253","281","404","69.6","110","203","54.2","14","31","45.2","3","3.5","1.9","-0.5","27","40","16","3","55",
"Deniz Undav","deGER","FW,MF","Brighton","engPremier League","26","1996","7.0","122","164","74.4","1504","325","84","100","84.0","25","36","69.4","5","10","50.0","0","1.1","1.1","-1.1","8","8","3","0","10",
"Cengiz Ünder","trTUR","MF,DF","Marseille","frLigue 1","25","1997","27.7","778","1114","69.8","13245","4270","405","484","83.7","255","366","69.7","89","182","48.9","4","7.9","7.4","-3.9","55","71","50","18","115",
"Dayot Upamecano","frFRA","DF","Bayern Munich","deBundesliga","23","1998","26.1","2101","2318","90.6","42619","15514","596","641","93.0","1250","1315","95.1","246","333","73.9","1","0.3","1.0","+0.7","6","205","6","0","169",
"Filip Uremović","hrCRO","DF","Hertha BSC","deBundesliga","25","1997","19.2","514","658","78.1","9661","2828","165","203","81.3","317","363","87.3","27","74","36.5","0","0.4","0.3","-0.4","4","16","2","1","17",
"Oscar Ureña","doDOM","MF","Girona","esLa Liga","19","2003","1.1","15","22","68.2","192","19","7","10","70.0","6","6","100.0","0","2","0.0","0","0.0","0.0","0.0","0","1","0","0","1",
"Jere Uronen","fiFIN","DF","Brest","frLigue 1","28","1994","3.3","125","157","79.6","2127","799","53","62","85.5","55","61","90.2","11","22","50.0","1","0.2","0.7","+0.8","1","12","6","5","15",
"Jere Uronen","fiFIN","DF","Schalke 04","deBundesliga","28","1994","7.5","275","373","73.7","4885","2048","130","149","87.2","106","134","79.1","33","64","51.6","0","0.9","0.9","-0.9","9","19","7","7","30",
"Mark Uth","deGER","MF,FW","Köln","deBundesliga","30","1991","0.5","11","15","73.3","181","42","5","7","71.4","5","5","100.0","1","3","33.3","0","0.0","0.0","0.0","0","2","0","0","1",
"Josha Vagnoman","deGER","DF","Stuttgart","deBundesliga","21","2000","16.4","453","584","77.6","6868","2125","247","291","84.9","164","217","75.6","24","33","72.7","2","1.6","1.9","+0.4","11","28","14","3","43",
"Diego Valencia","clCHI","MF,FW","Salernitana","itSerie A","22","2000","2.6","52","75","69.3","753","195","37","44","84.1","8","14","57.1","5","7","71.4","0","0.1","0.0","-0.1","2","1","2","1","4",
"Óscar Valentín","esESP","MF","Rayo Vallecano","esLa Liga","27","1994","28.4","957","1173","81.6","16532","5381","469","528","88.8","377","440","85.7","97","159","61.0","0","0.9","1.2","-0.9","19","138","5","1","133",
"Emanuele Valeri","itITA","DF","Cremonese","itSerie A","23","1998","30.9","753","1258","59.9","13771","6184","330","407","81.1","303","492","61.6","96","258","37.2","3","4.6","3.8","-1.6","53","66","52","32","90",
"Yan Valery","tnTUN","DF","Southampton","engPremier League","23","1999","0.5","15","23","65.2","213","39","9","10","90.0","4","6","66.7","1","5","20.0","0","0.0","0.0","0.0","0","1","0","0","0",
"Yan Valery","tnTUN","DF","Angers","frLigue 1","23","1999","27.7","950","1292","73.5","16786","6797","414","503","82.3","407","511","79.6","98","211","46.4","0","1.9","1.6","-1.9","12","69","17","14","84",
"Martin Valjent","skSVK","DF","Mallorca","esLa Liga","26","1995","29.5","885","1123","78.8","16962","7350","359","389","92.3","414","489","84.7","105","213","49.3","0","0.4","0.4","-0.4","3","59","5","2","57",
"Jesús Vallejo","esESP","DF","Real Madrid","esLa Liga","25","1997","0.2","12","12","100.0","224","80","4","4","100.0","6","6","100.0","1","1","100.0","0","0.0","0.0","0.0","0","1","0","0","0",
"Manu Vallejo","esESP","FW,MF","Girona","esLa Liga","25","1997","2.3","68","89","76.4","1029","232","41","50","82.0","22","29","75.9","4","5","80.0","1","0.3","0.3","+0.7","3","8","3","1","10",
"Mattia Valoti","itITA","MF,FW","Monza","itSerie A","28","1993","5.0","122","166","73.5","2009","466","55","68","80.9","47","64","73.4","13","20","65.0","0","0.1","0.1","-0.1","3","17","2","1","16",
"Federico Valverde","uyURU","MF,FW","Real Madrid","esLa Liga","24","1998","27.8","1427","1641","87.0","21092","4276","855","915","93.4","424","489","86.7","99","136","72.8","4","6.3","5.1","-2.3","43","118","45","6","151",
"Virgil van Dijk","nlNED","DF","Liverpool","engPremier League","31","1991","31.5","2345","2592","90.5","45523","16670","843","900","93.7","1236","1306","94.6","244","344","70.9","1","1.2","1.1","-0.2","7","156","6","0","127",
"Vanderson","brBRA","DF,MF","Monaco","frLigue 1","21","2001","24.6","1039","1382","75.2","17816","6391","492","590","83.4","405","516","78.5","103","192","53.6","4","3.5","3.1","+0.5","27","85","31","14","108",
"Raphaël Varane","frFRA","DF","Manchester Utd","engPremier League","29","1993","21.2","954","1106","86.3","17988","5712","319","355","89.9","551","597","92.3","72","128","56.3","0","0.2","0.5","-0.2","4","82","3","0","63",
"Jamie Vardy","engENG","FW","Leicester City","engPremier League","35","1987","20.6","137","263","52.1","1931","364","69","119","58.0","47","88","53.4","7","15","46.7","4","1.4","0.7","+2.6","14","7","5","1","14",
"Ruben Vargas","chSUI","MF,FW","Augsburg","deBundesliga","23","1998","12.6","215","372","57.8","3588","1087","99","131","75.6","92","157","58.6","15","44","34.1","4","2.2","1.9","+1.8","16","26","16","6","42",
"Johan Vásquez","mxMEX","DF","Cremonese","itSerie A","23","1998","20.1","632","810","78.0","11163","4435","257","298","86.2","318","366","86.9","46","114","40.4","0","0.3","0.3","-0.3","6","39","4","1","48",
"Jesus Vazquez","esESP","DF,MF","Valencia","esLa Liga","19","2003","3.4","142","171","83.0","1882","677","95","104","91.3","42","52","80.8","3","7","42.9","0","0.3","0.5","-0.3","3","12","3","3","13",
"Kevin Vázquez","esESP","DF,MF","Celta Vigo","esLa Liga","29","1993","4.9","173","234","73.9","2631","1149","101","115","87.8","57","80","71.3","10","23","43.5","0","0.1","0.2","-0.1","2","16","4","2","13",
"Lucas Vázquez","esESP","DF","Real Madrid","esLa Liga","31","1991","12.7","808","936","86.3","12257","2640","456","495","92.1","279","319","87.5","50","74","67.6","1","1.6","3.1","-0.6","21","28","30","6","50",
"Matías Vecino","uyURU","MF","Lazio","itSerie A","30","1991","18.8","830","968","85.7","12291","3427","480","526","91.3","281","323","87.0","44","68","64.7","0","0.5","0.5","-0.5","9","86","8","0","88",
"Gabriel Veiga","esESP","MF","Celta Vigo","esLa Liga","20","2002","25.5","552","742","74.4","8847","2937","285","354","80.5","200","261","76.6","47","73","64.4","4","2.6","2.9","+1.4","28","79","22","2","109",
"Renato Veiga","ptPOR","DF","Augsburg","deBundesliga","19","2003","7.1","210","318","66.0","4306","1261","64","85","75.3","105","131","80.2","35","88","39.8","0","0.2","0.2","-0.2","2","7","4","1","14",
"Miloš Veljković","rsSRB","DF","Werder Bremen","deBundesliga","26","1995","25.2","1145","1411","81.1","25411","10806","265","308","86.0","665","739","90.0","202","326","62.0","2","0.7","0.8","+1.3","7","76","2","0","81",
"Miguel Veloso","ptPOR","MF","Hellas Verona","itSerie A","36","1986","12.9","429","599","71.6","8600","3315","161","191","84.3","188","224","83.9","72","153","47.1","0","2.1","1.8","-2.1","20","49","13","5","84",
"Joël Veltman","nlNED","DF","Brighton","engPremier League","30","1992","24.3","1261","1512","83.4","21830","7101","532","594","89.6","624","711","87.8","84","142","59.2","1","0.7","1.1","+0.3","10","157","13","4","153",
"Micky van de Ven","nlNED","DF","Wolfsburg","deBundesliga","21","2001","33.0","1541","1758","87.7","30569","9937","459","502","91.4","927","982","94.4","145","236","61.4","1","1.4","1.4","-0.4","6","98","5","0","111",
"Unai Vencedor Paris","esESP","MF","Athletic Club","esLa Liga","21","2000","2.1","107","124","86.3","2021","592","52","56","92.9","34","40","85.0","19","23","82.6","0","0.1","0.2","-0.1","2","13","2","0","16",
"Lorenzo Venuti","itITA","DF","Fiorentina","itSerie A","27","1995","10.3","497","609","81.6","8930","2556","217","227","95.6","228","263","86.7","49","97","50.5","1","0.5","0.7","+0.5","8","36","9","4","44",
"Daniele Verde","itITA","FW,MF","Spezia","itSerie A","26","1996","11.1","312","443","70.4","5403","1794","143","175","81.7","128","168","76.2","35","74","47.3","0","1.3","2.4","-1.3","18","28","17","6","42",
"Simone Verdi","itITA","MF,FW","Hellas Verona","itSerie A","30","1992","12.2","270","414","65.2","5101","1823","123","154","79.9","90","121","74.4","47","96","49.0","0","2.1","1.5","-2.1","20","38","12","5","46",
"Gonzalo Verdú","esESP","DF","Elche","esLa Liga","33","1988","7.8","269","338","79.6","5668","1965","65","75","86.7","172","186","92.5","31","70","44.3","0","0.0","0.1","0.0","0","8","0","0","13",
"Jordan Veretout","frFRA","MF","Marseille","frLigue 1","29","1993","31.8","1834","2148","85.4","35304","9959","676","757","89.3","858","958","89.6","243","339","71.7","3","3.8","3.8","-0.8","36","274","25","7","248",
"Marco Verratti","itITA","MF","Paris S-G","frLigue 1","29","1992","24.4","2383","2573","92.6","36470","12516","1265","1333","94.9","848","896","94.6","153","195","78.5","0","2.5","4.9","-2.5","33","222","55","3","262",
"Valerio Verre","itITA","MF","Sampdoria","itSerie A","28","1994","7.5","282","398","70.9","5116","1682","136","161","84.5","99","135","73.3","41","74","55.4","0","1.1","0.9","-1.1","13","30","14","4","45",
"Mikel Vesga","esESP","MF","Athletic Club","esLa Liga","29","1993","28.6","1259","1510","83.4","22687","6824","562","655","85.8","513","582","88.1","152","197","77.2","3","1.5","1.8","+1.5","20","193","21","4","199",
"Guglielmo Vicario","itITA","GK","Empoli","itSerie A","25","1996","30.9","923","1277","72.3","24781","16933","169","170","99.4","479","487","98.4","274","618","44.3","0","0.0","0.0","0.0","0","19","0","0","0",
"João Victor","brBRA","DF","Nantes","frLigue 1","24","1998","9.4","347","436","79.6","6390","1715","133","160","83.1","168","198","84.8","39","64","60.9","1","0.6","0.4","+0.4","4","19","5","3","40",
"Aleix Vidal","esESP","MF,FW","Espanyol","esLa Liga","32","1989","11.4","279","384","72.7","4979","1379","147","176","83.5","90","127","70.9","37","53","69.8","3","2.2","1.3","+0.8","15","19","10","4","23",
"Clément Vidal","frFRA","DF,MF","Ajaccio","frLigue 1","22","2000","21.1","604","785","76.9","12836","5788","164","207","79.2","318","376","84.6","109","177","61.6","0","0.2","0.6","-0.2","1","52","2","1","61",
"Nacho Vidal","esESP","DF","Osasuna","esLa Liga","27","1995","13.9","472","622","75.9","7829","3267","227","257","88.3","197","248","79.4","36","82","43.9","0","0.6","0.6","-0.6","3","33","8","3","47",
"Gabriel Vidovic","hrCRO","FW","Bayern Munich","deBundesliga","18","2003","0.2","10","13","76.9","102","23","7","8","87.5","2","3","66.7","0","0","","1","0.1","0.1","+0.9","2","0","1","0","1",
"Fabio Vieira","ptPOR","MF,FW","Arsenal","engPremier League","22","2000","5.7","234","290","80.7","3557","834","129","142","90.8","84","99","84.8","9","25","36.0","2","2.5","1.4","-0.5","12","26","7","2","35",
"Ronaldo Vieira","gwGNB","MF","Torino","itSerie A","24","1998","0.2","6","7","85.7","93","34","2","2","100.0","2","3","66.7","1","1","100.0","0","0.0","0.1","0.0","0","0","1","1","1",
"Ronaldo Vieira","gwGNB","MF","Sampdoria","itSerie A","24","1998","9.1","384","440","87.3","7101","1804","136","152","89.5","195","213","91.5","44","51","86.3","0","0.0","0.2","0.0","0","39","2","0","39",
"Emanuel Vignato","itITA","MF,FW","Bologna","itSerie A","21","2000","2.7","79","99","79.8","1201","338","40","48","83.3","29","34","85.3","5","8","62.5","1","0.4","0.6","+0.6","3","9","2","1","9",
"Emanuel Vignato","itITA","MF,FW","Empoli","itSerie A","21","2000","0.6","43","54","79.6","717","115","21","25","84.0","17","19","89.5","3","6","50.0","0","0.1","0.2","-0.1","1","4","2","0","7",
"Samuele Vignato","itITA","MF,FW","Monza","itSerie A","18","2004","0.7","30","36","83.3","452","45","13","13","100.0","13","15","86.7","2","2","100.0","1","0.3","0.1","+0.7","2","0","1","1","1",
"Tonny Vilhena","nlNED","MF","Salernitana","itSerie A","27","1995","25.2","662","864","76.6","10869","3264","344","392","87.8","224","269","83.3","61","120","50.8","1","1.7","1.6","-0.7","19","64","14","6","80",
"Toni Villa","esESP","MF","Valladolid","esLa Liga","27","1995","1.0","20","32","62.5","258","109","13","16","81.3","5","8","62.5","1","3","33.3","0","0.0","0.0","0.0","1","2","0","0","4",
"Toni Villa","esESP","MF,FW","Girona","esLa Liga","27","1995","9.9","257","335","76.7","3626","1168","153","172","89.0","80","105","76.2","11","23","47.8","3","1.6","1.3","+1.4","14","21","8","5","38",
"Asier Villalibre","esESP","FW","Athletic Club","esLa Liga","24","1997","1.1","11","18","61.1","163","39","6","9","66.7","5","6","83.3","0","0","","0","0.2","0.0","-0.2","2","1","1","0","2",
"Gonzalo Villar","esESP","MF","Sampdoria","itSerie A","24","1998","7.7","317","381","83.2","5395","1357","136","162","84.0","145","165","87.9","27","41","65.9","0","0.0","0.2","0.0","0","25","1","0","26",
"Gonzalo Villar","esESP","MF","Getafe","esLa Liga","24","1998","5.1","205","258","79.5","3259","927","97","111","87.4","84","109","77.1","15","21","71.4","0","0.3","0.4","-0.3","3","26","5","1","27",
"Iván Villar","esESP","GK","Celta Vigo","esLa Liga","25","1997","19.0","414","599","69.1","11814","8420","65","67","97.0","227","233","97.4","122","292","41.8","0","0.0","0.0","0.0","1","6","0","0","1",
"Matías Viña","uyURU","DF","Bournemouth","engPremier League","24","1997","5.1","140","185","75.7","2103","870","84","93","90.3","49","63","77.8","5","14","35.7","0","0.2","0.1","-0.2","2","10","4","0","17",
"Matías Viña","uyURU","DF","Roma","itSerie A","24","1997","0.6","22","30","73.3","392","68","8","10","80.0","11","16","68.8","2","3","66.7","0","0.1","0.0","-0.1","1","3","0","0","2",
"Rúben Vinagre","ptPOR","DF,MF","Everton","engPremier League","23","1999","0.3","15","24","62.5","223","26","7","10","70.0","7","10","70.0","0","0","","0","0.0","0.0","0.0","0","2","0","0","0",
"Carlos Vinícius","brBRA","FW","Fulham","engPremier League","27","1995","12.3","119","189","63.0","1470","387","71","102","69.6","32","47","68.1","4","9","44.4","2","0.8","0.8","+1.2","7","12","5","1","15",
"Alan Virginius","frFRA","FW","Lille","frLigue 1","19","2003","2.9","58","75","77.3","823","192","31","38","81.6","22","23","95.7","1","2","50.0","0","0.0","0.2","0.0","1","6","3","0","10",
