Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Giacomo Satalino","itITA","GK","Sassuolo","itSerie A","22","1999","0.1","1","1","100.0","22","22","0","0","","1","1","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Martin Satriano","uyURU","FW,MF","Inter","itSerie A","20","2001","0.4","8","11","72.7","95","12","6","9","66.7","2","2","100.0","0","0","","0","0.0","0.0","0.0","1","0","0","0","1",
"Martin Satriano","uyURU","FW","Brest","frLigue 1","20","2001","10.4","124","177","70.1","1835","340","68","91","74.7","37","50","74.0","9","15","60.0","0","0.1","0.1","-0.1","2","5","1","0","7",
"Téji Savanier","frFRA","MF","Montpellier","frLigue 1","29","1991","26.8","1070","1617","66.2","21472","7445","471","561","84.0","323","472","68.4","231","458","50.4","7","5.9","5.9","+1.1","60","141","38","14","183",
"Esteban Saveljich","meMNE","DF","Rayo Vallecano","esLa Liga","30","1991","18.9","498","605","82.3","9979","3016","145","165","87.9","290","320","90.6","55","101","54.5","0","0.0","0.3","0.0","1","14","2","1","20",
"Stefan Savić","meMNE","DF","Atlético Madrid","esLa Liga","30","1991","27.1","1139","1388","82.1","22371","7359","396","449","88.2","568","623","91.2","155","268","57.8","0","0.1","0.2","-0.1","3","62","1","0","74",
"Joe Scally","usUSA","DF","Gladbach","deBundesliga","18","2002","21.2","795","1010","78.7","12839","4055","410","474","86.5","307","381","80.6","59","101","58.4","2","1.9","2.0","+0.1","18","44","17","9","57",
"Giorgio Scalvini","itITA","DF,MF","Atalanta","itSerie A","17","2003","8.5","405","497","81.5","6846","2737","201","221","91.0","167","195","85.6","29","61","47.5","0","0.9","0.3","-0.9","5","43","5","0","53",
"Gianluca Scamacca","itITA","FW","Sassuolo","itSerie A","22","1999","23.8","399","550","72.5","5604","916","243","304","79.9","104","144","72.2","26","38","68.4","0","1.9","1.0","-1.9","25","23","11","0","36",
"Dane Scarlett","engENG","MF","Tottenham","engPremier League","17","2004","0.0","1","1","100.0","9","0","1","1","100.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Kevin Schade","deGER","MF,FW","Freiburg","deBundesliga","19","2001","9.2","102","187","54.5","1320","610","71","110","64.5","21","43","48.8","4","15","26.7","1","0.9","0.9","+0.1","7","9","5","3","16",
"András Schäfer","huHUN","MF","Union Berlin","deBundesliga","22","1999","2.7","66","88","75.0","1073","281","32","40","80.0","27","29","93.1","4","8","50.0","1","0.1","0.1","+0.9","4","10","2","0","13",
"Fabian Schär","chSUI","DF","Newcastle Utd","engPremier League","29","1991","24.0","698","1012","69.0","15904","7292","199","251","79.3","332","402","82.6","156","326","47.9","2","1.1","0.9","+0.9","9","69","15","1","59",
"Louis Schaub","atAUT","MF,FW","Köln","deBundesliga","26","1994","7.3","205","320","64.1","3270","999","109","146","74.7","78","107","72.9","15","36","41.7","2","1.2","1.0","+0.8","10","22","11","4","37",
"Andrea Schiavone","itITA","MF","Salernitana","itSerie A","28","1993","6.3","199","243","81.9","3724","1264","82","89","92.1","82","92","89.1","29","49","59.2","0","0.6","0.5","-0.6","11","21","3","0","19",
"Patrik Schick","czCZE","FW","Leverkusen","deBundesliga","25","1996","23.1","282","413","68.3","3833","712","157","218","72.0","88","116","75.9","12","18","66.7","3","2.5","1.5","+0.5","16","11","6","0","25",
"Kingsley Schindler","ghGHA","DF,FW","Köln","deBundesliga","28","1993","3.9","103","196","52.6","1867","870","45","62","72.6","44","78","56.4","13","38","34.2","2","1.1","1.4","+0.9","5","15","7","5","24",
"Xaver Schlager","atAUT","MF","Wolfsburg","deBundesliga","23","1997","11.6","319","422","75.6","5263","1627","160","200","80.0","127","153","83.0","23","41","56.1","1","0.6","0.6","+0.4","5","41","5","0","55",
"Keven Schlotterbeck","deGER","DF,FW","Freiburg","deBundesliga","24","1997","3.5","100","120","83.3","2071","764","29","34","85.3","55","63","87.3","14","19","73.7","0","0.0","0.0","0.0","1","6","1","0","5",
"Nico Schlotterbeck","deGER","DF","Freiburg","deBundesliga","21","1999","30.9","1403","1750","80.2","28479","10981","474","539","87.9","715","799","89.5","196","347","56.5","1","1.5","2.3","-0.5","12","137","16","1","173",
"Jeffrey Schlupp","ghGHA","MF,FW","Crystal Palace","engPremier League","28","1992","20.6","493","668","73.8","7971","2386","249","302","82.5","201","253","79.4","29","55","52.7","1","1.6","1.2","-0.6","18","46","12","2","70",
"Kasper Schmeichel","dkDEN","GK","Leicester City","engPremier League","34","1986","37.0","945","1294","73.0","26527","17896","149","150","99.3","462","474","97.5","329","660","49.8","0","0.0","0.0","0.0","1","8","1","0","2",
"Jonathan Schmid","frFRA","DF","Freiburg","deBundesliga","31","1990","6.5","258","330","78.2","4460","1981","112","129","86.8","103","125","82.4","28","47","59.6","1","0.8","0.7","+0.2","9","23","4","0","25",
"Benno Schmitz","deGER","DF","Köln","deBundesliga","26","1994","26.9","1126","1645","68.4","20622","11328","474","567","83.6","516","716","72.1","122","279","43.7","5","3.8","4.4","+1.2","34","133","47","19","203",
"David Schnegg","atAUT","DF","Venezia","itSerie A","22","1998","1.6","57","87","65.5","1058","511","24","26","92.3","28","40","70.0","5","19","26.3","0","0.0","0.0","0.0","1","2","1","1","1",
"Morgan Schneiderlin","frFRA","MF","Nice","frLigue 1","31","1989","7.2","344","404","85.1","5454","1694","181","203","89.2","117","129","90.7","30","43","69.8","1","0.2","0.4","+0.8","4","23","3","1","36",
"Alessandro Schöpf","atAUT","MF","Arminia","deBundesliga","27","1994","26.6","821","1068","76.9","12222","3431","442","529","83.6","273","332","82.2","54","99","54.5","0","2.6","3.0","-2.6","44","61","26","6","96",
"Jerdy Schouten","nlNED","MF","Bologna","itSerie A","24","1997","15.5","665","790","84.2","10733","3656","336","380","88.4","253","292","86.6","51","64","79.7","1","0.7","0.8","+0.3","12","85","11","0","82",
"Nico Schulz","deGER","DF","Dortmund","deBundesliga","28","1993","9.3","544","655","83.1","8314","2992","278","309","90.0","220","264","83.3","25","41","61.0","2","1.1","0.8","+0.9","7","41","10","2","52",
"Marvin Schwäbe","deGER","GK","Köln","deBundesliga","26","1995","21.0","829","1001","82.8","20830","13852","182","183","99.5","432","437","98.9","212","374","56.7","0","0.0","0.0","0.0","0","8","2","0","0",
"Alexander Schwolow","deGER","GK","Hertha BSC","deBundesliga","29","1992","24.2","598","829","72.1","17801","12589","84","84","100.0","272","275","98.9","241","465","51.8","0","0.0","0.0","0.0","1","7","0","0","0",
"Valentino Scotta","esESP","DF","Sevilla","esLa Liga","19","2001","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Demba Seck","snSEN","MF,FW","Torino","itSerie A","20","2001","1.6","34","43","79.1","457","57","18","23","78.3","10","11","90.9","2","2","100.0","0","0.0","0.1","0.0","0","3","1","0","3",
"Aleksandar Sedlar","rsSRB","DF,MF","Mallorca","esLa Liga","29","1991","4.5","143","176","81.3","2630","1002","48","56","85.7","77","86","89.5","13","24","54.2","0","0.1","0.0","-0.1","2","8","0","0","12",
"Paul Seguin","deGER","MF","Greuther Fürth","deBundesliga","26","1995","23.4","857","1124","76.2","13787","4613","426","497","85.7","319","388","82.2","71","139","51.1","3","2.0","2.7","+1.0","21","105","19","5","118",
"Alidu Seidu","ghGHA","DF","Clermont Foot","frLigue 1","21","2000","15.7","560","648","86.4","9565","2717","259","286","90.6","233","258","90.3","47","72","65.3","0","0.2","0.2","-0.2","6","20","1","0","30",
"Davie Selke","deGER","FW","Hertha BSC","deBundesliga","26","1995","11.2","134","227","59.0","1696","268","90","141","63.8","28","48","58.3","6","10","60.0","0","0.6","0.9","-0.6","7","6","5","1","13",
"Matz Sels","beBEL","GK","Strasbourg","frLigue 1","29","1992","37.0","696","960","72.5","19862","15299","141","142","99.3","291","295","98.6","259","515","50.3","0","0.1","0.0","-0.1","1","6","0","0","1",
"Ken Sema","seSWE","MF,FW","Watford","engPremier League","27","1993","9.5","140","224","62.5","2280","758","84","108","77.8","35","53","66.0","15","39","38.5","0","1.3","1.1","-1.3","12","7","3","2","8",
"Nélson Semedo","ptPOR","MF,DF","Wolves","engPremier League","27","1993","23.7","916","1169","78.4","12766","4408","567","628","90.3","290","367","79.0","31","92","33.7","1","1.3","1.4","-0.3","18","62","12","2","78",
"Lion Semić","deGER","DF","Dortmund","deBundesliga","17","2003","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Adrian Šemper","hrCRO","GK","Genoa","itSerie A","23","1998","1.0","20","37","54.1","675","535","3","3","100.0","7","8","87.5","10","26","38.5","0","0.0","0.0","0.0","0","0","0","0","0",
"Stefano Sensi","itITA","MF,FW","Sampdoria","itSerie A","25","1995","8.4","319","392","81.4","5388","1162","147","163","90.2","133","152","87.5","30","44","68.2","0","0.8","0.5","-0.8","9","24","3","0","34",
"Stefano Sensi","itITA","MF,FW","Inter","itSerie A","25","1995","1.9","113","129","87.6","1806","343","62","67","92.5","43","49","87.8","7","8","87.5","0","0.3","0.3","-0.3","4","11","2","1","13",
"Luigi Sepe","itITA","GK","Salernitana","itSerie A","30","1991","15.5","398","566","70.3","14404","12454","59","60","98.3","127","130","97.7","210","371","56.6","0","0.0","0.1","0.0","0","23","1","0","1",
"Suat Serdar","deGER","MF,FW","Hertha BSC","deBundesliga","24","1997","24.6","412","587","70.2","7227","2219","183","238","76.9","156","197","79.2","55","85","64.7","0","1.4","1.4","-1.4","23","35","16","1","83",
"Laurens Serpe","itITA","DF","Genoa","itSerie A","20","2001","0.5","26","31","83.9","508","84","6","6","100.0","17","18","94.4","3","5","60.0","0","0.0","0.0","0.0","0","4","0","0","5",
"Janni Serra","deGER","FW","Arminia","deBundesliga","23","1998","12.4","160","261","61.3","1924","384","107","141","75.9","29","58","50.0","8","13","61.5","2","0.8","0.3","+1.2","12","21","4","0","14",
"Javier Serrano","esESP","MF","Atlético Madrid","esLa Liga","18","2003","0.8","30","38","78.9","439","89","15","17","88.2","8","12","66.7","3","4","75.0","0","0.0","0.0","0.0","0","2","1","0","2",
"Nicolás Serrano","esESP","MF,FW","Athletic Club","esLa Liga","18","2003","3.5","86","129","66.7","1220","301","47","51","92.2","30","40","75.0","4","18","22.2","0","0.1","0.2","-0.1","3","5","4","3","7",
"Zidan Sertdemir","dkDEN","MF,FW","Leverkusen","deBundesliga","16","2005","0.2","5","7","71.4","110","43","2","2","100.0","2","4","50.0","1","1","100.0","0","0.1","0.1","-0.1","1","0","1","0","1",
"Ryan Sessegnon","engENG","DF,MF","Tottenham","engPremier League","21","2000","11.6","315","428","73.6","4537","1156","185","218","84.9","96","132","72.7","20","41","48.8","2","2.7","2.4","-0.7","14","13","12","4","22",
"Nils Seufert","deGER","MF","Greuther Fürth","deBundesliga","24","1997","1.1","21","31","67.7","317","55","17","21","81.0","3","4","75.0","1","5","20.0","0","0.0","0.0","0.0","0","3","0","0","3",
"Salva Sevilla","esESP","MF","Mallorca","esLa Liga","37","1984","16.7","813","1008","80.7","14082","5291","372","410","90.7","298","348","85.6","99","172","57.6","3","2.8","3.2","+0.2","27","98","21","0","132",
"Stephan El Shaarawy","itITA","FW,DF","Roma","itSerie A","28","1992","11.7","482","583","82.7","8215","2106","239","274","87.2","196","228","86.0","41","55","74.5","0","3.0","2.4","-3.0","31","30","31","2","78",
"Jamie Shackleton","engENG","DF,MF","Leeds United","engPremier League","21","1999","7.9","353","409","86.3","5216","1417","180","194","92.8","151","166","91.0","9","18","50.0","0","0.0","0.1","0.0","1","23","2","0","36",
"Xherdan Shaqiri","chSUI","FW,MF","Lyon","frLigue 1","29","1991","7.5","259","349","74.2","4241","1278","152","173","87.9","70","88","79.5","29","63","46.0","3","1.7","2.3","+1.3","15","23","16","1","38",
"Luke Shaw","engENG","DF","Manchester Utd","engPremier League","26","1995","17.8","944","1193","79.1","14230","5275","551","612","90.0","294","361","81.4","64","134","47.8","3","3.6","2.7","-0.6","39","74","16","5","82",
"Jonjo Shelvey","engENG","MF","Newcastle Utd","engPremier League","29","1992","22.0","743","948","78.4","15780","5306","260","303","85.8","299","351","85.2","165","256","64.5","1","1.0","1.5","0.0","16","91","9","1","84",
"Aimar Sher","iqIRQ","MF","Spezia","itSerie A","18","2002","0.5","19","21","90.5","268","75","12","12","100.0","6","7","85.7","0","0","","0","0.0","0.0","0.0","0","4","1","0","3",
"Eldor Shomurodov","uzUZB","FW,MF","Roma","itSerie A","26","1995","8.7","152","225","67.6","1885","501","107","141","75.9","33","49","67.3","3","6","50.0","4","3.3","1.0","+0.7","20","13","5","2","17",
"Shola Shoretire","engENG","MF","Manchester Utd","engPremier League","17","2004","0.2","5","5","100.0","69","14","2","2","100.0","1","1","100.0","1","1","100.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Mahame Siby","mlMLI","DF","Strasbourg","frLigue 1","25","1996","0.2","1","2","50.0","16","0","0","0","","1","1","100.0","0","1","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Aboubakar Sidibé","frFRA","DF","Clermont Foot","frLigue 1","25","1996","0.1","4","5","80.0","36","5","4","4","100.0","0","0","","0","1","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Alassane Sidibe","ciCIV","MF","Atalanta","itSerie A","19","2002","0.1","1","2","50.0","15","0","0","0","","1","1","100.0","0","1","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Djibril Sidibé","frFRA","DF","Monaco","frLigue 1","29","1992","10.5","588","755","77.9","10323","3630","273","311","87.8","241","293","82.3","64","120","53.3","0","0.6","1.1","-0.6","6","65","14","7","68",
"Kaj Sierhuis","nlNED","FW","Reims","frLigue 1","23","1998","0.9","19","23","82.6","260","43","10","11","90.9","4","5","80.0","2","3","66.7","0","0.1","0.1","-0.1","2","1","1","0","1",
"Francisco Sierralta","clCHI","DF","Watford","engPremier League","24","1997","4.7","142","183","77.6","3070","927","16","26","61.5","111","121","91.7","13","30","43.3","0","0.0","0.0","0.0","0","1","0","0","2",
"Arnór Sigurðsson","isISL","FW,MF","Venezia","itSerie A","22","1999","2.0","39","53","73.6","495","126","24","29","82.8","9","13","69.2","2","4","50.0","0","0.0","0.1","0.0","2","4","0","0","4",
"Kiliann Sildillia","frFRA","DF,MF","Freiburg","deBundesliga","19","2002","1.9","59","96","61.5","953","326","29","33","87.9","24","40","60.0","5","14","35.7","0","0.2","0.2","-0.2","2","2","1","0","6",
"Adrien Silva","ptPOR","MF","Sampdoria","itSerie A","32","1989","12.0","512","603","84.9","9444","2428","204","235","86.8","232","263","88.2","59","73","80.8","1","0.4","0.4","+0.6","8","40","6","3","57",
"André Silva","ptPOR","FW","RB Leipzig","deBundesliga","25","1995","23.1","412","568","72.5","4828","1121","249","319","78.1","101","136","74.3","8","16","50.0","3","3.3","3.0","-0.3","16","22","25","2","50",
"Bernardo Silva","ptPOR","MF,FW","Manchester City","engPremier League","26","1994","31.7","1728","1977","87.4","24552","4453","1027","1113","92.3","543","614","88.4","73","109","67.0","4","6.5","4.0","-2.5","59","106","42","6","170",
"Caio Henrique Oliveira Silva","brBRA","DF","Monaco","frLigue 1","24","1997","29.6","1405","1873","75.0","22625","7851","719","811","88.7","554","724","76.5","99","241","41.1","8","6.5","5.8","+1.5","43","103","44","11","156",
"David Silva","esESP","MF","Real Sociedad","esLa Liga","35","1986","19.1","912","1054","86.5","13951","3364","499","544","91.7","313","345","90.7","61","83","73.5","4","4.5","5.1","-0.5","39","81","40","4","147",
"Fábio Silva","ptPOR","FW","Wolves","engPremier League","19","2002","6.4","93","138","67.4","1117","264","64","84","76.2","18","27","66.7","2","4","50.0","0","0.2","0.7","-0.2","3","5","6","0","14",
"Gabriel Silva","brBRA","DF,MF","Saint-Étienne","frLigue 1","30","1991","7.9","237","332","71.4","3836","1612","101","126","80.2","101","132","76.5","17","36","47.2","0","0.0","0.1","0.0","2","17","1","0","22",
"Jonathan Silva","arARG","DF,FW","Getafe","esLa Liga","27","1994","2.5","62","94","66.0","1022","475","28","37","75.7","26","36","72.2","6","14","42.9","0","0.1","0.1","-0.1","2","5","1","1","11",
"Rui Silva","ptPOR","GK","Betis","esLa Liga","27","1994","21.8","524","735","71.3","14281","9815","88","89","98.9","260","266","97.7","174","375","46.4","0","0.0","0.0","0.0","0","2","0","0","0",
"Thiago Silva","brBRA","DF","Chelsea","engPremier League","36","1984","29.4","2436","2634","92.5","45456","20402","911","953","95.6","1243","1292","96.2","237","319","74.3","0","0.2","0.9","-0.2","7","197","18","1","145",
"Marco Silvestri","itITA","GK","Udinese","itSerie A","30","1991","35.0","642","942","68.2","18568","14841","153","153","100.0","267","270","98.9","216","500","43.2","0","0.0","0.0","0.0","2","13","0","0","0",
"Mohamed Simakan","frFRA","DF","RB Leipzig","deBundesliga","21","2000","22.3","1205","1402","85.9","20457","7283","535","588","91.0","549","599","91.7","85","155","54.8","0","0.7","0.7","-0.7","7","75","6","1","80",
"Giovanni Simeone","arARG","FW","Hellas Verona","itSerie A","26","1995","29.5","465","679","68.5","5771","916","305","394","77.4","85","126","67.5","25","39","64.1","5","3.2","1.9","+1.8","24","21","18","4","40",
"Giovanni Simeone","arARG","FW","Cagliari","itSerie A","26","1995","0.1","2","4","50.0","26","10","1","2","50.0","1","1","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","1",
"Giuliano Simeone","arARG","MF","Atlético Madrid","esLa Liga","18","2002","0.0","1","3","33.3","3","0","0","1","0.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Ellis Simms","engENG","FW","Everton","engPremier League","20","2001","0.7","7","12","58.3","66","19","5","9","55.6","1","1","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Moses Simon","ngNGA","FW,MF","Nantes","frLigue 1","26","1995","25.9","521","829","62.8","8399","2425","287","347","82.7","162","255","63.5","49","147","33.3","8","8.7","7.6","-0.7","66","21","35","17","49",
