Name, Nation, Position, Club, League, Age, YearBorn,90s,GoalsAllowed,PKAllowed,FKAllowed,CornersAllowed,OwnGoalsAllowed,PostShotxG,PostShotxGPerShotOnTarget, PostShotxG-GoalsAllowed,PostShotxG-GoalsAllowed90,LaunchesCmp,LaunchesAtt,LaunchesCmp%,PassesAtt,ThrowsAtt,Launch%,AvgLenPass,GoalKicksAtt,GoalKicksLaunch%,AvgLenGoalKick,CrossesFaced,CrossesStopped,CrossesStopped%,DefActionsOutsidePenArea,DefActionsOutsidePenArea90,AvgDistDefAct,Matches
"Kamil Grabara","plPOL","GK","Wolfsburg","deBundesliga","26-323","1999","11.0","21","1","1","3","0","21.1","0.36","+0.1","+0.01","41","156","26.3","399","64","28.1","31.7","59","74.6","55.5","239","8","3.3","13","1.18","12.9",
"Dominik Greif","skSVK","GK","Lyon","frLigue 1","28-235","1997","9.0","12","0","0","3","1","11.3","0.38","+0.3","+0.03","34","93","36.6","332","33","23.2","27.8","31","51.6","42.7","113","8","7.1","14","1.56","16.0",
"Péter Gulácsi","huHUN","GK","RB Leipzig","deBundesliga","35-205","1990","11.0","13","0","0","2","0","12.2","0.31","-0.8","-0.07","33","104","31.7","349","47","20.9","29.9","65","47.7","41.5","167","10","6.0","16","1.45","14.8",
"Dean Henderson","engENG","GK","Crystal Palace","engPremier League","28-260","1997","12.0","9","1","0","2","0","13.0","0.35","+4.0","+0.33","56","215","26.0","335","41","48.1","39.5","90","60.0","48.6","188","10","5.3","4","0.33","10.3",
"Mads Hermansen","dkDEN","GK","West Ham","engPremier League","25-139","2000","4.0","11","0","0","6","0","9.3","0.46","-1.7","-0.43","19","72","26.4","141","19","41.1","33.9","16","87.5","61.3","72","5","6.9","1","0.25","8.8",
"Sergio Herrera","esESP","GK","Osasuna","esLa Liga","32-175","1993","13.0","16","2","0","1","0","19.6","0.29","+3.6","+0.27","75","171","43.9","326","65","33.7","32.7","108","56.5","42.0","184","11","6.0","32","2.46","20.2",
"Daniel Heuer Fernandes","ptPOR","GK","Hamburger SV","deBundesliga","33-014","1992","11.0","17","1","1","3","0","16.9","0.27","-0.1","-0.01","54","155","34.8","512","31","25.8","28.9","60","38.3","39.0","146","8","5.5","10","0.91","13.2",
"Lukáš Hrádecký","fiFIN","GK","Monaco","frLigue 1","36-003","1989","3.9","8","2","0","1","0","7.5","0.36","-0.5","-0.13","10","35","28.6","108","11","26.9","29.9","15","40.0","33.8","53","2","3.8","4","1.03","17.4",
"Franco Israel","uyURU","GK","Torino","itSerie A","25-219","2000","7.0","13","2","0","2","0","9.6","0.25","-3.4","-0.49","47","136","34.6","227","25","48.5","39.1","33","78.8","53.3","93","5","5.4","5","0.71","13.5",
"Karl Jakob Hein","eeEST","GK","Werder Bremen","deBundesliga","23-228","2002","2.0","4","1","0","1","0","4.7","0.26","+0.7","+0.36","15","36","41.7","111","11","24.3","29.7","10","90.0","58.7","28","2","7.1","6","3.00","17.6",
"Karl-Johan Johnsson","seSWE","GK","Strasbourg","frLigue 1","35-303","1990","1.0","0","0","0","0","0","0.3","0.14","+0.3","+0.28","3","10","30.0","32","2","28.1","29.6","2","50.0","45.5","13","1","7.7","3","3.00","18.9",
"Sam Johnstone","engENG","GK","Wolves","engPremier League","32-247","1993","8.0","16","0","0","2","2","13.1","0.33","-0.9","-0.12","71","187","38.0","284","46","52.5","39.7","62","61.3","49.3","146","7","4.8","13","1.63","14.6",
"Luiz Lúcio Reis Júnior","brBRA","GK","Villarreal","esLa Liga","24-317","2001","10.0","5","1","0","0","0","8.1","0.22","+3.1","+0.31","12","55","21.8","211","51","22.3","26.9","34","23.5","30.6","125","10","8.0","15","1.50","13.5",
"Filip Jørgensen","dkDEN","GK","Chelsea","engPremier League","23-225","2002","0.9","2","0","0","1","0","1.8","0.59","-0.2","-0.23","3","10","30.0","31","1","22.6","26.0","4","75.0","55.8","20","0","0.0","1","1.08","16.3",
"Bingourou Kamara","snSEN","GK","Lorient","frLigue 1","29-037","1996","3.0","8","0","0","0","0","5.1","0.34","-2.9","-0.96","12","22","54.5","65","7","29.2","30.0","9","33.3","31.0","26","2","7.7","5","1.67","15.3",
"Caoimhín Kelleher","ieIRL","GK","Brentford","engPremier League","27-004","1998","12.0","19","1","0","1","2","14.2","0.31","-2.8","-0.24","71","186","38.2","377","62","37.1","33.5","59","78.0","56.6","162","11","6.8","10","0.83","13.3",
"Gregor Kobel","chSUI","GK","Dortmund","deBundesliga","27-356","1997","11.0","10","1","0","2","0","10.3","0.30","+0.3","+0.03","35","111","31.5","313","38","31.3","31.5","38","34.2","36.3","140","5","3.6","7","0.64","13.5",
"Hervé Koffi","bfBFA","GK","Angers","frLigue 1","29-042","1996","13.0","15","1","0","3","0","22.1","0.29","+7.1","+0.55","46","156","29.5","368","69","33.4","33.2","84","39.3","35.4","209","22","10.5","7","0.54","9.6",
"Philipp Köhn","chSUI","GK","Monaco","frLigue 1","27-239","1998","9.1","17","2","0","1","1","14.6","0.36","-1.4","-0.15","21","56","37.5","226","43","19.0","26.2","43","30.2","29.6","116","10","8.6","21","2.30","16.0",
"Vladyslav Krapyvtsov","uaUKR","GK","Girona","esLa Liga","20-155","2005","1.5","6","1","0","1","0","3.4","0.29","-2.6","-1.72","6","20","30.0","36","8","33.3","30.4","11","72.7","54.5","22","0","0.0","0","0.00","14.0",
"Senne Lammens","beBEL","GK","Manchester Utd","engPremier League","23-143","2002","6.0","8","0","1","2","0","8.9","0.41","+0.9","+0.15","44","159","27.7","190","12","60.0","43.6","48","93.8","62.3","108","6","5.6","8","1.33","17.0",
"Nicola Leali","itITA","GK","Genoa","itSerie A","32-283","1993","12.0","19","2","0","6","1","16.1","0.32","-1.9","-0.16","48","144","33.3","257","29","44.0","36.4","52","59.6","44.0","152","6","3.9","11","0.92","14.8",
"Bernd Leno","deGER","GK","Fulham","engPremier League","33-268","1992","12.0","16","2","0","3","1","14.0","0.27","-1.0","-0.08","35","140","25.0","424","64","24.5","29.6","61","59.0","46.9","148","10","6.8","9","0.75","12.6",
"Donovan Léon","gfGUF","GK","Auxerre","frLigue 1","33-024","1992","10.5","15","0","0","4","2","16.5","0.31","+3.5","+0.33","56","195","28.7","282","39","53.2","42.0","58","77.6","58.4","116","4","3.4","14","1.33","15.8",
"Anthony Lopes","ptPOR","GK","Nantes","frLigue 1","35-057","1990","12.0","17","2","0","2","1","16.8","0.26","+0.8","+0.07","52","141","36.9","436","58","29.4","31.8","42","31.0","34.2","196","9","4.6","16","1.34","13.7",
"Pau López","esESP","GK","Betis","esLa Liga","30-349","1994","7.0","7","0","0","1","0","7.3","0.26","+0.3","+0.04","26","74","35.1","169","24","27.2","32.7","49","57.1","47.1","101","3","3.0","5","0.71","16.5",
"Mike Maignan","frFRA","GK","Milan","itSerie A","30-147","1995","10.6","9","2","0","2","0","13.0","0.29","+4.0","+0.37","28","116","24.1","356","51","25.3","32.2","46","56.5","47.5","197","17","8.6","7","0.66","11.6",
"Radosław Majecki","plPOL","GK","Brest","frLigue 1","26-011","1999","9.6","15","1","1","2","0","11.9","0.28","-3.1","-0.32","69","147","46.9","279","42","38.4","36.0","61","65.6","51.4","146","9","6.2","5","0.52","10.1",
"Pape Mamadou Sy","snSEN","GK","Metz","frLigue 1","28-209","1997","0.8","4","","","","","2.8","0.36","","","6","19","31.6","21","2","57.1","41.4","8","87.5","55.9","10","1","10.0","1","1.18","16.8",
"Giorgi Mamardashvili","geGEO","GK","Liverpool","engPremier League","25-059","2000","5.0","10","1","0","2","0","7.6","0.22","-2.4","-0.48","19","59","32.2","176","32","27.8","30.6","25","40.0","34.8","60","2","3.3","9","1.80","16.8",
"Emiliano Martínez","arARG","GK","Aston Villa","engPremier League","33-086","1992","10.0","8","0","0","3","0","8.2","0.26","+0.2","+0.02","45","129","34.9","381","45","27.6","30.8","34","70.6","54.7","147","13","8.8","8","0.80","12.4",
"Josep Martinez","esESP","GK","Inter","itSerie A","27-184","1998","2.0","1","0","0","0","0","1.4","0.28","+0.4","+0.21","6","21","28.6","61","7","24.6","27.4","9","66.7","48.2","21","0","0.0","4","2.00","19.0",
"Alex Meret","itITA","GK","Napoli","itSerie A","28-250","1997","4.0","4","1","0","0","0","3.9","0.25","-0.1","-0.03","5","14","35.7","85","12","15.3","25.7","24","4.2","23.4","19","1","5.3","6","1.50","19.4",
"Vanja Milinković-Savić","rsSRB","GK","Napoli","itSerie A","28-280","1997","8.0","7","1","0","1","0","7.5","0.27","+0.5","+0.07","44","133","33.1","270","21","36.7","35.1","61","55.7","48.4","103","5","4.9","9","1.13","17.0",
"Lorenzo Montipò","itITA","GK","Hellas Verona","itSerie A","29-280","1996","12.0","18","0","0","2","1","13.3","0.25","-3.7","-0.31","80","243","32.9","269","41","61.0","43.8","89","88.8","60.2","163","11","6.7","7","0.58","12.5",
"Arijanet Muric","xkKVX","GK","Sassuolo","itSerie A","27-020","1998","11.0","12","2","0","2","1","14.8","0.28","+3.8","+0.34","65","188","34.6","329","52","41.3","35.3","71","73.2","53.7","161","21","13.0","5","0.45","11.1",
