Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Merih Demiral","trTUR","DF","Juventus","itSerie A","22","1998","10.4","1","0","0","11","1","2","1","21","9","0","1","0","32","22","11","66.7",
"Kerem Demirbay","deGER","MF","Leverkusen","deBundesliga","27","1993","19.4","2","0","0","44","26","0","85","8","31","0","0","0","137","11","15","42.3",
"Ermedin Demirović","baBIH","FW","Freiburg","deBundesliga","22","1998","16.6","7","0","0","44","15","10","9","0","9","1","0","0","47","38","84","31.1",
"Diego Demme","deGER","MF","Napoli","itSerie A","28","1991","17.7","6","0","0","33","28","1","5","11","32","0","0","0","113","5","16","23.8",
"Jason Denayer","beBEL","DF","Lyon","frLigue 1","25","1995","29.0","1","0","0","21","6","0","2","27","16","0","0","0","167","46","39","54.1",
"Leander Dendoncker","beBEL","MF,DF","Wolves","engPremier League","25","1995","27.8","4","0","0","31","12","4","8","27","29","0","0","1","136","85","62","57.8",
"Kévin Denkey","tgTOG","FW","Nîmes","frLigue 1","19","2000","5.8","3","0","0","20","10","2","2","1","2","0","0","0","17","8","16","33.3",
"Emmanuel Dennis","ngNGA","FW","Köln","deBundesliga","22","1997","5.3","0","0","0","15","5","7","10","0","7","0","0","0","26","7","15","31.8",
"Stefano Denswil","srSUR","DF","Bologna","itSerie A","27","1993","1.3","0","0","0","0","2","0","0","1","1","0","0","0","6","3","1","75.0",
"Fabio Depaoli","itITA","DF","Benevento","itSerie A","23","1997","12.4","2","0","0","17","8","1","23","12","13","0","0","1","45","12","14","46.2",
"Fabio Depaoli","itITA","MF","Sampdoria","itSerie A","23","1997","0.9","0","0","0","5","2","2","2","1","0","0","0","0","2","0","1","0.0",
"Fabio Depaoli","itITA","DF","Atalanta","itSerie A","23","1997","2.1","0","0","0","5","1","0","1","3","2","0","0","0","9","2","3","40.0",
"Clément Depres","frFRA","FW","Nîmes","frLigue 1","25","1994","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Mike van der Hoorn","nlNED","DF","Arminia","deBundesliga","27","1992","15.1","3","0","0","11","8","0","0","27","4","0","2","0","82","48","28","63.2",
"Kastriot Dermaku","alALB","DF","Parma","itSerie A","28","1992","1.1","0","0","0","2","2","0","0","2","1","0","0","0","4","0","1","0.0",
"Kiril Despodov","bgBUL","FW","Cagliari","itSerie A","23","1996","0.1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0.0",
"Sergiño Dest","usUSA","DF,FW","Barcelona","esLa Liga","19","2000","21.2","1","0","0","16","11","3","37","10","16","0","0","0","108","7","9","43.8",
"Mattia Destro","itITA","FW","Genoa","itSerie A","29","1991","17.8","5","0","0","39","37","22","4","4","3","0","0","0","40","33","62","34.7",
"Gerard Deulofeu","esESP","FW,MF","Udinese","itSerie A","26","1994","6.6","0","0","0","7","6","11","30","3","2","1","0","0","29","0","5","0.0",
"Deyverson","brBRA","FW","Alavés","esLa Liga","29","1991","9.7","4","0","0","15","24","11","8","9","4","0","0","0","47","60","49","55.0",
"Jacopo Dezi","itITA","FW,MF","Parma","itSerie A","28","1992","0.9","0","0","0","1","3","0","4","0","3","0","0","0","3","0","2","0.0",
"Samuel Di Carmine","itITA","FW","Hellas Verona","itSerie A","31","1988","5.6","1","0","0","16","20","6","11","0","2","0","0","0","12","25","21","54.3",
"Samuel Di Carmine","itITA","FW","Crotone","itSerie A","31","1988","5.3","1","0","0","5","15","0","3","0","2","1","0","0","12","15","15","50.0",
"Giovanni Di Lorenzo","itITA","DF","Napoli","itSerie A","26","1993","36.0","11","0","0","49","60","3","72","35","50","1","1","0","177","55","40","57.9",
"Ángel Di María","arARG","FW,MF","Paris S-G","frLigue 1","32","1988","20.6","1","0","0","11","26","8","188","6","17","1","0","0","59","0","1","0.0",
"Alessandro Di Pardo","itITA","FW,DF","Juventus","itSerie A","21","1999","0.2","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","",
"Giuseppe Di Serio","itITA","FW,MF","Benevento","itSerie A","19","2001","3.2","1","0","0","13","17","2","1","0","2","0","0","0","12","7","17","29.2",
"Boulaye Dia","snSEN","FW,MF","Reims","frLigue 1","23","1996","32.6","2","0","0","31","36","14","14","12","12","1","0","0","109","31","92","25.2",
"Abdoulay Diaby","mlMLI","DF","Getafe","esLa Liga","29","1991","0.2","0","0","0","1","0","0","2","0","0","0","0","0","0","0","1","0.0",
"Moussa Diaby","frFRA","FW,MF","Leverkusen","deBundesliga","21","1999","26.5","5","0","0","25","16","10","123","12","6","0","0","0","111","5","13","27.8",
"Mbaye Diagne","snSEN","FW","West Brom","engPremier League","28","1991","13.2","2","0","0","17","23","17","4","1","3","0","0","0","28","52","91","36.4",
"Mouctar Diakhaby","gnGUI","DF","Valencia","esLa Liga","23","1996","23.1","4","1","0","21","8","4","1","27","8","0","1","0","112","45","24","65.2",
"Abdou Diallo","snSEN","DF","Paris S-G","frLigue 1","24","1996","16.6","3","2","1","17","9","1","12","25","11","0","1","0","96","23","13","63.9",
"Amad Diallo","ciCIV","FW","Manchester Utd","engPremier League","18","2002","1.8","0","0","0","2","4","0","0","0","3","0","0","0","13","1","2","33.3",
"Amad Diallo","ciCIV","MF","Atalanta","itSerie A","18","2002","0.2","1","0","0","1","2","0","0","0","0","0","0","0","2","1","0","100.0",
"Habib Diallo","snSEN","FW","Strasbourg","frLigue 1","25","1995","25.8","2","0","0","24","25","13","17","13","6","0","0","0","74","94","101","48.2",
"Habib Diallo","snSEN","FW,MF","Metz","frLigue 1","25","1995","1.6","0","0","0","2","2","2","0","0","1","0","0","0","4","9","14","39.1",
"Ibrahima Diallo","frFRA","MF","Southampton","engPremier League","21","1999","11.3","3","0","0","22","11","0","7","10","16","0","1","0","71","10","17","37.0",
"Ibrahima Diallo","frFRA","MF","Brest","frLigue 1","21","1999","4.9","1","0","0","8","8","0","3","3","9","0","0","0","35","1","3","25.0",
"Amadou Diambo","ghGHA","FW","Benevento","itSerie A","19","2001","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Grady Diangana","cdCOD","MF,FW","West Brom","engPremier League","22","1998","13.7","0","0","0","11","35","4","20","16","19","0","0","0","69","22","33","40.0",
"Stéphane Diarra","frFRA","MF,FW","Lorient","frLigue 1","21","1998","2.2","1","0","0","4","3","3","14","4","0","0","0","0","14","0","3","0.0",
"Rúben Dias","ptPOR","DF","Manchester City","engPremier League","23","1997","31.6","4","0","0","21","20","1","2","35","13","0","2","1","135","61","39","61.0",
"Krépin Diatta","snSEN","MF,DF","Monaco","frLigue 1","21","1999","4.3","3","0","0","3","8","3","12","4","3","0","0","0","16","7","5","58.3",
"Amadou Diawara","gnGUI","MF","Roma","itSerie A","23","1997","7.3","4","1","1","17","4","0","0","12","8","0","0","0","43","3","3","50.0",
"Brahim Díaz","maMAR","MF,FW","Milan","itSerie A","20","1999","13.6","2","0","0","14","29","0","16","2","10","1","0","0","56","4","27","12.9",
"Víctor Díaz","esESP","DF","Granada","esLa Liga","32","1988","9.2","3","0","0","10","1","0","33","16","10","0","1","0","55","17","15","53.1",
"Daniel Didavi","deGER","MF,FW","Stuttgart","deBundesliga","30","1990","10.8","2","0","0","16","13","4","35","3","6","0","0","0","37","11","10","52.4",
"Bamba Dieng","snSEN","FW,DF","Marseille","frLigue 1","20","2000","1.4","0","0","0","2","2","3","1","0","3","1","0","0","3","3","6","33.3",
"Eric Dier","engENG","DF","Tottenham","engPremier League","26","1994","28.0","3","0","0","16","12","0","5","23","14","0","2","0","139","85","58","59.4",
"Daan Dierckx","beBEL","DF","Parma","itSerie A","17","2003","5.2","1","0","0","5","0","1","0","13","4","0","0","0","16","4","9","30.8",
"Lucas Digne","frFRA","DF,MF","Everton","engPremier League","27","1993","29.8","2","1","0","33","22","4","215","31","38","0","0","0","141","92","42","68.7",
"Mitchell Dijks","nlNED","DF","Bologna","itSerie A","27","1993","16.5","7","1","1","32","15","1","37","17","14","0","1","0","85","13","14","48.1",
"Javairô Dilrosun","nlNED","FW,MF","Hertha BSC","deBundesliga","22","1998","5.9","0","0","0","7","11","1","9","4","3","0","0","0","28","1","6","14.3",
"Federico Dimarco","itITA","DF","Hellas Verona","itSerie A","22","1997","29.0","6","0","0","32","50","6","262","47","19","0","1","0","192","15","27","35.7",
"Junior Dina Ebimbe","frFRA","FW,MF","Dijon","frLigue 1","19","2000","23.8","5","0","0","44","36","2","27","14","25","0","0","0","134","17","29","37.0",
"Tristan Dingomé","cmCMR","MF","Reims","frLigue 1","29","1991","0.2","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","",
"Eren Dinkçi","deGER","MF,FW","Werder Bremen","deBundesliga","18","2001","1.2","0","1","0","1","0","1","0","2","1","0","0","0","8","3","2","60.0",
"Sinaly Diomande","ciCIV","DF","Lyon","frLigue 1","19","2001","12.6","3","0","0","16","13","0","2","33","7","0","1","0","50","49","15","76.6",
"Lois Diony","frFRA","FW","Angers","frLigue 1","27","1992","19.4","2","0","0","22","35","5","38","5","10","1","0","0","34","46","77","37.4",
"Issa Diop","frFRA","DF","West Ham","engPremier League","23","1997","15.3","3","0","0","8","8","1","0","22","14","0","0","1","58","24","18","57.1",
"Papakouli Diop","snSEN","MF","Eibar","esLa Liga","34","1986","25.8","9","2","1","41","20","2","10","39","29","0","0","0","183","86","70","55.1",
"Sofiane Diop","maMAR","MF,FW","Monaco","frLigue 1","20","2000","22.5","4","0","0","33","56","4","39","31","34","0","0","0","148","18","32","36.0",
"Andy Diouf","frFRA","FW","Rennes","frLigue 1","17","2003","0.1","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","",
"Yehvann Diouf","snSEN","GK","Reims","frLigue 1","20","1999","1.5","0","0","0","0","1","0","0","0","0","0","0","0","6","0","0","",
"Assane Dioussé","snSEN","DF","Saint-Étienne","frLigue 1","22","1997","0.0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Jonas Dirkner","deGER","MF","Hertha BSC","deBundesliga","18","2002","0.2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","",
"Axel Disasi","frFRA","DF","Monaco","frLigue 1","22","1998","22.3","4","2","0","28","19","0","4","26","20","0","1","1","135","50","32","61.0",
"Tiago Djaló","ptPOR","DF","Lille","frLigue 1","20","2000","9.7","4","1","1","15","9","1","6","9","13","0","0","0","65","10","7","58.8",
"Djené","tgTOG","DF","Getafe","esLa Liga","28","1991","32.7","8","2","1","35","36","1","10","42","39","1","2","0","236","67","39","63.2",
"Moussa Djenepo","mlMLI","MF","Southampton","engPremier League","22","1998","13.8","5","0","0","29","39","3","9","10","27","1","1","0","68","11","31","26.2",
"Koffi Djidji","ciCIV","DF","Crotone","itSerie A","27","1992","16.9","4","0","0","22","2","1","5","28","28","0","0","0","85","27","22","55.1",
"Alexander Djiku","ghGHA","DF,MF","Strasbourg","frLigue 1","25","1994","28.4","8","0","0","50","36","2","8","91","41","0","2","0","152","53","36","59.6",
"Berat Djimsiti","alALB","DF","Atalanta","itSerie A","27","1993","29.2","8","0","0","31","26","1","9","62","29","0","0","0","192","76","31","71.0",
"Marko Dmitrović","rsSRB","GK","Eibar","esLa Liga","28","1992","34.7","0","0","0","0","4","0","0","0","3","0","0","0","59","8","0","100.0",
"Ritsu Doan","jpJPN","MF,FW","Arminia","deBundesliga","22","1998","30.8","1","0","0","30","64","5","138","31","31","1","0","0","140","18","47","27.7",
"Mihai Dobre","roROU","FW","Dijon","frLigue 1","21","1998","5.9","0","0","0","5","6","1","4","10","5","0","0","0","32","11","10","52.4",
"Matt Doherty","ieIRL","DF","Tottenham","engPremier League","28","1992","13.8","4","1","1","20","12","0","31","23","15","0","1","0","57","49","25","66.2",
"Jeremy Doku","beBEL","MF,FW","Rennes","frLigue 1","18","2002","25.7","1","1","0","37","69","6","57","11","25","0","0","0","140","9","14","39.1",
"Kasper Dolberg","dkDEN","FW","Nice","frLigue 1","22","1997","21.4","2","0","0","21","49","5","3","6","2","0","0","0","43","21","19","52.5",
"Keagan Dolly","zaRSA","MF","Montpellier","frLigue 1","27","1993","5.0","2","0","0","6","3","2","13","5","2","0","0","0","15","1","7","12.5",
"Jaume Doménech","esESP","GK","Valencia","esLa Liga","29","1990","28.0","1","0","0","0","1","0","0","0","1","0","0","0","28","4","0","100.0",
"Carlos Dominguez","esESP","DF","Celta Vigo","esLa Liga","19","2001","4.0","2","0","0","7","2","0","0","6","4","0","0","0","10","11","12","47.8",
"Nicolás Domínguez","arARG","MF","Bologna","itSerie A","22","1998","13.9","8","0","0","23","15","1","11","24","28","0","1","0","113","20","22","47.6",
"John Donald","esESP","DF,MF","Elche","esLa Liga","19","2000","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0",
"Ji Dong-won","krKOR","FW","Mainz 05","deBundesliga","29","1991","0.7","1","0","0","3","1","0","0","2","1","0","0","0","4","4","4","50.0",
"Anastasios Donis","grGRE","MF","Reims","frLigue 1","23","1996","1.1","0","1","0","3","0","3","5","0","1","0","0","0","3","2","0","100.0",
"Gianluigi Donnarumma","itITA","GK","Milan","itSerie A","21","1999","37.0","1","0","0","0","2","0","0","1","0","0","0","0","60","8","1","88.9",
"Bas Dost","nlNED","FW","Eint Frankfurt","deBundesliga","31","1989","9.1","3","0","0","16","9","3","0","2","2","0","0","0","28","64","31","67.4",
"Abdoulaye Doucouré","mlMLI","MF","Everton","engPremier League","27","1993","27.1","6","0","0","23","12","0","9","39","32","0","0","0","186","38","19","66.7",
"Cheick Doucouré","mlMLI","MF","Lens","frLigue 1","20","2000","29.2","8","0","0","45","15","0","3","52","47","0","0","0","220","25","22","53.2",
"Fodé Doucouré","mlMLI","DF","Reims","frLigue 1","19","2001","3.7","0","0","0","4","1","0","8","4","8","0","0","0","18","3","2","60.0",
"Mahamadou Doucouré","mlMLI","FW,MF","Nîmes","frLigue 1","20","2000","0.5","0","0","0","0","1","0","1","0","1","0","0","0","3","0","1","0.0",
"Cheick Doukouré","ciCIV","MF,FW","Levante","esLa Liga","27","1992","1.1","1","0","0","7","3","1","0","3","4","0","0","0","7","0","3","0.0",
"Idrissa Doumbia","ciCIV","MF","Huesca","esLa Liga","22","1998","8.7","4","0","0","12","5","0","0","7","8","0","0","0","57","6","5","54.5",
"Moussa Doumbia","mlMLI","MF,FW","Reims","frLigue 1","25","1994","10.0","1","0","0","8","32","2","34","10","6","0","0","0","78","3","17","15.0",
"Souleyman Doumbia","ciCIV","DF","Angers","frLigue 1","23","1996","24.7","8","0","0","33","16","0","64","42","33","1","1","1","139","23","21","52.3",
"Aleksandar Dragović","atAUT","DF","Leverkusen","deBundesliga","29","1991","12.6","3","0","0","12","7","0","12","13","7","0","0","0","78","24","17","58.5",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","22","1997","35.0","0","1","0","1","6","0","0","1","0","0","1","0","43","6","1","85.7",
"Denis Drăguș","roROU","FW,MF","Crotone","itSerie A","21","1999","2.0","1","0","0","4","4","2","2","1","1","0","0","0","10","1","4","20.0",
"Radu Drăgușin","roROU","DF","Juventus","itSerie A","18","2002","0.0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","",
"Mouhamadou Drammeh","gmGAM","MF","Reims","frLigue 1","21","1999","1.9","1","0","0","1","4","0","0","2","0","0","0","0","7","4","6","40.0",
"Julian Draxler","deGER","MF,FW","Paris S-G","frLigue 1","26","1993","11.8","3","0","0","8","13","4","29","14","6","0","0","0","46","4","3","57.1",
"Dominick Drexler","deGER","MF,FW","Köln","deBundesliga","30","1990","13.7","1","0","0","20","23","5","37","14","26","0","0","0","83","9","13","40.9",
"Matthieu Dreyer","frFRA","GK","Lorient","frLigue 1","31","1989","15.0","1","0","0","0","1","0","0","0","0","0","0","0","20","1","0","100.0",
"Domingos Duarte","ptPOR","DF","Granada","esLa Liga","25","1995","26.3","5","1","0","22","20","0","1","29","20","0","1","0","126","46","34","57.5",
"Léo Duarte","brBRA","DF","Milan","itSerie A","24","1996","0.2","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0.0",
"Óscar Duarte","crCRC","DF","Levante","esLa Liga","31","1989","22.9","2","0","0","34","6","2","1","36","13","0","1","0","111","71","47","60.2",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","24","1995","28.3","5","1","1","41","39","0","110","67","30","0","1","0","120","45","27","62.5",
"Leo Dubois","frFRA","DF","Lyon","frLigue 1","25","1994","32.3","3","0","0","21","32","2","212","31","26","1","1","0","184","32","21","60.4",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","31","1989","13.0","0","0","0","0","5","0","0","0","0","0","0","0","18","4","0","100.0",
"Ondrej Duda","skSVK","FW,MF","Köln","deBundesliga","25","1994","28.2","8","1","1","54","55","5","133","19","14","0","0","0","148","33","62","34.7",
"Unai Dufur","esESP","DF","Eibar","esLa Liga","21","1999","0.7","0","0","0","1","0","0","0","1","2","0","0","0","4","1","1","50.0",
"Haris Duljević","baBIH","MF,FW","Nîmes","frLigue 1","26","1993","8.6","1","0","0","9","12","1","18","8","9","0","0","0","56","11","23","32.4",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","28","1991","13.9","2","0","0","9","4","0","10","16","7","0","0","0","44","39","31","55.7",
"Alfred Duncan","ghGHA","MF","Fiorentina","itSerie A","27","1993","1.8","0","0","0","2","2","0","1","2","0","0","0","0","12","2","4","33.3",
"Alfred Duncan","ghGHA","MF","Cagliari","itSerie A","27","1993","11.9","2","0","0","16","12","0","12","16","10","0","0","0","77","8","12","40.0",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","28","1991","32.6","5","2","0","22","20","2","1","32","15","0","0","1","223","78","37","67.8",
"Jimmy Dunne","ieIRL","DF","Burnley","engPremier League","22","1997","3.0","1","0","0","2","3","0","0","6","3","0","0","0","23","23","6","79.3",
"Erik Durm","deGER","DF","Eint Frankfurt","deBundesliga","28","1992","16.4","1","0","0","9","14","1","48","29","13","0","0","0","98","21","19","52.5",
"Hugo Duro","esESP","FW","Real Madrid","esLa Liga","20","1999","0.6","0","0","0","1","1","0","0","0","0","0","0","0","0","1","5","16.7",
"Jean-Kevin Duverne","htHAI","DF","Brest","frLigue 1","23","1997","22.5","4","0","0","21","15","0","10","30","21","0","2","0","112","38","50","43.2",
"Paulo Dybala","arARG","FW","Juventus","itSerie A","26","1993","12.6","0","0","0","10","29","3","65","1","8","0","0","0","32","2","9","18.2",
"Edin Džeko","baBIH","FW","Roma","itSerie A","34","1986","20.3","2","0","0","25","37","10","16","1","6","1","0","0","28","82","54","60.3",
"Steeve-Mike Ebongue","frFRA","MF","Genoa","itSerie A","19","2001","0.6","0","0","0","0","0","0","0","0","1","0","0","0","9","0","0","",
"Enzo Ebosse","cmCMR","DF","Angers","frLigue 1","21","1999","2.9","1","0","0","3","4","0","4","2","3","0","0","0","14","2","2","50.0",
"Bruno Ecuele Manga","gaGAB","DF","Dijon","frLigue 1","32","1988","38.0","3","0","0","17","26","1","2","57","38","0","1","0","257","125","65","65.8",
"Simone Edera","itITA","DF,MF","Torino","itSerie A","23","1997","0.6","0","0","0","1","1","0","5","1","1","0","0","0","3","0","0","",
"Ederson","brBRA","GK","Manchester City","engPremier League","26","1993","36.0","3","0","0","1","4","0","0","0","1","0","0","0","47","6","1","85.7",
"Kyle Edwards","engENG","MF,FW","West Brom","engPremier League","22","1998","1.3","0","0","0","1","1","0","1","1","2","0","0","0","7","0","0","",
"John Egan","ieIRL","DF","Sheffield Utd","engPremier League","27","1992","29.2","7","1","0","29","10","0","4","41","21","0","0","0","129","80","56","58.8",
"Johannes Eggestein","deGER","FW,MF","Werder Bremen","deBundesliga","22","1998","0.4","0","0","0","1","0","0","1","1","0","0","0","0","2","0","0","",
"Maximilian Eggestein","deGER","MF","Werder Bremen","deBundesliga","23","1996","32.7","5","0","0","31","39","1","17","43","42","0","0","0","169","36","45","44.4",
"Lilian Egloff","deGER","MF","Stuttgart","deBundesliga","17","2002","0.2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0.0",
"Kingsley Ehizibue","nlNED","DF","Köln","deBundesliga","25","1995","12.6","5","0","0","19","15","2","38","18","19","0","1","0","72","19","15","55.9",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","31","1989","25.5","9","0","0","49","57","0","2","49","29","0","1","0","188","34","28","54.8",
"Hugo Ekitike","frFRA","FW,MF","Reims","frLigue 1","18","2002","1.0","1","0","0","3","1","0","0","0","1","0","0","0","1","3","4","42.9",
"Anthony Elanga","seSWE","FW","Manchester Utd","engPremier League","18","2002","1.7","0","0","0","2","4","1","2","1","2","0","0","0","9","1","4","20.0",
"Niclas Eliasson","seSWE","MF,FW","Nîmes","frLigue 1","24","1995","20.0","1","0","0","25","42","4","142","23","14","0","0","0","70","19","43","30.6",
"Elif Elmas","mkMKD","MF,FW","Napoli","itSerie A","20","1999","8.2","3","0","0","10","8","1","5","2","4","0","0","0","36","2","10","16.7",
"Ahmed Elmohamady","egEGY","DF","Aston Villa","engPremier League","32","1987","9.3","2","0","0","6","3","0","39","17","13","0","0","0","63","18","9","66.7",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","28","1992","17.2","3","0","0","10","10","0","2","24","6","0","0","0","92","7","24","22.6",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","26","1994","20.9","5","0","0","22","27","1","5","15","16","0","1","1","107","62","34","64.6",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","23","1996","28.2","1","0","0","13","14","1","0","65","35","0","0","0","179","75","58","56.4",
"Rodrigo Ely","brBRA","DF","Alavés","esLa Liga","26","1993","5.2","1","0","0","8","2","0","0","7","2","0","0","0","18","14","5","73.7",
"Breel Embolo","chSUI","FW,MF","Gladbach","deBundesliga","23","1997","16.0","4","0","0","34","54","11","6","8","10","3","0","0","50","36","49","42.4",
"Emerson","brBRA","DF","Betis","esLa Liga","21","1999","33.2","9","1","0","57","73","3","90","61","52","1","1","1","165","58","35","62.4",
"Renaud Emond","beBEL","FW,MF","Nantes","frLigue 1","28","1991","3.9","1","0","0","5","13","0","2","0","0","1","0","0","6","15","26","36.6",
"Alan Empereur","brBRA","DF","Hellas Verona","itSerie A","26","1994","2.4","1","0","0","3","1","0","0","6","0","0","0","0","7","2","3","40.0",
"Youssef En-Nesyri","maMAR","FW","Sevilla","esLa Liga","23","1997","25.7","2","0","0","26","35","25","13","8","11","1","0","0","43","96","78","55.2",
"Keita Endo","jpJPN","MF,FW","Union Berlin","deBundesliga","22","1997","5.1","0","0","0","9","13","2","9","6","3","0","0","0","26","5","9","35.7",
"Wataru Endo","jpJPN","MF","Stuttgart","deBundesliga","27","1993","32.8","5","0","0","45","52","0","2","51","44","1","0","0","249","67","47","58.8",
"Sergi Enrich","esESP","FW","Eibar","esLa Liga","30","1990","15.6","1","0","0","31","19","8","8","6","15","1","0","0","57","87","92","48.6",
"Christian Eriksen","dkDEN","MF","Inter","itSerie A","28","1992","15.4","1","0","0","13","4","1","103","9","6","0","1","0","109","8","6","57.1",
"Martin Erlic","hrCRO","DF","Spezia","itSerie A","22","1998","20.0","6","0","0","37","12","0","2","41","14","0","0","0","100","44","35","55.7",
"Patrick Erras","deGER","FW,MF","Werder Bremen","deBundesliga","25","1995","0.3","0","0","0","0","0","0","0","0","0","0","0","0","3","7","4","63.6",
"Gonzalo Escalante","arARG","MF","Lazio","itSerie A","27","1993","8.1","5","0","0","14","8","0","4","19","13","0","0","0","67","12","18","40.0",
"Aarón Escandell","esESP","GK","Granada","esLa Liga","24","1995","5.0","1","0","0","0","0","0","0","0","1","0","0","0","12","1","0","100.0",
"Dani Escriche","esESP","FW,MF","Huesca","esLa Liga","22","1998","9.5","5","1","0","19","16","6","8","8","7","1","0","0","54","17","22","43.6",
"Sergio Escudero","esESP","DF","Sevilla","esLa Liga","30","1989","6.3","3","0","0","8","7","1","21","9","8","0","0","0","26","8","7","53.3",
"Alfonso Espino","uyURU","DF","Cádiz","esLa Liga","28","1992","28.9","6","0","0","33","21","3","80","41","48","0","0","0","178","36","37","49.3",
"Vicente Esquerdo","esESP","MF","Valencia","esLa Liga","21","1999","2.6","1","0","0","3","0","0","3","8","4","0","0","0","22","0","3","0.0",
"Nahuel Estévez","arARG","MF","Spezia","itSerie A","24","1995","19.6","7","0","0","33","22","0","91","20","5","0","0","0","116","13","18","41.9",
"Pervis Estupiñán","ecECU","DF","Villarreal","esLa Liga","22","1998","13.0","1","0","0","24","20","6","65","35","17","1","1","0","86","10","11","47.6",
"Yoann Etienne","frFRA","DF","Lorient","frLigue 1","23","1997","1.0","1","0","0","2","1","0","5","1","0","0","0","0","6","2","1","66.7",
"Xabier Etxeita","esESP","DF","Getafe","esLa Liga","32","1987","9.8","3","0","0","14","2","0","0","13","4","0","0","1","47","20","22","47.6",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","32","1988","27.5","7","0","0","18","12","1","0","46","12","0","0","1","190","92","36","71.9",
"Edu Expósito","esESP","MF","Eibar","esLa Liga","23","1996","27.3","4","0","0","29","27","0","84","22","30","0","0","0","206","33","34","49.3",
"Valentin Eysseric","frFRA","MF,FW","Fiorentina","itSerie A","28","1992","8.1","2","0","0","12","11","0","33","7","8","0","0","0","40","10","9","52.6",
"Eberechi Eze","engENG","MF","Crystal Palace","engPremier League","22","1998","28.4","3","0","0","18","72","1","86","24","14","0","0","0","178","12","29","29.3",
"Jokin Ezkieta","esESP","GK","Athletic Club","esLa Liga","23","1996","1.0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","35","1985","35.0","2","0","0","1","2","0","0","1","0","0","1","0","28","3","0","100.0",
"Fabinho","brBRA","DF,MF","Liverpool","engPremier League","26","1993","28.5","6","0","0","29","27","0","1","44","31","1","2","0","208","54","52","50.9",
"Fábio","brBRA","DF","Nantes","frLigue 1","30","1990","16.7","5","1","1","36","12","1","31","37","37","1","2","0","74","39","34","53.4",
"Cesc Fàbregas","esESP","MF,FW","Monaco","frLigue 1","33","1987","9.7","2","0","0","14","12","0","69","13","12","0","0","0","54","7","7","50.0",
"Bandiougou Fadiga","frFRA","FW,MF","Paris S-G","frLigue 1","19","2001","0.7","1","0","0","2","2","0","0","0","0","0","0","0","3","0","0","",
"Bandiougou Fadiga","frFRA","MF,FW","Brest","frLigue 1","19","2001","0.5","0","0","0","0","1","0","1","0","0","0","0","0","2","0","1","0.0",
"Wout Faes","beBEL","DF","Reims","frLigue 1","22","1998","32.2","13","2","1","23","15","0","0","68","22","0","2","0","163","57","39","59.4",
"Nicolò Fagioli","itITA","MF","Juventus","itSerie A","19","2001","0.2","0","0","0","1","2","0","1","0","0","0","0","0","1","1","1","50.0",
"Ralf Fährmann","deGER","GK","Schalke 04","deBundesliga","31","1988","20.8","2","0","0","0","4","0","0","1","1","0","0","0","28","7","0","100.0",
"Romain Faivre","frFRA","MF,FW","Brest","frLigue 1","22","1998","32.1","0","0","0","35","72","0","138","30","27","0","1","1","230","15","27","35.7",
"Fali","esESP","DF,MF","Cádiz","esLa Liga","26","1993","29.3","11","0","0","20","23","0","19","32","25","0","1","0","109","36","37","49.3",
"Iago Falque","esESP","MF,FW","Benevento","itSerie A","30","1990","4.0","0","0","0","0","3","0","30","0","2","0","0","0","27","1","5","16.7",
"Andri Fannar Baldursson","isISL","MF","Bologna","itSerie A","18","2002","2.4","2","0","0","7","3","1","0","3","6","0","0","0","8","3","6","33.3",
"Paolo Faragò","itITA","DF","Bologna","itSerie A","27","1993","0.3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","",
