Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","29","1991","2.2","2","0","0","3","3","0","3","3","3","0","0","0","5","5","2","71.4",
"Alfred Duncan","ghGHA","MF","Fiorentina","itSerie A","28","1993","21.5","3","0","0","22","13","0","44","10","19","0","0","0","92","9","17","34.6",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","29","1991","28.6","3","1","0","9","4","0","3","27","8","0","0","0","170","81","37","68.6",
"Erik Durm","deGER","DF","Eint Frankfurt","deBundesliga","29","1992","5.3","1","0","0","2","7","0","14","10","7","0","0","0","25","3","8","27.3",
"Hugo Duro","esESP","DF,MF","Getafe","esLa Liga","21","1999","0.1","0","0","0","1","1","0","0","0","0","0","0","0","1","2","1","66.7",
"Hugo Duro","esESP","FW,MF","Valencia","esLa Liga","21","1999","20.4","3","1","1","29","44","7","12","4","19","2","1","0","64","39","68","36.4",
"Jean-Kevin Duverne","htHAI","DF","Brest","frLigue 1","24","1997","33.4","1","0","0","35","31","3","74","53","44","0","0","1","205","38","35","52.1",
"Paulo Dybala","arARG","FW,MF","Juventus","itSerie A","27","1993","22.9","3","0","0","16","48","6","66","9","13","0","0","0","103","10","19","34.5",
"Edin Džeko","baBIH","FW","Inter","itSerie A","35","1986","27.4","2","0","0","27","39","5","35","4","8","2","0","0","81","84","74","53.2",
"Enzo Ebosse","cmCMR","DF","Angers","frLigue 1","22","1999","21.0","1","0","0","14","21","0","16","15","14","0","1","0","112","22","22","50.0",
"Tyronne Ebuehi","ngNGA","DF","Venezia","itSerie A","25","1995","12.6","1","1","0","22","4","1","28","16","12","0","0","0","61","15","18","45.5",
"Ederson","brBRA","GK","Manchester City","engPremier League","27","1993","37.0","3","0","0","1","4","0","0","0","1","0","1","0","43","10","3","76.9",
"Éderson","brBRA","MF","Salernitana","itSerie A","22","1999","12.7","5","0","0","18","34","1","5","19","18","0","0","0","62","11","17","39.3",
"Odsonne Édouard","frFRA","FW","Crystal Palace","engPremier League","23","1998","17.4","4","0","0","25","6","4","7","0","10","0","0","0","62","38","45","45.8",
"CJ Egan-Riley","engENG","DF","Manchester City","engPremier League","18","2003","0.0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","",
"Maximilian Eggestein","deGER","MF","Freiburg","deBundesliga","24","1996","24.4","2","0","0","32","26","1","11","30","28","0","0","0","145","46","51","47.4",
"Lilian Egloff","deGER","MF,DF","Stuttgart","deBundesliga","18","2002","0.3","0","0","0","2","0","0","0","0","0","0","0","0","2","1","2","33.3",
"Kingsley Ehizibue","nlNED","DF","Köln","deBundesliga","26","1995","7.6","2","0","0","15","16","0","17","9","18","0","0","0","45","13","5","72.2",
"Julian Eitschberger","deGER","DF","Hertha BSC","deBundesliga","17","2004","0.5","0","0","0","0","2","0","0","2","0","0","0","0","4","0","1","0.0",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","32","1989","18.2","11","1","1","31","39","0","2","29","28","0","0","0","144","24","17","58.5",
"Hugo Ekitike","frFRA","FW","Reims","frLigue 1","19","2002","14.1","1","1","0","18","31","12","4","6","10","2","1","0","66","26","33","44.1",
"Jurgen Ekkelenkamp","nlNED","MF,FW","Hertha BSC","deBundesliga","21","2000","8.0","1","0","0","11","5","0","3","4","3","0","0","0","48","9","17","34.6",
"Caleb Ekuban","ghGHA","FW,MF","Genoa","itSerie A","27","1994","19.1","2","0","0","22","32","2","13","9","12","0","0","0","78","36","51","41.4",
"Anthony Elanga","seSWE","FW","Manchester Utd","engPremier League","19","2002","13.5","0","0","0","8","22","3","21","9","20","0","0","0","50","24","18","57.1",
"Alberth Elis","hnHON","FW,MF","Bordeaux","frLigue 1","25","1996","15.7","2","0","0","22","23","9","28","7","10","1","0","0","46","26","41","38.8",
"Harvey Elliott","engENG","MF","Liverpool","engPremier League","18","2003","3.8","0","0","0","2","6","0","10","4","0","0","0","0","31","2","2","50.0",
"Elif Elmas","mkMKD","FW,MF","Napoli","itSerie A","21","1999","18.0","3","0","0","27","30","2","10","8","15","1","0","0","64","7","22","24.1",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","29","1992","9.0","1","0","0","5","5","0","0","14","8","0","0","0","51","6","6","50.0",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","27","1994","23.4","3","1","0","18","22","2","5","29","14","0","1","0","123","54","23","70.1",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","24","1996","27.0","3","1","0","21","21","0","0","34","24","0","0","0","158","72","38","65.5",
"Mohamed Elyounoussi","noNOR","MF,FW","Southampton","engPremier League","26","1994","22.7","4","0","0","28","18","1","29","12","17","0","0","0","82","38","46","45.2",
"Adri Embarba","esESP","FW,MF","Espanyol","esLa Liga","29","1992","22.1","4","0","0","30","43","7","192","19","29","0","0","0","108","17","31","35.4",
"Breel Embolo","chSUI","FW","Gladbach","deBundesliga","24","1997","24.1","3","0","0","41","71","20","2","6","11","2","0","0","57","35","64","35.4",
"Emerson","brBRA","DF,MF","Tottenham","engPremier League","22","1999","25.4","5","0","0","28","45","2","74","22","47","0","0","0","152","33","42","44.0",
"Emerson","brBRA","DF","Barcelona","esLa Liga","22","1999","1.0","0","0","0","3","3","0","2","2","3","0","0","0","2","0","1","0.0",
"Renaud Emond","beBEL","FW,MF","Nantes","frLigue 1","29","1991","2.1","0","0","0","3","3","0","0","0","0","0","0","0","9","5","17","22.7",
"Youssef En-Nesyri","maMAR","FW","Sevilla","esLa Liga","24","1997","14.2","1","0","0","11","10","18","5","4","5","1","0","0","28","45","51","46.9",
"Keita Endo","jpJPN","MF","Union Berlin","deBundesliga","23","1997","0.6","0","0","0","0","2","1","3","0","1","0","0","0","4","0","2","0.0",
"Wataru Endo","jpJPN","MF","Stuttgart","deBundesliga","28","1993","32.2","4","0","0","30","61","1","7","30","41","0","0","0","226","75","38","66.4",
"Christian Eriksen","dkDEN","MF","Brentford","engPremier League","29","1992","10.4","1","0","0","5","3","0","86","9","6","0","0","0","69","5","6","45.5",
"Martin Erlic","hrCRO","DF","Spezia","itSerie A","23","1998","28.6","5","0","0","28","20","0","2","28","16","2","2","0","134","55","40","57.9",
"Gonzalo Escalante","arARG","MF","Lazio","itSerie A","28","1993","0.1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","",
"Gonzalo Escalante","arARG","MF","Alavés","esLa Liga","28","1993","14.4","8","1","1","25","23","3","3","21","14","1","0","0","93","34","23","59.6",
"Aarón Escandell","esESP","GK","Granada","esLa Liga","25","1995","3.2","1","1","0","0","1","0","0","0","0","0","0","0","4","0","0","",
"Sergio Escudero","esESP","DF,MF","Granada","esLa Liga","31","1989","15.9","6","0","0","14","20","5","30","26","24","0","1","0","90","33","36","47.8",
"Alfonso Espino","uyURU","DF","Cádiz","esLa Liga","29","1992","37.0","6","0","0","50","43","6","150","54","63","0","1","0","278","46","54","46.0",
"Michael Esser","deGER","GK","Bochum","deBundesliga","33","1987","3.0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","100.0",
"Estanis","esESP","FW","Barcelona","esLa Liga","17","2003","0.1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0.0",
"Maxime Estève","frFRA","DF","Montpellier","frLigue 1","19","2002","20.6","2","0","0","10","6","0","0","22","18","0","0","0","92","32","27","54.2",
"Pervis Estupiñán","ecECU","DF","Villarreal","esLa Liga","23","1998","17.5","3","0","0","24","11","11","73","25","22","0","1","0","126","23","19","54.8",
"Oghenekaro Etebo","ngNGA","MF","Watford","engPremier League","25","1995","4.5","3","0","0","8","3","0","2","5","8","0","0","0","31","3","1","75.0",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","33","1988","15.0","3","0","0","15","11","0","3","20","14","0","0","0","105","48","17","73.8",
"Eberechi Eze","engENG","MF,FW","Crystal Palace","engPremier League","23","1998","6.7","1","0","0","5","12","0","27","5","6","0","0","0","38","7","13","35.0",
"Abde Ezzalzouli","maMAR","FW","Barcelona","esLa Liga","19","2001","6.4","4","0","0","17","15","2","15","9","9","0","0","0","29","3","7","30.0",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","36","1985","37.0","2","0","0","1","7","0","0","0","0","0","1","0","21","11","0","100.0",
"Fabinho","brBRA","MF","Liverpool","engPremier League","27","1993","25.7","7","0","0","40","28","0","6","39","25","0","0","0","193","43","24","64.2",
"Fábio","brBRA","DF","Nantes","frLigue 1","31","1990","18.5","8","1","0","30","19","1","35","35","40","0","2","0","107","30","30","50.0",
"Cesc Fàbregas","esESP","MF","Monaco","frLigue 1","34","1987","0.4","0","0","0","1","2","0","5","1","0","0","0","0","4","0","0","",
"Wout Faes","beBEL","DF","Reims","frLigue 1","23","1998","37.0","2","0","0","21","24","0","3","53","24","0","2","0","199","38","32","54.3",
"Wahid Faghir","dkDEN","FW","Stuttgart","deBundesliga","18","2003","1.4","0","0","0","0","3","2","0","0","0","0","0","0","2","4","4","50.0",
"Romain Faivre","frFRA","FW,MF","Lyon","frLigue 1","23","1998","9.9","0","0","0","14","17","1","61","3","4","0","0","0","55","2","1","66.7",
"Romain Faivre","frFRA","MF","Brest","frLigue 1","23","1998","19.9","1","0","0","15","27","1","115","13","18","0","0","0","110","6","14","30.0",
"Radamel Falcao","coCOL","FW","Rayo Vallecano","esLa Liga","35","1986","9.3","1","0","0","17","18","15","4","2","1","0","0","0","17","27","33","45.0",
"Diego Falcinelli","itITA","FW","Bologna","itSerie A","30","1991","0.7","0","0","0","2","4","0","0","1","2","0","0","0","5","5","6","45.5",
"Wladimiro Falcone","itITA","GK","Sampdoria","itSerie A","26","1995","9.5","2","0","0","0","1","0","0","1","0","0","0","0","8","3","0","100.0",
"Fali","esESP","DF,MF","Cádiz","esLa Liga","27","1993","20.0","6","0","0","19","11","0","11","24","19","0","0","0","110","31","26","54.4",
"Paolo Faragò","itITA","MF","Cagliari","itSerie A","28","1993","0.2","0","0","0","0","0","0","0","0","1","0","0","0","4","1","1","50.0",
"Omar Faraj","psPLE","FW","Levante","esLa Liga","19","2002","0.0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","1","0.0",
"Davide Faraoni","itITA","DF","Hellas Verona","itSerie A","29","1991","28.6","8","1","1","27","34","5","82","23","40","0","1","0","193","45","50","47.4",
"Mohamed Fares","dzALG","DF,FW","Genoa","itSerie A","25","1996","6.5","2","0","0","10","6","0","24","8","2","0","0","0","43","9","14","39.1",
"Diego Farias","brBRA","MF,FW","Cagliari","itSerie A","31","1990","0.7","0","0","0","0","0","0","2","0","1","0","0","0","5","1","2","33.3",
"Wuilker Faríñez","veVEN","GK","Lens","frLigue 1","23","1998","12.3","0","0","0","0","0","0","0","0","0","0","0","0","20","1","0","100.0",
"Ömer Faruk Beyaz","trTUR","DF,MF","Stuttgart","deBundesliga","17","2003","0.8","0","0","0","0","0","0","2","2","3","0","0","0","5","0","1","0.0",
"Noah Fatar","frFRA","DF,MF","Angers","frLigue 1","19","2002","0.1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","",
"Ansu Fati","esESP","FW","Barcelona","esLa Liga","18","2002","3.7","0","0","0","9","12","3","3","1","2","1","0","0","10","1","3","25.0",
"Julien Faussurier","frFRA","MF,DF","Brest","frLigue 1","34","1987","5.4","1","0","0","5","7","5","38","5","6","0","0","0","36","5","5","50.0",
"Andrea Favilli","itITA","FW","Genoa","itSerie A","24","1997","0.4","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","",
"Federico Fazio","arARG","DF","Salernitana","itSerie A","34","1987","15.9","3","1","1","16","15","1","6","27","11","0","2","0","84","54","22","71.1",
"Aleix Febas","esESP","MF","Mallorca","esLa Liga","25","1996","1.3","1","0","0","2","5","0","0","0","1","0","0","0","9","1","2","33.3",
"Adrian Fein","deGER","MF","Greuther Fürth","deBundesliga","22","1999","0.4","0","0","0","1","0","0","0","2","0","0","0","0","2","0","0","",
"Nabil Fekir","frFRA","MF","Betis","esLa Liga","28","1993","31.0","7","1","0","65","92","9","173","7","29","0","0","0","106","26","48","35.1",
"Felipe","brBRA","DF","Atlético Madrid","esLa Liga","32","1989","16.7","5","1","0","21","14","2","0","28","15","0","0","0","100","45","29","60.8",
"Luiz Felipe","itITA","DF","Lazio","itSerie A","24","1997","27.7","9","1","0","28","16","0","2","33","23","1","0","0","133","43","42","50.6",
"João Félix","ptPOR","FW,MF","Atlético Madrid","esLa Liga","21","1999","14.0","3","1","1","15","57","9","18","7","2","0","0","0","31","19","18","51.4",
"Ohis Felix Uduokhai","deGER","DF","Augsburg","deBundesliga","23","1997","8.7","1","0","0","6","7","0","4","9","6","0","0","0","42","23","12","65.7",
"Kiko Femenía","esESP","DF","Watford","engPremier League","30","1991","23.8","2","0","0","12","13","2","106","37","22","0","0","0","135","12","14","46.2",
"Evan Ferguson","ieIRL","MF","Brighton","engPremier League","16","2004","0.3","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","0.0",
"Nathan Ferguson","engENG","DF","Crystal Palace","engPremier League","20","2000","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Bruno Fernandes","ptPOR","MF","Manchester Utd","engPremier League","26","1994","34.6","10","0","0","33","47","3","148","17","28","0","0","0","180","19","30","38.8",
"Edimilson Fernandes","chSUI","MF,FW","Arminia","deBundesliga","25","1996","3.1","0","0","0","3","1","0","14","2","0","0","0","0","23","5","3","62.5",
"Aitor Fernández","esESP","GK","Levante","esLa Liga","30","1991","13.0","1","1","0","1","2","0","0","0","1","0","0","0","20","1","0","100.0",
"Álex Fernández","esESP","MF","Cádiz","esLa Liga","28","1992","22.8","2","0","0","15","23","2","69","30","31","0","0","0","164","18","30","37.5",
"Álvaro Fernández","esESP","GK","Brentford","engPremier League","23","1998","12.0","0","0","0","0","3","0","0","0","0","0","0","1","18","2","2","50.0",
"Federico Fernández","arARG","DF","Newcastle Utd","engPremier League","32","1989","5.8","0","0","0","1","2","0","1","4","0","0","0","0","24","10","5","66.7",
"Fernandinho","brBRA","MF,DF","Manchester City","engPremier League","36","1985","10.7","1","0","0","14","10","0","2","8","10","0","0","0","85","22","15","59.5",
"Fernando","brBRA","MF,DF","Sevilla","esLa Liga","34","1987","20.6","6","0","0","16","11","1","1","29","17","0","0","0","131","35","45","43.8",
"Alex Ferrari","itITA","DF","Sampdoria","itSerie A","27","1994","18.3","4","0","0","29","24","0","7","39","22","0","1","0","109","23","21","52.3",
"Salvador Ferrer","esESP","DF,MF","Spezia","itSerie A","23","1998","16.6","3","0","0","13","10","0","44","18","18","0","0","0","82","34","23","59.6",
"Jordan Ferri","frFRA","MF","Montpellier","frLigue 1","29","1992","32.3","13","1","1","49","72","0","39","30","35","0","1","0","300","17","34","33.3",
"Riccardo Fiamozzi","itITA","DF","Empoli","itSerie A","28","1993","6.9","1","0","0","3","7","0","11","7","5","0","1","0","42","4","6","40.0",
"Fidel","esESP","MF","Elche","esLa Liga","31","1989","25.1","9","0","0","26","29","7","118","7","23","0","1","0","141","6","21","22.2",
"Karol Fila","plPOL","DF","Strasbourg","frLigue 1","23","1998","6.2","3","0","0","8","9","0","24","4","8","0","0","0","32","7","7","50.0",
"Alfreð Finnbogason","isISL","FW","Augsburg","deBundesliga","32","1989","3.2","0","0","0","3","1","1","2","2","1","0","0","0","9","4","4","50.0",
"Luca Fiordilino","itITA","MF","Venezia","itSerie A","25","1996","7.3","2","0","0","5","10","2","9","11","13","0","0","0","50","9","3","75.0",
"Vincenzo Fiorillo","itITA","GK","Salernitana","itSerie A","31","1990","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.0",
"Roberto Firmino","brBRA","FW","Liverpool","engPremier League","29","1991","11.0","3","0","0","7","6","3","8","4","14","0","0","0","53","14","27","34.1",
"Junior Firpo","doDOM","DF,MF","Leeds United","engPremier League","24","1996","19.0","11","0","0","39","15","1","26","24","29","0","0","1","89","27","19","58.7",
"Mark Flekken","nlNED","GK","Freiburg","deBundesliga","28","1993","32.0","0","0","0","0","1","0","0","2","0","0","0","0","70","4","0","100.0",
"Ashley Fletcher","engENG","FW","Watford","engPremier League","25","1995","0.3","0","0","0","1","0","0","1","0","1","0","0","0","2","1","7","12.5",
"Alexis Flips","frFRA","MF,DF","Reims","frLigue 1","21","2000","11.7","2","0","0","18","12","1","88","24","21","0","0","0","88","8","20","28.6",
"Alessandro Florenzi","itITA","DF,FW","Milan","itSerie A","30","1991","12.8","2","0","0","10","8","3","56","27","14","0","0","0","79","9","9","50.0",
"Phil Foden","engENG","FW","Manchester City","engPremier League","21","2000","23.6","1","0","0","15","23","14","132","11","8","0","0","0","83","5","27","15.6",
"Mamadou Fofana","mlMLI","DF","Metz","frLigue 1","23","1998","0.4","0","0","0","0","0","0","0","1","1","0","0","0","2","0","1","0.0",
"Seko Fofana","ciCIV","MF","Lens","frLigue 1","26","1995","37.3","2","0","0","27","45","5","41","26","19","0","0","0","210","15","13","53.6",
"Wesley Fofana","frFRA","DF","Leicester City","engPremier League","20","2000","7.0","2","0","0","7","7","0","0","12","8","0","0","0","43","20","10","66.7",
"Youssouf Fofana","frFRA","MF","Monaco","frLigue 1","22","1999","24.3","4","0","0","33","25","0","6","32","43","0","1","0","175","14","10","58.3",
"Thomas Foket","beBEL","DF,FW","Reims","frLigue 1","26","1994","24.8","5","0","0","26","27","5","64","33","19","1","0","0","135","15","19","44.1",
"Thomas Fontaine","mgMAD","DF","Lorient","frLigue 1","30","1991","1.9","1","0","0","4","1","0","0","2","0","0","0","0","8","2","4","33.3",
"José Fontán","esESP","DF","Celta Vigo","esLa Liga","21","2000","3.1","3","0","0","10","0","0","5","10","3","0","1","0","17","4","2","66.7",
"José Fonte","ptPOR","DF","Lille","frLigue 1","37","1983","38.0","4","0","0","23","8","1","6","44","12","0","0","0","205","87","42","67.4",
"Fernando Forestieri","itITA","FW,MF","Udinese","itSerie A","31","1990","0.6","1","0","0","3","4","0","4","0","0","0","0","0","0","0","2","0.0",
"Pablo Fornals","esESP","FW,MF","West Ham","engPremier League","25","1996","31.1","4","0","0","24","28","6","87","27","28","1","0","0","182","23","30","43.4",
"Emil Forsberg","seSWE","MF","RB Leipzig","deBundesliga","29","1991","19.0","2","0","0","11","22","4","38","2","12","0","0","0","58","9","18","33.3",
"Adam Forshaw","engENG","MF","Leeds United","engPremier League","29","1991","17.0","5","0","0","26","15","2","5","19","23","0","0","0","119","11","11","50.0",
"Marcus Forss","fiFIN","FW,MF","Brentford","engPremier League","22","1999","2.3","0","0","0","3","1","0","1","1","3","0","0","0","4","2","7","22.2",
"Fraser Forster","engENG","GK","Southampton","engPremier League","33","1988","19.0","1","0","0","0","3","0","0","0","0","0","0","0","7","7","0","100.0",
"Philipp Förster","deGER","MF,FW","Stuttgart","deBundesliga","26","1995","10.7","4","0","0","15","9","2","8","3","13","0","0","0","58","10","11","47.6",
"Francesco Forte","itITA","FW","Venezia","itSerie A","28","1993","4.7","3","0","0","11","7","2","2","0","2","0","0","0","14","18","16","52.9",
"Steven Fortes","cvCPV","DF","Lens","frLigue 1","29","1992","1.0","0","0","0","2","0","0","0","0","0","0","0","0","4","1","0","100.0",
"Ben Foster","engENG","GK","Watford","engPremier League","38","1983","26.0","0","0","0","1","4","0","0","0","0","0","1","0","54","5","3","62.5",
"Tariqe Fosu","ghGHA","DF","Brentford","engPremier League","25","1995","0.2","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0.0",
"Timothy Fosu-Mensah","nlNED","DF","Leverkusen","deBundesliga","23","1998","1.6","0","0","0","1","0","0","4","2","3","0","0","0","14","2","3","40.0",
"Dimitri Foulquier","frFRA","DF","Granada","esLa Liga","28","1993","2.0","0","0","0","1","3","0","7","1","0","0","0","0","4","1","3","25.0",
"Dimitri Foulquier","frFRA","DF","Valencia","esLa Liga","28","1993","26.0","11","0","0","39","40","1","60","29","17","1","1","0","164","20","22","47.6",
"Juan Foyth","arARG","DF","Villarreal","esLa Liga","23","1998","21.4","6","1","1","39","22","0","7","20","49","0","1","0","125","36","24","60.0",
"Gianluca Frabotta","itITA","DF,MF","Hellas Verona","itSerie A","22","1999","0.2","0","0","0","2","0","0","3","1","0","0","0","0","2","1","2","33.3",
"Raphael Framberger","deGER","DF","Augsburg","deBundesliga","25","1995","9.4","3","0","0","17","8","0","36","9","19","0","1","0","44","9","12","42.9",
"Przemysław Frankowski","plPOL","DF","Lens","frLigue 1","26","1995","27.2","5","0","0","36","9","2","71","28","39","0","1","0","130","12","11","52.2",
"Enric Franquesa","esESP","DF,FW","Levante","esLa Liga","24","1997","6.9","1","0","0","7","7","1","10","7","3","0","0","0","28","8","7","53.3",
"Fransérgio","brBRA","MF","Bordeaux","frLigue 1","30","1990","14.0","7","0","0","26","12","0","6","23","10","0","1","0","78","27","32","45.8",
"Ryan Fraser","sctSCO","FW,MF","Newcastle Utd","engPremier League","27","1994","16.3","3","0","0","10","24","2","88","11","3","0","0","0","61","5","22","18.5",
"Davide Frattesi","itITA","MF","Sassuolo","itSerie A","21","1999","31.7","6","0","0","46","57","0","14","29","16","2","1","1","143","26","40","39.4",
"Fred","brBRA","MF","Manchester Utd","engPremier League","28","1993","22.5","5","0","0","31","30","0","3","32","27","1","0","1","197","15","13","53.6",
"Ryan Fredericks","engENG","DF","West Ham","engPremier League","28","1992","3.4","1","0","0","3","1","0","9","4","2","0","0","0","11","3","2","60.0",
"Morten Frendrup","dkDEN","DF,MF","Genoa","itSerie A","20","2001","7.7","1","0","0","10","4","0","8","17","24","0","0","0","70","12","10","54.5",
"Remo Freuler","chSUI","MF","Atalanta","itSerie A","29","1992","26.3","10","0","0","43","28","0","25","35","39","0","1","1","186","20","24","45.5",
"Marvin Friedrich","deGER","DF","Gladbach","deBundesliga","25","1995","6.7","1","0","0","4","2","1","0","5","8","0","1","0","38","19","8","70.4",
"Marvin Friedrich","deGER","DF","Union Berlin","deBundesliga","25","1995","13.0","4","1","1","12","2","0","5","23","5","0","0","1","79","39","32","54.9",
"Jeremie Frimpong","nlNED","DF","Leverkusen","deBundesliga","20","2000","22.8","6","0","0","17","45","1","58","17","18","0","1","1","120","19","18","51.4",
"Christian Früchtl","deGER","GK","Bayern Munich","deBundesliga","21","2000","0.1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Jorge de Frutos","esESP","MF,FW","Levante","esLa Liga","24","1997","19.6","4","0","0","39","21","13","69","12","15","0","2","0","96","7","16","30.4",
"Leo Fuhr Hjelde","noNOR","MF,DF","Leeds United","engPremier League","17","2003","1.7","0","0","0","1","0","0","3","4","4","0","0","0","9","3","2","60.0",
"Chris Führich","deGER","FW,MF","Stuttgart","deBundesliga","23","1998","19.0","3","0","0","9","19","2","61","8","16","0","0","0","107","3","12","20.0",
"Angelo Fulgini","frFRA","MF,FW","Angers","frLigue 1","24","1996","32.5","6","0","0","36","84","5","69","22","25","0","0","0","137","33","41","44.6",
"Marius Funk","deGER","GK","Greuther Fürth","deBundesliga","25","1996","8.0","0","0","0","1","1","0","0","0","0","0","1","0","19","3","0","100.0",
"Stephan Fürstner","deGER","MF","Mainz 05","deBundesliga","33","1987","0.1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Matteo Gabbia","itITA","DF","Milan","itSerie A","21","1999","6.0","3","0","0","7","2","0","0","8","3","0","0","0","25","13","8","61.9",
"Manolo Gabbiadini","itITA","FW,MF","Sampdoria","itSerie A","29","1991","12.7","3","0","0","12","16","6","24","3","4","0","0","0","37","16","32","33.3",
"Mijat Gaćinović","rsSRB","FW,MF","Hoffenheim","deBundesliga","26","1995","1.2","1","0","0","4","1","0","0","1","3","0","0","0","3","3","3","50.0",
"Gianluca Gaetano","itITA","MF","Napoli","itSerie A","21","2000","0.2","0","0","0","1","1","0","0","2","1","0","0","0","3","2","2","50.0",
"Luca Gagliano","itITA","FW,DF","Cagliari","itSerie A","21","2000","0.1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0.0",
"Roberto Gagliardini","itITA","MF","Inter","itSerie A","27","1994","7.2","2","0","0","24","16","0","5","9","6","0","0","0","40","14","14","50.0",
"Riccardo Gagliolo","seSWE","DF","Salernitana","itSerie A","31","1990","12.6","2","0","0","8","12","0","15","28","12","0","0","0","68","14","11","56.0",
"Javi Galán","esESP","DF","Celta Vigo","esLa Liga","26","1994","36.6","8","0","0","54","75","11","173","45","66","0","0","0","234","25","48","34.2",
"Iñigo Ruiz de Galarreta","esESP","MF","Mallorca","esLa Liga","27","1993","15.3","4","0","0","25","33","0","14","20","21","0","0","0","109","18","12","60.0",
"Nicolas Galazzi","itITA","MF","Venezia","itSerie A","20","2000","0.2","0","0","0","2","0","0","3","0","1","0","0","0","0","0","1","0.0",
"Pablo Galdames Millán","clCHI","MF","Genoa","itSerie A","24","1996","11.4","2","0","0","20","11","3","31","8","12","0","0","0","78","6","15","28.6",
"Thiago Galhardo","brBRA","FW,MF","Celta Vigo","esLa Liga","32","1989","12.8","5","0","0","21","13","16","9","6","6","0","0","0","31","48","66","42.1",
"Conor Gallagher","engENG","MF","Crystal Palace","engPremier League","21","2000","31.6","10","0","0","65","65","2","128","29","38","1","0","0","187","23","37","38.3",
"Gauthier Gallon","frFRA","GK","Troyes","frLigue 1","28","1993","31.0","2","0","0","0","7","0","0","2","0","0","0","0","33","2","1","66.7",
"Cristian Gamboa","crCRC","DF","Bochum","deBundesliga","31","1989","19.1","6","0","0","21","11","2","32","32","36","0","0","0","153","20","9","69.0",
"Kévin Gameiro","frFRA","FW","Strasbourg","frLigue 1","34","1987","26.5","0","0","0","16","17","14","16","6","10","1","0","0","81","10","48","17.2",
"Idrissa Gana Gueye","snSEN","MF","Paris S-G","frLigue 1","31","1989","18.2","4","0","0","38","16","1","2","24","36","0","0","0","127","8","15","34.8",
"Ignatius Ganago","cmCMR","FW","Lens","frLigue 1","22","1999","11.4","2","0","0","9","10","10","3","2","2","0","0","0","27","19","30","38.8",
"Silvère Ganvoula M'Boussy","cgCGO","FW","Bochum","deBundesliga","25","1996","1.7","0","0","0","2","1","6","0","0","0","0","0","0","5","22","8","73.3",
"Álvaro García","esESP","FW,MF","Rayo Vallecano","esLa Liga","28","1992","33.3","6","0","0","23","25","11","194","42","23","0","0","0","187","5","23","17.9",
"Dani García","esESP","MF","Athletic Club","esLa Liga","31","1990","24.2","9","0","0","44","22","1","4","24","22","0","0","0","132","33","33","50.0",
"David García","esESP","DF","Osasuna","esLa Liga","27","1994","34.5","8","0","0","53","21","0","0","52","14","0","1","0","221","134","42","76.1",
"Eric García","esESP","DF","Barcelona","esLa Liga","20","2001","22.7","5","1","0","34","5","2","2","44","18","0","1","0","95","32","21","60.4",
"Fran Garcia","esESP","DF","Rayo Vallecano","esLa Liga","21","1999","33.6","4","0","0","24","15","2","128","45","35","0","0","0","210","25","37","40.3",
"Joan García","esESP","GK","Espanyol","esLa Liga","20","2001","1.2","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","",
"Manu García","esESP","MF","Alavés","esLa Liga","23","1998","12.0","3","0","0","24","33","0","43","13","9","0","0","0","81","3","10","23.1",
"Raúl García","esESP","FW","Athletic Club","esLa Liga","35","1986","20.0","3","0","0","49","32","12","20","9","17","0","0","0","62","57","66","46.3",
"Rubén García","esESP","MF,FW","Osasuna","esLa Liga","28","1993","26.4","1","0","0","37","28","8","199","24","26","0","1","0","139","28","44","38.9",
"Saúl García","esESP","MF","Alavés","esLa Liga","26","1994","0.0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","",
