Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Sergio Agüero","arARG","FW","Manchester City","engPremier League","29","1988","21.8","2","0","0","10","17","16","16","6","6","0","0","0","59","10","19","34.5",
"Ruben Aguilar","frFRA","DF","Montpellier","frLigue 1","24","1993","27.3","2","0","0","29","49","3","95","37","50","0","0","0","174","28","35","44.4",
"Matías Aguirregaray","uyURU","DF","Las Palmas","esLa Liga","28","1989","12.8","3","0","0","19","21","1","19","24","20","0","0","0","87","14","17","45.2",
"Jean-Eudes Aholou","ciCIV","MF","Strasbourg","frLigue 1","23","1994","33.4","4","0","0","46","49","1","5","75","34","0","0","0","261","48","47","50.5",
"Ailton","brBRA","DF,MF","Stuttgart","deBundesliga","22","1995","1.2","0","0","0","3","3","0","3","2","5","0","0","0","9","4","2","66.7",
"Youssef Aït Bennasser","maMAR","MF","Caen","frLigue 1","21","1996","22.7","4","0","0","20","26","0","11","32","28","0","0","0","207","23","32","41.8",
"Arlind Ajeti","alALB","DF","Crotone","itSerie A","23","1993","14.1","7","0","0","19","6","0","0","34","23","0","1","0","75","20","27","42.6",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","22","1995","10.0","2","0","0","9","4","0","1","7","15","0","0","0","35","14","15","48.3",
"Nathan Aké","nlNED","DF","Bournemouth","engPremier League","22","1995","37.3","5","0","0","27","19","2","5","48","32","0","0","0","178","104","89","53.9",
"Ager Aketxe","esESP","MF","Athletic Club","esLa Liga","23","1993","0.4","1","0","0","1","0","0","7","1","1","0","0","0","6","0","1","0.0",
"Chadrac Akolo","cdCOD","MF,FW","Stuttgart","deBundesliga","22","1995","12.2","2","0","0","13","12","8","14","5","14","0","0","0","43","10","25","28.6",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","22","1995","18.8","1","0","0","22","17","1","6","22","39","0","0","1","91","27","21","56.3",
"David Alaba","atAUT","DF","Bayern Munich","deBundesliga","25","1992","17.2","1","0","0","9","6","2","94","10","14","0","0","0","85","15","17","46.9",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","24","1992","17.2","4","1","0","40","41","14","3","4","10","1","0","0","38","47","92","33.8",
"David Alba","esESP","DF","Getafe","esLa Liga","18","1999","0.7","0","0","0","3","0","0","0","0","1","0","0","0","3","1","2","33.3",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","28","1989","30.5","7","0","0","35","21","16","46","68","42","0","0","0","189","15","21","41.7",
"Raúl Albentosa","esESP","DF","La Coruña","esLa Liga","28","1988","19.4","5","0","0","15","14","1","2","26","6","0","1","0","73","39","18","68.4",
"Luis Alberto","esESP","FW,MF","Lazio","itSerie A","24","1992","29.7","5","0","0","19","36","3","213","16","28","1","0","0","145","13","25","34.2",
"Raúl Albiol","esESP","DF","Napoli","itSerie A","31","1985","30.5","7","0","0","28","18","2","3","32","19","0","0","0","216","92","51","64.3",
"Miiko Albornoz","clCHI","DF,MF","Hannover 96","deBundesliga","26","1990","7.8","1","0","0","9","14","0","23","5","20","0","0","0","31","10","17","37.0",
"Marc Albrighton","engENG","MF,FW","Leicester City","engPremier League","27","1989","28.2","5","1","0","20","26","2","217","27","33","0","1","0","172","11","15","42.3",
"Paco Alcácer","esESP","MF,FW","Barcelona","esLa Liga","23","1993","7.7","0","0","0","2","9","7","6","11","3","0","0","0","28","7","17","29.2",
"Pedro Alcalá","esESP","DF","Girona","esLa Liga","28","1989","7.7","4","0","0","11","3","2","4","14","5","0","0","0","26","19","11","63.3",
"Thiago Alcántara","esESP","MF,FW","Bayern Munich","deBundesliga","26","1991","13.9","3","0","0","24","14","1","13","27","35","1","0","0","77","21","17","55.3",
"David Alcibiade","frFRA","DF","Nantes","frLigue 1","25","1991","2.3","0","0","0","2","2","1","5","7","5","0","0","0","10","5","1","83.3",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","28","1989","13.1","3","0","0","8","1","0","7","4","13","0","0","0","57","14","29","32.6",
"Steve Aldo One","cmCMR","DF","La Coruña","esLa Liga","22","1995","1.0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","0","100.0",
"Álex Alegría","esESP","FW","Levante","esLa Liga","24","1992","7.0","1","0","0","16","18","5","2","4","5","0","0","0","16","24","24","50.0",
"Iván Alejo","esESP","MF,FW","Eibar","esLa Liga","22","1995","12.2","5","0","0","25","45","3","109","5","16","0","0","0","67","10","13","43.5",
"Alexander","arARG","MF,FW","Leganés","esLa Liga","28","1988","11.8","1","0","0","19","18","8","40","22","11","1","0","0","56","2","4","33.3",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","18","1998","17.5","3","0","0","12","1","3","102","28","25","0","0","0","133","5","17","22.7",
"Alexis","esESP","DF","Alavés","esLa Liga","31","1985","24.3","6","0","0","20","14","2","6","30","24","0","0","1","112","28","18","60.9",
"Alisson","brBRA","GK","Roma","itSerie A","24","1992","37.0","1","0","0","1","3","0","0","2","0","0","0","0","69","7","0","100.0",
"Allan","brBRA","MF","Napoli","itSerie A","26","1991","31.7","2","0","0","37","47","0","29","28","68","0","0","0","244","11","33","25.0",
"Joe Allen","wlsWAL","MF","Stoke City","engPremier League","27","1990","34.9","8","0","0","49","49","0","37","58","62","0","0","0","244","36","59","37.9",
"Dele Alli","engENG","MF,FW","Tottenham","engPremier League","21","1996","32.9","7","0","0","43","84","5","18","19","30","1","0","0","181","28","49","36.4",
"Júnior Alonso","pyPAR","DF","Lille","frLigue 1","24","1993","30.9","3","0","0","34","9","0","7","56","31","0","0","1","219","91","43","67.9",
"José Alonso Lara","esESP","MF","Sevilla","esLa Liga","17","2000","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Marcos Alonso","esESP","DF,MF","Chelsea","engPremier League","26","1990","31.7","6","0","0","26","31","8","96","47","33","0","0","0","193","59","52","53.2",
"Ricky Álvarez","arARG","MF","Sampdoria","itSerie A","29","1988","3.0","0","0","0","5","4","0","21","2","2","0","0","0","15","6","8","42.9",
"Sergio Álvarez","esESP","GK","Celta Vigo","esLa Liga","30","1986","16.4","0","0","0","0","5","0","0","0","0","0","0","0","25","5","1","83.3",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","22","1995","7.5","2","0","0","12","10","0","1","11","7","0","0","0","66","13","12","52.0",
"Dani Alves","brBRA","DF","Paris S-G","frLigue 1","34","1983","22.9","7","1","0","38","34","4","99","28","57","0","0","0","160","16","19","45.7",
"Ibrahim Amadou","frFRA","MF,DF","Lille","frLigue 1","24","1993","26.7","3","1","0","23","17","0","4","41","29","0","1","0","177","33","27","55.0",
"Eloi Amagat","esESP","MF","Girona","esLa Liga","32","1985","0.2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","",
"Morgan Amalfitano","frFRA","MF,FW","Rennes","frLigue 1","32","1985","8.3","2","2","1","8","14","0","19","4","5","0","0","0","39","2","12","14.3",
"Romain Amalfitano","frFRA","MF","Dijon","frLigue 1","27","1989","30.0","5","0","0","35","52","0","20","85","37","0","0","0","228","13","29","31.0",
"Daniel Amartey","ghGHA","DF","Leicester City","engPremier League","22","1994","5.4","2","1","1","5","7","0","0","7","4","0","0","0","30","10","7","58.8",
"Jordi Amat","idIDN","DF,MF","Betis","esLa Liga","25","1992","22.7","7","2","1","38","10","0","0","38","23","0","2","1","112","29","30","49.2",
"Amath","snSEN","MF,FW","Getafe","esLa Liga","21","1996","31.8","9","0","0","72","62","10","21","33","53","0","0","0","183","19","47","28.8",
"Jordan Amavi","frFRA","DF","Marseille","frLigue 1","23","1994","24.4","7","0","0","30","22","1","60","45","35","0","1","0","170","42","21","66.7",
"Stephan Ambrosius","ghGHA","DF","Hamburger SV","deBundesliga","18","1998","0.5","0","0","0","0","0","1","0","1","0","0","0","0","3","0","2","0.0",
"Kelvin Amian","frFRA","DF","Toulouse","frLigue 1","19","1998","35.0","3","1","0","28","15","0","43","45","43","0","1","0","155","36","38","48.6",
"Nadiem Amiri","deGER","MF","Hoffenheim","deBundesliga","20","1996","19.4","4","0","0","42","38","3","49","17","26","0","0","0","106","6","14","30.0",
"Ethan Ampadu","wlsWAL","DF","Chelsea","engPremier League","16","2000","0.1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","33.3",
"Nordin Amrabat","maMAR","FW","Watford","engPremier League","30","1987","2.2","0","0","0","6","2","2","9","0","3","0","0","0","8","3","6","33.3",
"Nordin Amrabat","maMAR","FW,MF","Leganés","esLa Liga","30","1987","18.0","6","1","1","54","36","25","61","5","10","0","1","0","76","12","23","34.3",
"Jon Ander Serantes","esESP","GK","Leganés","esLa Liga","27","1989","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0",
"Joachim Andersen","dkDEN","DF","Sampdoria","itSerie A","21","1996","6.1","0","0","0","3","4","0","0","9","3","0","0","0","33","17","2","89.5",
"Felipe Anderson","brBRA","FW,MF","Lazio","itSerie A","24","1993","12.9","0","0","0","9","15","0","74","11","21","0","0","0","72","3","12","20.0",
"Florin Andone","roROU","FW","La Coruña","esLa Liga","24","1993","18.2","6","0","0","59","19","17","17","3","7","0","0","0","50","32","70","31.4",
"Nícolas Andrade","brBRA","GK","Hellas Verona","itSerie A","29","1988","36.0","2","1","0","2","11","0","0","2","1","0","1","0","39","6","1","85.7",
"Benjamin André","frFRA","MF","Rennes","frLigue 1","26","1990","33.5","11","1","1","72","48","1","21","57","54","0","0","0","259","187","151","55.3",
"Marco Andreolli","itITA","DF","Cagliari","itSerie A","31","1986","20.3","5","0","0","29","8","0","4","30","17","0","0","0","58","45","27","62.5",
"Yoann Andreu","frFRA","DF","Angers","frLigue 1","28","1989","23.0","4","0","0","21","15","0","59","37","30","0","0","0","145","31","23","57.4",
"Miguel Ángel Guerrero","esESP","FW","Leganés","esLa Liga","27","1990","16.0","3","0","0","36","23","13","1","9","5","0","0","0","37","42","41","50.6",
"José Ángel","esESP","DF","Eibar","esLa Liga","27","1989","27.0","4","0","0","20","17","1","226","38","44","0","0","0","187","36","29","55.4",
"Miguel Ángel Moyá","esESP","GK","Real Sociedad","esLa Liga","33","1984","8.5","0","0","0","1","0","0","0","2","0","0","1","0","22","2","0","100.0",
"Miguel Ángel Rubio","esESP","DF","Getafe","esLa Liga","19","1998","0.3","0","0","0","1","1","0","0","0","0","0","0","0","2","3","1","75.0",
"Gabriele Angella","itITA","DF","Udinese","itSerie A","28","1989","9.9","3","0","0","18","4","0","2","21","13","0","3","0","56","30","13","69.8",
"Cristian Ansaldi","arARG","DF","Torino","itSerie A","30","1986","20.8","7","1","1","26","36","0","78","20","33","1","1","0","121","5","13","27.8",
"Luca Antei","itITA","DF","Benevento","itSerie A","25","1992","6.6","1","1","0","10","7","0","1","26","14","0","0","0","28","7","4","63.6",
"Mirco Antenucci","itITA","FW","SPAL","itSerie A","32","1984","28.6","1","0","0","36","70","33","33","11","13","1","0","0","85","21","44","32.3",
"Waldemar Anton","deGER","DF,MF","Hannover 96","deBundesliga","21","1996","25.3","1","0","0","20","30","0","8","39","49","0","1","0","154","73","46","61.3",
"Luca Antonelli","itITA","DF,FW","Milan","itSerie A","30","1987","1.6","1","0","0","1","4","1","0","1","1","0","0","0","6","1","1","50.0",
"Michail Antonio","jmJAM","FW,MF","West Ham","engPremier League","27","1990","15.0","1","0","0","17","30","7","55","13","9","1","0","0","71","43","53","44.8",
"Mirko Antonucci","itITA","FW","Roma","itSerie A","18","1999","0.3","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","",
"Vitorino Antunes","ptPOR","DF","Getafe","esLa Liga","30","1987","31.1","14","0","0","50","36","1","149","58","44","0","0","0","172","18","23","43.9",
"Dennis Aogo","deGER","MF,DF","Stuttgart","deBundesliga","30","1987","21.7","5","0","0","33","12","0","104","29","26","0","1","0","96","11","12","47.8",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","19","1998","27.0","1","0","0","20","46","6","14","39","42","0","0","0","198","22","30","42.3",
"Alberto Aquilani","itITA","MF","Las Palmas","esLa Liga","33","1984","14.4","4","0","0","18","14","1","7","23","19","0","0","0","94","11","13","45.8",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","21","1995","23.6","9","1","1","49","42","0","6","25","41","0","0","0","166","17","31","35.4",
"Guilherme Arana","brBRA","DF","Sevilla","esLa Liga","20","1997","2.1","0","0","0","2","2","0","3","5","2","0","0","1","19","2","3","40.0",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","28","1989","25.6","4","0","0","41","52","1","22","48","61","0","1","0","177","13","29","31.0",
"Luiz Araújo","brBRA","FW,MF","Lille","frLigue 1","21","1996","22.4","5","0","0","28","25","6","69","16","31","0","0","0","101","5","14","26.3",
"Sergio Araujo","arARG","MF,FW","Las Palmas","esLa Liga","25","1992","0.4","0","0","0","0","0","0","0","0","2","0","0","0","1","0","2","0.0",
"Anaitz Arbilla","esESP","DF","Eibar","esLa Liga","30","1987","26.8","8","0","0","26","11","0","11","78","30","0","2","1","238","44","35","55.7",
"Alphonse Areola","frFRA","GK","Paris S-G","frLigue 1","24","1993","34.0","0","0","0","0","2","0","0","0","0","0","0","0","88","7","0","100.0",
"Scott Arfield","caCAN","MF,FW","Burnley","engPremier League","28","1988","14.8","3","0","0","21","14","1","8","11","26","0","0","0","83","11","30","26.8",
"Samuel Armenteros","seSWE","FW","Benevento","itSerie A","27","1990","4.8","1","0","0","8","3","9","1","1","2","0","0","0","7","7","18","28.0",
"Yoël Armougom","frFRA","DF,MF","Caen","frLigue 1","19","1998","1.5","0","0","0","2","2","0","9","1","1","0","0","0","5","3","3","50.0",
"José Arnaiz","esESP","MF","Barcelona","esLa Liga","22","1995","0.1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","",
"Marko Arnautović","atAUT","FW,MF","West Ham","engPremier League","28","1989","25.7","5","1","0","35","29","43","61","13","16","0","0","0","103","22","39","36.1",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","23","1994","27.3","9","1","0","52","80","3","114","28","41","0","1","0","127","21","34","38.2",
"Jann-Fiete Arp","deGER","FW,MF","Hamburger SV","deBundesliga","17","2000","9.4","1","0","0","22","18","3","2","2","5","0","0","0","17","18","46","28.1",
"Alejandro Arribas","esESP","DF","La Coruña","esLa Liga","28","1989","3.0","0","0","0","5","2","0","0","6","2","0","1","1","15","2","4","33.3",
"Sergio Arribas","esESP","MF","Leganés","esLa Liga","22","1995","0.3","0","0","0","0","0","0","0","1","2","0","0","0","2","0","1","0.0",
"Kepa Arrizabalaga","esESP","GK","Athletic Club","esLa Liga","22","1994","30.0","3","0","0","1","7","0","0","2","0","0","1","0","47","5","1","83.3",
"Harry Arter","ieIRL","MF","Bournemouth","engPremier League","27","1989","10.7","4","0","0","9","15","0","5","9","16","0","0","0","66","6","2","75.0",
"Aythami Artiles","esESP","DF","Las Palmas","esLa Liga","31","1986","2.0","0","0","0","0","1","0","0","2","2","0","0","0","9","5","0","100.0",
"Kwadwo Asamoah","ghGHA","DF","Juventus","itSerie A","28","1988","17.4","4","0","0","13","30","1","31","18","21","0","0","0","100","11","8","57.9",
"Takuma Asano","jpJPN","FW,MF","Stuttgart","deBundesliga","22","1994","8.0","1","0","0","11","8","13","11","3","5","0","0","0","32","6","31","16.2",
"Santiago Ascacíbar","arARG","MF","Stuttgart","deBundesliga","20","1997","26.5","11","1","1","34","58","0","7","47","65","1","0","0","161","27","36","42.9",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","28","1989","23.0","3","0","0","2","3","0","0","0","2","0","1","0","32","7","1","87.5",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","21","1996","20.5","2","0","0","9","27","3","106","9","17","0","0","0","77","3","3","50.0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","29","1987","32.6","9","0","0","23","62","11","62","23","22","1","0","0","137","15","40","27.3",
"Benoît Assou-Ekotto","cmCMR","DF","Metz","frLigue 1","33","1984","11.7","2","2","1","11","9","1","21","46","9","0","0","0","86","3","8","27.3",
"Simon Asta","deGER","MF","Augsburg","deBundesliga","16","2001","0.1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","",
"Davide Astori","itITA","DF","Fiorentina","itSerie A","30","1987","25.0","5","0","0","22","22","1","18","51","31","0","1","0","188","50","24","67.6",
"Christian Atsu","ghGHA","FW,MF","Newcastle Utd","engPremier League","25","1992","19.8","1","0","0","10","26","6","57","13","16","0","0","0","107","13","68","16.0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","28","1989","11.7","0","0","0","1","8","10","16","3","4","0","0","0","29","8","28","22.2",
"Pierre-Emerick Aubameyang","gaGAB","FW","Dortmund","deBundesliga","28","1989","15.7","1","1","1","17","8","14","23","3","5","1","0","0","16","24","31","43.6",
"Jean-Kévin Augustin","frFRA","FW","RB Leipzig","deBundesliga","20","1997","14.1","1","0","0","21","43","13","12","4","11","2","0","0","29","17","51","25.0",
"Ludwig Augustinsson","seSWE","DF,FW","Werder Bremen","deBundesliga","23","1994","28.1","3","0","0","29","14","4","117","39","34","0","0","0","90","42","44","48.8",
"Yann Aurel Bisseck","deGER","DF,MF","Köln","deBundesliga","16","2000","1.7","0","0","0","1","1","0","1","3","2","0","0","0","6","5","2","71.4",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","24","1992","15.9","3","1","1","21","16","2","68","31","27","0","1","0","89","48","29","62.3",
"Charlie Austin","engENG","FW","Southampton","engPremier League","28","1989","11.5","2","0","0","16","16","14","2","1","5","0","0","0","29","38","71","34.9",
"Danilo Avelar","brBRA","DF","Amiens","frLigue 1","28","1989","19.2","2","0","0","23","19","1","64","37","33","1","0","0","106","48","25","65.8",
"Felipe Avenatti","uyURU","FW","Bologna","itSerie A","24","1993","5.2","1","0","0","7","3","0","6","1","4","0","0","0","18","28","29","49.1",
"Durel Avounou","cgCGO","DF,MF","Caen","frLigue 1","19","1997","7.2","1","0","0","7","5","2","21","10","11","0","0","0","42","5","8","38.5",
"Chidozie Awaziem","ngNGA","DF","Nantes","frLigue 1","20","1997","16.8","2","1","0","22","12","0","2","16","30","0","0","0","102","31","28","52.5",
"André Ayew","ghGHA","MF,FW","West Ham","engPremier League","27","1989","9.9","2","0","0","6","17","3","8","4","14","0","0","0","52","17","50","25.4",
"André Ayew","ghGHA","MF,FW","Swansea City","engPremier League","27","1989","10.6","3","0","0","18","19","3","8","5","10","1","0","0","41","28","48","36.8",
"Jordan Ayew","ghGHA","FW,MF","Swansea City","engPremier League","25","1991","31.7","2","1","0","63","87","8","45","24","60","0","0","0","141","50","120","29.4",
"Karim Azamoum","frFRA","MF","Troyes","frLigue 1","27","1990","25.0","5","1","0","58","17","0","64","26","57","0","1","0","133","71","59","54.6",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","27","1989","37.0","1","0","0","25","13","1","80","54","59","0","0","1","207","80","53","60.2",
"Ludovic Baal","gfGUF","DF","Rennes","frLigue 1","31","1986","12.9","0","0","0","11","15","1","23","15","27","0","0","0","104","28","14","66.7",
"Khouma Babacar","snSEN","FW","Fiorentina","itSerie A","24","1993","5.0","1","0","0","9","12","8","5","2","4","1","0","0","18","6","11","35.3",
"Khouma Babacar","snSEN","FW","Sassuolo","itSerie A","24","1993","8.3","0","0","0","18","16","5","2","3","6","0","0","0","22","13","31","29.5",
"Carlos Bacca","coCOL","FW","Villarreal","esLa Liga","30","1986","27.7","9","0","0","22","20","40","11","8","2","0","0","0","54","23","38","37.7",
"Milan Badelj","hrCRO","MF","Fiorentina","itSerie A","28","1989","26.1","10","1","1","49","26","1","14","71","41","0","0","0","198","24","31","43.6",
"Holger Badstuber","deGER","DF,MF","Stuttgart","deBundesliga","28","1989","24.1","2","0","0","22","17","0","2","41","32","0","0","0","119","58","30","65.9",
"Dylan Bahamboula","cgCGO","FW,MF","Dijon","frLigue 1","22","1995","0.3","0","0","0","2","0","0","1","0","0","0","0","0","1","2","0","100.0",
"Farès Bahlouli","frFRA","MF,FW","Lille","frLigue 1","22","1995","3.4","2","0","0","12","10","3","35","1","8","0","0","0","15","1","3","25.0",
"Stéphane Bahoken","cmCMR","FW","Strasbourg","frLigue 1","25","1992","18.5","5","0","0","46","20","21","42","9","11","0","1","0","48","28","54","34.1",
"Daniel Baier","deGER","MF","Augsburg","deBundesliga","33","1984","28.2","6","0","0","45","57","0","29","57","62","0","0","0","213","29","38","43.3",
"Leon Bailey","jmJAM","FW,DF","Leverkusen","deBundesliga","19","1997","24.6","2","0","0","26","31","5","196","15","12","0","0","0","131","23","26","46.9",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","23","1994","11.1","2","0","0","10","9","0","0","25","10","0","0","1","58","17","8","68.0",
"Leighton Baines","engENG","DF","Everton","engPremier League","32","1984","21.2","1","0","0","7","17","1","75","25","13","0","0","0","87","14","20","41.2",
"Riad Bajić","baBIH","FW,MF","Udinese","itSerie A","23","1994","0.9","0","0","0","1","0","1","0","0","0","0","0","0","1","2","3","40.0",
"Marvin Bakalorz","deGER","MF","Hannover 96","deBundesliga","27","1989","22.8","4","0","0","33","53","3","11","20","25","0","0","0","91","32","27","54.2",
"Cédric Bakambu","cdCOD","FW","Villarreal","esLa Liga","26","1991","14.0","5","0","0","40","19","11","12","3","7","0","0","0","38","17","41","29.3",
"Tiemoué Bakayoko","frFRA","MF","Chelsea","engPremier League","22","1994","23.6","5","1","1","50","24","2","5","37","41","0","0","0","169","40","34","54.1",
"Zakaria Bakkali","beBEL","FW,MF","La Coruña","esLa Liga","21","1996","10.1","5","0","0","14","20","4","36","4","10","0","0","0","46","4","11","26.7",
"Ridle Baku","deGER","MF","Mainz 05","deBundesliga","19","1998","2.6","1","0","0","5","4","1","3","3","3","0","0","0","16","2","5","28.6",
"Keita Baldé","snSEN","FW,MF","Monaco","frLigue 1","22","1995","16.4","3","1","1","23","27","14","39","6","8","0","0","0","72","15","28","34.9",
"Sam Baldock","engENG","FW","Brighton","engPremier League","28","1989","0.4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Gareth Bale","wlsWAL","FW,MF","Real Madrid","esLa Liga","28","1989","20.0","5","0","0","25","16","13","55","12","13","2","0","0","37","33","29","53.2",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","29","1988","17.2","1","0","0","21","16","0","50","17","24","0","0","0","91","15","13","53.6",
"Andrija Balić","hrCRO","MF","Udinese","itSerie A","19","1997","12.0","2","0","0","15","10","1","38","16","9","0","0","0","105","8","8","50.0",
"Iván Balliu","alALB","DF","Metz","frLigue 1","25","1992","21.7","6","0","0","23","35","2","51","27","22","0","0","0","112","25","23","52.1",
"Fodé Ballo-Touré","snSEN","DF","Lille","frLigue 1","20","1997","22.8","5","1","0","29","19","7","44","28","36","0","2","1","132","26","30","46.4",
"Florent Balmont","frFRA","MF","Dijon","frLigue 1","37","1980","9.6","3","0","0","9","16","0","18","8","9","0","0","0","78","0","2","0.0",
"Leon Balogun","ngNGA","DF","Mainz 05","deBundesliga","29","1988","13.0","5","1","1","23","4","0","2","32","32","0","2","0","52","43","28","60.6",
"Mario Balotelli","itITA","FW","Nice","frLigue 1","26","1990","25.2","10","1","0","60","72","23","17","8","4","1","0","0","42","31","27","53.4",
"Abdoulaye Bamba","ciCIV","DF","Angers","frLigue 1","27","1990","17.0","2","0","0","21","18","2","35","11","22","0","1","0","81","17","13","56.7",
