Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Lucien Agoume","frFRA","MF","Inter","itSerie A","17","2002","0.8","1","0","0","1","0","0","2","0","2","0","0","0","6","0","0","",
"Kevin Agudelo","coCOL","MF,FW","Fiorentina","itSerie A","20","1998","0.7","0","0","0","3","1","0","0","1","1","0","0","0","6","0","2","0.0",
"Kevin Agudelo","coCOL","MF,FW","Genoa","itSerie A","20","1998","7.4","5","1","1","20","11","1","11","6","14","0","1","0","30","3","6","33.3",
"Nayef Aguerd","maMAR","DF","Dijon","frLigue 1","23","1996","10.6","2","0","0","13","6","0","1","18","9","0","0","0","55","43","13","76.8",
"Sergio Agüero","arARG","FW","Manchester City","engPremier League","31","1988","16.1","1","0","0","9","9","6","9","3","4","2","0","0","37","3","12","20.0",
"Ruben Aguilar","frFRA","DF","Monaco","frLigue 1","26","1993","11.9","2","2","0","10","20","0","63","11","22","0","0","0","72","16","13","55.2",
"Emmanuel Agyemang-Badu","ghGHA","MF","Hellas Verona","itSerie A","28","1990","2.6","2","0","0","7","3","1","1","1","1","0","0","0","10","5","12","29.4",
"Jean-Eudes Aholou","ciCIV","MF","Saint-Étienne","frLigue 1","25","1994","7.0","3","1","0","11","14","1","3","15","12","0","0","0","57","10","11","47.6",
"Joseph Aidoo","ghGHA","DF","Celta Vigo","esLa Liga","23","1995","27.8","4","0","0","17","17","0","1","45","27","0","2","0","143","49","51","49.0",
"Ola Aina","ngNGA","DF","Torino","itSerie A","22","1996","23.1","8","0","0","25","36","2","62","41","24","0","0","0","130","28","26","51.9",
"Youssef Aït Bennasser","maMAR","MF","Bordeaux","frLigue 1","23","1996","6.0","1","0","0","10","3","0","2","4","8","0","0","0","43","5","5","50.0",
"Rayan Aït-Nouri","dzALG","DF","Angers","frLigue 1","18","2001","14.2","3","0","0","12","12","0","43","18","22","0","0","0","99","17","6","73.9",
"Albian Ajeti","chSUI","FW","West Ham","engPremier League","22","1997","1.5","0","0","0","6","0","2","0","0","0","0","0","0","2","1","10","9.1",
"Ludovic Ajorque","frFRA","FW","Strasbourg","frLigue 1","25","1994","22.9","3","0","0","38","21","4","13","2","10","1","1","0","43","114","78","59.4",
"Manuel Akanji","chSUI","DF","Dortmund","deBundesliga","24","1995","25.7","2","0","0","11","23","0","2","30","21","0","0","1","119","31","33","48.4",
"Marley Aké","frFRA","FW,MF","Marseille","frLigue 1","18","2001","1.1","1","0","0","3","3","0","1","1","2","0","0","0","4","0","3","0.0",
"Nathan Aké","nlNED","DF","Bournemouth","engPremier League","24","1995","27.8","2","0","0","9","13","3","5","36","21","0","0","0","140","60","61","49.6",
"Chadrac Akolo","cdCOD","FW,MF","Amiens","frLigue 1","24","1995","6.0","1","0","0","9","8","2","6","5","8","0","0","0","36","4","10","28.6",
"Kevin Akpoguma","ngNGA","DF","Hoffenheim","deBundesliga","24","1995","12.7","2","0","0","8","13","1","3","13","16","0","1","1","72","21","27","43.8",
"David Alaba","atAUT","DF","Bayern Munich","deBundesliga","27","1992","27.8","0","0","0","10","7","1","29","29","17","0","0","0","213","21","29","42.0",
"Sofiane Alakouch","maMAR","DF","Nîmes","frLigue 1","21","1998","15.6","3","0","0","14","27","1","29","23","26","0","1","1","74","10","16","38.5",
"Lucas Alario","arARG","FW","Leverkusen","deBundesliga","26","1992","13.0","6","0","0","23","13","19","4","1","3","0","0","0","24","42","53","44.2",
"Jordi Alba","esESP","DF","Barcelona","esLa Liga","30","1989","24.3","7","0","0","18","18","5","65","37","13","0","0","0","129","6","15","28.6",
"Luis Alberto","esESP","MF","Lazio","itSerie A","26","1992","34.6","5","0","0","20","38","0","177","21","30","0","0","0","217","7","14","33.3",
"Raúl Albiol","esESP","DF","Villarreal","esLa Liga","33","1985","36.0","9","0","0","30","25","2","3","42","23","0","2","0","155","74","55","57.4",
"Marc Albrighton","engENG","MF,DF","Leicester City","engPremier League","29","1989","9.6","2","0","0","7","11","1","69","10","17","0","1","0","67","3","7","30.0",
"Paco Alcácer","esESP","FW","Villarreal","esLa Liga","25","1993","10.3","1","0","0","4","11","13","1","2","3","1","0","0","25","6","22","21.4",
"Paco Alcácer","esESP","FW","Dortmund","deBundesliga","25","1993","5.9","0","0","0","2","3","7","1","2","2","0","0","0","4","3","15","16.7",
"Thiago Alcántara","esESP","MF","Bayern Munich","deBundesliga","28","1991","19.7","7","0","0","24","13","0","7","45","26","0","0","0","195","35","37","48.6",
"Rubén Alcaraz","esESP","MF","Valladolid","esLa Liga","28","1991","21.4","10","0","0","37","58","0","26","15","30","0","2","0","178","49","52","48.5",
"Toby Alderweireld","beBEL","DF","Tottenham","engPremier League","30","1989","32.9","7","0","0","18","4","1","9","31","29","0","0","1","154","73","73","50.0",
"Haitam Aleesami","noNOR","DF","Amiens","frLigue 1","28","1991","21.3","4","0","0","31","9","1","44","34","16","0","0","0","117","39","19","67.2",
"Álex Alegría","esESP","FW","Mallorca","esLa Liga","26","1992","1.2","0","0","0","5","4","1","1","0","0","0","0","0","4","9","10","47.4",
"Carles Aleñá","esESP","MF","Barcelona","esLa Liga","21","1998","1.9","0","0","0","3","2","0","4","0","1","0","0","0","10","1","4","20.0",
"Carles Aleñá","esESP","MF,FW","Betis","esLa Liga","21","1998","8.2","1","0","0","9","19","3","3","1","9","0","0","0","27","2","11","15.4",
"Rúnar Alex Rúnarsson","isISL","GK","Dijon","frLigue 1","24","1995","10.0","0","0","0","0","2","0","0","0","0","0","0","0","9","6","0","100.0",
"Trent Alexander-Arnold","engENG","DF","Liverpool","engPremier League","20","1998","35.3","5","0","0","22","9","3","382","45","34","0","0","0","221","15","30","33.3",
"Enrico Alfonso","itITA","GK","Brescia","itSerie A","31","1988","3.1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","",
"Rachid Alioui","maMAR","FW","Angers","frLigue 1","27","1992","17.4","1","0","0","24","34","5","15","2","5","0","0","0","40","43","63","40.6",
"Alisson","brBRA","GK","Liverpool","engPremier League","26","1992","28.3","0","1","0","1","1","0","0","1","0","0","0","0","63","6","0","100.0",
"Allan","brBRA","MF","Napoli","itSerie A","28","1991","14.2","3","0","0","30","24","0","13","16","27","0","0","0","87","9","7","56.3",
"Dele Alli","engENG","MF,FW","Tottenham","engPremier League","23","1996","20.5","2","0","0","12","33","6","7","17","16","0","0","0","103","19","37","33.9",
"Miguel Almirón","pyPAR","MF,FW","Newcastle Utd","engPremier League","25","1994","33.6","5","0","0","30","59","24","41","31","39","0","0","0","189","9","28","24.3",
"Marcos Alonso","esESP","DF","Chelsea","engPremier League","28","1990","15.9","4","0","0","16","15","2","66","20","16","1","0","0","96","42","29","59.2",
"Mickaël Alphonse","gpGLP","DF","Dijon","frLigue 1","30","1989","15.3","2","0","0","16","13","1","31","17","25","0","0","1","70","36","10","78.3",
"Sergio Álvarez","esESP","MF,DF","Eibar","esLa Liga","27","1992","12.7","6","0","0","24","7","0","2","17","22","0","1","0","70","24","35","40.7",
"Sergio Álvarez","esESP","GK","Celta Vigo","esLa Liga","32","1986","2.0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","24","1995","31.2","2","0","0","18","32","1","12","62","19","0","1","0","167","104","69","60.1",
"Bruno Alves","ptPOR","DF","Parma","itSerie A","37","1981","29.7","4","0","0","24","12","1","13","25","11","0","2","0","116","84","21","80.0",
"Steven Alzate","coCOL","MF,DF","Brighton","engPremier League","20","1998","13.2","1","0","0","17","18","3","8","14","19","0","0","0","75","9","16","36.0",
"Ibrahim Amadou","frFRA","DF,MF","Norwich City","engPremier League","26","1993","8.4","1","0","0","8","2","0","1","16","11","0","1","0","39","16","12","57.1",
"Ibrahim Amadou","frFRA","MF","Leganés","esLa Liga","26","1993","8.6","2","0","0","15","6","0","5","12","9","0","0","0","42","19","14","57.6",
"Romain Amalfitano","frFRA","MF","Dijon","frLigue 1","29","1989","18.8","5","0","0","26","43","0","25","36","27","0","0","0","107","8","14","36.4",
"Amath","snSEN","MF","Getafe","esLa Liga","23","1996","0.7","0","0","0","3","4","0","0","0","1","0","0","0","4","1","0","100.0",
"Jordan Amavi","frFRA","DF","Marseille","frLigue 1","25","1994","24.0","9","0","0","41","19","1","31","56","29","0","2","0","126","63","23","73.3",
"Thierry Ambrose","gpGLP","FW","Metz","frLigue 1","22","1997","6.1","1","0","0","7","9","1","15","3","5","0","0","0","32","23","18","56.1",
"Kelvin Amian","frFRA","DF","Toulouse","frLigue 1","21","1998","18.1","3","0","0","23","8","0","12","18","21","0","1","0","84","21","21","50.0",
"Nadiem Amiri","deGER","MF,FW","Leverkusen","deBundesliga","22","1996","20.6","3","0","0","27","39","3","114","14","16","1","0","0","140","9","17","34.6",
"Ethan Ampadu","wlsWAL","DF","RB Leipzig","deBundesliga","18","2000","0.9","0","0","0","0","0","0","0","1","4","0","0","0","3","1","0","100.0",
"Opoku Ampomah","ghGHA","FW,MF","Düsseldorf","deBundesliga","23","1996","5.6","1","0","0","16","5","8","14","4","4","0","0","0","27","3","9","25.0",
"Sofyan Amrabat","maMAR","MF","Hellas Verona","itSerie A","22","1996","32.4","10","2","0","63","60","0","25","31","36","1","0","0","219","20","42","32.3",
"Joachim Andersen","dkDEN","DF","Lyon","frLigue 1","23","1996","17.0","3","0","0","17","3","0","1","10","9","0","1","0","84","50","22","69.4",
"Djavan Anderson","srSUR","FW,DF","Lazio","itSerie A","24","1995","1.9","1","0","0","4","1","0","2","3","0","0","0","0","12","1","2","33.3",
"Felipe Anderson","brBRA","MF,FW","West Ham","engPremier League","26","1993","16.6","1","0","0","17","24","2","34","22","32","0","0","0","112","6","19","24.0",
"Sebastian Andersson","seSWE","FW","Union Berlin","deBundesliga","28","1991","29.8","5","0","0","62","40","21","31","5","10","0","0","0","89","243","207","54.0",
"Florin Andone","roROU","FW","Brighton","engPremier League","26","1993","0.8","0","1","0","2","3","0","0","0","1","0","0","0","6","4","1","80.0",
"Benjamin André","frFRA","MF","Lille","frLigue 1","28","1990","22.8","6","0","0","55","37","0","12","59","44","0","0","0","178","80","48","62.5",
"Lorenzo Andrenacci","itITA","GK","Brescia","itSerie A","24","1995","5.9","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","100.0",
"Robert Andrich","deGER","MF","Union Berlin","deBundesliga","24","1994","28.6","13","1","1","65","37","0","39","47","27","1","0","0","189","46","33","58.2",
"Victorien Angban","ciCIV","MF","Metz","frLigue 1","22","1996","11.4","0","0","0","18","26","0","3","8","18","0","0","0","87","8","9","47.1",
"Miguel Ángel Guerrero","esESP","FW","Leganés","esLa Liga","29","1990","8.8","0","0","0","16","8","3","4","2","0","0","0","0","13","23","42","35.4",
"José Ángel","esESP","DF","Eibar","esLa Liga","29","1989","26.2","4","0","0","21","13","0","148","33","31","0","1","0","181","50","29","63.3",
"Miguel Ángel Moyá","esESP","GK","Real Sociedad","esLa Liga","35","1984","13.0","0","0","0","0","1","0","0","1","0","0","0","0","26","2","0","100.0",
"Angeliño","esESP","DF","Manchester City","engPremier League","22","1997","4.7","1","0","0","2","2","0","43","9","2","0","0","0","29","6","7","46.2",
"Angeliño","esESP","DF,FW","RB Leipzig","deBundesliga","22","1997","12.2","2","0","0","12","16","3","80","19","9","0","0","0","73","7","21","25.0",
"Faustino Anjorin","engENG","FW","Chelsea","engPremier League","17","2001","0.2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","",
"Peter Ankersen","dkDEN","DF","Genoa","itSerie A","28","1990","11.8","2","0","0","9","12","1","22","9","4","0","0","0","57","8","4","66.7",
"Cristian Ansaldi","arARG","DF,MF","Torino","itSerie A","32","1986","19.6","9","0","0","28","30","4","141","14","25","0","0","0","109","9","18","33.3",
"Janis Antiste","frFRA","MF","Toulouse","frLigue 1","16","2002","0.1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","29","1990","19.6","3","0","0","41","35","11","48","9","9","0","0","0","62","88","108","44.9",
"Antoñito","esESP","DF,MF","Valladolid","esLa Liga","31","1987","11.4","1","0","0","18","7","1","36","15","18","0","0","0","58","7","4","63.6",
"Mirko Antonucci","itITA","FW,MF","Roma","itSerie A","20","1999","0.9","1","0","0","2","1","0","0","2","3","0","0","0","5","0","0","",
"Vitorino Antunes","ptPOR","MF","Getafe","esLa Liga","32","1987","0.1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","",
"Christopher Antwi-Adjei","ghGHA","MF,FW","Paderborn 07","deBundesliga","25","1994","27.4","2","0","0","17","39","4","69","15","16","0","0","0","132","22","39","36.1",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","24","1995","2.1","1","0","0","3","5","0","1","5","2","0","0","0","16","3","7","30.0",
"Houssem Aouar","dzALG","MF,FW","Lyon","frLigue 1","21","1998","21.7","3","0","0","24","42","2","24","13","12","0","0","0","120","17","12","58.6",
"Adil Aouchiche","frFRA","MF","Paris S-G","frLigue 1","17","2002","0.7","0","0","0","1","0","0","0","0","2","0","0","0","5","0","0","",
"Dennis Appiah","frFRA","DF","Nantes","frLigue 1","27","1992","17.8","2","0","0","26","7","0","32","23","35","0","0","0","100","19","17","52.8",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","23","1995","34.1","11","1","1","79","63","0","45","43","33","0","0","0","201","71","69","50.7",
"Guilherme Arana","brBRA","DF","Atalanta","itSerie A","22","1997","0.9","0","0","0","2","4","0","4","2","4","0","0","0","7","0","0","",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","30","1989","23.5","2","0","0","15","44","0","13","22","37","0","0","0","204","14","22","38.9",
"Luiz Araújo","brBRA","FW,MF","Lille","frLigue 1","23","1996","9.2","1","0","0","13","23","0","28","4","11","1","0","0","47","4","6","40.0",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","27","1991","32.1","10","0","0","27","9","0","0","52","27","0","0","0","151","83","44","65.4",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","20","1999","2.6","0","1","0","2","1","0","0","0","2","0","0","0","10","6","5","54.5",
"Anaitz Arbilla","esESP","DF","Eibar","esLa Liga","32","1987","22.3","5","0","0","22","12","0","30","29","20","0","0","0","173","56","33","62.9",
"Alphonse Areola","frFRA","GK","Real Madrid","esLa Liga","26","1993","4.0","1","0","0","1","0","0","0","0","0","0","1","0","9","1","0","100.0",
"Alphonse Areola","frFRA","GK","Paris S-G","frLigue 1","26","1993","3.0","0","0","0","0","1","0","0","0","0","0","0","0","10","0","0","",
"Santiago Arias","coCOL","DF","Atlético Madrid","esLa Liga","27","1992","12.0","1","0","0","8","16","1","24","19","24","0","0","0","60","21","20","51.2",
"Nicolò Armini","itITA","DF","Lazio","itSerie A","18","2001","0.0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0.0",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","27","1992","19.1","4","0","0","25","20","4","23","11","19","0","0","0","106","13","29","31.0",
"José Arnaiz","esESP","FW,MF","Osasuna","esLa Liga","24","1995","8.8","2","0","0","11","17","5","7","5","2","0","0","0","31","9","18","33.3",
"José Arnaiz","esESP","MF","Leganés","esLa Liga","24","1995","3.7","2","0","0","9","7","1","12","2","0","0","0","0","21","1","5","16.7",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","25","1994","31.3","8","0","0","52","69","0","166","25","24","0","0","0","213","25","24","51.0",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","24","1994","33.0","0","0","0","0","5","0","0","1","1","0","0","0","35","5","0","100.0",
"Kwadwo Asamoah","ghGHA","DF,FW","Inter","itSerie A","30","1988","7.1","1","0","0","6","6","2","18","9","8","0","0","0","42","4","3","57.1",
"Santiago Ascacíbar","arARG","MF","Hertha BSC","deBundesliga","22","1997","7.0","2","0","0","11","5","0","2","16","13","0","0","0","46","7","11","38.9",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","30","1989","34.0","2","0","0","2","6","0","0","1","0","0","1","0","39","6","0","100.0",
"Marco Asensio","esESP","FW","Real Madrid","esLa Liga","23","1996","3.7","0","0","0","2","4","1","11","1","3","0","0","0","16","2","4","33.3",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","18","2001","0.8","2","1","1","4","0","0","0","1","1","0","0","0","3","0","2","0.0",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","31","1987","36.2","9","0","0","25","66","20","26","22","19","2","0","0","108","29","58","33.3",
"Roger Assalé","ciCIV","FW,MF","Leganés","esLa Liga","25","1993","5.9","1","0","0","8","11","7","6","0","2","3","0","0","16","3","9","25.0",
"Youcef Atal","dzALG","FW,DF","Nice","frLigue 1","23","1996","11.1","5","0","0","15","25","4","30","24","11","1","1","0","46","16","9","64.0",
"Miguel Atienza","esESP","MF","Eibar","esLa Liga","20","1999","0.3","0","0","0","2","1","0","0","2","1","0","0","0","2","2","1","66.7",
"Christian Atsu","ghGHA","MF,FW","Newcastle Utd","engPremier League","27","1992","8.3","2","0","0","11","10","4","17","5","8","0","0","0","42","6","14","30.0",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","30","1989","34.8","3","1","0","14","20","20","89","14","19","0","0","0","92","33","58","36.3",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","22","1997","36.0","1","0","0","0","5","0","0","0","1","0","0","1","32","4","1","80.0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","24","1994","12.6","2","0","0","6","4","1","82","15","9","0","0","0","87","13","5","72.2",
"Jean-Kévin Augustin","frFRA","FW","Monaco","frLigue 1","22","1997","3.0","0","0","0","2","7","4","0","3","0","1","0","0","11","0","8","0.0",
"Ludwig Augustinsson","seSWE","DF,MF","Werder Bremen","deBundesliga","25","1994","10.3","2","0","0","18","12","1","57","10","12","0","0","0","41","16","15","51.6",
"Serge Aurier","ciCIV","DF","Tottenham","engPremier League","26","1992","30.0","4","1","1","41","22","6","137","47","69","0","2","1","165","70","64","52.2",
"Mathias Autret","frFRA","MF,FW","Brest","frLigue 1","28","1991","13.6","3","0","0","14","6","0","71","10","17","0","0","0","62","4","18","18.2",
"Ezequiel Ávila","arARG","FW","Osasuna","esLa Liga","25","1994","17.7","6","0","0","45","43","24","23","3","12","1","0","0","52","56","93","37.6",
"Javier Avilés","esESP","MF,FW","Leganés","esLa Liga","21","1997","2.0","1","0","0","5","2","2","17","3","7","0","0","0","12","2","4","33.3",
"Chidozie Awaziem","ngNGA","DF","Leganés","esLa Liga","22","1997","22.2","10","0","0","22","14","2","8","28","22","0","0","0","105","42","54","43.8",
"Taiwo Awoniyi","ngNGA","FW,MF","Mainz 05","deBundesliga","21","1997","5.4","1","0","0","5","3","3","9","2","0","0","1","0","21","15","22","40.5",
"Florian Ayé","frFRA","FW,MF","Brescia","itSerie A","22","1997","15.3","4","1","1","19","22","5","7","4","9","1","0","0","49","44","65","40.4",
"Jordan Ayew","ghGHA","FW","Crystal Palace","engPremier League","27","1991","35.0","6","0","0","59","105","9","25","15","30","0","0","0","147","77","169","31.3",
"Kaan Ayhan","trTUR","DF","Düsseldorf","deBundesliga","24","1994","30.3","10","0","0","36","20","3","23","45","25","0","1","0","165","43","57","43.0",
"Ramon Azeez","ngNGA","MF","Granada","esLa Liga","26","1992","15.1","3","0","0","29","19","1","7","19","8","0","0","0","72","18","31","36.7",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","29","1989","35.9","1","0","0","40","15","3","121","67","56","0","0","0","172","92","62","59.7",
"Ludovic Baal","gfGUF","DF","Brest","frLigue 1","33","1986","9.2","1","0","0","10","15","1","26","17","15","0","1","0","81","22","17","56.4",
"Iddrisu Baba","ghGHA","MF","Mallorca","esLa Liga","23","1996","32.3","6","0","0","42","59","1","2","39","37","0","3","1","248","62","88","41.3",
"Khouma Babacar","snSEN","FW","Lecce","itSerie A","26","1993","15.8","4","0","0","35","32","7","2","3","8","3","0","0","45","35","54","39.3",
"Carlos Bacca","coCOL","FW","Villarreal","esLa Liga","32","1986","7.6","1","0","0","8","6","7","3","0","1","1","0","0","11","13","15","46.4",
"Milan Badelj","hrCRO","MF","Fiorentina","itSerie A","30","1989","17.6","3","1","1","17","19","0","4","45","17","0","0","0","109","10","13","43.5",
"Matthias Bader","deGER","DF","Köln","deBundesliga","22","1997","0.1","0","0","0","0","2","0","0","0","1","0","0","0","1","0","0","",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","18","2001","15.7","0","0","0","19","12","0","1","27","12","0","0","0","116","55","32","63.2",
"Bastian Badu","frFRA","FW","Montpellier","frLigue 1","19","2000","0.1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","66.7",
"Alex Baena","esESP","MF","Villarreal","esLa Liga","18","2001","0.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Stéphane Bahoken","cmCMR","FW","Angers","frLigue 1","27","1992","10.1","3","0","0","24","12","6","15","2","4","0","0","0","21","11","36","23.4",
"Daniel Baier","deGER","MF","Augsburg","deBundesliga","35","1984","21.6","6","0","0","31","38","0","5","58","17","0","0","0","180","31","26","54.4",
"Leon Bailey","jmJAM","FW,MF","Leverkusen","deBundesliga","21","1997","12.1","0","2","0","17","17","6","78","8","3","0","0","0","68","10","15","40.0",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","25","1994","1.7","0","0","0","2","0","0","0","4","0","0","1","0","9","8","0","100.0",
"Dénys Bain","frFRA","DF","Brest","frLigue 1","26","1993","14.1","3","1","0","7","5","0","0","28","14","0","0","0","67","36","19","65.5",
"Leighton Baines","engENG","DF","Everton","engPremier League","34","1984","4.5","0","0","0","1","4","0","27","5","6","0","0","0","17","5","7","41.7",
"Stefan Bajic","frFRA","GK","Saint-Étienne","frLigue 1","17","2001","1.0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Tiemoué Bakayoko","frFRA","MF","Monaco","frLigue 1","24","1994","19.1","4","1","0","34","58","0","10","29","24","0","0","0","156","29","11","72.5",
"Lewis Baker","engENG","MF","Düsseldorf","deBundesliga","24","1995","6.1","1","0","0","8","7","0","4","2","5","0","0","1","31","3","0","100.0",
"Mitchel Bakker","nlNED","DF","Paris S-G","frLigue 1","19","2000","1.0","1","0","0","1","0","0","1","0","2","0","0","0","4","1","0","100.0",
"Ridle Baku","deGER","DF,MF","Mainz 05","deBundesliga","21","1998","26.1","5","1","0","33","41","2","83","42","31","0","0","0","180","30","35","46.2",
"Fabián Balbuena","pyPAR","DF","West Ham","engPremier League","27","1991","13.1","2","0","0","6","2","0","1","26","12","0","0","0","65","53","36","59.6",
"Keita Baldé","snSEN","FW,MF","Monaco","frLigue 1","24","1995","9.5","4","0","0","12","15","5","16","2","5","1","0","0","21","25","35","41.7",
"George Baldock","grGRE","DF","Sheffield Utd","engPremier League","26","1993","38.0","7","0","0","47","44","11","128","34","43","1","0","0","167","38","57","40.0",
"Gareth Bale","wlsWAL","FW,MF","Real Madrid","esLa Liga","30","1989","12.1","4","1","1","16","10","5","45","6","5","0","0","0","36","28","12","70.0",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","31","1988","6.3","1","0","0","6","3","0","14","2","10","0","0","0","31","10","3","76.9",
"Leonardo Balerdi","arARG","DF,MF","Dortmund","deBundesliga","20","1999","1.5","1","0","0","1","0","0","0","4","1","0","0","0","12","0","2","0.0",
"Marco Ballarini","itITA","MF","Udinese","itSerie A","18","2001","0.0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Fodé Ballo-Touré","snSEN","DF","Monaco","frLigue 1","22","1997","18.7","4","0","0","17","22","4","61","24","25","0","1","1","94","14","12","53.8",
"Florent Balmont","frFRA","MF","Dijon","frLigue 1","39","1980","4.5","1","0","0","4","7","0","9","1","6","0","0","0","32","2","3","40.0",
"Mario Balotelli","itITA","FW","Brescia","itSerie A","28","1990","15.6","6","1","0","32","51","7","8","8","2","0","0","0","40","36","32","52.9",
