Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Yeray Álvarez","esESP","DF","Athletic Club","esLa Liga","29","1995","19.8","4","0","0","15","15","0","3","34","13","0","0","0","83","49","42","53.8",
"Skelly Alvero","frFRA","MF","Werder Bremen","deBundesliga","22","2002","2.6","1","0","0","7","5","0","0","2","6","0","0","0","13","5","3","62.5",
"Will Alves","engENG","FW","Leicester City","engPremier League","19","2005","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Selim Amallah","maMAR","MF","Valladolid","esLa Liga","27","1996","15.3","6","0","0","32","28","1","31","14","18","0","0","0","73","5","16","23.8",
"Harry Amass","engENG","DF","Manchester Utd","engPremier League","17","2007","3.8","0","0","0","2","4","1","9","2","2","0","0","0","26","7","6","53.8",
"Amath","snSEN","FW,DF","Valladolid","esLa Liga","28","1996","4.2","1","0","0","4","7","2","7","2","0","0","0","0","13","1","6","14.3",
"Jordan Amavi","frFRA","DF","Brest","frLigue 1","30","1994","8.8","2","0","0","15","6","0","15","7","17","0","2","0","35","15","6","71.4",
"Aurele Amenda","chSUI","DF","Eint Frankfurt","deBundesliga","21","2003","1.1","1","0","0","3","2","0","0","2","0","0","0","0","2","8","3","72.7",
"Kelvin Amian","frFRA","DF","Nantes","frLigue 1","26","1998","24.1","5","0","0","23","11","1","37","13","31","0","0","0","54","21","21","50.0",
"Michael Amir Murillo","paPAN","DF","Marseille","frLigue 1","28","1996","27.1","3","0","0","29","26","1","37","18","31","0","1","0","138","42","17","71.2",
"Nadiem Amiri","deGER","MF","Mainz 05","deBundesliga","27","1996","27.5","9","2","1","44","51","2","166","16","23","0","0","0","207","16","17","48.5",
"Samuel Amo-Ameyaw","engENG","DF,MF","Strasbourg","frLigue 1","18","2006","3.6","0","0","0","3","5","1","6","3","3","0","0","0","14","0","7","0.0",
"Samuel Amo-Ameyaw","engENG","FW,DF","Southampton","engPremier League","18","2006","0.3","1","0","0","1","2","0","2","0","0","0","0","0","1","0","1","0.0",
"Mathis Amougou","frFRA","MF","Saint-Étienne","frLigue 1","18","2006","9.5","2","0","0","6","8","0","1","12","15","0","0","0","37","3","12","20.0",
"Mathis Amougou","frFRA","MF","Chelsea","engPremier League","18","2006","0.1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","",
"Mohamed Amoura","dzALG","FW","Wolfsburg","deBundesliga","24","2000","27.4","6","0","0","30","20","24","35","9","22","1","0","0","92","19","45","29.7",
"Sofyan Amrabat","maMAR","MF","Fiorentina","itSerie A","27","1996","2.0","0","0","0","4","1","0","3","0","2","0","0","0","7","1","1","50.0",
"Joachim Andersen","dkDEN","DF","Fulham","engPremier League","28","1996","28.7","6","1","0","18","19","0","12","34","18","0","1","1","122","70","39","64.2",
"Joachim Andersen","dkDEN","DF","Crystal Palace","engPremier League","28","1996","1.0","1","0","0","2","0","0","1","0","1","0","0","0","7","2","0","100.0",
"Elliot Anderson","engENG","MF","Nott'ham Forest","engPremier League","21","2002","30.3","10","0","0","49","58","4","86","31","56","0","0","0","207","56","30","65.1",
"Benjamin André","frFRA","MF","Lille","frLigue 1","33","1990","29.9","12","0","0","50","49","3","16","48","57","1","0","0","189","94","82","53.4",
"Marcos André","brBRA","FW","Valladolid","esLa Liga","27","1996","13.2","5","0","0","12","28","5","1","3","6","0","0","0","44","47","44","51.6",
"André","brBRA","MF","Wolves","engPremier League","23","2001","27.5","7","0","0","36","34","0","0","37","55","0","1","0","194","2","6","25.0",
"Robert Andrich","deGER","MF,DF","Leverkusen","deBundesliga","29","1994","17.8","7","0","0","29","17","0","12","29","12","0","1","0","73","21","12","63.6",
"Angeliño","esESP","DF","Roma","itSerie A","27","1997","35.3","1","0","0","32","33","5","116","28","24","1","0","0","101","30","27","52.6",
"Lorenzo Anghelè","itITA","FW","Juventus","itSerie A","19","2005","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0",
"Faustino Anjorin","engENG","MF","Empoli","itSerie A","22","2001","12.4","3","0","0","24","19","0","17","13","13","0","1","0","65","9","15","37.5",
"Waldemar Anton","deGER","DF","Dortmund","deBundesliga","28","1996","21.7","4","0","0","20","20","1","24","30","21","0","0","1","122","46","27","63.0",
"Leandro Antonetti","prPUR","FW","Sevilla","esLa Liga","21","2003","0.3","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","",
"Kyllian Antonio","frFRA","DF,MF","Lens","frLigue 1","16","2008","1.5","0","0","0","2","3","0","2","3","2","0","0","0","5","2","2","50.0",
"Michail Antonio","jmJAM","FW","West Ham","engPremier League","34","1990","9.3","1","0","0","12","7","4","25","0","2","0","0","0","22","17","22","43.6",
"Antoniu","esESP","FW,MF","Espanyol","esLa Liga","21","2002","11.4","3","0","0","19","23","4","20","8","10","0","0","0","39","6","18","25.0",
"Antony","brBRA","FW","Betis","esLa Liga","24","2000","15.1","2","1","0","15","27","1","40","10","11","1","0","0","73","5","14","26.3",
"Antony","brBRA","DF,MF","Manchester Utd","engPremier League","24","2000","1.6","0","0","0","2","5","0","5","2","3","0","0","0","11","0","1","0.0",
"Anuar","maMAR","MF,FW","Valladolid","esLa Liga","29","1995","19.1","7","0","0","30","48","10","22","18","27","1","0","0","71","23","35","39.7",
"Dennis Appiah","frFRA","DF","Saint-Étienne","frLigue 1","32","1992","23.6","2","0","0","37","9","2","52","29","43","0","2","0","90","27","31","46.6",
"Aritz Arambarri","esESP","DF","Leganés","esLa Liga","26","1998","2.0","0","0","0","0","0","0","0","3","1","0","0","0","4","6","8","42.9",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","28","1995","29.6","10","0","0","51","52","3","14","15","29","0","0","0","137","59","54","52.2",
"Jon Aramburu","veVEN","DF","Real Sociedad","esLa Liga","22","2002","27.3","8","0","0","50","42","3","45","30","70","0","1","0","127","40","33","54.8",
"Julian Araujo","mxMEX","DF","Bournemouth","engPremier League","22","2001","5.5","2","0","0","7","2","1","9","6","5","0","0","0","29","3","9","25.0",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","25","1999","8.4","3","0","0","9","4","0","0","9","9","0","0","0","27","33","20","62.3",
"Cameron Archer","engENG","FW","Southampton","engPremier League","23","2001","16.0","0","0","0","16","13","8","3","2","8","0","0","0","35","9","30","23.1",
"Carlens Arcus","htHAI","DF","Angers","frLigue 1","28","1996","22.7","3","0","0","38","21","1","55","27","35","0","0","0","81","31","25","55.4",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","31","1993","25.1","0","0","0","0","0","0","0","0","2","0","0","1","29","2","0","100.0",
"Adu Ares","esESP","FW","Athletic Club","esLa Liga","22","2001","0.2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","",
"Jesús Areso","esESP","DF","Osasuna","esLa Liga","25","1999","34.2","9","0","0","31","20","8","169","8","38","0","0","0","118","27","19","58.7",
"David Argüelles","esESP","MF","Getafe","esLa Liga","22","2002","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Joe Aribo","ngNGA","MF,DF","Southampton","engPremier League","28","1996","22.4","1","0","0","20","28","1","10","20","33","0","1","0","112","25","24","51.0",
"Adam Armstrong","engENG","FW,MF","Southampton","engPremier League","27","1997","13.9","4","0","0","12","5","9","14","3","3","0","0","0","23","5","9","35.7",
"Harrison Armstrong","engENG","MF","Everton","engPremier League","17","2007","0.5","1","0","0","2","2","0","1","0","0","0","0","0","2","0","2","0.0",
"José Arnaiz","esESP","FW,MF","Osasuna","esLa Liga","29","1995","1.5","0","0","0","0","5","4","18","5","5","0","0","0","16","1","3","25.0",
"Hákon Arnar Haraldsson","isISL","MF,FW","Lille","frLigue 1","21","2003","19.5","3","0","0","19","27","3","59","8","16","1","0","0","71","2","14","12.5",
"Marko Arnautović","atAUT","FW","Inter","itSerie A","35","1989","6.1","1","0","0","4","6","8","5","1","6","0","0","0","10","12","7","63.2",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","30","1994","26.2","7","1","0","30","52","0","152","24","20","0","0","0","154","14","23","37.8",
"Jann-Fiete Arp","deGER","FW,MF","Holstein Kiel","deBundesliga","24","2000","7.9","8","1","1","20","18","2","24","3","10","0","0","0","21","2","13","13.3",
"Sergio Arribas","esESP","DF","Betis","esLa Liga","21","2003","1.0","0","0","0","0","0","0","0","3","4","0","0","0","3","1","0","100.0",
"Kepa Arrizabalaga","esESP","GK","Bournemouth","engPremier League","29","1994","31.0","3","0","0","2","6","0","0","0","0","0","2","0","56","7","1","87.5",
"Arthur","brBRA","DF","Leverkusen","deBundesliga","21","2003","8.4","1","0","0","20","6","0","16","9","11","0","1","0","31","10","12","45.5",
"Takuma Asano","jpJPN","FW,MF","Mallorca","esLa Liga","29","1994","11.7","0","0","0","5","15","6","20","6","9","0","0","0","42","5","26","16.1",
"Raúl Asencio","esESP","DF","Real Madrid","esLa Liga","21","2003","18.6","3","0","0","12","19","1","0","16","16","0","0","0","75","30","15","66.7",
"Marco Asensio","esESP","FW,MF","Paris S-G","frLigue 1","28","1996","6.9","0","0","0","1","4","3","13","0","3","0","0","0","18","1","2","33.3",
"Marco Asensio","esESP","MF","Aston Villa","engPremier League","28","1996","8.3","2","0","0","11","8","2","38","2","5","0","0","0","28","0","1","0.0",
"Kristjan Asllani","alALB","MF","Inter","itSerie A","22","2002","11.0","4","0","0","9","19","0","43","9","3","0","0","0","49","4","3","57.1",
"Iago Aspas","esESP","FW,MF","Celta Vigo","esLa Liga","36","1987","19.4","6","1","1","16","34","5","15","8","8","1","0","0","55","7","8","46.7",
"Yaser Asprilla","coCOL","FW,MF","Girona","esLa Liga","20","2003","15.6","2","0","0","12","23","1","93","7","12","0","1","0","62","4","3","57.1",
"Lorenz Assignon","tgTOG","DF,MF","Rennes","frLigue 1","24","2000","26.2","9","0","0","52","28","5","70","25","27","0","1","0","110","38","22","63.3",
"Dehmaine Assoumani","frFRA","MF,FW","Nantes","frLigue 1","19","2005","1.1","0","0","0","1","4","0","6","1","3","0","0","0","8","2","3","40.0",
"Valentin Atangana Edoa","frFRA","MF","Reims","frLigue 1","18","2005","31.7","7","0","0","57","50","8","17","37","50","0","0","0","117","47","34","58.0",
"Arthur Atta","frFRA","MF,FW","Udinese","itSerie A","21","2003","13.9","5","0","0","16","14","1","24","7","12","0","0","0","57","14","20","41.2",
"Noah Atubolu","deGER","GK","Freiburg","deBundesliga","22","2002","25.6","2","0","0","0","0","0","0","0","0","0","0","0","53","10","1","90.9",
"Emil Audero","idIDN","GK","Como","itSerie A","27","1997","8.0","0","0","0","0","1","0","0","0","0","0","0","0","12","2","1","66.7",
"Tommaso Augello","itITA","DF","Cagliari","itSerie A","29","1994","30.1","3","0","0","15","11","3","207","16","28","0","0","0","135","49","22","69.0",
"Carlos Augusto","brBRA","DF","Inter","itSerie A","25","1999","18.8","1","0","0","10","12","3","20","9","14","0","0","0","70","57","35","62.0",
"Yann Aurel Bisseck","deGER","DF","Inter","itSerie A","23","2000","18.3","4","0","0","16","9","1","8","17","12","0","2","0","66","47","15","75.8",
"Brandon Austin","engENG","GK","Tottenham","engPremier League","25","1999","1.0","0","0","0","0","2","0","0","0","0","0","0","0","1","2","0","100.0",
"Ezequiel Ávila","arARG","FW","Betis","esLa Liga","30","1994","7.5","5","1","0","13","18","5","29","2","3","0","0","0","28","6","8","42.9",
"Taiwo Awoniyi","ngNGA","FW","Nott'ham Forest","engPremier League","26","1997","4.6","0","0","0","8","10","1","2","0","3","0","0","0","18","13","38","25.5",
"Yasin Ayari","seSWE","MF","Brighton","engPremier League","20","2003","21.8","3","0","0","37","26","3","69","20","32","0","1","0","118","16","20","44.4",
"Florian Ayé","frFRA","FW","Auxerre","frLigue 1","27","1997","6.4","0","0","0","10","6","3","2","7","2","0","0","0","14","13","37","26.0",
"André Ayew","ghGHA","FW","Le Havre","frLigue 1","34","1989","16.1","2","0","0","19","30","6","7","3","10","0","0","0","26","37","63","37.0",
