Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Odsonne Édouard","frFRA","FW,MF","Crystal Palace","engPremier League","25","1998","17.3","4","0","0","31","22","9","10","6","12","0","0","0","38","30","54","35.7",
"John Egan","ieIRL","DF","Sheffield Utd","engPremier League","30","1992","5.4","2","0","0","6","1","0","0","13","4","0","1","0","21","14","8","63.6",
"Maximilian Eggestein","deGER","MF","Freiburg","deBundesliga","26","1996","32.4","6","0","0","32","24","2","9","28","24","0","1","0","167","51","43","54.3",
"Lilian Egloff","deGER","MF,DF","Stuttgart","deBundesliga","20","2002","1.2","1","0","0","2","2","0","0","1","1","0","0","0","8","0","0","",
"Kingsley Ehizibue","nlNED","DF","Udinese","itSerie A","28","1995","10.6","4","0","0","12","21","5","17","8","14","0","0","0","44","12","13","48.0",
"Hjalmar Ekdal","seSWE","DF","Burnley","engPremier League","24","1998","4.9","2","0","0","8","2","0","0","6","2","0","0","0","26","4","9","30.8",
"Hugo Ekitike","frFRA","FW","Paris S-G","frLigue 1","21","2002","0.1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",
"Hugo Ekitike","frFRA","FW","Eint Frankfurt","deBundesliga","21","2002","8.0","3","0","0","12","12","6","9","2","7","0","0","0","21","14","27","34.1",
"Emmanuel Ekong","seSWE","FW","Empoli","itSerie A","21","2002","0.1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","",
"Caleb Ekuban","ghGHA","FW","Genoa","itSerie A","29","1994","12.6","0","0","0","17","27","3","4","1","4","1","0","0","36","33","34","49.3",
"Anthony Elanga","seSWE","FW,MF","Nott'ham Forest","engPremier League","21","2002","27.0","1","0","0","9","26","19","58","8","19","0","0","0","96","17","37","31.5",
"Simon Elisor","frFRA","FW","Metz","frLigue 1","24","1999","8.5","1","0","0","17","16","4","4","0","2","1","0","0","20","35","47","42.7",
"Harvey Elliott","engENG","MF,FW","Liverpool","engPremier League","20","2003","15.0","2","0","0","7","13","1","62","6","17","1","0","0","78","9","13","40.9",
"Elif Elmas","mkMKD","FW,MF","Napoli","itSerie A","23","1999","3.8","2","0","0","7","6","1","6","2","3","0","0","0","19","1","6","14.3",
"Elif Elmas","mkMKD","MF,FW","RB Leipzig","deBundesliga","23","1999","3.0","0","0","0","4","4","0","0","1","6","0","0","0","9","0","2","0.0",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","31","1992","0.3","0","0","0","1","0","0","0","1","0","0","0","0","2","1","1","50.0",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","29","1994","9.0","2","0","0","9","10","0","1","7","7","0","0","0","38","29","13","69.0",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","26","1996","27.6","5","0","0","13","18","1","3","43","18","0","0","0","137","72","46","61.0",
"Adri Embarba","esESP","FW,MF","Almería","esLa Liga","31","1992","27.5","5","0","0","37","40","16","171","15","37","0","0","0","141","25","43","36.8",
"Breel Embolo","chSUI","FW","Monaco","frLigue 1","26","1997","2.0","0","0","0","3","7","3","1","1","3","0","0","0","3","1","8","11.1",
"Emanuel Emegha","nlNED","FW","Strasbourg","frLigue 1","20","2003","23.1","3","0","0","26","24","12","1","2","5","1","0","0","41","33","66","33.3",
"Emerson","brBRA","DF","Tottenham","engPremier League","24","1999","12.9","4","0","0","14","38","0","14","20","24","0","0","0","82","15","21","41.7",
"Youssef En-Nesyri","maMAR","FW","Sevilla","esLa Liga","26","1997","28.6","4","0","0","21","22","22","4","7","7","0","0","0","43","68","91","42.8",
"Julio Enciso","pyPAR","MF,FW","Brighton","engPremier League","19","2004","5.3","2","0","0","6","10","1","8","0","2","0","0","0","13","1","2","33.3",
"Wataru Endo","jpJPN","MF","Liverpool","engPremier League","30","1993","19.1","10","0","0","50","25","0","4","20","28","0","0","0","108","31","27","53.4",
"Arne Engels","beBEL","MF,DF","Augsburg","deBundesliga","19","2003","15.6","1","1","0","24","15","1","80","15","18","2","0","0","61","12","19","38.7",
"Christian Eriksen","dkDEN","MF","Manchester Utd","engPremier League","31","1992","12.7","1","0","0","7","3","1","43","4","13","0","0","0","86","1","7","12.5",
"Martin Erlic","hrCRO","DF","Sassuolo","itSerie A","25","1998","29.1","5","0","0","30","26","0","5","28","22","0","2","0","110","55","48","53.4",
"Gonzalo Escalante","arARG","MF","Cádiz","esLa Liga","30","1993","18.9","2","1","0","31","14","2","5","26","24","0","0","0","91","31","30","50.8",
"Aarón Escandell","esESP","GK","Las Palmas","esLa Liga","27","1995","1.7","0","1","0","0","0","0","0","0","0","0","0","0","5","0","0","",
"Alfonso Espino","uyURU","DF","Rayo Vallecano","esLa Liga","31","1992","27.9","9","0","0","45","41","0","50","40","45","0","1","1","171","13","26","33.3",
"Bernardo Espinosa","coCOL","DF","Girona","esLa Liga","34","1989","0.0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1","50.0",
"Maxime Estève","frFRA","DF","Burnley","engPremier League","21","2002","14.5","6","0","0","25","16","0","5","27","10","0","0","0","62","26","22","54.2",
"Maxime Estève","frFRA","DF","Montpellier","frLigue 1","21","2002","11.1","2","0","0","11","7","0","2","18","12","0","0","1","52","18","13","58.1",
"Oscar Estupiñan","coCOL","FW","Metz","frLigue 1","26","1996","2.9","0","0","0","6","3","1","1","0","4","0","0","0","11","11","11","50.0",
"Pervis Estupiñán","ecECU","DF","Brighton","engPremier League","25","1998","13.8","4","0","0","22","17","5","65","21","13","0","0","1","90","12","14","46.2",
"Karl Etta Eyong","cmCMR","FW","Cádiz","esLa Liga","19","2003","0.2","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","0.0",
"Jonny Evans","nirNIR","DF","Manchester Utd","engPremier League","35","1988","15.5","2","0","0","17","13","0","0","23","14","0","0","0","70","36","18","66.7",
"Eberechi Eze","engENG","MF,FW","Crystal Palace","engPremier League","25","1998","22.8","3","0","0","27","48","11","107","11","17","1","1","0","135","12","24","33.3",
"Abde Ezzalzouli","maMAR","FW,MF","Barcelona","esLa Liga","21","2001","0.8","0","0","0","1","3","0","7","0","1","0","0","0","2","1","2","33.3",
"Abde Ezzalzouli","maMAR","FW","Betis","esLa Liga","21","2001","9.6","1","0","0","9","16","4","33","5","14","0","0","0","44","23","23","50.0",
"Giovanni Fabbian","itITA","MF,FW","Bologna","itSerie A","20","2003","11.7","4","0","0","16","18","2","4","7","10","0","0","0","30","17","22","43.6",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","38","1985","8.0","0","0","0","0","0","0","0","1","0","0","0","0","3","2","0","100.0",
"Nicolò Fagioli","itITA","MF","Juventus","itSerie A","22","2001","4.9","1","0","0","3","5","1","19","4","3","0","0","0","23","1","0","100.0",
"Romain Faivre","frFRA","MF,FW","Bournemouth","engPremier League","25","1998","0.5","1","0","0","2","4","0","3","0","1","0","0","0","1","0","1","0.0",
"Romain Faivre","frFRA","MF,FW","Lorient","frLigue 1","25","1998","16.1","1","0","0","5","47","1","38","7","6","0","0","0","85","3","8","27.3",
"Ilhan Fakili","frFRA","MF,FW","Clermont Foot","frLigue 1","17","2006","1.0","0","0","0","1","1","0","1","1","0","0","0","0","3","0","3","0.0",
"Radamel Falcao","coCOL","FW,DF","Rayo Vallecano","esLa Liga","37","1986","4.5","4","0","0","15","10","6","1","3","5","0","0","0","20","14","24","36.8",
"Wladimiro Falcone","itITA","GK","Lecce","itSerie A","28","1995","38.0","0","0","0","0","5","0","0","1","0","1","0","0","30","5","0","100.0",
"Fali","esESP","DF","Cádiz","esLa Liga","29","1993","28.3","12","0","0","23","19","0","10","27","26","0","0","0","127","39","39","50.0",
"Davide Faraoni","itITA","DF","Hellas Verona","itSerie A","31","1991","6.7","5","0","0","11","9","0","19","6","10","0","0","0","38","9","7","56.3",
"Davide Faraoni","itITA","DF","Fiorentina","itSerie A","31","1991","4.4","0","0","0","3","6","0","17","5","4","0","1","0","10","4","7","36.4",
"Ansu Fati","esESP","MF,FW","Brighton","engPremier League","20","2002","5.8","2","0","0","6","13","2","3","3","3","0","0","0","22","1","10","9.1",
"Ansu Fati","esESP","MF,FW","Barcelona","esLa Liga","20","2002","0.6","0","0","0","0","4","1","0","0","0","0","0","0","2","1","1","50.0",
"Khalil Fayad","frFRA","FW,MF","Montpellier","frLigue 1","19","2004","11.4","2","0","0","22","24","1","13","14","15","0","0","0","54","12","14","46.2",
"Federico Fazio","arARG","DF","Salernitana","itSerie A","36","1987","15.1","3","1","0","9","9","0","0","17","11","0","1","0","54","50","21","70.4",
"Jacopo Fazzini","itITA","MF","Empoli","itSerie A","20","2003","13.7","6","0","0","23","27","1","54","12","25","1","1","0","78","14","29","32.6",
"Nabil Fekir","frFRA","MF,FW","Betis","esLa Liga","30","1993","11.7","1","0","0","22","35","8","56","7","10","0","0","0","42","10","11","47.6",
"Felipe","brBRA","DF","Nott'ham Forest","engPremier League","34","1989","4.2","4","0","0","10","2","0","0","4","9","0","0","0","20","14","6","70.0",
"Luiz Felipe","itITA","DF","Betis","esLa Liga","26","1997","4.0","1","0","0","2","1","0","0","4","3","0","0","0","23","2","6","25.0",
"João Félix","ptPOR","FW","Barcelona","esLa Liga","23","1999","17.1","3","0","0","21","54","9","17","10","16","0","0","0","68","8","8","50.0",
"Ohis Felix Uduokhai","deGER","DF","Augsburg","deBundesliga","25","1997","32.5","5","1","1","29","23","0","3","46","21","1","0","1","150","111","68","62.0",
"Kiko Femenía","esESP","DF","Villarreal","esLa Liga","32","1991","17.6","8","1","1","25","3","0","28","31","25","0","1","0","106","10","11","47.6",
"Evan Ferguson","ieIRL","FW","Brighton","engPremier League","18","2004","15.2","1","0","0","24","25","5","1","2","6","1","0","0","25","13","18","41.9",
"Lewis Ferguson","sctSCO","MF","Bologna","itSerie A","23","1999","30.1","8","0","0","52","72","4","11","17","21","1","1","0","142","34","40","45.9",
"Bruno Fernandes","ptPOR","MF,FW","Manchester Utd","engPremier League","28","1994","34.6","9","0","0","41","28","13","223","27","38","0","0","0","200","21","25","45.7",
"Edimilson Fernandes","chSUI","DF","Mainz 05","deBundesliga","27","1996","14.3","4","0","0","10","8","2","53","22","16","0","0","0","88","19","19","50.0",
"Aitor Fernández","esESP","GK","Osasuna","esLa Liga","32","1991","6.1","2","0","0","0","0","0","0","0","0","0","0","0","11","0","1","0.0",
"Álex Fernández","esESP","MF","Cádiz","esLa Liga","30","1992","14.3","3","0","0","5","16","0","35","15","9","0","0","0","82","13","16","44.8",
"Carlos Fernández","esESP","FW","Real Sociedad","esLa Liga","27","1996","4.5","3","0","0","15","3","2","1","0","7","0","1","0","18","16","17","48.5",
"Enzo Fernández","arARG","MF","Chelsea","engPremier League","22","2001","24.5","7","0","0","33","31","4","45","17","22","1","1","0","122","21","23","47.7",
"Raúl Fernández","esESP","GK","Granada","esLa Liga","35","1988","3.1","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","",
"Valery Fernández","esESP","MF,FW","Girona","esLa Liga","23","1999","5.6","1","0","0","6","13","3","13","1","9","0","0","0","30","2","3","40.0",
"Fernando","esESP","GK","Almería","esLa Liga","33","1990","4.0","0","0","0","0","0","0","0","0","0","0","0","0","5","2","0","100.0",
"Fernando","brBRA","MF","Sevilla","esLa Liga","36","1987","5.1","0","0","0","6","3","0","4","7","8","0","0","0","35","10","8","55.6",
"Ichem Ferrah","frFRA","FW","Lille","frLigue 1","17","2005","0.0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","",
"Andrea Ferraris","itITA","MF","Monza","itSerie A","20","2003","0.1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0.0",
"André Ferreira","ptPOR","GK","Granada","esLa Liga","27","1996","14.9","1","0","0","2","2","0","0","0","0","0","2","0","18","7","1","87.5",
"João Ferreira","ptPOR","DF","Udinese","itSerie A","22","2001","20.2","9","0","0","35","11","2","21","29","42","1","1","0","106","18","14","56.3",
"Jordan Ferri","frFRA","MF","Montpellier","frLigue 1","31","1992","22.6","6","0","0","48","43","0","38","13","22","0","1","0","174","10","20","33.3",
"Nacho Ferri","esESP","FW,MF","Eint Frankfurt","deBundesliga","18","2004","0.8","0","0","0","1","2","0","0","0","3","0","0","0","2","9","9","50.0",
"Rachad Fettal","maMAR","FW","Almería","esLa Liga","18","2005","0.2","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","100.0",
"Seydou Fini","itITA","DF,FW","Genoa","itSerie A","17","2006","0.4","0","0","0","0","2","0","1","0","0","0","0","0","1","1","2","33.3",
"Max Finkgräfe","deGER","DF,FW","Köln","deBundesliga","19","2004","19.5","4","0","0","19","21","0","61","22","39","0","0","0","104","23","27","46.0",
"Vincenzo Fiorillo","itITA","GK","Salernitana","itSerie A","33","1990","4.0","1","1","0","0","3","0","0","0","0","0","0","0","2","1","0","100.0",
"Kilian Fischer","deGER","DF,MF","Wolfsburg","deBundesliga","22","2000","3.2","1","0","0","4","3","0","11","1","6","0","0","0","10","0","5","0.0",
"John Fleck","sctSCO","MF,DF","Sheffield Utd","engPremier League","31","1991","1.0","1","0","0","2","2","0","0","0","0","0","0","0","5","2","7","22.2",
"Mark Flekken","nlNED","GK","Brentford","engPremier League","30","1993","36.5","3","0","0","2","4","0","0","0","1","0","1","0","41","10","1","90.9",
"Alessandro Florenzi","itITA","DF","Milan","itSerie A","32","1991","19.2","5","0","0","11","9","2","122","20","21","0","0","0","97","7","17","29.2",
"Phil Foden","engENG","FW,MF","Manchester City","engPremier League","23","2000","31.7","2","0","0","14","60","5","89","13","20","0","1","0","127","6","17","26.1",
"Wes Foderingham","engENG","GK","Sheffield Utd","engPremier League","32","1991","29.4","2","0","0","1","12","0","0","0","3","0","0","1","31","1","1","50.0",
"Malick Fofana","beBEL","FW","Lyon","frLigue 1","18","2005","6.2","0","0","0","3","11","0","20","5","4","1","0","0","18","0","7","0.0",
"Youssouf Fofana","frFRA","MF","Monaco","frLigue 1","24","1999","30.0","3","0","0","37","33","1","14","37","39","0","1","1","230","17","16","51.5",
"Jonas Föhrenbach","deGER","DF","Heidenheim","deBundesliga","27","1996","31.0","2","0","0","15","17","2","73","31","24","0","0","1","148","37","22","62.7",
"Thomas Foket","beBEL","DF","Reims","frLigue 1","28","1994","20.4","9","1","1","26","13","4","37","25","17","0","0","0","97","16","19","45.7",
"Michael Folorunsho","itITA","MF,FW","Hellas Verona","itSerie A","25","1998","30.9","5","0","0","50","74","11","64","17","28","1","0","0","145","75","78","49.0",
"Tiago Fonseca Morais","ptPOR","FW","Lille","frLigue 1","19","2003","0.5","0","0","0","1","0","0","1","1","1","0","0","0","3","0","0","",
"Pablo Fornals","esESP","MF,FW","West Ham","engPremier League","27","1996","4.7","0","0","0","3","5","1","8","6","6","0","0","0","26","3","6","33.3",
"Pablo Fornals","esESP","FW,MF","Betis","esLa Liga","27","1996","12.8","2","0","0","13","14","4","51","22","16","0","0","0","72","11","9","55.0",
"Emil Forsberg","seSWE","MF,FW","RB Leipzig","deBundesliga","31","1991","5.2","0","0","0","4","9","0","8","0","3","0","0","0","19","2","3","40.0",
"Omari Forson","engENG","FW","Manchester Utd","engPremier League","19","2004","0.8","0","0","0","1","0","0","0","0","0","0","0","0","2","0","2","0.0",
"Philipp Förster","deGER","MF,FW","Bochum","deBundesliga","28","1995","4.3","1","0","0","6","9","0","28","7","5","0","0","0","27","2","7","22.2",
"Héctor Fort","esESP","DF","Barcelona","esLa Liga","16","2006","3.5","0","0","0","8","1","1","6","2","5","0","0","0","16","0","3","0.0",
"Lyle Foster","zaRSA","FW,MF","Burnley","engPremier League","22","2000","21.1","0","1","0","24","11","14","3","3","10","0","0","0","51","50","106","32.1",
"Dimitri Foulquier","frFRA","DF,MF","Valencia","esLa Liga","30","1993","20.5","3","0","0","24","28","2","42","16","22","0","0","0","111","10","17","37.0",
"Juan Foyth","arARG","DF","Villarreal","esLa Liga","25","1998","11.8","1","0","0","18","7","0","18","12","15","0","0","0","58","26","16","61.9",
"Matheus França","brBRA","MF,FW","Crystal Palace","engPremier League","19","2004","2.6","1","0","0","6","2","2","14","1","3","1","0","0","17","1","5","16.7",
"Bartol Franjić","hrCRO","MF","Darmstadt 98","deBundesliga","23","2000","13.7","5","0","0","20","2","0","4","30","12","0","0","0","63","17","19","47.2",
"Przemysław Frankowski","plPOL","DF","Lens","frLigue 1","28","1995","24.4","4","0","0","33","12","0","118","25","39","0","0","0","96","17","26","39.5",
"Nathan Fraser","ieIRL","FW","Wolves","engPremier League","18","2005","2.1","1","0","0","5","3","0","0","1","2","0","0","0","8","3","9","25.0",
"Davide Frattesi","itITA","MF","Inter","itSerie A","23","1999","10.6","1","0","0","12","16","1","11","5","6","1","0","0","38","14","15","48.3",
"Morten Frendrup","dkDEN","MF","Genoa","itSerie A","22","2001","34.9","6","0","0","49","35","1","12","51","72","0","1","0","197","31","29","51.7",
"Remo Freuler","chSUI","MF","Bologna","itSerie A","31","1992","29.2","9","0","0","44","15","0","9","36","50","0","1","0","137","20","27","42.6",
"Marco Friedl","atAUT","DF","Werder Bremen","deBundesliga","25","1998","24.4","6","0","0","31","17","1","4","35","32","0","1","0","138","40","41","49.4",
"Marvin Friedrich","deGER","DF","Gladbach","deBundesliga","27","1995","17.4","1","0","0","10","10","0","2","17","15","0","0","0","68","37","19","66.1",
"Jeremie Frimpong","nlNED","DF","Leverkusen","deBundesliga","22","2000","25.0","6","0","0","21","34","12","93","7","17","1","0","0","94","13","13","50.0",
"Jorge de Frutos","esESP","FW,MF","Rayo Vallecano","esLa Liga","26","1997","17.2","1","0","0","15","25","4","53","7","8","0","0","0","81","14","18","43.8",
"Chris Führich","deGER","FW,MF","Stuttgart","deBundesliga","25","1998","28.5","2","0","0","6","10","3","100","7","19","0","0","0","119","4","14","22.2",
"Shiō Fukuda","jpJPN","FW,MF","Gladbach","deBundesliga","19","2004","0.4","0","0","0","1","0","0","0","1","0","0","0","0","2","3","4","42.9",
"Angelo Fulgini","frFRA","MF","Lens","frLigue 1","26","1996","15.3","1","0","0","8","25","1","114","8","14","0","0","0","79","33","30","52.4",
"Niclas Füllkrug","deGER","FW","Werder Bremen","deBundesliga","30","1993","2.0","0","0","0","2","7","3","0","0","1","0","0","0","3","12","11","52.2",
"Niclas Füllkrug","deGER","FW","Dortmund","deBundesliga","30","1993","24.6","1","0","0","26","37","11","5","2","2","0","0","0","39","67","104","39.2",
"Gerardo Fusco","itITA","FW","Salernitana","itSerie A","18","2005","0.2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","",
"Daniel Fuzato","brBRA","GK","Getafe","esLa Liga","26","1997","0.1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Matteo Gabbia","itITA","DF","Milan","itSerie A","23","1999","14.2","5","0","0","27","8","0","0","10","20","0","0","0","62","35","18","66.0",
"Matteo Gabbia","itITA","DF","Villarreal","esLa Liga","23","1999","5.3","2","0","0","9","3","0","0","8","6","0","0","0","20","17","5","77.3",
"Gianluca Gaetano","itITA","FW,MF","Cagliari","itSerie A","23","2000","8.3","1","1","0","10","12","3","15","3","4","0","0","0","41","4","24","14.3",
"Gianluca Gaetano","itITA","MF","Napoli","itSerie A","23","2000","1.8","1","0","0","3","1","0","3","1","1","1","0","0","15","1","3","25.0",
"Roberto Gagliardini","itITA","MF,DF","Monza","itSerie A","29","1994","26.2","5","0","0","26","21","1","8","31","30","0","1","0","140","46","36","56.1",
"Cody Gakpo","nlNED","FW,MF","Liverpool","engPremier League","24","1999","18.3","1","0","0","28","38","8","21","14","17","0","0","0","81","32","27","54.2",
"Javi Galán","esESP","DF","Atlético Madrid","esLa Liga","28","1994","1.0","1","0","0","1","4","0","6","1","4","0","0","0","7","3","1","75.0",
"Javi Galán","esESP","DF","Real Sociedad","esLa Liga","28","1994","11.9","3","0","0","21","19","3","46","14","22","0","1","0","61","7","6","53.8",
"Iñigo Ruiz de Galarreta","esESP","MF","Athletic Club","esLa Liga","29","1993","23.2","7","0","0","54","41","0","57","12","31","0","0","1","152","22","23","48.9",
"Pablo Galdames Millán","clCHI","MF,DF","Genoa","itSerie A","26","1996","0.1","0","0","0","1","0","0","0","0","0","0","0","0","2","1","1","50.0",
"Conor Gallagher","engENG","MF","Chelsea","engPremier League","23","2000","34.8","9","1","1","83","64","1","64","43","52","0","0","0","221","25","28","47.2",
"Antonino Gallo","itITA","DF","Lecce","itSerie A","23","2000","27.7","2","0","0","9","17","3","138","25","27","0","0","0","161","25","33","43.1",
"Cristian Gamboa","crCRC","DF","Bochum","deBundesliga","33","1989","13.2","6","0","0","14","6","0","23","15","18","0","1","0","74","12","9","57.1",
"Kévin Gameiro","frFRA","FW,MF","Strasbourg","frLigue 1","36","1987","15.0","0","0","0","3","6","3","10","3","10","0","0","0","48","4","12","25.0",
"Idrissa Gana Gueye","snSEN","MF","Everton","engPremier League","33","1989","20.9","8","0","0","35","31","0","11","28","44","0","0","0","174","13","9","59.1",
"Ignatius Ganago","cmCMR","FW,MF","Nantes","frLigue 1","24","1999","2.0","0","0","0","2","6","1","6","1","0","0","0","0","8","5","6","45.5",
"Ben Gannon-Doak","sctSCO","FW","Liverpool","engPremier League","17","2005","0.2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Aleix García","esESP","MF","Girona","esLa Liga","26","1997","35.5","4","1","0","29","36","1","192","36","28","0","0","0","208","17","23","42.5",
"Álvaro García","esESP","FW,MF","Rayo Vallecano","esLa Liga","30","1992","27.5","8","1","1","25","23","25","121","36","25","1","0","0","111","14","27","34.1",
"Dani García","esESP","MF","Athletic Club","esLa Liga","33","1990","8.3","4","0","0","11","7","0","0","8","11","0","0","0","40","7","8","46.7",
"David García","esESP","DF","Osasuna","esLa Liga","29","1994","25.9","5","0","0","33","13","1","2","18","18","0","1","0","129","93","35","72.7",
"Eric García","esESP","DF","Barcelona","esLa Liga","22","2001","0.6","1","0","0","1","0","0","0","0","0","0","0","0","3","1","0","100.0",
"Eric García","esESP","DF","Girona","esLa Liga","22","2001","29.3","4","0","0","24","26","3","10","30","37","1","0","0","128","49","37","57.0",
"Fran Garcia","esESP","DF","Real Madrid","esLa Liga","23","1999","15.5","2","0","0","10","15","10","60","19","17","0","0","0","104","7","15","31.8",
"Gonzalo García","esESP","FW,MF","Real Madrid","esLa Liga","19","2004","0.2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","",
"Jastin García","esESP","FW","Girona","esLa Liga","19","2004","0.4","0","0","0","0","2","0","1","0","0","0","0","0","1","0","0","",
"Raúl García","esESP","FW,MF","Athletic Club","esLa Liga","37","1986","4.7","3","0","0","20","10","5","7","3","6","0","1","0","19","27","19","58.7",
"Rubén García","esESP","FW,MF","Osasuna","esLa Liga","30","1993","17.2","1","0","0","24","27","6","101","12","18","0","0","0","86","30","36","45.5",
"Santiago García","esESP","FW","Getafe","esLa Liga","21","2001","0.3","0","0","0","1","1","0","0","0","0","0","0","0","5","0","0","",
"Ulisses Garcia","chSUI","DF","Marseille","frLigue 1","27","1996","10.1","0","0","0","15","11","0","49","7","16","0","0","0","45","17","10","63.0",
"Unai García","esESP","DF","Osasuna","esLa Liga","31","1992","6.2","6","1","1","9","1","0","5","8","9","0","0","0","21","4","7","36.4",
"Alejandro Garnacho","arARG","FW","Manchester Utd","engPremier League","19","2004","28.5","4","0","0","20","54","15","58","18","15","2","0","0","106","6","25","19.4",
"James Garner","engENG","MF","Everton","engPremier League","22","2001","33.4","7","0","0","39","44","3","112","45","44","0","0","0","172","23","24","48.9",
"Luca Garritano","itITA","MF,DF","Frosinone","itSerie A","29","1994","5.4","1","0","0","6","7","0","16","4","5","0","0","0","34","3","7","30.0",
"Yarek Gasiorowski","esESP","DF","Valencia","esLa Liga","18","2005","8.2","1","0","0","11","2","0","6","15","12","0","0","1","15","15","4","78.9",
"Johan Gastien","frFRA","MF","Clermont Foot","frLigue 1","35","1988","25.1","7","0","0","31","29","1","39","36","22","0","0","0","165","17","16","51.5",
"Federico Gatti","itITA","DF","Juventus","itSerie A","25","1998","29.3","7","0","0","39","15","0","19","19","19","1","0","2","116","50","31","61.7",
"Federico Gattoni","arARG","DF,FW","Sevilla","esLa Liga","24","1999","0.1","0","0","0","2","0","0","0","0","0","0","0","0","1","2","1","66.7",
"Gavi","esESP","MF,FW","Barcelona","esLa Liga","18","2004","10.5","5","0","0","31","23","4","8","8","21","0","0","0","44","13","26","33.3",
"Paulo Gazzaniga","arARG","GK","Girona","esLa Liga","31","1992","38.0","2","0","0","0","8","0","0","0","2","0","0","0","46","8","0","100.0",
"Yann Gboho","frFRA","MF,FW","Toulouse","frLigue 1","22","2001","13.3","1","0","0","9","38","2","15","4","4","2","0","0","56","5","7","41.7",
"Dennis Geiger","deGER","MF","Hoffenheim","deBundesliga","25","1998","0.7","1","0","0","2","0","0","0","0","0","0","0","0","1","1","1","50.0",
"Gelabert","esESP","MF,FW","Toulouse","frLigue 1","22","2000","8.4","1","0","0","10","14","0","9","5","8","0","0","0","45","9","10","47.4",
"Francesco Gelli","itITA","MF,DF","Frosinone","itSerie A","26","1996","17.3","3","0","0","15","40","1","53","11","13","0","0","0","82","15","16","48.4",
"Luca Gemello","itITA","GK","Torino","itSerie A","23","2000","2.0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","",
"Valentin Gendrey","frFRA","DF","Lecce","itSerie A","23","2000","33.8","5","0","0","27","40","3","61","35","33","0","1","0","104","53","39","57.6",
"Denis Genreau","auAUS","MF,FW","Toulouse","frLigue 1","24","1999","5.2","0","0","0","9","10","0","7","6","9","0","0","0","41","6","6","50.0",
"Yannick Gerhardt","deGER","MF,DF","Wolfsburg","deBundesliga","29","1994","18.1","5","0","0","18","16","2","27","7","20","0","0","0","78","28","27","50.9",
"Anwar El Ghazi","nlNED","MF,DF","Mainz 05","deBundesliga","28","1995","0.6","0","0","0","1","0","0","1","0","0","0","0","0","2","0","0","",
"Farés Ghedjemis","frFRA","FW,MF","Frosinone","itSerie A","20","2002","2.0","1","0","0","2","0","1","6","1","0","0","0","0","10","1","2","33.3",
"Saman Ghoddos","irIRN","DF","Brentford","engPremier League","29","1993","8.2","5","0","0","13","9","2","42","5","19","0","0","0","39","4","12","25.0",
"Lautaro Gianetti","arARG","DF","Udinese","itSerie A","29","1993","7.0","4","0","0","9","0","0","0","19","4","0","0","1","25","8","8","50.0",
"Morgan Gibbs-White","engENG","MF,FW","Nott'ham Forest","engPremier League","23","2000","35.1","9","0","0","37","57","6","182","17","24","0","0","0","179","60","68","46.9",
"Samuel Gigot","frFRA","DF","Marseille","frLigue 1","29","1993","19.2","7","1","0","21","14","1","6","25","22","0","1","0","80","47","16","74.6",
"Bryan Gil","esESP","FW,MF","Tottenham","engPremier League","22","2001","2.3","0","0","0","2","3","1","11","3","0","0","0","0","16","0","3","0.0",
"David Gil","esESP","GK","Cádiz","esLa Liga","29","1994","4.1","1","0","0","0","2","0","0","0","0","0","0","0","2","4","0","100.0",
"Mario Gila","esESP","DF","Lazio","itSerie A","22","2000","20.1","4","1","1","21","23","1","8","20","14","0","0","0","109","29","43","40.3",
"Alfie Gilchrist","engENG","DF","Chelsea","engPremier League","19","2003","2.3","1","0","0","4","0","0","1","3","0","0","0","0","9","2","4","33.3",
"Ryan Giles","engENG","DF,MF","Luton Town","engPremier League","23","2000","5.6","0","0","0","2","2","0","49","4","6","0","0","0","21","3","0","100.0",
"Billy Gilmour","sctSCO","MF","Brighton","engPremier League","22","2001","23.6","8","1","0","22","30","0","34","11","16","0","0","0","132","11","20","35.5",
"Benedikt Gimber","deGER","DF","Heidenheim","deBundesliga","26","1997","22.5","9","0","0","40","27","0","3","16","24","0","2","1","87","48","41","53.9",
