Name, Nation, Position, Club, League, Age, YearBorn,90s,CrdY, CrdR,2CrdY,FoulsCommitted, FoulsDrawn, Offsides,Crosses,Ints,TklW,PKWon,PKCon,OG,BallRecoveries,AerialsWon,AerialsLost,AerialsWon%,Matches
"Issa Diop","frFRA","DF","West Ham","engPremier League","21","1997","33.0","4","0","0","18","16","3","0","64","38","0","0","1","172","75","49","60.5",
"Papakouli Diop","snSEN","MF","Eibar","esLa Liga","32","1986","26.1","11","0","0","68","47","1","11","37","40","0","0","0","170","98","76","56.3",
"Sofiane Diop","maMAR","MF,FW","Monaco","frLigue 1","18","2000","8.2","1","0","0","18","11","1","16","8","7","0","0","0","48","7","11","38.9",
"Assane Dioussé","snSEN","MF","Chievo","itSerie A","20","1997","9.9","5","0","0","16","8","1","8","19","16","0","0","0","92","4","13","23.5",
"Assane Dioussé","snSEN","MF","Saint-Étienne","frLigue 1","20","1997","2.4","0","0","0","2","3","0","0","1","4","0","0","0","30","3","3","50.0",
"Axel Disasi","frFRA","DF","Reims","frLigue 1","20","1998","1.8","0","0","0","0","0","0","0","2","1","0","0","0","11","4","4","50.0",
"Djené","tgTOG","DF","Getafe","esLa Liga","26","1991","33.1","13","2","1","51","30","0","8","74","34","1","3","0","265","87","71","55.1",
"Koffi Djidji","ciCIV","DF","Torino","itSerie A","25","1992","15.4","2","0","0","13","3","0","3","24","23","0","1","0","97","23","31","42.6",
"Koffi Djidji","ciCIV","DF","Nantes","frLigue 1","25","1992","1.0","0","0","0","0","0","0","0","1","1","0","0","0","3","0","0","",
"Alexander Djiku","ghGHA","DF","Caen","frLigue 1","23","1994","30.6","9","1","0","50","43","1","3","83","37","0","2","0","175","83","53","61.0",
"Papy Djilobodji","snSEN","DF","Guingamp","frLigue 1","29","1988","1.9","1","1","0","3","0","0","1","0","1","0","0","0","7","9","4","69.2",
"Berat Djimsiti","alALB","DF","Atalanta","itSerie A","25","1993","20.1","3","0","0","22","20","0","1","34","22","0","0","1","126","51","40","56.0",
"Johan Djourou","chSUI","DF","SPAL","itSerie A","31","1987","3.1","0","0","0","4","0","0","0","4","1","0","0","0","10","8","4","66.7",
"Marko Dmitrović","rsSRB","GK","Eibar","esLa Liga","26","1992","24.0","3","0","0","3","0","0","0","2","0","0","2","0","56","7","0","100.0",
"Matt Doherty","ieIRL","DF,MF","Wolves","engPremier League","26","1992","34.9","5","0","0","30","21","3","62","60","42","2","0","1","166","145","101","58.9",
"Keagan Dolly","zaRSA","FW","Montpellier","frLigue 1","25","1993","1.0","0","0","0","2","2","0","4","0","1","0","0","0","5","0","3","0.0",
"Jaume Doménech","esESP","GK","Valencia","esLa Liga","27","1990","4.0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","100.0",
"Giulio Donati","itITA","DF","Mainz 05","deBundesliga","28","1990","6.9","2","0","0","6","6","0","26","16","7","0","0","0","38","7","10","41.2",
"Ji Dong-won","krKOR","MF,FW","Augsburg","deBundesliga","27","1991","9.9","2","0","0","15","9","1","14","8","6","0","0","0","63","27","24","52.9",
"Anastasios Donis","grGRE","FW,MF","Stuttgart","deBundesliga","21","1996","10.7","4","0","0","21","13","15","25","4","13","0","0","0","28","10","36","21.7",
"Gianluigi Donnarumma","itITA","GK","Milan","itSerie A","19","1999","34.3","4","0","0","0","1","0","0","1","1","0","0","0","39","12","0","100.0",
"Godfred Donsah","ghGHA","MF","Bologna","itSerie A","22","1996","1.7","0","0","0","0","1","0","0","0","1","0","0","0","8","1","5","16.7",
"Riccardo Doratiotto","itITA","FW","Cagliari","itSerie A","19","1999","0.9","0","0","0","2","0","0","0","0","1","0","0","0","5","4","3","57.1",
"Mathieu Dossevi","tgTOG","FW,MF","Toulouse","frLigue 1","30","1988","27.4","0","0","0","28","46","19","189","33","28","1","0","0","133","13","32","28.9",
"Abdoulaye Doucouré","mlMLI","MF","Watford","engPremier League","25","1993","34.0","7","0","0","36","13","2","11","34","38","0","0","1","257","40","36","52.6",
"Cheick Doukouré","ciCIV","MF","Levante","esLa Liga","25","1992","3.5","1","0","0","13","6","0","1","3","7","0","1","0","15","4","11","26.7",
"Moussa Doumbia","mlMLI","FW,MF","Reims","frLigue 1","23","1994","17.8","5","0","0","29","68","8","37","7","13","1","0","0","122","13","29","31.0",
"Seydou Doumbia","ciCIV","FW","Girona","esLa Liga","30","1987","6.0","2","0","0","10","5","4","1","3","1","0","0","0","16","5","36","12.2",
"Souleyman Doumbia","ciCIV","DF","Rennes","frLigue 1","21","1996","6.7","0","0","0","7","7","1","7","4","7","0","0","0","39","11","8","57.9",
"Aleksandar Dragović","atAUT","DF","Leverkusen","deBundesliga","27","1991","14.8","4","0","0","11","6","1","0","25","12","0","1","0","70","28","27","50.9",
"Bartłomiej Drągowski","plPOL","GK","Fiorentina","itSerie A","20","1997","2.5","0","0","0","0","1","0","0","0","0","0","0","0","4","1","0","100.0",
"Bartłomiej Drągowski","plPOL","GK","Empoli","itSerie A","20","1997","14.0","2","0","0","1","3","0","0","0","0","0","1","0","18","4","1","80.0",
"Julian Draxler","deGER","MF,FW","Paris S-G","frLigue 1","24","1993","22.7","6","0","0","25","14","1","36","15","22","0","0","0","140","18","12","60.0",
"Luke Dreher","engENG","FW","Crystal Palace","engPremier League","19","1998","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0",
"Josip Drmić","chSUI","FW","Gladbach","deBundesliga","25","1992","2.5","0","0","0","4","0","0","3","1","0","0","0","0","9","4","6","40.0",
"Jaroslav Drobný","czCZE","GK","Düsseldorf","deBundesliga","38","1979","2.0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","100.0",
"Óscar Duarte","crCRC","DF,MF","Espanyol","esLa Liga","29","1989","7.3","0","0","0","8","2","1","1","13","5","0","0","1","35","23","10","69.7",
"Rubén Duarte","esESP","DF","Alavés","esLa Liga","22","1995","30.8","10","1","0","35","61","1","80","57","35","0","0","0","148","51","44","53.7",
"Leo Dubois","frFRA","DF","Lyon","frLigue 1","23","1994","22.7","2","0","0","30","15","2","88","22","22","0","0","0","127","28","24","53.8",
"Martin Dúbravka","skSVK","GK","Newcastle Utd","engPremier League","29","1989","38.0","1","0","0","0","5","0","0","0","0","0","0","0","38","15","2","88.2",
"Marvin Ducksch","deGER","FW","Düsseldorf","deBundesliga","24","1994","9.1","1","0","0","3","8","4","24","4","1","0","0","0","29","24","23","51.1",
"Ondrej Duda","skSVK","MF","Hertha BSC","deBundesliga","23","1994","28.5","7","0","0","77","45","6","51","15","33","0","0","0","167","31","53","36.9",
"Shane Duffy","ieIRL","DF","Brighton","engPremier League","26","1992","34.3","4","1","0","22","10","4","2","36","20","1","1","0","143","187","68","73.3",
"Demeaco Duhaney","engENG","DF","Huddersfield","engPremier League","19","1998","0.5","0","0","0","0","2","0","2","1","0","0","0","0","2","0","1","0.0",
"Paul Dummett","wlsWAL","DF","Newcastle Utd","engPremier League","26","1991","22.1","1","0","0","11","10","1","32","37","22","0","1","0","80","58","27","68.2",
"Alfred Duncan","ghGHA","MF","Sassuolo","itSerie A","25","1993","20.5","7","1","0","37","22","3","25","15","21","0","0","0","113","15","30","33.3",
"Lewis Dunk","engENG","DF","Brighton","engPremier League","26","1991","35.0","7","2","1","22","14","0","2","46","26","0","0","0","206","119","63","65.4",
"Maxime Dupé","frFRA","GK","Nantes","frLigue 1","25","1993","10.4","1","0","0","0","0","0","0","0","0","0","0","0","8","2","0","100.0",
"Erik Durm","deGER","DF","Huddersfield","engPremier League","26","1992","22.8","0","0","0","13","22","1","65","41","22","0","0","0","136","22","36","37.9",
"Jimmy Durmaz","seSWE","MF,FW","Toulouse","frLigue 1","29","1989","21.1","5","0","0","27","18","1","87","11","22","0","0","0","121","9","24","27.3",
"Riza Durmisi","dkDEN","DF","Lazio","itSerie A","24","1994","3.6","4","0","0","7","4","0","18","1","4","0","1","0","17","1","4","20.0",
"Hugo Duro","esESP","MF,FW","Getafe","esLa Liga","18","1999","4.6","0","0","0","9","17","0","4","3","4","1","0","0","18","8","11","42.1",
"Raphael Dwamena","ghGHA","FW","Levante","esLa Liga","22","1995","2.5","0","0","0","8","6","4","3","0","0","1","0","0","5","6","12","33.3",
"Paulo Dybala","arARG","FW,MF","Juventus","itSerie A","24","1993","23.7","2","0","0","18","66","5","85","14","8","2","0","0","128","4","16","20.0",
"Edin Džeko","baBIH","FW","Roma","itSerie A","32","1986","28.7","9","0","0","31","36","13","27","0","7","1","0","0","62","130","87","59.9",
"Blerim Džemaili","chSUI","MF","Bologna","itSerie A","32","1986","19.4","4","0","0","23","56","0","14","17","27","0","0","0","129","18","14","56.3",
"Félix Eboa Eboa","cmCMR","DF","Guingamp","frLigue 1","21","1997","27.0","5","0","0","26","17","0","12","39","33","0","1","0","117","98","51","65.8",
"Dennis Eckert","deGER","FW","Celta Vigo","esLa Liga","21","1997","2.4","0","0","0","3","6","1","2","2","2","0","0","0","6","13","11","54.2",
"Bruno Ecuele Manga","gaGAB","DF","Cardiff City","engPremier League","30","1988","37.5","0","0","0","15","11","1","20","81","36","0","2","0","268","87","60","59.2",
"Simone Edera","itITA","MF","Torino","itSerie A","21","1997","0.9","0","0","0","2","1","0","2","1","0","0","0","0","2","1","2","33.3",
"Simone Edera","itITA","FW","Bologna","itSerie A","21","1997","2.2","1","0","0","3","1","1","12","0","4","0","0","0","12","1","4","20.0",
"Ederson","brBRA","GK","Manchester City","engPremier League","24","1993","38.0","2","0","0","2","3","0","0","1","3","0","2","0","52","11","0","100.0",
"Johannes Eggestein","deGER","FW,MF","Werder Bremen","deBundesliga","20","1998","12.4","0","0","0","15","14","1","17","4","9","0","0","0","72","15","38","28.3",
"Maximilian Eggestein","deGER","MF","Werder Bremen","deBundesliga","21","1996","33.9","4","0","0","37","40","0","37","30","42","0","0","0","213","42","50","45.7",
"Albin Ekdal","seSWE","MF","Sampdoria","itSerie A","29","1989","29.4","6","0","0","46","68","1","3","53","39","0","0","0","213","56","42","57.1",
"Josip Elez","hrCRO","DF","Hannover 96","deBundesliga","24","1994","7.2","1","0","0","6","2","0","3","6","3","0","0","0","36","10","11","47.6",
"Harvey Elliott","engENG","MF","Fulham","engPremier League","15","2003","0.2","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","",
"Mohamed Elneny","egEGY","MF","Arsenal","engPremier League","26","1992","4.2","0","0","0","1","0","1","3","2","4","0","0","0","26","2","6","25.0",
"Aritz Elustondo","esESP","DF","Real Sociedad","esLa Liga","24","1994","25.0","5","0","0","22","27","0","28","39","29","0","0","0","137","64","39","62.1",
"Gorka Elustondo","esESP","MF,DF","Rayo Vallecano","esLa Liga","31","1987","3.2","1","0","0","4","2","0","1","6","5","0","0","0","14","11","5","68.8",
"Nico Elvedi","chSUI","DF","Gladbach","deBundesliga","21","1996","29.1","1","0","0","17","14","1","1","47","19","0","0","0","157","80","53","60.2",
"Rodrigo Ely","brBRA","DF","Alavés","esLa Liga","24","1993","4.8","1","0","0","7","2","0","0","7","5","0","1","0","21","26","6","81.3",
"Mohamed Elyounoussi","noNOR","MF","Southampton","engPremier League","23","1994","8.8","0","0","0","10","13","2","48","6","12","0","0","0","44","9","15","37.5",
"Adri Embarba","esESP","MF,FW","Rayo Vallecano","esLa Liga","26","1992","25.4","5","1","1","44","36","9","222","29","26","1","1","0","127","20","46","30.3",
"Breel Embolo","chSUI","FW","Schalke 04","deBundesliga","21","1997","14.9","4","0","0","30","31","8","6","4","17","2","0","0","46","29","48","37.7",
"Emerson","brBRA","FW,DF","Betis","esLa Liga","19","1999","3.5","1","0","0","5","14","0","8","7","7","0","0","0","12","3","3","50.0",
"Youssef En-Nesyri","maMAR","FW","Leganés","esLa Liga","21","1997","23.4","7","0","0","36","40","17","34","6","8","0","0","1","71","141","105","57.3",
"Björn Engels","beBEL","DF","Reims","frLigue 1","23","1994","33.0","4","0","0","20","17","2","4","44","8","0","0","1","138","99","49","66.9",
"Sergi Enrich","esESP","FW","Eibar","esLa Liga","28","1990","28.7","4","0","0","65","31","39","6","6","17","2","0","0","94","171","217","44.1",
"Javier Eraso","esESP","MF,FW","Leganés","esLa Liga","28","1990","7.0","2","0","0","16","11","1","22","7","3","1","0","0","31","8","14","36.4",
"Christian Eriksen","dkDEN","MF","Tottenham","engPremier League","26","1992","30.8","3","0","0","17","16","2","117","15","25","0","0","0","188","13","34","27.7",
"Patrick Erras","deGER","MF","Nürnberg","deBundesliga","23","1995","13.6","1","0","0","9","3","0","0","23","10","0","1","0","51","46","22","67.6",
"Gonzalo Escalante","arARG","MF","Eibar","esLa Liga","25","1993","19.9","6","0","0","32","18","0","7","21","28","0","0","0","106","45","63","41.7",
"Sergio Escudero","esESP","DF,FW","Sevilla","esLa Liga","28","1989","17.2","8","1","1","21","21","1","42","24","29","0","1","0","98","22","35","38.6",
"Bernardo Espinosa","coCOL","DF","Girona","esLa Liga","29","1989","30.3","6","2","2","33","6","3","0","40","14","0","1","0","128","130","66","66.3",
"Michael Esser","deGER","GK","Hannover 96","deBundesliga","30","1987","32.0","3","0","0","0","6","0","0","1","2","0","0","0","53","10","2","83.3",
"Alexander Esswein","deGER","MF,FW","Stuttgart","deBundesliga","28","1990","13.9","3","0","0","18","17","10","58","12","11","0","0","0","51","15","28","34.9",
"Neil Etheridge","phPHI","GK","Cardiff City","engPremier League","28","1990","38.0","2","0","0","0","5","0","0","7","1","0","0","0","33","7","0","100.0",
"Beñat Etxebarria","esESP","MF","Athletic Club","esLa Liga","31","1987","22.6","8","0","0","30","17","0","108","24","24","0","1","0","178","20","17","54.1",
"Xabier Etxeita","esESP","DF","Huesca","esLa Liga","30","1987","29.7","10","0","0","34","12","1","8","39","23","0","1","1","114","78","56","58.2",
"Lucas Evangelista","brBRA","FW,MF","Nantes","frLigue 1","23","1995","8.0","0","0","0","19","31","0","15","9","17","0","0","0","49","23","16","59.0",
"Jonny Evans","nirNIR","DF","Leicester City","engPremier League","30","1988","22.2","2","0","0","21","17","0","1","33","13","0","1","0","113","72","37","66.1",
"Ewerton","brBRA","DF","Nürnberg","deBundesliga","29","1989","14.9","2","0","0","17","2","1","0","25","20","0","0","1","81","58","24","70.7",
"Valentin Eysseric","frFRA","FW,MF","Fiorentina","itSerie A","26","1992","4.0","1","0","0","10","7","1","13","4","5","0","0","0","29","6","3","66.7",
"Valentin Eysseric","frFRA","MF,FW","Nantes","frLigue 1","26","1992","2.3","1","0","0","8","9","0","18","0","1","1","0","0","16","1","3","25.0",
"Marco Fabián","mxMEX","FW","Eint Frankfurt","deBundesliga","29","1989","0.7","0","0","0","1","1","0","1","3","2","0","0","0","4","0","1","0.0",
"Łukasz Fabiański","plPOL","GK","West Ham","engPremier League","33","1985","38.0","0","0","0","0","6","0","0","1","0","0","0","0","31","9","2","81.8",
"Fabinho","brBRA","MF","Liverpool","engPremier League","24","1993","22.4","6","0","0","29","30","0","10","28","31","0","0","0","120","54","40","57.4",
"Fábio","brBRA","DF,FW","Nantes","frLigue 1","28","1990","14.2","4","1","0","18","19","1","35","18","34","0","1","0","87","20","17","54.1",
"Cesc Fàbregas","esESP","MF","Chelsea","engPremier League","31","1987","2.0","1","0","0","1","3","0","1","1","4","0","0","0","17","2","4","33.3",
"Cesc Fàbregas","esESP","MF","Monaco","frLigue 1","31","1987","10.7","2","0","0","6","17","0","30","9","10","0","0","0","69","7","18","28.0",
"Fabricio","esESP","GK","Fulham","engPremier League","30","1987","2.0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","",
"Ralf Fährmann","deGER","GK","Schalke 04","deBundesliga","29","1988","16.3","0","0","0","0","0","0","0","2","0","0","0","0","15","7","0","100.0",
"Romain Faivre","frFRA","MF","Monaco","frLigue 1","20","1998","1.0","1","0","0","3","2","0","0","1","0","0","0","0","4","1","0","100.0",
"Fayçal Fajr","maMAR","MF","Caen","frLigue 1","29","1988","36.0","6","0","0","43","89","3","217","29","32","0","0","0","239","15","21","41.7",
"Radamel Falcao","coCOL","FW","Monaco","frLigue 1","32","1986","28.4","10","0","0","70","63","14","7","3","15","1","1","0","85","92","96","48.9",
"Diego Falcinelli","itITA","FW","Bologna","itSerie A","27","1991","7.8","0","0","0","13","20","0","8","1","5","0","0","0","28","18","21","46.2",
"Simon Falette","gnGUI","DF","Eint Frankfurt","deBundesliga","26","1992","6.7","0","0","0","5","4","1","1","14","6","0","0","0","27","19","3","86.4",
"Iago Falque","esESP","FW,MF","Torino","itSerie A","28","1990","17.9","1","0","0","16","19","7","87","3","8","1","0","0","76","5","30","14.3",
"Paolo Faragò","itITA","MF,DF","Cagliari","itSerie A","25","1993","18.9","8","1","1","35","23","1","60","15","29","0","0","0","114","46","24","65.7",
"Mohamed Fares","dzALG","DF","SPAL","itSerie A","22","1996","32.8","12","0","0","51","40","0","160","54","43","0","1","0","153","41","34","54.7",
"Diego Farias","brBRA","FW","Empoli","itSerie A","28","1990","13.3","1","0","0","13","16","3","16","0","4","2","0","0","26","3","16","15.8",
"Diego Farias","brBRA","FW","Cagliari","itSerie A","28","1990","7.8","3","0","0","9","12","7","13","1","9","0","0","0","23","4","5","44.4",
"Andrea Favilli","itITA","FW,DF","Genoa","itSerie A","21","1997","1.9","0","0","0","7","2","1","1","0","1","0","0","0","5","9","4","69.2",
"Federico Fazio","arARG","DF","Roma","itSerie A","31","1987","31.2","6","0","0","28","15","0","5","53","20","0","1","0","179","112","47","70.4",
"Zouhair Feddal","maMAR","DF","Betis","esLa Liga","29","1989","18.9","7","0","0","29","9","0","4","31","23","0","2","0","106","71","28","71.7",
"Nabil Fekir","frFRA","MF","Lyon","frLigue 1","25","1993","22.1","5","0","0","44","63","18","79","7","31","1","0","0","85","13","31","29.5",
"Yassin Fekir","frFRA","FW","Lyon","frLigue 1","21","1997","0.1","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","",
"Felipe","brBRA","DF","Hannover 96","deBundesliga","31","1987","12.2","5","1","1","18","17","0","1","35","15","0","1","0","52","30","25","54.5",
"Luiz Felipe","itITA","DF","Lazio","itSerie A","21","1997","14.3","4","0","0","20","12","1","4","26","18","0","0","0","59","22","19","53.7",
"Ohis Felix Uduokhai","deGER","DF","Wolfsburg","deBundesliga","20","1997","2.7","2","0","0","8","5","0","5","6","7","0","0","0","6","8","3","72.7",
"Marouane Fellaini","beBEL","MF","Manchester Utd","engPremier League","30","1987","8.4","1","0","0","15","9","2","6","4","13","1","0","0","50","48","22","68.6",
"Kiko Femenía","esESP","DF","Watford","engPremier League","27","1991","22.8","1","0","0","12","14","3","64","36","30","0","1","0","128","12","12","50.0",
"Edimilson Fernandes","chSUI","MF","Fiorentina","itSerie A","22","1996","21.9","9","1","1","38","17","0","16","26","24","0","2","0","155","21","35","37.5",
"Gelson Fernandes","chSUI","MF","Eint Frankfurt","deBundesliga","31","1986","24.7","10","1","1","56","6","0","1","53","48","0","0","0","143","34","48","41.5",
"Aitor Fernández","esESP","GK","Levante","esLa Liga","27","1991","16.0","0","0","0","0","4","0","0","1","0","0","0","0","20","2","0","100.0",
"Andrés Fernández","esESP","GK","Villarreal","esLa Liga","31","1986","6.0","2","0","0","0","0","0","0","0","0","0","0","0","12","1","0","100.0",
"Borja Fernández","esESP","MF,DF","Valladolid","esLa Liga","37","1981","9.3","4","0","0","17","6","1","2","14","12","0","0","0","55","37","23","61.7",
"Federico Fernández","arARG","DF","Newcastle Utd","engPremier League","29","1989","16.5","2","0","0","12","7","1","5","25","12","0","1","0","78","37","30","55.2",
"Joaquín Fernández","esESP","DF,MF","Valladolid","esLa Liga","22","1996","9.3","2","0","0","8","8","0","0","17","9","0","0","1","36","37","21","63.8",
"Valery Fernández","esESP","DF,FW","Girona","esLa Liga","18","1999","9.9","2","0","0","8","15","0","26","8","15","0","0","0","52","8","12","40.0",
"Fernandinho","brBRA","MF","Manchester City","engPremier League","33","1985","26.4","5","0","0","40","26","2","4","41","43","0","1","0","163","75","64","54.0",
"Juan Ferney Otero","coCOL","FW,MF","Amiens","frLigue 1","23","1995","24.2","1","0","0","29","39","14","90","22","13","0","0","0","127","43","63","40.6",
"Alex Ferrari","itITA","DF","Sampdoria","itSerie A","24","1994","6.0","2","0","0","3","4","0","1","9","8","0","1","0","26","12","4","75.0",
"David Ferreiro","esESP","MF,FW","Huesca","esLa Liga","30","1988","25.3","5","0","0","42","36","24","258","24","22","0","0","0","145","7","32","17.9",
"Facundo Ferreyra","arARG","FW","Espanyol","esLa Liga","27","1991","2.3","2","0","0","8","4","2","2","0","2","0","0","0","4","8","11","42.1",
"Jordan Ferri","frFRA","MF","Nîmes","frLigue 1","26","1992","20.8","5","0","0","40","30","2","21","15","31","0","0","0","194","21","31","40.4",
"Jordan Ferri","frFRA","MF","Lyon","frLigue 1","26","1992","1.3","0","0","0","2","2","0","6","1","3","0","0","0","13","2","3","40.0",
"Oliver Fink","deGER","MF","Düsseldorf","deBundesliga","36","1982","11.7","4","0","0","25","19","3","10","13","22","0","0","0","78","70","78","47.3",
"Alfreð Finnbogason","isISL","FW","Augsburg","deBundesliga","29","1989","14.8","2","0","0","34","9","22","4","3","3","1","0","0","32","22","34","39.3",
"Roberto Firmino","brBRA","FW,MF","Liverpool","engPremier League","26","1991","29.0","0","0","0","38","10","7","9","6","20","0","0","0","112","30","75","28.6",
"Junior Firpo","doDOM","DF,FW","Betis","esLa Liga","21","1996","21.5","7","0","0","30","26","4","35","23","25","1","0","0","105","34","22","60.7",
"Mathieu Flamini","frFRA","MF","Getafe","esLa Liga","34","1984","5.0","5","0","0","15","6","0","0","5","4","0","0","0","28","15","4","78.9",
"Mark Flekken","nlNED","GK","Freiburg","deBundesliga","25","1993","1.0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","",
"Sergio Floccari","itITA","FW","SPAL","itSerie A","36","1981","10.8","3","0","0","14","19","3","8","2","5","3","0","0","28","22","26","45.8",
"Alessandro Florenzi","itITA","DF,FW","Roma","itSerie A","27","1991","24.2","5","1","1","15","23","2","129","46","21","0","0","0","143","15","24","38.5",
"Phil Foden","engENG","MF","Manchester City","engPremier League","18","2000","3.7","0","0","0","4","5","0","4","4","6","0","0","0","14","2","7","22.2",
"Guessouma Fofana","mrMTN","MF","Amiens","frLigue 1","25","1992","2.1","1","0","0","5","2","0","1","3","4","0","0","0","11","3","2","60.0",
"Guessouma Fofana","mrMTN","MF","Guingamp","frLigue 1","25","1992","5.3","2","0","0","12","5","0","4","6","9","0","0","0","24","7","8","46.7",
"Seko Fofana","ciCIV","MF","Udinese","itSerie A","23","1995","29.3","5","0","0","29","28","0","35","29","13","0","1","0","201","15","19","44.1",
"Wesley Fofana","frFRA","DF","Saint-Étienne","frLigue 1","17","2000","1.8","0","0","0","2","4","0","0","4","6","0","0","0","9","3","4","42.9",
"Youssouf Fofana","frFRA","MF","Strasbourg","frLigue 1","19","1999","10.1","0","0","0","17","9","0","6","11","20","0","0","0","65","5","7","41.7",
"Thomas Foket","beBEL","DF","Reims","frLigue 1","23","1994","32.0","7","0","0","49","42","4","53","49","52","0","2","0","167","28","41","40.6",
"Thomas Fontaine","mgMAD","DF,MF","Reims","frLigue 1","27","1991","4.7","1","0","0","6","3","0","0","7","3","0","0","0","20","10","9","52.6",
"José Fonte","ptPOR","DF","Lille","frLigue 1","34","1983","34.6","5","1","0","29","14","0","6","37","15","0","2","0","187","117","40","74.5",
"Rui Fonte","ptPOR","FW,MF","Lille","frLigue 1","28","1990","7.0","1","0","0","22","4","2","2","2","12","0","0","0","23","37","29","56.1",
"Pablo Fornals","esESP","MF,FW","Villarreal","esLa Liga","22","1996","27.5","4","0","0","31","43","4","36","24","26","0","0","0","163","20","63","24.1",
"Emil Forsberg","seSWE","MF,FW","RB Leipzig","deBundesliga","26","1991","13.9","0","0","0","7","24","3","49","3","7","0","0","0","67","8","10","44.4",
"Fraser Forster","engENG","GK","Southampton","engPremier League","30","1988","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Steven Fortes","cvCPV","DF","Toulouse","frLigue 1","26","1992","1.5","0","0","0","1","1","0","0","2","1","0","0","0","2","7","2","77.8",
"Iver Fossum","noNOR","MF","Hannover 96","deBundesliga","22","1996","5.1","0","0","0","1","3","0","27","7","5","0","0","0","28","1","11","8.3",
"Ben Foster","engENG","GK","Watford","engPremier League","35","1983","38.0","1","0","0","2","9","0","1","2","2","0","2","0","64","13","0","100.0",
"Timothy Fosu-Mensah","nlNED","DF","Fulham","engPremier League","20","1998","8.8","3","0","0","7","1","0","15","12","7","0","1","1","42","7","13","35.0",
"Dimitri Foulquier","frFRA","MF,DF","Getafe","esLa Liga","25","1993","20.0","7","0","0","49","25","2","26","20","12","0","0","0","104","24","57","29.6",
"Juan Foyth","arARG","DF","Tottenham","engPremier League","20","1998","9.9","3","1","0","16","9","0","2","10","17","0","2","0","53","25","19","56.8",
"Raphael Framberger","deGER","DF,MF","Augsburg","deBundesliga","22","1995","6.1","2","0","0","6","8","0","25","11","6","0","0","0","32","8","4","66.7",
"Simon Francis","engENG","DF","Bournemouth","engPremier League","33","1985","13.7","1","0","0","11","8","3","32","19","14","0","0","0","65","47","40","54.0",
"Mike Frantz","deGER","MF,FW","Freiburg","deBundesliga","31","1986","24.6","2","0","0","20","35","5","44","21","26","1","0","0","68","48","47","50.5",
"Ryan Fraser","sctSCO","MF,FW","Bournemouth","engPremier League","24","1994","35.2","2","0","0","6","68","10","271","22","11","1","0","0","135","9","27","25.0",
"Pierluigi Frattali","itITA","GK","Parma","itSerie A","32","1985","1.0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","",
"Fred","brBRA","MF","Manchester Utd","engPremier League","25","1993","11.6","2","0","0","25","18","1","13","16","17","0","1","0","105","3","13","18.8",
"Ryan Fredericks","engENG","DF","West Ham","engPremier League","25","1992","12.1","5","0","0","9","10","1","20","13","23","0","1","0","51","20","12","62.5",
"Remo Freuler","chSUI","MF","Atalanta","itSerie A","26","1992","33.6","4","0","0","41","72","0","16","38","45","1","0","0","236","34","41","45.3",
"Nicolas Frey","frFRA","DF","Chievo","itSerie A","34","1984","2.5","0","0","0","2","1","0","1","7","1","0","0","0","9","3","4","42.9",
"Marco Friedl","atAUT","DF","Werder Bremen","deBundesliga","20","1998","5.3","3","0","0","8","5","0","2","13","6","0","1","0","19","8","4","66.7",
"Alexander Fuchs","deGER","MF,FW","Nürnberg","deBundesliga","21","1997","7.3","3","0","0","14","11","0","4","5","12","0","0","0","34","3","9","25.0",
"Christian Fuchs","atAUT","DF","Leicester City","engPremier League","32","1986","2.3","0","0","0","3","2","0","15","4","3","0","0","0","17","3","3","50.0",
"Javi Fuego","esESP","MF","Villarreal","esLa Liga","34","1984","2.6","1","0","0","7","5","0","0","3","3","0","0","0","15","4","3","57.1",
"Angelo Fulgini","frFRA","MF,FW","Angers","frLigue 1","21","1996","18.2","1","0","0","21","46","1","46","28","22","1","0","0","104","19","22","46.3",
"Niclas Füllkrug","deGER","FW","Hannover 96","deBundesliga","25","1993","12.4","1","0","0","20","14","5","6","1","0","1","0","0","23","65","72","47.4",
"Ramiro Funes Mori","arARG","DF,MF","Villarreal","esLa Liga","27","1991","29.2","15","0","0","32","22","2","6","42","29","0","0","1","175","67","25","72.8",
"Manolo Gabbiadini","itITA","FW,MF","Southampton","engPremier League","26","1991","5.3","0","0","0","9","8","1","4","3","2","0","0","0","27","8","28","22.2",
"Manolo Gabbiadini","itITA","FW","Sampdoria","itSerie A","26","1991","9.0","5","0","0","18","12","3","31","4","2","1","0","0","23","15","24","38.5",
"Mijat Gaćinović","rsSRB","MF","Eint Frankfurt","deBundesliga","23","1995","18.1","3","0","0","20","41","2","25","24","20","1","0","0","116","11","29","27.5",
